from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,AT,WS,WD,RH,BP,SR,RF,to date,station
03-May-2020 - 00:00,19.69,84.34,6.34,0.99,4.24,10.81,7.9,0.36,68.24,34.42,1.16,222.43,24.83,700.66,192.26,0.0,04-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
04-May-2020 - 00:00,31.27,130.0,8.61,1.37,5.78,17.8,9.49,0.46,68.97,32.99,1.5,214.55,38.43,700.76,182.74,0.0,05-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
05-May-2020 - 00:00,16.29,66.99,8.41,1.54,5.81,14.08,9.09,0.37,88.07,31.36,1.44,204.86,39.03,701.26,197.18,0.0,06-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
06-May-2020 - 00:00,33.96,87.83,11.26,1.25,7.09,12.39,14.17,0.47,88.58,31.6,1.36,173.88,30.58,700.76,177.89,0.0,07-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
07-May-2020 - 00:00,15.89,69.4,10.28,1.09,6.44,11.36,8.4,0.36,76.21,32.56,1.15,193.6,30.71,700.97,186.35,0.0,08-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
08-May-2020 - 00:00,27.65,93.42,10.86,1.15,6.79,10.16,7.95,0.43,84.13,35.21,0.92,219.82,21.3,700.35,188.67,0.0,09-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
09-May-2020 - 00:00,18.61,95.23,7.23,1.0,4.75,9.69,7.69,0.34,74.02,33.48,1.46,217.34,24.36,701.02,167.71,0.01,10-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
10-May-2020 - 00:00,14.43,46.32,7.17,1.01,4.72,12.36,8.23,0.34,83.42,30.81,1.17,188.3,34.59,701.4,177.3,0.03,11-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
11-May-2020 - 00:00,9.85,37.98,9.12,0.7,5.42,14.49,9.1,0.29,97.82,29.89,1.24,185.23,42.29,701.59,172.5,0.0,12-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
12-May-2020 - 00:00,24.76,63.98,11.98,1.03,7.22,15.45,14.97,0.49,84.94,32.87,1.11,187.92,40.72,701.26,193.93,0.0,13-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
13-May-2020 - 00:00,24.34,65.22,12.1,1.27,7.56,14.54,13.92,0.48,87.62,32.96,0.97,192.26,36.58,700.4,184.96,0.07,14-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
14-May-2020 - 00:00,22.31,57.26,13.26,1.48,8.35,17.92,14.94,0.44,82.98,31.13,0.81,166.7,38.99,700.41,172.66,0.0,15-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
15-May-2020 - 00:00,26.1,70.29,13.18,1.36,8.19,16.32,20.67,0.46,80.86,33.61,0.9,170.22,35.41,700.0,167.25,0.0,16-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
16-May-2020 - 00:00,24.76,69.55,12.05,1.26,7.52,14.74,12.12,0.46,86.79,33.76,1.01,174.92,35.2,700.0,174.81,0.01,17-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
17-May-2020 - 00:00,19.8,67.02,9.95,1.06,6.24,14.87,7.77,0.38,88.75,31.81,0.78,208.57,30.61,,184.67,0.0,18-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
18-May-2020 - 00:00,23.69,72.21,9.2,0.98,5.69,13.82,8.1,0.45,71.66,30.24,0.88,242.4,34.85,,117.1,0.0,19-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
19-May-2020 - 00:00,20.54,100.27,10.26,2.48,7.55,9.95,7.86,0.39,86.89,32.13,1.08,214.72,22.96,,201.73,0.0,20-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
20-May-2020 - 00:00,16.03,103.91,9.63,1.04,6.06,7.66,14.93,0.35,90.81,34.09,1.78,236.65,16.39,,200.4,0.0,21-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
21-May-2020 - 00:00,23.15,93.19,9.53,1.32,6.09,9.93,19.81,0.45,102.75,34.54,1.23,235.75,15.76,,211.86,0.0,22-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
22-May-2020 - 00:00,24.81,87.95,8.24,1.92,5.91,9.32,13.32,0.37,75.81,35.87,1.35,249.99,18.24,,199.42,0.0,23-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
23-May-2020 - 00:00,20.16,61.12,5.4,0.99,3.74,8.61,11.49,0.32,69.26,35.79,1.34,237.54,19.43,700.0,195.3,0.0,24-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
24-May-2020 - 00:00,18.38,44.33,4.27,0.97,3.06,7.76,8.94,0.27,59.2,35.68,1.54,243.18,18.07,700.0,197.62,0.0,25-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
25-May-2020 - 00:00,17.26,38.9,4.35,0.96,3.19,7.96,13.21,0.3,39.6,35.95,1.33,235.67,18.22,700.12,198.91,0.0,26-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
26-May-2020 - 00:00,14.79,64.61,4.79,1.02,3.47,7.63,11.1,0.28,58.47,35.37,1.5,234.49,18.64,700.0,196.99,0.0,27-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
27-May-2020 - 00:00,20.14,122.92,5.95,1.17,4.13,9.91,13.79,0.32,70.11,35.6,1.55,240.23,24.84,,198.26,0.0,28-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
28-May-2020 - 00:00,17.85,115.04,5.48,1.15,3.93,10.61,12.23,0.3,69.42,34.92,1.56,237.68,28.99,,197.25,0.0,29-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
29-May-2020 - 00:00,19.61,110.31,5.84,1.16,4.12,12.16,13.23,0.33,47.15,34.58,1.29,230.76,33.22,,202.28,0.0,30-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
30-May-2020 - 00:00,22.3,157.06,5.5,1.23,3.99,11.99,8.07,0.33,56.95,34.55,1.34,229.03,34.64,700.0,204.3,0.0,31-May-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
31-May-2020 - 00:00,29.54,134.41,6.31,1.1,4.29,12.8,5.84,0.4,48.6,33.91,1.36,239.2,36.28,700.88,196.3,0.0,01-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
01-Jun-2020 - 00:00,20.55,94.72,6.69,0.57,4.01,11.49,7.89,0.41,44.57,33.18,1.37,192.77,37.88,700.82,190.85,0.0,02-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
02-Jun-2020 - 00:00,16.8,63.89,6.55,0.97,4.35,12.12,11.77,0.39,34.85,29.56,1.2,190.22,46.43,700.65,166.44,0.0,03-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
03-Jun-2020 - 00:00,17.47,44.57,7.3,1.25,4.99,12.57,10.27,0.42,44.73,27.31,1.49,162.99,58.18,700.19,168.96,0.06,04-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
04-Jun-2020 - 00:00,8.14,14.16,9.13,1.67,6.21,18.02,16.86,0.43,54.64,21.58,1.78,205.18,90.86,,63.68,0.65,05-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
05-Jun-2020 - 00:00,13.78,35.84,9.06,1.56,6.17,15.96,15.43,0.44,47.34,24.62,0.83,219.42,76.28,700.0,174.18,0.2,06-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
06-Jun-2020 - 00:00,19.38,49.97,11.74,2.06,7.98,16.6,13.44,0.43,42.51,27.69,0.97,203.46,66.74,,210.49,0.02,07-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
07-Jun-2020 - 00:00,14.5,41.68,9.39,1.65,6.41,17.13,11.66,0.42,45.24,28.86,0.97,217.02,60.51,,191.52,0.0,08-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
08-Jun-2020 - 00:00,12.88,44.5,9.59,1.65,6.53,15.06,12.82,0.44,50.63,30.26,0.96,214.04,54.85,,197.83,0.0,09-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
09-Jun-2020 - 00:00,15.57,49.22,9.05,1.58,6.18,14.84,15.87,0.52,52.57,30.56,1.22,219.14,56.59,,195.18,0.0,10-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
10-Jun-2020 - 00:00,15.32,54.06,12.05,1.65,7.84,17.51,11.29,0.52,45.99,30.73,1.32,231.22,57.73,,212.81,0.0,11-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
11-Jun-2020 - 00:00,20.88,66.34,14.69,1.94,9.48,18.04,22.58,0.64,33.31,30.5,1.49,235.48,57.39,,176.33,0.0,12-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
12-Jun-2020 - 00:00,24.12,68.45,12.2,1.47,7.77,19.22,9.58,0.66,53.4,30.85,1.29,206.12,57.43,,200.71,0.06,13-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
13-Jun-2020 - 00:00,22.57,48.78,14.46,1.84,9.31,20.36,7.48,0.72,38.28,29.99,0.84,195.94,65.31,,197.54,0.07,14-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
14-Jun-2020 - 00:00,19.92,40.97,9.08,1.29,5.96,21.3,9.49,0.58,41.59,29.04,0.78,211.88,67.18,,185.34,0.0,15-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
15-Jun-2020 - 00:00,11.88,29.48,10.17,1.21,6.39,18.8,8.22,0.59,76.06,28.11,1.08,210.98,72.38,,166.06,0.06,16-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
16-Jun-2020 - 00:00,14.96,35.49,12.3,3.64,9.59,17.26,9.4,0.49,81.05,27.56,1.22,193.61,72.61,,179.66,0.01,17-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
17-Jun-2020 - 00:00,15.18,45.24,13.53,3.91,10.46,16.88,20.07,0.46,79.65,27.1,1.53,201.45,74.53,,184.68,0.71,18-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
18-Jun-2020 - 00:00,15.8,48.71,15.75,4.3,11.96,15.74,11.16,0.63,77.46,27.57,1.31,211.51,74.29,,207.82,1.19,19-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
19-Jun-2020 - 00:00,16.07,49.62,19.5,5.24,14.72,13.15,12.85,0.95,65.92,26.75,1.38,209.0,75.23,,208.53,0.5,20-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
20-Jun-2020 - 00:00,17.69,49.71,9.72,2.15,7.01,19.21,11.95,0.84,52.41,25.84,1.02,224.51,81.15,,136.66,0.01,21-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
21-Jun-2020 - 00:00,21.09,66.08,8.84,1.46,5.98,26.35,10.28,0.47,41.61,28.32,1.26,233.66,72.39,,189.52,0.0,22-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
22-Jun-2020 - 00:00,18.82,54.81,11.17,2.04,7.69,16.89,10.71,0.54,48.61,27.84,1.23,211.5,73.81,,198.7,0.39,23-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
23-Jun-2020 - 00:00,15.45,39.5,9.26,1.96,6.57,16.13,10.62,0.55,40.93,25.51,0.84,205.1,84.61,,113.12,0.19,24-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
24-Jun-2020 - 00:00,14.54,41.42,11.74,2.59,8.44,14.45,9.27,0.57,53.56,26.73,0.91,236.26,77.47,,176.96,0.0,25-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
25-Jun-2020 - 00:00,19.85,51.41,10.97,2.33,7.81,14.13,8.92,0.62,38.43,28.1,0.85,207.01,77.02,,175.4,0.29,26-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
26-Jun-2020 - 00:00,16.75,39.82,12.66,2.58,8.92,15.49,15.64,0.64,33.16,26.7,0.85,194.58,82.88,,119.58,0.59,27-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
27-Jun-2020 - 00:00,10.92,26.19,7.22,2.06,5.61,12.6,9.41,0.48,52.36,26.37,1.07,203.35,78.69,,168.64,0.03,28-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
28-Jun-2020 - 00:00,13.46,38.1,5.52,1.77,4.46,12.81,13.0,0.41,48.44,27.31,1.0,195.29,76.4,,200.21,0.25,29-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
29-Jun-2020 - 00:00,14.92,43.86,8.35,1.96,6.12,12.44,13.28,0.46,47.58,28.31,1.01,183.98,70.94,,187.8,0.0,30-Jun-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
30-Jun-2020 - 00:00,14.38,46.12,9.11,2.02,6.58,11.24,12.76,0.5,50.67,29.69,0.98,197.69,67.64,,186.71,0.0,01-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
01-Jul-2020 - 00:00,14.46,54.75,10.38,2.25,7.44,10.28,14.08,0.54,63.72,30.73,1.15,214.74,62.51,,197.39,0.0,02-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
02-Jul-2020 - 00:00,15.07,48.69,10.22,2.18,7.3,12.79,11.75,0.57,49.9,29.22,1.17,211.55,70.95,,142.15,0.0,03-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
03-Jul-2020 - 00:00,15.14,42.1,12.27,2.31,8.49,12.67,13.31,0.65,47.5,27.46,0.94,203.07,78.56,,139.44,0.01,04-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
04-Jul-2020 - 00:00,11.2,31.94,6.59,1.72,4.99,13.79,12.12,0.45,76.52,28.2,0.9,214.97,71.98,,196.67,0.1,05-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
05-Jul-2020 - 00:00,12.75,25.73,7.88,1.78,5.72,13.71,12.33,0.52,58.19,25.1,0.63,215.52,88.79,,102.49,0.64,06-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
06-Jul-2020 - 00:00,6.69,22.18,6.74,2.44,5.65,10.92,9.39,0.45,49.64,26.1,0.85,214.67,80.91,,181.41,0.0,07-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
07-Jul-2020 - 00:00,10.55,34.49,7.61,1.98,5.74,9.49,8.25,0.72,29.2,26.73,1.15,168.46,80.23,,168.33,0.0,08-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
08-Jul-2020 - 00:00,8.07,31.06,7.39,1.92,5.59,9.74,11.57,0.81,42.63,28.22,0.92,186.1,74.28,,171.09,0.0,09-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
09-Jul-2020 - 00:00,14.35,57.19,7.95,2.52,6.39,9.78,12.53,0.32,46.16,29.04,1.18,218.65,68.94,,204.87,0.0,10-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
10-Jul-2020 - 00:00,15.37,65.5,9.66,3.6,8.21,9.25,8.63,,37.02,29.93,1.42,214.44,64.65,,221.72,0.0,11-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
11-Jul-2020 - 00:00,16.4,54.62,5.76,2.09,4.86,8.34,6.41,,32.05,27.42,1.22,206.73,75.83,,171.98,0.0,12-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
12-Jul-2020 - 00:00,8.5,29.38,3.38,1.92,3.5,8.1,7.8,,31.73,26.7,1.06,206.07,80.69,,177.97,0.14,13-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
13-Jul-2020 - 00:00,14.46,41.33,8.93,2.76,7.08,8.0,6.44,0.62,28.28,27.77,0.85,223.97,78.02,,177.62,0.01,14-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
14-Jul-2020 - 00:00,20.82,54.44,11.79,2.47,8.36,10.52,9.2,0.64,36.59,27.8,0.77,226.7,79.79,,134.26,0.0,15-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
15-Jul-2020 - 00:00,20.49,50.89,19.11,2.98,12.68,18.33,7.95,0.78,50.13,28.0,0.86,221.73,78.35,,150.24,0.04,16-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
16-Jul-2020 - 00:00,26.2,52.43,14.38,1.65,8.99,21.29,10.66,0.78,70.12,27.74,0.69,186.98,79.65,,169.4,0.0,17-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
17-Jul-2020 - 00:00,14.9,40.02,10.23,2.48,7.61,11.37,11.96,0.78,46.98,29.0,1.22,161.33,72.38,,193.66,0.0,18-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
18-Jul-2020 - 00:00,10.52,30.05,5.37,1.73,4.35,9.29,12.95,0.78,39.97,29.14,0.95,175.84,70.74,,162.67,0.0,19-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
19-Jul-2020 - 00:00,13.38,35.75,4.35,2.01,4.06,9.77,11.45,0.78,38.4,29.58,1.27,220.43,69.5,,238.27,0.0,20-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
20-Jul-2020 - 00:00,15.54,39.96,6.92,2.34,5.68,9.81,11.76,0.67,32.95,26.84,1.11,209.25,81.95,,137.03,0.49,21-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
21-Jul-2020 - 00:00,15.9,46.26,5.87,2.31,5.1,9.24,10.28,0.59,33.59,27.61,1.0,196.47,77.4,,175.02,0.0,22-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
22-Jul-2020 - 00:00,16.49,51.25,7.98,2.42,6.31,7.74,9.85,0.65,34.96,28.64,1.09,206.58,72.85,700.0,155.52,0.0,23-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
23-Jul-2020 - 00:00,24.64,63.39,9.7,2.83,7.56,9.83,14.12,0.61,43.73,28.29,1.24,216.69,73.58,,186.49,0.0,24-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
24-Jul-2020 - 00:00,17.7,53.57,13.75,3.28,10.14,8.06,12.93,0.51,65.94,29.77,0.99,207.26,64.72,,195.69,0.0,25-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
25-Jul-2020 - 00:00,13.67,30.82,3.67,1.58,3.33,8.14,10.39,0.44,54.56,27.73,0.92,175.58,72.88,700.14,183.45,0.0,26-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
26-Jul-2020 - 00:00,12.11,26.73,3.55,1.66,3.35,7.3,13.6,0.45,47.08,29.15,0.85,185.66,69.3,700.88,187.66,0.0,27-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
27-Jul-2020 - 00:00,13.49,37.1,4.74,1.81,4.09,7.13,11.07,0.45,47.01,29.0,1.08,222.95,72.14,700.4,186.4,0.0,28-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
28-Jul-2020 - 00:00,19.0,42.55,5.09,1.64,4.12,9.45,12.99,0.44,49.01,29.0,1.06,224.92,72.42,700.0,170.68,0.0,29-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
29-Jul-2020 - 00:00,21.53,47.34,8.15,1.93,5.98,10.89,9.36,0.44,34.23,26.87,0.62,197.14,84.0,,99.05,0.03,30-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
30-Jul-2020 - 00:00,13.74,29.74,4.83,1.75,4.08,10.67,8.38,0.44,41.88,28.77,0.9,183.59,73.67,,193.11,0.0,31-Jul-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
31-Jul-2020 - 00:00,14.13,30.42,4.04,1.89,3.82,8.87,13.5,0.45,54.31,31.7,0.98,189.44,60.82,,251.16,0.0,01-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
01-Aug-2020 - 00:00,11.31,30.28,5.1,1.59,4.08,7.63,8.68,0.45,41.67,28.15,0.77,197.0,76.55,,132.96,0.01,02-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
02-Aug-2020 - 00:00,14.96,35.94,5.0,1.7,4.12,10.71,12.93,0.44,49.63,28.84,1.01,216.53,74.52,,161.09,0.0,03-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
03-Aug-2020 - 00:00,13.18,29.38,4.5,1.22,3.39,10.63,11.51,0.44,42.57,26.96,0.9,200.36,82.32,,108.59,0.0,04-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
04-Aug-2020 - 00:00,12.05,28.27,6.93,2.01,5.41,9.35,13.25,0.44,45.29,26.56,0.86,213.38,83.51,,137.27,0.15,05-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
05-Aug-2020 - 00:00,20.18,41.57,15.35,3.49,11.11,10.57,11.7,0.45,47.23,26.65,0.76,204.68,83.7,,170.62,0.19,06-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
06-Aug-2020 - 00:00,8.55,25.59,7.49,2.02,5.74,9.3,8.08,0.44,44.1,26.22,0.96,157.89,85.12,,176.22,0.02,07-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
07-Aug-2020 - 00:00,6.78,21.52,5.92,1.25,4.17,6.12,11.56,0.44,42.24,26.2,0.9,182.24,84.52,,157.7,0.0,08-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
08-Aug-2020 - 00:00,13.45,40.82,6.49,2.89,5.9,6.24,9.99,0.6,25.95,25.64,0.99,216.6,85.24,,111.76,0.02,09-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
09-Aug-2020 - 00:00,7.82,22.22,3.09,1.78,3.19,6.17,10.07,0.78,30.5,25.68,1.11,227.32,85.32,,114.7,0.0,10-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
10-Aug-2020 - 00:00,12.93,36.93,6.7,2.74,5.88,6.87,11.02,0.68,29.64,25.89,1.15,226.25,85.26,,113.91,0.0,11-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
11-Aug-2020 - 00:00,16.32,40.64,6.83,2.82,6.01,7.91,6.43,0.55,27.6,24.79,0.86,227.3,90.83,,47.01,0.32,12-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
12-Aug-2020 - 00:00,7.64,27.44,5.38,2.73,5.17,7.37,9.43,0.55,35.47,25.61,1.01,225.01,86.75,,129.94,0.0,13-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
13-Aug-2020 - 00:00,4.8,17.6,5.49,2.92,5.31,6.03,9.32,0.56,27.68,24.18,1.05,228.54,91.09,,41.89,0.18,14-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
14-Aug-2020 - 00:00,6.48,22.32,5.0,2.0,4.27,5.27,13.18,0.58,27.19,25.17,0.96,227.67,86.7,,126.0,0.0,15-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
15-Aug-2020 - 00:00,6.71,20.32,4.39,2.35,4.33,5.08,13.27,0.41,25.29,25.17,0.94,212.08,86.24,,140.34,0.0,16-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
16-Aug-2020 - 00:00,9.0,25.07,3.67,1.86,3.55,4.99,15.66,0.35,28.31,25.96,0.93,217.72,84.04,,134.92,0.0,17-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
17-Aug-2020 - 00:00,11.54,31.35,7.1,3.11,6.39,5.59,10.37,0.54,21.37,25.41,0.91,218.51,88.6,,96.15,0.06,18-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
18-Aug-2020 - 00:00,12.24,27.21,6.76,3.18,6.26,6.5,9.17,0.49,20.94,24.95,0.97,222.36,90.47,,72.42,0.03,19-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
19-Aug-2020 - 00:00,11.39,30.07,7.44,3.97,7.26,6.31,8.28,0.56,21.34,25.18,1.1,225.83,87.48,,113.25,0.0,20-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
20-Aug-2020 - 00:00,12.3,33.97,8.35,3.03,7.0,6.98,10.59,0.55,33.19,26.07,0.91,222.52,85.47,,134.8,0.82,21-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
21-Aug-2020 - 00:00,13.03,25.79,11.78,3.8,9.43,6.29,15.44,0.54,34.57,24.23,0.86,249.75,91.61,,66.56,1.2,22-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
22-Aug-2020 - 00:00,5.5,13.75,7.95,6.64,9.71,4.91,5.27,0.35,30.76,23.36,1.56,204.03,92.89,,57.71,1.36,23-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
23-Aug-2020 - 00:00,6.61,16.83,1.75,1.56,2.29,3.56,18.69,0.48,21.89,24.26,1.51,181.24,87.54,,137.61,0.01,24-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
24-Aug-2020 - 00:00,10.83,28.67,3.21,1.84,3.31,3.56,14.52,0.38,24.92,24.89,1.34,180.36,83.74,700.0,159.25,0.0,25-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
25-Aug-2020 - 00:00,10.81,36.84,5.69,2.61,5.24,4.0,9.55,0.57,25.1,25.65,1.03,195.73,80.42,700.82,172.88,0.0,26-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
26-Aug-2020 - 00:00,16.46,58.23,10.03,4.45,9.04,5.57,10.06,0.76,21.48,26.23,1.07,228.01,77.27,700.96,170.48,0.0,27-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
27-Aug-2020 - 00:00,14.48,50.52,8.54,4.03,7.91,7.35,9.47,0.75,23.04,25.16,1.35,225.15,83.69,700.06,135.0,0.02,28-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
28-Aug-2020 - 00:00,12.91,30.84,8.57,3.48,7.48,7.83,8.71,0.66,29.83,24.9,1.44,227.44,88.1,,133.71,0.48,29-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
29-Aug-2020 - 00:00,6.24,17.32,7.33,2.63,6.12,6.58,7.95,0.57,32.8,23.37,1.11,220.72,93.38,,47.04,2.06,30-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
30-Aug-2020 - 00:00,4.53,14.04,4.49,2.97,4.88,4.53,9.79,0.35,27.2,24.53,1.34,184.54,85.72,,152.94,0.04,31-Aug-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
31-Aug-2020 - 00:00,9.4,29.55,5.94,2.37,5.18,3.84,7.71,0.58,31.29,25.55,1.1,184.67,78.76,700.57,168.69,0.0,01-Sep-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
01-Sep-2020 - 00:00,19.44,62.72,11.62,3.29,8.94,5.45,10.75,0.79,32.27,26.56,0.81,221.47,75.89,701.18,167.81,0.0,02-Sep-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
02-Sep-2020 - 00:00,21.8,66.78,14.75,3.36,10.67,7.72,17.03,0.95,41.62,27.16,0.9,215.01,73.34,701.61,178.48,0.0,03-Sep-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
03-Sep-2020 - 00:00,17.49,43.43,11.95,2.88,8.8,8.95,12.07,0.77,40.92,26.69,0.73,204.48,78.74,701.04,160.86,0.0,04-Sep-2020 - 00:00,"T T Nagar, Bhopal - MPPCB"
