from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,AT,WS,WD,RH,BP,SR,RF,to date,station
29-Apr-2020 - 00:00,29.9,61.2,26.53,1.6,15.41,13.73,6.07,0.66,72.75,32.84,1.25,144.91,41.86,712.52,158.69,0.0,30-Apr-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
30-Apr-2020 - 00:00,25.03,70.02,21.46,1.56,12.69,10.68,6.86,0.4,78.42,33.1,1.13,165.94,40.04,712.88,145.32,0.0,01-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
01-May-2020 - 00:00,34.51,76.66,25.6,1.68,14.98,9.24,8.36,0.64,64.95,34.06,1.47,194.92,38.64,711.16,155.67,0.0,02-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
02-May-2020 - 00:00,45.48,102.31,28.54,1.78,16.63,11.06,10.18,0.67,74.86,35.68,0.9,172.81,32.81,709.52,148.41,0.0,03-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
03-May-2020 - 00:00,45.92,100.61,25.89,1.84,15.26,11.95,10.55,0.62,79.84,35.71,0.96,190.79,34.79,709.27,158.8,0.0,04-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
04-May-2020 - 00:00,32.31,98.28,17.72,2.24,10.96,10.59,8.49,0.46,88.33,34.49,1.42,139.96,41.96,710.54,146.56,0.0,05-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
05-May-2020 - 00:00,23.76,47.96,20.2,2.45,12.51,10.85,9.49,0.41,79.08,32.6,1.38,136.72,48.95,711.56,163.12,0.04,06-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
06-May-2020 - 00:00,15.88,54.79,20.75,17.09,24.31,8.88,3.96,0.35,76.38,32.74,1.26,151.24,43.92,711.62,146.62,0.0,07-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
07-May-2020 - 00:00,23.74,61.65,21.17,4.14,14.61,8.52,5.32,0.57,73.72,33.71,1.43,167.12,39.14,711.6,156.42,0.0,08-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
08-May-2020 - 00:00,29.45,65.42,17.37,3.75,12.16,9.31,5.96,0.49,81.73,34.29,2.69,175.65,39.81,710.38,161.29,0.0,09-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
09-May-2020 - 00:00,22.79,61.71,17.15,4.05,12.2,6.24,6.98,0.4,74.1,34.59,1.96,185.69,37.55,711.06,144.78,0.0,10-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
10-May-2020 - 00:00,27.47,64.02,15.23,4.07,11.27,6.39,7.78,0.64,80.49,33.83,2.0,167.19,35.29,711.78,145.57,0.0,11-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
11-May-2020 - 00:00,22.85,50.88,15.81,3.77,11.42,6.26,4.69,0.44,87.95,33.12,1.31,158.86,40.11,713.05,163.09,0.0,12-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
12-May-2020 - 00:00,28.74,62.78,18.94,4.06,13.28,6.97,5.49,0.59,79.93,33.62,1.19,148.62,39.99,711.85,151.82,0.0,13-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
13-May-2020 - 00:00,26.7,59.24,16.38,3.96,11.76,7.85,6.74,0.49,83.55,34.34,1.82,178.98,40.3,710.43,157.5,0.0,14-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
14-May-2020 - 00:00,26.4,55.82,18.62,4.49,13.48,8.51,4.93,0.42,77.57,35.46,1.17,176.05,38.75,710.15,164.85,0.0,15-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
15-May-2020 - 00:00,28.85,70.44,17.29,5.14,13.43,8.58,6.02,0.38,79.19,36.36,1.25,167.77,36.25,709.06,162.25,0.0,16-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
16-May-2020 - 00:00,22.84,54.69,15.53,5.15,12.5,7.34,6.47,0.31,91.49,36.5,1.35,160.31,36.56,708.4,158.56,0.0,17-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
17-May-2020 - 00:00,23.91,55.36,13.26,5.1,11.21,7.69,5.78,0.37,95.0,36.48,1.58,161.64,35.65,707.9,168.97,0.0,18-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
18-May-2020 - 00:00,20.19,43.95,17.77,5.13,13.67,9.27,6.0,0.37,89.58,33.16,1.3,162.75,47.38,706.62,149.58,0.1,19-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
19-May-2020 - 00:00,32.73,82.26,28.29,5.26,19.31,9.51,7.44,0.53,75.14,33.88,0.89,126.39,40.45,705.85,171.11,0.0,20-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
20-May-2020 - 00:00,56.29,143.77,33.09,5.33,21.98,11.23,8.41,0.75,72.91,35.11,0.96,146.24,26.99,704.22,177.15,0.0,21-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
21-May-2020 - 00:00,44.57,128.45,37.36,6.76,25.45,10.35,9.16,0.99,58.83,35.43,1.04,168.9,23.45,705.95,174.73,0.0,22-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
22-May-2020 - 00:00,35.45,140.48,30.42,4.92,20.16,8.71,7.1,0.97,55.57,37.09,1.22,211.29,21.94,706.66,174.95,0.03,23-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
23-May-2020 - 00:00,31.36,133.76,26.44,4.52,17.75,6.78,6.37,0.54,52.96,38.99,1.14,220.49,20.56,707.42,183.72,0.0,24-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
24-May-2020 - 00:00,26.04,121.28,18.65,3.86,13.05,6.63,6.26,0.46,65.58,39.69,1.54,252.94,19.78,707.99,182.44,0.0,25-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
25-May-2020 - 00:00,23.25,108.29,18.1,4.02,12.89,5.92,7.41,0.47,64.94,39.84,1.52,260.72,19.17,708.23,183.98,0.0,26-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
26-May-2020 - 00:00,21.6,100.23,18.93,4.27,13.55,5.5,6.71,0.49,63.88,39.49,1.84,265.29,19.19,707.86,191.41,0.0,27-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
27-May-2020 - 00:00,22.76,110.86,18.87,4.4,13.63,6.21,7.74,0.47,62.9,38.99,1.9,270.97,23.78,706.24,188.34,0.0,28-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
28-May-2020 - 00:00,22.41,124.35,17.57,4.32,12.86,7.15,5.99,0.43,64.32,37.85,1.95,240.93,31.18,705.53,189.34,0.0,29-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
29-May-2020 - 00:00,22.36,100.22,26.02,3.93,17.04,10.9,7.09,0.48,55.65,33.89,1.27,160.66,42.68,707.46,143.93,0.04,30-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
30-May-2020 - 00:00,28.0,102.99,32.1,4.14,20.44,15.07,7.95,0.57,60.48,34.74,1.77,188.6,43.97,708.59,191.68,0.0,31-May-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
31-May-2020 - 00:00,27.52,105.07,21.19,3.54,14.15,11.86,5.73,0.26,72.03,36.57,1.57,200.89,37.78,709.76,190.97,0.02,01-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
01-Jun-2020 - 00:00,18.47,72.59,28.68,4.26,18.72,11.69,5.97,0.7,65.44,34.21,1.73,191.93,47.56,711.09,177.71,0.0,02-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
02-Jun-2020 - 00:00,19.33,63.61,29.24,5.09,19.7,12.21,6.33,0.85,61.51,31.45,1.58,211.93,53.73,710.92,141.19,0.0,03-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
03-Jun-2020 - 00:00,17.71,51.58,19.99,3.67,13.59,9.8,5.8,0.51,52.3,30.38,1.59,193.48,56.45,710.1,147.6,0.02,04-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
04-Jun-2020 - 00:00,8.01,22.47,19.06,4.22,13.52,11.18,5.68,0.41,44.82,27.79,2.26,167.16,77.66,706.34,134.46,0.19,05-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
05-Jun-2020 - 00:00,15.25,38.74,24.82,6.78,18.72,7.83,2.87,0.68,46.18,27.36,1.3,214.75,76.96,708.15,132.17,0.02,06-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
06-Jun-2020 - 00:00,19.06,62.67,25.93,4.45,17.25,8.67,3.5,0.55,62.67,31.58,1.42,182.08,61.34,707.8,170.7,0.02,07-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
07-Jun-2020 - 00:00,18.15,56.57,21.78,3.62,14.28,8.56,2.84,0.42,75.52,33.08,1.24,185.2,55.34,707.09,158.27,0.0,08-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
08-Jun-2020 - 00:00,20.36,67.88,27.52,4.6,18.32,7.68,5.14,0.71,70.18,33.41,1.69,191.32,54.99,707.23,162.91,0.0,09-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
09-Jun-2020 - 00:00,20.04,62.97,29.77,4.59,19.47,8.53,4.63,0.73,63.15,33.17,1.48,190.33,57.76,707.17,150.5,0.08,10-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
10-Jun-2020 - 00:00,28.3,93.43,31.87,4.64,20.48,8.89,4.9,0.8,67.79,35.39,1.25,195.31,48.44,705.76,176.36,0.0,11-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
11-Jun-2020 - 00:00,31.59,84.17,24.43,5.21,17.04,10.97,5.74,0.71,80.56,34.75,1.4,206.41,51.38,703.66,160.58,0.0,12-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
12-Jun-2020 - 00:00,42.29,87.2,20.77,6.3,16.17,11.98,3.95,0.69,77.67,34.26,1.49,168.84,56.59,702.78,149.57,0.0,13-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
13-Jun-2020 - 00:00,31.91,59.05,25.6,6.9,19.22,15.44,2.7,0.69,59.53,30.97,1.32,201.02,70.96,704.09,134.26,0.08,14-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
14-Jun-2020 - 00:00,18.22,39.43,24.03,5.99,17.64,16.62,3.34,0.61,46.81,29.92,0.87,184.77,78.54,705.43,124.77,0.05,15-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
15-Jun-2020 - 00:00,15.75,47.81,23.75,6.6,18.0,12.58,4.81,0.68,48.37,30.13,0.91,170.71,77.78,704.7,125.45,0.05,16-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
16-Jun-2020 - 00:00,13.56,52.45,22.65,7.61,18.23,9.24,3.92,0.75,55.76,32.01,1.18,208.77,66.61,702.76,167.83,0.0,17-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
17-Jun-2020 - 00:00,24.03,67.04,21.02,7.22,17.05,8.47,5.02,0.58,69.76,31.17,1.56,240.8,64.1,702.9,135.92,0.0,18-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
18-Jun-2020 - 00:00,14.79,52.99,19.01,7.07,15.86,7.39,2.12,0.57,70.76,30.14,1.74,239.66,69.03,704.46,130.3,0.0,19-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
19-Jun-2020 - 00:00,14.38,49.43,20.78,7.54,17.19,6.72,2.79,0.6,64.67,28.89,1.48,240.1,73.9,706.12,143.79,0.02,20-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
20-Jun-2020 - 00:00,15.7,65.73,19.69,8.01,16.73,7.1,4.62,0.64,54.04,31.38,1.86,254.0,67.21,705.88,145.64,0.0,21-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
21-Jun-2020 - 00:00,19.94,61.97,20.19,5.98,15.6,16.39,3.46,0.5,53.08,32.16,1.66,224.82,64.11,704.56,173.27,0.03,22-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
22-Jun-2020 - 00:00,17.41,45.08,27.64,8.55,21.65,12.73,5.69,0.8,42.15,28.58,1.31,210.64,78.65,704.39,110.91,0.17,23-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
23-Jun-2020 - 00:00,16.46,55.27,22.6,9.1,19.41,9.69,5.74,0.89,42.32,28.47,1.46,274.47,83.04,706.4,124.92,0.0,24-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
24-Jun-2020 - 00:00,13.32,53.68,17.89,7.17,15.12,9.11,18.02,0.59,46.84,31.59,1.64,202.88,70.52,707.98,153.94,0.0,25-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
25-Jun-2020 - 00:00,21.18,64.39,31.1,8.64,23.57,16.8,13.58,0.85,33.4,33.45,1.43,239.49,63.71,707.27,167.57,0.0,26-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
26-Jun-2020 - 00:00,11.26,38.96,25.06,6.88,18.92,14.43,13.55,0.71,34.31,29.12,1.71,171.52,77.98,707.57,83.93,0.02,27-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
27-Jun-2020 - 00:00,14.23,53.43,20.37,7.5,16.93,9.4,12.56,0.79,38.62,31.27,1.37,183.38,69.31,707.47,158.27,0.0,28-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
28-Jun-2020 - 00:00,11.43,35.04,11.43,6.29,11.18,8.97,14.54,0.46,45.35,30.06,1.76,194.86,75.14,707.21,125.55,0.43,29-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
29-Jun-2020 - 00:00,15.7,36.99,25.73,7.08,19.38,7.08,15.09,1.02,47.36,27.67,1.59,153.66,80.7,710.51,123.42,0.08,30-Jun-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
30-Jun-2020 - 00:00,20.19,51.97,20.1,8.34,17.08,8.93,11.38,0.71,43.99,30.22,1.4,173.66,76.35,709.64,135.15,0.0,01-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
01-Jul-2020 - 00:00,24.05,55.6,18.42,11.22,18.92,9.64,9.0,0.8,47.65,29.86,1.51,189.26,74.19,708.86,134.61,0.13,02-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
02-Jul-2020 - 00:00,22.42,53.02,24.02,10.79,21.55,10.7,14.59,1.16,48.77,29.81,1.32,213.49,80.72,707.51,130.48,0.07,03-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
03-Jul-2020 - 00:00,22.3,53.97,21.39,8.27,18.1,12.29,11.67,0.88,47.64,30.62,1.17,205.81,76.41,707.03,142.32,0.03,04-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
04-Jul-2020 - 00:00,23.98,60.18,16.94,7.86,15.39,9.97,17.2,0.77,58.57,31.41,1.23,203.65,71.69,706.27,156.09,0.0,05-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
05-Jul-2020 - 00:00,19.65,38.9,12.61,8.09,13.28,9.56,20.21,0.71,46.56,29.71,1.1,200.98,80.65,705.7,115.35,0.17,06-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
06-Jul-2020 - 00:00,16.27,35.82,20.29,9.29,18.34,9.44,20.2,0.98,43.25,27.56,1.15,220.46,87.51,706.08,92.59,0.24,07-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
07-Jul-2020 - 00:00,16.29,29.42,16.08,9.25,16.07,8.63,53.86,0.72,25.21,28.12,1.25,180.6,86.79,708.91,126.72,0.14,08-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
08-Jul-2020 - 00:00,17.62,51.97,17.12,9.62,16.93,7.67,32.07,0.7,30.79,31.47,1.6,202.14,72.99,710.59,174.36,0.0,09-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
09-Jul-2020 - 00:00,16.56,45.64,14.92,9.01,15.26,8.54,11.53,0.61,36.38,30.75,1.75,199.58,75.32,709.18,141.23,0.02,10-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
10-Jul-2020 - 00:00,23.36,73.98,16.69,10.33,17.27,8.49,14.75,0.69,29.35,31.52,1.73,216.41,71.77,708.77,169.94,0.0,11-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
11-Jul-2020 - 00:00,15.24,63.42,16.12,9.65,16.42,8.03,14.22,0.56,28.36,30.97,1.63,227.27,71.92,709.22,145.57,0.0,12-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
12-Jul-2020 - 00:00,5.27,32.14,9.67,7.89,11.56,7.74,16.24,0.54,27.54,30.29,1.42,218.35,76.0,709.69,134.29,0.19,13-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
13-Jul-2020 - 00:00,16.75,50.69,21.76,8.87,18.74,7.42,14.08,0.74,24.74,31.35,1.4,226.1,73.6,708.84,154.0,0.0,14-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
14-Jul-2020 - 00:00,21.58,60.5,29.04,5.79,20.04,9.81,11.84,0.8,20.69,29.94,0.98,195.41,81.41,709.0,77.77,0.0,15-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
15-Jul-2020 - 00:00,22.56,48.57,24.87,3.87,16.15,9.89,9.99,0.63,33.33,31.07,1.18,151.9,75.69,707.46,162.94,0.02,16-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
16-Jul-2020 - 00:00,16.96,39.02,20.67,5.24,15.03,8.96,7.55,0.52,31.51,30.77,1.73,176.18,73.99,706.51,150.28,0.0,17-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
17-Jul-2020 - 00:00,17.67,41.66,16.57,4.87,12.62,7.5,11.74,0.55,36.13,31.46,1.91,170.57,71.71,707.99,157.2,0.0,18-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
18-Jul-2020 - 00:00,20.49,54.95,18.13,4.91,13.59,7.09,14.43,0.46,41.43,32.77,1.6,173.53,67.03,710.02,147.81,0.0,19-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
19-Jul-2020 - 00:00,16.39,46.95,15.76,4.47,12.01,8.35,10.21,0.47,36.09,31.46,1.52,192.78,72.15,710.28,136.89,0.0,20-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
20-Jul-2020 - 00:00,15.9,44.84,19.99,5.64,14.95,8.46,9.49,0.56,29.12,30.27,1.83,199.5,77.44,709.45,136.29,0.0,21-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
21-Jul-2020 - 00:00,14.84,34.05,18.48,5.11,13.99,7.52,11.56,0.54,23.63,28.18,1.91,168.84,84.1,711.46,84.01,0.0,22-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
22-Jul-2020 - 00:00,16.05,49.61,19.75,5.69,14.94,6.71,9.86,0.59,27.29,31.0,1.51,202.69,72.24,711.76,158.41,0.0,23-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
23-Jul-2020 - 00:00,20.56,49.36,22.97,5.09,16.27,8.52,11.63,0.71,31.12,28.67,1.09,200.64,82.4,710.93,95.9,0.34,24-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
24-Jul-2020 - 00:00,20.49,48.3,18.82,4.67,13.71,7.28,10.63,0.52,41.12,30.38,1.36,194.04,73.8,712.43,158.58,0.0,25-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
25-Jul-2020 - 00:00,33.34,47.34,15.73,4.25,11.67,10.49,12.89,0.41,44.46,29.67,1.62,173.94,78.99,713.82,121.93,0.0,26-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
26-Jul-2020 - 00:00,18.2,30.21,13.65,4.21,10.44,6.71,8.83,0.35,36.41,31.65,1.4,186.15,69.86,714.32,157.34,0.0,27-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
27-Jul-2020 - 00:00,17.43,47.66,22.41,7.8,18.26,6.3,12.43,0.72,32.54,31.84,1.2,245.26,69.22,712.92,143.89,0.03,28-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
28-Jul-2020 - 00:00,19.58,44.1,24.06,5.5,17.16,8.37,9.01,0.8,29.78,30.07,1.32,227.95,78.73,711.43,116.65,0.25,29-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
29-Jul-2020 - 00:00,15.78,42.08,24.03,6.03,17.67,7.96,11.83,0.68,31.94,28.41,1.19,179.91,82.51,711.16,100.61,0.0,30-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
30-Jul-2020 - 00:00,36.0,63.67,21.69,4.71,15.12,9.88,9.35,0.65,44.85,31.04,1.34,179.9,73.27,711.49,153.65,0.0,31-Jul-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
31-Jul-2020 - 00:00,48.24,80.16,21.47,4.84,15.18,10.97,7.96,0.68,51.23,32.57,1.22,191.61,69.47,711.06,151.67,0.0,01-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
01-Aug-2020 - 00:00,26.94,50.16,17.52,5.04,13.06,10.46,7.82,0.42,40.92,31.97,1.08,203.49,71.53,710.56,134.96,0.53,02-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
02-Aug-2020 - 00:00,15.59,26.47,13.51,4.1,10.51,7.0,14.11,0.47,40.41,30.3,1.29,208.35,77.41,709.15,157.08,0.0,03-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
03-Aug-2020 - 00:00,13.8,28.53,18.24,5.04,13.7,8.0,12.73,0.56,43.82,28.6,1.31,229.72,83.32,706.38,107.56,0.57,04-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
04-Aug-2020 - 00:00,18.71,36.83,19.32,5.85,15.01,6.65,14.84,0.77,31.11,28.41,1.06,224.41,86.21,703.47,129.46,0.01,05-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
05-Aug-2020 - 00:00,23.12,37.83,20.1,5.85,15.23,8.15,11.32,0.74,32.77,28.49,0.86,193.77,86.51,701.57,128.55,0.1,06-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
06-Aug-2020 - 00:00,15.33,30.96,15.6,4.43,11.9,7.31,14.11,0.58,33.28,28.59,1.81,172.46,83.71,703.45,129.14,0.01,07-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
07-Aug-2020 - 00:00,17.28,36.46,15.95,5.13,12.54,6.26,13.91,0.5,32.76,29.56,1.96,174.49,80.23,708.36,145.95,0.01,08-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
08-Aug-2020 - 00:00,12.89,36.18,17.69,7.56,15.56,5.83,14.93,0.75,22.49,27.81,1.47,254.06,87.5,708.95,91.16,0.63,09-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
09-Aug-2020 - 00:00,14.7,30.91,14.87,5.3,12.21,6.93,13.21,0.52,20.06,27.19,1.08,264.45,91.64,707.22,54.38,1.08,10-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
10-Aug-2020 - 00:00,16.26,46.73,21.78,8.42,18.43,8.62,14.24,0.85,17.32,29.3,1.04,254.91,86.44,707.32,120.01,0.0,11-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
11-Aug-2020 - 00:00,14.16,46.56,19.14,7.48,16.09,7.64,13.84,0.8,20.65,29.0,1.64,275.48,85.34,708.21,115.03,0.0,12-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
12-Aug-2020 - 00:00,17.55,34.48,18.93,8.83,17.25,6.69,13.72,0.81,15.23,27.62,1.25,274.9,91.27,709.08,65.71,0.14,13-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
13-Aug-2020 - 00:00,8.58,31.57,19.03,9.95,18.2,6.54,13.65,0.88,14.78,27.79,1.21,268.55,89.04,707.08,109.32,0.09,14-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
14-Aug-2020 - 00:00,9.24,40.53,19.08,7.03,15.86,6.38,13.61,0.76,16.97,28.06,1.31,266.26,86.48,705.81,127.84,0.0,15-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
15-Aug-2020 - 00:00,13.38,49.0,22.05,7.21,17.17,6.63,13.81,0.91,13.87,27.54,1.15,261.34,87.83,706.52,105.67,0.08,16-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
16-Aug-2020 - 00:00,11.22,33.26,17.29,1.54,10.02,8.93,14.02,0.51,20.06,28.69,1.26,267.94,85.53,706.38,122.55,0.03,17-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
17-Aug-2020 - 00:00,12.03,28.91,21.24,7.25,16.04,8.46,13.68,0.82,22.66,28.41,1.23,234.99,89.07,706.12,116.77,1.58,18-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
18-Aug-2020 - 00:00,15.16,33.03,20.98,9.11,18.56,6.39,13.73,0.83,16.94,27.42,1.2,257.98,90.79,707.62,54.2,0.29,19-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
19-Aug-2020 - 00:00,13.46,45.91,20.83,10.36,19.54,6.9,13.83,1.02,16.05,27.63,1.27,267.14,87.54,707.49,124.4,0.01,20-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
20-Aug-2020 - 00:00,17.44,39.07,21.18,6.26,16.03,8.66,13.55,0.8,25.76,27.68,1.19,182.52,81.8,706.2,138.41,0.15,21-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
21-Aug-2020 - 00:00,9.55,21.26,18.93,5.26,14.34,8.06,14.0,0.74,22.49,27.26,1.49,182.47,90.16,705.24,76.71,0.39,22-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
22-Aug-2020 - 00:00,7.16,22.81,13.73,5.09,11.43,5.6,13.01,0.42,22.42,28.09,2.95,167.98,84.11,708.83,151.15,0.11,23-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
23-Aug-2020 - 00:00,7.88,22.74,10.81,4.6,9.28,5.23,13.31,0.4,18.43,28.59,1.88,183.05,82.55,710.73,144.33,0.09,24-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
24-Aug-2020 - 00:00,11.39,37.76,14.24,5.71,12.21,4.37,13.37,0.49,16.84,28.36,1.46,177.82,82.12,711.86,158.19,0.03,25-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
25-Aug-2020 - 00:00,14.81,64.02,18.37,9.19,17.25,3.97,13.56,0.7,17.82,29.7,1.41,249.96,75.58,713.73,164.98,0.0,26-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
26-Aug-2020 - 00:00,16.21,66.58,19.07,11.56,19.54,5.32,14.53,0.85,14.92,27.98,1.28,262.95,83.0,713.69,122.57,0.01,27-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
27-Aug-2020 - 00:00,12.45,28.42,19.68,7.15,16.28,7.73,12.97,0.73,22.48,27.27,1.34,221.95,89.25,709.84,110.51,1.3,28-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
28-Aug-2020 - 00:00,17.11,28.93,21.17,7.98,17.75,7.23,14.11,0.88,28.48,27.12,1.11,187.91,89.95,705.86,104.68,0.44,29-Aug-2020 - 00:00,"Marhatal, Jabalpur - MPPCB"
