from date,Benzene,Toluene,BP,CO,Eth-Benzene,MP-Xylene,O Xylene,NO,NO2,NOx,Ozone,PM2.5,RH,SO2,SR,Temp,VWS,WD,WS,to date,station
13-Aug-2020 - 00:00,0.39,0.22,747.64,0.51,0.28,0.06,,3.92,9.35,13.13,18.88,23.42,70.11,2.02,35.99,,-0.5,188.58,0.25,14-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Aug-2020 - 00:00,0.6,0.36,746.97,0.57,0.5,0.05,,4.8,8.51,13.26,15.86,19.08,76.0,1.98,42.06,,-0.5,191.14,0.28,15-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Aug-2020 - 00:00,0.35,0.23,747.28,0.5,0.08,0.05,,3.97,8.08,12.0,15.76,15.86,70.84,2.62,37.72,,-0.51,179.32,0.24,16-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Aug-2020 - 00:00,0.31,0.49,747.64,0.27,0.09,0.0,,2.28,5.56,7.76,21.98,22.21,69.48,1.84,51.86,,-0.5,185.98,0.29,17-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Aug-2020 - 00:00,0.25,0.07,747.24,0.41,0.12,0.08,,3.75,9.52,13.25,21.79,22.3,69.59,1.98,65.01,,-0.5,167.5,0.3,18-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Aug-2020 - 00:00,0.11,0.02,747.44,0.52,0.06,0.01,,3.51,8.65,12.11,16.66,30.66,72.83,2.16,52.1,,-0.5,194.98,0.29,19-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Aug-2020 - 00:00,0.03,0.0,746.75,0.41,0.01,0.0,,3.84,9.21,13.0,31.18,26.16,71.06,4.09,58.88,,-0.5,213.98,0.3,20-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Aug-2020 - 00:00,0.28,0.06,746.67,0.51,0.22,0.05,,3.01,12.08,15.05,16.65,32.3,71.66,6.02,42.78,,-0.5,179.42,0.33,21-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Aug-2020 - 00:00,0.22,0.0,748.29,0.43,0.09,0.0,,2.49,9.15,11.55,22.95,26.97,73.22,3.3,51.77,,-0.5,205.63,0.35,22-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Aug-2020 - 00:00,0.0,0.0,749.24,0.32,0.0,0.0,,2.3,8.78,10.93,14.84,28.9,78.31,3.77,48.82,,-0.5,221.97,0.28,23-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Aug-2020 - 00:00,0.0,0.0,749.27,0.29,0.0,0.0,,1.75,8.67,10.28,14.67,30.26,79.45,2.82,30.33,,-0.5,208.81,0.31,24-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Aug-2020 - 00:00,0.25,0.03,749.67,0.36,0.17,0.03,,1.85,9.3,11.0,18.2,27.3,75.15,2.83,74.18,,-0.49,188.19,0.37,25-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Aug-2020 - 00:00,0.69,1.1,750.01,0.42,0.0,0.0,,2.59,11.71,14.0,15.02,28.19,80.66,3.68,38.44,,-0.49,113.07,0.48,26-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Aug-2020 - 00:00,0.04,0.07,749.75,0.46,0.0,0.0,,2.9,9.62,12.47,20.64,22.77,81.3,4.39,62.16,,-0.5,99.14,0.28,27-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Aug-2020 - 00:00,0.12,0.0,748.8,0.43,0.0,0.0,,3.02,9.14,12.13,28.03,26.11,73.77,5.99,75.95,,-0.5,153.42,0.31,28-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Aug-2020 - 00:00,0.1,0.1,748.31,0.43,0.06,0.02,,3.76,9.32,13.01,16.16,28.11,76.94,4.41,75.55,,-0.5,164.98,0.34,29-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Aug-2020 - 00:00,0.0,0.0,748.09,0.47,0.0,0.0,,2.17,6.11,8.13,16.99,28.79,76.72,4.32,80.89,,-0.5,210.98,0.28,30-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Aug-2020 - 00:00,0.0,0.0,748.9,0.31,0.0,0.0,,1.94,6.87,8.66,7.68,27.28,79.45,3.61,36.3,,-0.49,184.81,0.49,31-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-Aug-2020 - 00:00,0.0,0.0,749.97,0.47,0.0,0.0,,2.94,7.01,9.93,6.99,21.29,75.64,3.39,20.98,,-0.5,136.15,0.29,01-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Sep-2020 - 00:00,0.44,0.0,748.82,0.72,0.0,0.0,,3.66,14.43,17.96,21.66,41.59,70.16,4.64,48.06,,-0.47,114.73,0.8,02-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Sep-2020 - 00:00,0.05,0.0,748.55,0.42,0.0,0.0,,4.12,8.1,12.08,19.2,58.69,74.38,5.51,41.02,,-0.49,105.31,0.38,03-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Sep-2020 - 00:00,0.0,0.0,748.87,0.42,0.0,0.0,,2.98,4.22,7.14,17.89,25.2,77.25,4.85,83.66,,-0.49,113.04,0.41,04-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Sep-2020 - 00:00,0.17,0.0,748.79,0.42,0.0,0.0,,2.82,4.1,6.89,17.05,21.64,75.2,2.42,64.92,,-0.49,95.75,0.42,05-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Sep-2020 - 00:00,0.05,0.0,747.93,0.36,0.03,0.0,,2.93,3.75,6.64,12.81,48.03,72.57,2.86,107.47,,-0.48,102.49,0.49,06-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Sep-2020 - 00:00,0.0,0.0,748.07,0.35,0.0,0.0,,2.46,3.74,6.12,36.56,32.45,73.45,3.88,84.64,,-0.49,161.28,0.31,07-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Sep-2020 - 00:00,0.0,0.0,748.49,0.43,0.0,0.0,,2.1,4.04,6.05,28.87,45.37,79.71,6.44,38.31,,-0.49,83.81,0.39,08-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Sep-2020 - 00:00,0.02,0.0,748.56,0.47,0.01,0.0,,2.37,4.22,6.56,36.72,37.5,71.21,5.92,41.38,,-0.5,139.74,0.25,09-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Sep-2020 - 00:00,0.36,0.0,747.87,0.39,0.15,0.0,,3.03,3.68,6.62,36.63,51.61,77.95,3.15,35.07,,-0.5,158.71,0.26,10-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Sep-2020 - 00:00,0.03,0.03,746.73,0.31,0.03,0.03,,4.84,5.55,8.23,13.78,38.56,75.89,4.45,34.98,,-0.5,184.96,0.24,11-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Sep-2020 - 00:00,0.04,0.0,747.15,0.39,0.02,0.0,,4.7,4.61,6.47,16.53,67.35,67.13,4.31,49.58,,-0.5,239.11,0.27,12-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Sep-2020 - 00:00,0.0,0.0,748.95,0.28,0.0,0.0,,2.83,3.19,6.02,13.64,23.67,73.06,3.21,40.93,,-0.5,234.41,0.29,13-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Sep-2020 - 00:00,0.0,0.0,749.41,0.21,0.0,0.0,,5.84,6.72,7.45,8.28,17.2,88.97,2.67,24.83,,-0.5,127.9,0.3,14-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Sep-2020 - 00:00,0.12,0.0,748.52,0.29,0.03,0.0,,4.12,1.97,5.75,12.58,17.23,79.38,3.35,37.75,,-0.49,182.87,0.51,15-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Sep-2020 - 00:00,0.0,0.0,747.89,0.33,0.0,0.0,,5.05,8.13,10.41,10.57,27.92,80.7,3.47,31.7,,-0.51,125.94,0.17,16-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Sep-2020 - 00:00,0.0,0.0,747.94,0.34,0.0,0.0,,4.07,10.94,13.82,12.44,26.23,78.09,3.44,37.31,,-0.51,138.67,0.18,17-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Sep-2020 - 00:00,0.0,0.0,748.12,0.36,0.0,0.0,,8.16,13.63,17.35,13.44,34.86,82.12,3.65,40.24,,-0.5,160.52,0.32,18-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Sep-2020 - 00:00,0.0,0.0,746.91,0.35,0.0,0.0,,4.78,11.28,15.2,12.48,36.35,81.02,3.5,37.45,,-0.5,156.64,0.39,19-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Sep-2020 - 00:00,0.0,0.0,746.1,0.32,0.0,0.0,,5.09,11.32,13.55,10.3,22.06,86.42,4.09,30.89,,-0.49,128.34,0.45,20-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Sep-2020 - 00:00,0.0,0.0,745.91,0.21,0.0,0.0,,2.31,10.42,12.73,10.63,29.43,74.07,3.17,31.9,,-0.5,256.9,0.57,21-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Sep-2020 - 00:00,0.0,0.0,746.05,0.31,0.0,0.0,,3.67,11.04,12.65,11.0,33.4,68.74,3.95,33.0,,-0.51,139.96,0.23,22-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Sep-2020 - 00:00,0.0,0.0,746.72,0.14,0.0,0.0,,3.96,12.68,14.84,5.45,29.11,72.77,4.66,16.36,,-0.5,209.14,0.37,23-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Sep-2020 - 00:00,0.0,0.0,748.26,0.19,0.0,0.0,,3.39,14.59,15.93,14.66,34.43,68.73,4.78,46.6,,-0.5,202.17,0.35,24-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Sep-2020 - 00:00,0.0,0.0,749.51,0.18,0.0,0.0,,6.64,12.04,14.91,14.38,36.02,70.36,3.28,46.04,,-0.5,209.86,0.29,25-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Sep-2020 - 00:00,0.0,0.0,749.42,0.2,0.0,0.0,,3.63,15.63,12.29,11.95,37.21,76.65,4.4,35.85,,-0.5,215.39,0.33,26-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Sep-2020 - 00:00,0.0,0.0,749.61,0.25,0.0,0.0,,5.87,13.13,12.65,12.91,33.34,75.66,3.42,38.66,,-0.49,125.79,0.36,27-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Sep-2020 - 00:00,0.0,0.0,749.64,0.22,0.0,0.0,,2.93,9.63,12.07,11.89,16.61,78.07,3.39,35.67,,-0.49,91.61,0.47,28-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Sep-2020 - 00:00,0.0,0.0,749.14,0.23,0.0,0.0,,4.06,11.74,14.12,10.16,70.79,78.68,3.73,30.47,,-0.49,112.94,0.41,29-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Sep-2020 - 00:00,0.0,0.0,748.71,0.19,0.0,0.0,,12.53,12.88,20.93,15.04,108.27,83.14,5.85,45.13,,-0.48,192.54,0.69,30-Sep-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Sep-2020 - 00:00,0.0,0.0,747.99,0.2,0.0,0.0,,35.08,8.03,27.22,13.64,10.14,81.52,21.72,40.93,,-0.49,153.91,0.47,01-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Oct-2020 - 00:00,0.0,0.0,750.69,0.31,0.0,0.0,,2.85,9.56,12.21,16.95,18.13,80.51,3.53,37.15,,-0.49,156.6,0.3,02-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Oct-2020 - 00:00,0.0,0.15,752.86,0.23,0.16,0.32,,2.18,10.64,12.82,27.33,26.8,73.53,4.47,41.62,,-0.49,110.69,0.53,03-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Oct-2020 - 00:00,0.22,0.09,756.05,0.3,0.08,0.0,,2.37,10.75,13.11,,21.27,62.71,5.99,36.77,,-0.49,224.0,0.38,04-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Oct-2020 - 00:00,0.1,0.0,756.76,0.24,0.18,0.0,,2.28,11.1,13.24,,18.17,59.61,3.34,35.53,,-0.49,134.18,0.36,05-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Oct-2020 - 00:00,0.04,0.0,756.07,0.26,0.0,0.1,,2.66,13.34,16.0,,18.5,51.72,3.73,38.96,,-0.48,109.63,0.46,06-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Oct-2020 - 00:00,0.0,0.0,754.89,0.23,0.0,0.1,,2.4,11.42,13.82,34.37,35.09,61.38,3.68,28.43,,-0.5,112.48,0.38,07-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Oct-2020 - 00:00,0.0,0.0,756.86,0.29,0.0,0.0,,1.63,10.49,12.06,,26.34,76.3,3.03,24.73,,-0.5,164.91,0.27,08-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Oct-2020 - 00:00,0.0,0.0,756.8,0.34,0.0,0.0,,1.9,10.51,12.35,,23.04,87.23,3.26,32.15,,-0.51,113.32,0.14,09-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Oct-2020 - 00:00,0.0,0.0,757.38,0.3,0.0,0.0,,2.25,10.63,12.85,,25.35,84.86,4.0,32.08,,-0.51,125.69,0.24,10-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Oct-2020 - 00:00,0.0,0.0,756.91,0.42,0.0,0.0,,1.93,10.44,12.34,4.74,31.2,72.34,5.11,29.2,,-0.49,78.96,0.51,11-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Oct-2020 - 00:00,0.0,0.0,755.75,0.19,0.0,0.0,,1.77,10.02,11.78,24.8,17.22,66.81,6.6,74.4,,-0.48,186.63,0.49,12-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Oct-2020 - 00:00,0.16,0.0,753.34,0.38,0.0,0.0,,1.83,9.75,11.57,3.37,16.09,78.89,6.91,10.35,,-0.5,102.01,0.46,13-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Oct-2020 - 00:00,0.0,0.0,752.61,0.12,0.0,0.0,,1.95,10.58,12.49,10.4,17.93,62.24,5.15,31.19,,-0.49,232.19,0.42,14-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Oct-2020 - 00:00,0.0,0.0,753.76,0.17,0.0,0.0,,2.09,10.77,12.85,10.78,19.05,50.02,2.24,32.34,,-0.5,221.42,0.31,15-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Oct-2020 - 00:00,0.07,0.0,755.27,0.21,0.0,0.26,,2.91,13.2,15.71,1.33,24.93,63.34,4.09,3.99,,-0.51,106.27,0.12,16-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Oct-2020 - 00:00,0.05,0.09,755.07,0.2,0.08,0.09,,3.81,16.73,20.31,9.49,16.92,66.18,3.91,28.48,,-0.49,85.9,0.49,17-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Oct-2020 - 00:00,0.06,0.0,756.42,0.24,0.09,0.0,,3.7,16.08,19.79,9.74,35.55,73.29,7.47,29.21,,-0.48,84.0,0.68,18-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Oct-2020 - 00:00,0.06,0.0,757.57,0.24,0.0,0.0,,3.66,15.94,19.6,2.99,25.52,82.58,3.8,8.96,,-0.5,48.89,0.26,19-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Oct-2020 - 00:00,0.06,0.0,756.39,0.26,0.0,0.0,,4.03,15.47,19.48,11.18,31.93,73.24,3.98,33.55,,-0.48,84.38,0.67,20-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Oct-2020 - 00:00,0.0,0.0,754.18,0.3,0.0,0.0,,4.11,15.38,19.49,7.79,28.68,81.62,5.18,17.68,,-0.49,63.78,0.54,21-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Oct-2020 - 00:00,0.0,0.0,748.65,0.47,0.0,0.0,,3.85,15.82,19.67,,18.14,85.91,4.38,32.15,,-0.48,57.05,0.67,22-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Oct-2020 - 00:00,0.0,0.0,748.32,0.69,0.0,0.0,,3.75,15.59,19.34,,23.51,85.9,3.76,21.97,,-0.5,140.52,0.38,23-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Oct-2020 - 00:00,0.0,0.0,748.68,0.41,0.0,0.0,,3.69,15.87,19.56,10.8,24.24,89.84,2.61,28.74,,-0.5,102.82,0.24,24-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Oct-2020 - 00:00,0.0,0.0,749.61,0.22,0.0,0.0,,4.02,15.69,19.7,8.9,34.61,86.6,3.07,26.69,,-0.5,128.86,0.32,25-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Oct-2020 - 00:00,0.0,0.0,750.66,0.2,0.0,0.0,,3.89,15.78,19.67,8.59,58.0,77.36,3.65,25.78,,-0.49,61.83,0.37,26-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Oct-2020 - 00:00,0.0,0.0,751.26,0.3,0.0,0.0,,3.78,15.75,19.53,8.94,65.16,75.25,3.73,26.83,,-0.46,68.08,1.16,27-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Oct-2020 - 00:00,0.12,0.0,753.29,0.18,0.18,0.1,,3.88,15.65,19.53,7.96,61.4,77.31,5.02,23.89,,-0.46,66.68,1.05,28-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Oct-2020 - 00:00,0.21,0.29,759.82,0.44,0.0,0.1,,3.9,15.81,19.71,9.06,36.55,73.07,3.29,27.19,,-0.43,67.25,1.62,29-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Oct-2020 - 00:00,0.1,0.0,760.27,0.27,0.0,0.12,,3.81,15.8,19.61,6.05,30.56,80.37,3.62,18.14,,-0.45,62.65,1.26,30-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Oct-2020 - 00:00,0.0,0.0,759.64,0.21,0.0,0.0,,3.8,15.82,19.61,9.33,57.94,65.92,6.79,27.98,,-0.45,64.7,1.28,31-Oct-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-Oct-2020 - 00:00,0.0,0.0,759.68,0.27,0.0,0.0,,4.74,15.26,19.88,6.71,71.46,66.7,16.26,20.14,,-0.47,56.08,0.89,01-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Nov-2020 - 00:00,0.0,0.0,760.15,0.48,0.0,0.0,,3.86,15.99,19.59,7.76,70.22,71.13,8.42,23.27,,-0.5,71.65,0.32,02-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Nov-2020 - 00:00,0.0,0.0,760.63,0.26,0.0,0.0,,3.27,16.73,20.0,7.23,47.07,71.74,7.12,21.68,,-0.49,65.43,0.56,03-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Nov-2020 - 00:00,0.0,0.0,760.46,0.35,0.0,0.0,,2.89,15.96,18.84,8.23,43.27,71.07,2.84,24.68,,-0.46,71.2,1.18,04-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Nov-2020 - 00:00,0.0,0.0,760.51,0.3,0.0,0.0,,2.07,13.43,15.5,8.1,26.95,77.71,7.0,24.3,,-0.47,66.02,0.81,05-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Nov-2020 - 00:00,0.0,0.0,760.74,0.31,0.0,0.0,,2.18,13.32,15.5,7.5,25.84,74.58,2.32,22.49,,-0.47,82.05,0.78,06-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Nov-2020 - 00:00,0.0,0.0,761.86,0.58,0.0,0.0,,2.52,13.07,15.59,7.62,12.83,75.88,9.3,22.84,,-0.48,74.75,0.61,07-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Nov-2020 - 00:00,0.0,0.0,762.5,1.0,0.0,0.0,,2.25,13.16,15.4,8.28,18.61,82.95,5.11,24.85,,-0.47,68.77,0.86,08-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Nov-2020 - 00:00,0.0,0.0,762.31,1.0,0.0,0.0,,2.47,12.66,15.09,11.19,52.69,64.85,5.9,33.56,,-0.43,95.02,1.74,09-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Nov-2020 - 00:00,0.0,0.0,761.68,1.0,0.0,0.0,,2.46,12.76,15.21,7.81,54.07,61.31,6.77,23.43,,-0.43,76.64,1.71,10-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Nov-2020 - 00:00,0.0,0.0,760.33,1.0,0.0,0.0,,2.34,12.71,15.01,8.0,58.86,62.28,7.44,23.99,,-0.44,69.86,1.4,11-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Nov-2020 - 00:00,0.0,0.0,759.92,1.0,0.0,0.0,,2.38,12.88,15.26,9.6,57.23,69.35,6.2,28.81,,-0.44,66.64,1.39,12-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Nov-2020 - 00:00,0.0,0.0,761.28,0.65,0.0,0.0,,2.07,13.17,15.21,7.59,18.69,86.06,6.55,21.86,,-0.46,77.92,1.03,13-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Nov-2020 - 00:00,0.05,3.09,760.67,0.39,0.0,0.1,,2.13,13.31,15.43,7.96,25.53,77.49,8.67,23.88,,-0.45,85.07,1.21,14-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Nov-2020 - 00:00,0.35,0.11,759.84,0.83,0.09,0.21,,1.92,15.12,17.01,13.93,48.05,68.39,29.54,22.11,,-0.42,95.34,1.77,15-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Nov-2020 - 00:00,0.22,0.13,759.35,1.0,0.16,0.21,,3.08,18.35,21.42,7.85,41.88,81.32,26.45,23.54,,-0.46,89.63,1.17,16-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Nov-2020 - 00:00,0.17,0.1,761.01,0.63,0.29,0.32,,2.72,12.86,15.44,5.11,24.37,86.07,6.6,15.32,,-0.49,82.21,0.5,17-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Nov-2020 - 00:00,0.05,0.0,760.4,0.73,0.0,0.08,,1.02,11.48,12.48,8.48,34.49,81.34,4.36,25.44,,-0.46,81.66,1.0,18-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Nov-2020 - 00:00,0.12,0.2,760.6,0.74,0.13,0.0,,1.05,11.32,12.35,8.35,21.28,78.71,4.36,25.04,,-0.48,79.39,0.67,19-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Nov-2020 - 00:00,0.1,0.28,760.57,0.74,0.22,0.0,,1.05,11.21,12.23,6.21,16.93,74.85,4.37,18.63,,-0.48,94.63,0.58,20-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Nov-2020 - 00:00,0.09,0.26,760.85,0.74,0.12,0.12,,1.03,11.54,12.49,4.53,21.06,70.24,4.35,13.59,,-0.48,71.95,0.62,21-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Nov-2020 - 00:00,0.36,0.19,761.5,0.74,0.1,0.08,,1.15,11.29,12.42,5.96,21.03,63.52,4.4,17.88,,-0.46,75.33,0.97,22-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Nov-2020 - 00:00,0.1,0.1,761.81,0.73,0.41,0.08,,1.16,11.26,12.42,7.71,21.02,68.12,4.37,23.14,,-0.47,65.9,0.96,23-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Nov-2020 - 00:00,0.28,0.1,761.2,0.71,0.11,0.35,,1.69,13.16,14.19,11.84,25.79,73.92,6.26,29.32,,-0.43,74.36,1.59,24-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Nov-2020 - 00:00,0.0,0.0,760.39,0.7,0.0,0.0,,2.08,7.82,9.46,,34.57,94.31,12.52,11.07,,-0.43,83.09,1.67,25-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,26-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,27-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Nov-2020 - 00:00,0.13,0.3,760.84,0.68,0.0,0.28,,,,,,30.85,76.79,12.53,10.6,,-0.5,95.27,0.19,28-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Nov-2020 - 00:00,0.12,0.47,761.89,0.72,0.49,0.22,,6.58,5.38,11.97,10.53,21.24,78.5,7.9,24.72,,-0.47,76.79,0.82,29-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Nov-2020 - 00:00,0.0,0.2,762.45,0.73,0.0,0.0,,4.67,20.71,25.38,6.87,21.05,81.43,4.33,20.61,,-0.43,69.56,1.72,30-Nov-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Nov-2020 - 00:00,0.31,0.0,762.07,0.73,0.53,0.0,,3.2,12.89,16.08,11.84,20.92,69.4,4.37,35.51,,-0.4,92.2,2.22,01-Dec-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Dec-2020 - 00:00,0.0,0.0,763.05,0.73,0.0,0.0,,5.41,12.84,18.25,1.11,21.03,76.95,4.34,3.34,,-0.49,73.03,0.32,02-Dec-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
