from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
08-Apr-2020 - 00:00,30.06,0.46,34.28,57.37,32.03,52.57,14.77,5.69,22.28,43.0,2.43,14.73,0.44,25.8,52.38,2.29,268.46,251.84,710.1,0.0,0.0,09-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Apr-2020 - 00:00,29.92,0.61,26.76,32.06,35.14,37.04,11.43,11.94,37.17,64.83,4.45,46.33,0.78,24.24,55.58,2.24,214.03,167.93,710.14,0.0,0.0,10-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Apr-2020 - 00:00,23.53,0.59,37.2,18.61,33.75,35.52,7.28,6.36,20.22,40.44,2.28,15.76,0.19,26.09,48.53,2.31,186.3,256.78,710.49,0.0,0.0,11-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Apr-2020 - 00:00,24.57,0.55,28.8,21.6,37.16,32.93,5.81,10.68,24.94,47.41,3.13,22.24,0.53,26.77,45.19,2.19,202.03,260.66,711.49,0.0,0.0,12-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Apr-2020 - 00:00,23.62,0.66,33.66,21.19,34.21,31.15,5.02,7.52,33.04,67.0,2.64,14.6,0.63,27.15,43.71,2.35,248.07,301.04,710.57,0.04,0.0,13-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Apr-2020 - 00:00,25.77,0.58,44.62,25.6,34.83,34.18,5.37,7.69,37.44,79.63,2.8,7.57,0.21,29.91,33.98,2.09,195.98,241.35,709.19,0.0,0.0,14-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Apr-2020 - 00:00,23.74,0.6,40.39,19.0,33.08,29.19,4.21,7.19,40.94,80.97,3.31,14.22,1.29,27.88,36.42,2.09,219.08,237.22,709.74,0.0,0.0,15-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Apr-2020 - 00:00,25.12,0.53,39.82,20.09,32.93,29.77,4.8,9.53,35.56,73.9,2.32,10.17,0.65,27.86,37.29,2.09,236.02,234.27,710.25,0.0,0.0,16-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Apr-2020 - 00:00,24.07,0.64,39.76,20.06,31.79,29.15,3.88,5.75,38.22,69.75,2.14,6.97,0.15,28.18,38.62,2.12,259.71,230.56,709.11,0.0,0.0,17-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Apr-2020 - 00:00,27.26,0.61,37.3,24.68,30.4,31.21,6.28,7.15,41.16,79.46,2.48,12.59,0.31,28.11,41.38,2.52,254.8,219.66,708.71,0.0,0.0,18-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Apr-2020 - 00:00,27.39,0.55,34.59,25.53,34.12,33.7,6.31,8.02,34.54,66.39,2.08,8.59,0.56,27.69,46.12,2.08,251.5,219.52,709.02,0.0,0.0,19-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Apr-2020 - 00:00,28.77,0.51,31.69,30.35,37.9,38.63,6.02,11.77,32.5,77.27,2.32,26.4,0.26,27.37,47.46,2.47,197.25,191.29,709.65,0.0,0.0,20-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Apr-2020 - 00:00,28.15,0.49,22.8,32.21,38.21,39.93,6.52,11.29,29.93,68.89,2.85,35.78,0.18,26.24,52.45,2.53,216.77,201.79,709.18,1.11,0.0,21-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Apr-2020 - 00:00,26.84,0.4,22.0,27.21,38.73,37.18,5.7,7.24,20.28,39.19,2.75,21.62,0.32,27.14,49.17,1.06,237.41,259.19,709.16,0.0,0.0,22-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Apr-2020 - 00:00,26.8,0.48,28.32,25.65,37.13,35.37,5.33,8.43,26.1,50.68,2.26,16.26,0.76,28.37,45.25,1.37,241.69,258.83,708.81,0.0,0.0,23-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Apr-2020 - 00:00,26.95,0.54,25.41,26.68,40.58,37.83,5.35,7.88,32.38,76.68,9.47,64.63,1.77,28.8,47.66,2.02,248.43,262.69,708.88,0.0,0.0,24-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Apr-2020 - 00:00,27.78,0.48,28.76,24.74,32.44,32.33,5.36,7.53,27.81,56.33,1.43,12.91,0.08,28.27,52.82,2.45,237.43,251.0,708.23,0.0,0.0,25-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Apr-2020 - 00:00,26.16,0.57,25.47,24.85,37.65,35.17,4.3,9.48,35.73,90.1,5.96,55.3,1.05,28.8,43.56,2.31,242.76,265.77,708.02,0.0,0.0,26-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Apr-2020 - 00:00,25.9,0.48,31.38,22.25,31.05,30.08,3.58,7.25,29.53,66.18,2.68,24.68,0.38,28.22,52.51,1.81,205.39,260.98,708.9,0.0,0.0,27-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Apr-2020 - 00:00,25.64,0.48,28.84,22.59,33.91,31.81,3.37,7.71,26.51,70.49,4.34,42.38,0.16,27.99,48.21,2.42,234.04,281.04,709.45,0.0,0.0,28-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Apr-2020 - 00:00,25.78,0.44,29.45,20.0,28.73,27.48,4.3,7.19,23.18,51.06,1.71,9.8,0.0,25.73,60.29,3.29,158.98,236.79,709.84,0.0,0.0,29-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Apr-2020 - 00:00,26.36,0.42,32.17,20.87,34.64,31.15,3.51,6.83,17.86,38.32,1.73,11.02,0.02,26.94,51.46,2.08,209.4,279.23,709.55,0.0,0.0,30-Apr-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Apr-2020 - 00:00,28.32,1.08,25.51,16.33,37.66,25.31,3.77,6.46,22.75,45.2,1.62,7.12,0.02,26.54,49.24,2.03,243.93,134.16,709.59,0.0,0.0,01-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-May-2020 - 00:00,28.05,0.87,22.42,13.79,34.79,24.81,17.51,,22.79,45.27,2.82,24.39,0.27,25.41,54.6,2.53,246.37,193.62,709.56,0.0,0.0,02-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-May-2020 - 00:00,27.29,0.53,31.96,21.34,37.58,32.97,8.07,5.72,27.39,56.4,1.34,5.03,0.03,27.25,51.66,2.39,244.18,247.93,708.01,0.0,0.0,03-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-May-2020 - 00:00,28.23,0.61,26.42,19.97,44.54,35.85,4.19,6.11,33.9,89.04,6.34,63.52,1.98,29.35,44.08,1.91,256.66,267.72,707.54,0.0,0.0,04-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-May-2020 - 00:00,30.99,0.77,29.19,14.09,30.48,22.29,8.27,7.91,24.62,63.59,1.44,8.76,1.5,30.54,39.65,2.53,267.66,296.53,707.82,0.0,0.0,05-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-May-2020 - 00:00,30.04,0.54,26.0,23.35,44.9,36.44,13.99,5.55,30.54,81.07,2.08,24.91,1.07,29.46,45.73,2.28,234.07,270.08,707.6,0.0,0.0,06-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-May-2020 - 00:00,26.44,0.58,36.92,16.81,34.15,28.42,5.74,5.18,26.38,57.2,1.43,8.81,0.17,27.96,51.11,2.58,237.98,165.25,707.57,0.0,0.0,07-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-May-2020 - 00:00,26.46,0.53,27.56,16.61,33.86,28.14,4.86,5.25,27.24,59.22,1.84,11.0,0.71,26.51,58.82,2.29,203.32,156.23,708.19,0.0,0.0,08-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-May-2020 - 00:00,26.27,0.54,42.63,16.24,35.25,28.66,4.28,5.94,28.99,74.96,2.51,20.3,3.15,27.01,54.48,2.41,222.27,140.07,708.39,0.0,0.0,09-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-May-2020 - 00:00,25.93,0.5,41.21,15.45,32.49,26.7,4.25,5.68,21.38,58.02,3.89,25.63,0.36,27.57,52.43,2.36,227.17,210.88,708.42,0.0,0.0,10-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-May-2020 - 00:00,26.1,0.53,30.72,16.84,36.92,29.91,3.76,5.7,22.88,51.67,5.37,47.45,3.96,24.44,58.81,2.06,234.03,86.51,708.93,0.3,0.0,11-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-May-2020 - 00:00,25.94,0.57,33.22,18.16,41.62,33.19,2.43,6.4,35.99,85.28,8.61,61.73,3.84,26.51,52.07,2.09,206.0,252.26,709.11,0.0,0.0,12-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-May-2020 - 00:00,25.88,0.51,35.26,15.15,32.22,26.38,3.17,4.83,25.21,50.19,1.79,13.96,0.22,26.99,51.02,1.98,242.42,248.34,708.11,0.0,0.0,13-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-May-2020 - 00:00,26.05,0.46,33.27,14.76,33.14,26.63,3.0,5.47,22.42,55.7,1.77,20.96,0.34,27.95,47.27,1.8,197.19,238.94,707.64,0.0,0.0,14-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-May-2020 - 00:00,26.01,0.47,35.09,14.02,32.19,25.67,3.18,5.24,23.42,56.4,2.32,20.87,0.33,28.35,49.42,1.98,191.58,249.8,707.23,0.0,0.0,15-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-May-2020 - 00:00,25.6,0.51,34.77,14.73,38.46,29.45,2.26,6.34,29.47,72.47,4.0,33.31,3.31,28.46,48.51,1.7,232.68,259.95,706.77,0.0,0.0,16-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-May-2020 - 00:00,25.69,0.5,40.54,14.36,37.81,28.87,1.96,5.99,23.67,58.72,3.04,29.47,4.51,27.06,51.66,2.0,251.34,252.36,706.44,0.05,0.0,17-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-May-2020 - 00:00,25.51,0.61,37.62,15.59,39.52,30.53,1.66,6.41,32.11,77.1,8.03,63.39,2.24,27.94,50.23,1.79,194.55,217.67,705.55,0.0,0.0,18-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-May-2020 - 00:00,28.57,0.5,36.26,13.15,40.5,29.53,2.21,6.06,27.64,84.39,3.38,32.44,7.97,28.99,45.71,2.6,279.01,304.28,703.92,0.0,0.0,19-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-May-2020 - 00:00,25.98,0.62,32.03,20.73,45.3,36.16,4.94,6.96,44.02,132.93,8.11,64.49,19.56,30.77,34.95,2.54,255.68,264.88,702.82,0.01,0.0,20-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-May-2020 - 00:00,27.91,0.47,28.05,18.9,45.47,35.7,2.94,6.48,36.36,162.24,4.03,35.93,15.21,30.05,35.36,3.07,307.96,271.52,703.48,0.0,0.0,21-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-May-2020 - 00:00,26.84,0.52,30.06,19.73,50.32,38.78,1.82,6.09,35.74,132.38,6.3,50.22,16.67,30.48,33.36,2.89,285.1,280.24,704.69,0.0,0.0,22-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-May-2020 - 00:00,26.81,0.63,28.76,21.45,52.5,40.98,1.08,7.72,45.09,145.91,12.8,97.36,17.96,30.48,32.02,2.29,257.51,289.48,705.64,0.0,0.0,23-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-May-2020 - 00:00,26.82,0.58,37.67,17.91,42.62,33.58,1.64,7.15,47.83,152.55,7.98,61.86,5.47,31.12,31.38,2.39,213.42,279.29,705.9,0.0,0.0,24-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-May-2020 - 00:00,26.43,0.56,52.79,16.04,33.38,27.53,1.8,6.54,45.5,132.55,4.02,48.3,7.01,31.06,37.93,1.82,196.96,256.52,706.41,0.0,0.0,25-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-May-2020 - 00:00,26.47,0.51,44.9,15.07,28.5,24.34,2.57,6.38,34.69,97.32,1.98,12.99,0.42,30.44,45.27,2.36,221.67,231.84,707.01,0.01,0.0,26-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-May-2020 - 00:00,26.9,0.48,42.24,15.49,29.11,24.92,2.48,5.51,32.85,84.0,1.47,7.83,1.91,30.49,44.33,2.26,248.74,276.5,707.05,0.0,0.0,27-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-May-2020 - 00:00,26.41,0.49,41.36,15.63,32.11,26.62,1.62,5.64,29.51,89.03,4.14,25.72,2.52,31.08,40.18,1.89,231.95,271.3,706.24,0.0,0.0,28-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-May-2020 - 00:00,26.29,0.45,29.98,17.49,40.29,32.1,0.87,6.86,32.78,112.74,6.99,35.35,14.04,31.07,37.91,2.44,273.2,285.5,705.41,0.11,0.0,29-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-May-2020 - 00:00,26.65,0.37,32.8,16.13,31.68,26.68,1.74,5.53,23.41,80.66,1.23,10.94,6.58,30.44,39.21,3.02,276.17,268.72,705.54,0.0,0.0,30-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-May-2020 - 00:00,25.85,0.44,35.22,15.73,36.4,28.95,1.53,5.65,21.6,65.14,1.86,11.76,4.84,28.06,49.9,2.63,253.0,203.93,707.38,0.0,0.0,31-May-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
31-May-2020 - 00:00,29.81,0.41,34.95,19.97,33.76,28.63,3.84,4.77,23.77,55.17,1.69,12.2,0.38,25.88,61.06,2.77,225.3,173.52,707.93,0.99,0.0,01-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-Jun-2020 - 00:00,30.35,0.0,27.25,21.67,45.79,36.02,7.35,5.26,26.0,57.71,4.34,40.24,4.47,24.11,69.65,0.27,208.48,56.27,708.92,0.02,0.0,02-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-Jun-2020 - 00:00,26.78,0.21,22.44,13.59,33.22,25.91,6.19,5.65,14.37,30.42,1.66,9.92,5.48,24.09,68.31,2.11,222.09,155.08,707.52,0.23,0.0,03-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-Jun-2020 - 00:00,25.58,0.33,21.42,14.38,29.46,24.44,4.9,5.33,7.35,16.81,0.57,5.88,1.31,25.03,65.26,3.07,240.65,202.03,706.14,0.0,0.0,04-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-Jun-2020 - 00:00,25.5,0.52,25.87,12.66,28.31,22.79,4.55,5.44,9.56,25.83,0.41,3.34,0.8,24.97,61.8,4.59,248.58,231.93,705.85,0.1,0.0,05-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-Jun-2020 - 00:00,25.81,0.37,20.67,14.57,35.04,27.52,3.39,5.48,19.0,52.34,0.82,7.18,0.53,26.23,55.47,2.88,244.43,259.02,706.29,0.0,0.0,06-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-Jun-2020 - 00:00,25.47,0.33,17.79,14.76,34.67,27.45,2.44,5.56,18.74,67.15,1.07,6.72,2.36,27.24,50.91,2.83,262.96,260.81,705.73,0.0,0.0,07-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-Jun-2020 - 00:00,27.62,0.41,17.51,18.93,36.22,30.78,4.16,6.11,14.74,49.22,1.55,11.14,0.61,27.36,51.83,3.01,271.45,254.58,705.52,0.0,0.0,08-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Jun-2020 - 00:00,25.85,0.46,16.59,17.99,34.58,29.36,4.22,5.8,16.02,55.41,1.3,6.37,2.16,27.44,50.11,3.52,262.4,248.56,705.6,0.0,0.0,09-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Jun-2020 - 00:00,28.34,0.51,18.38,18.87,37.13,31.24,4.63,5.92,12.56,54.77,1.41,9.67,15.13,27.66,50.6,3.06,277.84,269.45,705.11,0.0,0.0,10-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Jun-2020 - 00:00,33.77,0.3,10.14,29.18,41.76,39.98,10.02,5.54,19.47,49.27,3.19,27.53,12.93,24.15,71.95,2.74,247.53,186.82,705.16,0.49,-0.01,11-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Jun-2020 - 00:00,32.0,0.29,4.63,27.33,47.05,41.65,7.13,5.92,19.08,42.88,2.38,16.64,12.86,23.34,75.39,2.81,275.16,85.43,703.24,0.05,0.0,12-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Jun-2020 - 00:00,29.86,0.3,3.89,20.25,38.65,32.87,6.02,5.18,11.7,27.28,1.41,6.26,1.38,23.65,72.03,3.33,249.98,129.06,702.45,0.06,0.0,13-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Jun-2020 - 00:00,29.78,0.38,3.05,19.25,39.91,32.95,4.75,5.81,9.17,28.21,0.92,6.15,0.37,24.54,66.44,3.2,231.82,182.54,702.86,0.0,0.0,14-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Jun-2020 - 00:00,29.81,0.34,3.69,18.05,37.76,31.09,4.68,5.09,3.77,19.02,0.64,12.31,0.13,25.43,63.79,3.64,242.68,205.43,703.89,0.0,0.0,15-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Jun-2020 - 00:00,29.81,0.52,3.35,17.44,35.56,29.54,4.69,5.1,8.05,27.5,1.05,9.15,0.4,25.17,66.51,4.1,241.78,185.75,703.77,0.14,0.0,16-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Jun-2020 - 00:00,30.11,0.44,3.13,17.99,34.85,29.49,5.01,4.85,6.62,24.59,1.0,15.88,0.85,23.86,72.65,3.95,233.28,156.99,703.09,0.0,0.0,17-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Jun-2020 - 00:00,30.33,0.35,3.3,17.9,35.69,29.9,5.04,4.94,8.01,21.67,1.74,5.74,0.65,23.63,72.28,4.41,237.6,117.07,703.82,0.01,0.0,18-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Jun-2020 - 00:00,30.39,0.32,2.83,19.66,37.32,31.83,4.48,5.5,11.62,36.29,0.86,4.01,1.08,23.69,71.72,4.19,238.78,145.28,705.09,0.17,0.0,19-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Jun-2020 - 00:00,30.22,0.28,2.56,17.77,37.91,30.99,3.97,5.47,15.88,49.82,1.1,5.18,1.5,25.08,66.46,3.94,253.89,200.98,705.57,0.0,0.0,20-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Jun-2020 - 00:00,30.18,0.28,3.14,17.11,37.13,30.18,3.92,5.29,18.75,60.45,1.64,13.68,4.17,25.39,64.18,3.99,262.65,210.27,705.82,0.54,0.0,21-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Jun-2020 - 00:00,30.28,0.25,2.98,17.17,34.76,28.95,4.88,5.16,17.65,50.05,0.9,7.75,0.4,24.07,70.07,3.1,256.74,135.64,705.02,0.0,0.0,22-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Jun-2020 - 00:00,30.3,0.38,3.08,16.9,37.78,30.39,3.88,5.59,18.66,59.17,1.34,6.67,3.97,24.98,64.51,3.4,262.89,155.31,703.98,0.0,0.0,23-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Jun-2020 - 00:00,30.14,0.42,2.78,18.02,39.56,32.0,3.8,5.97,18.56,61.81,4.46,24.55,1.25,25.52,62.39,3.37,232.68,225.09,705.18,0.2,0.0,24-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Jun-2020 - 00:00,29.9,0.51,3.45,18.31,42.3,33.66,2.35,5.36,13.51,50.24,1.59,18.49,1.22,25.47,63.75,2.55,233.2,266.31,705.74,0.61,0.0,25-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Jun-2020 - 00:00,29.93,0.44,4.03,18.48,39.26,32.15,2.87,5.43,11.43,38.76,1.9,13.57,0.46,26.08,65.35,1.31,172.29,268.05,705.07,0.0,0.0,26-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Jun-2020 - 00:00,29.63,0.38,3.86,17.22,37.94,30.68,2.72,4.99,18.42,57.23,1.35,11.82,0.33,26.21,62.3,1.57,158.96,219.07,705.05,0.0,0.0,27-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Jun-2020 - 00:00,29.54,0.47,4.37,17.25,41.33,32.51,1.55,5.81,15.54,42.88,2.61,24.0,2.75,25.74,65.46,1.11,191.12,165.78,705.04,0.12,0.0,28-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Jun-2020 - 00:00,31.83,0.57,3.78,20.24,43.08,34.42,3.09,4.94,4.79,19.02,1.43,9.74,4.12,23.5,69.6,2.03,244.72,322.93,705.45,0.0,0.01,29-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Jun-2020 - 00:00,29.48,0.57,2.89,1.22,47.84,24.89,9.33,5.25,11.34,39.37,2.3,21.01,14.1,25.08,68.93,1.42,239.59,234.33,704.69,0.0,0.0,30-Jun-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Jun-2020 - 00:00,29.85,0.64,2.92,0.76,46.9,24.55,5.25,5.16,27.27,43.84,4.85,42.35,12.46,24.81,72.19,1.05,195.17,207.0,704.33,0.18,0.0,01-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-Jul-2020 - 00:00,29.55,0.54,2.01,0.84,45.9,23.93,2.92,6.23,12.62,41.4,2.99,43.3,6.72,25.25,66.25,1.91,235.24,231.4,704.52,0.0,0.0,02-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-Jul-2020 - 00:00,30.31,0.23,2.44,0.65,40.78,21.4,3.83,5.31,10.8,28.91,1.79,25.79,6.77,24.12,71.45,3.22,251.29,178.03,703.88,1.13,0.0,03-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-Jul-2020 - 00:00,30.21,0.26,1.59,0.56,36.48,18.98,4.98,5.48,5.69,19.8,1.16,13.3,0.69,23.92,73.15,3.59,247.54,155.61,703.48,0.02,0.0,04-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-Jul-2020 - 00:00,30.15,0.46,1.91,0.48,37.66,19.53,4.46,5.29,5.36,19.07,1.04,11.97,0.41,23.31,73.72,3.69,244.73,146.22,703.03,0.11,0.0,05-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-Jul-2020 - 00:00,33.49,0.38,2.14,1.16,39.67,20.74,5.86,4.29,8.5,32.64,0.92,2.81,0.07,21.93,75.96,3.62,250.17,3.08,703.12,0.0,0.0,06-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-Jul-2020 - 00:00,29.96,1.05,2.09,1.68,38.42,18.4,12.27,4.22,12.33,43.31,0.93,5.67,0.53,24.48,68.95,3.5,253.64,169.39,702.41,0.0,0.0,07-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-Jul-2020 - 00:00,29.96,0.32,2.2,0.87,35.72,18.74,7.53,4.98,6.63,29.77,0.63,6.17,0.52,24.82,65.98,3.81,227.41,181.04,704.3,0.0,0.0,08-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Jul-2020 - 00:00,29.96,0.39,2.07,0.77,39.03,20.49,4.73,5.24,3.43,17.26,0.61,11.55,1.21,24.62,69.17,3.16,264.95,229.06,705.82,0.0,0.0,09-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Jul-2020 - 00:00,29.43,0.29,1.84,0.68,40.06,21.05,3.99,5.49,5.74,18.61,0.81,21.72,0.81,24.19,70.41,3.23,283.44,184.8,705.52,0.0,0.0,10-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Jul-2020 - 00:00,29.37,0.34,1.96,0.72,40.41,21.18,4.1,5.03,6.9,25.59,0.88,6.76,0.46,22.99,71.51,2.64,299.86,98.85,706.02,0.02,0.0,11-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Jul-2020 - 00:00,29.83,0.51,1.77,0.67,42.31,22.13,3.68,5.68,14.99,48.48,4.44,43.66,3.0,23.97,70.67,2.87,286.55,180.66,705.77,0.0,0.0,12-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Jul-2020 - 00:00,31.26,0.35,2.62,0.78,37.24,19.49,4.85,5.98,9.92,31.67,1.11,8.16,1.65,24.82,66.62,2.67,277.36,187.89,705.84,0.0,-0.0,13-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Jul-2020 - 00:00,29.5,0.42,1.8,0.51,33.74,17.59,,5.47,17.52,57.83,2.3,18.79,10.62,24.6,68.62,0.96,301.19,159.86,705.06,0.0,0.0,14-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Jul-2020 - 00:00,29.89,0.36,1.84,0.63,31.29,16.33,,5.89,12.17,33.78,2.54,25.59,9.59,23.59,73.75,2.09,287.18,117.88,704.64,0.21,0.0,15-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Jul-2020 - 00:00,29.91,0.43,1.65,0.47,27.79,14.5,0.17,5.54,7.0,15.93,1.29,15.36,5.74,22.19,80.77,2.31,291.28,86.57,703.31,0.29,0.0,16-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Jul-2020 - 00:00,29.82,0.26,2.13,1.49,36.83,18.93,24.26,5.14,5.07,15.91,0.62,9.02,0.44,22.73,73.79,4.14,290.28,174.86,702.67,0.0,0.0,17-Jul-2020 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
