from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,to date,station
18-Sep-2020 - 00:00,30.08,108.16,23.56,10.94,21.42,15.0,4.94,1.22,16.42,,,2.18,146.38,34.14,58.54,743.03,19-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
19-Sep-2020 - 00:00,43.5,143.92,33.4,11.24,21.49,18.43,4.44,2.28,20.62,,,2.04,93.67,33.53,59.46,743.01,20-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
20-Sep-2020 - 00:00,82.14,183.15,21.39,11.23,20.55,21.01,3.11,,34.4,,,2.21,95.76,32.76,64.05,743.0,21-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
21-Sep-2020 - 00:00,49.58,151.9,18.41,11.24,18.93,18.04,5.49,1.04,53.92,,,2.27,64.38,33.27,60.53,743.01,22-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
22-Sep-2020 - 00:00,22.69,80.22,14.09,11.22,16.63,14.61,4.35,,33.84,,,1.74,117.29,32.23,68.06,743.05,23-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
23-Sep-2020 - 00:00,29.95,59.06,16.02,11.16,17.59,15.39,2.42,,24.37,,,2.01,117.15,31.12,72.71,743.0,24-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
24-Sep-2020 - 00:00,33.5,121.5,18.81,10.95,18.67,14.25,6.59,3.54,70.48,,,1.88,116.3,32.83,61.02,743.0,25-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
25-Sep-2020 - 00:00,40.98,153.36,27.23,11.32,23.69,14.42,6.38,3.76,48.6,,,2.41,168.75,31.81,61.27,743.09,26-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
26-Sep-2020 - 00:00,57.04,213.26,43.6,11.1,32.22,15.46,6.69,0.49,20.38,,,1.74,164.58,30.62,58.3,743.0,27-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
27-Sep-2020 - 00:00,37.53,140.29,32.07,11.39,26.32,12.34,3.58,1.33,38.18,,,1.55,162.01,31.0,50.93,743.07,28-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
28-Sep-2020 - 00:00,52.43,192.19,34.42,11.14,27.36,13.39,3.29,,41.05,,,2.0,137.62,31.61,50.11,743.0,29-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
29-Sep-2020 - 00:00,59.2,189.95,28.29,11.2,24.15,13.91,3.76,,51.02,,,2.15,139.47,31.3,53.86,743.0,30-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
30-Sep-2020 - 00:00,50.41,168.42,30.52,11.22,25.37,12.67,3.05,,45.49,,,2.01,153.52,31.05,48.47,743.0,01-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
01-Oct-2020 - 00:00,55.8,191.94,42.5,11.42,31.89,13.3,3.34,,43.95,,,1.8,152.59,31.21,47.8,743.01,02-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
02-Oct-2020 - 00:00,63.31,190.47,41.78,11.05,31.2,16.58,1.78,,50.68,,,1.61,141.07,31.02,48.82,743.07,03-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
03-Oct-2020 - 00:00,75.17,204.93,47.81,11.3,34.62,17.92,4.07,,48.27,,,1.72,122.31,30.7,47.03,743.0,04-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
04-Oct-2020 - 00:00,69.24,190.11,53.98,11.28,37.88,18.15,5.08,,55.26,,,1.7,116.2,30.14,44.23,743.0,05-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
05-Oct-2020 - 00:00,61.08,189.5,56.57,11.38,39.35,20.81,5.23,,48.75,,,1.92,168.89,30.41,42.52,743.0,06-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
06-Oct-2020 - 00:00,63.02,204.86,74.61,11.32,48.9,24.84,4.13,,42.8,,,1.68,150.21,30.33,42.35,743.0,07-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
07-Oct-2020 - 00:00,84.97,216.51,68.58,11.16,45.55,28.47,5.41,0.12,54.5,,,1.72,121.36,30.52,43.14,743.01,08-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
08-Oct-2020 - 00:00,76.36,215.33,62.05,11.35,42.24,31.19,4.98,,40.61,,,1.78,110.77,30.77,43.45,743.0,09-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
09-Oct-2020 - 00:00,91.96,241.66,63.6,11.23,42.96,29.6,3.72,,18.8,,,1.17,124.64,30.17,46.46,743.0,10-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
10-Oct-2020 - 00:00,89.53,226.89,53.33,11.25,37.51,28.79,3.81,,23.89,,,1.38,133.26,30.3,47.29,743.0,11-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
11-Oct-2020 - 00:00,82.13,215.28,57.62,11.16,39.73,27.79,4.8,0.79,18.25,,,1.38,141.98,30.41,46.19,743.0,12-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
12-Oct-2020 - 00:00,143.94,331.89,64.82,11.38,43.73,32.49,5.1,0.12,23.57,,,1.28,116.09,30.41,44.01,743.0,13-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
13-Oct-2020 - 00:00,126.11,289.93,44.96,11.09,32.55,34.44,5.57,0.6,16.35,,,1.32,125.41,29.45,58.35,743.0,14-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
14-Oct-2020 - 00:00,123.51,340.58,50.45,11.52,36.2,31.7,5.08,1.83,16.54,5.06,28.55,0.95,105.97,30.19,53.58,743.0,15-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
15-Oct-2020 - 00:00,131.9,297.23,61.3,11.07,41.61,33.5,4.07,1.28,16.4,4.11,38.89,1.46,111.74,30.32,36.73,743.0,16-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
16-Oct-2020 - 00:00,110.75,272.46,89.61,11.36,56.9,34.4,5.47,1.2,16.78,4.04,36.96,1.13,117.15,29.21,31.58,743.05,17-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
17-Oct-2020 - 00:00,141.68,363.17,128.18,11.39,77.44,46.0,5.48,2.11,17.33,7.51,81.15,0.87,126.25,28.52,39.75,743.0,18-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
18-Oct-2020 - 00:00,88.52,224.51,99.11,11.12,61.76,39.99,4.97,1.68,13.54,4.04,33.96,1.41,168.02,28.98,33.19,743.0,19-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
19-Oct-2020 - 00:00,97.09,245.1,92.32,11.33,58.31,38.68,5.33,1.5,19.22,3.22,30.8,1.54,160.52,28.88,30.97,743.0,20-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
20-Oct-2020 - 00:00,96.2,260.3,102.87,11.53,64.09,37.42,6.6,1.28,15.07,4.41,35.57,1.36,138.42,28.13,28.79,743.0,21-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
21-Oct-2020 - 00:00,118.52,319.23,100.42,11.62,62.86,49.68,5.78,2.2,11.28,6.75,71.43,1.09,135.97,27.91,33.52,743.03,22-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
22-Oct-2020 - 00:00,145.35,352.97,122.21,11.11,74.05,58.85,4.35,2.1,15.83,13.17,65.57,1.22,134.29,28.18,33.03,743.0,23-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
23-Oct-2020 - 00:00,261.33,388.42,114.63,11.52,70.34,59.37,5.89,2.01,14.13,5.71,61.08,1.25,114.26,27.51,33.83,743.0,24-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
24-Oct-2020 - 00:00,172.26,372.89,104.15,11.26,64.29,57.85,4.35,2.22,15.67,7.13,73.76,1.04,138.89,26.65,39.31,743.0,25-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
25-Oct-2020 - 00:00,208.87,480.8,96.73,11.54,60.83,50.32,5.24,3.28,20.75,9.51,102.81,1.09,157.91,26.52,42.58,743.0,26-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
26-Oct-2020 - 00:00,186.71,415.59,95.87,11.25,60.13,44.94,3.72,2.83,17.71,7.88,71.19,1.11,139.79,26.58,40.51,743.0,27-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
27-Oct-2020 - 00:00,147.75,323.07,70.95,11.35,46.96,38.91,4.78,1.64,12.81,4.27,37.9,1.39,165.7,25.71,35.9,743.0,28-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
28-Oct-2020 - 00:00,187.54,431.81,93.52,11.46,59.07,41.07,6.41,2.8,10.51,7.28,70.24,0.81,149.59,24.76,38.79,743.0,29-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
29-Oct-2020 - 00:00,192.49,420.83,95.76,11.37,60.17,44.45,5.7,3.06,12.27,8.52,76.38,0.66,133.68,25.07,40.31,743.0,30-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
30-Oct-2020 - 00:00,218.5,395.35,95.42,10.95,59.66,44.83,4.76,3.21,13.38,9.25,85.15,1.15,155.46,25.3,40.39,743.0,31-Oct-2020 - 00:00,"Sector-116, Noida - UPPCB"
31-Oct-2020 - 00:00,287.45,402.72,75.37,11.28,49.26,42.58,5.18,2.6,11.53,4.24,31.55,1.64,172.91,25.11,38.03,743.0,01-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
01-Nov-2020 - 00:00,213.69,414.55,74.3,11.53,48.89,35.5,6.2,1.91,14.12,4.04,25.72,1.54,175.46,24.58,31.67,743.0,02-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
02-Nov-2020 - 00:00,167.74,363.62,84.41,11.35,54.12,29.93,8.08,2.22,9.97,4.37,35.51,1.21,181.82,23.52,31.87,743.0,03-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
03-Nov-2020 - 00:00,163.16,372.53,79.4,11.1,51.25,34.53,3.91,3.85,11.1,7.53,81.95,1.17,139.77,23.29,36.39,743.0,04-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
04-Nov-2020 - 00:00,273.71,532.02,110.26,11.08,67.66,46.33,7.0,3.4,4.35,7.05,64.0,1.01,174.04,22.88,41.91,743.0,05-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
05-Nov-2020 - 00:00,250.88,460.13,106.03,11.58,65.82,46.17,4.84,3.74,7.58,5.89,40.23,0.95,155.0,23.96,39.39,743.0,06-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
06-Nov-2020 - 00:00,236.69,407.78,102.78,11.05,63.66,46.73,6.41,3.6,7.28,7.55,70.32,1.02,155.56,24.23,38.08,743.0,07-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
07-Nov-2020 - 00:00,353.29,513.95,98.44,11.77,61.93,46.77,5.92,3.12,10.73,6.02,49.69,1.05,161.09,24.01,37.96,743.0,08-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
08-Nov-2020 - 00:00,318.08,663.82,121.13,11.69,73.93,49.73,6.64,3.97,9.6,9.8,69.67,0.8,122.41,22.58,45.61,743.0,09-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
09-Nov-2020 - 00:00,495.6,711.11,121.8,11.37,74.03,59.74,6.59,4.75,7.68,10.32,85.6,0.81,140.68,21.95,52.74,743.0,10-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
10-Nov-2020 - 00:00,669.83,514.24,96.36,11.36,60.49,68.27,5.92,4.73,7.29,9.29,73.15,0.75,119.89,22.46,55.93,743.0,11-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
11-Nov-2020 - 00:00,168.81,303.47,62.61,11.33,42.21,53.82,5.64,2.68,5.81,4.54,25.78,0.92,124.53,23.04,49.76,743.0,12-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
12-Nov-2020 - 00:00,192.66,407.95,76.48,11.3,49.86,59.85,3.79,3.14,5.54,6.76,59.47,0.94,162.74,22.71,53.02,743.0,13-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
13-Nov-2020 - 00:00,224.29,393.39,97.59,11.14,60.97,60.14,3.97,3.75,10.31,8.28,76.66,0.81,154.6,23.07,50.9,743.0,14-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
14-Nov-2020 - 00:00,425.93,570.36,93.22,11.3,58.77,59.14,2.66,2.68,7.84,6.11,46.71,0.65,122.46,22.25,49.85,743.0,15-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
15-Nov-2020 - 00:00,250.46,323.17,39.82,11.01,30.13,53.62,5.94,1.38,19.32,3.07,12.64,1.48,136.57,21.7,58.0,743.0,16-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
16-Nov-2020 - 00:00,92.08,121.96,32.03,11.34,26.25,51.24,4.04,1.67,9.13,1.48,8.87,1.51,141.18,21.01,75.82,743.0,17-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
17-Nov-2020 - 00:00,86.76,140.85,53.36,11.23,37.51,47.57,3.52,1.06,17.57,2.4,22.1,1.47,138.01,21.81,60.06,743.0,18-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
18-Nov-2020 - 00:00,111.24,170.54,54.9,11.24,38.34,45.85,4.17,2.16,9.87,2.25,28.84,1.59,120.62,20.92,52.62,743.0,19-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
19-Nov-2020 - 00:00,128.55,205.79,55.54,11.29,38.73,41.61,6.69,0.94,12.91,2.52,26.65,1.54,96.2,20.2,47.7,743.0,20-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
20-Nov-2020 - 00:00,146.56,221.4,60.83,11.32,41.56,35.81,8.21,0.99,13.45,2.48,27.25,1.74,138.47,20.15,43.32,743.0,21-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
21-Nov-2020 - 00:00,97.3,168.94,50.1,11.19,35.75,29.45,4.46,0.85,13.37,1.99,19.43,2.03,154.46,19.43,38.15,743.0,22-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
22-Nov-2020 - 00:00,133.22,220.19,69.95,11.39,46.47,26.46,5.03,1.27,10.63,2.93,26.1,1.57,174.57,18.84,37.12,743.0,23-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
23-Nov-2020 - 00:00,216.74,380.51,83.36,11.06,53.12,32.17,8.08,2.96,9.32,5.5,41.77,0.81,137.43,18.23,43.99,742.92,24-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
24-Nov-2020 - 00:00,364.98,511.53,92.22,10.96,57.96,44.63,6.17,3.77,9.36,6.46,90.48,0.98,127.75,18.39,49.12,742.88,25-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
25-Nov-2020 - 00:00,249.14,357.86,65.17,11.27,43.84,45.85,4.81,3.27,11.39,3.91,23.43,1.32,106.71,18.99,54.88,743.0,26-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
26-Nov-2020 - 00:00,109.5,164.62,47.14,11.32,34.28,39.23,6.25,1.0,7.94,2.21,17.58,1.91,123.72,20.35,57.04,743.0,27-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
27-Nov-2020 - 00:00,74.63,134.96,55.54,11.21,38.67,37.56,5.99,1.16,6.04,2.65,25.28,1.72,160.2,20.75,49.05,743.0,28-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
28-Nov-2020 - 00:00,103.87,180.24,65.13,11.38,43.9,37.05,4.92,1.14,6.57,3.03,21.99,1.65,185.06,20.17,46.04,743.0,29-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
29-Nov-2020 - 00:00,150.66,280.35,84.41,11.63,54.36,32.29,6.57,1.99,10.16,3.69,29.44,1.27,182.06,19.62,42.66,743.0,30-Nov-2020 - 00:00,"Sector-116, Noida - UPPCB"
30-Nov-2020 - 00:00,217.82,386.11,87.32,11.63,55.9,45.8,5.34,4.08,6.65,7.48,50.3,0.85,141.27,19.19,51.15,742.98,01-Dec-2020 - 00:00,"Sector-116, Noida - UPPCB"
01-Dec-2020 - 00:00,370.0,597.0,97.0,11.05,60.55,53.2,7.1,6.87,5.9,12.45,116.1,0.5,62.0,17.3,64.0,743.0,02-Dec-2020 - 00:00,"Sector-116, Noida - UPPCB"
