from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,to date,station
09-May-2020 - 00:00,53.22,129.34,10.43,0.78,6.0,23.98,8.19,1.49,55.16,,,2.15,144.94,33.24,45.36,743.16,10-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
10-May-2020 - 00:00,41.36,88.19,11.65,0.32,6.26,26.34,7.69,1.55,34.08,,,2.4,124.97,28.02,57.5,743.0,11-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
11-May-2020 - 00:00,42.73,86.38,14.45,1.03,8.39,28.69,8.2,1.54,34.93,,,1.65,122.72,27.97,61.31,743.0,12-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
12-May-2020 - 00:00,43.27,90.03,13.41,0.26,7.21,27.4,7.56,1.52,39.72,,,1.71,96.08,30.23,53.33,743.04,13-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
13-May-2020 - 00:00,64.82,173.71,14.03,0.23,7.53,28.34,7.34,1.68,36.19,,,1.71,135.43,30.66,53.84,743.01,14-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
14-May-2020 - 00:00,50.1,129.69,17.49,0.23,9.22,24.09,8.45,2.09,33.58,,,1.7,164.86,31.73,46.37,743.11,15-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
15-May-2020 - 00:00,36.6,103.15,21.38,0.26,11.51,20.4,8.78,1.39,42.69,,,2.38,142.02,33.13,33.42,743.14,16-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
16-May-2020 - 00:00,55.44,130.06,23.24,0.26,12.46,20.62,8.69,1.99,45.09,,,2.06,122.46,34.11,29.27,743.17,17-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
17-May-2020 - 00:00,67.07,157.65,28.54,0.23,15.28,22.46,10.86,1.37,49.07,,,1.52,152.64,35.35,25.06,743.24,18-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
18-May-2020 - 00:00,80.35,179.4,29.2,0.23,15.63,22.44,10.43,1.05,56.86,,,1.6,148.47,35.2,23.34,743.26,19-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
19-May-2020 - 00:00,78.6,187.55,30.02,0.3,16.15,23.05,10.73,2.17,64.86,,,1.75,99.57,35.07,21.12,743.3,20-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
20-May-2020 - 00:00,44.21,135.09,26.52,0.56,14.56,19.79,10.4,1.98,48.44,,,2.55,121.15,34.93,18.08,743.17,21-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
21-May-2020 - 00:00,37.81,156.62,26.52,0.67,14.64,20.17,10.05,1.39,48.31,,,2.17,159.72,36.29,18.51,743.28,22-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
22-May-2020 - 00:00,91.22,223.96,41.04,2.24,23.48,26.69,11.13,1.65,47.39,,,1.36,137.22,36.98,21.71,743.34,23-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
23-May-2020 - 00:00,97.86,257.79,29.21,1.05,16.37,27.97,5.66,1.79,38.65,,,1.6,150.39,37.88,23.97,743.36,24-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
24-May-2020 - 00:00,59.48,205.5,22.16,0.46,12.11,23.62,9.81,1.44,41.65,,,2.01,121.53,39.16,23.26,743.41,25-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
25-May-2020 - 00:00,49.92,150.28,27.57,0.42,14.99,22.18,9.41,1.76,38.05,,,1.94,162.67,38.81,21.14,743.38,26-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
26-May-2020 - 00:00,42.01,182.95,39.01,4.88,24.71,22.71,6.62,2.01,22.92,,,1.95,167.18,39.31,20.5,743.38,27-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
27-May-2020 - 00:00,40.93,185.66,18.58,0.65,10.41,24.49,4.78,1.83,44.59,,,2.72,124.38,37.87,25.42,743.41,28-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
28-May-2020 - 00:00,34.97,247.66,10.92,0.85,6.49,26.9,3.63,0.36,36.36,,,4.28,121.49,33.1,46.72,743.14,29-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
29-May-2020 - 00:00,20.72,60.97,10.75,0.95,6.45,30.89,3.71,0.66,32.29,,,3.66,134.88,29.31,60.25,743.0,30-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
30-May-2020 - 00:00,18.14,42.07,10.75,0.25,5.79,30.54,5.95,2.76,31.68,,,3.03,157.95,28.35,64.86,743.01,31-May-2020 - 00:00,"Sector-116, Noida - UPPCB"
31-May-2020 - 00:00,20.91,37.1,10.69,0.27,5.7,33.88,4.93,1.49,26.22,,,2.9,128.83,26.18,77.73,743.0,01-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
01-Jun-2020 - 00:00,42.34,80.61,15.89,0.27,8.57,33.73,5.22,0.99,30.98,,,1.47,117.59,28.37,68.67,743.0,02-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
02-Jun-2020 - 00:00,46.76,106.12,14.79,0.21,7.91,31.23,5.36,0.14,33.65,,,2.1,157.64,30.98,57.14,743.11,03-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
03-Jun-2020 - 00:00,64.34,143.77,19.04,0.28,10.26,29.05,4.03,0.99,36.8,,,1.62,126.59,31.73,53.09,743.04,04-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
04-Jun-2020 - 00:00,69.1,150.04,17.71,0.24,9.54,27.54,4.24,0.65,22.69,,,1.98,124.46,30.38,59.04,743.0,05-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
05-Jun-2020 - 00:00,40.13,85.04,13.01,0.24,7.02,25.4,4.31,0.32,29.47,,,1.96,131.0,29.4,62.89,743.01,06-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
06-Jun-2020 - 00:00,30.89,80.6,12.69,0.26,6.85,24.99,3.02,0.07,30.37,,,1.7,129.06,30.31,62.0,743.05,07-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
07-Jun-2020 - 00:00,41.58,100.36,14.3,0.31,7.75,25.93,3.52,1.16,29.36,,,2.17,101.41,30.42,60.1,743.0,08-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
08-Jun-2020 - 00:00,45.73,105.14,15.81,0.29,8.53,24.25,4.92,0.99,38.45,,,1.71,118.75,32.46,52.05,743.17,09-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
09-Jun-2020 - 00:00,62.69,154.8,18.36,0.27,9.82,24.16,4.77,0.74,40.21,,,1.55,128.35,35.02,47.2,743.33,10-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
10-Jun-2020 - 00:00,62.41,166.09,21.16,0.27,11.42,24.12,3.7,0.79,35.77,,,1.71,150.71,35.0,51.3,743.34,11-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
11-Jun-2020 - 00:00,57.8,152.71,21.39,0.28,11.47,22.71,3.17,0.28,33.93,,,1.39,128.97,34.98,51.35,743.32,12-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
12-Jun-2020 - 00:00,60.16,150.67,14.73,0.21,7.87,23.2,3.11,0.49,33.68,,,1.75,142.08,35.41,52.64,743.27,13-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
13-Jun-2020 - 00:00,55.98,159.84,11.28,0.26,6.09,22.66,4.58,0.93,26.83,,,1.83,124.51,32.99,60.95,743.03,14-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
14-Jun-2020 - 00:00,65.79,165.5,12.53,0.2,6.74,20.47,3.97,0.14,29.09,,,1.68,102.46,34.47,57.52,743.29,15-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
15-Jun-2020 - 00:00,47.54,131.6,17.01,0.28,9.14,24.42,4.61,0.68,36.42,,,1.58,143.79,36.0,48.07,743.33,16-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
16-Jun-2020 - 00:00,34.04,107.04,13.22,0.23,7.16,24.11,2.95,1.0,31.43,,,2.42,134.92,35.81,48.23,743.21,17-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
17-Jun-2020 - 00:00,28.39,86.96,11.55,0.22,6.08,20.46,3.88,5.7,27.34,,,2.32,129.53,34.58,56.96,743.17,18-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
18-Jun-2020 - 00:00,33.1,95.61,11.95,0.26,6.43,20.06,2.94,0.32,34.36,,,2.19,140.31,35.32,54.26,743.24,19-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
19-Jun-2020 - 00:00,50.65,185.21,11.99,0.27,6.51,20.67,3.61,0.37,31.9,,,2.28,115.8,34.96,59.32,743.15,20-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
20-Jun-2020 - 00:00,32.41,114.02,15.21,0.29,8.22,18.84,2.16,,23.77,,,2.1,146.26,32.31,58.68,743.03,21-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
21-Jun-2020 - 00:00,36.95,92.9,14.58,0.25,7.85,18.74,1.97,,21.94,,,1.94,126.51,31.77,64.49,743.0,22-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
22-Jun-2020 - 00:00,39.9,81.69,15.13,0.24,8.11,18.96,5.18,,36.78,,,1.79,114.23,31.7,66.19,743.0,23-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
23-Jun-2020 - 00:00,21.29,50.79,11.48,0.24,6.16,19.45,3.33,,19.33,,,2.53,110.08,32.19,68.55,743.0,24-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
24-Jun-2020 - 00:00,29.74,60.07,10.29,0.24,5.56,20.92,3.75,,16.57,,,2.01,106.16,30.57,77.88,743.0,25-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
25-Jun-2020 - 00:00,43.13,84.76,17.13,0.22,9.2,22.08,4.09,,19.65,,,1.8,126.54,31.92,72.74,743.0,26-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
26-Jun-2020 - 00:00,48.53,122.3,14.96,0.31,8.1,20.91,3.33,0.12,20.86,,,1.77,147.99,32.75,68.68,743.04,27-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
27-Jun-2020 - 00:00,38.77,180.14,15.05,0.2,8.03,14.21,3.59,0.29,13.46,,,2.25,184.33,35.15,52.76,743.23,28-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
28-Jun-2020 - 00:00,61.74,341.09,13.38,0.26,7.22,16.51,5.43,0.11,10.52,,,2.02,163.12,36.7,50.61,743.34,29-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
29-Jun-2020 - 00:00,54.39,210.42,13.22,0.23,7.11,17.01,4.18,0.3,20.32,,,2.56,122.38,33.96,64.96,743.29,30-Jun-2020 - 00:00,"Sector-116, Noida - UPPCB"
30-Jun-2020 - 00:00,39.29,94.58,8.92,0.26,4.81,16.37,3.69,0.19,23.53,,,1.94,113.83,32.08,73.59,743.1,01-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
01-Jul-2020 - 00:00,43.0,107.55,8.31,0.25,4.51,17.07,3.8,0.04,30.24,,,1.77,125.17,33.62,65.8,743.19,02-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
02-Jul-2020 - 00:00,66.68,152.21,10.19,0.27,5.54,18.3,4.25,0.07,38.54,,,1.72,123.53,35.11,60.51,743.27,03-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
03-Jul-2020 - 00:00,64.3,145.77,8.78,0.2,4.7,18.84,3.88,0.14,36.46,,,2.25,129.56,35.16,62.08,743.23,04-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
04-Jul-2020 - 00:00,39.77,84.92,6.36,0.24,3.45,18.29,4.26,0.24,28.92,,,2.57,118.99,32.78,69.98,743.15,05-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
05-Jul-2020 - 00:00,23.51,55.64,11.92,0.27,6.45,21.15,1.45,0.14,29.31,,,2.63,87.04,29.41,77.38,743.03,06-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
06-Jul-2020 - 00:00,43.76,78.74,9.82,1.12,6.06,20.34,2.49,0.07,22.13,,,1.99,107.6,31.14,77.16,743.0,07-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
07-Jul-2020 - 00:00,13.09,27.17,7.3,1.16,4.82,19.0,2.54,,10.69,,,2.69,105.3,29.09,83.95,743.0,08-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
08-Jul-2020 - 00:00,20.6,40.18,9.04,1.32,5.88,18.06,1.88,0.37,13.2,,,2.31,130.95,30.23,82.42,743.0,09-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
09-Jul-2020 - 00:00,34.5,75.99,14.0,1.06,8.32,18.22,2.56,0.11,31.21,,,1.64,153.72,32.67,71.01,743.0,10-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
10-Jul-2020 - 00:00,22.53,82.16,16.04,0.62,8.97,16.76,2.63,0.35,22.06,,,2.14,181.03,34.31,62.34,743.15,11-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
11-Jul-2020 - 00:00,17.45,50.07,11.63,0.27,6.22,15.2,2.92,0.31,29.48,,,2.66,139.63,31.41,69.93,743.03,12-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
12-Jul-2020 - 00:00,23.01,53.66,11.27,0.21,6.1,14.31,2.66,3.22,26.92,,,2.73,104.97,30.78,67.96,743.01,13-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
13-Jul-2020 - 00:00,31.34,120.67,15.15,0.25,8.18,13.75,3.55,0.3,29.66,,,1.42,126.91,32.92,59.8,743.09,14-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
14-Jul-2020 - 00:00,43.39,169.4,15.26,0.25,8.21,14.63,3.41,,29.18,,,1.37,130.91,34.38,61.06,743.08,15-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
15-Jul-2020 - 00:00,32.47,82.1,8.98,0.21,4.83,15.38,3.75,,26.53,,,2.09,107.77,32.38,71.56,743.01,16-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
16-Jul-2020 - 00:00,28.13,63.46,9.47,0.29,5.17,15.53,3.75,,17.8,,,1.94,101.41,31.95,74.9,743.0,17-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
17-Jul-2020 - 00:00,44.5,78.05,9.39,0.23,5.08,17.36,4.78,0.44,18.71,,,1.76,110.66,32.08,77.24,743.0,18-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
18-Jul-2020 - 00:00,31.7,63.67,10.27,0.25,5.55,16.6,4.85,0.38,15.47,,,1.97,110.55,31.57,78.39,743.0,19-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
19-Jul-2020 - 00:00,29.65,79.3,13.62,0.25,7.33,16.43,4.23,0.56,19.0,,,1.53,146.05,30.5,80.05,743.0,20-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
20-Jul-2020 - 00:00,15.95,42.23,15.47,0.22,8.3,15.83,3.6,0.41,26.73,,,2.07,165.1,29.76,74.33,743.0,21-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
21-Jul-2020 - 00:00,17.29,31.85,13.32,0.26,7.17,16.29,3.57,0.29,17.44,,,2.62,158.68,27.2,86.76,743.0,22-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
22-Jul-2020 - 00:00,16.38,35.85,15.68,0.26,8.41,15.72,3.82,1.87,10.8,,,2.0,153.83,27.36,87.57,743.0,23-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
23-Jul-2020 - 00:00,38.73,83.25,21.98,0.32,11.8,15.64,3.9,0.36,22.5,,,1.36,160.02,30.31,74.41,743.0,24-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
24-Jul-2020 - 00:00,33.72,63.16,10.73,0.28,5.83,15.87,2.93,0.17,20.26,,,1.76,118.78,30.67,77.16,743.0,25-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
25-Jul-2020 - 00:00,21.15,42.45,8.72,0.21,4.72,16.11,3.41,0.25,13.9,,,1.92,98.94,30.16,84.09,743.0,26-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
26-Jul-2020 - 00:00,36.19,84.15,14.34,0.21,7.66,17.5,4.42,0.5,19.73,,,1.35,150.43,32.01,74.54,743.0,27-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
27-Jul-2020 - 00:00,35.69,98.22,15.24,0.28,8.28,17.64,4.6,0.54,21.23,,,1.9,171.91,34.11,63.85,743.09,28-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
28-Jul-2020 - 00:00,20.79,81.26,15.26,0.26,8.23,16.17,4.71,0.42,19.13,,,1.96,171.94,34.51,60.57,743.07,29-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
29-Jul-2020 - 00:00,22.16,66.63,14.82,0.32,7.98,17.13,5.66,0.47,15.31,,,2.83,165.05,30.17,78.91,743.0,30-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
30-Jul-2020 - 00:00,15.97,43.11,13.65,0.26,7.34,15.79,3.64,5.09,15.95,,,2.23,122.93,29.48,82.78,743.0,31-Jul-2020 - 00:00,"Sector-116, Noida - UPPCB"
31-Jul-2020 - 00:00,34.21,71.66,12.24,0.25,6.59,16.01,4.28,0.49,16.08,,,1.72,126.71,30.46,84.76,743.0,01-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
01-Aug-2020 - 00:00,26.61,53.41,12.24,0.25,6.46,16.18,6.2,4.58,18.19,,,1.93,154.15,29.74,85.02,743.0,02-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
02-Aug-2020 - 00:00,21.51,61.24,14.3,0.23,7.66,15.65,4.48,0.9,16.06,,,1.78,165.09,32.39,71.98,743.06,03-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
03-Aug-2020 - 00:00,22.15,70.78,15.42,0.28,8.33,15.6,3.55,0.66,15.43,,,1.82,181.31,33.49,66.74,743.04,04-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
04-Aug-2020 - 00:00,22.48,64.6,14.15,0.24,7.49,15.43,4.68,2.16,16.07,,,2.06,108.7,32.79,69.19,743.0,05-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
05-Aug-2020 - 00:00,42.74,92.38,14.25,0.24,7.63,15.82,4.33,1.82,13.27,,,1.4,89.85,31.22,82.02,743.0,06-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
06-Aug-2020 - 00:00,13.13,42.68,10.19,0.35,5.59,14.94,5.13,1.0,11.03,,,2.94,96.85,32.11,72.67,743.0,07-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
07-Aug-2020 - 00:00,16.48,40.65,8.77,0.37,4.8,14.36,5.63,4.89,15.83,,,2.46,112.02,31.36,76.53,743.0,08-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
08-Aug-2020 - 00:00,43.49,83.96,14.87,0.27,7.93,15.7,5.48,5.32,20.45,,,1.27,140.8,33.73,67.45,743.12,09-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
09-Aug-2020 - 00:00,31.66,62.53,14.92,0.27,8.03,14.66,4.58,7.6,17.62,,,1.85,118.01,31.56,78.78,743.0,10-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
10-Aug-2020 - 00:00,28.23,58.31,9.83,0.25,5.33,13.99,5.12,1.31,11.85,,,1.77,140.45,30.83,84.73,743.0,11-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
11-Aug-2020 - 00:00,47.61,83.33,14.6,0.29,7.83,14.86,6.43,0.53,15.71,,,1.62,159.63,31.04,84.54,743.0,12-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
12-Aug-2020 - 00:00,24.2,63.16,12.86,0.25,6.93,13.45,4.64,0.96,15.14,,,2.09,163.91,31.79,79.81,743.0,13-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
13-Aug-2020 - 00:00,12.3,23.8,11.46,0.28,6.15,12.91,4.23,0.21,9.95,,,2.0,118.06,28.25,92.3,743.0,14-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
14-Aug-2020 - 00:00,13.29,31.64,8.36,0.24,4.53,12.68,5.09,0.23,11.39,,,2.04,93.84,29.22,89.28,743.0,15-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
15-Aug-2020 - 00:00,28.89,48.86,7.85,0.18,4.19,13.66,4.62,0.24,12.69,,,1.68,127.68,30.42,86.31,743.0,16-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
16-Aug-2020 - 00:00,17.45,38.64,8.89,0.24,4.79,13.6,5.06,0.16,11.65,,,1.8,119.67,30.66,84.66,743.0,17-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
17-Aug-2020 - 00:00,23.73,48.04,8.62,4.04,7.3,21.23,4.76,0.74,8.5,,,2.18,137.42,30.73,87.0,743.0,18-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
18-Aug-2020 - 00:00,20.91,54.32,7.77,11.23,10.0,26.26,3.7,1.32,6.89,,,1.67,173.16,31.02,83.7,743.0,19-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
19-Aug-2020 - 00:00,14.86,34.18,6.63,10.73,10.74,35.68,4.34,1.21,4.08,,,2.38,160.36,28.03,94.1,743.0,20-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
20-Aug-2020 - 00:00,12.19,20.87,3.38,11.06,8.73,32.31,5.37,4.5,7.23,,,1.47,105.4,26.54,93.9,743.0,21-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
21-Aug-2020 - 00:00,12.65,30.86,3.63,11.21,9.17,27.06,3.45,3.96,6.13,,,1.74,92.59,29.27,83.11,743.0,22-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
22-Aug-2020 - 00:00,4.17,21.35,2.35,11.13,6.83,25.0,3.56,0.82,7.44,,,3.01,76.61,30.12,77.89,743.0,23-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
23-Aug-2020 - 00:00,7.16,22.96,,11.16,5.68,25.66,4.71,1.98,7.95,,,2.7,99.19,29.22,85.76,743.0,24-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
24-Aug-2020 - 00:00,7.85,24.82,7.2,11.25,9.33,22.73,3.87,0.59,7.63,,,2.35,141.42,29.18,85.77,743.0,25-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
25-Aug-2020 - 00:00,9.51,33.53,7.27,11.19,12.96,19.88,4.22,0.59,6.84,,,2.53,164.09,29.55,84.5,743.0,26-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
26-Aug-2020 - 00:00,7.45,41.09,17.17,11.31,18.33,21.96,5.1,0.91,7.75,,,1.83,195.99,30.87,74.67,743.0,27-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
27-Aug-2020 - 00:00,15.5,60.93,20.33,10.99,19.75,20.85,5.66,2.01,9.65,,,1.7,130.59,31.43,73.08,743.0,28-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
28-Aug-2020 - 00:00,26.54,68.25,24.58,11.25,22.22,20.55,5.33,1.06,5.34,,,1.25,135.6,28.64,88.42,743.0,29-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
29-Aug-2020 - 00:00,25.23,67.37,14.03,11.26,16.62,18.24,4.86,0.84,7.89,,,1.44,84.86,30.22,78.6,743.0,30-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
30-Aug-2020 - 00:00,7.72,30.19,5.41,11.11,11.91,15.99,4.68,0.68,8.24,,,3.34,103.98,28.82,83.65,743.0,31-Aug-2020 - 00:00,"Sector-116, Noida - UPPCB"
31-Aug-2020 - 00:00,3.13,21.39,7.61,11.24,13.18,14.59,3.67,0.76,8.2,,,2.81,167.45,29.17,80.43,743.0,01-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
01-Sep-2020 - 00:00,9.78,45.42,10.58,11.2,14.73,13.79,4.0,0.87,10.32,,,2.79,192.66,29.9,75.93,743.0,02-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
02-Sep-2020 - 00:00,17.14,62.54,16.35,11.19,17.8,14.07,3.45,1.06,14.91,,,1.34,164.68,31.07,73.83,743.0,03-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
03-Sep-2020 - 00:00,30.51,81.14,12.58,11.22,15.81,15.44,5.33,1.77,12.16,,,1.81,109.83,30.81,79.52,743.0,04-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
04-Sep-2020 - 00:00,29.79,85.08,13.48,10.84,15.89,15.98,7.15,1.88,12.22,,,1.76,144.73,30.81,79.56,743.0,05-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
05-Sep-2020 - 00:00,26.82,74.88,20.05,11.12,19.71,15.14,5.87,3.55,14.91,,,1.78,162.05,30.78,76.77,743.0,06-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
06-Sep-2020 - 00:00,32.61,72.96,26.25,11.31,23.16,14.88,4.68,1.21,24.26,,,1.75,123.78,30.61,76.27,743.0,07-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
07-Sep-2020 - 00:00,41.58,96.79,29.52,12.76,26.08,15.99,6.6,1.69,12.87,,,1.41,150.92,30.41,79.08,743.0,08-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
08-Sep-2020 - 00:00,25.73,75.34,24.52,14.01,24.43,13.98,4.73,0.91,19.01,,,1.67,147.3,31.64,69.98,743.01,09-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
09-Sep-2020 - 00:00,36.48,102.56,23.65,12.98,23.13,14.81,2.79,1.0,20.2,,,1.71,126.19,32.56,67.62,743.0,10-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
10-Sep-2020 - 00:00,39.74,120.05,26.2,11.32,23.13,15.0,3.91,1.1,20.15,,,1.74,148.73,32.8,64.49,743.0,11-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
11-Sep-2020 - 00:00,48.21,163.51,34.13,11.11,27.19,14.66,5.55,1.37,22.4,,,1.63,128.76,33.27,58.62,743.07,12-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
12-Sep-2020 - 00:00,56.56,164.7,25.39,11.21,22.62,15.28,3.79,1.31,20.47,,,1.76,77.57,32.96,60.95,743.06,13-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
13-Sep-2020 - 00:00,54.02,154.28,19.79,11.18,19.62,16.53,4.78,1.33,23.08,,,1.58,85.38,32.75,65.4,743.0,14-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
14-Sep-2020 - 00:00,90.89,185.81,25.61,11.28,22.8,19.09,4.55,1.6,16.39,,,1.2,107.69,32.39,70.01,743.0,15-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
15-Sep-2020 - 00:00,55.87,150.23,25.88,11.21,22.89,19.72,7.53,3.01,25.25,,,1.72,110.98,33.01,63.0,743.02,16-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
16-Sep-2020 - 00:00,56.88,175.33,29.95,11.22,25.05,19.78,5.41,1.35,20.3,,,1.73,160.42,33.68,61.03,743.11,17-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
17-Sep-2020 - 00:00,37.46,112.54,20.43,11.24,20.01,16.53,6.45,1.21,18.54,,,2.03,143.58,34.1,57.32,743.07,18-Sep-2020 - 00:00,"Sector-116, Noida - UPPCB"
