from date,AT,Benzene,BP,CO,NO,NO2,NOx,Ozone,PM2.5,RF,RH,SO2,SR,Toluene,VWS,WD,WS,Xylene,to date,station
30-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,31-Jul-2020 - 00:00,"Collectorate, Gaya - BSPCB"
31-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,01-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
01-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,02-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
02-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,03-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
03-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,04-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
04-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,05-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
05-Aug-2020 - 00:00,38.19,3.2,744.0,0.0,9.54,28.08,18.97,73.83,21.5,,61.5,16.89,227.9,3.8,0.0,203.5,0.3,4.3,06-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
06-Aug-2020 - 00:00,34.32,0.5,745.09,0.47,17.0,24.57,23.15,51.41,13.93,17.85,73.81,14.86,231.4,2.0,0.0,102.5,0.3,0.53,07-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
07-Aug-2020 - 00:00,33.34,0.77,745.0,0.27,25.98,26.2,32.07,56.59,24.94,17.34,78.06,14.55,159.36,2.54,-0.0,61.74,0.3,1.26,08-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
08-Aug-2020 - 00:00,35.94,0.64,745.0,0.0,8.53,25.94,19.25,25.96,41.7,8.06,70.53,14.06,30.33,3.38,0.0,84.71,0.3,1.34,09-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
09-Aug-2020 - 00:00,34.13,,744.91,0.0,6.05,28.59,18.27,13.96,37.12,21.12,77.82,14.9,183.6,,0.0,42.85,0.3,,10-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
10-Aug-2020 - 00:00,34.89,0.89,744.99,0.0,9.91,28.7,19.68,37.18,32.03,26.5,72.75,13.57,199.98,4.13,-0.0,77.26,0.3,1.1,11-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
11-Aug-2020 - 00:00,33.33,0.52,744.79,0.0,7.48,28.25,20.03,27.17,20.76,14.83,79.59,14.36,164.75,1.85,0.0,4.38,0.3,0.68,12-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
12-Aug-2020 - 00:00,32.8,0.65,745.0,0.0,8.46,32.37,22.3,38.57,26.62,10.2,82.9,13.95,133.54,3.01,0.0,44.74,4.47,1.26,13-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
13-Aug-2020 - 00:00,32.93,0.83,744.78,0.0,7.96,32.12,21.6,49.05,27.91,0.47,82.61,12.94,210.35,3.91,0.0,51.88,10.4,1.94,14-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
14-Aug-2020 - 00:00,34.46,0.76,744.53,,7.61,31.26,20.36,42.16,31.23,0.0,75.4,13.24,226.09,4.03,0.0,82.34,10.4,1.59,15-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
15-Aug-2020 - 00:00,33.87,0.51,744.39,,5.59,33.89,20.8,31.92,29.19,0.0,77.72,13.28,249.45,2.05,0.0,53.39,10.4,0.89,16-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
16-Aug-2020 - 00:00,32.75,0.35,744.35,,7.28,33.67,22.34,35.23,22.94,0.0,81.56,11.54,254.94,1.02,0.0,62.98,10.4,0.7,17-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
17-Aug-2020 - 00:00,35.48,1.14,744.0,,12.72,25.93,22.08,48.22,23.1,0.0,72.72,13.01,241.97,6.57,0.0,112.53,10.4,2.63,18-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
18-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,19-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
19-Aug-2020 - 00:00,35.51,1.07,745.0,,7.63,27.41,17.54,64.76,43.41,0.0,70.69,14.38,256.17,6.03,0.0,69.81,10.4,3.16,20-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
20-Aug-2020 - 00:00,30.93,0.57,752.76,0.47,7.56,28.54,19.1,67.24,38.65,0.0,79.32,17.9,187.96,2.82,-0.28,22.93,5.99,1.39,21-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
21-Aug-2020 - 00:00,28.82,0.55,771.76,0.33,7.29,30.39,20.28,48.8,39.97,0.0,82.4,12.3,128.62,2.38,-0.86,49.71,1.22,0.95,22-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
22-Aug-2020 - 00:00,29.74,0.79,774.05,0.34,7.51,31.57,21.2,41.81,42.17,0.0,85.01,12.37,171.72,3.04,-0.75,59.25,0.64,1.27,23-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
23-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,24-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
24-Aug-2020 - 00:00,30.29,1.17,775.55,,8.87,25.84,18.78,47.53,20.0,0.0,86.66,13.65,30.0,7.33,-0.21,48.29,1.14,3.37,25-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
25-Aug-2020 - 00:00,30.79,0.94,776.71,,12.73,31.3,25.89,42.13,18.42,0.0,88.24,17.08,50.12,5.28,-0.3,95.75,1.29,2.15,26-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
26-Aug-2020 - 00:00,32.67,1.06,781.58,,11.57,29.36,21.0,33.46,37.58,0.0,93.32,14.96,246.69,5.96,-1.15,161.03,0.65,2.74,27-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
27-Aug-2020 - 00:00,29.55,0.82,773.59,,8.43,31.16,22.16,49.85,27.32,0.0,84.48,12.57,195.57,3.85,-0.93,52.52,1.12,1.49,28-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
28-Aug-2020 - 00:00,31.81,0.61,779.4,,9.36,31.01,21.93,30.78,22.36,0.0,91.1,13.24,160.69,2.37,-0.77,105.29,1.6,0.83,29-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
29-Aug-2020 - 00:00,31.38,0.48,778.3,,11.01,34.77,24.55,31.36,21.83,0.0,89.52,11.94,157.27,2.18,-0.76,93.07,1.21,0.99,30-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
30-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,31-Aug-2020 - 00:00,"Collectorate, Gaya - BSPCB"
31-Aug-2020 - 00:00,32.86,0.91,782.0,0.35,14.4,28.43,24.87,30.39,21.37,0.0,94.18,36.06,61.61,5.04,-0.35,153.76,2.04,1.55,01-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
01-Sep-2020 - 00:00,32.21,0.78,780.5,0.34,26.92,29.81,35.96,42.4,46.0,0.0,92.36,15.09,52.79,4.18,-0.31,115.18,1.75,1.56,02-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
02-Sep-2020 - 00:00,31.81,1.06,779.37,0.35,9.09,31.04,21.57,55.09,42.38,0.0,91.05,43.71,181.68,4.54,-0.87,143.26,0.97,2.04,03-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
03-Sep-2020 - 00:00,32.13,1.14,780.16,0.5,8.94,36.57,23.85,51.68,38.37,0.0,92.09,8.72,199.97,5.29,-0.94,96.41,0.75,2.21,04-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
04-Sep-2020 - 00:00,30.82,1.02,776.83,0.66,12.46,34.58,26.7,51.83,50.97,0.0,88.24,8.51,136.13,4.72,-0.67,79.51,0.68,2.44,05-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
05-Sep-2020 - 00:00,33.65,1.04,784.11,0.93,16.8,30.45,30.5,88.16,197.0,0.0,96.08,9.26,49.5,5.44,-0.29,114.25,0.85,2.8,06-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
06-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,07-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
07-Sep-2020 - 00:00,32.42,1.09,781.0,0.9,19.79,22.63,26.79,76.77,33.82,0.0,92.95,9.04,112.8,6.33,-0.57,113.22,1.29,3.67,08-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
08-Sep-2020 - 00:00,33.88,0.92,784.7,0.89,9.9,24.32,19.45,57.94,42.08,0.0,95.82,9.07,72.67,4.91,-0.39,180.57,1.65,2.68,09-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
09-Sep-2020 - 00:00,32.89,1.1,782.25,0.91,6.66,17.85,13.9,53.25,35.12,0.0,93.06,8.65,105.72,5.63,-0.54,126.42,0.84,2.62,10-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
10-Sep-2020 - 00:00,30.22,1.35,775.34,0.88,7.34,14.06,11.03,111.99,55.83,0.0,86.55,8.82,170.34,7.48,-0.82,54.52,0.47,2.41,11-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
11-Sep-2020 - 00:00,30.16,0.98,775.1,0.69,7.43,11.04,10.92,90.26,38.64,0.0,86.26,8.78,174.72,4.53,-0.83,48.56,0.36,2.12,12-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
12-Sep-2020 - 00:00,29.62,1.22,773.78,0.56,5.34,11.38,9.39,115.0,40.48,0.0,84.7,9.45,203.76,5.44,-0.96,41.77,0.46,3.0,13-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
13-Sep-2020 - 00:00,29.8,0.92,774.2,0.57,3.95,8.93,6.96,103.1,41.2,0.0,85.17,23.95,181.68,2.55,-0.86,39.24,0.43,0.9,14-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
14-Sep-2020 - 00:00,31.18,1.01,777.78,0.71,2.3,10.48,6.36,48.47,33.59,0.0,87.94,24.21,147.27,3.68,-0.72,70.84,0.64,1.47,15-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
15-Sep-2020 - 00:00,30.82,0.87,776.93,0.82,2.52,10.39,6.54,42.93,27.4,0.0,87.84,24.35,133.79,3.37,-0.66,83.2,0.84,1.44,16-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
16-Sep-2020 - 00:00,31.76,1.11,779.29,0.7,2.47,9.7,5.91,91.26,26.84,0.0,90.7,12.91,118.84,4.5,-0.59,92.88,0.83,1.96,17-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
17-Sep-2020 - 00:00,31.47,10.24,778.48,0.78,7.83,10.21,10.01,123.41,30.56,0.0,88.03,9.05,74.36,14.12,-0.4,46.59,0.72,1.58,18-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
18-Sep-2020 - 00:00,30.36,1.18,775.72,0.6,2.41,9.82,6.17,60.84,35.0,0.0,86.89,8.7,126.61,4.19,-0.63,60.82,0.62,1.93,19-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
19-Sep-2020 - 00:00,30.63,1.02,776.43,0.61,2.29,10.5,6.45,40.66,33.01,0.0,87.36,10.0,208.26,3.46,-0.98,66.08,0.49,1.22,20-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
20-Sep-2020 - 00:00,31.31,0.82,778.08,,2.46,10.51,6.59,,46.64,0.0,88.44,8.18,203.88,1.88,-0.96,76.94,0.42,0.73,21-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
21-Sep-2020 - 00:00,29.15,1.17,772.56,0.69,3.29,9.31,6.28,,34.45,0.0,83.38,9.43,220.6,5.7,-1.04,59.37,0.41,3.16,22-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
22-Sep-2020 - 00:00,28.47,0.73,770.97,0.69,2.74,9.31,6.08,,32.13,0.0,81.4,9.37,205.47,3.24,-0.97,50.78,0.49,1.18,23-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
23-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,24-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
24-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,25-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
25-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,26-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
26-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,27-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
27-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,28-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
28-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,29-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
29-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,30-Sep-2020 - 00:00,"Collectorate, Gaya - BSPCB"
30-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,01-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
01-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,02-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
02-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,03-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
03-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,04-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
04-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,05-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
05-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,06-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
06-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,07-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
07-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,08-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
08-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,09-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
09-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,10-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
10-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,11-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
11-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,12-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
12-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,13-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
13-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,14-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
14-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,15-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
15-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,16-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
16-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,17-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
17-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,18-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
18-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,19-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
19-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,20-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
20-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,21-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
21-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,22-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
22-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,23-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
23-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,24-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
24-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,25-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
25-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,26-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
26-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,27-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
27-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,28-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
28-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,29-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
29-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,30-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
30-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,31-Oct-2020 - 00:00,"Collectorate, Gaya - BSPCB"
31-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,01-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
01-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,02-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
02-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,03-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
03-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,04-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
04-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,05-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
05-Nov-2020 - 00:00,24.38,,760.33,0.63,14.79,15.42,19.23,,43.88,0.0,69.23,30.08,21.0,,-0.17,2.07,0.3,,06-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
06-Nov-2020 - 00:00,26.32,,765.33,0.74,5.34,13.58,10.56,,61.87,0.0,74.93,14.17,118.71,,-0.59,30.55,0.3,,07-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
07-Nov-2020 - 00:00,24.64,4.85,760.99,0.89,6.34,12.87,10.82,7.19,79.82,0.0,69.99,17.24,69.92,21.52,-0.38,36.64,0.3,18.21,08-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
08-Nov-2020 - 00:00,25.26,2.09,762.52,0.67,4.54,12.39,9.29,8.93,64.12,0.0,71.85,12.71,11.6,6.34,-0.13,16.56,0.3,5.44,09-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
09-Nov-2020 - 00:00,27.19,4.95,767.47,1.1,8.41,13.11,12.81,18.89,77.71,0.0,77.5,17.47,231.6,24.54,-1.08,46.91,0.3,19.54,10-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
10-Nov-2020 - 00:00,25.56,2.94,763.24,0.74,4.56,12.38,9.29,21.21,67.65,0.0,72.74,12.74,233.77,11.69,-1.09,38.89,0.31,7.86,11-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
11-Nov-2020 - 00:00,26.4,2.85,765.46,0.69,4.32,12.57,9.19,26.22,63.23,0.0,75.19,13.67,213.86,12.36,-1.01,37.61,0.33,8.55,12-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
12-Nov-2020 - 00:00,27.62,2.48,768.6,0.71,3.91,12.5,8.83,29.87,52.51,0.0,78.76,12.33,237.6,11.91,-1.11,31.15,0.3,7.28,13-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
13-Nov-2020 - 00:00,27.2,3.23,767.49,0.84,5.95,12.51,10.49,42.86,65.39,0.0,77.6,11.32,229.86,14.36,-1.07,23.54,0.31,10.48,14-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
14-Nov-2020 - 00:00,25.61,2.28,756.61,0.74,2.91,11.39,7.43,55.86,90.72,0.0,68.26,12.86,212.77,7.47,-1.0,29.1,0.3,5.03,15-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
15-Nov-2020 - 00:00,24.54,2.17,749.68,0.75,4.27,11.38,8.39,60.04,87.99,0.0,62.09,14.86,212.96,7.07,-1.0,29.9,0.3,5.14,16-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
16-Nov-2020 - 00:00,23.84,1.52,748.21,0.73,2.35,11.09,6.77,46.85,58.0,0.0,60.24,13.8,187.38,4.42,-0.89,28.41,0.34,2.79,17-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
17-Nov-2020 - 00:00,23.04,2.08,746.54,0.87,4.16,12.04,8.79,41.72,43.65,0.0,58.17,13.37,152.64,10.28,-0.74,30.16,0.45,7.79,18-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
18-Nov-2020 - 00:00,23.75,1.58,748.09,0.83,3.71,11.69,8.23,47.35,41.04,0.0,60.0,12.09,160.46,6.24,-0.78,34.09,0.3,3.86,19-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
19-Nov-2020 - 00:00,23.45,1.83,747.45,1.04,2.61,10.89,6.91,56.93,49.9,0.0,59.4,14.14,178.0,5.67,-0.85,25.76,0.3,3.5,20-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
20-Nov-2020 - 00:00,23.88,2.11,748.32,0.91,3.51,10.55,7.43,60.31,43.03,0.0,60.4,14.93,177.7,9.36,-0.85,40.95,0.34,6.49,21-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
21-Nov-2020 - 00:00,21.86,1.07,744.08,0.66,4.01,10.96,8.08,32.59,47.4,0.0,55.14,13.47,161.82,3.81,-0.78,31.96,0.53,2.57,22-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
22-Nov-2020 - 00:00,20.75,1.46,741.73,0.84,3.16,12.74,8.35,8.58,49.15,0.0,52.18,13.06,138.11,5.29,-0.68,39.16,0.63,3.34,23-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
23-Nov-2020 - 00:00,20.53,3.26,741.27,1.11,6.22,13.17,11.06,15.74,78.66,0.0,51.53,15.06,128.0,15.14,-0.63,36.96,0.32,11.42,24-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
24-Nov-2020 - 00:00,20.34,4.69,740.89,1.23,8.49,13.89,13.29,23.27,90.28,0.0,51.09,12.6,128.0,23.48,-0.63,35.94,0.31,17.26,25-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
25-Nov-2020 - 00:00,20.82,3.41,741.88,0.83,5.81,10.6,8.79,26.78,80.11,0.0,52.4,14.06,132.56,15.95,-0.65,39.45,0.31,10.67,26-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
26-Nov-2020 - 00:00,17.21,3.64,742.69,0.87,5.71,7.6,7.69,31.03,90.03,0.0,68.46,12.76,149.0,15.71,-0.72,27.17,0.3,8.03,27-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
27-Nov-2020 - 00:00,15.4,2.85,741.38,0.69,5.27,6.23,6.59,50.2,63.69,0.0,92.64,14.59,160.59,11.55,-0.73,16.15,0.33,5.06,28-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
28-Nov-2020 - 00:00,16.35,4.44,744.03,1.25,7.71,6.79,8.88,38.41,81.32,0.0,87.08,16.53,202.4,24.77,-0.83,35.07,0.68,14.6,29-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
29-Nov-2020 - 00:00,15.75,3.02,742.34,0.8,7.1,6.76,8.37,28.83,77.51,0.0,85.29,14.99,213.24,13.81,-0.87,28.78,0.44,6.08,30-Nov-2020 - 00:00,"Collectorate, Gaya - BSPCB"
30-Nov-2020 - 00:00,15.69,3.03,742.17,0.83,6.22,7.0,7.77,29.41,91.26,0.0,85.13,13.44,213.73,13.53,-0.88,28.25,0.47,6.26,01-Dec-2020 - 00:00,"Collectorate, Gaya - BSPCB"
01-Dec-2020 - 00:00,13.9,4.6,737.0,0.59,8.55,7.35,9.85,48.5,161.0,0.0,83.0,10.9,214.0,16.35,-0.88,2.0,0.3,6.9,02-Dec-2020 - 00:00,"Collectorate, Gaya - BSPCB"
