from date,AT,Benzene,BP,CO,NO,NO2,NOx,Ozone,PM2.5,RF,RH,SO2,SR,Toluene,VWS,WD,WS,Xylene,to date,station
01-Jan-2020 - 00:00,16.14,2.09,752.18,1.05,14.36,7.56,15.68,60.95,237.45,0.0,85.73,14.94,27.31,4.41,-0.01,102.31,0.37,2.4,02-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
02-Jan-2020 - 00:00,17.98,1.4,752.18,0.74,8.53,5.06,9.52,67.23,109.12,0.0,83.94,14.38,53.38,3.17,-0.01,72.65,0.34,1.61,03-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
03-Jan-2020 - 00:00,19.04,0.87,752.0,0.83,6.24,4.81,7.24,60.11,53.61,0.0,82.47,14.56,47.79,2.22,-0.01,90.61,0.55,1.3,04-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
04-Jan-2020 - 00:00,16.95,0.89,752.0,0.78,8.02,3.39,8.29,45.09,64.17,0.0,89.49,14.65,16.69,2.2,-0.01,139.44,0.68,1.35,05-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
05-Jan-2020 - 00:00,17.89,0.7,752.0,0.76,4.95,5.76,6.94,44.11,56.19,0.0,81.28,14.5,57.89,1.69,-0.01,123.55,1.18,0.94,06-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
06-Jan-2020 - 00:00,17.77,1.26,752.0,0.98,17.03,9.85,19.08,44.36,77.78,0.0,76.28,14.37,85.51,4.05,-0.01,102.64,0.56,2.89,07-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
07-Jan-2020 - 00:00,18.12,1.17,752.0,0.94,9.79,9.43,12.88,58.44,90.2,0.0,76.27,14.31,76.72,3.4,-0.01,130.71,0.47,2.34,08-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
08-Jan-2020 - 00:00,18.64,0.93,751.84,0.74,3.78,7.04,6.8,62.09,82.39,0.0,77.8,13.91,70.06,2.11,-0.01,84.41,0.49,1.17,09-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
09-Jan-2020 - 00:00,18.38,0.9,751.97,0.8,4.76,5.52,6.67,71.22,75.92,0.0,84.42,14.07,35.41,1.67,-0.01,102.02,1.16,0.94,10-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
10-Jan-2020 - 00:00,16.95,0.73,752.0,0.78,5.51,5.63,7.46,48.68,59.08,0.0,80.9,14.35,56.4,1.8,-0.01,99.29,1.42,0.94,11-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
11-Jan-2020 - 00:00,16.66,0.83,752.05,0.89,8.58,9.32,11.76,35.27,84.03,0.0,73.47,14.31,93.78,2.32,-0.01,146.53,0.89,0.98,12-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
12-Jan-2020 - 00:00,16.9,0.99,752.0,0.81,8.64,8.9,11.76,47.19,129.51,0.0,74.29,14.37,91.82,2.3,-0.01,143.68,0.85,1.2,13-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
13-Jan-2020 - 00:00,16.95,1.15,751.62,0.76,9.01,7.9,11.53,53.81,137.33,0.0,79.61,14.79,82.56,1.72,-0.01,152.19,0.51,0.61,14-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
14-Jan-2020 - 00:00,15.75,,751.83,0.78,7.28,5.39,8.66,61.75,107.98,0.0,86.56,14.3,44.1,,-0.01,155.01,0.43,,15-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
15-Jan-2020 - 00:00,17.54,,752.0,0.9,13.16,6.03,13.59,62.67,111.68,0.0,78.07,15.0,77.86,,-0.01,124.27,0.41,,16-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
16-Jan-2020 - 00:00,19.7,,751.74,0.69,3.95,6.73,6.65,69.2,100.04,0.0,73.64,13.99,80.78,,-0.01,120.47,0.43,,17-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
17-Jan-2020 - 00:00,21.32,,751.79,0.82,4.15,6.82,6.49,88.34,97.58,0.0,72.1,15.25,84.02,,-0.01,123.57,0.67,,18-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
18-Jan-2020 - 00:00,18.8,,752.0,0.81,7.01,3.67,7.63,99.27,98.86,0.0,86.81,14.53,16.57,,-0.01,141.19,0.71,,19-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
19-Jan-2020 - 00:00,17.74,,752.0,0.75,3.41,3.07,4.17,73.08,68.95,0.0,83.8,14.12,32.52,,-0.01,133.43,1.13,,20-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
20-Jan-2020 - 00:00,17.16,,752.0,0.8,12.82,8.24,14.78,47.46,70.4,0.0,75.52,14.36,89.71,,-0.01,104.83,1.04,,21-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
21-Jan-2020 - 00:00,17.87,,752.0,0.84,12.55,9.01,15.0,50.42,94.55,0.0,71.7,14.42,88.97,,-0.01,148.76,0.43,,22-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
22-Jan-2020 - 00:00,18.37,,752.0,0.9,14.41,10.84,17.48,67.17,124.99,0.0,73.45,14.78,81.98,,-0.01,157.89,0.31,,23-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
23-Jan-2020 - 00:00,18.75,,752.0,0.76,7.41,9.02,10.83,55.17,87.75,0.0,65.54,13.88,89.77,,-0.01,106.4,1.09,,24-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
24-Jan-2020 - 00:00,18.15,,752.0,0.82,5.71,9.46,9.67,36.77,54.64,0.0,59.17,14.42,95.15,,-0.01,98.05,0.71,,25-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
25-Jan-2020 - 00:00,17.62,,752.0,0.77,7.58,10.72,11.86,51.08,87.07,0.0,67.6,14.25,91.42,,-0.01,136.54,0.43,,26-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
26-Jan-2020 - 00:00,17.2,,751.82,0.87,18.6,9.96,20.39,72.39,123.02,0.0,75.22,14.6,81.74,,-0.01,141.68,0.67,,27-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
27-Jan-2020 - 00:00,18.26,,751.43,0.96,25.29,12.38,27.14,68.51,132.29,0.0,70.28,14.62,80.49,,-0.01,108.04,0.35,,28-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
28-Jan-2020 - 00:00,18.86,,751.34,0.79,5.33,7.81,8.49,76.06,111.28,0.0,70.59,14.22,45.55,,-0.01,70.82,0.32,,29-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
29-Jan-2020 - 00:00,20.67,,751.67,0.81,5.72,7.15,8.38,92.01,109.14,0.0,75.38,14.86,87.01,,-0.01,115.65,0.3,,30-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
30-Jan-2020 - 00:00,18.5,,751.92,0.73,5.55,5.27,7.32,107.95,93.38,0.0,85.71,13.33,33.67,,-0.01,133.47,0.51,,31-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
31-Jan-2020 - 00:00,18.1,,752.0,0.98,12.16,7.5,13.87,50.9,58.74,0.0,67.67,15.21,124.64,,-0.01,105.18,0.44,,01-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
01-Feb-2020 - 00:00,18.08,,752.0,0.81,10.85,7.8,12.97,50.34,85.6,0.0,64.81,13.64,118.22,,-0.01,144.31,0.43,,02-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
02-Feb-2020 - 00:00,17.98,,752.0,0.84,9.33,9.93,12.66,45.0,66.07,0.0,62.79,13.95,121.72,,-0.01,136.76,0.63,,03-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
03-Feb-2020 - 00:00,17.76,,752.06,1.09,22.89,12.74,25.4,50.14,94.64,0.0,63.79,15.37,128.35,,-0.01,103.96,0.37,,04-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
04-Feb-2020 - 00:00,18.47,,752.0,0.86,12.66,10.76,16.02,59.86,99.57,0.0,65.49,14.1,106.17,,-0.01,84.75,0.3,,05-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
05-Feb-2020 - 00:00,19.53,,751.91,0.69,8.85,9.99,12.51,71.34,113.68,0.0,66.12,14.18,111.12,,-0.01,134.53,0.43,,06-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
06-Feb-2020 - 00:00,18.76,,752.0,1.18,23.46,11.68,24.85,71.78,104.81,0.0,64.41,15.78,117.82,,-0.01,150.01,0.45,,07-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
07-Feb-2020 - 00:00,19.06,,752.0,0.89,8.6,8.54,11.5,54.59,90.96,0.0,62.72,13.39,97.17,,-0.01,108.67,0.3,,08-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
08-Feb-2020 - 00:00,18.98,,752.0,0.95,14.97,11.08,18.07,63.85,105.45,0.0,64.33,14.81,79.66,,-0.01,151.72,0.3,,09-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
09-Feb-2020 - 00:00,17.64,,752.39,0.7,24.17,9.29,24.59,71.99,135.76,0.0,69.72,13.3,153.85,,-0.01,144.91,0.32,,10-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
10-Feb-2020 - 00:00,19.51,,752.0,1.13,27.3,16.4,30.92,78.06,161.08,0.0,64.19,15.29,28.92,,-0.01,159.78,0.3,,11-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
11-Feb-2020 - 00:00,18.76,,752.03,0.8,16.2,10.94,18.99,57.64,107.81,0.0,66.03,14.01,113.34,,-0.01,149.06,0.71,,12-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
12-Feb-2020 - 00:00,18.81,,752.0,0.77,14.98,11.63,18.33,54.63,101.07,0.0,64.17,13.69,110.38,,-0.01,148.4,1.12,,13-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
13-Feb-2020 - 00:00,19.83,,751.58,1.02,14.78,10.27,17.45,63.97,85.54,0.0,63.45,14.67,101.58,,-0.01,132.32,1.01,,14-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
14-Feb-2020 - 00:00,21.23,,751.0,0.87,10.08,8.79,12.87,61.24,54.02,0.0,59.53,13.87,121.8,,-0.01,135.52,1.54,,15-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
15-Feb-2020 - 00:00,20.8,,751.44,0.79,5.18,8.49,8.73,49.36,45.9,0.0,55.23,14.06,130.04,,-0.01,114.99,1.5,,16-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
16-Feb-2020 - 00:00,20.26,,752.0,0.9,17.35,9.51,19.17,61.09,71.43,0.0,60.27,14.28,129.84,,-0.01,145.08,0.71,,17-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
17-Feb-2020 - 00:00,20.71,,752.0,0.77,12.83,10.05,15.77,75.02,98.22,0.0,64.62,14.35,118.41,,-0.01,136.82,0.87,,18-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
18-Feb-2020 - 00:00,21.08,,751.81,1.04,16.87,11.82,19.94,68.78,72.59,0.0,59.02,15.23,127.17,,-0.01,138.93,1.21,,19-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
19-Feb-2020 - 00:00,21.21,,752.0,1.0,14.13,9.71,16.53,59.71,75.66,0.0,54.94,13.8,125.01,,-0.01,118.75,0.44,,20-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
20-Feb-2020 - 00:00,21.26,,752.0,0.74,3.43,7.11,6.51,70.16,76.04,0.0,61.29,13.7,109.19,,-0.01,129.19,0.55,,21-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
21-Feb-2020 - 00:00,22.03,,752.0,0.79,2.31,4.32,4.03,114.56,95.12,0.0,71.3,14.19,95.4,,-0.01,115.01,0.74,,22-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
22-Feb-2020 - 00:00,20.37,1.17,752.07,0.69,3.87,3.92,4.86,113.48,69.77,0.0,83.5,13.6,55.94,3.01,-0.01,112.17,0.64,1.32,23-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
23-Feb-2020 - 00:00,21.92,1.74,752.0,0.84,4.56,3.7,5.24,83.97,61.02,0.0,74.54,14.04,129.01,5.4,-0.01,97.59,0.62,2.34,24-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
24-Feb-2020 - 00:00,23.11,2.79,751.34,0.78,7.37,7.42,9.32,78.08,47.13,0.0,66.83,14.42,173.39,15.61,-0.01,110.05,0.48,8.35,25-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
25-Feb-2020 - 00:00,19.72,1.47,751.33,0.73,3.69,3.98,5.07,74.57,38.85,0.0,80.01,13.88,68.66,5.9,-0.01,98.9,0.59,2.4,26-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
26-Feb-2020 - 00:00,19.39,1.77,751.76,0.81,5.99,4.75,7.16,68.99,46.84,0.0,81.1,13.99,114.75,6.5,-0.01,128.8,0.5,2.7,27-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
27-Feb-2020 - 00:00,19.94,1.95,752.0,0.77,5.25,5.21,7.04,70.29,48.33,0.0,78.88,13.47,122.72,8.05,-0.01,152.05,0.59,4.06,28-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
28-Feb-2020 - 00:00,20.89,2.16,751.78,0.83,7.16,5.29,8.34,70.95,57.58,0.0,74.43,14.17,160.17,8.29,-0.01,132.52,0.45,3.95,29-Feb-2020 - 00:00,"Collectorate, Gaya - BSPCB"
29-Feb-2020 - 00:00,21.68,3.39,751.26,0.87,11.09,7.61,13.27,100.57,86.96,0.0,72.85,14.68,124.25,13.88,-0.01,139.94,0.42,6.4,01-Mar-2020 - 00:00,"Collectorate, Gaya - BSPCB"
01-Mar-2020 - 00:00,22.12,2.98,751.3,0.77,15.53,6.38,16.24,81.96,90.93,0.0,72.72,13.93,133.4,10.98,-0.01,148.71,0.46,5.05,02-Mar-2020 - 00:00,"Collectorate, Gaya - BSPCB"
02-Mar-2020 - 00:00,22.72,3.67,751.18,1.04,16.19,6.51,16.6,76.11,86.08,0.0,69.88,14.36,129.97,16.55,-0.01,149.71,0.63,9.47,03-Mar-2020 - 00:00,"Collectorate, Gaya - BSPCB"
03-Mar-2020 - 00:00,23.65,2.75,751.0,0.8,9.73,6.75,11.32,71.57,73.28,0.0,67.03,13.57,148.52,11.71,-0.01,99.9,0.52,6.2,04-Mar-2020 - 00:00,"Collectorate, Gaya - BSPCB"
04-Mar-2020 - 00:00,23.47,2.17,751.08,0.79,4.67,5.72,6.53,71.69,58.95,0.0,66.3,14.14,162.76,9.01,-0.01,126.89,0.58,3.5,05-Mar-2020 - 00:00,"Collectorate, Gaya - BSPCB"
05-Mar-2020 - 00:00,20.93,0.95,751.0,0.93,3.98,2.13,4.03,96.93,63.37,0.0,76.17,14.6,31.32,1.12,-0.01,94.08,0.36,0.28,06-Mar-2020 - 00:00,"Collectorate, Gaya - BSPCB"
06-Mar-2020 - 00:00,23.41,1.52,751.0,0.83,2.69,4.15,3.51,81.5,40.36,0.0,68.89,14.87,139.33,7.81,-0.01,105.72,1.32,2.92,07-Mar-2020 - 00:00,"Collectorate, Gaya - BSPCB"
07-Mar-2020 - 00:00,22.31,1.74,751.38,0.77,8.11,8.87,10.23,93.29,37.83,0.0,73.43,13.68,155.91,8.91,-0.01,109.77,0.98,4.33,08-Mar-2020 - 00:00,"Collectorate, Gaya - BSPCB"
08-Mar-2020 - 00:00,22.29,2.14,751.28,0.88,7.29,5.4,8.76,83.05,55.83,0.0,70.68,14.24,185.76,9.78,-0.01,112.08,1.47,5.17,09-Mar-2020 - 00:00,"Collectorate, Gaya - BSPCB"
09-Mar-2020 - 00:00,21.76,2.05,751.17,0.94,2.88,6.03,5.34,63.84,61.79,0.0,61.95,14.96,206.5,8.33,-0.01,98.75,1.54,3.82,10-Mar-2020 - 00:00,"Collectorate, Gaya - BSPCB"
10-Mar-2020 - 00:00,21.42,2.2,751.19,0.71,2.58,1.83,2.63,66.22,90.22,0.0,63.7,14.33,146.67,3.72,-0.01,129.56,0.81,1.05,11-Mar-2020 - 00:00,"Collectorate, Gaya - BSPCB"
11-Mar-2020 - 00:00,22.16,1.26,751.12,0.87,2.04,2.18,2.47,64.18,47.61,0.0,63.45,15.14,92.48,3.1,-0.01,125.77,0.44,0.96,12-Mar-2020 - 00:00,"Collectorate, Gaya - BSPCB"
