from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO2,NO,NOx,Ozone,SO2,CO,to date,station
29-Jun-2020 - 00:00,36.89,976.39,172.62,27.46,54.45,182.0,210.93,1.77,1.42,19.23,17.43,26.3,8.56,20.98,31.83,10.94,0.61,30-Jun-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Jun-2020 - 00:00,35.92,976.58,93.92,31.54,60.93,27.38,113.96,2.18,1.16,15.62,16.42,21.81,3.75,14.66,25.25,9.79,0.64,01-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
01-Jul-2020 - 00:00,36.65,976.65,114.04,41.17,57.41,25.8,108.65,1.7,1.1,17.0,17.14,24.4,3.0,15.43,32.94,10.7,0.65,02-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
02-Jul-2020 - 00:00,37.76,976.65,128.71,52.04,53.79,27.08,120.58,1.19,1.1,17.0,22.03,25.09,3.28,16.02,41.17,10.04,0.73,03-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
03-Jul-2020 - 00:00,37.53,976.65,136.42,55.67,54.94,26.31,123.26,1.94,1.31,16.36,22.28,28.38,3.53,17.96,22.84,11.52,0.76,04-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
04-Jul-2020 - 00:00,36.19,976.68,85.25,37.29,60.0,32.28,115.6,2.69,1.07,12.97,28.44,18.25,3.46,12.53,27.37,10.59,0.62,05-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
05-Jul-2020 - 00:00,34.12,976.71,43.42,23.68,66.39,31.63,102.46,1.63,0.81,14.06,24.67,17.52,2.33,11.23,46.05,8.1,0.51,06-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
06-Jul-2020 - 00:00,35.0,976.78,65.25,37.96,66.45,37.84,98.48,1.79,0.81,18.8,21.49,25.33,3.92,16.67,12.88,8.84,1.09,07-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
07-Jul-2020 - 00:00,34.13,976.71,31.85,12.72,68.18,37.63,100.52,2.69,0.74,14.55,22.68,13.59,4.21,10.67,13.65,7.71,0.41,08-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
08-Jul-2020 - 00:00,34.39,976.47,42.6,16.93,69.53,27.75,147.57,2.08,,,21.23,24.26,6.31,18.05,9.32,9.43,0.41,09-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
09-Jul-2020 - 00:00,35.9,976.37,51.69,23.76,63.02,37.97,220.11,1.03,0.59,15.11,18.91,25.81,5.45,18.17,21.15,8.92,0.43,10-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Jul-2020 - 00:00,36.26,976.32,58.44,14.46,60.24,41.15,265.26,1.99,0.49,11.2,20.16,22.61,5.33,16.37,22.51,7.53,0.47,11-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Jul-2020 - 00:00,35.11,976.42,41.71,12.75,64.22,33.89,216.21,1.31,0.5,12.33,18.77,20.96,3.99,14.41,27.72,9.56,0.53,12-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Jul-2020 - 00:00,34.6,976.32,34.34,11.89,62.37,32.23,243.03,1.52,0.33,15.72,21.13,15.22,2.6,10.22,37.85,8.41,0.36,13-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Jul-2020 - 00:00,35.64,976.34,90.95,14.58,58.79,38.86,258.31,1.32,0.64,15.49,20.62,22.25,4.34,15.37,36.07,9.48,0.49,14-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Jul-2020 - 00:00,37.01,976.43,94.67,,56.07,41.25,226.19,1.34,0.91,16.43,18.42,21.89,4.06,14.95,37.36,8.74,0.51,15-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Jul-2020 - 00:00,36.1,976.64,60.25,14.28,60.77,24.9,104.57,2.49,0.74,11.62,21.91,17.77,3.2,12.07,23.42,8.2,0.55,16-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Jul-2020 - 00:00,35.57,976.92,56.91,23.99,63.71,144.87,105.09,2.22,0.81,13.21,23.9,26.3,5.59,18.54,9.93,11.71,0.57,17-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Jul-2020 - 00:00,35.39,976.75,70.6,42.5,67.61,134.61,134.57,1.98,0.68,13.57,24.6,30.91,8.75,23.58,10.05,13.61,0.51,18-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
18-Jul-2020 - 00:00,35.46,976.61,67.29,34.36,66.44,139.75,102.23,1.79,0.36,13.8,16.11,22.51,4.52,15.66,9.98,9.51,0.18,19-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19-Jul-2020 - 00:00,34.26,976.32,35.6,18.84,72.39,142.34,237.97,1.43,0.21,7.8,32.16,24.24,6.22,17.96,6.0,9.51,0.31,20-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
20-Jul-2020 - 00:00,33.84,976.22,36.01,14.79,67.78,135.87,248.99,1.57,1.2,22.97,37.67,32.37,3.53,20.1,14.69,11.05,0.4,21-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
21-Jul-2020 - 00:00,32.7,976.39,27.98,18.17,75.14,120.78,175.47,1.49,0.89,21.39,27.03,31.47,6.08,21.7,13.83,11.91,0.3,22-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
22-Jul-2020 - 00:00,32.51,976.27,21.76,9.46,77.27,95.07,244.15,1.32,0.82,16.52,18.78,25.59,6.68,19.05,8.65,8.21,0.24,23-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
23-Jul-2020 - 00:00,34.06,976.2,46.72,26.78,68.41,189.33,251.74,1.1,1.21,19.47,21.84,32.52,16.64,30.87,23.19,10.13,0.42,24-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
24-Jul-2020 - 00:00,34.43,976.44,58.07,34.41,68.68,163.56,113.93,1.74,1.2,19.96,24.04,31.52,7.36,22.77,13.44,9.09,0.23,25-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
25-Jul-2020 - 00:00,34.67,976.53,40.48,23.1,70.26,177.82,100.36,1.76,1.01,13.43,33.45,19.87,4.13,13.94,9.99,12.2,0.19,26-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
26-Jul-2020 - 00:00,35.38,976.5,53.66,34.78,68.29,185.98,149.72,0.88,1.49,19.38,32.1,26.66,9.96,22.31,13.61,7.99,0.44,27-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
27-Jul-2020 - 00:00,36.01,976.24,63.03,24.22,62.69,216.73,274.17,1.99,2.34,27.8,34.06,26.99,6.46,19.62,12.97,9.27,0.22,28-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
28-Jul-2020 - 00:00,36.22,976.26,56.67,16.01,60.9,201.84,271.16,2.08,1.51,19.06,26.01,24.72,5.47,17.6,13.15,9.5,0.5,29-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Jul-2020 - 00:00,34.58,976.43,53.07,18.17,67.31,112.68,140.29,1.35,1.2,16.21,24.19,34.51,5.96,23.21,10.95,14.18,0.84,30-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Jul-2020 - 00:00,34.12,976.32,31.19,13.59,68.02,172.47,191.71,1.5,1.3,18.04,25.14,29.84,4.25,19.33,18.93,11.79,0.77,31-Jul-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
31-Jul-2020 - 00:00,34.96,976.49,63.39,34.39,68.87,144.15,121.96,1.06,2.11,29.26,23.78,41.28,8.59,28.97,16.34,12.21,1.0,01-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
01-Aug-2020 - 00:00,34.51,976.45,54.68,28.24,70.3,134.6,162.15,1.19,1.47,20.65,26.82,33.78,7.64,24.19,16.98,11.83,0.94,02-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
02-Aug-2020 - 00:00,35.33,976.21,44.56,16.49,66.27,189.91,289.03,1.58,1.07,13.72,26.68,24.48,9.63,20.88,14.35,10.76,0.8,03-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
03-Aug-2020 - 00:00,35.99,976.22,53.18,15.05,61.96,183.99,278.48,1.93,0.94,10.2,24.26,26.0,7.55,19.99,14.73,9.77,0.76,04-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
04-Aug-2020 - 00:00,36.06,976.38,45.81,15.72,61.04,193.48,234.86,1.0,0.87,9.98,22.37,24.8,3.55,16.08,24.42,11.23,0.69,05-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
05-Aug-2020 - 00:00,34.96,976.52,58.84,32.85,69.84,102.41,130.3,1.15,1.81,28.24,18.0,35.59,6.33,24.09,20.94,12.31,0.98,06-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
06-Aug-2020 - 00:00,35.83,976.5,38.36,10.57,62.08,191.03,99.52,3.48,0.86,15.89,22.38,18.39,5.36,14.16,14.63,12.88,0.65,07-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
07-Aug-2020 - 00:00,35.32,976.51,35.99,17.49,65.02,182.64,107.81,2.51,0.9,10.71,22.8,23.39,6.56,17.79,17.78,11.82,0.79,08-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
08-Aug-2020 - 00:00,36.42,976.49,54.33,37.84,61.95,183.17,166.82,0.88,1.22,14.84,22.44,31.2,4.34,20.15,31.23,15.69,0.84,09-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
09-Aug-2020 - 00:00,34.69,976.36,36.03,23.89,71.75,104.06,248.44,1.62,1.43,18.6,19.78,24.16,5.02,16.95,19.86,12.26,0.86,10-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Aug-2020 - 00:00,34.9,976.49,38.23,22.69,70.73,116.03,123.45,1.73,1.28,13.06,18.79,26.02,9.48,21.57,11.35,12.3,0.9,11-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Aug-2020 - 00:00,35.12,976.38,48.08,34.58,70.43,114.53,194.34,0.93,1.7,21.76,24.55,30.77,6.79,21.9,17.47,14.9,0.98,12-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Aug-2020 - 00:00,35.22,976.3,38.3,16.12,68.88,157.18,255.32,1.98,0.88,12.61,23.16,18.6,4.68,13.71,13.37,13.0,0.67,13-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Aug-2020 - 00:00,32.94,976.49,17.1,9.22,80.63,47.03,180.25,1.13,1.42,20.1,23.29,27.98,8.27,21.64,14.78,12.33,0.87,14-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Aug-2020 - 00:00,33.85,976.55,27.5,14.44,75.48,98.57,95.9,1.76,1.19,17.39,19.78,23.33,6.37,17.6,13.59,12.5,0.88,15-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Aug-2020 - 00:00,34.72,976.51,34.56,24.72,71.47,134.19,115.47,1.88,0.87,10.43,18.66,15.34,4.31,11.68,15.94,11.46,0.75,16-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Aug-2020 - 00:00,35.04,976.53,26.08,14.9,70.25,170.55,119.28,1.83,0.94,10.01,17.87,20.51,6.63,16.32,13.39,13.42,0.8,17-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Aug-2020 - 00:00,34.61,976.58,36.3,23.65,74.96,97.02,126.85,1.37,2.02,25.2,23.04,28.16,16.98,28.82,15.8,15.43,1.17,18-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
18-Aug-2020 - 00:00,34.71,976.4,42.05,20.25,73.81,109.99,170.26,1.25,1.61,21.73,26.53,29.98,14.04,27.39,14.03,15.52,1.04,19-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19-Aug-2020 - 00:00,32.76,976.35,28.12,16.43,81.69,21.18,149.37,1.05,1.67,23.42,25.78,37.03,17.66,34.1,10.35,13.91,1.09,20-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
20-Aug-2020 - 00:00,32.49,976.68,24.98,16.22,81.22,61.14,110.77,1.36,1.75,30.43,19.05,33.77,12.91,28.68,18.73,13.98,0.97,21-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
21-Aug-2020 - 00:00,34.02,976.73,33.21,11.18,71.24,170.82,90.07,1.67,1.69,34.66,16.36,25.73,18.19,28.54,21.64,16.59,0.94,22-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
22-Aug-2020 - 00:00,34.53,976.69,26.48,8.55,66.74,176.54,93.32,2.6,1.85,35.17,14.1,19.88,7.2,16.46,16.86,16.04,0.69,23-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
23-Aug-2020 - 00:00,34.12,976.59,24.96,11.82,70.44,132.07,100.68,2.69,0.74,10.22,17.7,14.89,5.08,12.07,18.17,15.23,0.64,24-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
24-Aug-2020 - 00:00,33.97,976.54,25.76,7.5,71.26,110.24,119.36,2.47,0.98,12.33,17.33,22.92,10.45,20.71,14.9,14.21,0.76,25-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
25-Aug-2020 - 00:00,34.22,976.56,32.47,12.43,70.61,98.14,143.42,1.41,1.15,16.08,18.22,24.56,10.22,21.39,14.19,14.79,0.82,26-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
26-Aug-2020 - 00:00,34.49,976.35,31.06,8.53,68.11,139.47,264.42,1.46,0.96,11.65,18.99,23.9,15.12,25.04,20.2,13.39,0.78,27-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
27-Aug-2020 - 00:00,34.89,976.28,34.52,10.9,65.98,149.41,283.92,1.47,1.32,16.83,17.75,23.87,7.97,19.19,28.94,10.76,0.72,28-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
28-Aug-2020 - 00:00,33.35,976.4,57.07,23.42,76.45,67.13,186.49,1.08,2.5,37.83,16.18,39.1,26.37,42.32,23.79,14.95,1.22,29-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Aug-2020 - 00:00,34.41,976.47,67.88,30.42,70.56,161.3,117.07,1.3,2.22,38.69,17.12,29.53,20.57,32.47,29.85,16.25,1.12,30-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Aug-2020 - 00:00,33.61,976.46,42.88,14.04,70.49,93.03,101.39,3.05,0.95,17.08,17.17,15.93,5.66,13.09,18.75,17.12,0.63,31-Aug-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
31-Aug-2020 - 00:00,32.73,976.37,18.15,7.62,76.09,3.7,123.66,3.27,,,18.86,11.04,3.81,8.95,15.11,12.5,0.5,01-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
01-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,02-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
02-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,03-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
03-Sep-2020 - 00:00,35.02,983.95,82.73,38.0,66.53,12.18,104.5,2.0,1.81,23.39,,52.37,7.78,34.21,38.89,16.87,0.86,04-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
04-Sep-2020 - 00:00,35.09,983.98,64.68,32.26,67.17,132.38,143.31,1.52,1.37,16.49,,36.11,10.28,27.59,52.93,10.99,1.0,05-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
05-Sep-2020 - 00:00,34.5,982.29,48.05,20.11,69.25,137.04,201.66,1.14,1.5,16.25,,33.76,12.95,28.5,76.31,8.32,0.94,06-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
06-Sep-2020 - 00:00,31.91,981.09,20.78,8.89,83.08,2.97,258.62,0.95,1.45,18.2,,37.29,4.58,23.56,19.09,10.7,0.84,07-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
07-Sep-2020 - 00:00,34.59,982.27,64.87,28.2,67.87,98.56,254.77,1.39,2.26,29.03,,56.92,7.48,36.34,31.76,10.6,1.0,08-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
08-Sep-2020 - 00:00,34.79,982.88,62.36,24.19,66.6,162.29,299.98,1.54,1.87,20.92,31.66,35.5,14.77,30.94,58.08,11.47,0.92,09-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
09-Sep-2020 - 00:00,34.98,982.57,96.61,44.22,67.84,155.4,302.01,1.58,2.86,31.79,29.98,40.1,14.09,32.82,53.05,10.81,1.04,10-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Sep-2020 - 00:00,35.12,980.12,98.14,42.56,65.33,165.51,306.53,1.72,2.27,24.93,27.34,42.15,14.26,34.06,59.73,13.36,1.05,11-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Sep-2020 - 00:00,35.53,980.57,124.53,47.32,61.35,163.6,294.04,0.98,2.67,31.51,22.61,48.01,37.1,55.76,60.58,13.21,1.26,12-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Sep-2020 - 00:00,35.73,983.02,121.8,50.5,60.7,158.47,272.93,0.92,3.06,31.94,22.16,40.99,31.78,47.72,65.24,9.88,1.22,13-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Sep-2020 - 00:00,36.38,982.71,125.5,61.32,57.23,176.41,276.3,0.79,1.31,9.04,36.27,30.11,7.24,21.93,74.54,17.01,1.16,14-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Sep-2020 - 00:00,35.13,982.08,136.99,66.25,65.89,108.24,269.88,0.72,2.79,34.61,29.37,43.42,26.65,44.83,48.56,10.44,1.54,15-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Sep-2020 - 00:00,35.21,981.56,120.38,54.03,63.57,126.3,291.96,1.01,2.66,36.41,32.74,41.27,18.81,37.31,53.88,10.61,1.3,16-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Sep-2020 - 00:00,35.51,981.25,143.86,58.01,62.71,136.14,293.38,1.42,2.86,38.37,37.24,43.53,21.67,40.81,40.11,8.58,1.42,17-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Sep-2020 - 00:00,35.67,980.76,104.82,35.78,60.12,149.9,302.13,2.16,1.88,22.95,43.37,32.96,8.42,24.43,39.96,7.73,0.78,18-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
18-Sep-2020 - 00:00,36.09,979.91,102.14,31.33,58.75,152.25,297.14,2.04,1.53,21.46,50.32,29.88,7.52,22.02,43.33,9.79,0.82,19-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19-Sep-2020 - 00:00,35.59,980.26,116.57,47.39,62.19,135.88,291.99,1.13,2.26,24.1,50.84,36.04,9.82,27.16,62.97,8.59,1.02,20-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
20-Sep-2020 - 00:00,35.44,979.61,131.98,58.16,61.85,137.73,297.03,1.56,1.43,19.9,50.8,33.89,8.71,25.13,70.73,9.22,1.09,21-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
21-Sep-2020 - 00:00,35.55,978.56,134.65,54.34,61.46,125.49,293.09,1.05,0.0,0.0,42.2,37.93,5.29,24.45,78.38,10.9,0.94,22-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
22-Sep-2020 - 00:00,35.64,979.36,85.16,29.53,60.98,139.2,118.77,1.52,,,34.05,29.0,5.67,20.04,25.69,10.99,0.82,23-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
23-Sep-2020 - 00:00,36.03,979.21,72.75,18.61,57.3,179.74,105.14,1.42,2.34,30.67,44.56,50.91,18.69,42.33,29.17,22.64,1.1,24-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
24-Sep-2020 - 00:00,34.78,981.39,119.59,36.29,62.95,120.14,169.47,1.19,1.87,21.51,45.01,33.46,9.77,25.75,54.74,16.55,0.94,25-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
25-Sep-2020 - 00:00,34.86,980.57,128.77,44.47,59.88,129.47,266.13,1.47,2.49,25.97,49.14,38.18,27.35,42.56,66.69,16.79,1.27,26-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
26-Sep-2020 - 00:00,34.04,980.72,163.27,49.26,60.17,91.9,283.59,1.54,2.85,33.23,47.63,57.95,93.23,106.9,33.37,15.16,1.27,27-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
27-Sep-2020 - 00:00,34.08,983.35,103.75,28.12,56.47,126.89,297.22,1.43,1.94,23.79,44.39,,,,60.36,17.42,0.95,28-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
28-Sep-2020 - 00:00,34.1,984.41,175.57,55.7,57.34,124.73,307.03,1.72,2.87,36.57,36.41,48.75,9.2,33.42,59.41,15.89,1.16,29-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Sep-2020 - 00:00,34.07,984.16,178.57,55.84,58.57,125.29,309.16,2.0,2.36,25.47,40.3,36.93,4.96,23.73,27.12,12.57,0.91,30-Sep-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Sep-2020 - 00:00,33.76,983.13,154.45,47.55,57.05,128.19,302.77,2.06,2.59,26.46,63.09,40.82,8.71,28.8,28.28,11.63,0.92,01-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
01-Oct-2020 - 00:00,33.83,982.7,164.21,49.22,55.82,121.62,302.87,1.74,3.26,35.29,57.42,47.5,32.66,52.01,32.75,13.23,1.2,02-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
02-Oct-2020 - 00:00,33.46,983.21,171.7,63.46,58.09,114.03,299.69,1.26,4.03,42.8,55.04,47.86,27.67,48.04,37.86,11.44,1.21,03-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
03-Oct-2020 - 00:00,33.13,984.52,165.19,68.67,58.69,112.43,306.07,1.21,3.57,35.9,59.75,49.46,24.63,46.37,39.14,13.95,1.33,04-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
04-Oct-2020 - 00:00,32.83,985.33,175.38,68.5,56.05,111.06,301.23,1.22,3.76,40.79,61.87,54.22,42.89,63.81,42.29,14.2,1.29,05-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
05-Oct-2020 - 00:00,32.99,984.87,176.83,59.38,53.64,112.64,300.28,1.94,3.75,34.86,60.14,50.17,33.71,54.14,42.07,13.86,1.12,06-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
06-Oct-2020 - 00:00,32.82,985.38,184.25,64.0,55.56,107.74,287.54,1.5,4.28,44.16,58.01,53.29,68.94,84.53,41.43,18.65,1.66,07-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
07-Oct-2020 - 00:00,32.93,987.19,190.42,74.54,56.52,104.22,297.71,1.27,4.61,51.91,57.37,55.58,62.75,80.72,43.35,17.93,1.66,08-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
08-Oct-2020 - 00:00,32.98,987.59,189.83,74.38,56.36,98.58,300.71,1.2,3.9,43.07,57.87,59.54,37.35,62.08,48.82,17.97,1.38,09-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
09-Oct-2020 - 00:00,32.89,987.89,199.21,76.21,55.95,91.9,302.96,0.99,4.87,48.46,55.87,65.1,44.09,70.55,44.42,17.51,1.52,10-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Oct-2020 - 00:00,32.98,986.54,197.44,83.49,57.02,91.34,309.54,1.29,4.53,41.14,49.77,58.69,29.96,55.62,39.51,18.52,1.42,11-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Oct-2020 - 00:00,32.92,984.63,204.64,87.25,57.19,87.19,309.16,1.35,3.54,34.21,34.99,54.24,25.7,49.8,41.04,23.35,1.31,12-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Oct-2020 - 00:00,32.83,983.18,242.45,112.03,57.27,84.73,301.5,0.82,4.41,47.8,26.9,79.13,87.38,113.33,46.12,25.26,2.16,13-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Oct-2020 - 00:00,33.13,984.12,250.58,119.04,63.35,72.81,162.91,0.89,6.48,69.24,34.95,72.44,122.51,138.34,22.28,21.75,2.62,14-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Oct-2020 - 00:00,33.6,985.45,219.6,114.83,61.37,67.62,269.09,0.58,4.6,48.2,37.3,70.49,86.7,108.13,25.1,21.93,2.28,15-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Oct-2020 - 00:00,32.98,986.16,233.27,126.89,52.65,81.74,266.27,0.84,4.91,53.71,29.74,64.13,68.18,89.68,19.5,16.9,1.76,16-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Oct-2020 - 00:00,31.76,985.98,214.47,97.77,52.53,82.32,262.47,1.17,3.82,53.19,22.6,68.44,105.75,122.6,48.57,24.23,1.97,17-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Oct-2020 - 00:00,31.78,986.73,254.08,119.8,55.34,72.96,270.85,1.42,5.4,74.76,27.65,84.3,108.56,133.35,45.35,22.31,2.38,18-Oct-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
