from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WS,WD,RF,to date,station
10-Aug-2020 - 00:00,25.01,50.59,22.75,35.01,13.26,29.6,7.56,0.83,,12.01,120.04,2.0,1.26,1.0,90.46,75.66,2.9,263.82,0.01,11-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
11-Aug-2020 - 00:00,16.54,33.12,22.72,34.87,13.15,29.56,8.31,0.83,13.48,12.0,120.06,1.99,1.26,1.0,93.64,67.85,3.07,240.62,0.32,12-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
12-Aug-2020 - 00:00,15.19,23.59,22.99,34.66,12.67,29.58,8.64,0.78,12.12,12.03,120.04,2.0,1.26,1.0,97.19,45.78,3.14,264.48,1.16,13-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
13-Aug-2020 - 00:00,,19.32,22.88,34.41,12.52,29.51,9.18,0.77,11.66,12.0,119.96,2.0,1.26,1.0,97.77,24.74,3.17,272.61,0.18,14-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
14-Aug-2020 - 00:00,,16.07,22.86,34.94,13.09,29.57,7.08,0.77,10.27,12.01,120.35,2.0,1.26,1.0,98.82,31.88,3.17,268.48,0.7,15-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
15-Aug-2020 - 00:00,,13.79,23.08,34.59,12.88,29.6,9.32,0.77,10.85,11.99,120.18,2.0,1.26,1.0,96.4,99.25,3.01,260.87,0.3,16-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
16-Aug-2020 - 00:00,,,22.99,34.62,12.96,29.53,13.53,0.83,,11.98,119.69,2.0,1.26,1.0,90.81,218.51,3.24,271.05,0.39,17-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Aug-2020 - 00:00,6.49,13.98,22.83,35.08,13.24,36.91,34.0,0.9,8.59,12.04,120.46,2.0,1.26,1.0,98.78,144.13,2.8,253.81,0.99,18-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Aug-2020 - 00:00,17.68,31.79,23.82,37.03,14.68,49.14,10.73,0.82,9.2,12.0,119.91,2.0,1.26,1.0,96.76,755.1,2.58,242.95,0.24,19-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Aug-2020 - 00:00,23.68,,23.89,36.1,14.23,49.46,16.74,1.05,13.09,11.97,120.12,2.0,1.26,1.0,91.45,631.03,2.94,241.55,0.14,20-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Aug-2020 - 00:00,27.92,,23.29,35.79,13.51,49.3,14.79,0.8,,11.96,120.11,2.0,1.26,1.0,90.07,610.5,3.01,254.38,0.12,21-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Aug-2020 - 00:00,27.12,47.32,22.88,35.4,13.52,49.43,8.17,0.88,15.56,11.97,120.22,2.0,1.26,1.0,95.9,575.15,3.13,226.65,0.08,22-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Aug-2020 - 00:00,19.74,39.94,22.61,34.45,12.84,49.57,7.97,0.82,15.09,12.02,120.14,2.0,1.26,1.0,98.13,248.99,2.93,248.54,0.06,23-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Aug-2020 - 00:00,19.35,30.85,23.49,34.0,12.49,49.68,13.0,0.81,12.78,11.99,120.03,1.99,1.26,1.0,,,3.16,250.24,0.39,24-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Aug-2020 - 00:00,17.85,30.62,22.52,33.82,12.3,49.72,7.84,0.79,14.77,12.01,120.18,2.0,1.26,0.99,93.44,609.24,3.25,253.96,0.39,25-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Aug-2020 - 00:00,38.94,39.86,22.87,34.34,12.81,49.75,16.78,0.8,15.76,12.01,119.91,2.0,1.26,1.0,88.11,609.62,3.28,249.2,0.09,26-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Aug-2020 - 00:00,26.45,,22.8,33.4,11.6,49.81,8.96,0.91,,12.02,119.73,2.0,1.26,1.0,89.13,601.28,3.21,234.4,0.01,27-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Aug-2020 - 00:00,22.58,,22.61,33.35,11.73,49.82,8.05,0.84,13.98,11.97,119.91,2.0,1.26,1.0,89.07,607.82,3.05,239.55,0.15,28-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Aug-2020 - 00:00,19.3,18.36,22.63,33.1,11.47,49.93,8.04,0.86,13.63,11.97,120.16,2.0,1.26,1.0,95.19,596.12,3.15,232.23,0.05,29-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,30-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Aug-2020 - 00:00,27.75,,22.31,32.99,11.67,49.92,23.33,0.98,6.58,12.0,120.04,2.0,1.26,1.0,,607.84,3.24,233.37,0.62,31-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
31-Aug-2020 - 00:00,25.81,33.38,22.62,32.35,10.73,49.96,10.79,0.93,6.66,11.99,120.02,2.0,1.26,1.0,90.7,608.54,3.33,231.38,0.02,01-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Sep-2020 - 00:00,42.06,110.62,22.24,32.07,10.83,50.12,9.13,0.94,9.1,12.04,119.75,2.0,1.26,1.0,85.47,600.36,2.98,248.54,0.0,02-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Sep-2020 - 00:00,33.1,81.13,22.33,32.23,10.9,50.05,10.55,0.89,6.99,12.0,120.57,2.0,1.26,1.0,83.28,598.12,2.69,260.19,0.03,03-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Sep-2020 - 00:00,45.0,147.88,23.49,32.67,10.18,49.85,13.58,0.68,8.65,11.95,119.56,2.0,1.25,0.99,79.52,618.24,2.44,268.21,0.0,04-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,,05-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Sep-2020 - 00:00,35.97,234.22,23.6,31.73,9.86,50.01,19.15,0.54,7.87,12.01,120.19,2.0,1.25,1.0,77.51,629.5,2.01,215.95,0.0,06-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
06-Sep-2020 - 00:00,54.25,185.6,22.22,31.65,10.43,50.14,14.02,1.16,8.98,12.01,120.24,2.0,1.26,1.0,84.34,,1.99,181.91,0.0,07-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
07-Sep-2020 - 00:00,50.96,184.26,22.61,31.56,9.94,50.22,8.98,1.01,9.81,12.0,120.07,2.0,1.26,1.0,89.75,,2.85,255.33,0.0,08-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
08-Sep-2020 - 00:00,40.91,132.24,22.4,31.79,10.39,50.17,8.88,1.01,10.89,12.01,120.23,2.0,1.25,1.0,82.77,,2.64,257.69,0.0,09-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
09-Sep-2020 - 00:00,34.86,128.75,22.58,31.95,10.37,50.13,8.02,1.09,10.93,11.99,120.16,1.99,1.26,1.0,84.59,,2.18,194.92,0.0,10-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
10-Sep-2020 - 00:00,38.27,149.98,22.5,31.5,9.98,50.2,8.67,1.04,10.04,11.98,120.18,2.0,1.26,1.0,86.6,,2.5,239.95,0.03,11-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
11-Sep-2020 - 00:00,45.96,99.97,22.5,31.67,10.18,50.11,9.77,1.04,9.87,12.0,119.91,2.0,1.26,1.0,87.2,,2.43,182.78,0.0,12-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
12-Sep-2020 - 00:00,81.59,91.26,22.33,31.43,10.25,50.14,7.58,0.94,9.39,12.03,120.37,2.0,1.26,1.0,86.78,,2.57,187.2,0.0,13-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
13-Sep-2020 - 00:00,32.63,57.53,22.53,31.43,9.9,50.18,5.99,0.94,9.55,11.98,119.96,2.0,1.26,1.0,90.3,,3.32,214.53,0.03,14-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
14-Sep-2020 - 00:00,35.57,72.34,22.72,31.82,10.11,50.08,9.73,0.8,8.53,11.98,120.06,2.0,1.25,1.0,92.12,,3.13,228.71,0.0,15-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
15-Sep-2020 - 00:00,45.56,84.03,22.66,31.63,9.97,50.07,9.27,0.77,5.86,12.02,119.97,2.0,1.25,1.0,89.2,,2.98,240.38,0.0,16-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
16-Sep-2020 - 00:00,40.95,100.06,22.36,31.62,10.26,50.11,10.59,0.87,4.59,12.01,120.24,2.0,1.26,1.0,89.67,,2.98,248.3,0.0,17-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Sep-2020 - 00:00,34.49,77.72,22.52,31.66,10.13,50.07,17.41,0.77,4.03,11.99,120.26,2.0,1.25,1.0,92.81,357.08,2.83,234.77,0.57,18-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Sep-2020 - 00:00,41.75,73.04,22.6,31.71,10.12,50.1,10.94,1.06,3.99,12.0,120.46,2.0,1.26,1.0,96.09,404.51,2.61,230.31,0.02,19-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Sep-2020 - 00:00,43.6,89.26,22.38,31.8,10.42,50.08,13.24,0.97,4.1,11.98,119.97,2.0,1.26,1.0,84.46,348.79,2.66,236.15,0.12,20-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Sep-2020 - 00:00,41.3,80.15,22.45,30.71,9.88,50.27,30.11,0.94,3.95,11.99,120.19,2.0,1.26,1.0,87.44,379.64,2.29,201.01,0.58,21-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Sep-2020 - 00:00,38.81,,22.49,31.79,10.3,50.05,8.41,0.98,4.21,12.01,120.17,2.0,1.26,1.0,88.14,332.11,2.22,179.67,0.14,22-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Sep-2020 - 00:00,37.48,89.57,22.56,31.37,9.81,50.17,11.41,1.0,4.52,12.04,120.0,2.0,1.25,1.0,91.61,341.01,2.85,222.83,0.32,23-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Sep-2020 - 00:00,29.05,40.14,22.71,31.66,9.95,50.12,7.62,1.06,4.27,12.02,120.14,2.0,1.26,1.0,,547.38,2.93,218.38,1.18,24-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Sep-2020 - 00:00,53.47,,22.58,31.56,10.17,50.05,25.92,1.09,4.38,12.02,120.15,2.0,1.26,1.0,90.28,372.45,2.86,235.12,0.0,25-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Sep-2020 - 00:00,43.9,,23.86,31.54,10.28,50.28,14.77,0.88,5.07,12.03,119.95,2.0,1.26,1.0,88.47,327.9,2.9,250.94,0.0,26-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Sep-2020 - 00:00,35.14,,22.42,31.75,10.33,50.05,4.85,0.82,4.03,12.03,120.03,2.0,1.26,1.0,85.66,331.38,3.02,250.7,0.01,27-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Sep-2020 - 00:00,46.42,,22.25,31.44,10.2,50.17,15.54,0.83,4.0,12.0,119.81,2.0,1.26,1.0,83.09,327.9,2.78,262.26,0.0,28-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Sep-2020 - 00:00,48.39,,22.19,31.78,10.59,50.05,9.52,0.98,3.97,12.01,119.71,2.0,1.26,1.0,85.51,327.9,2.89,237.66,0.0,29-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Sep-2020 - 00:00,57.03,,22.57,31.67,10.1,50.1,19.22,0.93,4.04,11.99,119.88,2.0,1.26,1.0,86.22,327.9,2.61,245.04,0.0,30-Sep-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Sep-2020 - 00:00,64.68,,22.23,31.23,9.99,50.2,17.1,0.97,4.12,12.02,120.17,2.0,1.26,1.0,83.19,327.9,2.37,230.67,0.0,01-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Oct-2020 - 00:00,53.47,,22.54,31.34,9.8,50.09,12.77,0.93,4.16,11.98,120.02,2.0,1.26,1.0,84.69,327.9,2.66,262.33,0.0,02-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Oct-2020 - 00:00,63.5,,22.39,31.45,10.05,50.11,14.03,0.96,4.83,11.98,120.21,2.0,1.26,1.0,82.6,327.9,2.64,249.79,0.0,03-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Oct-2020 - 00:00,66.89,177.25,22.45,31.39,9.94,50.14,14.11,1.05,4.96,12.0,120.03,2.0,1.26,1.0,81.29,327.91,2.13,227.2,0.0,04-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Oct-2020 - 00:00,53.62,119.09,22.4,31.76,10.35,50.07,15.83,0.88,4.56,11.99,119.88,2.0,1.26,1.0,84.9,327.9,2.45,244.4,0.0,05-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Oct-2020 - 00:00,57.66,148.46,22.59,31.68,10.08,50.04,11.51,1.01,4.44,12.05,120.27,2.0,1.26,1.0,81.53,327.9,2.51,259.4,0.0,06-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
06-Oct-2020 - 00:00,77.02,175.45,22.58,31.41,9.83,50.1,22.32,1.1,4.37,12.0,119.98,2.0,1.26,1.0,75.21,327.91,2.06,201.15,0.0,07-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
07-Oct-2020 - 00:00,82.43,181.78,22.56,31.52,9.95,50.13,14.88,1.24,2.93,11.96,119.96,2.0,1.26,1.0,68.24,327.94,1.94,168.28,0.0,08-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
08-Oct-2020 - 00:00,86.28,254.85,22.34,31.51,10.16,50.11,38.32,1.19,29.64,12.03,120.12,2.0,1.26,1.0,67.55,327.96,1.88,141.58,0.0,09-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
09-Oct-2020 - 00:00,69.58,227.42,22.54,31.58,10.04,50.11,32.41,1.37,62.66,12.04,120.08,2.0,1.25,1.0,68.76,327.93,1.83,163.94,0.0,10-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
10-Oct-2020 - 00:00,110.43,200.54,22.01,31.28,10.27,50.08,38.46,0.92,61.59,12.0,119.8,2.0,1.26,1.0,67.65,327.9,1.51,96.66,0.0,11-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
11-Oct-2020 - 00:00,103.75,,22.61,31.69,10.08,50.08,37.56,1.48,62.62,12.02,119.83,2.0,1.26,1.01,66.28,327.92,1.59,110.37,0.0,12-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
12-Oct-2020 - 00:00,106.24,,22.54,31.48,9.94,50.08,24.93,1.25,62.06,12.02,119.66,2.0,1.26,1.0,65.3,327.99,2.06,145.05,0.0,13-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
13-Oct-2020 - 00:00,99.99,,22.7,31.68,9.95,50.08,45.02,1.3,63.1,12.0,120.24,2.0,1.26,1.0,63.99,327.98,1.88,136.68,0.0,14-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
14-Oct-2020 - 00:00,85.75,,22.6,31.58,9.98,50.11,43.46,1.24,63.53,12.0,119.97,2.0,1.25,1.0,67.17,327.97,1.62,94.05,0.0,15-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
15-Oct-2020 - 00:00,76.96,,22.36,31.39,10.04,50.1,35.28,1.17,64.62,12.01,120.24,2.0,1.26,1.0,73.84,327.93,2.79,133.96,0.0,16-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
16-Oct-2020 - 00:00,41.58,86.56,22.18,31.52,10.34,50.17,36.38,1.18,64.33,11.97,120.16,2.0,1.26,1.0,70.31,327.91,3.92,150.95,0.0,17-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Oct-2020 - 00:00,54.51,103.11,22.4,31.5,10.1,50.12,13.06,1.04,64.72,12.0,120.47,2.0,1.26,1.0,82.63,327.99,2.72,237.06,0.01,18-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Oct-2020 - 00:00,43.72,95.1,22.36,31.44,10.09,50.11,6.96,0.95,65.04,12.02,119.87,2.0,1.26,1.01,90.35,328.07,2.96,241.74,0.0,19-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Oct-2020 - 00:00,55.03,125.77,22.11,31.45,10.35,50.14,8.06,1.01,65.28,11.99,120.11,2.0,1.26,1.0,88.29,327.9,2.73,249.88,0.0,20-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Oct-2020 - 00:00,57.08,117.84,20.3,29.66,10.07,56.14,9.03,1.11,59.22,11.98,120.08,2.0,1.26,1.0,84.37,327.91,2.74,240.46,0.0,21-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Oct-2020 - 00:00,78.04,154.69,15.59,25.34,9.75,70.07,11.32,1.27,45.58,11.98,119.98,2.0,1.26,1.0,82.94,327.9,2.05,213.36,0.0,22-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Oct-2020 - 00:00,61.36,126.12,15.88,25.04,9.68,70.19,16.24,0.99,44.86,11.96,120.17,2.0,1.26,1.0,75.89,327.93,1.81,213.33,0.0,23-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Oct-2020 - 00:00,77.56,,15.3,25.43,10.09,70.06,24.47,1.35,42.1,12.0,120.01,2.0,1.26,1.0,61.07,327.99,1.77,173.64,0.0,24-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Oct-2020 - 00:00,90.47,,15.43,25.27,9.84,70.16,40.89,1.35,41.25,11.99,120.17,2.0,1.26,1.0,59.98,328.0,2.07,189.57,0.0,25-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Oct-2020 - 00:00,61.79,,15.3,25.24,9.94,70.1,18.38,1.13,41.35,12.0,120.29,2.01,1.26,1.0,64.41,327.99,2.52,208.61,0.0,26-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Oct-2020 - 00:00,81.08,116.67,15.54,25.38,9.84,70.04,47.81,1.23,41.03,12.02,119.79,2.0,1.26,1.0,58.74,327.98,2.12,141.45,0.0,27-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Oct-2020 - 00:00,,189.99,15.74,25.75,10.01,70.01,26.15,1.17,39.72,12.02,119.82,2.0,1.26,1.0,57.52,328.01,2.08,212.4,0.0,28-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Oct-2020 - 00:00,,198.27,15.33,25.76,10.43,70.0,43.84,1.45,41.67,12.02,120.03,2.0,1.26,1.0,60.25,327.98,2.09,183.55,0.0,29-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Oct-2020 - 00:00,,142.59,15.51,25.37,9.87,70.09,42.43,1.24,39.79,12.0,120.12,2.0,1.26,1.0,57.82,328.01,2.37,198.34,0.0,30-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Oct-2020 - 00:00,,148.83,15.35,25.45,10.1,70.08,43.74,1.45,39.92,11.96,120.1,2.0,1.26,1.0,53.68,328.0,2.2,156.91,0.0,31-Oct-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
31-Oct-2020 - 00:00,117.94,212.82,15.41,25.3,9.86,70.1,72.44,1.28,40.07,12.01,120.18,2.0,1.26,1.0,60.19,327.96,2.47,150.75,0.0,01-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Nov-2020 - 00:00,124.18,224.17,15.38,25.15,9.77,70.12,97.76,1.38,40.04,12.0,120.01,2.0,1.26,1.0,54.74,327.95,2.75,118.93,0.0,02-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Nov-2020 - 00:00,77.67,214.29,15.16,24.8,9.64,70.2,96.51,1.4,40.34,12.0,120.25,2.0,1.26,1.0,56.02,327.96,2.75,122.64,0.0,03-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Nov-2020 - 00:00,73.74,213.26,15.41,25.23,9.82,70.01,88.11,1.43,40.34,12.03,120.19,2.0,1.26,1.0,55.45,327.97,2.64,120.29,0.0,04-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Nov-2020 - 00:00,44.39,240.7,,,,,80.1,1.71,41.56,11.99,119.83,2.0,1.26,1.0,54.53,327.98,2.26,144.31,0.0,05-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Nov-2020 - 00:00,22.81,179.09,,,,,56.89,1.36,39.9,11.99,119.72,2.0,1.26,1.0,53.15,327.99,2.68,148.11,0.0,06-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
06-Nov-2020 - 00:00,39.83,164.93,,,,,73.47,1.33,40.19,12.03,120.03,2.0,1.26,1.0,53.27,327.98,2.4,132.69,0.0,07-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
07-Nov-2020 - 00:00,96.21,232.79,,,,,83.93,1.6,40.35,12.02,120.27,2.0,1.26,1.0,53.23,327.97,2.86,141.0,0.0,08-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
08-Nov-2020 - 00:00,97.83,225.18,,,,,96.74,1.59,40.27,12.0,119.92,2.0,1.25,1.0,49.66,327.96,3.08,139.61,0.0,09-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
09-Nov-2020 - 00:00,103.08,198.96,33.01,40.06,11.91,76.68,81.52,1.43,40.23,11.99,120.08,2.0,1.26,1.0,51.29,327.97,2.73,136.21,0.0,10-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
10-Nov-2020 - 00:00,110.51,262.43,35.06,45.59,10.53,82.15,90.94,1.46,40.46,11.99,119.94,2.0,1.26,1.0,49.22,327.93,3.05,134.11,0.0,11-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
11-Nov-2020 - 00:00,111.09,273.74,35.17,45.27,10.11,82.08,114.7,1.87,40.7,11.97,120.26,2.0,1.26,1.0,50.69,327.94,2.85,130.76,0.0,12-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
12-Nov-2020 - 00:00,145.57,279.19,35.27,45.31,10.04,82.14,86.01,1.86,40.34,12.02,119.91,2.0,1.26,1.0,54.85,327.93,2.37,112.0,0.0,13-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
13-Nov-2020 - 00:00,104.34,216.31,35.4,45.06,9.66,82.21,60.88,1.56,41.44,11.97,120.05,2.0,1.26,1.0,59.08,327.97,2.64,128.5,0.0,14-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
14-Nov-2020 - 00:00,77.65,156.13,35.2,44.89,9.7,82.23,76.88,1.35,41.25,12.04,120.0,2.0,1.26,1.0,64.1,327.96,2.8,171.84,0.0,15-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
15-Nov-2020 - 00:00,133.99,202.81,35.25,45.16,9.91,82.15,34.11,1.45,40.97,12.01,119.97,2.0,1.26,1.0,72.35,327.93,2.5,227.17,0.0,16-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
16-Nov-2020 - 00:00,90.67,151.43,35.55,45.17,9.62,82.13,25.51,1.19,39.9,12.02,120.03,2.0,1.26,1.0,64.63,327.96,1.36,98.39,0.0,17-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Nov-2020 - 00:00,65.7,124.85,35.41,45.09,9.68,82.13,24.7,1.14,39.35,12.02,119.83,2.0,1.26,1.0,61.13,327.95,1.33,115.79,0.0,18-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Nov-2020 - 00:00,69.06,133.48,35.47,45.05,9.6,82.17,28.07,1.23,38.77,11.99,120.3,2.0,1.26,1.0,61.69,327.91,1.75,185.52,0.0,19-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Nov-2020 - 00:00,68.33,130.96,35.24,44.84,9.6,82.21,27.3,1.3,39.42,11.98,120.15,2.0,1.26,1.0,60.61,327.9,1.18,85.74,0.0,20-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Nov-2020 - 00:00,75.08,156.04,35.36,44.91,9.55,82.18,35.58,1.31,40.33,11.99,119.98,2.0,1.26,1.0,62.04,327.9,2.12,92.84,0.0,21-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Nov-2020 - 00:00,69.8,143.3,35.24,44.93,9.68,82.15,43.17,1.32,40.48,12.0,120.07,2.0,1.26,1.0,63.88,327.9,2.04,98.5,0.0,22-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Nov-2020 - 00:00,84.67,159.6,35.53,44.93,9.4,82.18,63.1,1.39,40.79,12.0,119.99,2.0,1.26,1.0,63.51,327.94,2.43,123.89,0.0,23-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Nov-2020 - 00:00,98.79,178.63,35.34,44.89,9.57,82.21,65.3,1.68,41.35,12.02,120.29,2.0,1.26,1.0,67.04,327.93,2.27,189.89,0.0,24-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Nov-2020 - 00:00,102.26,207.41,35.44,44.89,9.46,82.23,59.25,1.8,41.08,11.99,119.93,2.0,1.26,1.0,69.07,327.91,1.53,127.8,0.0,25-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Nov-2020 - 00:00,95.8,178.41,39.32,48.75,9.39,86.52,54.71,1.69,43.78,12.0,119.89,2.0,1.26,1.0,64.65,327.9,2.22,117.57,0.0,26-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Nov-2020 - 00:00,111.93,188.86,48.26,58.05,9.79,96.19,44.28,1.63,47.2,7.62,100.35,2.07,0.77,0.85,68.21,327.9,1.49,90.99,0.0,27-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Nov-2020 - 00:00,98.2,211.86,48.31,57.83,9.52,96.22,91.44,1.38,,3.61,82.22,2.13,0.32,0.72,60.41,327.9,3.15,110.52,0.0,28-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Nov-2020 - 00:00,74.24,142.23,48.23,58.35,10.12,96.12,90.33,1.32,,3.61,82.33,2.13,0.32,0.72,64.85,327.9,2.66,108.08,0.0,29-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,30-Nov-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,01-Dec-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Dec-2020 - 00:00,,,,,,,,,,,,,,,,,,,,02-Dec-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
