from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WS,WD,RF,to date,station
16-Apr-2020 - 00:00,35.65,74.42,4.31,12.83,8.55,50.51,9.24,0.84,51.96,12.01,119.81,2.0,1.26,1.0,62.99,112.13,3.0,255.19,0.0,17-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Apr-2020 - 00:00,31.11,66.23,4.75,13.24,8.51,42.22,11.15,0.68,35.34,11.98,119.93,2.0,1.26,1.0,72.95,112.56,2.86,246.52,0.0,18-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Apr-2020 - 00:00,38.08,87.08,7.72,17.02,9.35,32.83,14.45,0.93,39.18,12.0,120.23,2.0,1.25,1.0,59.44,106.42,2.12,184.07,0.0,19-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Apr-2020 - 00:00,37.86,87.29,5.48,13.68,8.24,23.54,8.49,0.86,45.11,11.99,120.13,2.0,1.26,1.0,58.39,103.84,2.24,253.16,0.0,20-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Apr-2020 - 00:00,32.36,78.74,6.65,15.02,8.39,26.43,8.67,0.79,37.41,11.99,120.09,2.0,1.26,1.0,58.64,116.16,2.74,255.36,0.0,21-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Apr-2020 - 00:00,31.51,73.29,4.51,13.02,8.56,23.39,5.66,0.87,38.34,11.99,119.81,2.0,1.26,1.0,65.97,117.64,2.54,245.27,0.0,22-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Apr-2020 - 00:00,31.55,78.94,4.1,12.24,8.15,22.63,5.7,0.83,35.92,11.98,119.94,2.0,1.26,1.0,68.43,122.39,2.77,239.62,0.0,23-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Apr-2020 - 00:00,31.83,75.1,4.8,12.8,8.02,20.94,4.59,0.83,38.88,11.98,120.26,2.0,1.26,1.0,63.85,112.68,2.97,245.76,0.0,24-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Apr-2020 - 00:00,24.49,67.07,4.58,12.58,8.03,19.95,5.91,0.84,31.6,12.02,119.93,2.0,1.26,1.0,69.03,138.33,2.95,242.29,0.0,25-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Apr-2020 - 00:00,31.54,77.43,6.13,14.51,8.41,20.44,8.8,0.8,37.04,11.97,119.63,2.0,1.26,1.0,66.53,142.74,3.33,244.83,0.0,26-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Apr-2020 - 00:00,24.55,61.07,4.41,13.26,8.98,23.28,5.42,1.02,27.08,12.01,120.08,2.0,1.25,1.0,74.68,130.01,3.23,242.49,0.0,27-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Apr-2020 - 00:00,27.86,64.41,2.6,10.84,8.29,23.08,2.89,0.81,28.55,12.0,120.02,2.0,1.26,1.0,78.7,124.44,3.05,243.23,0.0,28-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Apr-2020 - 00:00,32.6,86.01,5.11,13.59,8.52,26.28,7.39,0.67,39.34,12.02,119.66,2.0,1.26,1.0,64.83,139.08,2.04,190.68,0.0,29-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Apr-2020 - 00:00,40.39,104.08,5.59,14.66,9.1,24.94,21.25,0.79,45.04,12.0,119.9,2.0,1.26,1.0,55.29,132.67,2.06,193.69,0.0,30-Apr-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Apr-2020 - 00:00,29.99,83.25,4.12,12.87,8.66,23.66,5.13,0.92,32.78,12.02,120.09,2.0,1.26,1.0,71.5,135.58,3.05,246.89,0.0,01-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
01-May-2020 - 00:00,30.51,71.09,3.17,11.4,8.27,21.0,4.61,0.79,37.88,12.01,120.04,2.0,1.26,1.0,72.12,119.3,3.06,240.52,0.0,02-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
02-May-2020 - 00:00,25.58,60.33,3.26,11.35,8.14,19.74,5.35,0.81,39.16,12.02,120.07,2.0,1.26,1.0,69.99,126.94,3.09,239.12,0.0,03-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
03-May-2020 - 00:00,21.61,54.56,2.54,10.88,8.44,18.17,4.74,0.69,30.91,11.97,119.97,2.0,1.26,1.0,69.22,133.75,2.94,254.63,0.0,04-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
04-May-2020 - 00:00,22.71,50.01,4.44,13.05,8.65,17.3,4.7,0.7,14.27,12.07,119.65,1.99,1.26,0.99,92.42,0.3,3.19,218.74,0.0,05-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
05-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,06-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
06-May-2020 - 00:00,30.32,107.71,5.47,14.18,8.73,17.33,5.72,0.73,26.17,12.01,120.11,1.99,1.26,0.99,70.8,127.73,2.85,249.59,0.0,07-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
07-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,08-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
08-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,09-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
09-May-2020 - 00:00,25.75,65.95,2.98,11.14,8.23,19.53,7.12,0.78,32.01,12.0,119.63,2.0,1.26,1.0,65.87,209.08,2.98,255.87,0.0,10-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
10-May-2020 - 00:00,24.6,70.03,3.32,11.42,8.13,16.13,6.59,0.84,39.05,11.97,119.68,2.0,1.26,1.0,73.27,133.75,2.92,238.4,0.0,11-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
11-May-2020 - 00:00,20.23,61.75,3.33,11.56,8.28,14.78,4.2,0.83,27.91,11.98,119.9,2.0,1.26,1.0,74.39,157.72,3.23,234.47,0.0,12-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
12-May-2020 - 00:00,26.79,71.34,3.22,11.49,8.33,14.66,5.46,0.85,34.1,12.01,120.1,2.0,1.26,1.0,79.29,136.24,2.97,235.76,0.0,13-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
13-May-2020 - 00:00,27.38,78.52,3.22,11.46,8.28,14.76,3.36,0.69,37.21,12.01,120.14,2.0,1.26,1.0,74.08,126.57,2.97,238.22,0.0,14-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
14-May-2020 - 00:00,28.43,83.53,3.77,12.15,8.43,14.6,5.55,0.72,33.95,12.04,120.11,1.99,1.26,1.0,66.31,114.76,2.83,245.5,0.0,15-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
15-May-2020 - 00:00,30.94,91.81,5.41,14.46,9.09,15.96,9.76,0.81,31.89,12.01,119.96,2.0,1.26,1.0,64.56,123.98,2.55,240.13,0.0,16-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
16-May-2020 - 00:00,47.27,154.23,5.5,15.88,10.81,17.43,9.04,0.87,17.72,12.0,120.16,2.0,1.26,1.0,64.34,115.0,2.32,215.27,0.0,17-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
17-May-2020 - 00:00,46.76,141.65,,,,,6.02,,,12.01,120.02,2.0,1.26,1.0,66.68,103.37,2.71,242.44,0.0,18-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
18-May-2020 - 00:00,37.11,125.69,4.24,12.45,8.24,16.22,6.89,0.87,44.14,12.03,120.14,2.0,1.26,1.0,61.27,114.66,2.55,264.12,0.0,19-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
19-May-2020 - 00:00,26.09,76.88,4.24,12.54,8.32,15.06,6.0,1.08,19.63,12.04,120.18,2.0,1.26,1.0,71.48,133.63,3.1,246.22,0.0,20-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
20-May-2020 - 00:00,22.8,62.21,,,,,4.39,,,12.0,120.09,2.0,1.26,1.0,74.68,154.81,3.32,237.66,0.0,21-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
21-May-2020 - 00:00,26.97,64.64,,,,,11.18,,,12.01,119.8,2.0,1.26,1.0,73.97,137.11,3.21,244.35,0.0,22-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
22-May-2020 - 00:00,25.57,62.9,9.0,17.05,8.05,16.82,6.09,1.29,20.87,11.98,120.28,2.0,1.26,1.0,70.89,169.22,3.28,242.18,0.0,23-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
23-May-2020 - 00:00,26.04,63.17,3.49,11.75,8.31,13.06,14.34,1.08,16.97,12.01,120.37,2.0,1.26,1.0,70.41,90.55,3.14,246.96,0.0,24-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
24-May-2020 - 00:00,23.72,68.86,,,,,8.18,,,11.99,119.99,2.0,1.26,1.0,65.83,145.4,2.84,244.69,0.0,25-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
25-May-2020 - 00:00,24.94,70.11,,,,,7.99,,,12.02,120.17,2.0,1.26,1.0,69.17,108.79,3.09,250.72,0.0,26-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
26-May-2020 - 00:00,23.37,75.63,,,,,7.33,,,12.0,120.41,2.0,1.26,1.0,71.49,128.87,3.32,255.7,0.0,27-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
27-May-2020 - 00:00,23.88,66.89,,,,,9.64,,,12.0,119.83,2.0,1.26,1.0,68.82,135.44,3.48,238.2,0.0,28-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
28-May-2020 - 00:00,23.05,61.43,3.38,11.77,8.45,20.28,7.4,0.54,32.35,11.99,120.06,2.0,1.26,1.0,79.61,135.08,3.69,243.44,0.0,29-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
29-May-2020 - 00:00,16.97,49.13,2.64,10.99,8.43,14.56,4.05,0.71,28.81,12.01,119.98,2.0,1.26,1.0,79.46,138.29,3.54,245.75,0.0,30-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
30-May-2020 - 00:00,18.17,49.9,3.29,12.15,8.95,15.31,6.74,0.75,27.31,12.02,120.06,2.0,1.26,1.0,75.44,119.3,3.33,253.52,0.0,31-May-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
31-May-2020 - 00:00,23.25,61.81,3.05,11.95,9.02,13.77,5.72,0.72,31.85,12.0,120.09,2.0,1.26,1.0,63.24,117.32,2.83,259.3,0.0,01-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Jun-2020 - 00:00,22.11,52.99,3.4,11.96,8.6,12.72,4.59,0.77,35.07,11.99,120.29,2.01,1.26,1.0,72.61,128.16,3.18,241.94,0.0,02-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Jun-2020 - 00:00,32.39,65.83,4.67,12.86,8.31,12.79,7.78,0.79,38.16,12.0,120.04,2.0,1.26,1.0,70.66,88.52,3.33,198.82,0.0,03-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Jun-2020 - 00:00,46.79,86.55,6.81,15.69,8.91,15.87,28.48,0.87,33.77,12.03,119.75,2.0,1.26,1.0,67.82,82.76,3.29,155.31,0.0,04-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Jun-2020 - 00:00,21.83,50.52,3.87,11.74,7.91,11.41,8.85,0.75,46.69,12.02,119.85,2.0,1.26,0.99,71.41,93.51,2.98,222.95,0.0,05-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Jun-2020 - 00:00,24.2,48.15,4.45,12.6,8.19,11.26,4.68,0.87,39.03,12.02,119.93,2.0,1.26,1.0,80.9,115.67,3.37,234.99,0.0,06-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
06-Jun-2020 - 00:00,19.51,42.02,5.6,13.86,8.28,12.76,5.83,0.78,39.76,11.98,120.01,2.0,1.26,1.0,79.99,112.39,3.22,230.25,0.0,07-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
07-Jun-2020 - 00:00,20.43,39.85,5.21,13.4,8.22,13.18,6.01,0.77,36.12,12.0,119.79,2.0,1.26,1.0,77.98,125.23,3.18,235.2,0.0,08-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
08-Jun-2020 - 00:00,19.14,35.8,4.64,12.96,8.42,13.02,7.32,0.86,31.14,11.98,119.83,2.0,1.26,1.0,84.14,116.89,3.4,230.94,0.0,09-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
09-Jun-2020 - 00:00,20.93,38.08,4.47,14.22,9.86,13.75,3.15,,21.16,12.01,119.96,2.0,1.26,1.0,92.34,54.09,3.08,231.46,0.16,10-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
10-Jun-2020 - 00:00,,47.4,3.15,12.33,9.25,12.55,2.44,,21.63,12.01,119.89,2.0,1.26,1.0,89.45,87.46,3.01,243.52,0.03,11-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
11-Jun-2020 - 00:00,,56.24,4.59,13.0,8.41,14.37,2.9,0.87,40.98,11.98,119.75,2.0,1.26,1.0,81.9,110.89,2.24,219.43,0.01,12-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
12-Jun-2020 - 00:00,,52.84,5.3,14.78,9.54,15.52,2.79,1.21,36.51,12.0,119.86,2.0,1.26,1.0,83.05,83.99,2.91,245.15,0.11,13-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
13-Jun-2020 - 00:00,,45.66,3.4,13.31,10.12,17.67,2.81,1.13,42.77,12.01,120.07,2.0,1.26,1.0,85.77,107.74,2.91,211.91,0.03,14-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
14-Jun-2020 - 00:00,,42.13,3.96,13.08,9.14,14.34,3.42,1.21,39.52,12.01,119.79,2.0,1.26,1.0,89.79,105.43,3.01,235.97,0.23,15-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
15-Jun-2020 - 00:00,,51.01,29.76,45.36,15.83,29.4,8.64,5.38,42.59,12.02,119.92,2.0,1.26,1.0,86.48,94.34,2.76,242.41,0.07,16-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
16-Jun-2020 - 00:00,,62.4,52.32,76.68,24.37,23.19,4.0,0.42,21.21,11.98,119.97,2.0,1.26,1.0,84.01,101.89,3.17,248.03,0.0,17-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Jun-2020 - 00:00,,34.76,45.41,66.87,21.46,17.94,11.96,0.33,32.65,12.0,120.24,2.0,1.26,1.01,88.96,95.61,3.11,236.35,0.06,18-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Jun-2020 - 00:00,,34.38,35.42,58.04,22.62,16.14,6.16,0.35,19.95,12.0,120.16,2.0,1.26,1.0,87.02,121.75,3.36,228.52,0.0,19-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Jun-2020 - 00:00,,54.37,28.92,54.83,25.92,16.23,8.51,0.35,14.74,11.98,120.14,2.0,1.26,1.0,86.67,105.84,3.4,232.71,0.0,20-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Jun-2020 - 00:00,,70.07,27.59,55.69,28.1,15.75,10.19,0.35,15.09,11.97,120.03,2.0,1.25,1.0,85.28,123.54,3.3,236.4,0.0,21-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Jun-2020 - 00:00,,54.31,29.67,58.96,29.39,14.86,10.08,0.38,12.66,12.01,120.39,2.0,1.26,1.0,90.28,79.77,3.28,235.29,0.06,22-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Jun-2020 - 00:00,,51.21,27.35,54.08,26.73,14.33,8.66,0.35,14.03,12.04,120.3,2.0,1.26,1.0,88.25,117.64,3.3,229.67,0.13,23-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Jun-2020 - 00:00,,53.34,23.4,47.71,24.31,14.24,7.22,0.35,15.48,11.96,120.02,2.0,1.25,1.0,85.13,137.57,3.27,229.71,0.0,24-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Jun-2020 - 00:00,,36.9,24.85,48.2,23.35,14.87,7.35,0.29,16.5,12.02,119.58,2.0,1.26,1.0,85.75,126.18,3.25,235.39,0.0,25-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Jun-2020 - 00:00,,49.78,29.91,59.91,30.01,12.9,17.71,0.77,8.38,12.0,120.27,1.99,1.26,1.0,91.44,80.7,3.01,237.92,0.57,26-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Jun-2020 - 00:00,,71.69,30.95,59.23,28.29,5.21,8.17,1.02,18.66,12.01,119.99,2.0,1.26,1.0,85.72,101.08,3.0,244.97,0.0,27-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Jun-2020 - 00:00,,70.12,18.35,39.39,21.04,5.49,3.43,1.01,12.54,11.99,119.63,2.0,1.25,1.0,84.64,117.93,3.22,237.56,0.0,28-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Jun-2020 - 00:00,,72.76,28.22,52.94,24.73,14.55,10.14,0.88,24.52,12.0,119.86,2.01,1.26,1.0,86.01,130.1,3.19,236.56,0.0,29-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Jun-2020 - 00:00,,50.79,29.92,54.28,24.39,26.45,3.22,0.99,14.36,11.98,119.76,2.0,1.26,1.0,86.85,89.1,3.06,231.96,0.0,30-Jun-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Jun-2020 - 00:00,,41.85,29.19,47.19,18.11,23.79,9.81,0.91,15.32,12.05,119.73,2.0,1.26,1.0,89.33,86.64,2.83,222.83,0.0,01-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Jul-2020 - 00:00,,32.52,30.16,49.55,19.4,24.9,5.28,0.95,17.07,12.01,120.06,1.99,1.26,1.0,83.98,117.13,3.26,233.8,0.0,02-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Jul-2020 - 00:00,,26.12,22.36,43.47,21.11,29.62,11.26,0.81,10.23,11.98,120.41,2.0,1.26,1.0,86.27,101.72,3.2,234.46,0.0,03-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Jul-2020 - 00:00,,35.11,26.36,49.4,23.06,32.38,7.33,1.03,10.46,12.0,120.01,2.0,1.25,1.0,88.77,86.96,2.98,227.54,0.03,04-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Jul-2020 - 00:00,,33.49,18.67,41.11,22.44,26.61,8.11,0.76,21.84,12.22,121.64,1.98,1.25,0.99,99.74,12.93,3.16,206.75,0.0,05-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,06-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
06-Jul-2020 - 00:00,,44.28,17.59,38.74,21.25,29.96,26.83,0.85,7.07,11.96,119.93,2.0,1.26,1.01,95.05,111.73,3.83,207.16,0.1,07-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
07-Jul-2020 - 00:00,,27.12,20.43,37.32,16.95,22.36,10.37,0.9,12.04,12.02,119.93,2.0,1.26,1.01,90.91,101.1,3.78,209.79,0.09,08-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
08-Jul-2020 - 00:00,,36.88,14.92,34.33,19.64,11.74,10.96,0.97,13.84,12.0,120.12,2.0,1.26,1.0,90.97,114.05,3.41,226.58,0.05,09-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
09-Jul-2020 - 00:00,,50.22,15.01,36.2,23.98,32.12,13.99,0.96,11.22,12.0,120.08,2.0,1.27,1.0,86.83,117.99,3.34,227.81,0.01,10-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
10-Jul-2020 - 00:00,,49.59,7.64,42.12,38.11,170.16,10.31,0.96,11.31,11.98,120.23,2.0,1.25,1.0,88.12,99.21,3.29,235.21,0.2,11-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
11-Jul-2020 - 00:00,,37.34,11.93,41.13,29.46,39.32,9.75,0.97,11.3,12.08,120.13,2.0,1.26,1.0,93.01,91.8,3.11,244.32,0.23,12-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
12-Jul-2020 - 00:00,,31.58,9.06,34.74,26.15,31.49,28.17,1.03,10.51,12.0,119.82,2.0,1.25,1.0,96.16,65.35,3.29,224.81,0.65,13-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
13-Jul-2020 - 00:00,,27.37,7.22,46.08,41.14,242.43,37.88,0.7,12.06,11.93,120.05,2.0,1.26,1.0,83.35,228.4,2.97,216.28,0.02,14-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
14-Jul-2020 - 00:00,,46.69,11.03,58.33,49.88,168.13,23.58,1.09,14.11,12.0,120.24,2.0,1.25,1.0,96.5,44.5,2.89,219.99,0.09,15-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
15-Jul-2020 - 00:00,,44.34,22.66,48.37,25.83,120.58,10.71,1.01,10.64,11.99,119.77,2.0,1.26,1.0,92.99,77.04,2.88,221.12,0.0,16-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
16-Jul-2020 - 00:00,,44.25,17.97,53.91,40.15,58.22,11.93,1.07,10.65,11.99,119.93,2.0,1.26,1.0,90.63,49.21,2.99,219.05,0.04,17-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Jul-2020 - 00:00,,27.04,4.97,24.35,19.85,1.98,7.14,1.12,5.85,11.92,119.49,1.99,1.25,1.0,88.33,115.63,3.16,211.67,0.0,18-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Jul-2020 - 00:00,,35.5,6.1,22.62,17.59,4.21,14.61,0.91,2.09,12.01,119.87,2.0,1.26,1.0,86.77,127.48,3.41,217.7,0.0,19-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Jul-2020 - 00:00,,50.77,,,,,23.31,0.76,4.14,12.0,120.33,2.0,1.26,1.0,90.5,108.04,3.25,239.9,0.05,20-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Jul-2020 - 00:00,,49.54,,,,,18.1,0.75,4.19,11.99,120.02,2.0,1.26,1.0,85.84,107.37,3.11,250.02,0.0,21-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Jul-2020 - 00:00,,54.04,,,,,45.67,0.59,3.18,11.97,119.76,2.0,1.26,1.0,88.52,105.73,3.22,229.33,0.03,22-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Jul-2020 - 00:00,,57.31,,,,,107.44,0.54,3.42,12.04,120.64,2.0,1.26,0.99,85.3,138.72,3.03,234.99,0.0,23-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Jul-2020 - 00:00,,,,,,,,,,11.99,120.74,2.0,1.26,1.0,,,,,0.0,24-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Jul-2020 - 00:00,,,,,,,6.6,1.12,2.43,11.93,119.92,2.0,1.26,1.0,97.33,6.63,3.06,225.93,0.33,25-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Jul-2020 - 00:00,5.8,33.64,12.0,23.18,13.31,24.39,7.38,1.03,5.69,12.04,120.21,2.0,1.26,1.0,92.32,75.8,3.03,226.2,0.14,26-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Jul-2020 - 00:00,15.09,22.74,15.73,29.16,13.46,28.61,7.69,0.87,10.07,12.01,119.78,2.0,1.26,1.0,82.49,143.24,3.06,222.68,0.0,27-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Jul-2020 - 00:00,14.41,27.56,19.0,31.64,13.47,27.81,12.27,0.98,20.56,11.98,120.09,2.0,1.26,1.0,85.88,127.13,3.07,236.7,0.16,28-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Jul-2020 - 00:00,19.32,50.29,22.96,34.92,12.96,29.5,8.18,0.87,21.05,11.97,119.72,2.0,1.26,1.0,87.09,111.64,3.06,255.34,0.0,29-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Jul-2020 - 00:00,27.19,53.63,23.06,35.0,13.8,29.47,14.17,0.8,13.61,12.01,120.11,2.0,1.26,1.0,91.84,90.62,3.09,223.99,0.0,30-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Jul-2020 - 00:00,21.57,,23.05,35.34,13.29,29.5,6.92,0.9,19.27,11.99,120.42,2.0,1.25,1.0,91.5,84.95,3.04,242.5,0.01,31-Jul-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
31-Jul-2020 - 00:00,19.03,,22.56,34.93,13.37,29.53,9.04,0.84,,11.98,120.31,2.0,1.26,1.0,90.48,92.83,2.97,236.3,0.03,01-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Aug-2020 - 00:00,19.76,33.68,22.97,34.63,12.66,29.63,12.06,0.88,13.36,11.99,120.08,2.0,1.26,1.0,91.37,76.23,3.04,239.49,0.0,02-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Aug-2020 - 00:00,20.54,37.27,22.83,35.12,13.29,29.51,8.01,0.94,14.04,11.98,119.84,2.0,1.26,1.0,87.1,115.06,2.96,233.16,0.0,03-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Aug-2020 - 00:00,11.74,30.09,22.72,34.9,13.19,29.62,8.19,0.9,13.35,11.96,119.98,1.99,1.26,1.0,88.69,88.06,3.32,216.3,0.0,04-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Aug-2020 - 00:00,9.84,18.24,23.18,34.79,12.61,29.54,8.91,0.86,14.38,11.99,120.15,2.0,1.26,1.0,84.92,123.79,3.03,226.62,0.0,05-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Aug-2020 - 00:00,29.18,65.8,23.03,35.04,13.01,29.54,10.3,1.0,14.17,12.04,119.83,2.0,1.26,1.0,87.95,106.61,1.94,128.17,0.0,06-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
06-Aug-2020 - 00:00,31.9,53.5,22.76,35.08,13.32,29.47,9.76,0.98,14.72,11.99,120.22,2.0,1.26,1.0,91.65,69.64,2.48,212.29,0.03,07-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
07-Aug-2020 - 00:00,20.11,28.32,22.87,35.01,13.17,29.57,8.7,0.87,14.04,12.01,119.96,2.0,1.26,1.0,96.13,60.74,3.1,238.03,0.19,08-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
08-Aug-2020 - 00:00,22.9,40.86,22.93,34.78,13.31,29.59,9.27,0.78,12.89,11.98,120.07,2.0,1.26,1.0,93.1,85.24,3.16,235.94,0.06,09-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
09-Aug-2020 - 00:00,19.85,41.48,22.6,34.43,12.83,29.6,8.38,0.81,12.17,12.0,119.79,2.0,1.26,1.0,90.67,90.82,3.07,257.93,0.0,10-Aug-2020 - 00:00,"GIDC, Ankleshwar - GPCB"
