from date,AT,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,Benzene,Eth-Benzene,Toluene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
30-Jul-2020 - 00:00,26.59,21.68,44.3,0.0,80.91,72.83,30.92,206.36,0.53,0.02,1.59,3.49,0.58,20.78,4.22,15.77,11.81,52.21,7.13,31-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
31-Jul-2020 - 00:00,27.63,25.79,58.58,0.0,70.59,92.64,31.9,198.19,0.63,0.0,0.17,2.49,0.52,22.92,3.85,15.65,11.45,52.74,8.54,01-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Aug-2020 - 00:00,26.19,20.0,43.6,0.39,83.9,57.23,30.15,192.5,0.52,0.02,1.27,3.06,0.59,14.54,3.46,14.78,10.67,49.82,8.9,02-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Aug-2020 - 00:00,26.7,18.78,35.26,0.0,81.81,80.0,31.86,191.17,0.57,0.04,0.45,2.86,0.58,28.25,2.6,11.82,8.39,51.82,9.39,03-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Aug-2020 - 00:00,25.87,18.63,35.22,0.0,85.4,51.1,31.49,211.47,0.76,0.0,0.07,2.55,0.49,19.17,1.66,5.59,4.33,51.58,8.64,04-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Aug-2020 - 00:00,25.7,14.68,26.64,1.2,87.06,68.9,31.64,209.68,0.7,0.02,0.26,2.64,0.54,17.44,2.46,9.54,7.06,52.28,7.76,05-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Aug-2020 - 00:00,25.56,20.93,37.37,0.22,87.81,46.71,31.38,177.01,0.68,0.01,1.7,3.11,0.63,14.74,3.41,15.56,11.03,51.55,8.75,06-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Aug-2020 - 00:00,25.43,20.41,35.02,0.04,89.68,44.6,31.05,159.81,0.56,0.07,3.74,3.8,0.72,15.35,3.79,23.26,15.45,52.14,9.04,07-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Aug-2020 - 00:00,25.64,20.92,42.42,0.0,85.87,42.48,30.88,196.42,0.7,0.05,3.95,4.02,0.71,11.26,5.44,22.76,16.53,50.28,32.38,08-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Aug-2020 - 00:00,25.43,18.92,36.53,0.01,86.89,34.44,30.97,226.5,0.79,0.0,0.34,2.59,0.53,8.0,5.59,11.63,10.73,52.06,7.2,09-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Aug-2020 - 00:00,25.48,17.6,36.04,0.0,86.0,39.48,30.49,250.44,1.0,0.0,0.1,2.43,0.46,9.59,3.44,6.45,6.23,51.67,7.95,10-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Aug-2020 - 00:00,25.46,22.54,47.31,0.01,87.76,36.85,30.38,244.22,0.85,0.0,0.06,2.51,0.54,10.9,6.18,13.25,12.07,50.26,7.55,11-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Aug-2020 - 00:00,25.05,18.31,32.5,0.12,92.17,25.33,30.26,249.17,0.82,0.0,0.06,2.81,0.58,14.24,7.56,13.15,13.13,50.77,8.33,12-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Aug-2020 - 00:00,25.36,15.45,30.94,0.0,88.71,36.98,30.23,228.69,0.79,0.0,0.04,2.75,0.49,13.72,5.52,9.91,9.79,50.95,7.7,13-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Aug-2020 - 00:00,24.61,13.86,25.0,0.2,93.01,23.51,30.02,250.97,0.91,0.0,0.0,2.9,0.55,11.94,9.33,12.85,14.42,51.5,8.71,14-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Aug-2020 - 00:00,25.0,12.84,25.0,0.01,89.81,43.45,30.39,234.85,0.79,0.0,0.02,2.82,0.53,10.52,5.36,9.43,9.38,49.67,6.67,15-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Aug-2020 - 00:00,25.02,12.9,23.44,0.01,89.47,41.14,30.52,214.91,0.63,0.0,0.0,2.88,0.49,9.65,3.27,6.99,6.38,46.38,6.98,16-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Aug-2020 - 00:00,25.47,14.15,26.73,0.0,87.02,44.47,30.57,238.88,0.7,0.0,0.02,2.97,0.48,9.22,3.1,6.45,5.95,46.05,7.73,17-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Aug-2020 - 00:00,25.25,15.12,28.19,0.08,90.55,32.71,30.67,241.94,0.71,0.0,0.03,3.02,0.59,9.56,6.31,11.67,11.33,46.32,8.08,18-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Aug-2020 - 00:00,25.01,13.98,25.3,0.01,92.14,23.42,30.41,237.47,0.74,0.0,0.02,3.06,0.55,10.21,7.17,10.71,11.52,48.57,7.32,19-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Aug-2020 - 00:00,25.1,14.32,25.71,0.03,89.16,38.83,30.42,255.09,0.96,0.0,0.03,3.12,0.56,10.73,5.94,10.22,10.27,48.16,5.87,20-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Aug-2020 - 00:00,25.45,15.35,29.67,0.28,88.61,51.86,30.37,239.99,0.81,0.0,0.21,3.18,0.59,10.82,4.44,11.83,9.9,48.23,7.21,21-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Aug-2020 - 00:00,24.43,13.83,24.97,1.44,94.62,27.81,29.58,239.99,0.84,0.01,0.35,3.17,0.57,10.2,6.83,15.77,13.82,48.28,7.88,22-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Aug-2020 - 00:00,24.0,12.46,20.32,0.94,95.62,29.9,28.93,212.26,1.21,0.0,0.02,2.22,0.41,8.77,3.48,5.92,5.98,48.35,7.31,23-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Aug-2020 - 00:00,24.74,12.19,21.86,0.01,89.0,53.2,29.35,203.0,0.97,0.0,0.0,2.04,0.35,7.36,2.69,3.1,3.75,48.4,7.5,24-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Aug-2020 - 00:00,24.99,19.25,38.02,0.0,85.91,44.06,29.67,202.94,0.73,0.0,0.0,2.36,0.44,6.62,5.63,9.72,9.76,48.3,8.53,25-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Aug-2020 - 00:00,25.42,20.95,43.09,0.0,82.34,69.38,29.73,213.38,0.78,0.0,0.0,2.46,0.43,6.49,5.21,8.75,8.85,48.24,7.12,26-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Aug-2020 - 00:00,25.55,31.72,72.94,0.0,80.07,63.17,29.73,246.45,0.87,0.01,0.03,2.88,0.5,7.45,9.38,14.24,15.2,47.94,6.89,27-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Aug-2020 - 00:00,25.08,27.12,62.19,0.02,84.43,39.6,29.77,272.89,1.35,0.0,0.0,3.17,0.47,8.86,6.06,10.15,10.33,47.72,5.71,28-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Aug-2020 - 00:00,24.88,15.28,26.51,0.44,90.0,50.24,29.54,271.72,1.55,0.0,0.0,3.14,0.47,10.54,4.72,10.61,9.49,46.44,5.98,29-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Aug-2020 - 00:00,23.82,12.78,22.43,3.07,98.02,20.19,28.56,227.94,1.0,0.0,0.02,3.02,0.44,10.13,3.66,7.7,6.96,46.24,7.33,30-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Aug-2020 - 00:00,24.3,11.92,20.69,0.03,92.11,41.3,28.74,203.19,0.75,0.0,0.0,2.53,0.41,8.15,2.72,6.56,5.7,46.8,7.58,31-Aug-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
31-Aug-2020 - 00:00,25.33,19.58,41.99,0.0,81.8,77.57,29.23,205.67,0.69,0.0,0.01,2.67,0.44,9.09,4.62,12.37,10.33,48.03,6.76,01-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Sep-2020 - 00:00,25.78,24.83,51.6,0.0,81.42,74.88,29.19,208.54,0.54,0.0,0.01,2.87,0.5,9.6,5.09,15.5,12.38,47.36,7.09,02-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Sep-2020 - 00:00,25.69,26.3,54.22,0.0,78.34,74.96,29.17,183.78,0.66,0.0,0.75,3.18,0.52,11.45,5.4,17.05,13.46,45.59,7.31,03-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Sep-2020 - 00:00,25.71,23.68,45.1,0.0,83.43,77.2,29.61,208.69,0.63,0.02,1.43,3.35,0.59,14.8,5.39,21.31,15.55,45.86,8.35,04-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Sep-2020 - 00:00,26.11,30.1,58.28,0.0,76.78,87.44,30.01,186.94,0.53,0.07,2.92,3.73,0.56,16.87,5.65,20.3,15.38,46.12,9.24,05-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Sep-2020 - 00:00,26.64,33.08,65.73,0.0,75.77,71.5,30.61,209.15,0.49,0.02,0.32,3.16,0.56,18.08,3.89,21.91,14.79,45.92,8.87,06-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Sep-2020 - 00:00,26.73,29.12,55.42,0.0,75.93,78.21,30.95,194.48,0.61,0.01,0.68,3.38,0.51,19.51,3.5,15.37,11.02,44.98,9.99,07-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Sep-2020 - 00:00,26.56,28.65,56.44,0.25,75.39,81.33,30.72,204.99,0.59,0.01,0.56,3.34,0.53,16.94,3.17,16.27,11.22,44.57,8.92,08-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Sep-2020 - 00:00,26.73,23.42,45.93,0.0,76.39,62.07,30.4,212.01,0.55,0.0,0.94,3.31,0.6,17.63,2.47,17.8,11.47,43.43,8.82,09-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Sep-2020 - 00:00,26.75,27.04,49.98,0.01,79.07,69.29,30.59,152.8,0.59,0.02,1.95,3.27,0.72,20.39,5.12,22.78,16.29,43.29,9.72,10-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Sep-2020 - 00:00,25.96,21.67,41.27,0.46,83.85,67.51,30.32,134.05,0.75,0.06,4.24,4.02,0.62,17.89,3.71,17.06,11.9,42.94,10.05,11-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Sep-2020 - 00:00,25.98,23.65,41.79,0.0,81.35,82.71,30.53,163.3,0.6,0.01,2.29,3.95,0.64,16.54,3.38,18.87,12.37,45.93,12.92,12-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Sep-2020 - 00:00,26.71,27.7,48.78,0.31,79.49,73.97,30.62,157.16,0.56,0.03,3.56,4.31,0.71,16.26,3.42,19.86,13.35,44.18,14.52,13-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Sep-2020 - 00:00,26.21,21.78,35.11,0.0,82.42,68.68,30.38,143.27,0.59,0.01,3.36,4.03,0.64,15.51,2.84,18.19,11.99,43.76,11.19,14-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Sep-2020 - 00:00,26.22,22.68,37.82,0.04,82.71,67.48,30.58,192.37,0.64,0.01,2.07,3.67,0.61,13.58,2.57,11.98,8.46,42.57,8.81,15-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Sep-2020 - 00:00,25.81,22.0,36.0,0.01,86.5,60.16,29.75,200.52,0.55,0.02,1.72,3.73,0.68,14.3,3.25,19.11,12.81,43.25,7.18,16-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Sep-2020 - 00:00,26.39,26.13,43.11,0.0,81.66,63.17,29.73,194.22,0.54,0.01,1.19,3.42,0.63,21.34,4.85,17.5,13.14,41.32,5.78,17-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Sep-2020 - 00:00,27.11,30.27,49.5,0.0,75.86,79.5,29.88,172.3,0.61,0.04,0.36,3.07,0.7,23.37,1.92,12.38,8.12,39.93,7.52,18-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Sep-2020 - 00:00,26.75,33.51,55.48,0.0,78.15,55.58,29.98,207.56,0.54,0.02,0.71,3.08,0.64,20.34,2.64,17.53,11.47,43.29,5.34,19-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Sep-2020 - 00:00,25.76,23.02,39.62,0.01,83.91,51.34,29.65,198.69,0.76,0.02,0.68,3.43,0.69,19.17,7.26,25.37,19.4,43.82,8.7,20-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Sep-2020 - 00:00,27.76,33.21,55.29,0.0,68.36,99.43,29.88,114.46,1.1,0.05,3.91,3.7,0.68,20.08,1.8,14.64,9.25,41.18,16.26,21-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Sep-2020 - 00:00,27.17,34.95,60.1,0.0,78.38,68.79,30.04,128.9,0.72,0.09,3.95,4.49,0.79,18.86,3.75,22.55,15.04,45.43,18.34,22-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Sep-2020 - 00:00,25.26,24.04,37.79,0.18,91.17,32.38,29.86,159.53,0.6,0.07,2.89,4.0,0.68,22.58,4.3,20.05,14.16,44.24,13.22,23-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Sep-2020 - 00:00,24.59,12.01,18.68,0.38,94.74,29.6,29.77,222.91,0.55,0.02,1.9,3.76,0.67,22.02,4.73,18.74,13.82,46.81,9.29,24-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Sep-2020 - 00:00,25.77,23.26,41.46,0.0,87.46,52.41,30.36,224.43,0.63,0.02,0.54,3.5,0.68,19.09,5.1,20.26,14.92,44.45,7.58,25-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Sep-2020 - 00:00,26.04,32.16,57.32,0.0,82.96,58.48,30.4,232.26,0.55,0.01,0.15,3.41,0.66,23.03,3.69,18.03,12.59,43.67,8.17,26-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Sep-2020 - 00:00,24.85,26.8,45.63,0.24,89.31,40.01,30.21,224.01,0.59,0.03,1.71,3.83,0.71,20.42,6.26,23.55,17.62,43.73,10.93,27-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Sep-2020 - 00:00,25.29,24.41,39.3,0.13,82.6,64.79,30.23,228.37,0.64,0.03,1.68,3.97,0.54,17.42,3.4,14.91,10.7,43.01,7.5,28-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Sep-2020 - 00:00,25.45,28.96,52.79,0.0,79.38,69.73,30.07,179.85,0.64,0.05,2.73,4.17,0.67,16.06,4.61,27.58,18.42,41.03,10.47,29-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Sep-2020 - 00:00,25.81,35.11,63.03,0.0,76.67,52.83,30.35,189.55,0.64,0.08,4.26,4.51,0.73,17.87,4.83,31.69,20.78,38.71,12.79,30-Sep-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Sep-2020 - 00:00,25.46,32.97,56.3,0.0,77.47,74.64,30.17,158.88,0.73,0.1,4.63,4.53,0.68,17.17,4.76,26.82,18.14,42.85,9.23,01-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Oct-2020 - 00:00,26.14,37.64,66.87,0.0,66.59,72.68,30.35,170.53,0.79,0.07,2.47,3.68,0.68,17.18,5.64,30.01,20.55,42.01,10.37,02-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Oct-2020 - 00:00,25.92,33.67,60.1,0.0,64.2,68.82,30.2,147.04,0.83,0.07,2.0,3.55,0.62,18.37,3.52,24.33,15.81,38.4,10.01,03-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Oct-2020 - 00:00,25.31,44.27,81.24,0.0,64.48,61.52,30.2,136.48,0.69,0.1,2.29,3.58,0.8,19.12,10.67,38.64,29.24,40.79,9.86,04-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Oct-2020 - 00:00,25.38,40.38,72.02,0.0,60.89,62.98,30.26,145.88,0.71,0.08,1.94,3.62,0.73,19.95,6.94,31.46,22.37,43.21,8.65,05-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Oct-2020 - 00:00,24.81,58.94,109.37,0.0,65.29,61.41,30.22,160.6,0.47,0.1,3.17,3.95,0.97,22.45,15.87,45.81,37.26,56.42,14.37,06-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Oct-2020 - 00:00,24.73,61.91,122.11,0.0,62.09,68.27,30.15,145.88,0.67,0.11,5.56,4.79,0.96,22.47,23.62,41.36,41.2,51.93,19.03,07-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Oct-2020 - 00:00,24.99,48.24,99.51,0.0,62.52,59.04,30.19,125.4,0.67,0.13,4.75,3.93,0.95,26.26,18.03,50.65,39.3,51.88,21.1,08-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Oct-2020 - 00:00,25.07,46.76,102.33,0.0,61.68,47.2,30.68,124.43,0.57,0.14,3.81,4.0,0.81,22.56,9.42,29.0,23.08,43.08,20.49,09-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Oct-2020 - 00:00,25.39,56.52,146.43,0.0,65.74,57.0,30.32,133.78,0.64,,,,0.74,20.64,4.16,32.92,20.9,23.47,14.35,10-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Oct-2020 - 00:00,26.61,35.54,90.12,0.0,56.48,74.43,30.58,96.88,0.76,0.58,24.52,20.52,0.63,21.11,2.17,15.51,10.02,38.29,17.06,11-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Oct-2020 - 00:00,25.18,57.51,167.14,0.0,64.6,50.69,30.48,129.09,0.61,0.37,11.29,15.5,0.72,19.91,7.15,29.01,21.24,27.09,11.26,12-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Oct-2020 - 00:00,26.84,39.78,99.77,0.0,62.69,60.56,30.74,127.27,0.53,0.48,18.25,21.48,0.68,21.34,5.54,23.15,16.82,34.35,36.48,13-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Oct-2020 - 00:00,27.22,34.54,80.2,0.0,66.68,66.42,30.69,116.92,0.57,0.25,15.19,19.57,0.65,20.45,7.0,52.6,33.11,27.0,19.95,14-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Oct-2020 - 00:00,27.37,23.2,48.36,0.0,63.6,66.69,30.62,107.6,0.69,0.19,8.71,15.78,0.54,5.75,3.01,43.14,25.39,27.6,13.0,15-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Oct-2020 - 00:00,26.95,19.49,51.4,0.0,66.1,60.91,30.57,127.34,0.7,0.19,14.68,19.75,0.56,4.9,3.37,39.98,24.94,25.26,37.4,16-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Oct-2020 - 00:00,27.53,31.5,75.65,0.0,64.42,61.02,30.77,115.17,0.58,0.26,14.23,17.54,0.6,6.31,9.85,43.35,31.05,37.63,21.55,17-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Oct-2020 - 00:00,26.5,31.4,82.48,0.0,71.5,50.1,30.75,121.76,0.57,0.35,15.94,20.81,0.67,5.44,7.92,43.47,29.57,25.81,15.01,18-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Oct-2020 - 00:00,26.95,36.48,103.77,0.0,66.97,42.86,30.58,143.97,0.5,0.5,21.7,30.34,0.61,7.19,7.0,44.28,29.23,32.31,31.83,19-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Oct-2020 - 00:00,26.61,23.84,62.8,0.8,70.07,48.98,30.55,141.86,0.61,0.43,14.03,24.36,0.56,7.11,4.22,33.17,20.94,45.45,15.65,20-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Oct-2020 - 00:00,25.39,30.79,75.1,0.0,73.71,59.54,30.44,104.76,0.71,0.61,12.52,25.66,0.82,9.17,5.09,45.75,28.49,44.82,29.21,21-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Oct-2020 - 00:00,24.9,45.6,138.94,0.0,60.31,77.65,30.56,126.17,0.52,0.89,19.28,27.0,0.99,7.24,14.31,53.14,39.9,34.99,22.4,22-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Oct-2020 - 00:00,24.9,58.91,169.2,0.0,64.11,61.02,30.52,165.83,0.47,0.82,22.35,25.59,1.02,7.88,24.13,62.37,52.79,29.81,38.76,23-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Oct-2020 - 00:00,25.02,61.12,169.68,0.0,60.53,60.42,30.52,187.99,0.59,0.7,16.85,24.16,1.03,11.56,23.06,61.67,51.54,25.77,27.53,24-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Oct-2020 - 00:00,24.42,53.21,136.65,0.0,60.17,51.46,30.43,170.78,0.49,0.64,15.98,26.29,0.95,10.1,22.99,61.81,51.13,26.16,18.83,25-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Oct-2020 - 00:00,24.58,54.41,127.72,0.0,62.81,53.74,30.53,141.03,0.44,0.93,35.87,44.19,0.86,11.16,19.13,58.11,46.46,32.06,29.37,26-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Oct-2020 - 00:00,24.1,39.47,99.31,0.0,57.72,47.99,30.65,169.86,0.47,0.51,22.4,32.45,0.79,10.64,7.58,51.81,33.72,34.88,18.66,27-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Oct-2020 - 00:00,23.9,48.35,103.64,0.0,56.34,58.56,30.46,131.64,0.47,0.85,16.92,23.85,0.94,11.66,12.53,51.98,37.69,35.01,17.9,28-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Oct-2020 - 00:00,23.9,59.76,121.89,0.0,58.75,56.88,30.3,133.56,0.42,0.75,13.15,11.82,1.16,13.08,24.43,64.81,54.33,33.73,28.96,29-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Oct-2020 - 00:00,23.83,68.62,151.42,0.0,57.37,60.85,30.36,151.91,0.47,0.78,13.15,13.34,1.49,15.87,24.89,68.26,56.54,33.38,33.66,30-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Oct-2020 - 00:00,23.45,61.33,127.63,0.0,58.14,59.33,30.03,118.31,0.48,0.74,12.23,11.4,1.38,19.28,21.81,61.81,50.61,34.57,21.87,31-Oct-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
31-Oct-2020 - 00:00,22.74,67.22,123.51,0.0,57.74,50.13,30.41,149.42,0.56,0.66,6.58,6.02,1.35,21.08,23.83,62.35,52.53,37.34,20.27,01-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Nov-2020 - 00:00,22.81,92.49,109.19,0.0,54.36,60.19,29.67,133.65,0.59,0.71,5.99,4.54,1.13,18.99,19.51,53.88,44.52,40.61,22.89,02-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Nov-2020 - 00:00,22.52,74.41,97.32,0.0,53.61,53.51,29.73,130.99,0.66,0.62,6.16,6.35,1.12,16.28,22.96,58.86,49.98,34.81,13.35,03-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Nov-2020 - 00:00,22.42,80.29,126.61,0.0,51.73,59.99,29.78,192.11,0.7,0.65,7.05,12.21,1.2,12.82,38.8,66.21,66.78,31.48,16.87,04-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Nov-2020 - 00:00,21.69,80.82,128.0,0.0,57.27,45.87,29.61,167.94,0.5,0.98,16.05,21.98,1.55,13.77,40.81,66.25,68.41,32.45,16.38,05-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Nov-2020 - 00:00,22.49,80.76,125.41,0.0,55.42,61.83,29.72,147.64,0.46,0.88,12.37,12.35,1.51,17.99,34.69,76.24,67.99,35.4,38.75,06-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Nov-2020 - 00:00,22.08,87.83,136.01,0.0,58.4,50.97,29.64,133.85,0.45,1.14,13.17,16.81,1.9,24.09,40.44,80.99,75.95,31.96,47.6,07-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Nov-2020 - 00:00,22.01,99.45,163.05,0.0,58.87,52.82,29.57,133.76,0.45,1.04,11.73,12.33,1.52,21.96,47.58,81.95,82.28,32.7,36.56,08-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Nov-2020 - 00:00,21.45,92.77,142.05,0.0,64.45,45.95,29.5,121.57,0.45,1.12,11.32,13.16,1.77,24.77,41.32,70.12,70.89,35.0,30.48,09-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Nov-2020 - 00:00,21.44,118.31,171.44,0.0,62.12,44.67,29.62,143.62,0.5,1.25,15.22,16.94,2.05,20.18,66.77,96.84,103.75,33.03,39.15,10-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Nov-2020 - 00:00,21.45,104.38,148.7,0.0,57.93,46.16,29.39,131.91,0.49,1.19,13.27,13.36,1.88,22.67,51.08,82.12,83.39,32.55,39.64,11-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Nov-2020 - 00:00,20.99,119.91,170.91,0.0,62.93,41.72,28.86,119.72,0.43,1.07,11.0,10.53,2.12,24.41,70.05,85.37,102.36,36.49,21.12,12-Nov-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
