from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
20-Apr-2020 - 00:00,9.12,16.54,33.58,17.73,13.03,0.47,29.1,22.72,94.75,1.75,13.4,0.58,0.32,0.81,42.37,4.93,179.32,126.09,0.0,21-Apr-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Apr-2020 - 00:00,76.1,107.06,108.03,288.12,14.04,0.37,46.27,25.58,73.56,1.58,14.96,0.62,0.37,0.61,34.93,5.13,237.83,149.92,0.0,22-Apr-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Apr-2020 - 00:00,63.15,47.52,19.51,,16.65,0.19,53.96,35.63,78.97,2.24,18.4,0.7,0.3,0.81,28.52,5.32,194.61,181.44,0.0,23-Apr-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Apr-2020 - 00:00,51.71,44.17,17.96,,15.37,0.21,38.45,32.43,82.7,2.09,16.51,0.75,0.32,0.85,33.52,5.0,174.04,171.5,0.0,24-Apr-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Apr-2020 - 00:00,49.87,43.35,18.08,,16.87,0.83,42.04,32.49,86.65,3.08,18.97,0.83,0.34,0.91,36.15,3.31,178.34,175.52,0.0,25-Apr-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Apr-2020 - 00:00,51.23,44.69,18.77,,12.45,0.22,34.81,16.13,36.29,1.08,15.7,0.76,0.21,0.58,46.18,3.74,180.03,163.48,0.0,26-Apr-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Apr-2020 - 00:00,52.88,47.42,20.72,,13.96,0.18,40.41,29.8,47.73,2.22,15.21,0.73,0.31,0.84,63.15,3.91,158.45,163.4,0.0,27-Apr-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Apr-2020 - 00:00,47.18,42.39,18.58,,14.94,0.21,44.9,25.55,39.93,3.82,13.67,0.73,0.19,0.52,67.31,3.63,132.91,177.06,0.0,28-Apr-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Apr-2020 - 00:00,45.72,41.78,18.73,,15.91,0.18,51.68,24.31,50.42,4.36,17.63,1.01,0.23,0.68,61.27,3.7,119.65,177.26,0.0,29-Apr-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-Apr-2020 - 00:00,51.8,46.92,20.78,,15.1,0.89,53.06,42.63,70.12,3.17,20.89,1.29,0.38,1.08,37.07,3.93,173.73,176.34,0.0,30-Apr-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-Apr-2020 - 00:00,36.93,35.27,16.79,,16.97,0.3,45.07,50.89,81.34,3.76,23.26,1.2,0.36,0.92,45.04,3.45,186.44,172.44,0.0,01-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-May-2020 - 00:00,44.31,40.09,18.32,,20.73,0.45,39.78,56.42,111.69,4.33,23.57,1.13,0.37,0.93,39.46,4.05,200.79,175.71,0.0,02-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-May-2020 - 00:00,33.01,30.49,14.56,,15.09,0.51,40.43,35.7,78.28,3.36,23.59,1.15,0.43,0.84,48.29,3.68,109.96,189.67,0.0,03-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-May-2020 - 00:00,7.49,8.91,6.79,,14.76,0.23,26.13,43.79,103.89,1.39,8.99,0.62,0.05,0.14,63.43,5.33,152.25,127.05,0.0,04-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-May-2020 - 00:00,30.32,35.47,20.55,,13.45,0.43,33.55,21.96,70.39,2.25,18.09,1.27,0.29,0.85,58.7,4.75,129.07,173.09,0.0,05-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-May-2020 - 00:00,39.73,44.84,25.22,,16.38,0.53,36.95,33.18,73.67,2.26,21.84,1.17,0.3,0.86,41.72,4.84,247.49,173.02,0.0,06-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-May-2020 - 00:00,27.21,30.07,16.66,,13.78,0.15,34.49,39.04,100.88,1.81,13.22,0.67,0.2,0.63,32.47,4.8,167.9,175.69,0.0,07-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-May-2020 - 00:00,20.12,19.43,9.34,,16.47,0.13,65.27,30.56,80.47,2.26,18.33,0.72,0.28,0.76,36.22,4.08,191.07,184.9,0.0,08-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-May-2020 - 00:00,19.93,19.58,9.6,,16.85,0.15,67.02,43.6,105.6,3.45,17.84,0.72,0.35,0.9,38.41,4.86,198.02,181.61,0.0,09-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-May-2020 - 00:00,18.5,18.72,9.49,,15.69,0.1,76.44,51.7,109.65,2.82,20.13,0.68,0.25,0.7,37.7,5.09,159.53,176.6,0.0,10-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-May-2020 - 00:00,22.9,22.49,11.04,,15.06,0.13,52.32,48.11,108.75,3.34,17.07,0.58,0.22,0.58,47.32,4.63,125.85,166.95,0.0,11-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-May-2020 - 00:00,26.62,26.13,12.78,,18.29,0.14,52.68,42.49,87.59,5.15,16.33,0.58,0.27,0.76,50.23,3.86,153.89,149.53,0.0,12-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-May-2020 - 00:00,26.4,25.39,12.15,,15.46,0.15,64.44,41.64,71.1,2.7,21.03,0.62,0.22,0.53,42.12,5.81,165.76,176.35,0.0,13-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-May-2020 - 00:00,24.51,24.26,12.0,,13.34,0.12,46.99,50.1,87.62,2.76,21.4,0.71,0.29,0.62,55.74,5.23,218.76,145.08,0.0,14-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-May-2020 - 00:00,26.58,25.86,12.56,,13.07,0.12,58.98,44.05,87.83,2.0,21.05,0.82,0.28,0.68,48.66,5.31,144.08,176.51,0.0,15-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-May-2020 - 00:00,20.76,20.29,9.89,,16.21,0.09,75.18,35.71,60.34,1.37,22.17,0.58,0.2,0.4,33.19,6.86,295.08,186.62,0.0,16-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-May-2020 - 00:00,16.56,15.84,7.53,,16.79,0.09,86.08,43.39,72.86,1.67,22.4,0.41,0.2,0.45,25.25,7.88,270.29,188.12,0.0,17-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-May-2020 - 00:00,20.94,18.09,7.49,,21.68,0.15,66.0,51.82,92.48,2.43,21.94,0.48,0.39,0.94,23.61,5.92,199.26,168.28,0.0,18-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-May-2020 - 00:00,16.9,15.16,6.63,,17.95,0.12,66.11,47.89,89.06,2.28,21.35,0.38,0.28,0.74,30.24,7.6,239.91,189.05,0.0,19-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-May-2020 - 00:00,15.58,13.77,5.9,,18.39,0.17,67.45,50.9,145.41,3.56,15.29,0.31,0.33,0.87,28.78,5.42,218.59,186.47,0.0,20-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-May-2020 - 00:00,23.69,20.36,8.39,,19.99,0.14,61.19,48.46,136.72,2.65,14.95,0.37,0.41,0.95,21.93,7.38,266.46,101.59,0.0,21-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-May-2020 - 00:00,37.09,31.12,12.29,,22.03,0.15,83.42,40.44,120.77,2.26,17.41,0.73,0.39,1.01,14.62,7.27,272.26,195.88,0.0,22-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-May-2020 - 00:00,20.8,17.1,6.52,,14.43,0.2,51.62,60.9,118.01,2.97,24.59,0.55,0.55,1.35,14.49,3.64,216.89,191.0,0.0,23-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-May-2020 - 00:00,14.83,14.69,7.27,,17.76,0.13,49.03,74.41,164.16,3.27,25.22,11.44,2.07,0.86,14.01,3.86,245.05,185.7,0.0,24-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-May-2020 - 00:00,9.3,9.7,5.07,,15.65,0.12,61.84,56.02,111.96,1.58,24.63,0.82,0.35,0.58,14.25,3.76,272.53,191.43,0.0,25-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-May-2020 - 00:00,11.97,11.44,5.43,,17.51,0.12,65.03,50.99,73.78,2.21,24.57,0.63,0.42,0.8,14.56,4.74,237.33,194.52,0.0,26-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-May-2020 - 00:00,10.12,10.45,5.4,,12.54,0.13,41.12,64.39,146.04,1.07,15.55,0.49,0.25,0.59,13.08,6.09,251.71,187.31,0.0,27-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-May-2020 - 00:00,13.84,12.52,5.54,,16.26,0.13,48.36,62.15,183.89,2.33,20.46,0.54,2.13,1.83,19.18,5.78,237.27,184.58,0.0,28-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-May-2020 - 00:00,11.61,12.21,6.44,,14.44,0.1,44.77,77.92,237.41,2.1,13.27,0.52,0.46,0.72,36.72,6.46,136.03,175.56,0.0,29-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-May-2020 - 00:00,11.46,12.76,7.09,,11.96,0.11,60.14,34.76,67.52,1.13,6.7,0.32,0.18,0.32,60.73,5.22,146.82,167.43,0.0,30-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-May-2020 - 00:00,13.26,14.15,7.59,,16.61,0.11,47.35,20.35,31.25,1.19,7.19,0.33,0.12,0.28,70.69,6.03,151.66,193.84,0.0,31-May-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
31-May-2020 - 00:00,14.5,15.15,7.98,,9.92,0.13,45.04,21.38,32.77,1.44,13.71,0.55,0.17,0.41,78.97,5.47,172.69,162.66,0.0,01-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-Jun-2020 - 00:00,15.55,14.8,7.01,,14.71,0.11,43.12,23.27,37.24,1.4,13.33,0.43,0.23,0.52,60.56,4.26,143.46,195.15,0.0,02-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Jun-2020 - 00:00,14.37,13.88,6.68,,13.85,0.11,47.29,32.4,50.64,1.21,9.74,0.36,0.21,0.48,58.15,4.82,176.95,175.27,0.0,03-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Jun-2020 - 00:00,14.28,13.99,6.86,,14.78,0.1,34.9,29.42,47.0,1.62,9.97,0.39,0.54,0.91,61.66,5.26,159.99,174.73,0.0,04-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Jun-2020 - 00:00,18.53,18.21,8.96,,12.44,0.1,41.4,32.32,55.76,2.1,11.45,0.52,0.43,0.84,66.61,5.03,202.56,133.66,0.0,05-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Jun-2020 - 00:00,14.26,14.5,7.4,,13.76,0.11,45.0,18.79,40.87,1.97,15.79,0.67,0.28,0.78,73.71,3.76,170.04,179.02,0.0,06-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Jun-2020 - 00:00,13.27,13.51,7.05,,10.53,0.15,42.15,21.01,38.55,1.59,19.65,0.77,0.3,0.87,79.04,3.48,157.42,181.09,0.0,07-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Jun-2020 - 00:00,13.99,14.45,7.57,,12.18,0.1,42.89,27.8,51.76,1.83,21.75,0.89,0.39,0.91,66.05,4.0,184.49,191.67,0.0,08-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Jun-2020 - 00:00,10.11,11.19,6.24,,13.55,0.1,43.93,32.89,58.97,1.31,14.73,0.48,0.27,0.66,54.42,4.06,220.12,194.93,0.0,09-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Jun-2020 - 00:00,11.88,12.62,6.74,,10.75,0.12,34.04,31.12,75.12,1.62,19.78,0.84,0.43,0.92,44.65,3.31,230.26,189.07,0.0,10-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Jun-2020 - 00:00,12.68,13.1,6.78,,13.06,0.13,29.31,22.7,76.18,1.26,20.76,0.89,0.31,0.74,43.91,3.21,212.91,186.96,0.0,11-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Jun-2020 - 00:00,11.95,12.27,6.32,,14.9,0.13,32.51,32.86,85.31,1.61,21.0,0.86,0.48,0.89,47.74,3.15,214.72,198.43,0.0,12-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Jun-2020 - 00:00,13.15,13.59,7.06,,11.67,0.13,35.15,39.53,89.45,2.43,22.38,1.19,0.48,1.07,46.3,2.79,151.05,177.35,0.0,13-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Jun-2020 - 00:00,12.49,12.83,6.61,,10.75,0.13,35.0,35.3,84.41,2.58,27.05,1.25,0.57,1.24,55.9,4.52,196.19,148.64,0.0,14-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Jun-2020 - 00:00,12.73,13.12,6.79,,14.82,0.17,35.24,42.18,80.44,3.19,31.52,1.28,0.92,1.45,52.38,3.66,202.41,178.71,0.0,15-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Jun-2020 - 00:00,13.12,12.96,6.4,,14.22,0.1,36.96,33.28,70.96,1.89,27.48,1.01,0.53,1.15,41.94,3.73,221.87,192.94,0.0,16-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Jun-2020 - 00:00,10.92,11.45,6.03,,15.22,0.11,38.02,31.9,99.96,1.91,23.25,0.86,0.37,0.95,43.31,3.39,147.85,184.42,0.0,17-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Jun-2020 - 00:00,10.35,11.03,5.92,,12.1,0.12,35.9,29.17,105.4,2.07,20.72,0.85,0.32,0.78,52.69,3.39,125.61,197.8,0.0,18-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Jun-2020 - 00:00,10.91,11.6,6.18,,13.37,0.14,35.67,58.33,139.3,1.76,29.11,1.03,0.4,0.9,47.06,3.89,202.5,190.82,0.0,19-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Jun-2020 - 00:00,9.29,10.3,5.74,,14.03,0.14,33.21,46.64,137.42,1.96,21.4,0.78,0.37,0.82,47.06,4.46,221.22,185.48,0.0,20-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Jun-2020 - 00:00,10.78,11.92,6.6,,12.79,0.12,29.07,29.11,72.29,0.93,18.98,0.84,0.32,0.58,47.06,3.83,213.64,151.24,0.0,21-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Jun-2020 - 00:00,12.16,12.65,6.59,,11.13,0.12,31.52,32.19,47.88,1.18,22.86,1.15,0.37,0.86,47.06,3.04,186.8,143.73,0.0,22-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Jun-2020 - 00:00,11.76,12.05,6.19,,12.69,0.14,39.1,33.79,56.03,1.75,19.47,0.9,0.48,0.75,47.06,4.08,210.23,195.09,0.0,23-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Jun-2020 - 00:00,7.34,9.16,5.6,,15.77,0.11,29.19,26.49,52.28,2.5,14.56,0.65,0.23,0.52,47.06,3.56,108.95,191.32,0.0,24-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Jun-2020 - 00:00,8.09,11.41,6.16,,12.42,0.13,31.0,26.16,47.39,2.42,17.52,0.83,0.23,0.63,47.06,3.59,145.69,142.65,0.0,25-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Jun-2020 - 00:00,8.7,10.34,6.12,,11.5,0.21,31.37,22.8,58.77,1.29,16.93,0.86,0.32,0.73,57.33,4.55,235.35,184.69,0.0,26-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Jun-2020 - 00:00,8.39,10.53,6.49,,12.79,0.17,31.46,22.75,71.56,1.24,17.27,0.96,0.58,0.86,69.26,4.94,248.23,144.73,0.0,27-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Jun-2020 - 00:00,6.53,9.0,5.88,,14.25,0.17,27.86,27.48,63.19,0.92,15.86,0.9,0.29,0.74,63.11,4.3,209.48,192.76,0.0,28-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Jun-2020 - 00:00,6.63,9.92,6.82,,12.35,0.19,24.16,34.94,90.95,0.85,27.11,1.5,0.36,0.9,52.23,4.09,235.99,193.56,0.0,29-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-Jun-2020 - 00:00,8.47,11.71,7.63,,19.41,0.13,23.15,37.84,88.27,0.91,34.16,1.6,0.48,0.97,43.56,6.08,222.14,193.58,0.0,30-Jun-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-Jun-2020 - 00:00,5.89,8.59,5.79,,15.49,0.28,30.54,36.84,61.5,2.37,16.72,1.02,0.37,0.94,55.31,2.47,153.16,149.48,0.0,01-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-Jul-2020 - 00:00,4.4,7.08,5.09,,12.41,0.14,39.06,36.98,98.34,1.85,20.38,1.24,0.34,0.95,63.43,2.53,147.39,165.44,0.0,02-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Jul-2020 - 00:00,4.25,7.07,5.11,,11.99,0.12,39.93,41.23,104.95,1.98,18.42,0.9,0.37,0.94,55.06,3.07,211.26,184.59,0.0,03-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Jul-2020 - 00:00,3.9,6.76,4.95,,12.79,0.17,35.68,44.66,116.28,1.91,18.31,0.81,0.41,0.88,50.04,3.23,189.82,186.79,0.0,04-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Jul-2020 - 00:00,3.85,6.91,5.14,,13.0,0.29,32.73,36.23,65.12,1.59,25.02,1.35,0.39,0.93,56.16,2.62,138.43,185.1,0.0,05-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Jul-2020 - 00:00,6.41,9.01,5.93,,12.6,0.17,37.06,18.16,39.71,1.21,23.99,1.44,0.52,1.05,65.76,2.83,145.87,189.71,0.0,06-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Jul-2020 - 00:00,4.48,6.87,4.85,,11.19,0.4,31.55,24.24,45.6,1.74,16.2,1.02,0.48,0.93,69.99,2.27,199.87,177.51,0.0,07-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Jul-2020 - 00:00,2.97,6.13,4.81,,13.39,0.79,28.64,23.79,33.87,1.47,13.38,0.66,0.2,0.56,76.1,2.3,102.94,177.75,0.0,08-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Jul-2020 - 00:00,2.88,6.01,4.88,,11.86,0.75,28.68,12.9,39.43,1.27,13.79,0.81,0.2,0.56,78.71,2.91,162.34,140.29,0.0,09-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Jul-2020 - 00:00,3.39,6.11,4.95,,13.27,0.69,23.25,13.2,29.86,0.7,14.22,0.76,0.22,0.53,73.64,3.74,231.56,188.08,0.0,10-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Jul-2020 - 00:00,2.76,6.27,5.44,,12.0,0.67,24.65,16.33,42.18,0.33,14.04,0.7,0.14,0.33,53.65,4.37,231.54,197.57,0.0,11-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Jul-2020 - 00:00,2.58,5.73,4.92,,10.62,0.75,27.35,21.44,42.77,0.67,15.05,0.58,0.26,0.48,61.89,3.12,144.33,174.72,0.0,12-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Jul-2020 - 00:00,2.74,6.32,5.19,,13.42,0.69,27.62,14.7,33.12,0.67,24.35,0.93,0.27,0.48,68.63,3.25,184.03,176.36,0.0,13-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Jul-2020 - 00:00,2.82,5.98,4.85,,13.56,0.74,38.48,25.85,70.52,0.61,15.83,0.66,0.37,0.52,68.63,4.1,243.82,182.35,0.0,14-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Jul-2020 - 00:00,2.47,5.86,4.81,18.31,16.27,0.7,53.6,26.18,67.36,0.79,17.18,0.75,0.26,0.58,67.29,3.31,185.9,139.52,0.0,15-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Jul-2020 - 00:00,3.65,5.79,4.91,20.82,11.8,0.76,56.05,34.17,80.73,1.61,15.07,0.67,0.25,0.58,52.51,2.58,124.24,81.66,0.0,16-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Jul-2020 - 00:00,5.79,5.14,4.85,24.09,13.69,0.7,54.21,31.02,76.2,1.44,13.64,0.57,0.19,0.48,58.44,3.27,134.17,68.82,0.0,17-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Jul-2020 - 00:00,5.86,7.14,7.25,23.17,11.0,0.84,55.11,28.96,67.65,1.37,14.49,0.57,0.21,0.53,66.63,3.07,156.73,63.34,0.0,18-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Jul-2020 - 00:00,5.72,6.83,6.29,23.06,10.92,0.75,42.09,28.54,49.93,1.15,16.79,0.84,0.27,0.61,71.98,2.63,181.04,71.41,0.0,19-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Jul-2020 - 00:00,3.46,3.41,3.83,20.54,14.81,0.78,23.84,9.6,40.11,2.16,27.33,3.69,0.7,1.25,82.1,5.51,224.61,59.87,0.0,20-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Jul-2020 - 00:00,3.52,3.5,3.92,20.65,15.06,0.76,42.57,7.57,30.47,0.78,15.72,1.57,0.33,0.67,78.17,5.73,238.94,64.19,0.0,21-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Jul-2020 - 00:00,3.5,3.6,4.03,20.6,14.99,0.68,40.65,17.1,24.26,0.68,10.47,0.64,0.23,0.5,87.67,6.36,152.45,72.13,0.0,22-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Jul-2020 - 00:00,3.43,3.66,4.13,20.48,9.43,0.69,17.27,3.66,27.59,0.88,12.25,0.72,0.42,0.74,87.46,7.47,211.86,60.46,0.0,23-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Jul-2020 - 00:00,3.61,3.66,4.05,20.77,14.63,0.7,15.64,5.76,33.47,0.93,13.28,0.74,0.39,0.73,75.14,4.93,223.04,108.74,0.0,24-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Jul-2020 - 00:00,3.51,3.6,4.03,20.61,10.94,0.69,15.22,26.59,41.74,1.2,15.89,0.77,0.36,0.78,75.8,2.9,193.81,72.65,0.0,25-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Jul-2020 - 00:00,3.5,3.63,4.07,20.61,11.98,0.89,15.96,15.24,38.88,1.22,16.12,0.83,0.59,0.91,80.2,3.39,158.51,83.35,0.0,26-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Jul-2020 - 00:00,3.59,3.62,4.02,20.74,10.26,0.82,15.12,30.58,40.01,0.04,0.44,0.01,0.0,0.0,72.84,3.54,168.15,94.99,0.0,27-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Jul-2020 - 00:00,3.62,3.77,4.16,20.79,13.86,0.71,15.53,15.6,38.58,0.33,7.67,0.27,0.05,0.09,66.24,4.77,257.72,96.43,0.0,28-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Jul-2020 - 00:00,3.59,3.63,4.03,20.74,11.31,0.72,15.2,18.67,28.38,0.59,20.22,0.85,0.27,0.47,64.74,4.26,231.72,65.37,0.0,29-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-Jul-2020 - 00:00,4.1,6.03,4.34,32.95,9.77,0.68,15.87,19.83,33.91,0.78,14.04,0.71,0.22,0.51,81.53,3.55,175.12,69.26,0.0,30-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-Jul-2020 - 00:00,5.82,11.65,6.2,29.93,12.19,0.75,15.56,16.9,24.34,1.01,14.76,0.76,0.32,0.69,83.98,3.29,197.16,81.34,0.0,31-Jul-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
31-Jul-2020 - 00:00,6.09,12.9,6.98,31.98,11.37,0.71,54.48,27.39,34.62,1.38,15.07,0.7,0.65,1.0,82.37,3.37,221.62,81.68,0.0,01-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-Aug-2020 - 00:00,5.4,10.37,4.71,30.2,12.24,0.79,93.39,24.62,41.43,1.77,18.37,0.77,0.41,1.05,90.48,4.24,190.49,59.14,0.0,02-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Aug-2020 - 00:00,4.64,7.37,1.99,27.16,9.79,0.86,93.8,14.28,26.92,0.63,21.2,0.76,0.26,0.59,72.73,4.5,236.5,98.54,0.0,03-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Aug-2020 - 00:00,4.74,7.68,2.25,28.1,11.84,0.81,94.04,14.25,21.78,0.41,20.8,0.74,0.15,0.39,79.53,3.44,203.6,68.16,0.0,04-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Aug-2020 - 00:00,4.76,7.46,3.72,27.34,9.33,0.85,93.77,21.31,31.88,0.86,18.59,0.64,0.39,0.7,80.92,4.2,219.83,65.93,0.0,05-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Aug-2020 - 00:00,4.77,7.79,5.36,28.42,11.12,0.92,85.47,26.25,36.74,1.41,20.39,0.89,0.72,1.32,91.64,3.53,174.49,45.43,0.0,06-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Aug-2020 - 00:00,4.62,7.46,5.1,27.24,9.73,0.79,79.03,17.92,26.16,0.99,17.23,0.81,0.45,0.84,87.47,3.65,167.95,72.73,0.0,07-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Aug-2020 - 00:00,4.73,7.69,5.27,27.97,15.35,0.81,79.74,20.59,31.9,0.72,15.53,0.59,0.16,0.44,85.44,4.71,136.34,67.95,0.0,08-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Aug-2020 - 00:00,4.83,7.62,5.14,28.02,9.96,0.87,79.27,25.64,44.62,1.02,15.96,0.61,0.21,0.59,80.42,3.71,208.54,82.13,0.0,09-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Aug-2020 - 00:00,4.8,7.54,5.08,27.51,13.35,0.79,79.85,14.78,23.53,0.55,22.29,0.87,0.48,0.66,86.74,4.21,258.44,61.99,0.0,10-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
