from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
10-Aug-2020 - 00:00,4.44,7.46,5.22,26.89,11.94,0.82,37.64,14.36,22.48,0.78,13.26,0.62,0.17,0.5,92.32,3.52,156.57,55.93,0.0,11-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Aug-2020 - 00:00,9.18,11.71,7.01,41.85,13.28,0.8,5.94,13.83,22.81,0.94,16.38,0.6,0.25,0.57,90.12,4.13,227.62,75.91,0.0,12-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Aug-2020 - 00:00,141.49,98.09,25.27,267.11,9.99,0.83,5.19,18.85,30.28,0.41,23.01,0.64,0.17,0.41,82.41,4.7,225.25,93.91,0.0,13-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Aug-2020 - 00:00,125.89,85.76,20.92,253.79,9.74,0.84,3.5,7.78,17.76,0.64,14.36,0.56,0.33,0.6,98.66,4.39,188.33,21.74,0.0,14-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Aug-2020 - 00:00,57.21,33.4,4.39,165.27,16.09,0.94,2.03,10.3,19.8,0.86,14.39,0.7,0.28,0.74,94.12,3.83,128.92,61.93,0.0,15-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Aug-2020 - 00:00,56.85,33.71,4.22,166.6,11.64,0.7,2.04,6.02,19.63,0.84,23.42,1.2,0.45,1.46,91.67,4.53,165.53,76.13,0.0,16-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Aug-2020 - 00:00,55.77,32.66,3.74,163.78,12.27,1.01,2.49,13.21,20.84,0.74,25.7,1.4,0.45,1.57,87.57,4.38,160.35,74.76,0.0,17-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Aug-2020 - 00:00,56.12,32.16,3.37,166.43,13.25,0.8,14.39,8.66,28.84,0.88,17.08,0.84,0.37,1.16,88.33,4.13,165.33,72.55,0.0,18-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Aug-2020 - 00:00,68.23,39.14,3.77,196.92,12.05,0.81,23.6,14.98,27.66,0.76,15.52,0.73,0.68,1.15,90.0,4.7,191.49,78.19,0.0,19-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Aug-2020 - 00:00,54.32,31.22,3.16,166.02,9.02,0.81,23.45,11.09,17.87,0.75,16.75,0.7,0.38,1.0,98.39,3.57,143.16,20.42,0.0,20-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Aug-2020 - 00:00,35.78,19.72,3.49,115.39,13.07,0.77,23.26,21.3,12.83,0.68,15.11,0.59,0.25,0.79,97.65,3.53,135.59,29.38,0.01,21-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Aug-2020 - 00:00,19.51,13.65,8.61,81.34,8.71,0.85,22.95,13.3,23.56,1.0,20.62,0.99,1.89,1.68,87.85,3.34,146.19,75.91,0.0,22-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Aug-2020 - 00:00,20.26,13.36,7.9,76.42,12.41,0.83,23.47,11.7,20.9,0.59,19.07,0.65,0.28,0.68,88.65,3.65,63.69,54.17,0.0,23-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Aug-2020 - 00:00,19.68,13.05,7.89,76.23,8.99,0.8,22.94,10.48,18.91,0.5,19.93,0.9,0.21,0.63,91.3,4.3,89.72,54.87,0.0,24-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Aug-2020 - 00:00,22.53,13.71,7.03,75.47,12.46,0.87,23.42,12.85,19.31,0.5,11.83,0.6,0.17,0.53,94.47,5.99,150.67,52.6,0.0,25-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Aug-2020 - 00:00,21.57,11.34,5.2,63.05,9.98,0.89,23.22,11.81,28.17,0.74,13.83,0.7,0.25,0.76,90.36,5.15,165.57,66.04,0.0,26-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Aug-2020 - 00:00,23.73,12.51,5.12,64.64,10.64,0.79,23.33,12.12,18.82,0.42,11.98,0.48,0.14,0.4,78.03,7.22,210.93,75.68,0.0,27-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Aug-2020 - 00:00,15.37,8.57,5.55,47.23,10.6,0.81,23.22,15.06,23.36,0.35,17.0,0.66,0.25,0.43,75.42,6.75,232.79,69.92,0.0,28-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Aug-2020 - 00:00,16.04,8.68,5.28,47.12,11.08,0.81,23.27,15.19,25.6,0.66,14.52,0.6,0.48,0.77,87.3,6.39,208.34,44.66,0.0,29-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-Aug-2020 - 00:00,16.55,9.06,5.35,48.18,11.08,0.98,23.29,24.49,56.59,1.51,18.09,0.84,1.73,1.85,86.25,6.43,108.5,59.48,0.0,30-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-Aug-2020 - 00:00,18.21,10.05,5.54,52.29,11.31,0.82,23.34,16.61,21.81,0.5,15.93,0.68,0.17,0.49,94.5,6.63,123.26,32.5,0.0,31-Aug-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
31-Aug-2020 - 00:00,16.44,8.71,5.21,48.19,16.99,0.83,22.92,10.3,19.67,0.62,10.85,0.54,0.18,0.54,83.83,6.52,165.52,66.72,0.0,01-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-Sep-2020 - 00:00,15.32,8.25,5.3,45.12,11.44,0.78,23.35,12.74,23.66,0.78,12.48,0.56,0.18,0.53,81.26,5.33,176.13,81.83,0.0,02-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Sep-2020 - 00:00,13.64,7.62,5.52,41.87,12.75,0.81,23.45,12.0,27.84,0.68,14.28,0.58,0.22,0.5,79.38,4.8,218.26,63.07,0.0,03-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Sep-2020 - 00:00,14.83,7.57,4.97,42.36,9.94,0.85,23.01,18.98,38.94,0.92,14.29,0.57,0.21,0.58,84.97,5.77,130.06,61.86,0.0,04-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Sep-2020 - 00:00,12.71,6.71,5.16,38.73,12.0,0.78,23.29,24.89,44.26,1.17,15.15,0.71,0.24,0.69,91.73,6.74,162.68,61.62,0.0,05-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Sep-2020 - 00:00,9.45,5.15,5.19,32.01,8.65,0.82,23.03,14.71,25.06,0.91,13.47,0.56,0.3,0.66,87.87,5.58,206.25,77.33,0.0,06-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Sep-2020 - 00:00,9.68,5.45,5.23,32.56,13.62,0.84,23.19,6.97,23.04,0.84,18.7,0.83,0.47,0.96,81.1,5.26,205.46,85.58,0.0,07-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Sep-2020 - 00:00,8.45,4.31,4.66,27.91,9.2,0.79,22.97,21.79,40.71,1.13,15.73,0.74,0.58,1.06,89.74,6.96,204.56,58.83,0.0,08-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Sep-2020 - 00:00,7.51,4.38,5.35,27.63,11.34,0.86,23.56,14.75,25.61,0.77,13.44,0.55,0.31,0.62,87.86,6.28,194.71,57.31,0.0,09-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Sep-2020 - 00:00,6.43,3.65,5.17,25.29,10.64,0.81,23.1,24.25,46.86,0.47,4.75,0.17,0.06,0.12,77.28,7.23,231.64,80.68,0.0,10-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Sep-2020 - 00:00,5.94,3.37,5.21,23.61,13.98,0.84,23.14,36.31,77.98,0.01,0.01,0.01,0.0,0.0,71.12,8.92,215.58,84.88,0.0,11-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Sep-2020 - 00:00,5.51,3.43,5.55,23.69,13.61,0.89,23.16,38.12,87.23,2.63,18.92,1.14,2.71,1.71,60.94,9.07,197.89,85.95,0.0,12-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Sep-2020 - 00:00,5.82,3.51,5.41,24.21,15.19,0.91,23.9,44.67,91.81,3.13,22.43,1.57,6.2,3.89,43.06,9.61,171.45,95.58,0.0,13-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Sep-2020 - 00:00,5.56,3.45,5.5,23.01,15.27,0.96,23.21,41.92,81.27,3.12,22.4,1.57,6.2,3.88,43.06,8.58,187.38,85.56,0.0,14-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Sep-2020 - 00:00,5.12,2.97,4.75,20.1,13.59,0.89,23.73,41.79,106.98,3.12,22.43,1.56,6.17,3.9,43.06,7.6,178.77,65.66,0.0,15-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Sep-2020 - 00:00,6.5,3.98,5.46,25.46,14.71,0.96,23.14,50.39,124.25,3.12,22.44,1.56,6.19,3.89,49.37,9.14,230.82,83.47,0.0,16-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Sep-2020 - 00:00,7.29,5.9,5.26,20.66,12.51,0.75,23.1,46.62,94.38,3.11,22.43,1.56,6.21,3.88,62.74,9.56,201.83,90.07,0.0,17-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Sep-2020 - 00:00,9.02,7.85,5.33,14.76,15.11,0.81,23.15,33.41,71.45,3.12,22.43,1.55,6.22,3.9,58.01,12.69,219.49,87.58,0.0,18-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Sep-2020 - 00:00,7.86,6.95,5.03,11.73,10.86,0.81,23.28,24.65,51.93,3.12,22.39,1.56,6.19,3.92,56.59,12.36,223.69,83.33,0.0,19-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Sep-2020 - 00:00,7.22,6.41,4.78,10.51,15.81,0.96,23.58,26.9,70.72,3.12,22.46,1.55,6.2,3.88,64.13,9.41,169.14,72.68,0.0,20-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Sep-2020 - 00:00,7.39,6.79,5.11,11.75,12.42,0.79,23.34,26.77,74.46,3.11,22.39,1.55,6.22,3.89,61.79,10.58,206.53,85.26,0.0,21-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Sep-2020 - 00:00,6.68,6.29,4.98,10.08,17.8,0.81,23.57,34.32,80.02,3.11,22.4,1.56,6.22,3.88,66.16,9.3,161.17,70.09,0.0,22-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Sep-2020 - 00:00,5.58,5.52,4.85,8.28,12.68,0.8,23.13,21.6,50.94,3.13,22.39,1.56,6.19,3.89,72.53,8.21,168.48,77.11,0.0,23-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Sep-2020 - 00:00,5.22,5.38,4.83,8.46,13.45,0.86,15.57,20.01,48.03,3.11,22.43,1.57,6.17,3.89,74.04,7.65,140.98,76.74,0.0,24-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Sep-2020 - 00:00,6.84,6.46,5.06,11.46,12.34,0.79,4.01,16.18,57.86,3.11,22.41,1.55,6.2,3.88,71.95,7.3,141.84,89.6,0.0,25-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Sep-2020 - 00:00,6.89,6.51,5.1,12.22,13.9,0.85,3.82,27.22,74.32,3.14,22.38,1.57,6.19,3.92,60.6,10.62,194.6,90.49,0.0,26-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Sep-2020 - 00:00,6.35,6.34,5.2,11.56,12.3,0.78,3.6,33.2,106.9,3.11,22.42,1.56,6.22,3.89,57.51,10.89,217.74,79.27,0.0,27-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Sep-2020 - 00:00,7.57,6.97,5.2,14.31,15.9,0.76,3.6,14.83,43.87,3.12,22.42,1.57,6.22,3.89,53.48,7.22,209.94,85.31,0.0,28-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Sep-2020 - 00:00,6.17,6.05,5.01,11.19,17.8,0.81,3.64,29.63,85.46,3.13,22.4,1.56,6.19,3.91,48.47,9.25,229.74,88.47,0.0,29-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-Sep-2020 - 00:00,10.01,8.37,5.34,19.28,20.51,0.71,3.85,37.12,95.6,3.13,22.39,1.56,6.2,3.88,51.55,11.17,236.08,83.86,0.0,30-Sep-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-Sep-2020 - 00:00,11.75,9.4,5.47,23.93,21.13,0.88,3.51,34.71,90.22,3.12,22.44,1.56,6.19,3.88,48.73,9.67,229.74,87.12,0.0,01-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-Oct-2020 - 00:00,7.92,7.25,5.3,15.36,14.88,0.93,3.96,36.93,96.15,3.12,22.39,1.57,6.2,3.91,43.22,9.2,207.82,85.93,0.0,02-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Oct-2020 - 00:00,6.46,6.37,5.19,12.48,17.2,0.82,3.81,26.71,82.08,3.11,22.4,1.56,6.21,3.89,37.6,7.19,242.52,90.91,0.0,03-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Oct-2020 - 00:00,10.56,8.26,4.33,27.19,17.25,0.99,5.56,41.4,127.81,3.12,22.42,1.55,6.09,3.82,41.28,5.8,216.19,85.3,0.0,04-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Oct-2020 - 00:00,12.07,8.62,2.42,47.46,14.15,0.83,3.99,49.7,141.09,3.12,22.43,1.57,6.2,3.88,40.77,6.12,229.78,85.67,0.0,05-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Oct-2020 - 00:00,12.18,8.37,2.26,45.9,19.18,0.81,3.91,61.64,154.7,3.12,22.44,1.56,6.21,3.88,39.97,8.02,207.44,90.99,0.0,06-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Oct-2020 - 00:00,0.79,1.32,1.88,15.04,16.94,0.99,2.2,60.84,121.98,3.11,22.43,1.56,6.22,3.89,37.68,6.86,213.96,89.96,0.0,07-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Oct-2020 - 00:00,0.8,1.87,1.63,21.66,18.84,0.88,2.01,59.79,125.37,3.13,22.43,1.56,6.18,3.89,40.11,7.64,217.2,90.44,0.0,08-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Oct-2020 - 00:00,0.71,1.77,1.78,20.8,16.54,0.95,1.7,54.56,112.2,3.13,22.42,1.56,6.2,3.88,40.05,7.65,226.71,85.64,0.0,09-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Oct-2020 - 00:00,2.43,3.75,1.66,17.31,18.88,1.08,5.93,73.71,160.66,2.83,20.61,1.13,4.87,3.67,41.48,10.63,203.3,72.36,0.0,10-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Oct-2020 - 00:00,5.21,6.76,2.57,14.82,23.3,0.92,12.32,81.77,148.16,3.06,15.19,0.59,3.49,4.35,41.35,7.96,208.75,72.74,0.0,11-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Oct-2020 - 00:00,6.31,6.55,2.42,13.91,17.67,0.98,12.34,55.63,121.2,2.57,22.53,1.02,3.19,4.24,40.56,8.24,215.05,69.97,0.0,12-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Oct-2020 - 00:00,6.86,6.69,2.88,14.41,16.37,1.2,12.1,69.35,126.6,3.27,15.06,0.79,1.74,2.78,39.31,7.91,170.56,66.18,0.0,13-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Oct-2020 - 00:00,7.81,6.67,2.04,15.59,20.02,1.5,12.35,63.87,131.97,4.1,21.84,1.05,2.94,4.17,49.67,10.21,143.44,57.4,0.0,14-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Oct-2020 - 00:00,7.46,6.69,2.05,15.37,15.47,1.7,12.03,67.06,127.1,4.1,20.98,1.33,1.81,2.81,59.53,10.03,143.89,58.82,0.0,15-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Oct-2020 - 00:00,6.98,6.67,2.45,14.77,16.68,1.72,12.48,83.06,165.26,4.72,21.89,0.87,3.39,4.11,47.28,9.94,138.95,54.49,0.0,16-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Oct-2020 - 00:00,7.08,6.72,2.35,14.97,16.89,1.31,12.18,96.18,168.82,3.98,17.14,0.8,1.69,2.63,34.37,8.54,152.74,66.23,0.0,17-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Oct-2020 - 00:00,7.18,6.38,2.69,14.11,17.13,1.33,12.01,115.43,159.71,4.0,17.22,0.83,1.79,2.64,39.5,9.55,160.37,59.02,0.0,18-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Oct-2020 - 00:00,6.03,6.65,2.89,14.12,16.01,1.19,12.13,76.06,130.16,3.14,23.16,0.98,2.39,2.82,32.88,14.21,200.76,55.22,0.0,19-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Oct-2020 - 00:00,6.74,6.8,2.63,15.02,24.16,1.3,12.28,65.11,121.8,2.69,19.9,0.91,1.1,1.75,26.21,13.36,213.71,63.87,0.0,20-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Oct-2020 - 00:00,7.0,6.56,2.25,14.43,17.95,1.38,12.75,86.61,143.41,2.95,18.11,0.73,1.82,2.47,28.52,35.11,197.17,66.62,0.0,21-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Oct-2020 - 00:00,8.62,10.16,7.38,18.16,15.18,1.55,7.76,108.97,173.16,4.25,16.77,0.64,1.19,2.34,30.93,39.65,178.53,60.03,0.0,22-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Oct-2020 - 00:00,8.43,13.01,12.68,18.92,18.05,1.77,3.51,114.81,161.36,4.45,21.1,0.66,1.42,2.17,33.27,34.09,159.61,57.6,0.0,23-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Oct-2020 - 00:00,8.17,14.36,12.54,18.79,17.63,1.75,3.36,111.58,142.14,6.14,28.4,0.63,2.97,3.48,35.44,12.23,168.96,57.06,0.0,24-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Oct-2020 - 00:00,22.12,18.0,10.49,37.31,18.5,1.49,3.07,93.8,132.79,5.91,24.28,0.76,1.8,2.16,45.07,2.35,196.56,56.73,0.0,25-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Oct-2020 - 00:00,40.68,30.63,13.1,68.52,15.59,1.13,2.94,81.91,121.77,3.78,21.33,0.7,1.28,2.08,34.83,2.26,178.05,57.95,0.0,26-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Oct-2020 - 00:00,37.52,26.74,10.76,61.3,18.5,1.0,3.05,96.91,166.28,3.48,14.88,0.55,0.83,1.61,31.2,2.46,235.79,64.6,0.0,27-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Oct-2020 - 00:00,37.06,26.17,9.91,60.1,29.76,0.78,5.43,131.72,209.61,3.95,15.51,0.55,0.91,1.42,31.17,2.79,220.95,62.94,0.0,28-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Oct-2020 - 00:00,40.79,28.67,10.98,68.27,17.24,1.09,5.1,118.44,159.03,4.76,13.19,0.61,1.25,2.16,35.09,3.42,186.17,66.35,0.0,29-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-Oct-2020 - 00:00,43.46,31.34,11.89,76.1,13.72,1.18,7.67,118.76,181.25,4.93,11.19,0.56,1.19,1.73,38.76,4.74,169.51,49.21,0.0,30-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-Oct-2020 - 00:00,36.22,25.72,10.2,58.66,23.94,0.81,6.36,108.11,185.98,1.67,3.56,0.13,0.53,0.7,35.84,5.33,180.18,52.91,0.0,31-Oct-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
31-Oct-2020 - 00:00,23.19,18.13,9.58,32.69,18.07,0.99,6.45,142.94,231.82,1.81,5.61,0.16,0.22,0.76,35.03,3.09,237.9,60.85,0.0,01-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-Nov-2020 - 00:00,21.18,17.24,9.75,31.19,19.14,1.01,4.65,86.24,144.47,3.47,14.33,0.47,0.0,1.56,26.06,2.71,230.0,60.77,0.0,02-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Nov-2020 - 00:00,19.41,17.01,9.56,37.42,14.8,0.92,8.95,103.14,182.35,4.18,10.06,1.23,0.9,2.14,26.28,2.99,195.87,65.58,0.0,03-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Nov-2020 - 00:00,12.75,12.02,6.33,35.08,19.51,1.32,9.16,105.02,179.06,1.53,3.86,0.29,0.3,0.57,26.87,2.6,212.99,64.89,0.0,04-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Nov-2020 - 00:00,25.58,19.25,7.26,45.32,18.41,1.34,9.41,132.2,216.17,2.07,4.72,0.35,0.33,0.66,34.09,2.54,186.7,54.27,0.0,05-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Nov-2020 - 00:00,24.67,17.92,6.43,40.91,18.37,1.42,9.47,131.55,202.09,2.57,4.18,0.37,0.31,0.52,45.15,2.48,182.31,56.43,0.0,06-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Nov-2020 - 00:00,39.03,43.42,20.93,97.03,21.11,0.96,10.36,169.72,290.55,2.7,4.25,0.45,0.51,0.94,39.01,2.65,176.68,45.3,0.0,07-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Nov-2020 - 00:00,29.94,26.89,11.78,104.49,19.99,0.92,3.86,221.35,341.7,2.65,3.92,0.44,0.5,0.86,38.74,2.79,192.8,46.8,0.0,08-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Nov-2020 - 00:00,25.08,20.64,7.89,84.51,15.31,2.05,3.37,197.5,284.85,3.15,5.05,0.45,0.37,0.68,55.11,2.58,142.03,44.92,0.0,09-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Nov-2020 - 00:00,20.28,13.94,3.5,56.37,16.73,1.47,3.14,278.51,415.9,3.85,7.48,0.8,0.77,1.02,56.2,2.42,144.64,41.55,0.0,10-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Nov-2020 - 00:00,12.37,8.6,2.25,42.16,18.8,1.27,3.22,267.28,407.57,3.62,5.26,0.7,1.01,1.39,55.61,2.36,151.46,40.51,0.0,11-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Nov-2020 - 00:00,4.95,3.21,0.65,26.03,15.12,1.08,3.22,123.25,210.95,2.23,4.52,0.66,0.69,1.05,56.24,1.96,174.46,47.45,0.0,12-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Nov-2020 - 00:00,22.46,15.41,3.86,81.09,18.84,0.92,3.25,109.97,152.78,1.95,3.55,0.48,0.47,0.77,57.29,2.16,170.37,52.08,0.0,13-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Nov-2020 - 00:00,63.36,62.47,30.72,245.52,18.43,1.15,3.23,101.27,181.73,2.39,3.88,0.53,0.56,0.89,56.7,2.51,185.53,48.06,0.0,14-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Nov-2020 - 00:00,25.74,40.78,28.61,150.26,20.91,1.07,3.18,129.29,203.94,2.41,4.4,0.45,0.42,0.76,54.96,2.11,165.68,44.35,0.0,15-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Nov-2020 - 00:00,22.39,28.71,18.38,125.03,32.01,1.59,3.08,150.83,197.42,2.49,2.92,0.31,0.19,0.38,75.24,2.35,154.11,34.15,0.0,16-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Nov-2020 - 00:00,17.11,30.3,22.41,135.73,11.89,1.85,3.06,35.61,63.42,1.39,3.4,0.17,0.1,0.25,98.97,2.22,127.33,20.6,0.0,17-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Nov-2020 - 00:00,24.34,31.34,19.5,127.75,18.94,1.78,2.97,33.08,54.25,1.06,2.9,0.21,0.16,0.34,81.34,2.62,225.41,58.73,0.0,18-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Nov-2020 - 00:00,34.94,37.5,20.14,148.37,17.7,2.02,3.01,44.43,81.33,1.56,2.77,0.31,0.24,0.49,74.23,2.35,179.37,50.72,0.0,19-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Nov-2020 - 00:00,30.78,31.67,16.32,129.47,20.38,2.01,3.0,50.33,81.71,1.62,3.94,0.31,0.3,0.56,62.43,2.42,168.34,53.96,0.0,20-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Nov-2020 - 00:00,29.61,27.5,12.6,116.76,21.86,1.79,2.97,48.45,83.86,1.37,3.45,0.32,0.36,0.62,53.11,3.21,235.91,62.43,0.0,21-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Nov-2020 - 00:00,23.93,21.84,9.78,98.46,26.03,1.54,2.98,33.82,74.11,0.87,1.84,0.15,0.18,0.34,45.34,3.23,268.37,62.43,0.0,22-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Nov-2020 - 00:00,33.33,30.86,14.08,122.98,21.54,1.63,3.0,39.98,71.37,1.19,2.48,0.21,0.17,0.35,41.2,2.71,205.7,61.76,0.0,23-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Nov-2020 - 00:00,39.81,42.3,22.51,154.48,24.89,2.05,2.97,69.9,120.82,2.04,2.32,0.33,0.22,0.5,53.16,2.35,149.03,51.47,0.0,24-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Nov-2020 - 00:00,46.92,46.77,23.62,173.2,19.86,2.2,2.99,78.81,137.99,2.31,2.61,0.32,0.15,0.32,65.44,2.33,156.74,51.76,0.0,25-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Nov-2020 - 00:00,45.22,39.96,17.1,160.96,23.5,2.41,2.95,82.77,152.13,2.01,2.48,0.25,0.12,0.24,51.41,2.16,153.34,40.62,0.0,26-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Nov-2020 - 00:00,35.93,30.66,12.45,144.07,17.95,2.42,2.98,57.23,106.82,2.39,4.12,0.37,0.41,0.66,77.57,2.22,213.83,32.06,0.0,27-Nov-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
