from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,AT,RH,WS,WD,VWS,BP,SR,RF,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
26-Jul-2020 - 00:00,13.26,40.9,6.54,4.12,10.65,8.89,1.67,0.31,27.59,30.94,87.86,0.17,203.59,0.03,,182.18,0.0,0.19,0.37,0.02,0.04,27-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-Jul-2020 - 00:00,22.97,48.81,7.52,6.15,13.66,9.28,1.55,0.48,23.77,29.71,94.07,0.17,170.09,0.03,999.53,125.88,0.18,0.38,0.35,0.11,0.14,28-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Jul-2020 - 00:00,23.89,45.88,6.51,4.53,11.04,9.2,1.31,0.4,29.55,30.09,91.53,0.19,124.0,0.03,999.74,129.31,0.0,0.32,0.36,0.03,0.07,29-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Jul-2020 - 00:00,11.88,39.76,5.85,2.92,8.79,9.01,1.26,0.27,17.08,28.81,94.24,0.22,125.92,0.03,,152.92,0.4,0.14,0.31,0.04,0.05,30-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Jul-2020 - 00:00,6.72,31.2,6.13,3.41,9.54,9.14,1.38,0.25,11.1,30.65,85.92,0.21,141.93,0.03,,214.32,0.0,0.17,0.23,0.01,0.04,31-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
31-Jul-2020 - 00:00,5.13,21.56,6.1,3.66,9.74,9.09,0.9,0.27,8.29,30.32,89.49,0.23,120.88,0.03,999.35,179.71,0.15,0.18,0.33,0.02,0.05,01-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-Aug-2020 - 00:00,5.07,29.16,6.71,4.1,10.81,8.98,1.81,0.34,10.09,30.72,89.32,0.16,170.25,0.03,998.33,151.45,0.06,0.29,0.39,0.02,0.07,02-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
02-Aug-2020 - 00:00,13.32,37.65,6.63,4.16,10.77,9.09,1.43,0.43,18.97,30.82,92.0,0.13,199.34,0.03,997.19,147.46,0.16,0.3,0.42,0.03,0.08,03-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
03-Aug-2020 - 00:00,37.65,79.52,7.86,4.75,12.6,8.79,3.11,0.6,34.33,31.22,88.73,0.18,213.82,0.03,993.04,152.66,0.49,0.4,0.49,0.06,0.12,04-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
04-Aug-2020 - 00:00,21.62,47.55,8.46,5.33,13.79,9.63,1.14,0.82,7.1,26.97,98.78,0.24,113.12,0.03,989.74,29.68,0.23,0.68,0.51,0.09,0.19,05-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-Aug-2020 - 00:00,3.2,21.08,5.66,3.26,8.92,8.98,1.84,0.3,22.56,27.58,98.94,0.63,81.78,0.02,991.13,72.7,0.08,0.1,0.21,0.0,0.01,06-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-Aug-2020 - 00:00,1.79,23.11,6.44,4.01,10.46,8.97,1.12,0.39,18.41,27.61,98.65,0.36,95.11,0.03,997.86,93.11,0.41,0.32,0.41,0.02,0.07,07-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-Aug-2020 - 00:00,6.64,37.3,6.68,4.24,10.92,8.88,1.53,0.41,19.05,29.25,95.19,0.21,110.12,0.03,998.99,133.49,0.02,0.29,0.37,0.03,0.08,08-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-Aug-2020 - 00:00,11.04,37.6,6.04,3.7,9.75,8.84,2.31,0.38,25.19,29.84,94.12,0.25,115.18,0.03,997.87,132.91,0.01,0.21,0.33,0.02,0.04,09-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-Aug-2020 - 00:00,8.29,30.52,5.78,3.51,9.29,8.95,1.43,0.33,22.26,29.48,91.7,0.55,103.44,0.02,997.71,187.24,0.03,0.11,0.26,0.01,0.03,10-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-Aug-2020 - 00:00,10.51,34.14,7.27,4.05,11.32,8.31,2.06,0.31,14.28,30.17,90.94,0.46,105.99,0.02,998.46,170.63,0.03,0.14,0.24,0.01,0.04,11-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-Aug-2020 - 00:00,6.29,32.56,6.16,4.39,10.55,8.79,1.71,0.35,23.01,30.47,90.65,0.25,117.03,0.03,998.05,199.54,0.0,0.2,0.32,0.01,0.04,12-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-Aug-2020 - 00:00,8.88,42.89,6.3,3.91,10.2,8.93,1.37,0.39,25.25,30.46,90.77,0.31,114.81,0.02,997.84,115.23,0.0,0.22,0.28,0.02,0.05,13-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Aug-2020 - 00:00,5.47,27.63,4.43,6.03,10.46,9.51,3.28,0.32,21.51,30.34,88.62,0.72,99.89,0.02,996.55,210.51,0.0,0.1,0.28,0.01,0.02,14-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Aug-2020 - 00:00,2.98,28.43,3.09,6.51,9.6,10.3,5.26,0.34,19.82,29.58,93.97,0.58,72.63,0.02,994.17,194.51,0.22,0.2,0.3,0.01,0.03,15-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Aug-2020 - 00:00,3.36,16.02,2.77,10.65,13.42,10.44,5.46,0.39,24.64,28.66,97.57,0.61,81.82,0.02,992.42,130.92,0.07,0.17,0.24,0.01,0.03,16-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Aug-2020 - 00:00,7.65,28.81,3.53,7.67,11.16,10.21,5.46,0.41,24.19,29.19,94.49,0.35,112.95,0.02,994.82,189.54,0.04,0.15,0.3,0.01,0.03,17-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Aug-2020 - 00:00,6.31,31.6,4.04,6.37,10.4,10.1,4.96,0.46,18.1,27.81,98.79,0.26,101.07,0.03,996.54,74.83,0.19,0.29,0.35,0.03,0.07,18-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Aug-2020 - 00:00,12.63,25.14,4.15,5.93,10.09,10.35,5.74,0.49,19.88,27.96,96.66,0.24,113.53,0.01,996.85,93.98,0.35,0.31,0.34,0.03,0.07,19-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Aug-2020 - 00:00,8.61,26.0,4.83,4.92,7.23,9.64,5.0,0.38,21.44,27.64,97.49,0.65,76.63,0.02,994.24,136.35,0.25,0.27,0.42,0.02,0.04,20-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Aug-2020 - 00:00,6.15,23.4,18.56,1.28,2.48,9.17,5.47,0.34,27.15,26.98,99.0,0.75,95.07,0.01,996.18,69.04,0.39,0.1,0.23,0.0,0.01,21-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Aug-2020 - 00:00,7.15,27.95,7.59,2.88,6.66,9.63,5.27,0.37,22.47,26.68,99.02,0.53,98.07,0.02,999.8,47.78,0.37,0.14,0.26,0.01,0.02,22-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Aug-2020 - 00:00,14.25,38.12,5.18,3.6,8.77,9.96,5.94,0.6,16.33,27.79,97.1,0.16,126.48,0.02,,107.1,0.07,0.41,0.45,0.08,0.19,23-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Aug-2020 - 00:00,17.56,49.17,5.09,2.96,8.04,10.03,5.15,0.54,18.31,28.28,96.83,0.13,193.41,0.02,999.31,116.28,0.02,0.38,0.54,0.04,0.11,24-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Aug-2020 - 00:00,20.6,42.87,5.37,3.44,8.8,9.58,5.41,0.7,19.58,27.84,96.27,0.13,184.4,0.02,999.1,118.1,0.14,0.54,0.48,0.09,0.18,25-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Aug-2020 - 00:00,17.44,48.93,5.6,3.31,8.9,9.07,5.2,0.58,25.4,29.79,89.57,0.34,80.13,0.02,998.46,234.05,0.01,0.62,0.63,0.08,0.15,26-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-Aug-2020 - 00:00,5.13,25.16,4.7,3.16,7.86,9.01,4.75,0.4,26.66,27.78,98.02,0.71,69.8,0.02,997.15,109.12,0.04,0.21,0.38,0.02,0.05,27-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-Aug-2020 - 00:00,6.82,24.92,4.29,3.1,7.39,9.0,5.11,0.36,27.35,26.93,98.8,0.59,102.1,0.02,999.3,74.63,0.42,0.12,0.22,0.0,0.02,28-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Aug-2020 - 00:00,12.11,39.47,4.7,2.94,7.63,8.99,4.88,0.4,26.9,28.72,95.7,0.24,146.51,0.03,999.59,164.17,0.06,0.16,0.32,0.02,0.05,29-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Aug-2020 - 00:00,14.7,51.41,4.69,2.95,7.64,8.99,4.77,0.44,33.4,30.34,91.31,0.15,187.02,0.03,,219.56,0.0,0.16,0.32,0.01,0.05,30-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Aug-2020 - 00:00,16.7,48.21,4.86,3.14,7.99,9.01,4.63,0.48,32.63,31.02,89.86,0.16,213.5,0.03,999.85,205.82,0.0,0.22,0.35,0.02,0.05,31-Aug-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
31-Aug-2020 - 00:00,22.66,58.51,4.5,3.02,7.52,8.97,4.79,0.54,35.29,31.32,90.15,0.14,217.7,0.02,,154.04,0.0,0.26,0.34,0.03,0.06,01-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-Sep-2020 - 00:00,18.84,50.83,5.1,3.69,8.79,9.0,4.57,0.72,17.1,26.84,98.9,0.17,153.04,0.02,,44.75,0.17,0.91,1.31,0.12,0.23,02-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
02-Sep-2020 - 00:00,11.21,32.8,4.77,3.26,8.01,8.97,4.68,0.58,12.41,26.8,98.12,0.15,137.23,0.02,,112.75,0.09,0.63,0.63,0.05,0.12,03-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
03-Sep-2020 - 00:00,9.57,37.01,4.8,3.22,8.03,8.96,4.65,0.5,13.3,28.73,94.46,0.22,106.53,0.02,,177.68,0.03,0.32,0.64,0.04,0.1,04-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
04-Sep-2020 - 00:00,10.57,38.14,5.2,2.92,8.12,8.99,5.85,0.49,16.03,30.03,90.36,0.13,172.26,0.03,,185.45,0.0,0.39,0.54,0.04,0.07,05-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-Sep-2020 - 00:00,13.15,34.21,4.93,3.17,8.11,8.97,4.92,0.45,15.88,30.22,90.41,0.16,200.33,0.03,,166.28,0.0,,,,,06-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-Sep-2020 - 00:00,9.87,29.61,4.6,3.18,7.78,9.0,4.44,0.41,14.9,30.43,91.78,0.19,160.7,0.03,,238.15,0.0,,,,,07-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-Sep-2020 - 00:00,7.36,32.38,4.38,3.06,7.44,8.96,5.37,0.41,18.07,30.16,93.25,0.16,185.26,0.03,,167.75,0.0,0.0,0.0,0.0,0.0,08-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-Sep-2020 - 00:00,10.27,26.03,4.96,3.33,8.29,9.02,5.22,0.58,17.66,29.42,94.04,0.21,174.62,0.03,,146.97,0.42,0.0,0.0,0.0,0.0,09-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-Sep-2020 - 00:00,18.37,45.79,4.96,3.24,8.2,8.93,4.96,0.61,26.53,29.85,92.87,0.17,174.71,0.02,999.93,193.12,0.0,,,,,10-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-Sep-2020 - 00:00,15.13,38.68,6.4,3.28,9.59,7.85,5.59,0.55,19.6,29.3,96.35,0.16,179.98,0.03,998.61,136.07,0.0,0.13,0.26,0.01,0.02,11-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-Sep-2020 - 00:00,8.2,23.37,5.99,3.21,9.2,7.96,4.97,0.43,21.4,29.9,91.79,0.24,116.99,0.03,1000.0,208.35,0.0,0.21,0.34,0.01,0.03,12-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-Sep-2020 - 00:00,8.04,20.76,5.64,3.28,8.93,8.27,4.49,0.46,14.29,30.07,92.24,0.27,110.86,0.03,,177.84,0.01,0.23,0.47,0.03,0.05,13-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Sep-2020 - 00:00,6.7,29.1,5.6,3.3,8.8,8.3,3.4,0.45,10.63,28.51,98.96,0.36,90.36,0.03,,8.3,0.0,,,,,14-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Sep-2020 - 00:00,13.25,39.3,6.57,4.26,10.82,8.02,4.32,0.17,17.71,30.41,90.69,0.28,108.45,0.02,,95.04,0.0,0.41,0.56,0.03,0.09,15-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Sep-2020 - 00:00,9.2,36.31,7.9,3.15,11.06,7.51,5.34,0.49,15.12,29.18,96.33,0.2,113.68,0.03,,111.85,0.1,0.46,2.19,0.06,0.12,16-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Sep-2020 - 00:00,5.48,27.75,6.91,3.34,10.24,8.11,5.54,0.35,17.54,30.38,91.87,0.2,117.46,0.03,,216.06,0.0,0.35,4.13,0.08,0.15,17-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Sep-2020 - 00:00,10.79,33.65,6.43,3.4,9.83,8.23,4.34,0.33,27.43,30.74,91.17,0.18,132.38,0.03,999.25,209.68,0.0,0.2,0.28,0.01,0.04,18-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Sep-2020 - 00:00,9.53,34.72,6.72,3.62,10.34,8.31,4.93,0.42,27.05,30.74,89.63,0.19,155.5,0.03,998.75,232.32,0.0,1.06,1.03,0.09,0.17,19-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Sep-2020 - 00:00,17.94,53.01,7.41,3.77,11.17,8.41,4.88,0.61,25.02,31.16,88.14,0.12,144.87,0.03,997.74,162.21,0.0,1.02,1.27,0.1,0.19,20-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Sep-2020 - 00:00,17.11,38.64,6.88,3.59,10.47,8.41,4.2,0.52,25.54,29.35,95.44,0.25,118.45,0.02,996.47,90.92,0.03,0.51,0.49,0.04,0.09,21-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Sep-2020 - 00:00,5.72,35.73,6.74,3.33,10.07,8.04,4.63,0.36,18.86,28.29,98.37,0.52,83.99,0.02,996.3,97.48,0.05,0.13,0.24,0.01,0.04,22-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Sep-2020 - 00:00,3.45,23.25,6.74,3.33,10.07,8.29,5.67,0.44,24.39,28.49,97.76,0.36,98.52,0.02,998.33,124.0,0.02,0.2,0.24,0.01,0.04,23-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Sep-2020 - 00:00,9.4,62.78,6.52,1.92,8.43,8.23,4.04,0.28,19.48,28.29,98.93,0.27,84.79,0.03,,60.28,0.0,0.31,0.37,0.03,0.07,24-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Sep-2020 - 00:00,10.49,35.5,6.58,3.34,9.92,8.31,4.98,0.26,22.63,28.8,97.69,0.19,124.48,0.03,,109.79,0.03,0.21,0.31,0.02,0.06,25-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Sep-2020 - 00:00,12.35,39.3,6.83,4.83,11.48,8.32,4.81,0.55,19.16,28.23,98.73,0.14,193.68,0.03,999.68,68.91,0.04,0.45,0.67,0.04,0.1,26-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-Sep-2020 - 00:00,16.45,21.77,6.57,3.48,10.05,8.45,5.02,0.88,22.73,28.34,98.54,0.28,113.85,0.03,999.34,74.66,0.0,0.51,0.45,0.05,0.1,27-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-Sep-2020 - 00:00,18.75,43.22,6.61,3.52,10.13,8.32,5.21,0.88,35.97,29.44,89.7,0.18,177.62,0.02,999.88,205.04,0.0,0.44,0.54,0.04,0.06,28-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Sep-2020 - 00:00,47.18,100.48,8.22,5.23,12.68,8.37,4.04,0.9,26.96,29.28,94.66,0.13,182.74,0.02,,130.71,0.17,7.24,3.16,0.33,0.57,29-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Sep-2020 - 00:00,16.14,37.47,6.78,3.49,10.27,8.23,4.66,0.14,16.63,30.45,90.0,0.18,139.01,0.03,999.55,232.28,0.0,0.68,0.74,0.06,0.12,30-Sep-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Sep-2020 - 00:00,8.09,40.54,7.48,3.87,11.35,8.01,5.43,0.49,13.21,30.02,91.26,0.21,121.23,0.02,999.09,162.65,0.1,0.92,1.1,0.09,0.17,01-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-Oct-2020 - 00:00,11.4,37.13,7.05,3.41,10.45,8.13,4.91,0.86,14.03,29.48,92.61,0.38,88.47,0.02,999.04,152.1,0.0,0.76,0.99,0.09,0.14,02-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
02-Oct-2020 - 00:00,8.65,30.79,6.68,3.58,10.26,8.11,4.63,0.86,17.58,28.75,95.98,0.33,90.94,0.02,,160.91,0.11,0.39,0.47,0.03,0.08,03-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
03-Oct-2020 - 00:00,13.08,37.19,7.15,3.73,10.88,8.29,4.69,1.03,14.31,28.53,95.94,0.24,126.99,0.02,,138.2,0.05,0.65,0.77,0.06,0.17,04-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
04-Oct-2020 - 00:00,14.68,39.18,7.32,3.63,10.95,8.31,3.85,1.14,9.39,28.06,96.74,0.22,119.41,0.02,,126.55,0.05,0.8,0.96,0.09,0.25,05-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-Oct-2020 - 00:00,15.52,42.6,7.13,3.42,10.54,8.01,5.43,0.8,12.37,28.43,96.0,0.22,136.38,0.03,,131.17,0.01,0.53,0.62,0.05,0.13,06-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-Oct-2020 - 00:00,9.03,42.11,7.04,3.61,10.65,8.26,5.2,0.57,18.91,28.53,94.36,0.27,112.25,0.02,,161.01,0.01,,,,,07-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-Oct-2020 - 00:00,13.92,34.05,6.77,3.72,10.48,8.13,6.36,0.6,18.07,28.18,97.69,0.21,111.97,0.02,,102.17,0.03,0.77,0.95,0.09,0.2,08-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-Oct-2020 - 00:00,16.32,41.47,7.73,3.87,11.6,8.14,5.11,0.73,21.69,29.06,93.52,0.11,145.37,0.02,,143.44,0.0,0.9,1.92,0.15,0.21,09-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-Oct-2020 - 00:00,31.95,82.34,9.59,4.64,14.23,8.31,4.79,1.26,15.59,29.06,95.66,0.1,176.72,0.03,,116.12,0.01,2.77,3.66,0.35,0.56,10-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-Oct-2020 - 00:00,30.71,77.7,8.98,4.14,13.13,8.26,4.94,1.02,20.08,30.16,90.81,0.17,142.52,0.03,,181.04,0.0,1.6,2.09,0.3,0.37,11-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-Oct-2020 - 00:00,26.47,66.24,8.39,3.92,12.31,8.28,4.82,0.95,21.38,29.95,89.79,0.12,176.65,0.02,,163.93,0.0,1.21,1.38,0.18,0.26,12-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-Oct-2020 - 00:00,31.27,71.72,9.04,4.13,13.16,8.41,5.05,1.14,17.78,30.81,86.66,0.16,150.2,0.02,999.63,222.03,0.0,1.79,2.66,0.38,0.5,13-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Oct-2020 - 00:00,21.15,58.37,7.76,3.83,11.61,8.32,4.73,0.78,22.32,30.81,86.88,0.28,103.22,0.02,,211.75,0.0,0.69,1.02,0.11,0.18,14-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Oct-2020 - 00:00,7.14,26.02,6.71,3.28,9.97,8.11,4.46,0.59,23.22,30.3,89.08,0.4,90.2,0.02,,204.64,0.0,0.26,0.29,0.02,0.04,15-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Oct-2020 - 00:00,6.75,22.06,8.35,4.49,12.84,8.19,4.32,0.59,17.47,30.08,89.43,0.33,101.18,0.02,,199.57,0.0,0.29,0.33,0.02,0.06,16-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Oct-2020 - 00:00,24.2,65.64,12.71,5.63,18.33,8.17,5.87,1.41,16.08,29.62,90.93,0.16,176.8,0.02,,198.25,0.04,2.18,3.6,0.54,0.64,17-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Oct-2020 - 00:00,41.16,95.17,9.27,4.14,13.4,7.85,4.79,1.07,24.28,30.59,86.88,0.14,175.52,0.02,,164.45,0.0,1.01,1.54,0.16,0.23,18-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Oct-2020 - 00:00,41.5,90.67,8.58,3.96,12.54,8.06,5.67,0.96,27.38,29.55,93.61,0.2,124.88,0.02,,117.39,0.0,,,,,19-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Oct-2020 - 00:00,25.73,74.92,10.46,4.81,15.27,8.3,5.68,1.24,14.48,28.84,94.57,0.14,214.52,0.02,,148.31,0.04,,,,,20-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Oct-2020 - 00:00,39.13,85.72,9.49,4.22,13.71,7.96,6.08,0.94,36.62,30.18,87.37,0.34,113.82,0.02,,199.48,0.0,7.4,7.55,1.71,0.73,21-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Oct-2020 - 00:00,7.38,14.84,9.02,4.87,13.89,7.7,6.15,0.64,19.38,28.72,93.68,0.53,88.49,0.01,,171.42,0.0,6.32,6.3,1.2,0.63,22-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Oct-2020 - 00:00,5.02,14.07,9.18,4.18,13.36,7.41,5.7,0.63,20.36,26.33,98.29,0.58,56.21,0.02,,58.43,0.0,9.33,8.63,2.0,1.27,23-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Oct-2020 - 00:00,6.65,26.17,9.3,4.24,13.54,7.58,5.56,0.79,13.05,25.64,98.98,0.25,142.75,0.03,999.32,44.17,0.01,7.06,8.92,2.32,1.23,24-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Oct-2020 - 00:00,15.93,44.58,10.57,5.08,15.65,7.99,7.93,1.08,18.7,27.18,92.57,0.23,215.68,0.03,,159.75,0.0,16.07,14.51,4.97,2.39,25-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Oct-2020 - 00:00,27.89,68.39,10.3,4.71,15.0,7.98,8.46,1.25,26.75,28.0,91.46,0.14,184.82,0.03,,154.0,0.0,15.63,14.15,5.26,2.35,26-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-Oct-2020 - 00:00,50.34,117.95,12.61,6.12,18.73,8.3,8.49,1.8,40.12,27.73,78.62,0.13,209.65,0.05,,190.07,0.0,26.47,25.19,9.96,4.54,27-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-Oct-2020 - 00:00,61.08,132.73,13.19,5.42,18.62,7.8,11.29,1.57,43.08,27.4,70.57,0.1,202.96,0.04,,201.12,0.0,37.57,19.7,8.38,5.41,28-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Oct-2020 - 00:00,74.63,156.86,12.35,5.33,17.68,7.71,13.24,1.29,52.14,27.32,78.13,0.16,229.71,0.03,,169.7,0.0,11.06,12.34,4.95,5.39,29-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Oct-2020 - 00:00,54.52,111.0,14.52,5.11,19.63,6.54,10.11,1.03,39.17,28.61,80.11,0.15,221.54,0.03,,195.61,0.0,7.61,8.09,3.07,2.79,30-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Oct-2020 - 00:00,41.67,89.88,14.67,5.35,20.02,5.29,10.29,0.9,53.58,29.07,77.23,0.14,204.45,0.03,,212.89,0.0,6.29,5.38,1.99,1.53,31-Oct-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
31-Oct-2020 - 00:00,46.76,94.18,18.55,8.25,26.79,5.87,10.37,0.9,48.74,28.16,85.87,0.2,161.98,0.02,,138.97,0.0,6.48,4.97,1.4,1.07,01-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-Nov-2020 - 00:00,9.43,18.99,19.43,5.48,21.78,7.54,5.56,0.61,24.21,28.64,90.73,0.3,83.71,0.03,,174.0,0.0,3.1,2.44,0.58,0.3,02-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
02-Nov-2020 - 00:00,10.69,26.36,33.49,12.03,45.53,7.05,7.25,0.83,21.36,28.52,89.33,0.17,101.21,0.02,,159.68,0.0,9.76,7.6,2.74,1.53,03-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
03-Nov-2020 - 00:00,67.57,156.39,55.23,22.87,78.2,6.64,18.13,1.4,55.18,28.19,76.94,0.12,202.4,0.03,,170.47,0.0,12.92,12.41,3.95,2.62,04-Nov-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
