from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,PM10,PM2.5,RH,SR,WD,WS,Temp,CO,NH3,NO,NO2,NOx,O Xylene,SO2,Ozone,to date,station
02-Aug-2020 - 00:00,1.39,4.29,1.29,1.97,38.85,22.41,70.31,271.8,155.5,0.39,22.85,0.23,35.85,10.11,32.17,22.76,3.6,3.78,70.52,03-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Aug-2020 - 00:00,1.39,4.3,1.3,1.96,24.78,9.31,67.75,216.47,182.17,0.48,21.32,0.22,40.41,11.59,31.01,23.43,3.61,4.06,70.48,04-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Aug-2020 - 00:00,1.4,4.29,1.33,1.93,27.52,12.48,67.03,187.32,165.4,0.47,21.79,0.27,34.55,11.8,18.49,16.64,3.6,3.78,70.52,05-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Aug-2020 - 00:00,1.41,4.3,1.3,1.97,34.05,17.52,66.87,209.91,168.01,0.43,21.36,0.24,40.13,11.5,16.22,15.64,3.6,3.34,70.56,06-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Aug-2020 - 00:00,1.38,4.29,1.3,1.94,23.82,10.58,65.15,157.76,175.61,0.56,19.89,0.25,39.17,11.05,17.52,15.4,3.6,3.72,70.48,07-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Aug-2020 - 00:00,1.39,4.29,1.27,1.99,42.09,19.83,68.99,216.92,177.52,0.52,23.14,0.33,32.65,15.74,16.91,19.94,3.6,3.76,70.48,08-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Aug-2020 - 00:00,1.35,4.3,1.29,2.0,32.32,16.9,67.72,184.61,172.74,0.38,21.83,0.2,37.35,9.59,13.39,12.54,3.6,3.8,70.36,09-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Aug-2020 - 00:00,1.37,4.3,1.3,1.99,28.88,13.62,65.11,93.53,188.94,0.41,20.29,0.21,38.25,9.94,13.07,11.89,3.6,3.63,70.4,10-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Aug-2020 - 00:00,1.39,4.29,1.32,1.97,29.58,14.02,65.61,123.35,196.25,0.45,20.27,0.24,40.03,10.91,12.91,13.1,3.6,4.14,70.51,11-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Aug-2020 - 00:00,1.36,4.3,1.25,1.96,36.79,16.41,68.44,212.13,202.79,0.53,21.69,0.22,38.15,10.37,13.54,13.5,3.6,3.99,70.39,12-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Aug-2020 - 00:00,1.39,4.3,1.28,1.99,21.88,7.41,67.96,175.49,200.73,0.51,21.47,0.22,34.47,10.09,10.35,11.21,3.61,3.45,70.48,13-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Aug-2020 - 00:00,1.38,4.3,1.3,1.95,19.48,9.17,64.23,120.51,196.98,0.49,18.39,0.22,40.74,11.87,11.26,12.62,3.61,3.83,70.46,14-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Aug-2020 - 00:00,1.39,4.3,1.29,1.93,14.95,5.76,63.07,154.62,198.37,0.56,18.78,0.23,44.87,10.54,14.01,12.86,3.59,3.77,70.48,15-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Aug-2020 - 00:00,1.36,4.3,1.31,1.95,22.27,9.49,68.51,209.29,197.27,0.5,21.64,0.21,30.36,7.51,8.57,8.36,3.61,3.59,70.41,16-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Aug-2020 - 00:00,1.38,4.3,1.28,1.98,24.62,13.7,65.83,109.08,199.12,0.47,19.66,0.2,36.81,9.26,10.42,10.43,3.59,3.38,70.48,17-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Aug-2020 - 00:00,1.39,4.31,1.3,2.01,25.98,10.23,66.79,159.11,198.58,0.53,20.5,0.23,34.52,10.82,11.33,12.22,3.6,3.43,70.48,18-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Aug-2020 - 00:00,1.38,4.31,1.32,1.92,29.36,8.16,66.7,146.23,201.51,0.52,20.48,0.22,36.0,10.51,10.93,11.74,3.6,3.1,70.46,19-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Aug-2020 - 00:00,1.38,4.3,1.31,2.01,26.36,8.24,51.76,235.96,212.76,0.54,21.5,0.19,33.32,8.29,8.81,9.36,3.59,2.6,70.51,20-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Aug-2020 - 00:00,1.36,4.31,1.27,1.92,15.86,8.28,48.24,226.78,213.22,0.5,21.12,0.18,35.5,8.68,8.24,8.85,3.61,3.76,70.48,21-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,22-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Aug-2020 - 00:00,1.35,4.3,1.24,1.94,24.42,10.81,46.18,120.51,181.55,0.54,19.08,0.22,7.73,9.93,7.4,9.65,3.61,2.77,70.34,23-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Aug-2020 - 00:00,1.41,4.3,1.32,1.94,26.97,8.49,50.06,328.86,186.94,0.58,21.08,0.21,,,,,3.61,2.78,70.56,24-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Aug-2020 - 00:00,1.37,4.3,1.27,1.95,37.15,17.2,52.39,376.83,168.7,0.52,22.73,0.26,30.88,10.14,10.55,13.53,3.59,3.08,70.43,25-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Aug-2020 - 00:00,1.38,4.29,1.25,1.98,30.27,10.85,50.34,284.12,178.23,0.39,21.91,0.22,37.77,7.19,8.28,9.96,3.61,3.33,70.44,26-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Aug-2020 - 00:00,1.39,4.3,1.29,1.96,30.45,10.11,48.24,176.58,191.07,0.3,20.99,0.22,35.84,6.76,5.67,8.15,3.6,2.75,70.52,27-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Aug-2020 - 00:00,1.37,4.3,1.32,1.98,30.1,10.08,45.4,94.7,206.44,0.52,19.02,0.22,33.9,7.67,6.2,9.17,3.59,2.84,70.42,28-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Aug-2020 - 00:00,1.39,4.29,1.29,1.94,17.86,9.53,42.77,85.49,198.07,0.61,16.22,0.21,38.46,7.1,6.86,9.0,3.61,2.85,70.49,29-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Aug-2020 - 00:00,1.39,4.31,1.36,1.96,19.15,7.89,44.55,137.65,189.22,0.59,17.9,0.22,43.06,7.31,7.15,9.4,3.6,2.62,70.49,30-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Aug-2020 - 00:00,1.4,4.3,1.29,1.94,20.09,9.21,48.78,279.55,171.17,0.57,20.65,0.22,40.85,6.91,7.31,9.17,3.59,2.97,70.53,31-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-Aug-2020 - 00:00,1.39,4.3,1.28,2.0,37.27,14.62,50.02,301.5,153.52,0.42,21.53,0.29,35.0,10.05,10.03,13.12,3.6,3.29,70.51,01-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Sep-2020 - 00:00,1.39,4.3,1.3,1.95,38.4,14.23,50.58,255.87,163.42,0.23,22.03,0.21,38.29,6.52,9.58,9.91,3.61,2.56,70.49,02-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Sep-2020 - 00:00,1.36,4.29,1.28,1.96,45.46,17.08,48.52,167.25,163.27,0.23,21.08,0.22,31.43,5.88,10.76,10.04,3.6,2.61,70.4,03-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Sep-2020 - 00:00,1.39,4.3,1.28,1.96,58.04,23.28,51.67,307.71,151.29,0.39,22.9,0.25,30.17,7.38,13.53,12.81,3.59,3.01,70.49,04-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Sep-2020 - 00:00,1.4,4.29,1.27,1.94,76.41,36.82,54.0,361.37,155.39,0.47,23.99,0.28,30.94,5.94,18.93,14.43,3.6,1.85,70.54,05-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Sep-2020 - 00:00,1.38,4.29,1.31,1.96,63.91,32.93,49.41,204.28,164.89,0.39,21.58,0.25,37.85,6.54,12.71,11.68,3.6,2.91,70.45,06-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Sep-2020 - 00:00,1.37,4.29,1.26,1.97,41.54,19.27,50.74,269.81,169.66,0.4,22.46,0.23,37.3,5.59,10.06,9.46,3.59,2.82,70.45,07-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Sep-2020 - 00:00,1.4,4.3,1.28,1.97,43.94,15.09,47.37,192.75,168.7,0.33,20.61,0.33,38.82,9.61,12.23,13.9,3.6,2.77,70.52,08-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Sep-2020 - 00:00,1.38,4.3,1.3,1.95,37.64,16.57,50.07,263.3,167.7,0.32,21.72,0.25,36.6,6.97,11.62,11.42,3.6,3.16,70.46,09-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Sep-2020 - 00:00,1.39,4.3,1.28,1.96,49.47,22.3,50.58,211.03,154.09,0.3,22.17,0.25,34.63,5.99,12.6,11.14,3.6,2.88,70.49,10-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Sep-2020 - 00:00,1.38,4.3,1.28,1.97,40.16,19.76,48.61,232.81,160.05,0.41,20.21,0.25,37.38,6.0,12.77,11.24,3.6,2.57,70.48,11-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Sep-2020 - 00:00,1.37,4.29,1.32,1.93,45.55,24.81,49.09,249.75,143.35,0.4,20.93,0.26,36.86,5.64,9.33,9.14,3.61,2.44,70.43,12-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Sep-2020 - 00:00,1.38,4.3,1.32,1.97,57.09,23.85,50.49,240.76,141.16,0.33,22.12,0.83,31.31,7.4,11.74,11.76,3.6,3.35,70.48,13-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Sep-2020 - 00:00,1.4,4.3,1.27,1.97,55.9,28.87,49.76,210.78,142.41,0.39,21.73,1.45,79.4,7.88,19.49,16.05,3.6,,70.52,14-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Sep-2020 - 00:00,1.38,4.3,1.32,1.98,40.08,18.29,50.19,246.44,156.09,0.37,22.13,0.98,62.63,7.03,35.03,23.64,3.59,3.42,70.47,15-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Sep-2020 - 00:00,1.37,4.3,1.26,1.92,44.98,21.81,51.16,222.79,125.04,0.38,22.89,0.86,58.28,5.53,19.08,14.0,3.61,2.79,70.42,16-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Sep-2020 - 00:00,1.37,4.29,1.28,1.95,41.31,17.77,50.85,220.03,153.75,0.36,23.34,1.06,53.65,4.52,16.06,11.57,3.61,3.13,70.41,17-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Sep-2020 - 00:00,1.37,4.31,1.26,1.96,51.27,23.73,51.4,232.92,163.29,0.26,23.43,1.18,47.62,4.21,15.89,11.27,3.59,3.23,70.43,18-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Sep-2020 - 00:00,1.37,4.3,1.28,1.98,51.61,24.39,50.94,229.42,154.36,0.38,23.26,1.18,41.26,3.78,12.09,8.92,3.6,3.1,70.42,19-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Sep-2020 - 00:00,1.37,4.3,1.33,1.94,35.43,17.82,49.62,235.04,152.97,0.34,22.37,0.98,79.28,5.61,20.76,15.05,3.6,3.12,70.43,20-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Sep-2020 - 00:00,1.37,4.29,1.32,1.99,40.85,20.5,47.64,195.14,155.66,0.29,20.77,0.84,75.7,6.01,20.43,15.24,3.59,2.71,70.42,21-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Sep-2020 - 00:00,1.4,4.29,1.33,1.93,57.0,29.2,48.16,165.23,153.31,0.37,20.7,0.91,74.38,5.72,21.24,15.38,3.6,2.99,70.53,22-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Sep-2020 - 00:00,1.4,4.3,1.25,1.94,39.12,20.28,46.75,177.62,170.12,0.46,19.72,0.87,69.68,5.8,19.44,14.48,3.6,3.35,70.53,23-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Sep-2020 - 00:00,1.38,4.3,1.34,1.95,29.38,12.02,47.39,183.44,188.68,0.61,21.04,0.73,68.74,6.36,16.39,13.44,3.6,3.23,70.48,24-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Sep-2020 - 00:00,1.38,4.31,1.27,1.93,37.3,13.4,48.89,228.56,176.99,0.49,21.29,1.21,73.17,11.7,19.24,19.04,3.59,2.76,70.47,25-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Sep-2020 - 00:00,1.4,4.31,1.26,1.96,51.02,27.29,49.72,228.12,167.25,0.31,22.43,1.45,97.16,10.24,27.21,21.15,3.61,0.58,70.51,26-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Sep-2020 - 00:00,1.41,4.3,1.32,1.95,59.6,29.19,48.05,204.92,157.1,0.33,21.73,1.2,95.14,9.32,25.85,19.39,3.6,0.32,70.6,27-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Sep-2020 - 00:00,1.41,4.31,1.28,1.98,43.36,21.58,49.14,267.42,167.18,0.3,22.15,1.02,83.24,6.67,19.85,13.97,3.6,0.33,70.56,28-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Sep-2020 - 00:00,1.41,4.3,1.28,1.99,54.89,28.27,48.47,244.59,164.47,0.3,21.55,1.03,82.7,8.44,32.6,22.26,3.6,6.84,70.57,29-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Sep-2020 - 00:00,1.39,4.31,1.27,1.97,47.1,22.67,47.58,232.01,167.08,0.25,20.69,0.98,82.72,7.35,24.51,16.97,3.6,1.48,70.5,30-Sep-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Sep-2020 - 00:00,1.38,4.3,1.27,1.94,56.64,30.46,50.16,278.39,175.38,0.27,22.33,0.73,82.72,6.75,27.92,17.95,3.61,7.17,70.47,01-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Oct-2020 - 00:00,1.33,4.31,1.27,1.95,80.06,35.32,51.1,288.89,165.77,0.2,22.78,0.97,82.27,7.81,35.32,22.94,3.6,0.71,70.31,02-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Oct-2020 - 00:00,1.4,4.29,1.31,1.97,70.37,28.92,49.95,262.02,175.63,0.19,22.44,0.78,68.81,6.17,26.27,16.86,3.62,0.17,70.55,03-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Oct-2020 - 00:00,1.4,4.31,1.28,1.92,75.34,34.27,48.47,199.76,181.67,0.23,21.74,0.6,69.94,6.34,28.53,18.28,3.59,3.38,70.53,04-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Oct-2020 - 00:00,1.35,4.29,1.28,1.99,76.76,32.05,48.94,216.76,188.35,0.18,22.0,0.37,67.73,6.23,21.89,14.08,3.6,0.44,70.36,05-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Oct-2020 - 00:00,1.37,4.31,1.25,1.97,71.87,30.96,48.43,217.71,163.89,0.28,21.91,0.53,72.23,7.05,31.39,21.1,3.61,4.26,70.41,06-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Oct-2020 - 00:00,1.4,4.3,1.29,1.95,78.31,36.28,47.71,208.61,144.56,0.37,21.64,0.78,83.51,8.78,36.1,24.75,3.6,4.28,70.5,07-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Oct-2020 - 00:00,1.39,4.29,1.27,1.93,65.44,37.69,45.98,190.27,139.6,0.47,20.43,0.75,73.82,6.27,23.81,15.6,3.59,2.4,70.48,08-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Oct-2020 - 00:00,1.37,4.3,1.31,1.94,59.56,34.59,45.76,201.95,141.32,0.32,20.23,1.23,81.38,8.64,24.31,17.93,3.61,0.62,70.42,09-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Oct-2020 - 00:00,1.35,4.31,1.28,1.96,58.26,34.41,49.9,190.52,143.24,0.32,19.98,1.43,79.82,14.26,28.65,24.96,3.6,1.15,70.35,10-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Oct-2020 - 00:00,1.35,4.3,1.27,1.97,58.68,29.13,65.36,310.98,136.29,0.32,21.05,1.11,80.4,7.69,20.98,15.41,3.59,1.2,70.34,11-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Oct-2020 - 00:00,1.37,4.3,1.28,1.97,62.84,34.38,64.7,251.53,137.39,0.42,21.29,1.22,79.05,7.07,22.98,15.92,3.6,1.14,70.48,12-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Oct-2020 - 00:00,1.39,4.3,1.28,1.97,63.93,35.16,65.65,387.74,126.24,0.52,21.69,1.19,74.21,6.86,27.35,18.23,3.59,1.13,70.5,13-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Oct-2020 - 00:00,1.36,4.3,1.29,1.99,42.57,20.18,65.03,287.77,105.45,0.75,21.5,1.06,66.18,6.71,18.12,12.98,3.6,1.11,70.4,14-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Oct-2020 - 00:00,1.36,4.29,1.31,1.95,42.4,17.57,64.84,239.4,92.18,0.98,21.55,0.94,59.56,7.08,14.73,11.2,3.6,0.97,70.38,15-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Oct-2020 - 00:00,1.38,4.3,1.29,1.98,42.49,20.76,63.19,199.64,109.73,0.63,20.41,1.26,65.58,10.0,25.01,19.34,3.6,0.72,70.46,16-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Oct-2020 - 00:00,1.36,4.3,1.31,1.97,45.98,24.35,62.83,181.42,117.5,0.49,19.53,1.52,72.61,20.01,25.25,27.75,3.6,1.37,70.4,17-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Oct-2020 - 00:00,1.38,4.3,1.29,1.95,53.06,29.75,65.14,355.34,119.11,0.44,20.77,1.28,87.73,19.34,30.8,30.66,3.6,1.83,70.47,18-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Oct-2020 - 00:00,1.36,4.3,1.29,1.91,55.26,29.66,66.38,392.64,150.16,0.43,21.67,1.33,261.82,18.61,57.98,54.38,3.6,7.36,70.4,19-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Oct-2020 - 00:00,1.38,4.3,1.3,1.98,62.95,35.51,66.37,353.07,150.14,0.37,21.78,0.57,260.67,18.97,65.2,56.0,3.6,8.59,70.45,20-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Oct-2020 - 00:00,1.39,4.29,1.28,1.99,77.73,39.79,65.27,328.17,142.37,0.39,21.37,1.03,238.21,16.69,60.13,53.98,3.61,7.77,70.49,21-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Oct-2020 - 00:00,1.34,4.29,1.32,1.94,91.48,49.94,63.74,312.83,154.92,0.39,20.92,0.88,155.63,12.63,55.99,40.63,3.6,6.05,70.33,22-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Oct-2020 - 00:00,1.34,4.29,1.28,2.0,83.16,46.32,62.15,359.66,166.9,0.37,20.55,0.86,53.06,14.79,29.76,30.81,3.59,1.67,70.33,23-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Oct-2020 - 00:00,1.37,4.29,1.29,1.96,90.03,44.43,62.51,346.13,167.8,0.29,20.66,0.99,50.73,17.75,27.53,38.41,3.6,2.62,70.46,24-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Oct-2020 - 00:00,1.37,4.31,1.26,1.95,84.97,46.41,55.14,224.82,157.3,0.28,20.77,1.44,56.13,12.49,40.4,32.56,3.6,3.39,70.44,25-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Oct-2020 - 00:00,1.41,4.31,1.27,1.92,93.5,51.35,39.93,29.92,175.82,0.27,17.65,0.97,62.68,7.14,29.91,19.74,3.59,1.57,,26-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Oct-2020 - 00:00,1.39,4.29,1.24,1.94,,,50.03,232.27,162.11,0.43,22.49,1.02,56.01,7.57,40.97,28.33,3.6,3.84,,27-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Oct-2020 - 00:00,1.41,4.3,1.32,2.0,80.28,48.01,45.63,181.82,163.0,0.31,20.38,0.89,61.82,11.91,36.1,31.93,3.61,1.93,,28-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Oct-2020 - 00:00,1.39,4.29,1.36,1.96,70.89,36.63,44.25,192.31,189.1,0.3,19.8,0.63,52.34,12.22,38.08,29.65,3.6,2.52,,29-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Oct-2020 - 00:00,1.38,4.31,1.25,2.0,80.74,43.37,43.72,172.25,167.77,0.32,19.59,0.84,68.52,6.67,29.07,18.42,3.6,8.51,,30-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Oct-2020 - 00:00,1.39,4.29,1.33,1.93,89.46,53.19,43.8,170.08,129.56,0.41,19.59,0.65,85.68,32.66,64.92,75.48,3.6,9.51,,31-Oct-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-Oct-2020 - 00:00,1.39,4.3,1.35,1.98,93.14,57.16,43.18,164.25,148.1,0.47,19.31,0.64,79.58,13.18,35.19,37.41,3.61,8.0,,01-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Nov-2020 - 00:00,1.4,4.31,1.34,1.97,,54.81,42.71,158.5,173.45,0.48,19.16,0.57,78.27,10.52,29.85,32.28,3.6,6.68,,02-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Nov-2020 - 00:00,1.4,4.29,1.32,1.94,,,42.3,158.47,159.49,0.47,19.07,0.68,89.16,18.54,33.74,45.03,3.6,8.56,,03-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Nov-2020 - 00:00,1.38,4.32,1.28,2.09,,,34.28,39.49,218.85,0.36,15.66,0.18,88.87,6.53,30.6,18.84,3.59,2.68,,04-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Nov-2020 - 00:00,1.43,4.29,1.24,1.96,65.54,45.57,38.45,7.85,205.91,0.27,17.11,1.24,115.98,48.25,67.52,98.65,3.61,3.46,,05-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Nov-2020 - 00:00,1.36,4.31,1.28,1.92,87.36,42.54,40.42,215.12,178.59,0.36,18.17,0.66,86.39,17.57,38.6,46.23,3.6,9.91,,06-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Nov-2020 - 00:00,1.39,4.28,1.3,1.95,87.91,48.63,40.14,198.5,165.87,0.45,18.08,0.64,69.51,20.48,32.08,42.02,3.59,6.64,,07-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Nov-2020 - 00:00,1.36,4.3,1.34,2.0,86.27,49.46,39.25,207.34,164.26,0.5,17.64,0.64,68.59,14.92,33.13,37.28,3.59,5.57,,08-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Nov-2020 - 00:00,1.33,4.31,1.28,1.96,93.17,51.24,38.69,184.89,158.42,0.49,17.49,0.57,64.73,8.46,33.35,30.04,3.6,3.46,,09-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Nov-2020 - 00:00,1.38,4.29,1.3,1.91,99.44,54.94,38.15,176.57,166.97,0.43,17.41,0.72,68.28,24.1,28.95,46.65,3.6,4.83,,10-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Nov-2020 - 00:00,1.37,4.29,1.31,1.91,99.29,54.46,36.49,187.03,161.85,0.45,16.82,0.67,71.53,21.44,33.33,45.84,3.61,9.82,,11-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Nov-2020 - 00:00,1.34,4.3,1.29,1.97,78.87,47.85,39.4,173.84,159.49,0.42,18.0,0.53,69.86,11.75,34.96,34.5,3.6,8.26,,12-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Nov-2020 - 00:00,1.4,4.31,1.32,1.97,73.22,42.37,42.78,167.62,136.99,0.43,19.66,0.82,73.77,14.65,40.12,35.32,3.62,8.92,,13-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Nov-2020 - 00:00,1.35,4.29,1.33,1.98,61.07,37.68,44.46,161.67,127.23,0.44,20.45,1.25,93.04,17.9,38.77,38.48,3.61,4.77,13.05,14-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Nov-2020 - 00:00,1.39,4.31,1.28,1.96,68.85,38.58,43.13,177.09,155.02,0.4,19.95,1.07,92.86,10.48,43.17,31.02,3.6,6.92,15.11,15-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Nov-2020 - 00:00,1.39,4.31,1.29,2.01,73.23,41.4,42.22,179.11,165.68,0.43,19.56,0.98,93.89,15.02,41.6,34.74,3.59,6.49,15.2,16-Nov-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
