from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,PM10,PM2.5,RH,SR,WD,WS,Temp,CO,NH3,NO,NO2,NOx,O Xylene,SO2,Ozone,to date,station
15-Apr-2020 - 00:00,1.91,4.33,0.18,5.11,49.26,22.89,52.08,220.25,165.19,0.6,34.03,0.44,25.71,3.33,18.52,11.87,2.23,1.83,76.98,16-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Apr-2020 - 00:00,1.85,4.27,0.0,0.0,44.15,20.31,51.84,226.3,165.16,0.44,34.01,0.54,26.43,3.64,23.05,14.48,3.57,1.23,57.65,17-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Apr-2020 - 00:00,1.85,4.3,,,58.62,30.31,52.89,216.48,203.59,0.32,34.5,0.6,24.31,3.32,21.93,13.61,3.6,1.6,51.36,18-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Apr-2020 - 00:00,1.85,4.3,,,64.25,30.84,53.01,208.52,135.03,0.58,34.69,0.55,23.99,3.54,18.9,12.23,3.61,3.22,63.61,19-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Apr-2020 - 00:00,1.85,4.3,,,35.05,19.49,51.77,219.84,182.29,0.54,32.63,0.37,27.56,3.35,17.39,11.34,3.59,1.39,53.55,20-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Apr-2020 - 00:00,1.84,4.32,,,39.23,20.74,49.83,140.09,196.78,0.43,31.54,0.38,30.56,3.54,16.66,10.99,3.58,1.38,46.89,21-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Apr-2020 - 00:00,1.85,4.31,,,30.66,16.15,60.65,288.67,220.13,0.52,37.61,0.42,21.37,4.35,17.91,12.63,3.59,1.17,62.93,22-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Apr-2020 - 00:00,1.84,4.31,,,51.8,27.14,54.14,217.68,162.3,0.5,34.14,0.47,23.7,3.15,18.85,11.9,3.6,1.89,61.45,23-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Apr-2020 - 00:00,1.85,4.3,,,48.44,23.32,56.28,240.1,189.32,0.39,35.34,0.55,25.33,3.57,22.75,14.23,3.61,1.63,45.43,24-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Apr-2020 - 00:00,1.85,4.31,,,50.45,22.18,55.62,235.62,193.55,0.42,35.3,0.5,23.28,3.98,22.16,14.34,3.59,1.36,45.54,25-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Apr-2020 - 00:00,1.85,4.3,,,32.44,14.01,55.97,230.86,218.37,0.37,35.45,0.29,21.06,3.86,14.75,10.36,3.59,1.33,52.45,26-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Apr-2020 - 00:00,1.85,4.29,,,57.19,15.42,55.84,258.21,203.45,0.45,35.58,0.36,18.99,3.46,13.62,9.35,3.59,1.41,61.47,27-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Apr-2020 - 00:00,1.85,4.3,,,44.23,21.2,50.78,255.07,119.43,0.77,33.13,0.28,26.3,3.47,17.32,11.33,3.6,2.23,59.07,28-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Apr-2020 - 00:00,1.85,4.3,,,28.79,16.26,46.46,273.29,172.87,0.45,30.98,0.39,30.49,3.79,20.08,13.02,3.6,2.87,46.22,29-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Apr-2020 - 00:00,1.84,4.3,,,38.13,20.47,50.38,247.08,192.53,0.41,32.71,0.47,31.84,3.55,25.44,15.65,3.6,1.78,41.99,30-Apr-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Apr-2020 - 00:00,1.85,4.3,,,54.81,29.47,53.5,211.8,151.39,0.42,34.13,0.63,29.29,3.9,24.62,15.53,3.62,1.67,48.21,01-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-May-2020 - 00:00,1.85,4.3,,,55.37,32.83,51.7,209.77,175.33,0.48,33.46,0.56,29.59,3.58,23.36,14.51,3.6,1.55,40.4,02-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-May-2020 - 00:00,1.85,4.31,,,52.16,35.07,52.32,236.19,157.03,0.35,34.02,0.56,30.65,3.78,29.57,17.89,3.6,3.13,51.88,03-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-May-2020 - 00:00,1.86,4.29,,,42.51,27.68,56.02,223.73,195.52,0.33,35.94,0.43,26.07,3.56,21.62,13.59,3.61,1.34,51.42,04-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-May-2020 - 00:00,1.84,4.31,,,40.6,21.43,57.82,222.92,208.15,0.41,37.1,0.48,23.49,3.88,25.5,15.95,3.61,1.49,43.68,05-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-May-2020 - 00:00,1.85,4.31,,,42.88,26.09,56.47,223.88,145.49,0.47,36.36,0.4,25.71,3.43,19.15,12.31,3.6,2.06,58.4,06-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-May-2020 - 00:00,1.85,4.3,,,43.79,29.65,56.47,214.18,151.99,0.53,36.39,0.42,27.53,3.71,18.15,11.94,3.59,2.4,62.55,07-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-May-2020 - 00:00,1.84,4.3,,,33.3,18.92,54.41,253.89,146.46,0.71,35.26,0.31,27.35,3.64,14.61,10.13,3.6,1.31,65.16,08-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-May-2020 - 00:00,1.86,4.3,,,34.91,23.35,56.67,222.44,171.71,0.65,36.6,0.32,27.7,3.54,15.11,10.14,3.59,1.31,69.97,09-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-May-2020 - 00:00,1.85,4.3,,,33.69,21.44,56.32,231.06,161.53,0.5,36.58,0.36,27.06,3.11,16.36,10.39,3.61,1.67,63.56,10-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-May-2020 - 00:00,1.85,4.3,,,32.68,15.36,54.14,226.94,174.71,0.87,35.24,0.23,25.08,3.52,12.87,9.18,3.6,2.52,82.55,11-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-May-2020 - 00:00,1.85,4.29,,,19.63,11.31,55.6,245.88,187.04,0.45,36.07,0.31,24.4,3.57,14.3,9.88,3.59,1.22,81.29,12-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-May-2020 - 00:00,1.85,4.3,,,32.92,19.31,55.89,216.44,173.7,0.45,36.32,0.44,24.24,3.51,21.26,13.48,3.6,1.45,62.75,13-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-May-2020 - 00:00,1.85,4.3,,,38.03,20.34,52.86,229.88,165.74,0.73,34.8,0.33,27.79,3.51,16.93,11.18,3.6,2.39,64.92,14-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-May-2020 - 00:00,1.85,4.31,,,32.1,19.74,53.9,262.46,178.83,0.4,35.47,0.4,30.71,3.64,20.84,13.32,3.6,1.62,61.22,15-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-May-2020 - 00:00,1.85,4.3,,,34.24,18.4,57.31,232.88,192.55,0.47,37.3,0.38,27.86,4.11,19.75,13.1,3.6,1.46,63.65,16-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-May-2020 - 00:00,1.85,4.3,,,34.7,21.61,57.3,244.65,168.74,0.61,37.21,0.34,27.05,3.83,14.58,10.2,3.61,1.91,74.9,17-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-May-2020 - 00:00,1.85,4.3,,,37.1,18.72,55.84,234.93,159.11,0.63,36.39,0.36,27.37,3.81,19.03,12.55,3.6,8.22,75.76,18-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-May-2020 - 00:00,1.85,4.29,,,31.72,18.52,57.17,215.18,149.02,0.51,37.16,0.37,25.4,3.64,19.07,12.39,3.61,2.3,72.14,19-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-May-2020 - 00:00,1.86,4.3,,,34.28,21.41,54.36,179.42,137.41,0.53,35.88,0.39,25.01,3.37,23.71,14.54,3.61,4.88,71.06,20-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-May-2020 - 00:00,1.85,4.31,,,47.01,22.37,55.64,205.9,183.58,0.37,36.59,0.39,21.59,4.08,21.72,14.08,3.6,1.41,69.69,21-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-May-2020 - 00:00,1.84,4.31,,,41.75,21.92,57.63,256.3,167.58,0.43,38.05,0.46,19.4,4.23,25.44,16.23,3.61,3.24,78.43,22-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-May-2020 - 00:00,1.85,4.3,,,45.1,21.57,56.47,204.82,204.79,0.27,37.67,0.44,19.84,4.08,25.49,16.09,3.59,1.68,56.46,23-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-May-2020 - 00:00,1.86,4.3,,,50.24,22.89,59.7,215.49,192.21,0.36,39.67,0.39,20.39,3.92,21.47,13.96,3.6,2.06,60.78,24-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-May-2020 - 00:00,1.84,4.3,,,39.19,20.31,60.13,216.7,191.48,0.37,37.6,0.41,21.49,4.17,22.49,14.65,3.6,1.7,52.19,25-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-May-2020 - 00:00,1.86,4.3,,,41.23,22.69,59.8,219.31,197.68,0.36,37.51,0.39,21.33,4.22,23.36,15.16,3.59,1.95,50.36,26-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-May-2020 - 00:00,1.86,4.31,,,40.77,24.15,60.08,218.22,199.19,0.46,40.28,0.44,22.07,4.28,25.96,16.52,3.6,1.74,50.63,27-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-May-2020 - 00:00,1.84,4.29,,,35.84,18.82,61.12,290.97,196.38,0.49,39.89,1.0,26.19,6.08,19.7,14.7,3.6,1.73,57.96,28-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-May-2020 - 00:00,1.86,4.29,,,39.38,25.03,24.31,318.96,229.22,0.48,41.93,0.19,14.72,3.75,14.56,10.08,3.61,1.03,55.03,29-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-May-2020 - 00:00,1.82,4.36,,,43.4,27.95,18.35,207.05,188.62,0.5,38.27,0.17,17.35,3.42,17.1,11.29,3.66,2.5,57.62,30-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-May-2020 - 00:00,1.76,4.49,,,59.33,32.2,15.87,188.13,138.25,0.59,36.83,0.19,17.97,3.99,15.32,10.97,3.5,5.39,62.53,31-May-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-May-2020 - 00:00,1.67,4.69,,,58.92,27.77,14.79,250.95,168.58,0.65,36.36,0.15,18.66,4.73,7.39,7.62,3.14,2.39,75.24,01-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Jun-2020 - 00:00,1.84,4.33,,,22.45,11.61,9.86,151.61,192.43,0.73,32.03,0.52,113.58,12.31,66.67,53.83,3.57,2.23,58.25,02-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Jun-2020 - 00:00,1.85,4.31,,,23.23,10.39,9.51,163.7,166.05,0.54,31.65,0.54,132.72,19.57,76.67,70.24,3.61,3.65,51.62,03-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Jun-2020 - 00:00,1.75,4.4,,,24.51,12.64,17.41,208.01,152.27,0.52,28.92,0.22,80.35,16.96,34.92,46.25,3.57,3.4,35.67,04-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Jun-2020 - 00:00,1.85,4.3,,,16.27,6.21,48.53,152.36,186.21,0.83,23.0,0.39,13.81,3.74,16.47,11.12,3.61,3.99,36.32,05-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Jun-2020 - 00:00,1.85,4.3,,,17.88,5.26,47.07,297.15,182.38,0.47,27.77,0.52,14.66,5.58,23.67,18.43,3.61,4.44,67.08,06-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Jun-2020 - 00:00,1.72,4.29,1.32,1.98,51.84,25.5,37.52,204.3,157.61,0.44,26.37,0.73,16.04,5.44,26.96,17.84,3.6,4.23,47.62,07-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Jun-2020 - 00:00,1.39,4.31,1.28,1.96,40.51,21.44,41.65,4.15,199.8,0.4,29.24,0.33,13.55,3.23,12.76,8.82,3.6,3.38,65.54,08-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Jun-2020 - 00:00,1.37,4.3,1.29,2.0,39.2,20.21,41.55,244.61,192.41,0.46,29.63,0.39,13.19,3.38,18.85,12.04,3.6,5.42,68.91,09-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Jun-2020 - 00:00,1.4,4.3,1.28,1.96,40.52,19.92,41.98,283.9,192.49,0.4,29.55,0.38,12.95,4.53,15.67,11.37,3.6,6.24,61.18,10-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Jun-2020 - 00:00,1.36,4.29,1.28,1.92,35.78,14.89,43.19,310.73,181.03,0.42,30.27,0.38,11.17,3.37,12.85,8.88,3.6,3.81,66.36,11-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Jun-2020 - 00:00,1.39,4.31,1.24,1.93,39.4,18.2,41.43,244.52,167.9,0.5,29.56,0.39,10.82,3.44,12.65,8.78,3.6,4.34,93.53,12-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Jun-2020 - 00:00,1.38,4.29,1.25,1.96,37.43,22.38,38.57,257.69,194.25,0.38,28.24,0.4,10.96,3.47,10.21,7.62,3.6,3.44,52.41,13-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Jun-2020 - 00:00,1.39,4.3,1.29,1.99,45.6,26.87,38.93,212.07,165.46,0.43,28.13,0.41,17.0,3.28,16.02,10.5,3.6,2.87,17.81,14-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Jun-2020 - 00:00,1.32,4.31,1.28,1.96,24.55,14.85,39.16,256.51,142.35,0.47,28.08,,15.69,3.43,11.05,8.01,3.6,1.97,1.8,15-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Jun-2020 - 00:00,1.36,4.3,1.3,1.95,30.33,13.36,37.89,202.61,162.52,0.42,27.01,0.47,14.31,3.8,11.71,8.74,3.61,2.83,1.58,16-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Jun-2020 - 00:00,1.4,4.31,1.28,1.94,27.14,10.07,38.03,215.82,193.0,0.54,26.16,0.38,14.03,4.36,17.31,11.97,3.6,2.63,3.74,17-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Jun-2020 - 00:00,1.42,4.31,1.32,1.99,36.21,15.71,38.28,230.71,168.48,0.55,25.7,0.44,17.09,3.93,14.09,10.07,3.6,2.8,5.01,18-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Jun-2020 - 00:00,1.38,4.29,1.33,1.98,33.42,12.61,40.6,247.03,184.03,0.54,27.54,0.4,17.07,4.42,11.9,9.42,3.59,2.54,,19-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Jun-2020 - 00:00,1.37,4.29,1.28,2.0,35.67,15.85,39.67,221.82,175.21,0.38,27.51,0.48,15.84,4.38,11.41,9.03,3.6,3.08,,20-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Jun-2020 - 00:00,1.36,4.3,1.33,1.95,39.78,16.32,39.56,175.46,212.11,0.48,27.5,0.28,12.9,3.75,7.42,6.58,3.61,2.51,,21-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Jun-2020 - 00:00,1.39,4.3,1.3,1.95,51.55,20.69,40.92,221.35,213.74,0.47,28.39,0.25,14.58,3.48,6.09,5.63,3.61,2.78,,22-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Jun-2020 - 00:00,1.38,4.31,1.33,1.99,54.85,24.11,39.66,178.96,182.16,0.36,27.8,0.5,13.18,5.45,15.6,12.17,3.6,2.73,,23-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Jun-2020 - 00:00,1.38,4.3,1.27,1.97,41.76,22.53,35.52,107.31,165.47,0.38,25.35,0.77,14.39,10.57,15.48,16.28,3.6,2.73,,24-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Jun-2020 - 00:00,1.39,4.3,1.29,1.94,47.77,21.79,40.06,295.11,155.64,0.54,27.71,0.51,14.23,3.93,12.04,9.05,3.61,2.21,,25-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Jun-2020 - 00:00,1.36,4.3,1.29,1.96,42.22,18.19,42.02,312.75,169.44,0.47,28.34,0.41,12.3,4.15,13.17,9.71,3.6,2.39,,26-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Jun-2020 - 00:00,1.4,4.29,1.27,1.99,30.73,10.85,41.81,307.96,171.35,0.42,28.48,0.23,12.19,4.46,11.99,9.29,3.6,3.09,,27-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Jun-2020 - 00:00,1.4,4.31,1.23,1.95,27.99,11.96,41.43,264.53,175.58,0.36,28.09,0.19,10.14,3.44,10.07,7.54,3.6,3.43,,28-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Jun-2020 - 00:00,1.4,4.3,1.28,1.96,24.75,8.09,39.1,223.37,182.92,0.5,27.14,0.19,9.92,3.88,7.89,6.82,3.59,3.07,,29-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Jun-2020 - 00:00,1.37,4.31,1.27,1.95,31.38,12.27,40.07,293.47,164.77,0.39,27.71,0.21,9.34,3.75,12.65,9.1,3.6,3.26,,30-Jun-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Jun-2020 - 00:00,1.37,4.3,1.27,1.97,37.61,16.84,40.36,265.73,164.32,0.44,27.71,0.23,9.49,4.73,14.93,11.17,3.62,3.03,,01-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Jul-2020 - 00:00,1.37,4.3,1.31,1.97,37.98,20.82,39.61,291.12,166.53,0.41,26.81,0.25,7.86,4.74,17.11,12.25,3.59,3.06,,02-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Jul-2020 - 00:00,1.38,4.3,1.25,1.94,33.96,16.4,40.62,288.63,173.26,0.42,27.41,0.21,8.92,4.34,9.75,8.11,3.6,3.03,,03-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Jul-2020 - 00:00,1.35,4.3,1.35,1.98,34.89,16.19,37.71,178.74,162.24,0.41,25.87,0.23,11.05,5.02,9.85,8.76,3.59,3.87,,04-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Jul-2020 - 00:00,1.41,4.32,1.32,1.97,36.13,18.55,52.41,259.7,192.95,0.47,24.71,0.2,9.64,4.03,7.8,6.86,3.6,3.0,,05-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Jul-2020 - 00:00,1.37,4.29,1.3,1.97,17.59,8.33,79.14,228.11,165.52,0.41,22.0,0.2,11.06,3.79,5.99,5.88,3.6,3.04,,06-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Jul-2020 - 00:00,1.4,4.3,1.28,1.95,29.22,14.3,77.49,198.61,180.69,0.46,21.14,0.25,10.23,7.52,11.15,11.57,3.6,3.21,,07-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Jul-2020 - 00:00,1.37,4.31,1.28,1.95,41.8,18.21,85.07,465.87,171.75,0.57,23.9,0.21,9.79,6.38,14.8,12.53,3.6,3.23,,08-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Jul-2020 - 00:00,1.4,4.31,1.28,1.93,25.77,10.03,86.74,484.74,176.95,0.53,24.85,0.22,9.82,5.89,16.09,12.81,3.61,2.99,,09-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Jul-2020 - 00:00,1.38,4.31,1.31,1.98,26.28,7.98,85.07,392.62,195.01,0.49,24.34,0.2,8.47,4.88,11.74,9.54,3.6,2.8,,10-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Jul-2020 - 00:00,1.38,4.3,1.3,1.97,37.54,16.5,83.02,308.36,194.71,0.55,23.65,0.23,8.6,5.46,11.0,9.8,3.61,3.53,,11-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Jul-2020 - 00:00,1.35,4.3,1.25,1.94,43.49,18.95,83.36,266.44,186.38,0.48,23.82,0.25,10.8,6.52,11.99,11.15,3.59,3.47,,12-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Jul-2020 - 00:00,1.38,4.3,1.29,1.97,49.04,19.66,86.94,435.7,182.18,0.51,25.45,0.2,8.9,4.55,11.02,9.07,3.58,2.66,,13-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Jul-2020 - 00:00,1.41,4.3,1.28,1.91,23.87,11.9,78.35,330.93,196.69,0.47,22.24,0.21,6.79,5.15,7.76,7.62,3.6,3.01,,14-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Jul-2020 - 00:00,1.38,4.29,1.25,1.92,33.98,18.28,71.93,167.1,180.5,0.42,22.37,0.24,13.5,5.37,9.47,8.5,3.59,3.32,,15-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Jul-2020 - 00:00,1.39,4.29,1.32,1.97,18.45,8.08,83.39,212.41,182.29,0.44,,0.24,12.69,5.35,10.73,9.23,3.59,2.75,,16-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Jul-2020 - 00:00,1.4,4.3,1.29,1.98,35.13,17.92,75.25,190.98,150.66,0.42,,0.3,15.87,8.19,12.68,12.76,3.6,3.32,,17-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Jul-2020 - 00:00,1.35,4.3,1.27,1.95,29.39,11.66,74.65,272.68,184.94,0.6,,0.24,12.76,5.43,10.94,9.77,3.61,3.29,,18-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Jul-2020 - 00:00,1.38,4.29,1.3,1.99,32.48,15.73,62.9,274.7,167.46,0.5,27.43,0.23,9.79,4.57,10.42,8.52,3.61,3.61,69.28,19-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Jul-2020 - 00:00,1.32,4.31,1.33,2.0,36.77,15.36,49.92,220.65,177.99,0.47,24.65,0.19,27.7,6.61,7.72,8.07,3.61,3.02,70.27,20-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Jul-2020 - 00:00,1.34,4.31,1.34,2.0,50.85,30.39,47.8,112.75,159.03,0.44,22.86,0.27,94.12,17.36,39.4,33.2,3.62,2.88,70.33,21-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Jul-2020 - 00:00,1.36,4.3,1.3,1.97,36.67,16.15,55.72,164.12,171.41,0.44,21.92,0.27,43.03,18.48,23.09,25.23,3.59,3.54,70.28,22-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Jul-2020 - 00:00,1.4,4.3,1.28,1.96,37.27,18.02,70.75,239.74,161.87,0.41,23.9,0.25,19.62,12.39,15.74,17.35,3.58,3.77,70.55,23-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Jul-2020 - 00:00,1.37,4.3,1.28,1.96,22.36,11.23,67.1,221.16,189.03,0.56,22.1,0.24,26.07,11.81,20.29,19.54,3.6,3.3,70.41,24-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Jul-2020 - 00:00,1.36,4.29,1.31,1.94,33.38,14.15,68.35,245.28,169.72,0.45,23.78,0.26,29.87,9.99,51.35,33.79,3.59,3.14,70.4,25-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Jul-2020 - 00:00,1.36,4.3,1.31,1.92,24.04,13.39,70.47,279.9,174.62,0.54,23.67,0.21,29.35,7.72,34.66,22.98,3.6,3.53,70.39,26-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Jul-2020 - 00:00,1.36,4.29,1.31,1.96,18.09,9.64,70.34,259.92,158.12,0.4,23.67,0.21,26.8,7.9,25.08,17.97,3.59,3.31,70.39,27-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Jul-2020 - 00:00,1.37,4.3,1.27,1.97,28.73,11.26,72.93,286.88,164.36,0.32,24.65,0.23,22.38,8.17,22.37,16.97,3.6,3.42,70.4,28-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Jul-2020 - 00:00,1.38,4.3,1.3,1.98,28.53,14.0,71.92,261.33,177.09,0.35,23.96,0.21,25.37,8.04,16.98,14.17,3.59,3.45,70.46,29-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Jul-2020 - 00:00,1.4,4.3,1.27,1.96,29.43,15.93,70.88,254.72,168.61,0.4,23.35,0.26,29.76,7.06,18.48,14.26,3.6,5.85,70.54,30-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Jul-2020 - 00:00,1.37,4.3,1.29,1.96,51.51,30.72,72.23,265.58,174.26,0.46,24.09,0.25,36.33,9.54,29.71,26.31,3.59,4.58,70.41,31-Jul-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-Jul-2020 - 00:00,1.36,4.29,1.25,1.95,51.84,31.85,73.87,284.82,167.09,0.48,24.95,0.24,36.78,9.69,45.71,30.27,3.6,3.03,70.39,01-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Aug-2020 - 00:00,1.37,4.29,1.29,1.95,40.18,20.48,70.65,207.64,166.48,0.37,23.37,0.24,34.56,10.6,37.5,26.26,3.6,3.4,70.41,02-Aug-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
