from date,PM2.5,PM10,Temp,SR,BP,RH,RF,WD,WS,VWS,AT,Benzene,Xylene,SO2,Ozone,NO,NO2,NOx,NH3,CO,Toluene,to date,station
15-Jul-2020 - 00:00,4.5,8.48,29.19,58.11,730.08,87.61,0.1,251.68,0.91,0.0,28.16,0.3,0.4,5.22,18.93,1.33,3.01,2.69,6.82,0.29,0.71,16-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Jul-2020 - 00:00,8.2,14.76,29.16,109.71,729.42,79.97,0.0,247.02,1.21,0.01,28.57,0.01,0.02,3.93,23.9,1.12,2.22,2.1,6.64,0.26,0.02,17-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Jul-2020 - 00:00,9.01,16.42,29.33,124.38,728.64,76.82,0.01,226.51,0.86,0.01,29.29,0.17,0.06,5.18,22.86,1.11,1.47,1.68,6.5,0.29,0.14,18-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Jul-2020 - 00:00,11.28,23.2,28.81,126.69,728.21,75.74,0.0,211.36,0.74,0.0,29.95,0.14,0.15,4.65,22.18,1.2,2.34,2.23,6.03,0.29,0.22,19-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Jul-2020 - 00:00,13.11,29.61,28.58,106.41,728.68,80.22,0.0,224.15,0.83,0.0,29.47,0.35,0.48,4.97,19.75,1.38,3.88,3.19,7.06,0.29,1.39,20-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Jul-2020 - 00:00,12.37,24.54,29.42,108.76,728.82,82.23,0.12,245.73,0.67,0.0,29.43,0.84,0.66,4.29,18.57,1.88,6.15,4.8,9.11,0.39,4.12,21-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Jul-2020 - 00:00,8.41,20.33,28.5,164.33,727.64,74.2,0.0,204.77,0.79,0.0,30.45,0.37,0.44,4.87,22.84,1.27,3.21,2.75,7.71,0.31,1.58,22-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Jul-2020 - 00:00,14.76,28.67,28.54,100.12,728.69,79.42,0.15,134.75,0.63,0.0,29.66,0.57,0.43,3.54,23.38,1.16,5.82,4.04,7.67,0.4,1.75,23-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Jul-2020 - 00:00,14.2,28.55,28.6,45.22,730.07,87.81,0.0,145.66,0.53,0.0,28.2,0.63,0.5,4.77,15.59,1.94,6.46,5.01,8.64,0.38,4.37,24-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Jul-2020 - 00:00,12.09,22.93,28.64,95.69,728.67,80.67,0.02,172.34,0.57,0.0,28.86,0.37,0.49,4.7,18.57,1.32,4.28,3.35,7.6,0.35,1.54,25-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Jul-2020 - 00:00,10.99,21.57,28.66,96.4,728.96,80.21,0.0,164.73,0.54,0.0,28.98,0.37,0.67,4.71,19.89,1.62,5.42,4.2,7.32,0.33,1.78,26-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Jul-2020 - 00:00,7.85,13.39,31.31,158.85,728.22,73.42,0.0,211.51,0.73,0.0,30.03,0.26,0.72,3.5,20.86,1.24,3.47,2.78,9.45,0.27,0.66,27-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Jul-2020 - 00:00,9.69,20.5,29.26,150.31,728.41,76.16,0.0,261.66,1.03,0.0,29.8,0.42,0.53,3.36,23.31,1.24,3.69,2.96,6.84,0.3,1.68,28-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Jul-2020 - 00:00,9.43,20.73,28.74,131.29,728.39,79.89,0.01,237.1,0.89,0.0,29.45,0.49,0.93,3.9,19.8,1.7,5.03,4.06,7.51,0.32,1.97,29-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Jul-2020 - 00:00,10.92,27.97,28.25,132.9,728.82,81.36,0.01,209.64,0.76,0.0,29.21,0.88,0.62,3.08,23.01,1.92,7.22,5.4,7.92,0.36,3.26,30-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Jul-2020 - 00:00,14.37,28.88,28.31,134.67,727.98,79.46,0.01,121.56,0.69,0.0,30.02,0.75,0.41,1.76,26.47,1.34,7.06,4.84,7.98,0.4,2.27,31-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-Jul-2020 - 00:00,15.14,30.63,28.5,111.48,728.11,83.35,0.0,146.38,0.59,0.0,29.8,0.55,0.37,2.92,18.63,1.68,7.15,5.17,9.02,0.41,2.64,01-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Aug-2020 - 00:00,21.0,43.51,28.31,107.92,728.73,85.47,0.0,125.66,0.56,0.0,29.3,0.8,0.55,3.39,18.17,5.7,8.88,9.35,9.5,0.54,4.64,02-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Aug-2020 - 00:00,7.84,16.3,28.24,125.06,728.34,80.0,0.0,217.99,0.73,0.0,29.91,0.14,0.17,2.25,17.36,1.73,3.72,3.38,7.78,0.33,0.59,03-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Aug-2020 - 00:00,7.86,13.92,28.11,105.95,728.89,76.53,0.01,259.09,1.34,0.0,29.4,0.0,0.0,3.07,21.83,1.19,2.61,2.36,7.19,0.28,0.0,04-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Aug-2020 - 00:00,8.56,15.86,28.4,100.29,728.98,76.84,0.0,251.7,1.44,0.0,29.4,0.04,0.02,2.97,24.22,1.07,1.87,1.85,7.25,0.29,0.02,05-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Aug-2020 - 00:00,3.2,5.15,28.37,63.07,730.17,81.21,0.02,242.1,1.28,0.03,29.01,0.01,0.02,5.55,24.96,1.2,1.88,1.76,80.88,0.32,0.01,06-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Aug-2020 - 00:00,10.55,19.59,28.6,131.2,729.21,77.26,0.0,228.93,1.03,0.02,29.89,0.18,0.03,3.92,20.07,1.12,1.4,1.53,22.87,0.27,0.07,07-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Aug-2020 - 00:00,10.34,17.44,28.55,110.75,729.3,77.16,0.0,236.57,0.93,0.0,29.85,0.02,0.03,5.0,18.5,1.27,1.29,1.68,13.57,0.29,0.07,08-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Aug-2020 - 00:00,9.89,25.23,28.55,126.25,729.53,75.5,0.0,260.38,1.21,0.0,29.84,0.1,0.13,4.09,18.35,1.36,3.23,2.83,10.96,0.27,0.34,09-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Aug-2020 - 00:00,8.71,27.22,28.51,72.56,730.53,81.69,0.14,259.09,1.16,0.0,28.62,0.2,0.17,4.83,21.86,1.29,2.17,2.2,10.07,0.29,1.02,10-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Aug-2020 - 00:00,5.56,28.44,33.47,51.44,732.29,88.09,0.01,258.41,1.06,0.0,28.01,0.28,1.11,5.26,17.3,1.52,5.72,4.2,18.49,0.26,3.45,11-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Aug-2020 - 00:00,,19.58,28.69,104.24,730.26,79.6,0.0,266.81,1.23,0.0,29.15,0.18,0.2,3.34,22.53,1.1,2.91,2.44,7.03,0.29,0.75,12-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Aug-2020 - 00:00,15.0,28.34,28.6,86.91,730.4,80.2,0.03,263.69,1.39,0.0,29.06,0.09,0.07,2.36,20.06,1.25,4.77,3.56,7.8,0.29,0.43,13-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Aug-2020 - 00:00,,17.86,28.37,38.64,732.56,90.14,0.38,256.73,1.18,0.0,27.39,0.08,0.15,2.67,17.6,1.2,3.96,3.09,8.06,0.27,0.4,14-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Aug-2020 - 00:00,,24.61,28.04,55.78,731.75,85.26,0.03,250.22,1.19,0.0,27.77,0.0,0.01,2.33,19.6,1.02,2.99,2.44,7.75,0.29,0.0,15-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Aug-2020 - 00:00,,16.94,27.94,39.07,732.88,91.04,0.27,240.09,1.05,0.0,27.19,0.0,0.0,2.49,19.17,0.93,1.92,1.77,7.41,0.3,0.0,16-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Aug-2020 - 00:00,,5.29,27.99,41.32,732.84,91.35,0.27,247.34,1.13,0.0,27.31,0.0,0.0,2.27,19.93,0.95,1.37,1.49,7.3,0.31,0.0,17-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Aug-2020 - 00:00,,12.15,28.04,66.66,731.64,87.01,0.06,250.65,1.06,0.0,28.17,0.0,0.01,2.5,16.44,1.17,3.78,2.96,7.43,0.31,0.01,18-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Aug-2020 - 00:00,,23.94,28.08,103.53,730.73,81.83,0.04,262.81,1.32,0.0,28.73,0.15,0.29,2.66,19.1,1.05,3.7,2.81,7.74,0.3,0.91,19-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Aug-2020 - 00:00,,19.82,28.28,46.88,731.86,88.27,0.37,259.8,0.93,0.0,27.94,0.24,0.47,3.31,15.52,1.16,3.39,2.74,7.84,0.3,1.36,20-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Aug-2020 - 00:00,8.0,14.04,28.13,50.92,732.54,90.84,0.22,254.45,1.08,0.0,27.72,0.03,0.1,1.52,15.81,1.11,2.35,2.15,7.33,0.28,0.11,21-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Aug-2020 - 00:00,,12.48,28.18,99.43,731.01,84.18,0.09,242.08,1.11,0.01,28.55,0.0,0.02,2.62,18.66,0.95,1.55,1.6,7.17,0.27,0.02,22-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Aug-2020 - 00:00,,18.73,28.18,127.67,729.95,79.58,0.0,230.83,0.92,0.01,29.41,0.01,0.01,1.83,17.89,1.14,1.46,1.7,6.86,0.27,0.01,23-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Aug-2020 - 00:00,1.0,16.76,28.17,132.83,729.85,78.76,0.02,236.12,0.97,0.0,29.57,0.06,0.07,2.3,18.94,0.97,1.97,1.83,6.81,0.27,0.28,24-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Aug-2020 - 00:00,12.0,21.29,28.26,135.38,729.7,77.85,0.0,239.16,0.86,0.0,29.6,0.07,0.11,2.16,17.56,1.2,2.65,2.39,6.81,0.29,0.26,25-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Aug-2020 - 00:00,21.0,36.29,28.23,134.79,729.57,76.85,0.0,281.77,0.88,0.0,29.74,0.22,0.48,2.99,14.38,2.24,4.8,4.38,7.08,0.33,1.03,26-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Aug-2020 - 00:00,7.88,44.02,28.29,119.76,729.69,77.58,0.01,279.58,0.86,0.0,29.68,0.35,0.49,3.1,14.98,1.82,5.13,4.21,7.52,0.34,1.81,27-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Aug-2020 - 00:00,7.0,31.67,28.16,64.96,731.18,87.11,0.08,263.88,0.75,0.0,28.25,0.53,0.76,2.68,11.77,1.75,4.89,4.02,7.9,0.35,2.66,28-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Aug-2020 - 00:00,6.5,20.73,28.45,124.56,730.29,80.12,0.0,248.18,1.01,0.0,29.05,0.11,0.14,2.12,16.69,1.31,3.45,2.89,7.23,0.29,0.29,29-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Aug-2020 - 00:00,11.44,26.45,28.33,144.82,729.76,78.03,0.0,244.9,1.02,0.0,29.59,0.07,0.07,2.0,17.46,1.36,3.11,2.77,6.94,0.27,0.27,30-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Aug-2020 - 00:00,10.96,30.69,29.15,132.79,729.6,76.49,0.0,236.26,0.82,0.0,29.83,0.05,0.15,2.5,18.63,1.32,4.1,3.26,7.26,0.29,0.13,31-Aug-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-Aug-2020 - 00:00,13.88,29.0,28.48,145.49,729.49,74.41,0.0,272.85,0.86,0.0,30.07,0.55,0.51,3.18,13.78,2.51,5.76,5.11,7.06,0.33,1.94,01-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Sep-2020 - 00:00,19.93,29.0,28.57,142.74,729.38,76.56,0.0,273.3,0.81,0.0,30.1,0.66,0.69,3.67,15.86,4.93,6.65,7.54,7.86,0.36,3.83,02-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Sep-2020 - 00:00,22.45,,28.81,118.81,729.54,79.07,0.0,174.94,0.81,0.0,30.02,0.49,0.42,2.51,18.24,2.74,6.67,5.78,8.01,0.38,2.52,03-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Sep-2020 - 00:00,26.61,,28.25,108.25,729.02,74.51,0.0,96.54,0.66,0.0,30.43,0.34,0.19,1.92,33.61,2.32,8.35,6.33,7.67,0.42,2.1,04-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Sep-2020 - 00:00,15.1,39.83,34.42,139.76,729.44,71.38,0.0,87.84,0.74,0.0,30.82,0.41,1.4,2.43,26.91,1.27,9.21,5.68,13.74,0.37,2.23,05-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Sep-2020 - 00:00,15.38,43.9,29.32,122.77,728.89,71.33,0.0,88.6,0.71,0.0,30.9,0.42,0.5,3.26,28.14,1.42,8.06,5.21,6.54,0.42,2.8,06-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Sep-2020 - 00:00,19.29,43.32,27.97,132.42,728.38,71.1,0.0,97.52,0.75,0.01,31.32,0.34,0.31,4.79,36.13,1.0,6.8,4.32,8.01,0.42,1.89,07-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Sep-2020 - 00:00,15.67,35.71,27.92,122.25,729.35,76.93,0.01,148.04,0.64,0.0,30.37,0.4,0.3,3.98,23.25,2.25,7.88,6.01,9.08,0.43,2.11,08-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Sep-2020 - 00:00,21.66,46.71,28.41,139.27,729.04,74.0,0.0,175.36,0.76,0.0,30.57,0.43,0.74,4.96,38.0,2.31,8.31,6.3,9.44,0.42,2.4,09-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Sep-2020 - 00:00,17.74,37.2,28.3,134.06,729.44,77.3,0.0,166.82,0.67,0.0,30.11,0.63,0.37,5.7,23.74,3.06,9.89,7.74,9.39,0.39,3.66,10-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Sep-2020 - 00:00,23.97,53.97,28.04,129.06,729.61,79.42,0.0,211.88,0.62,0.01,29.69,1.22,0.83,6.65,21.86,6.2,8.19,9.39,11.49,0.38,9.24,11-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Sep-2020 - 00:00,18.24,43.43,29.46,69.85,730.68,81.92,0.0,172.26,0.55,0.0,29.33,0.56,0.46,4.63,18.59,1.87,8.59,6.08,10.3,0.43,3.34,12-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Sep-2020 - 00:00,7.31,12.57,29.18,98.5,730.54,81.3,0.08,220.71,0.66,0.0,29.46,0.22,0.36,2.94,18.56,1.47,3.72,3.17,7.02,0.27,1.0,13-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Sep-2020 - 00:00,7.32,16.69,29.03,68.86,731.76,86.73,0.06,269.29,0.97,0.0,28.31,0.3,0.32,2.38,18.84,1.17,3.31,2.72,7.12,0.3,1.38,14-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Sep-2020 - 00:00,14.9,25.07,28.53,54.84,731.89,88.22,0.17,276.39,1.13,0.0,28.16,0.46,0.27,3.06,16.38,1.25,4.38,3.32,7.08,0.33,1.84,15-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Sep-2020 - 00:00,9.7,18.61,28.54,94.34,731.05,85.45,0.01,272.04,0.83,0.0,28.81,0.35,0.22,3.28,17.58,1.17,3.67,2.89,6.79,0.36,1.73,16-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Sep-2020 - 00:00,11.63,20.29,28.56,121.19,730.47,83.38,0.35,246.93,0.86,0.0,29.08,0.34,0.17,2.56,22.5,1.11,3.13,2.57,6.25,0.3,1.22,17-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Sep-2020 - 00:00,14.29,22.93,28.53,83.71,731.04,86.25,0.51,262.25,0.74,0.0,28.76,0.43,0.38,2.85,21.5,1.13,4.25,3.18,6.66,0.35,1.8,18-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Sep-2020 - 00:00,13.13,24.19,28.63,106.69,730.56,85.95,0.0,249.16,0.7,0.0,29.31,0.32,0.48,2.14,17.72,1.18,4.3,3.25,6.44,0.36,1.61,19-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Sep-2020 - 00:00,27.85,44.85,30.56,64.8,731.48,87.99,0.25,262.04,0.66,0.0,28.92,0.52,0.71,2.69,22.09,1.68,7.1,5.13,9.06,0.39,2.67,20-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Sep-2020 - 00:00,17.07,30.0,28.31,125.99,730.52,83.99,0.09,269.36,0.87,0.0,29.27,0.37,0.25,2.74,30.53,1.07,3.09,2.51,5.99,0.34,1.29,21-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Sep-2020 - 00:00,8.44,11.79,28.26,95.7,730.98,82.47,0.0,245.5,0.97,0.0,29.08,0.03,0.04,2.2,26.13,0.98,1.96,1.82,5.08,0.29,0.09,22-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Sep-2020 - 00:00,10.42,16.32,28.19,110.49,730.41,79.41,0.0,235.08,0.92,0.0,29.49,0.0,0.0,1.65,25.93,0.85,1.27,1.32,4.96,0.28,0.0,23-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Sep-2020 - 00:00,8.15,15.65,28.17,74.94,730.92,79.84,0.0,233.62,0.9,0.01,29.08,0.0,0.01,2.5,22.53,0.81,1.4,1.39,4.72,0.27,0.02,24-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Sep-2020 - 00:00,9.34,17.19,28.18,117.76,730.52,79.25,0.0,234.54,0.81,0.0,29.35,0.0,0.0,2.53,19.11,1.0,1.99,1.86,4.6,0.28,0.01,25-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Sep-2020 - 00:00,11.98,18.01,28.19,101.76,730.79,83.08,0.08,230.25,0.84,0.0,29.34,1.86,0.32,2.49,33.95,1.1,4.85,3.37,4.68,0.37,4.86,26-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Sep-2020 - 00:00,10.48,14.22,28.13,37.22,733.42,92.89,0.9,235.91,0.72,0.0,27.06,0.43,0.31,1.9,18.92,1.14,3.74,2.92,5.28,0.34,1.93,27-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Sep-2020 - 00:00,13.48,30.1,28.48,113.56,731.32,83.12,0.0,205.72,0.71,0.0,28.29,0.29,0.24,2.41,18.89,1.69,5.57,4.34,6.36,0.36,0.88,28-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Sep-2020 - 00:00,22.94,50.92,28.71,128.98,730.41,81.04,0.0,103.8,0.66,0.0,28.94,0.56,0.38,3.83,19.83,2.73,6.98,5.93,6.65,0.4,2.33,29-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Sep-2020 - 00:00,30.15,62.27,28.69,127.58,730.21,80.99,0.0,254.0,0.78,0.0,29.49,0.47,0.34,4.28,24.06,2.47,8.5,6.52,6.92,0.44,2.02,30-Sep-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Sep-2020 - 00:00,31.52,65.49,28.2,112.96,730.31,81.2,0.0,253.47,0.78,0.0,29.37,0.62,0.36,3.21,26.39,2.08,7.74,5.8,7.08,0.45,2.78,01-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Oct-2020 - 00:00,33.52,71.52,28.15,105.43,730.36,79.41,0.0,278.29,0.91,0.0,29.39,0.54,0.33,2.99,34.13,1.1,6.5,4.34,7.52,0.43,1.73,02-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Oct-2020 - 00:00,36.4,86.09,28.19,144.7,729.94,75.66,0.0,274.1,0.87,0.0,29.83,0.58,0.56,3.2,36.15,1.1,7.9,5.1,8.05,0.46,2.44,03-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Oct-2020 - 00:00,40.99,108.86,30.13,111.18,729.84,72.2,0.0,299.14,0.86,0.0,30.45,0.6,0.84,4.97,34.65,1.23,10.01,6.0,9.12,0.55,3.32,04-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Oct-2020 - 00:00,38.44,94.22,28.61,123.05,729.86,72.79,0.0,278.46,0.82,0.0,30.14,0.65,0.72,3.91,35.13,1.34,8.86,5.75,8.06,0.48,3.37,05-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Oct-2020 - 00:00,36.43,85.43,28.58,139.66,730.3,74.74,0.0,268.33,0.86,0.0,29.64,0.42,0.47,2.99,36.68,1.08,8.71,5.48,7.76,0.48,1.7,06-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Oct-2020 - 00:00,43.97,103.48,28.59,136.35,729.88,70.43,0.0,273.17,0.86,0.0,29.88,0.62,0.61,4.6,43.47,1.12,8.76,5.54,8.73,0.49,3.31,07-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Oct-2020 - 00:00,57.45,112.93,28.45,57.26,731.59,76.81,0.0,266.77,0.62,0.0,28.4,0.68,0.64,5.09,36.37,1.33,10.59,6.72,9.42,0.6,3.37,08-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Oct-2020 - 00:00,60.34,108.09,36.73,92.72,732.43,82.12,0.0,168.0,0.53,-0.0,28.55,0.83,1.98,4.93,24.53,2.72,17.1,10.36,21.2,0.58,3.1,09-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Oct-2020 - 00:00,45.33,79.56,28.52,124.41,729.45,72.8,0.0,143.06,0.75,0.0,30.7,0.56,0.75,4.07,25.1,2.58,8.99,6.73,6.83,0.57,4.78,10-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Oct-2020 - 00:00,28.88,87.64,28.37,90.86,730.05,77.92,0.0,128.92,0.58,0.0,29.69,0.67,0.5,5.32,24.96,2.61,12.4,8.72,7.85,0.58,3.73,11-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Oct-2020 - 00:00,23.96,48.1,37.4,49.43,732.62,87.82,0.85,228.59,0.6,-0.01,28.3,0.57,2.67,3.19,15.8,3.91,11.85,9.44,22.35,0.5,4.79,12-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Oct-2020 - 00:00,20.22,31.13,28.87,37.31,731.87,88.75,0.44,204.62,0.53,0.0,28.01,0.47,1.19,6.95,15.65,6.62,16.92,13.76,41.64,0.3,2.0,13-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Oct-2020 - 00:00,15.21,26.78,30.81,34.5,733.01,92.96,1.33,257.2,1.26,0.0,27.49,0.37,0.56,4.61,15.65,1.64,4.34,3.49,10.14,0.55,1.46,14-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Oct-2020 - 00:00,,21.23,34.22,52.65,733.0,89.73,0.42,79.7,1.13,0.0,28.02,0.38,0.57,8.14,22.86,1.17,10.48,5.81,14.27,0.37,1.6,15-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Oct-2020 - 00:00,,27.52,27.56,102.89,730.35,82.73,0.0,136.77,0.53,0.0,28.76,0.34,0.27,5.56,28.15,6.44,5.07,8.63,6.71,0.46,1.18,16-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Oct-2020 - 00:00,18.73,37.34,27.67,107.51,729.8,78.55,0.0,208.41,0.54,0.0,29.27,0.41,0.22,4.73,27.65,1.12,4.15,3.11,5.97,0.52,2.28,17-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Oct-2020 - 00:00,22.07,46.84,28.0,117.62,729.47,78.83,0.29,234.64,0.62,0.0,29.44,0.45,0.18,4.87,27.72,1.25,3.83,3.04,7.2,0.47,1.88,18-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Oct-2020 - 00:00,17.03,29.66,27.99,140.48,729.67,80.78,0.0,242.48,0.61,0.0,29.27,0.5,0.43,4.07,22.79,1.53,8.53,5.78,8.12,0.52,3.67,19-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Oct-2020 - 00:00,19.98,47.45,30.16,97.76,730.56,84.51,0.04,186.4,0.52,0.0,28.98,0.49,1.23,4.64,14.62,4.94,10.41,9.55,10.16,0.56,2.64,20-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Oct-2020 - 00:00,36.25,53.78,28.08,66.46,730.96,86.88,0.08,158.62,0.49,0.0,28.63,0.41,0.58,4.06,22.58,2.84,9.4,7.32,7.48,0.61,3.07,21-Oct-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
