from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
27-May-2020 - 00:00,40.74,976.33,158.28,35.58,36.62,183.76,148.87,1.69,0.15,1.58,46.22,1.46,13.7,12.24,0.45,31.73,8.29,28-May-2020 - 00:00,"Patparganj, Delhi - DPCC"
28-May-2020 - 00:00,38.58,978.46,224.18,36.26,49.72,155.48,110.27,3.07,0.1,1.02,52.02,1.33,7.13,5.8,0.38,32.76,5.87,29-May-2020 - 00:00,"Patparganj, Delhi - DPCC"
29-May-2020 - 00:00,36.85,981.39,61.7,19.95,58.63,136.62,123.73,2.78,0.1,0.94,53.21,1.68,7.92,6.25,0.34,32.66,6.13,30-May-2020 - 00:00,"Patparganj, Delhi - DPCC"
30-May-2020 - 00:00,34.1,983.28,41.56,19.42,60.22,182.12,154.62,1.43,0.1,0.58,56.96,1.6,6.86,5.27,0.32,28.63,3.87,31-May-2020 - 00:00,"Patparganj, Delhi - DPCC"
31-May-2020 - 00:00,31.56,985.03,29.97,17.77,69.47,161.32,125.16,1.81,0.1,0.77,55.21,1.62,7.02,5.4,0.34,29.39,4.28,01-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
01-Jun-2020 - 00:00,32.54,985.27,64.76,41.85,63.12,183.13,76.69,1.04,0.15,1.95,49.14,1.87,10.52,8.65,0.49,24.15,7.26,02-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
02-Jun-2020 - 00:00,33.55,983.34,71.85,39.41,56.92,176.09,170.46,1.2,0.14,1.59,57.04,2.04,10.39,8.35,0.43,24.28,4.61,03-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
03-Jun-2020 - 00:00,33.84,981.5,90.02,48.94,54.69,164.56,156.79,0.78,0.17,1.57,53.75,2.08,14.7,12.62,0.49,26.31,6.54,04-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
04-Jun-2020 - 00:00,33.19,980.69,107.88,62.99,58.5,101.9,179.34,1.14,0.27,2.42,57.88,5.79,20.95,15.25,0.66,23.94,6.4,05-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
05-Jun-2020 - 00:00,33.04,980.82,66.21,40.57,59.67,146.41,146.46,1.3,0.18,1.3,55.42,1.77,10.75,8.98,0.47,24.05,5.02,06-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
06-Jun-2020 - 00:00,33.52,980.21,50.59,25.15,58.07,173.1,134.13,1.16,0.11,1.06,49.36,1.61,8.55,6.95,0.4,23.83,3.51,07-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
07-Jun-2020 - 00:00,33.23,979.95,62.78,34.23,58.97,122.99,139.35,1.37,0.16,1.5,47.54,1.8,9.66,7.86,0.44,30.88,4.31,08-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
08-Jun-2020 - 00:00,34.31,979.53,70.54,41.35,53.97,201.09,193.83,1.07,0.32,1.08,48.51,1.7,10.84,9.15,0.47,24.69,6.97,09-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
09-Jun-2020 - 00:00,35.03,979.28,91.38,53.77,52.79,157.52,176.05,0.74,0.1,0.75,51.45,2.74,15.2,12.47,0.58,19.38,7.47,10-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
10-Jun-2020 - 00:00,35.05,978.67,102.72,56.94,53.82,154.39,205.06,0.78,0.13,0.7,51.9,4.2,21.16,16.97,0.7,14.51,6.49,11-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
11-Jun-2020 - 00:00,35.25,977.64,92.36,52.4,53.84,171.77,137.23,0.79,0.12,0.76,59.35,2.57,13.99,11.43,0.59,18.44,5.8,12-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
12-Jun-2020 - 00:00,35.63,976.31,96.66,54.82,52.2,150.82,139.65,0.91,0.11,0.57,58.75,1.93,11.16,9.22,0.62,23.77,3.99,13-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
13-Jun-2020 - 00:00,34.4,977.09,98.62,50.76,58.23,110.73,161.86,1.03,0.1,0.59,52.49,2.08,11.72,9.64,0.56,24.52,4.02,14-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
14-Jun-2020 - 00:00,35.17,978.51,105.58,63.98,56.52,149.16,137.22,1.02,0.16,1.04,58.75,3.37,13.36,10.01,0.63,23.66,5.08,15-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
15-Jun-2020 - 00:00,35.95,976.55,78.11,43.19,49.94,170.71,201.08,0.8,0.1,0.49,55.06,2.27,11.75,9.49,0.49,17.57,5.79,16-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
16-Jun-2020 - 00:00,35.95,974.38,66.62,34.3,49.56,177.92,133.34,1.23,0.55,99.95,45.81,1.9,8.88,6.98,0.45,23.43,4.28,17-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
17-Jun-2020 - 00:00,35.32,974.34,57.22,28.5,54.96,176.89,127.31,1.78,0.45,78.07,46.29,1.77,6.2,4.44,0.44,24.12,3.24,18-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
18-Jun-2020 - 00:00,35.6,975.16,57.6,30.71,53.81,174.88,147.53,1.31,0.1,0.34,45.69,1.81,6.64,4.83,0.45,18.92,3.42,19-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
19-Jun-2020 - 00:00,35.69,976.92,118.53,62.35,55.49,145.88,115.05,1.54,0.1,0.45,48.04,1.76,6.71,4.95,0.55,15.61,3.98,20-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
20-Jun-2020 - 00:00,33.86,978.58,58.77,36.79,59.59,81.75,174.8,1.21,0.08,0.53,51.76,2.49,11.2,8.72,0.5,17.42,7.72,21-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
21-Jun-2020 - 00:00,33.79,978.46,50.44,33.46,62.26,90.68,151.07,1.2,0.1,0.53,44.26,3.15,11.11,8.0,0.54,15.38,4.64,22-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
22-Jun-2020 - 00:00,34.15,978.22,43.07,27.97,61.38,166.72,176.15,1.25,0.1,0.5,52.82,2.03,8.58,6.57,0.55,18.75,5.79,23-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
23-Jun-2020 - 00:00,34.19,980.2,31.99,20.09,62.82,146.23,108.19,2.37,0.08,0.35,50.47,1.99,6.23,4.26,0.42,10.94,5.09,24-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
24-Jun-2020 - 00:00,33.46,981.27,31.18,21.41,68.99,100.11,116.42,1.73,0.09,0.51,47.6,2.16,6.89,4.74,0.49,6.49,6.07,25-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
25-Jun-2020 - 00:00,33.96,978.79,47.34,30.57,68.06,166.54,198.54,0.83,0.19,1.24,55.35,2.56,10.62,8.07,0.5,15.86,5.03,26-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
26-Jun-2020 - 00:00,34.28,977.63,91.12,41.46,65.81,130.25,225.0,1.05,0.29,2.13,65.58,2.3,10.52,8.23,0.38,4.24,5.24,27-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
27-Jun-2020 - 00:00,34.97,976.39,143.43,50.68,59.24,135.89,261.88,1.19,0.19,1.05,49.79,3.35,12.9,9.56,0.38,11.98,5.32,28-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
28-Jun-2020 - 00:00,35.83,975.65,260.23,88.6,54.55,163.03,247.85,1.12,0.22,1.36,39.69,4.85,15.29,10.32,0.49,14.4,3.63,29-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
29-Jun-2020 - 00:00,35.28,977.8,144.38,55.72,56.56,160.75,190.44,1.34,0.19,2.12,42.9,3.36,11.94,8.58,0.47,22.8,4.21,30-Jun-2020 - 00:00,"Patparganj, Delhi - DPCC"
30-Jun-2020 - 00:00,34.36,979.4,69.03,33.79,64.88,142.23,115.32,2.09,0.09,0.8,42.31,1.7,6.39,4.69,0.42,17.99,5.3,01-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
01-Jul-2020 - 00:00,34.97,978.02,73.54,38.18,60.61,123.62,136.36,1.33,0.13,1.06,40.79,1.79,7.21,5.42,0.47,21.8,5.53,02-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
02-Jul-2020 - 00:00,35.7,975.71,83.92,46.78,57.09,147.78,129.32,0.99,0.15,0.85,41.42,1.85,8.51,6.67,0.5,26.24,4.81,03-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
03-Jul-2020 - 00:00,35.56,975.21,91.01,50.47,59.33,133.43,143.14,1.54,0.17,0.8,46.42,1.71,8.48,6.77,0.59,25.66,4.87,04-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
04-Jul-2020 - 00:00,34.53,975.86,71.61,37.97,65.39,144.85,118.95,2.38,0.1,0.75,48.73,1.75,6.07,4.33,0.53,21.0,2.96,05-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
05-Jul-2020 - 00:00,32.87,976.8,43.22,25.11,72.58,135.33,89.15,2.01,0.14,1.08,41.08,1.68,6.27,4.6,0.37,39.13,3.54,06-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
06-Jul-2020 - 00:00,33.37,976.03,53.44,38.56,72.97,103.23,112.34,1.65,0.15,1.46,43.11,2.3,10.34,8.05,0.49,27.34,3.73,07-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
07-Jul-2020 - 00:00,32.78,979.01,24.75,12.7,73.14,136.74,108.75,2.86,0.11,1.16,42.1,2.53,8.44,5.91,0.36,19.66,4.54,08-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
08-Jul-2020 - 00:00,33.06,980.17,29.06,17.31,74.33,105.0,132.76,1.97,0.1,0.83,30.38,2.51,11.69,9.19,0.42,19.55,3.92,09-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
09-Jul-2020 - 00:00,34.28,976.66,42.26,30.29,66.58,159.03,223.56,0.7,0.12,1.12,30.39,2.85,13.29,10.41,0.44,22.46,3.52,10-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
10-Jul-2020 - 00:00,34.87,974.37,38.16,19.69,61.88,165.37,246.63,1.05,0.1,0.91,39.17,2.95,12.38,9.44,0.34,18.57,2.55,11-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
11-Jul-2020 - 00:00,33.68,975.77,42.28,17.62,66.22,141.06,150.85,1.63,0.07,0.82,36.88,2.24,9.01,6.78,0.29,32.75,3.94,12-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
12-Jul-2020 - 00:00,33.37,977.17,31.68,18.84,64.56,136.66,178.54,1.54,0.1,1.09,35.85,2.05,8.4,6.36,0.31,26.98,4.29,13-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
13-Jul-2020 - 00:00,34.38,976.89,64.62,28.28,59.82,189.68,212.46,0.91,0.16,1.4,34.31,2.94,12.77,9.82,0.32,25.14,3.16,14-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
14-Jul-2020 - 00:00,35.16,977.78,87.55,37.38,58.57,176.49,174.58,1.26,0.11,1.25,37.45,3.38,13.25,9.87,0.31,22.28,3.99,15-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
15-Jul-2020 - 00:00,34.32,978.57,58.08,33.6,64.08,152.13,105.75,2.29,0.08,1.04,41.54,2.16,8.61,6.46,0.33,25.42,3.76,16-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
16-Jul-2020 - 00:00,34.1,977.68,40.23,25.25,65.91,119.69,109.05,2.22,0.08,1.1,45.74,2.37,9.07,6.7,0.33,20.12,4.02,17-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
17-Jul-2020 - 00:00,34.19,978.27,47.28,37.36,66.63,102.62,125.58,2.07,0.09,1.22,40.23,2.74,10.44,7.71,0.4,20.16,2.95,18-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
18-Jul-2020 - 00:00,34.02,979.39,44.72,29.98,68.09,103.63,108.53,1.74,0.05,1.23,39.25,2.34,9.04,6.7,0.39,21.0,2.26,19-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
19-Jul-2020 - 00:00,33.23,977.93,27.37,21.5,73.53,104.96,219.81,0.88,0.02,1.01,45.14,3.02,14.16,11.13,0.47,21.06,1.91,20-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
20-Jul-2020 - 00:00,32.8,976.35,25.21,14.18,69.02,101.56,252.84,0.83,0.02,0.77,39.3,2.79,15.88,13.09,0.4,26.33,3.01,21-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
21-Jul-2020 - 00:00,31.75,979.34,22.51,14.91,78.18,102.64,154.95,1.18,0.08,1.6,31.86,3.02,14.74,11.71,0.37,25.32,4.36,22-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
22-Jul-2020 - 00:00,31.76,980.35,22.78,16.64,80.98,66.42,200.09,0.78,0.19,2.05,32.49,4.37,18.03,13.67,0.49,16.26,4.34,23-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
23-Jul-2020 - 00:00,33.21,979.44,41.49,32.23,69.67,176.83,242.72,0.71,0.25,2.08,36.31,6.24,20.81,14.56,0.58,19.92,4.36,24-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
24-Jul-2020 - 00:00,33.33,982.26,58.85,35.0,70.62,143.25,125.9,1.57,0.16,1.48,54.98,2.72,13.65,10.93,0.46,23.01,4.78,25-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
25-Jul-2020 - 00:00,33.17,983.97,51.95,23.48,75.58,120.86,107.94,1.89,0.11,1.62,57.6,2.56,9.61,7.06,0.39,20.19,5.34,26-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
26-Jul-2020 - 00:00,33.86,983.5,67.18,33.16,71.4,156.75,162.02,0.84,0.2,2.17,55.15,3.18,14.61,11.45,0.49,24.58,,27-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
27-Jul-2020 - 00:00,34.62,980.6,84.57,29.78,66.37,174.16,270.11,0.92,0.18,1.34,61.16,4.42,21.73,17.3,0.56,22.26,,28-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
28-Jul-2020 - 00:00,34.74,978.44,73.92,19.93,63.96,159.71,260.12,0.97,0.37,1.43,54.97,4.12,17.7,13.59,0.23,25.28,4.24,29-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
29-Jul-2020 - 00:00,33.12,979.18,64.38,23.94,70.68,120.02,157.74,1.05,0.19,1.61,48.66,4.0,19.5,15.5,1.52,23.05,4.05,30-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
30-Jul-2020 - 00:00,32.86,981.0,48.51,18.06,72.05,128.16,193.57,0.89,0.25,1.96,50.62,2.84,15.86,13.03,0.64,26.5,1.96,31-Jul-2020 - 00:00,"Patparganj, Delhi - DPCC"
31-Jul-2020 - 00:00,33.37,980.26,80.0,46.16,74.03,119.62,120.62,0.86,0.24,3.28,49.18,3.7,17.48,13.79,0.89,24.17,,01-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
01-Aug-2020 - 00:00,33.17,979.8,55.59,33.1,74.04,122.93,157.48,0.98,0.2,2.08,55.08,2.8,16.5,13.69,0.52,21.08,,02-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
02-Aug-2020 - 00:00,34.11,977.98,51.12,22.47,68.9,191.12,244.51,0.94,0.17,1.41,46.71,3.93,16.68,12.73,0.49,22.29,,03-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
03-Aug-2020 - 00:00,34.47,973.54,55.44,23.24,65.6,133.61,267.41,1.17,0.14,1.01,46.93,3.68,17.62,13.97,0.48,23.81,,04-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
04-Aug-2020 - 00:00,34.26,972.89,57.09,26.92,66.65,187.0,173.86,1.19,0.16,1.21,39.85,3.16,12.94,9.92,0.4,22.58,,05-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
05-Aug-2020 - 00:00,33.55,973.51,76.46,47.91,72.22,43.49,84.69,1.34,0.18,2.61,44.56,1.75,10.2,8.45,0.87,26.3,,06-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
06-Aug-2020 - 00:00,34.33,976.41,47.05,15.65,63.51,183.96,105.27,3.22,0.13,1.62,51.46,1.18,7.66,6.47,0.5,21.43,,07-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
07-Aug-2020 - 00:00,33.78,979.06,35.6,22.94,67.46,120.18,119.19,2.31,0.13,1.18,39.56,0.69,7.02,6.44,0.46,29.09,,08-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
08-Aug-2020 - 00:00,34.52,977.09,61.35,50.02,65.44,110.31,194.26,0.72,0.14,1.98,42.04,0.84,10.39,9.58,0.58,22.33,,09-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
09-Aug-2020 - 00:00,33.41,976.59,44.45,34.4,75.82,78.52,170.84,1.07,0.04,1.45,40.33,1.17,9.15,8.13,0.54,25.62,,10-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
10-Aug-2020 - 00:00,33.41,977.83,38.19,25.99,75.76,68.04,149.71,0.93,0.05,0.75,46.62,0.94,7.46,6.57,0.47,19.38,,11-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
11-Aug-2020 - 00:00,33.79,977.39,53.12,32.24,73.18,111.58,187.34,1.01,0.08,1.52,43.63,1.34,11.15,9.86,0.62,20.89,,12-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
12-Aug-2020 - 00:00,33.81,976.37,45.85,23.78,72.42,118.71,220.82,1.12,0.4,1.14,42.34,1.55,9.42,7.89,0.41,20.07,,13-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
13-Aug-2020 - 00:00,31.95,976.16,22.29,12.63,84.78,27.18,130.48,1.31,0.2,1.69,35.15,1.31,8.94,7.68,0.52,20.29,,14-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
14-Aug-2020 - 00:00,32.53,975.61,35.45,19.8,80.11,58.82,102.39,1.92,0.19,1.28,31.34,1.26,8.98,7.76,0.52,17.09,,15-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
15-Aug-2020 - 00:00,33.36,975.5,47.78,33.71,74.69,95.94,124.42,1.36,0.11,0.61,35.85,0.44,6.25,5.89,0.4,18.26,,16-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
16-Aug-2020 - 00:00,33.51,976.48,32.16,17.76,73.74,132.99,125.18,1.23,0.14,0.72,36.77,0.7,7.13,6.57,0.46,16.93,,17-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
17-Aug-2020 - 00:00,33.27,976.8,43.68,20.77,78.11,96.2,152.68,1.04,0.26,1.87,37.8,4.49,13.68,9.32,0.67,15.31,,18-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
18-Aug-2020 - 00:00,33.32,977.25,43.38,19.17,76.88,88.52,187.06,0.79,0.25,1.76,44.67,4.54,16.33,12.11,0.62,12.29,,19-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
19-Aug-2020 - 00:00,31.75,977.31,29.29,13.93,86.35,16.07,162.46,0.9,0.28,1.99,36.99,6.85,21.22,14.39,0.66,9.16,,20-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
20-Aug-2020 - 00:00,31.53,979.79,27.52,11.78,85.93,37.71,100.7,1.31,0.27,2.2,34.34,3.09,15.63,12.75,0.6,17.41,,21-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
21-Aug-2020 - 00:00,32.79,981.27,36.08,13.89,73.62,142.76,91.42,1.6,0.24,2.04,35.48,5.1,15.67,10.68,0.63,16.38,,22-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
22-Aug-2020 - 00:00,33.14,980.47,34.32,11.0,69.3,163.54,95.36,2.78,0.18,1.28,45.11,1.34,9.44,8.21,0.47,13.74,,23-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
23-Aug-2020 - 00:00,32.78,979.1,32.94,12.58,73.67,97.55,104.22,2.86,0.12,0.74,44.74,0.54,7.68,7.26,0.37,14.31,,24-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
24-Aug-2020 - 00:00,32.66,979.53,27.94,10.91,75.27,78.48,126.62,1.87,0.13,0.71,37.82,1.19,10.54,9.42,0.38,12.39,,25-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
25-Aug-2020 - 00:00,32.97,981.5,34.03,14.41,73.51,88.96,149.81,0.83,0.14,0.81,37.55,1.91,12.64,10.74,0.41,10.66,,26-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
26-Aug-2020 - 00:00,33.25,982.53,35.81,13.57,69.61,105.09,249.82,1.06,0.18,0.91,34.87,8.23,24.58,16.53,0.5,13.24,,27-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
27-Aug-2020 - 00:00,33.55,981.86,45.73,18.91,68.01,134.23,255.05,0.82,0.23,1.44,32.05,10.46,24.57,15.76,0.51,18.26,,28-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
28-Aug-2020 - 00:00,32.32,980.12,56.23,27.04,79.29,48.99,169.76,0.83,0.43,3.21,40.54,20.23,43.04,22.93,0.85,10.86,,29-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
29-Aug-2020 - 00:00,33.19,979.69,66.85,32.9,72.19,124.26,105.7,1.33,0.31,2.48,48.82,6.27,19.51,14.26,0.61,19.18,,30-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
30-Aug-2020 - 00:00,32.51,979.56,36.56,14.97,73.26,74.64,102.34,3.03,0.13,0.99,44.45,0.6,8.48,8.01,0.34,13.62,,31-Aug-2020 - 00:00,"Patparganj, Delhi - DPCC"
31-Aug-2020 - 00:00,32.7,981.8,21.98,7.78,71.71,102.99,137.74,1.03,0.11,0.41,35.23,1.0,9.38,8.61,0.34,13.16,,01-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
01-Sep-2020 - 00:00,33.13,983.15,35.18,12.6,67.93,142.89,192.83,0.63,0.13,0.6,31.01,2.32,12.42,10.28,0.4,13.24,,02-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
02-Sep-2020 - 00:00,33.33,985.03,50.29,23.09,68.35,94.91,201.39,0.73,0.16,0.89,32.64,1.22,10.41,9.27,0.48,13.83,,03-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
03-Sep-2020 - 00:00,33.47,985.75,64.59,37.55,69.5,126.87,118.76,2.01,0.19,1.11,37.53,0.63,7.68,7.11,0.5,19.93,,04-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
04-Sep-2020 - 00:00,33.54,984.48,61.36,42.86,69.47,108.73,149.09,1.16,0.17,0.9,41.36,2.9,10.86,8.14,0.56,20.32,,05-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
05-Sep-2020 - 00:00,33.05,982.63,56.9,35.12,72.32,135.34,215.7,0.93,0.26,1.54,41.09,5.84,16.42,11.28,0.61,14.33,,06-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
06-Sep-2020 - 00:00,31.18,981.38,38.06,30.67,87.02,3.01,258.57,0.67,0.29,1.64,41.97,2.69,15.31,12.63,0.52,5.42,,07-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
07-Sep-2020 - 00:00,33.12,981.96,73.5,34.66,70.97,13.39,230.79,1.08,0.36,2.06,50.98,4.15,21.93,18.19,0.84,12.86,,08-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
08-Sep-2020 - 00:00,33.61,982.91,63.75,27.7,67.14,22.68,286.98,0.88,0.26,1.41,40.51,2.81,13.09,10.31,0.58,17.5,3.43,09-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
09-Sep-2020 - 00:00,33.94,982.76,85.92,49.38,66.84,23.31,302.69,0.88,0.3,1.76,43.95,4.07,14.91,11.26,0.64,17.96,5.71,10-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
10-Sep-2020 - 00:00,33.99,980.36,90.03,52.11,64.76,23.46,299.82,0.92,0.3,1.59,44.01,3.89,19.06,15.31,0.69,16.64,5.55,11-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
11-Sep-2020 - 00:00,34.27,980.87,100.05,61.57,60.5,23.63,201.35,0.9,0.34,1.59,44.93,9.09,22.87,16.26,0.71,16.97,7.82,12-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
12-Sep-2020 - 00:00,34.17,983.35,111.45,74.72,61.74,22.38,191.8,0.91,0.36,1.57,47.68,12.29,23.41,13.56,0.69,19.97,7.45,13-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
13-Sep-2020 - 00:00,34.09,983.38,110.77,75.99,64.32,21.42,80.23,1.13,0.28,1.14,48.92,0.72,10.8,10.25,0.56,27.44,7.38,14-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
14-Sep-2020 - 00:00,34.1,982.26,115.01,77.86,64.84,20.64,215.11,0.89,0.31,1.86,49.38,3.08,15.36,12.81,0.64,26.46,7.81,15-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
15-Sep-2020 - 00:00,34.22,981.74,108.81,71.66,62.52,22.14,239.94,0.92,0.31,1.88,46.0,4.11,19.61,15.79,0.66,24.05,7.16,16-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
16-Sep-2020 - 00:00,34.38,981.4,120.24,72.36,62.5,22.12,276.02,1.0,0.33,1.89,46.35,8.32,27.54,19.98,0.72,20.18,6.38,17-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
17-Sep-2020 - 00:00,34.59,980.92,89.7,52.14,60.74,21.65,306.14,1.05,0.26,1.53,44.85,2.88,21.08,18.38,0.6,22.49,7.15,18-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
18-Sep-2020 - 00:00,34.61,980.05,87.79,48.75,61.13,126.57,275.74,1.21,0.57,1.46,46.03,3.34,19.1,16.3,0.55,23.2,5.29,19-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
19-Sep-2020 - 00:00,34.43,980.4,122.66,58.27,61.71,199.93,237.22,1.07,0.19,1.09,45.73,3.11,16.98,14.13,0.59,23.01,7.66,20-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
20-Sep-2020 - 00:00,34.21,979.81,155.53,82.93,63.25,198.09,241.46,1.24,0.21,1.65,50.35,1.91,15.56,13.82,0.62,27.65,13.95,21-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
21-Sep-2020 - 00:00,34.36,978.72,137.36,71.73,61.61,174.91,296.99,1.02,0.22,1.34,47.76,0.83,13.07,12.33,0.59,28.23,9.98,22-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
22-Sep-2020 - 00:00,34.18,979.3,76.54,39.77,62.43,190.47,136.2,1.34,0.14,0.94,43.03,1.32,15.92,14.64,0.47,20.72,12.16,23-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
23-Sep-2020 - 00:00,33.81,979.48,59.85,29.99,63.76,162.63,119.5,1.21,0.12,0.73,34.2,1.48,13.47,12.08,0.45,20.62,10.92,24-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
24-Sep-2020 - 00:00,33.46,981.61,76.31,41.74,65.19,176.36,185.76,0.96,0.16,0.84,35.79,1.7,12.99,11.36,0.51,18.86,9.99,25-Sep-2020 - 00:00,"Patparganj, Delhi - DPCC"
