from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Toluene,Xylene,MP-Xylene,Eth-Benzene,WD,WS,AT,RH,RF,BP,SR,to date,station
11-Aug-2020 - 00:00,16.0,32.01,25.64,13.37,39.0,29.2,2.56,0.17,24.59,0.0,,0.0,0.0,45.28,2.75,28.11,62.98,,963.47,186.68,12-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
12-Aug-2020 - 00:00,21.87,43.75,24.6,13.3,37.9,27.45,4.25,0.0,26.18,0.0,,0.0,0.0,46.38,2.78,27.99,62.67,,964.77,188.62,13-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
13-Aug-2020 - 00:00,25.27,52.67,21.81,9.97,31.78,25.4,3.08,0.84,22.23,0.0,,0.0,0.0,44.25,2.68,27.16,68.48,,964.28,186.75,14-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
14-Aug-2020 - 00:00,29.66,69.37,19.71,13.15,33.23,23.74,1.21,2.17,21.46,0.0,,0.0,0.0,27.57,2.76,27.53,62.82,,968.91,187.49,15-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
15-Aug-2020 - 00:00,21.61,43.23,20.52,10.55,31.07,23.66,2.72,0.0,22.86,0.0,,0.0,0.0,24.91,2.71,26.84,70.93,,967.32,185.05,16-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
16-Aug-2020 - 00:00,16.4,32.79,13.31,6.07,19.38,16.37,1.9,0.0,19.85,0.0,,0.0,0.0,94.95,2.56,26.35,78.19,,962.26,177.88,17-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
17-Aug-2020 - 00:00,15.57,31.14,14.39,9.09,23.49,17.88,2.72,0.0,16.69,0.0,,0.0,0.0,41.28,2.66,27.42,69.58,,971.13,191.38,18-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
18-Aug-2020 - 00:00,25.63,51.26,17.79,8.31,26.1,20.35,3.64,0.0,21.65,0.0,,0.0,0.0,35.06,2.69,27.79,66.41,,978.15,198.14,19-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
19-Aug-2020 - 00:00,19.42,38.84,18.07,8.08,26.15,20.85,1.32,0.0,19.83,0.0,,0.0,0.0,46.87,2.7,28.04,64.39,,976.69,198.76,20-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
20-Aug-2020 - 00:00,22.47,44.94,15.36,8.42,23.78,18.23,1.12,0.0,17.8,0.0,,0.0,0.0,53.63,2.68,27.38,68.87,,972.78,193.7,21-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
21-Aug-2020 - 00:00,14.94,29.88,14.86,7.79,22.65,18.77,1.72,0.03,14.31,0.0,,0.0,0.0,82.19,2.62,27.43,70.56,,975.55,190.6,22-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
22-Aug-2020 - 00:00,17.17,34.34,14.7,6.88,21.58,18.14,3.05,0.0,15.72,0.0,,0.0,0.0,68.08,2.59,27.83,67.5,,978.15,194.7,23-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
23-Aug-2020 - 00:00,21.64,43.27,16.1,7.09,23.19,19.29,2.17,0.0,15.94,0.0,,0.0,0.0,98.63,2.61,28.03,66.35,,979.81,196.34,24-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
24-Aug-2020 - 00:00,16.94,33.88,13.44,8.75,22.18,18.39,1.82,0.59,11.49,0.0,,0.0,0.0,72.5,2.55,27.6,68.83,,973.77,191.32,25-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
25-Aug-2020 - 00:00,14.22,28.43,11.82,12.03,11.48,17.93,3.98,2.48,8.42,0.0,,0.0,0.0,62.94,2.61,27.97,64.98,,979.14,206.33,26-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
26-Aug-2020 - 00:00,25.89,51.78,61.42,43.07,55.19,106.48,10.06,0.36,24.02,0.0,,0.0,0.0,75.09,2.58,28.22,61.58,,891.46,213.22,27-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
27-Aug-2020 - 00:00,23.41,46.83,24.51,12.13,36.65,31.29,7.7,0.15,35.86,0.0,,0.0,0.0,48.46,2.67,27.79,62.69,,822.18,208.21,28-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
28-Aug-2020 - 00:00,22.17,44.34,21.0,8.84,29.85,25.05,2.4,0.0,19.6,0.0,,0.0,0.0,87.71,2.63,27.93,61.68,,822.19,202.25,29-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
29-Aug-2020 - 00:00,18.89,37.78,16.05,7.24,23.29,20.11,3.65,0.04,15.37,0.0,,0.0,0.0,90.65,2.58,27.44,68.83,,821.26,191.84,30-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
30-Aug-2020 - 00:00,13.15,26.3,15.36,6.35,21.71,18.94,4.86,0.0,16.86,0.0,,0.0,0.0,88.69,2.57,27.75,67.21,,821.21,191.71,31-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
31-Aug-2020 - 00:00,19.24,38.48,16.94,6.05,22.99,19.89,3.94,0.0,19.15,0.0,,0.0,0.0,73.0,2.59,28.51,61.43,,821.52,200.59,01-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
01-Sep-2020 - 00:00,25.55,51.1,14.76,5.25,20.01,17.64,4.02,0.0,18.59,0.0,,0.0,0.0,85.14,2.54,28.55,59.89,,821.53,210.66,02-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
02-Sep-2020 - 00:00,31.8,63.6,17.23,7.22,24.46,21.34,6.76,0.0,17.12,0.0,,0.0,0.0,140.73,2.44,28.58,62.06,,821.31,204.52,03-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
03-Sep-2020 - 00:00,25.34,50.51,12.87,4.33,17.2,14.7,8.04,0.0,20.02,0.0,,0.0,0.0,178.43,2.16,28.08,68.7,,821.85,190.07,04-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
04-Sep-2020 - 00:00,23.84,47.68,11.61,3.46,15.07,13.74,9.49,0.0,21.92,0.0,,0.0,0.0,233.64,2.34,29.3,61.02,,823.01,182.22,05-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
05-Sep-2020 - 00:00,18.98,37.96,11.85,3.47,15.31,14.77,5.79,0.0,21.12,0.0,,0.0,0.0,235.08,2.32,30.08,56.15,,824.1,186.77,06-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
06-Sep-2020 - 00:00,21.21,42.57,11.35,3.41,14.75,14.53,6.84,0.0,22.92,0.0,,0.0,0.0,241.42,2.35,30.51,53.77,,823.76,186.4,07-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
07-Sep-2020 - 00:00,15.79,31.58,12.05,3.88,15.93,15.55,5.43,0.0,22.73,0.0,,0.0,0.0,118.0,2.19,28.7,63.35,,825.5,237.8,08-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
08-Sep-2020 - 00:00,16.25,32.51,11.87,3.68,15.55,15.08,7.74,0.0,19.43,0.0,,0.0,0.0,132.34,2.4,28.45,67.89,,827.69,252.85,09-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
09-Sep-2020 - 00:00,15.01,30.01,12.12,3.77,15.89,15.69,8.05,0.0,16.88,0.0,,0.0,0.0,177.67,2.17,28.74,65.6,,827.51,251.45,10-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
10-Sep-2020 - 00:00,11.05,22.11,8.11,3.55,11.66,11.65,6.41,0.0,19.16,0.0,,0.0,0.0,141.08,2.26,28.46,65.36,,827.73,255.46,11-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
11-Sep-2020 - 00:00,8.75,17.51,9.34,3.63,12.85,12.58,5.87,0.0,18.44,0.0,,0.0,0.0,227.51,2.43,27.9,67.51,,830.1,268.2,12-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
12-Sep-2020 - 00:00,9.53,19.05,9.27,3.79,13.06,12.66,4.69,0.0,17.9,0.0,,0.0,0.0,136.75,2.49,27.53,70.7,,829.44,267.35,13-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
13-Sep-2020 - 00:00,16.08,32.17,11.35,3.76,15.1,14.33,5.19,0.0,19.79,0.0,,0.0,0.0,56.73,2.62,27.06,70.32,,830.25,285.91,14-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
14-Sep-2020 - 00:00,16.1,30.3,12.38,4.11,16.48,15.27,4.89,0.0,14.84,0.0,,0.0,0.0,59.48,2.62,27.0,74.38,0.0,830.83,274.65,15-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
15-Sep-2020 - 00:00,23.34,23.34,10.07,4.01,14.08,12.98,5.75,0.0,14.71,0.0,,0.0,0.0,63.39,2.57,27.42,78.17,0.0,756.86,261.07,16-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
16-Sep-2020 - 00:00,38.59,76.87,9.95,4.02,13.97,12.79,5.12,0.0,14.78,0.0,,0.0,0.0,65.15,2.56,27.71,84.06,0.0,801.45,617.15,17-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
17-Sep-2020 - 00:00,22.04,44.09,10.8,3.88,14.67,13.84,5.19,0.0,15.49,0.0,,0.0,0.0,58.44,2.58,27.74,,0.0,857.21,805.88,18-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
18-Sep-2020 - 00:00,23.89,47.78,13.67,4.25,17.92,16.56,5.18,0.0,14.63,0.0,,0.0,0.0,72.57,2.62,27.61,,0.0,950.79,828.92,19-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
19-Sep-2020 - 00:00,30.25,60.5,12.54,4.51,17.05,16.25,5.1,0.0,16.77,0.0,,0.0,0.0,60.54,2.46,27.56,,0.0,985.23,846.96,20-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
20-Sep-2020 - 00:00,58.3,116.6,10.79,3.81,14.6,14.25,5.71,0.0,21.09,0.0,,0.0,0.0,74.14,2.42,28.03,,0.0,958.39,857.37,21-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
21-Sep-2020 - 00:00,9.7,19.4,9.56,3.96,13.52,12.85,5.03,0.0,14.53,0.0,,0.0,0.0,40.73,2.51,26.88,,0.0,970.24,831.96,22-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
22-Sep-2020 - 00:00,16.47,32.94,10.0,3.52,13.52,12.55,5.36,0.0,20.02,0.0,,0.0,0.0,45.54,2.63,27.67,,0.0,978.9,841.01,23-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
23-Sep-2020 - 00:00,43.52,87.04,10.19,3.59,13.77,12.78,5.04,0.0,18.39,0.0,,0.0,0.0,28.67,2.64,27.74,68.54,0.0,847.68,375.9,24-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
24-Sep-2020 - 00:00,26.48,52.96,20.61,11.12,31.09,48.99,5.3,0.0,13.42,0.0,,0.0,0.0,98.19,2.49,28.12,75.84,0.0,,41.01,25-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
25-Sep-2020 - 00:00,22.55,45.1,22.66,11.4,34.05,52.17,7.67,0.0,9.94,0.0,,0.0,0.0,49.81,2.59,28.31,77.91,0.0,719.38,54.16,26-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
26-Sep-2020 - 00:00,19.66,39.31,11.7,4.24,15.94,16.21,3.56,0.0,11.24,0.0,,0.0,0.0,58.14,2.52,26.41,88.6,0.0,,75.48,27-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
27-Sep-2020 - 00:00,28.77,57.55,11.49,4.19,15.7,15.28,4.68,0.0,12.03,0.0,,0.0,0.0,70.33,2.52,26.71,84.69,0.0,731.82,83.78,28-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
28-Sep-2020 - 00:00,50.6,101.2,14.04,5.04,19.08,18.03,5.66,0.0,15.61,0.0,,0.0,0.0,92.66,2.48,28.04,72.71,0.0,834.13,179.52,29-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
29-Sep-2020 - 00:00,59.29,118.59,13.59,3.99,17.58,16.25,7.22,0.0,17.95,0.0,,0.0,0.0,98.56,2.49,28.2,72.85,0.0,943.81,303.46,30-Sep-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
30-Sep-2020 - 00:00,50.12,100.24,9.93,3.56,13.5,12.39,5.83,0.0,21.59,0.0,,0.0,0.0,103.5,2.46,28.23,73.16,0.0,816.52,140.63,01-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
01-Oct-2020 - 00:00,59.1,118.2,14.43,4.69,19.12,17.54,7.28,0.0,19.45,0.0,,0.0,0.0,101.91,2.44,27.62,76.4,0.0,812.28,120.45,02-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
02-Oct-2020 - 00:00,68.81,137.63,11.58,3.57,15.15,14.09,7.2,0.0,24.21,0.0,,0.0,0.0,99.7,2.44,28.4,71.91,0.0,865.57,148.91,03-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
03-Oct-2020 - 00:00,74.78,149.55,12.61,3.48,16.08,14.5,4.96,0.0,26.52,0.0,,0.0,0.0,69.47,2.47,28.32,74.6,0.0,878.97,165.87,04-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
04-Oct-2020 - 00:00,51.67,103.33,11.95,3.57,15.52,14.13,5.81,0.0,21.82,0.0,,0.0,0.0,74.77,2.59,27.96,75.29,0.0,870.25,162.27,05-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
05-Oct-2020 - 00:00,49.63,99.25,11.41,3.69,14.94,13.43,5.02,0.0,21.99,0.0,,0.0,0.0,83.37,2.53,28.13,71.28,0.0,825.52,200.24,06-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
06-Oct-2020 - 00:00,73.74,147.47,15.71,3.96,19.66,18.57,6.46,0.0,24.78,0.0,,0.0,0.0,96.15,2.44,28.72,67.74,0.0,774.47,174.32,07-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
07-Oct-2020 - 00:00,130.07,260.14,19.26,3.93,23.19,21.19,8.47,0.0,30.08,0.0,,0.0,0.0,92.73,2.49,28.69,68.83,0.0,774.01,153.88,08-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
08-Oct-2020 - 00:00,119.84,221.1,16.2,3.52,19.72,18.08,8.74,0.0,34.27,0.0,,0.0,0.0,137.75,2.31,28.97,65.86,0.0,774.42,155.92,09-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
09-Oct-2020 - 00:00,127.22,254.44,12.52,3.43,15.95,14.99,9.88,1.72,32.41,0.0,,0.0,0.0,121.53,2.23,29.63,65.19,0.0,775.6,198.27,10-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
10-Oct-2020 - 00:00,96.53,168.57,10.86,3.36,14.22,13.23,4.65,0.72,30.47,0.0,,0.0,0.0,110.47,2.46,28.33,76.83,0.0,773.11,145.42,11-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
11-Oct-2020 - 00:00,23.8,35.7,12.35,3.73,16.08,16.75,4.86,0.0,26.94,0.0,,0.0,0.0,91.74,2.42,26.53,86.07,0.0,775.51,196.73,12-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
12-Oct-2020 - 00:00,29.63,44.45,9.35,3.6,10.11,12.58,4.37,0.15,26.04,0.0,,0.0,0.0,103.32,2.38,26.6,86.63,0.0,775.64,220.55,13-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
13-Oct-2020 - 00:00,26.55,39.82,9.49,3.81,2.93,12.92,4.33,0.0,18.7,0.0,,0.0,0.0,90.61,2.35,26.68,85.98,0.0,776.56,235.17,14-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
14-Oct-2020 - 00:00,38.94,58.41,10.78,3.47,2.41,11.8,8.38,0.05,22.35,0.0,,0.0,0.0,76.06,2.79,26.2,89.12,0.0,776.17,220.22,15-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
15-Oct-2020 - 00:00,33.21,49.81,10.31,3.31,8.42,11.27,7.79,0.0,34.72,0.0,,0.0,0.0,275.92,2.51,27.42,74.9,0.0,777.28,231.47,16-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
16-Oct-2020 - 00:00,47.36,71.05,11.3,3.39,14.67,13.79,7.64,0.0,34.23,0.0,,0.0,0.0,194.0,2.4,27.13,76.56,0.0,776.44,206.87,17-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
17-Oct-2020 - 00:00,80.33,120.49,14.25,4.39,18.64,17.33,6.11,0.0,23.2,0.0,,0.0,0.0,92.99,2.2,27.82,71.49,0.0,773.3,162.08,18-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
18-Oct-2020 - 00:00,53.69,80.53,16.39,4.95,21.34,19.67,6.35,0.0,18.81,0.0,,0.0,0.0,100.3,2.36,28.43,69.98,0.0,775.45,202.49,19-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
19-Oct-2020 - 00:00,46.49,69.82,10.75,3.69,14.42,13.38,6.17,0.0,21.29,0.0,,0.0,0.0,112.56,2.41,28.35,75.11,0.0,776.51,237.53,20-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
20-Oct-2020 - 00:00,29.69,44.53,13.11,3.91,15.8,15.78,5.31,0.0,22.88,0.0,,0.0,0.0,118.54,2.27,27.19,83.98,0.0,779.73,368.38,21-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
21-Oct-2020 - 00:00,46.15,69.23,20.93,5.47,14.54,26.76,6.32,0.0,21.52,0.0,,0.0,0.0,115.43,2.29,26.98,84.67,0.0,779.91,365.96,22-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
22-Oct-2020 - 00:00,78.79,111.47,19.67,5.05,24.72,22.77,9.48,0.23,23.16,0.0,,0.0,0.0,144.53,2.16,28.36,74.94,0.0,780.0,407.76,23-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
23-Oct-2020 - 00:00,90.0,127.19,20.82,4.15,24.97,23.28,14.28,0.0,27.45,0.0,,0.0,0.0,168.47,2.3,28.87,69.04,0.0,779.31,379.44,24-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
24-Oct-2020 - 00:00,92.55,110.09,12.65,3.38,16.03,15.49,11.43,0.0,28.04,0.0,,0.0,0.0,126.8,2.07,28.84,70.16,0.0,779.61,353.78,25-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
25-Oct-2020 - 00:00,59.28,64.65,11.16,3.54,14.69,13.64,8.11,0.0,27.56,0.0,,0.0,0.0,163.66,2.25,28.48,69.61,0.0,776.05,302.72,26-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
26-Oct-2020 - 00:00,67.05,88.75,11.65,3.27,14.91,13.96,7.56,0.0,35.26,0.0,,0.0,0.0,192.86,2.28,28.95,65.59,0.0,762.01,,27-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
27-Oct-2020 - 00:00,85.34,95.61,15.25,3.43,18.68,17.43,8.78,0.0,37.93,0.0,,0.0,0.0,170.27,2.37,28.78,59.3,0.0,762.88,,28-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
28-Oct-2020 - 00:00,106.31,113.44,16.08,3.32,19.39,18.03,9.61,0.0,37.97,0.0,,0.0,0.0,216.84,2.28,28.58,54.86,0.0,763.57,,29-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
29-Oct-2020 - 00:00,94.28,104.42,17.94,3.38,21.32,19.6,9.04,0.0,36.59,0.0,,0.0,0.0,205.31,2.37,28.23,53.83,0.0,764.58,386.46,30-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
30-Oct-2020 - 00:00,108.8,139.68,17.61,3.55,21.16,19.75,9.6,0.0,37.46,0.0,,0.0,0.0,193.34,2.24,28.73,55.6,0.0,765.41,390.2,31-Oct-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
31-Oct-2020 - 00:00,94.98,124.48,16.98,3.32,20.3,18.44,7.47,0.0,43.14,0.0,,0.0,0.0,185.45,2.32,28.98,57.29,0.0,766.51,407.54,01-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
01-Nov-2020 - 00:00,101.52,131.67,15.5,3.13,18.63,17.06,9.13,0.0,57.42,0.0,,0.0,0.0,226.1,2.39,28.93,51.31,0.0,765.37,377.17,02-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
02-Nov-2020 - 00:00,109.22,132.24,19.34,3.18,22.51,20.59,12.61,0.0,62.49,0.0,,0.0,0.0,192.95,2.34,28.63,44.97,0.0,766.09,395.48,03-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
03-Nov-2020 - 00:00,106.18,104.01,21.16,3.35,24.37,22.05,9.77,0.0,58.29,0.0,,0.0,0.0,202.52,2.4,28.67,55.19,0.0,765.7,388.68,04-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
04-Nov-2020 - 00:00,93.78,118.57,19.92,3.27,23.19,20.65,9.33,0.0,52.46,0.0,,0.0,0.0,208.94,2.42,28.58,45.8,0.0,767.07,416.95,05-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
05-Nov-2020 - 00:00,56.91,78.14,22.81,3.2,25.64,24.84,11.79,0.84,40.77,0.0,,0.0,0.0,206.78,2.16,26.91,58.22,0.0,805.24,404.19,06-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
06-Nov-2020 - 00:00,54.76,76.67,18.59,3.26,21.85,20.07,9.04,1.06,60.64,0.0,,0.0,0.0,188.59,1.96,23.78,85.62,0.0,918.03,96.49,07-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
07-Nov-2020 - 00:00,43.67,61.14,13.73,3.24,16.98,15.65,6.49,2.61,50.72,0.0,,0.0,0.0,190.55,0.98,24.49,97.42,0.0,928.36,157.28,08-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
08-Nov-2020 - 00:00,58.04,81.25,16.18,3.29,19.47,18.32,7.31,0.09,50.5,0.0,,0.0,0.0,190.29,1.4,24.04,99.58,0.0,919.1,87.55,09-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
09-Nov-2020 - 00:00,53.12,75.75,18.63,3.15,21.44,21.24,10.48,0.42,59.25,0.0,,0.0,0.0,188.79,1.66,23.37,87.36,0.0,938.65,132.02,10-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
10-Nov-2020 - 00:00,50.77,72.93,22.32,3.29,25.61,25.03,13.21,0.17,53.31,0.0,,0.0,0.0,189.54,1.29,22.23,84.51,0.0,938.61,123.75,11-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
11-Nov-2020 - 00:00,54.46,77.36,34.55,3.48,37.71,40.63,15.27,0.7,57.6,0.0,,0.0,0.0,189.36,1.62,22.12,84.01,0.0,952.6,159.48,12-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
12-Nov-2020 - 00:00,38.22,57.87,28.51,3.7,32.21,32.55,11.88,0.0,13.47,0.0,,0.0,0.0,190.37,2.15,22.78,98.95,0.0,828.46,2.92,13-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
13-Nov-2020 - 00:00,10.09,15.59,17.99,3.3,21.15,20.87,3.93,0.65,32.34,0.0,,0.0,0.0,191.88,1.25,23.65,64.83,0.0,837.43,144.25,14-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
14-Nov-2020 - 00:00,22.64,31.7,24.29,3.34,27.63,29.04,6.8,0.33,39.17,0.0,,0.0,0.0,192.9,1.04,24.15,59.26,0.0,831.68,135.51,15-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
15-Nov-2020 - 00:00,26.03,36.44,25.56,3.32,28.87,32.66,7.19,1.41,42.91,0.17,,0.02,0.03,192.31,1.3,24.15,56.62,0.0,825.73,132.54,16-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
16-Nov-2020 - 00:00,21.38,29.93,27.67,3.33,31.0,34.43,5.26,0.38,39.62,0.3,,0.01,0.01,192.23,1.12,23.56,71.59,0.0,824.26,87.48,17-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
17-Nov-2020 - 00:00,13.27,18.58,27.75,3.45,31.2,33.47,6.01,0.0,27.14,0.3,,0.01,0.01,192.15,0.96,23.83,72.86,0.0,821.06,71.97,18-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
18-Nov-2020 - 00:00,15.14,21.2,24.11,3.72,27.83,29.47,6.5,0.0,20.09,0.3,,0.01,0.01,192.14,1.07,24.49,67.18,0.0,818.36,49.11,19-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
19-Nov-2020 - 00:00,15.73,22.02,29.11,3.49,32.6,35.65,6.52,0.0,25.64,0.29,,0.01,0.01,193.32,1.24,24.34,63.42,0.0,819.58,41.06,20-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
20-Nov-2020 - 00:00,18.95,26.52,33.17,3.85,37.01,42.9,8.08,0.0,28.1,0.3,,0.01,0.01,187.75,1.74,24.2,52.72,0.0,826.7,75.69,21-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
21-Nov-2020 - 00:00,26.41,36.97,30.96,4.02,34.98,41.78,8.98,0.0,35.5,0.29,,0.01,0.01,186.62,2.31,24.08,41.89,0.0,822.22,85.05,22-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
22-Nov-2020 - 00:00,38.96,54.55,33.93,3.88,37.81,43.71,10.32,0.0,39.55,0.3,,0.01,0.01,185.72,2.56,23.96,48.19,0.0,830.76,107.15,23-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
23-Nov-2020 - 00:00,46.82,65.55,37.22,3.91,41.13,46.1,9.03,0.0,35.52,0.3,,0.01,0.01,187.7,1.87,23.43,59.86,0.0,816.26,93.38,24-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
24-Nov-2020 - 00:00,40.93,56.88,40.14,4.41,44.14,51.24,8.07,0.0,40.0,0.29,,0.01,0.01,187.23,2.04,23.18,56.95,0.0,811.5,91.31,25-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
25-Nov-2020 - 00:00,39.62,54.59,39.24,3.58,42.82,49.99,6.8,0.0,47.49,0.3,,0.01,0.01,189.28,1.91,23.29,45.49,0.0,808.19,88.39,26-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
26-Nov-2020 - 00:00,21.87,35.05,47.84,4.02,50.83,47.17,6.32,0.0,34.97,0.29,,0.01,0.01,189.74,2.79,23.35,63.16,0.0,804.27,91.72,27-Nov-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
