from date,PM10,O Xylene,WD,RH,SR,NO,NO2,NOx,Ozone,Temp,CO,WS,RF,PM2.5,NH3,SO2,Benzene,Toluene,MP-Xylene,Eth-Benzene,to date,station
07-Aug-2020 - 00:00,73.01,0.15,316.04,69.71,125.39,10.83,19.94,19.7,8.13,30.29,0.87,0.15,0.01,24.28,30.72,2.85,0.36,13.11,0.44,0.14,08-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
08-Aug-2020 - 00:00,100.51,,290.62,67.8,120.72,6.8,27.9,20.64,69.86,31.17,1.15,0.13,0.01,42.89,31.13,3.07,,,,,09-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
09-Aug-2020 - 00:00,46.71,,275.79,80.04,61.6,9.51,24.69,21.14,,28.63,1.33,0.13,0.0,25.49,30.63,1.18,,,,,10-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
10-Aug-2020 - 00:00,61.38,18.61,308.66,78.48,70.87,9.29,24.11,20.68,144.94,29.29,1.28,0.14,0.01,29.46,32.71,6.88,1.95,37.93,9.85,10.19,11-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
11-Aug-2020 - 00:00,73.42,11.68,295.69,79.16,89.88,9.36,28.16,22.82,,29.32,1.63,0.14,0.01,39.62,26.2,5.71,2.2,30.1,6.21,6.43,12-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
12-Aug-2020 - 00:00,57.17,8.32,275.64,75.94,106.44,6.28,22.48,17.37,,29.38,1.13,0.17,0.01,23.91,28.38,6.81,1.44,31.01,5.54,4.5,13-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
13-Aug-2020 - 00:00,24.5,17.36,272.65,90.58,33.43,12.07,24.97,23.16,,26.3,1.7,0.13,0.01,13.02,25.66,8.39,3.33,67.92,10.14,8.53,14-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
14-Aug-2020 - 00:00,37.97,9.12,305.88,85.65,55.6,12.18,21.63,21.66,,27.75,2.04,0.13,0.0,19.41,26.34,9.39,1.55,36.58,2.95,4.2,15-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
15-Aug-2020 - 00:00,52.0,4.28,311.48,77.53,95.42,5.95,19.51,15.56,,29.7,1.42,0.13,0.01,28.78,29.01,9.16,0.62,6.24,3.1,4.09,16-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
16-Aug-2020 - 00:00,47.39,3.45,308.23,76.18,134.13,7.01,17.06,15.08,,30.15,1.26,0.13,0.01,19.31,29.47,7.46,0.55,3.41,2.62,3.98,17-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
17-Aug-2020 - 00:00,58.85,1.92,287.59,82.15,84.0,14.26,22.23,22.74,,29.12,1.81,0.14,0.01,28.7,28.16,7.1,0.82,1.5,0.44,0.02,18-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
18-Aug-2020 - 00:00,54.74,,292.87,82.37,61.02,13.92,26.4,25.54,20.21,28.75,1.38,0.15,0.01,29.79,28.54,6.24,,,,,19-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
19-Aug-2020 - 00:00,33.39,,280.76,90.73,18.89,14.29,33.06,29.34,25.5,26.2,0.76,0.14,0.01,19.02,27.84,7.68,,,,,20-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
20-Aug-2020 - 00:00,19.69,0.0,303.3,89.72,34.24,7.91,39.04,22.31,37.97,26.3,0.33,0.12,0.06,10.31,41.19,7.49,,,0.0,0.0,21-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
21-Aug-2020 - 00:00,,0.0,304.61,75.41,84.79,10.1,20.15,13.64,114.76,29.57,1.21,0.14,0.01,,19.66,6.49,,,0.0,0.0,22-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
22-Aug-2020 - 00:00,,0.0,307.42,72.97,78.35,8.69,9.83,12.01,144.06,28.83,0.52,0.15,0.0,,21.6,5.31,,,0.0,0.0,23-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
23-Aug-2020 - 00:00,44.21,,319.19,74.72,102.6,5.25,7.77,12.98,,28.73,0.66,0.13,0.01,16.93,15.23,3.0,,,,,24-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
24-Aug-2020 - 00:00,81.19,,313.57,76.14,88.31,9.55,8.86,18.41,,28.46,0.88,0.13,0.01,16.83,12.55,3.64,,,,,25-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
25-Aug-2020 - 00:00,124.45,7.31,302.75,78.01,57.23,10.67,8.53,19.2,180.43,28.32,0.96,0.14,0.01,24.88,11.31,5.57,0.45,10.94,5.32,14.58,26-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
26-Aug-2020 - 00:00,72.81,4.25,270.76,74.53,79.85,12.7,8.11,20.86,112.2,28.59,0.99,0.13,0.01,17.82,14.88,4.73,0.28,16.31,2.63,7.17,27-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
27-Aug-2020 - 00:00,85.26,4.32,274.38,69.33,116.39,10.47,10.51,21.42,,29.55,0.98,0.14,0.02,23.88,9.69,4.97,0.19,23.09,2.24,6.1,28-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
28-Aug-2020 - 00:00,72.84,5.89,267.54,84.37,31.04,22.02,13.75,33.9,109.57,27.02,1.38,0.13,0.0,37.48,14.55,7.94,0.35,32.61,2.54,10.98,29-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
29-Aug-2020 - 00:00,94.19,1.85,302.98,76.7,100.26,18.89,9.18,27.79,139.9,29.11,1.55,0.13,0.01,37.81,10.47,16.07,0.52,54.57,0.76,3.29,30-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
30-Aug-2020 - 00:00,56.13,-0.0,315.77,79.43,52.26,5.85,5.99,11.83,,27.3,0.71,0.15,0.01,18.41,16.38,9.2,,,-0.0,-0.0,31-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
31-Aug-2020 - 00:00,79.7,-0.01,312.61,76.28,90.22,12.12,7.56,19.67,,28.11,0.98,0.13,0.01,18.07,12.74,6.04,,,-0.01,-0.01,01-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
01-Sep-2020 - 00:00,103.98,1.86,294.54,72.89,40.88,9.76,7.38,16.23,186.5,28.42,0.89,0.14,0.01,23.26,13.19,6.76,0.15,22.39,0.52,2.28,02-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
02-Sep-2020 - 00:00,109.89,5.01,278.67,71.72,80.98,11.36,9.78,21.31,47.75,29.08,1.21,0.12,1.33,23.84,14.11,6.02,0.45,15.89,2.04,7.57,03-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
03-Sep-2020 - 00:00,118.31,3.17,312.01,72.91,94.85,8.65,7.49,16.13,40.28,29.45,1.03,0.14,0.57,37.94,14.61,7.02,0.27,15.47,1.78,5.39,04-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
04-Sep-2020 - 00:00,101.34,3.32,304.32,76.88,61.85,12.23,8.42,20.65,46.34,28.78,1.26,0.13,0.02,41.77,12.49,5.27,0.23,12.24,1.77,4.21,05-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
05-Sep-2020 - 00:00,70.92,1.7,273.46,74.84,108.83,8.33,7.73,16.05,44.07,29.03,0.97,0.12,0.04,28.14,13.84,5.74,0.08,0.65,2.79,5.74,06-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
06-Sep-2020 - 00:00,53.5,2.45,262.11,76.12,87.68,8.14,8.66,16.38,49.06,28.51,1.04,0.11,0.01,26.89,14.28,7.98,0.06,0.88,3.09,4.3,07-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
07-Sep-2020 - 00:00,84.07,2.22,259.58,81.45,59.93,17.96,12.49,30.57,43.67,27.67,1.5,0.11,0.0,48.28,9.81,10.99,0.15,1.56,3.28,2.49,08-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
08-Sep-2020 - 00:00,69.77,2.07,246.73,70.52,92.21,11.3,10.72,21.24,57.47,28.98,1.09,0.1,0.0,30.19,12.3,7.64,0.15,1.42,0.86,5.76,09-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
09-Sep-2020 - 00:00,117.21,1.12,246.38,71.03,80.3,14.46,9.73,23.28,69.22,29.36,1.27,0.12,0.0,57.49,11.83,10.45,0.19,2.04,0.64,7.1,10-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
10-Sep-2020 - 00:00,117.09,1.14,263.74,69.11,90.49,7.55,8.75,15.51,73.66,29.47,1.21,0.14,0.0,51.95,13.8,10.75,0.17,4.36,1.03,7.48,11-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
11-Sep-2020 - 00:00,206.75,1.39,247.05,64.34,93.36,27.78,22.8,45.47,51.74,30.08,1.44,0.1,0.0,62.17,11.55,14.97,0.16,3.02,1.16,8.45,12-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
12-Sep-2020 - 00:00,190.54,2.54,239.87,63.7,90.36,30.37,27.27,57.79,72.94,30.36,1.15,0.09,0.0,69.27,8.14,21.0,0.13,2.54,1.26,11.97,13-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
13-Sep-2020 - 00:00,142.43,2.07,238.61,67.62,74.38,15.46,17.73,33.19,52.14,30.04,0.77,0.09,0.0,66.53,11.42,14.92,0.2,5.2,1.31,9.56,14-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
14-Sep-2020 - 00:00,169.18,2.26,244.74,68.38,64.04,14.33,17.8,32.13,52.33,29.96,1.0,0.1,0.0,75.77,10.78,14.35,0.24,5.53,1.34,12.48,15-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
15-Sep-2020 - 00:00,145.8,1.89,264.71,67.9,68.77,13.15,18.63,31.75,49.39,29.71,0.9,0.1,0.0,64.55,11.45,14.14,0.25,1.15,1.25,10.52,16-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
16-Sep-2020 - 00:00,154.43,2.51,255.64,64.56,77.71,13.42,22.29,35.11,47.59,30.41,0.86,0.12,0.0,68.23,9.94,15.31,0.25,1.09,2.53,15.5,17-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
17-Sep-2020 - 00:00,136.62,2.17,249.2,61.75,79.22,9.07,18.95,28.01,40.4,30.45,0.53,0.16,0.0,50.21,12.1,11.28,0.26,1.25,1.03,7.34,18-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
18-Sep-2020 - 00:00,111.21,2.16,249.34,60.47,78.74,5.2,14.88,20.05,36.97,30.78,0.36,0.15,0.0,42.65,14.58,9.2,0.3,1.5,0.95,6.33,19-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
19-Sep-2020 - 00:00,141.45,2.35,261.65,63.92,74.57,13.18,19.31,32.49,57.9,30.4,0.79,0.1,0.0,58.62,11.95,10.41,0.33,1.22,0.91,7.98,20-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
20-Sep-2020 - 00:00,141.14,2.11,239.6,62.74,72.95,8.65,17.97,26.55,53.23,30.16,0.65,0.09,0.0,69.68,12.43,12.31,0.23,0.91,1.27,7.6,21-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
21-Sep-2020 - 00:00,154.28,2.63,226.92,62.02,63.21,4.18,18.21,22.2,61.71,30.41,0.59,0.07,0.0,66.11,13.9,10.0,0.32,1.18,1.13,6.85,22-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
22-Sep-2020 - 00:00,130.77,1.87,304.96,66.05,63.69,13.34,15.42,28.26,19.68,30.21,0.81,0.14,0.0,44.02,12.31,10.46,0.31,1.1,1.55,8.06,23-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
23-Sep-2020 - 00:00,105.51,1.68,314.02,66.24,70.35,10.98,12.36,23.94,19.88,29.81,0.65,0.14,0.0,32.99,13.45,10.38,0.33,1.01,1.34,8.97,24-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
24-Sep-2020 - 00:00,111.71,2.01,296.49,65.47,69.54,5.52,11.98,17.53,32.66,29.25,0.77,0.13,0.0,43.29,15.84,15.8,0.36,1.15,1.77,11.31,25-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
25-Sep-2020 - 00:00,151.33,1.8,267.96,61.58,73.93,48.99,22.57,71.03,68.41,29.23,0.99,0.15,0.0,56.95,11.55,21.2,0.35,1.1,1.4,8.81,26-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
26-Sep-2020 - 00:00,186.93,2.07,274.56,63.59,34.94,28.72,19.81,48.53,36.24,27.61,0.99,0.15,0.0,66.04,13.79,33.09,0.37,0.97,2.74,13.43,27-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
27-Sep-2020 - 00:00,107.67,2.03,243.25,56.38,77.39,25.81,13.94,39.28,76.81,28.17,0.58,0.15,0.0,35.19,15.36,20.4,0.39,1.22,2.75,6.3,28-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
28-Sep-2020 - 00:00,181.64,2.05,241.42,56.63,72.71,15.24,17.91,33.15,69.15,28.25,0.65,0.16,0.0,59.36,16.06,26.39,0.34,0.92,2.49,6.79,29-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
29-Sep-2020 - 00:00,179.62,2.46,241.76,58.37,65.94,8.32,17.19,25.64,77.44,28.25,0.49,0.16,0.0,65.5,17.16,20.36,0.4,1.08,1.48,5.48,30-Sep-2020 - 00:00,"Sirifort, Delhi - CPCB"
30-Sep-2020 - 00:00,162.48,1.93,261.48,56.23,66.18,10.55,17.21,28.27,72.88,27.89,0.51,0.18,0.0,55.88,16.8,19.45,0.35,1.27,1.46,5.64,01-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
01-Oct-2020 - 00:00,172.35,1.64,250.36,55.31,65.28,28.03,20.31,47.86,73.34,28.0,0.98,0.15,0.0,57.89,14.46,24.07,0.42,1.1,1.99,7.84,02-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
02-Oct-2020 - 00:00,169.18,1.69,237.68,57.3,63.74,14.53,17.53,32.57,73.85,27.54,0.72,0.13,0.0,68.73,16.27,24.76,0.38,1.23,2.42,7.4,03-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
03-Oct-2020 - 00:00,185.96,1.73,247.5,57.11,61.68,26.16,20.53,47.14,71.72,27.27,1.05,0.1,0.0,78.27,14.06,26.88,0.36,1.11,1.91,5.96,04-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
04-Oct-2020 - 00:00,177.2,1.88,247.41,53.66,60.31,20.11,21.86,41.07,86.31,26.83,0.87,0.1,0.0,72.2,14.8,28.89,0.55,1.27,2.27,9.04,05-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
05-Oct-2020 - 00:00,194.87,2.13,257.02,52.04,58.13,27.85,20.22,45.71,81.64,26.76,0.97,0.18,0.0,67.19,14.32,26.73,0.53,1.34,2.38,6.3,06-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
06-Oct-2020 - 00:00,197.72,1.96,276.1,53.03,57.42,31.86,21.69,53.55,77.47,26.56,1.18,0.19,0.0,70.1,13.34,30.84,0.5,1.37,2.64,9.39,07-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
07-Oct-2020 - 00:00,195.17,1.78,234.44,56.17,49.39,44.74,23.35,68.44,65.88,26.5,1.6,0.11,0.0,84.04,12.23,40.16,0.61,1.59,4.69,10.42,08-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
08-Oct-2020 - 00:00,205.02,1.74,252.75,56.27,45.98,31.09,22.92,54.02,67.23,26.53,1.14,0.11,0.0,83.13,13.0,33.89,0.4,1.73,2.45,7.56,09-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
09-Oct-2020 - 00:00,215.88,1.8,256.76,55.04,43.88,30.59,27.16,57.49,61.25,26.68,1.28,0.09,0.0,85.6,12.62,33.9,0.49,1.57,2.73,10.69,10-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
10-Oct-2020 - 00:00,208.44,1.68,248.08,55.03,43.98,20.6,23.94,44.53,71.53,26.75,1.0,0.14,0.0,88.39,14.39,31.86,0.3,1.37,2.81,7.79,11-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
11-Oct-2020 - 00:00,208.61,1.38,263.12,55.91,41.78,19.79,22.03,41.82,67.14,26.53,1.01,0.13,0.0,90.0,14.83,28.71,0.46,1.63,1.75,6.31,12-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
12-Oct-2020 - 00:00,255.0,1.56,243.75,56.4,39.74,57.3,30.12,87.08,52.09,26.5,2.26,0.11,0.0,117.77,12.68,38.59,0.46,1.49,3.16,10.25,13-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
13-Oct-2020 - 00:00,248.91,1.8,289.9,66.1,36.89,50.77,27.04,77.82,37.51,26.67,2.46,0.12,0.0,119.77,10.34,54.33,0.53,1.58,5.35,15.73,14-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
14-Oct-2020 - 00:00,240.5,1.62,259.76,63.17,39.56,41.64,28.28,69.92,48.47,27.59,2.06,0.1,0.0,112.19,13.64,41.25,0.35,1.11,4.3,8.98,15-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
15-Oct-2020 - 00:00,290.43,1.46,231.44,51.16,36.81,45.17,28.26,71.37,55.73,26.77,1.85,0.08,0.0,136.7,10.84,47.9,0.37,1.43,4.02,9.97,16-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
16-Oct-2020 - 00:00,222.85,1.43,241.56,49.16,33.01,40.66,34.27,74.92,82.54,25.33,1.87,0.09,0.0,96.79,11.34,40.07,0.39,1.43,3.8,8.67,17-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
17-Oct-2020 - 00:00,280.77,1.52,258.82,53.0,34.33,56.24,35.97,92.21,66.7,25.32,2.29,0.1,0.0,118.66,9.99,47.12,0.42,1.3,5.02,11.41,18-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
18-Oct-2020 - 00:00,226.85,1.3,257.39,48.04,32.63,20.47,25.99,46.46,106.77,25.11,1.23,0.11,0.0,102.0,14.25,36.45,0.37,1.49,3.7,8.59,19-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
19-Oct-2020 - 00:00,258.18,1.11,244.84,44.2,30.49,19.77,24.15,46.01,97.38,25.1,1.12,0.12,0.0,106.32,14.55,31.55,0.34,1.3,2.59,6.88,20-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
20-Oct-2020 - 00:00,249.43,0.88,228.79,47.04,29.07,41.59,35.5,78.47,101.9,24.16,1.85,0.1,0.0,115.25,12.6,34.62,0.41,1.68,2.89,9.4,21-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
21-Oct-2020 - 00:00,256.19,1.14,245.55,49.76,30.4,69.66,44.13,113.79,78.69,24.66,2.8,0.1,0.0,,10.09,41.2,0.32,3.05,10.03,12.87,22-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
22-Oct-2020 - 00:00,324.46,1.73,272.61,51.62,32.63,57.91,45.79,101.68,69.78,24.82,2.74,0.09,0.0,141.88,7.8,38.34,0.41,2.57,9.62,19.45,23-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
23-Oct-2020 - 00:00,346.34,1.89,247.71,56.1,29.86,57.55,53.76,111.31,79.84,24.03,3.34,0.1,0.0,183.78,8.31,37.62,0.44,2.59,12.83,17.31,24-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
24-Oct-2020 - 00:00,292.34,1.84,256.25,54.78,29.21,49.27,48.06,97.88,90.25,23.48,2.67,0.14,0.0,146.84,10.33,31.57,0.58,2.21,14.17,17.73,25-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
25-Oct-2020 - 00:00,316.96,2.02,247.42,60.47,29.74,39.01,50.75,89.77,90.57,23.57,2.74,0.12,0.0,179.23,8.82,31.98,0.49,2.52,10.27,18.5,26-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
26-Oct-2020 - 00:00,328.19,2.1,231.65,54.14,31.52,39.4,46.46,86.14,88.43,23.77,2.61,0.08,0.0,162.96,8.92,32.14,0.59,1.88,12.39,15.11,27-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
27-Oct-2020 - 00:00,322.51,1.72,257.12,51.79,28.64,28.54,34.84,64.34,115.45,22.54,1.85,0.14,0.0,161.99,13.61,20.9,0.54,3.31,7.37,14.34,28-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
28-Oct-2020 - 00:00,349.01,2.01,250.4,54.84,28.6,38.78,53.18,91.96,111.4,22.06,2.78,0.12,0.0,168.06,10.2,26.24,0.56,2.77,10.72,19.79,29-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
29-Oct-2020 - 00:00,366.72,1.95,236.04,59.71,26.68,48.72,61.97,114.4,91.53,22.18,3.4,0.11,0.0,197.52,7.88,31.97,0.47,2.24,13.92,20.27,30-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
30-Oct-2020 - 00:00,340.89,1.65,252.7,52.61,26.03,22.84,44.64,67.96,120.12,22.57,2.08,0.11,0.0,186.02,11.71,27.61,0.53,2.27,11.27,14.63,31-Oct-2020 - 00:00,"Sirifort, Delhi - CPCB"
31-Oct-2020 - 00:00,416.51,0.63,256.97,50.33,25.83,14.17,26.17,40.08,126.81,22.43,1.46,0.15,0.0,251.36,15.14,18.11,0.55,2.85,5.26,11.24,01-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
01-Nov-2020 - 00:00,357.67,0.87,250.71,47.52,25.44,14.35,28.82,43.17,137.27,21.42,1.44,0.14,0.0,220.86,14.55,17.78,0.64,3.01,5.97,13.88,02-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
02-Nov-2020 - 00:00,289.2,0.81,277.46,47.17,28.83,38.85,46.88,81.29,115.7,21.09,1.99,0.14,0.0,135.14,14.94,19.54,0.71,2.7,6.77,15.58,03-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
03-Nov-2020 - 00:00,253.27,1.49,266.26,51.57,24.44,50.76,58.7,109.46,101.5,21.06,2.79,0.12,0.0,112.84,11.19,24.89,0.71,1.88,15.46,21.62,04-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
04-Nov-2020 - 00:00,453.24,1.86,256.45,56.41,28.41,23.55,54.94,80.61,94.78,20.74,2.77,0.12,0.0,268.53,23.58,34.69,0.44,2.07,12.85,21.07,05-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
05-Nov-2020 - 00:00,429.12,0.86,249.74,56.05,27.06,38.67,50.15,95.68,127.09,21.25,1.91,0.12,0.0,249.31,28.64,36.3,0.67,2.16,10.23,16.65,06-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
06-Nov-2020 - 00:00,426.22,6.58,234.45,55.77,27.7,35.54,62.11,96.42,89.83,21.25,2.12,0.12,0.0,228.68,25.33,34.88,1.46,13.95,16.6,18.14,07-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
07-Nov-2020 - 00:00,478.59,16.81,249.48,56.35,26.8,45.18,51.72,97.45,126.48,21.05,2.39,0.15,0.0,294.49,27.05,26.38,5.55,44.93,7.74,16.68,08-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
08-Nov-2020 - 00:00,452.29,19.61,234.81,61.49,28.72,35.42,64.04,99.08,94.64,20.45,2.42,0.11,0.0,294.48,24.87,29.4,4.97,38.93,8.36,22.06,09-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
09-Nov-2020 - 00:00,644.36,15.76,242.64,64.84,28.26,26.24,65.24,91.47,113.86,20.21,2.96,0.12,0.0,469.08,28.76,27.89,6.96,53.17,7.27,15.43,10-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
10-Nov-2020 - 00:00,571.73,15.68,249.5,66.86,26.99,34.19,62.91,97.1,87.19,20.67,3.29,0.11,0.0,459.74,30.19,27.43,10.96,66.78,15.94,21.7,11-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
11-Nov-2020 - 00:00,342.27,34.01,252.66,67.99,24.98,41.31,71.34,112.65,100.34,20.83,3.32,0.1,0.0,154.38,26.82,31.2,11.76,77.67,39.3,39.1,12-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
12-Nov-2020 - 00:00,285.41,65.21,246.24,67.52,24.61,53.76,74.18,128.12,109.63,21.03,3.44,0.1,0.0,141.19,24.16,33.51,21.06,117.35,66.42,52.81,13-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
13-Nov-2020 - 00:00,300.68,118.02,253.25,64.06,23.61,33.58,64.39,97.92,78.57,21.25,2.72,0.11,0.0,155.04,27.33,32.52,32.69,205.21,94.06,63.74,14-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
14-Nov-2020 - 00:00,488.93,83.42,250.5,68.58,26.48,27.27,54.2,70.21,72.87,20.38,3.18,0.11,0.0,354.4,31.63,32.94,35.18,133.57,71.95,51.96,15-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
15-Nov-2020 - 00:00,429.43,37.15,272.88,66.55,25.3,8.75,49.34,34.03,120.32,20.92,1.63,0.12,0.0,331.32,31.36,25.59,20.62,58.55,37.03,17.2,16-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
16-Nov-2020 - 00:00,144.08,17.51,300.19,71.69,31.33,14.77,36.9,32.33,102.54,21.58,0.72,0.13,0.0,80.72,30.42,15.42,9.34,31.46,26.85,9.72,17-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
17-Nov-2020 - 00:00,164.0,25.35,253.03,67.66,26.97,12.94,50.45,37.96,117.11,20.91,0.83,0.12,0.0,86.2,27.55,16.03,11.59,48.25,30.99,12.32,18-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
18-Nov-2020 - 00:00,217.38,31.13,257.36,63.94,26.68,13.69,62.03,44.83,139.72,19.71,1.17,0.11,0.0,112.27,25.0,13.9,14.01,54.51,33.71,13.95,19-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
19-Nov-2020 - 00:00,229.19,60.39,246.37,63.12,26.92,18.36,84.88,60.32,100.94,19.05,1.89,0.12,0.0,121.92,24.66,18.89,27.89,129.94,50.19,24.3,20-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
20-Nov-2020 - 00:00,254.83,43.36,242.65,56.67,24.31,10.3,62.17,41.9,107.47,18.81,1.21,0.16,0.0,138.37,24.52,16.17,19.8,83.2,40.06,19.97,21-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
21-Nov-2020 - 00:00,245.52,24.47,255.55,52.02,22.91,10.34,53.75,37.62,130.11,18.3,0.84,0.19,0.0,125.93,25.61,15.06,11.79,43.58,30.76,9.36,22-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
22-Nov-2020 - 00:00,217.91,25.71,247.53,53.74,23.48,18.46,70.15,52.69,68.26,17.57,1.16,0.14,0.0,119.11,23.79,15.92,14.43,52.02,39.54,16.77,23-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
23-Nov-2020 - 00:00,296.1,68.11,234.56,60.31,25.22,49.09,112.57,101.34,103.07,17.63,2.55,0.1,0.0,152.31,21.81,23.85,25.77,84.33,67.79,42.6,24-Nov-2020 - 00:00,"Sirifort, Delhi - CPCB"
