from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,SR,RF,to date,station
20-Apr-2020 - 00:00,53.5,121.17,36.77,7.3,25.58,35.31,11.27,1.12,39.46,0.31,1.63,1.68,183.56,27.0,43.56,741.5,63.73,,21-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
21-Apr-2020 - 00:00,51.1,123.09,33.4,6.04,22.76,34.84,13.55,0.76,49.08,0.46,1.48,1.84,150.68,27.8,43.82,741.89,111.53,,22-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
22-Apr-2020 - 00:00,117.62,215.32,44.38,7.26,29.58,39.35,30.2,1.14,45.85,0.75,2.02,1.21,161.76,28.84,36.73,741.84,115.27,,23-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
23-Apr-2020 - 00:00,55.01,138.15,44.08,12.34,33.56,34.32,14.6,1.23,45.43,0.3,3.39,1.49,178.5,29.25,36.46,741.64,71.89,,24-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
24-Apr-2020 - 00:00,67.94,144.14,42.3,10.64,31.23,40.15,11.78,2.05,47.69,0.36,3.1,1.21,225.01,29.45,43.01,741.65,115.12,,25-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
25-Apr-2020 - 00:00,40.08,117.79,38.95,7.29,26.74,35.33,11.48,1.94,49.53,0.2,2.61,1.34,197.59,30.68,36.76,741.73,100.31,,26-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
26-Apr-2020 - 00:00,51.15,151.62,26.74,6.9,19.92,38.98,9.39,1.45,47.18,0.24,1.16,2.42,244.84,25.32,60.71,741.25,67.03,1.0,27-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
27-Apr-2020 - 00:00,29.29,57.25,25.62,6.83,19.28,40.02,11.76,1.59,38.73,0.14,1.31,2.8,249.89,25.47,67.11,741.95,114.46,,28-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
28-Apr-2020 - 00:00,45.31,88.4,31.65,10.1,25.13,39.56,11.92,0.74,41.5,0.2,1.72,1.59,229.09,27.7,57.64,742.01,106.51,,29-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
29-Apr-2020 - 00:00,58.2,119.9,33.48,11.06,26.9,42.52,8.38,0.98,46.93,0.23,3.38,1.43,228.54,29.98,53.36,742.05,103.02,,30-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
30-Apr-2020 - 00:00,54.33,108.31,33.87,10.47,26.61,46.41,9.21,1.7,42.82,0.19,1.99,1.48,216.08,30.25,57.82,741.83,108.15,10.25,01-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
01-May-2020 - 00:00,56.9,126.82,29.15,12.94,26.1,59.39,7.96,0.85,35.24,0.18,1.79,1.88,241.72,29.67,64.41,741.77,114.31,,02-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
02-May-2020 - 00:00,32.53,99.41,24.22,7.78,19.29,42.94,8.11,0.84,40.38,0.12,1.44,2.69,249.36,29.54,58.29,741.66,114.35,,03-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
03-May-2020 - 00:00,40.17,94.72,24.23,8.85,20.17,39.83,8.06,0.81,34.36,0.16,1.41,2.36,220.97,27.55,67.73,741.45,62.6,1.75,04-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
04-May-2020 - 00:00,28.52,68.25,28.88,8.65,22.49,32.71,10.25,0.67,41.98,0.17,1.22,1.58,207.95,27.7,61.19,741.84,116.53,,05-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
05-May-2020 - 00:00,71.73,143.8,35.17,9.21,26.28,36.75,15.19,0.68,44.45,0.37,1.54,1.63,183.92,30.63,47.91,741.9,119.67,,06-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
06-May-2020 - 00:00,51.94,140.85,35.15,8.52,25.71,35.2,10.96,0.88,47.07,0.22,1.7,1.69,223.91,28.84,52.12,741.62,91.74,,07-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
07-May-2020 - 00:00,21.17,87.27,36.11,8.19,25.96,29.13,8.96,1.06,61.6,0.13,1.8,1.99,215.61,28.73,44.12,741.76,127.76,2.0,08-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
08-May-2020 - 00:00,48.98,115.42,37.83,11.35,28.7,37.81,11.07,0.91,63.76,0.18,2.77,1.69,194.53,31.41,46.61,741.89,121.66,,09-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
09-May-2020 - 00:00,64.21,137.8,32.0,6.34,22.26,44.03,11.57,0.87,68.62,0.19,2.81,1.91,235.51,32.51,48.41,742.09,112.5,,10-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
10-May-2020 - 00:00,47.86,92.85,28.86,7.27,21.35,37.53,11.12,1.28,40.96,0.16,1.24,2.38,239.23,26.81,63.06,741.32,55.74,8.0,11-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
11-May-2020 - 00:00,42.24,85.97,32.07,8.89,24.37,38.18,14.82,0.79,40.35,0.17,1.41,1.88,246.0,27.5,62.91,741.9,106.67,,12-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
12-May-2020 - 00:00,45.49,94.86,28.77,7.86,21.78,39.2,13.96,1.27,44.46,0.17,1.25,1.74,236.26,29.48,56.52,741.86,94.91,,13-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
13-May-2020 - 00:00,74.54,189.33,36.74,9.19,27.1,44.02,17.54,0.94,28.54,0.24,5.02,1.25,199.14,29.8,58.03,741.69,74.52,,14-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
14-May-2020 - 00:00,61.69,143.7,46.42,15.91,37.73,41.04,15.29,0.72,42.82,0.19,3.49,1.72,164.86,30.42,53.23,741.8,108.81,8.0,15-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
15-May-2020 - 00:00,59.04,126.74,37.38,4.61,23.72,36.59,20.25,0.67,46.94,0.23,1.0,2.56,130.53,31.35,41.48,741.93,126.75,3.5,16-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
16-May-2020 - 00:00,77.17,154.65,47.79,6.24,30.58,34.39,25.15,0.96,55.22,0.22,1.33,2.4,127.3,32.67,33.31,741.84,133.23,,17-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
17-May-2020 - 00:00,93.16,191.14,56.35,12.94,40.58,33.77,30.58,0.9,50.85,0.25,2.21,1.87,109.43,33.94,27.76,741.81,111.65,,18-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
18-May-2020 - 00:00,119.5,,60.05,10.86,40.85,35.24,31.83,1.06,47.34,0.33,2.21,1.73,119.6,33.73,26.23,741.84,120.49,,19-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
19-May-2020 - 00:00,134.62,176.8,62.26,11.64,42.66,36.39,36.52,1.26,51.63,0.42,2.45,1.24,175.82,33.11,26.01,741.66,116.62,,20-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
20-May-2020 - 00:00,70.44,182.68,54.84,9.08,36.64,30.44,25.16,0.82,49.76,0.27,1.68,2.41,119.64,33.51,21.06,741.57,135.31,,21-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
21-May-2020 - 00:00,51.86,198.51,47.34,7.49,31.35,27.13,19.46,1.0,61.42,0.17,1.98,3.06,105.82,35.13,20.16,741.69,136.74,,22-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
22-May-2020 - 00:00,123.91,263.02,76.15,13.98,51.96,40.12,37.49,1.36,70.29,0.31,6.52,1.23,169.76,35.75,24.7,741.92,122.19,,23-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
23-May-2020 - 00:00,114.69,259.78,60.87,8.5,39.37,45.37,34.9,1.17,53.83,0.37,6.13,1.42,194.25,36.3,29.6,742.06,113.06,,24-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
24-May-2020 - 00:00,94.83,262.28,41.68,4.66,26.04,45.67,32.08,0.96,41.14,0.39,1.57,2.2,136.12,37.56,29.89,742.24,121.36,,25-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
25-May-2020 - 00:00,59.12,177.88,40.34,3.07,24.04,33.47,31.31,0.73,53.41,0.24,1.35,2.76,106.75,37.83,21.72,742.21,130.97,,26-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
26-May-2020 - 00:00,55.76,201.07,58.71,24.23,51.01,33.05,32.62,0.96,46.89,0.27,4.59,2.23,130.05,37.94,23.64,742.09,131.38,,27-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
27-May-2020 - 00:00,54.66,171.42,40.74,5.85,26.52,35.5,21.86,0.7,70.73,0.19,2.07,1.84,217.27,36.28,29.16,741.85,121.67,,28-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
28-May-2020 - 00:00,34.97,211.14,23.57,4.33,16.15,36.61,20.47,0.75,53.14,0.09,0.8,3.54,242.89,32.04,48.97,741.43,108.3,1.0,29-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
29-May-2020 - 00:00,23.93,63.19,23.04,5.82,16.99,42.2,11.58,1.02,41.44,0.08,0.91,3.14,234.6,28.66,65.2,741.35,100.59,3.42,30-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
30-May-2020 - 00:00,22.94,46.53,31.34,25.75,37.66,43.98,9.84,0.67,71.29,0.07,1.19,2.28,233.32,28.21,66.28,741.46,108.21,,31-May-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
31-May-2020 - 00:00,24.08,35.67,26.23,14.32,25.69,42.57,10.36,0.38,54.09,0.06,1.0,2.2,221.14,25.7,79.13,741.39,112.21,8.73,01-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
01-Jun-2020 - 00:00,39.51,69.86,35.74,12.89,29.6,43.47,9.82,0.75,57.03,0.13,1.07,1.25,215.06,27.6,72.43,741.72,130.92,,02-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
02-Jun-2020 - 00:00,54.12,106.8,44.51,15.7,36.53,46.88,14.07,0.79,71.73,0.16,2.12,1.67,179.21,30.14,63.44,741.62,112.56,,03-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
03-Jun-2020 - 00:00,84.7,173.53,54.28,13.22,39.71,46.95,27.31,1.05,76.84,0.22,1.72,1.21,208.69,31.14,57.67,741.74,118.38,,04-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
04-Jun-2020 - 00:00,75.32,153.93,56.42,36.36,59.49,48.16,18.53,0.94,48.67,0.2,2.02,1.55,220.12,29.74,62.72,741.36,67.04,,05-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
05-Jun-2020 - 00:00,43.57,85.46,37.68,15.18,32.47,42.68,9.91,0.71,70.78,0.12,1.36,1.73,238.06,28.56,68.69,741.32,92.21,,06-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
06-Jun-2020 - 00:00,40.27,81.03,36.96,11.61,29.19,39.66,12.8,0.55,66.66,0.12,1.12,1.54,248.81,29.53,66.51,741.43,121.94,,07-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
07-Jun-2020 - 00:00,53.68,110.39,37.98,10.31,28.68,39.69,16.66,0.72,67.47,0.16,1.2,1.67,214.76,29.5,64.96,741.36,97.27,,08-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
08-Jun-2020 - 00:00,55.89,109.99,44.55,10.84,32.61,37.87,20.01,0.9,68.77,0.17,1.13,1.58,210.46,31.35,58.97,741.49,127.47,,09-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
09-Jun-2020 - 00:00,76.58,158.35,56.04,13.59,40.95,40.44,23.07,1.19,68.68,0.2,5.48,1.27,209.0,34.13,50.83,741.88,123.28,,10-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
10-Jun-2020 - 00:00,75.09,197.27,62.91,19.44,49.32,38.97,24.0,1.12,70.29,0.19,4.3,1.56,206.61,34.91,49.83,741.84,114.48,,11-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
11-Jun-2020 - 00:00,64.3,157.49,52.29,13.99,39.28,41.97,18.08,1.05,48.89,0.16,2.21,1.35,193.86,34.38,54.48,741.77,118.3,,12-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
12-Jun-2020 - 00:00,67.59,149.74,44.98,13.16,34.7,45.44,14.25,1.08,35.21,0.16,1.54,1.33,241.69,34.76,55.53,741.5,113.91,,13-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
13-Jun-2020 - 00:00,66.38,174.14,38.79,9.46,28.42,43.03,19.12,0.98,19.3,0.16,1.17,1.66,234.32,32.3,64.23,741.3,77.99,,14-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
14-Jun-2020 - 00:00,64.21,150.83,42.71,14.33,34.46,41.51,16.53,1.01,21.34,0.18,1.12,1.41,225.24,33.67,60.49,741.7,105.52,,15-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
15-Jun-2020 - 00:00,51.31,140.74,46.49,13.57,35.85,36.09,16.53,0.92,50.71,0.14,1.69,1.59,204.55,35.15,51.88,741.74,121.59,,16-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
16-Jun-2020 - 00:00,39.0,106.23,38.34,10.88,29.33,34.21,15.17,0.77,40.8,0.13,1.78,1.89,237.88,35.06,52.07,741.44,127.24,,17-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
17-Jun-2020 - 00:00,33.82,79.09,29.65,8.19,22.52,35.47,14.44,0.64,31.73,0.1,0.87,2.36,252.4,33.6,61.31,741.41,126.58,,18-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
18-Jun-2020 - 00:00,40.67,96.25,34.63,10.61,27.12,33.82,13.72,0.69,43.44,0.1,1.56,1.76,239.18,34.49,58.86,741.46,124.06,,19-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
19-Jun-2020 - 00:00,46.0,149.14,30.53,9.16,23.77,36.1,12.61,0.74,23.45,0.1,1.03,2.1,242.28,33.92,64.55,741.45,104.44,,20-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
20-Jun-2020 - 00:00,30.46,117.92,40.5,20.17,37.99,27.51,10.64,0.7,23.46,0.1,1.22,2.08,179.99,32.42,57.64,741.41,83.55,,21-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
21-Jun-2020 - 00:00,45.43,100.17,36.67,12.65,29.88,31.79,17.21,0.79,30.34,0.13,2.05,1.77,240.19,31.09,71.04,741.28,73.22,,22-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
22-Jun-2020 - 00:00,47.38,82.55,43.5,11.66,32.7,36.94,8.05,0.92,32.51,0.11,2.72,1.45,208.89,30.81,69.97,741.31,113.76,15.67,23-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
23-Jun-2020 - 00:00,25.16,46.2,27.57,10.98,23.68,40.99,9.93,0.66,12.21,0.1,3.94,2.15,249.65,31.25,76.17,741.52,106.78,,24-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
24-Jun-2020 - 00:00,32.73,48.08,27.91,13.66,26.04,41.59,7.67,0.85,7.74,0.1,4.3,1.53,248.49,29.22,88.88,741.28,60.91,13.38,25-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
25-Jun-2020 - 00:00,68.1,103.71,41.39,15.95,35.07,51.59,11.75,1.03,10.44,0.16,4.72,1.32,185.62,30.96,79.89,741.31,107.12,4.0,26-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
26-Jun-2020 - 00:00,53.04,115.12,35.52,11.35,28.21,47.76,10.36,0.81,24.81,0.14,3.18,1.99,165.23,31.91,70.6,741.4,104.42,,27-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
27-Jun-2020 - 00:00,35.77,211.96,42.62,20.24,39.2,38.49,17.91,0.47,44.5,0.1,2.84,2.67,122.24,34.27,59.61,741.43,106.91,,28-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
28-Jun-2020 - 00:00,48.17,328.41,38.61,18.0,35.25,33.58,24.31,0.41,35.15,0.09,3.88,2.56,162.48,35.86,53.89,741.5,114.77,,29-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
29-Jun-2020 - 00:00,46.45,154.23,35.4,14.22,30.48,44.34,11.83,0.27,11.9,0.11,2.77,2.05,246.01,32.27,77.53,741.43,109.0,3.0,30-Jun-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
30-Jun-2020 - 00:00,41.82,84.91,24.2,7.18,18.69,39.06,12.05,0.49,22.86,0.08,2.25,1.8,252.74,31.19,82.84,741.41,95.59,,01-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
01-Jul-2020 - 00:00,45.55,96.64,30.68,8.75,23.52,35.13,10.1,0.97,29.37,0.1,2.69,1.44,250.0,32.52,75.4,741.46,100.97,,02-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
02-Jul-2020 - 00:00,57.19,122.96,37.99,9.34,27.9,37.88,11.05,1.02,51.95,0.1,2.74,1.34,241.74,33.47,72.43,741.39,112.79,5.5,03-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
03-Jul-2020 - 00:00,69.45,130.56,34.99,8.39,25.53,42.83,20.58,0.79,41.11,0.11,3.73,1.91,255.61,33.65,72.64,741.33,106.71,,04-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
04-Jul-2020 - 00:00,40.06,70.61,29.19,8.35,22.4,34.27,14.0,0.81,49.44,0.08,2.84,2.34,253.45,31.78,79.16,741.28,112.81,,05-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
05-Jul-2020 - 00:00,19.06,41.94,31.88,8.45,23.92,26.95,10.32,0.71,66.78,0.04,2.71,2.16,228.95,28.37,84.83,740.82,102.48,8.78,06-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
06-Jul-2020 - 00:00,35.28,56.33,29.17,10.13,23.84,34.61,6.04,0.76,44.51,0.07,2.6,1.96,243.95,30.3,80.15,741.04,105.59,,07-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
07-Jul-2020 - 00:00,17.43,31.88,24.98,11.6,22.81,28.56,9.36,0.62,24.38,0.05,2.95,2.75,252.69,28.5,88.68,741.2,83.75,1.0,08-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
08-Jul-2020 - 00:00,23.62,44.91,31.35,21.26,34.05,26.37,13.4,0.8,27.24,0.05,3.0,1.97,251.32,29.76,87.51,741.29,70.72,,09-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
09-Jul-2020 - 00:00,52.92,101.42,48.22,14.07,37.18,30.13,18.4,0.74,58.65,0.1,3.38,1.17,209.32,32.11,76.92,741.41,86.56,,10-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
10-Jul-2020 - 00:00,25.73,83.95,45.03,13.35,34.89,31.64,10.08,0.85,54.59,0.1,2.38,2.32,133.57,33.97,67.02,741.41,113.38,,11-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
11-Jul-2020 - 00:00,19.5,56.79,32.0,6.26,22.29,31.7,13.69,0.64,73.98,0.06,3.85,2.23,169.77,29.78,83.02,740.84,81.53,3.11,12-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
12-Jul-2020 - 00:00,25.55,35.92,25.82,6.38,18.9,27.8,12.98,,71.94,0.03,3.75,2.17,171.16,29.65,76.98,741.13,103.65,,13-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
13-Jul-2020 - 00:00,34.06,109.06,34.5,7.82,24.91,31.35,15.38,,58.34,0.07,3.58,1.75,164.37,31.13,74.48,741.3,114.37,,14-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
14-Jul-2020 - 00:00,47.13,165.29,38.49,13.8,31.9,43.7,14.18,0.01,52.2,0.08,4.74,1.5,211.02,33.13,72.98,741.53,100.41,,15-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
15-Jul-2020 - 00:00,34.34,79.92,27.85,8.75,22.14,41.64,16.26,,55.58,0.05,4.51,2.21,247.09,31.4,81.26,741.38,82.33,7.0,16-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
16-Jul-2020 - 00:00,29.0,56.9,29.4,11.46,25.15,39.75,23.84,,36.11,0.05,4.66,2.02,250.23,31.2,82.25,741.28,79.57,,17-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
17-Jul-2020 - 00:00,46.63,72.65,26.72,10.97,22.94,41.5,17.66,0.51,41.29,0.06,3.82,1.8,248.34,31.69,83.44,741.34,67.74,2.0,18-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
18-Jul-2020 - 00:00,23.48,44.45,26.82,12.96,24.99,34.74,11.22,0.73,35.36,0.04,4.52,1.95,244.83,30.24,88.3,741.18,63.24,,19-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
19-Jul-2020 - 00:00,21.7,37.27,36.06,15.04,31.66,32.33,12.81,0.93,41.3,0.06,4.26,1.72,165.7,28.87,88.66,741.12,64.38,3.12,20-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
20-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,21-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
21-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,22-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
22-Jul-2020 - 00:00,25.89,47.0,46.05,12.62,34.76,24.64,14.94,0.38,35.63,0.05,3.3,1.88,141.98,27.07,92.09,741.0,47.64,11.25,23-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
23-Jul-2020 - 00:00,44.6,84.51,53.57,26.14,49.75,27.28,16.55,0.76,56.04,0.08,3.45,1.38,147.18,29.18,81.45,741.21,105.36,,24-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
24-Jul-2020 - 00:00,36.11,65.62,38.86,13.76,31.92,48.2,36.64,1.29,20.3,0.03,1.42,1.81,244.7,30.12,80.66,741.48,118.83,,25-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
25-Jul-2020 - 00:00,19.82,38.24,32.06,12.21,27.08,40.48,10.26,0.94,10.47,0.0,0.99,1.8,247.01,29.5,87.08,741.53,81.02,,26-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
26-Jul-2020 - 00:00,56.45,97.14,43.63,13.14,33.98,42.29,9.97,1.29,19.6,0.0,1.01,1.16,212.65,31.24,77.16,741.82,101.3,,27-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
27-Jul-2020 - 00:00,54.04,126.98,53.54,19.52,44.42,47.04,11.65,0.89,13.99,0.02,1.27,2.29,152.58,33.36,70.77,741.85,122.48,,28-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
28-Jul-2020 - 00:00,21.44,98.21,48.5,13.26,36.68,35.4,11.83,0.84,21.72,0.01,1.42,2.52,129.01,33.87,65.29,741.53,112.65,,29-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
29-Jul-2020 - 00:00,24.64,65.64,50.65,26.37,48.5,35.47,9.08,0.97,15.28,0.02,1.79,1.81,233.0,29.33,87.13,741.23,79.64,5.3,30-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
30-Jul-2020 - 00:00,19.47,45.8,43.18,21.7,40.73,31.29,8.77,0.78,15.21,0.0,1.16,1.65,220.09,28.95,87.03,741.34,77.43,,31-Jul-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
31-Jul-2020 - 00:00,33.6,73.51,42.52,16.11,35.83,31.31,8.19,0.88,12.68,0.0,1.17,1.41,251.18,29.94,86.39,741.35,84.24,,01-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
01-Aug-2020 - 00:00,39.08,67.36,52.24,25.21,48.4,31.3,9.75,0.8,16.2,0.01,2.37,1.58,197.68,29.26,86.34,741.23,88.15,10.25,02-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
02-Aug-2020 - 00:00,23.16,63.56,45.22,14.8,36.15,29.62,10.78,0.73,20.84,0.02,1.34,1.83,128.6,31.98,77.52,741.39,118.82,,03-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
03-Aug-2020 - 00:00,22.48,75.2,47.26,23.1,43.99,32.32,10.76,0.72,13.46,0.02,1.13,2.1,126.91,32.94,73.31,741.22,99.19,,04-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
04-Aug-2020 - 00:00,20.43,60.17,42.49,12.17,32.59,28.64,12.74,0.63,14.39,0.0,0.93,1.75,170.93,32.51,73.86,741.04,114.6,,05-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
05-Aug-2020 - 00:00,36.01,74.92,46.1,19.07,40.13,25.6,7.77,0.84,11.74,0.0,1.18,1.42,221.06,30.25,91.19,740.7,55.95,6.0,06-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
06-Aug-2020 - 00:00,11.77,39.15,34.08,12.89,28.7,30.39,8.6,0.62,8.43,0.0,1.11,3.13,247.69,31.73,75.75,741.33,112.78,,07-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
07-Aug-2020 - 00:00,18.74,44.26,34.79,15.28,31.02,21.28,5.59,0.98,11.57,0.0,1.0,2.21,252.85,30.65,84.12,741.29,93.82,2.0,08-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
08-Aug-2020 - 00:00,37.95,70.4,44.36,16.47,37.08,24.04,5.91,1.02,10.52,0.0,1.09,1.14,236.23,32.86,71.96,741.48,116.09,,09-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
09-Aug-2020 - 00:00,29.57,48.62,36.63,14.14,31.07,24.33,5.63,1.11,9.66,0.0,0.94,1.63,171.43,30.12,89.5,741.1,61.52,14.88,10-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
