from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,AT,RH,BP,SR,WS,WD,to date,station
23-Apr-2020 - 00:00,13.49,48.59,2.27,6.01,8.14,1.57,9.37,0.28,23.22,0.08,0.11,0.17,28.53,78.18,,336.72,0.74,192.22,24-Apr-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
24-Apr-2020 - 00:00,14.66,44.71,2.01,6.85,8.69,2.82,10.37,0.3,18.08,0.07,0.09,0.19,28.69,77.82,,325.01,0.72,195.54,25-Apr-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
25-Apr-2020 - 00:00,10.25,44.79,1.85,6.38,8.1,5.46,9.32,0.26,26.78,0.07,0.08,0.15,28.33,74.24,,361.45,0.78,196.37,26-Apr-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
26-Apr-2020 - 00:00,14.15,51.05,3.32,6.96,10.17,5.45,9.7,0.3,25.8,0.16,0.13,0.2,27.72,76.66,,370.58,0.84,191.37,27-Apr-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
27-Apr-2020 - 00:00,12.73,45.57,1.38,6.55,7.63,4.02,8.79,0.29,19.13,0.09,0.1,0.17,28.11,74.97,,339.97,0.79,205.13,28-Apr-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
28-Apr-2020 - 00:00,14.54,54.09,2.27,6.42,8.47,4.0,10.09,0.31,28.29,0.15,0.1,0.12,28.45,77.91,,338.29,0.95,207.14,29-Apr-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
29-Apr-2020 - 00:00,16.78,62.19,1.5,6.22,7.44,1.3,9.54,0.31,20.78,0.1,0.12,0.22,28.82,78.6,,323.03,0.74,189.28,30-Apr-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
30-Apr-2020 - 00:00,15.13,67.58,1.48,5.91,7.1,2.25,9.64,0.29,20.59,0.07,0.1,0.15,29.05,77.67,,341.4,0.72,188.05,01-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
01-May-2020 - 00:00,11.31,45.53,0.59,5.89,6.25,4.1,9.83,0.28,19.28,0.09,0.1,0.08,28.82,77.28,,333.98,0.84,220.43,02-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
02-May-2020 - 00:00,7.92,43.85,1.3,6.19,7.19,4.71,9.68,0.29,15.89,0.05,0.09,0.08,28.66,78.08,,365.94,0.86,205.24,03-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
03-May-2020 - 00:00,7.28,43.61,1.34,6.21,7.09,3.74,11.04,0.29,16.92,0.05,0.07,0.14,28.57,79.12,,358.01,0.91,216.09,04-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
04-May-2020 - 00:00,8.37,42.49,1.34,6.63,7.75,2.59,10.66,0.29,12.07,0.07,0.09,0.15,28.42,78.79,,381.78,0.77,200.28,05-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
05-May-2020 - 00:00,7.08,47.71,1.01,6.51,7.29,4.39,10.22,0.26,16.58,0.05,0.09,0.11,28.7,78.88,,355.14,0.92,216.14,06-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
06-May-2020 - 00:00,7.93,63.13,1.54,6.51,7.79,3.02,10.87,0.29,16.6,0.03,0.12,0.08,28.88,80.18,,360.12,0.75,214.82,07-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
07-May-2020 - 00:00,9.77,50.67,1.28,6.04,7.19,3.31,10.33,0.27,16.48,0.05,0.11,0.09,28.59,79.05,,416.51,0.74,203.04,08-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
08-May-2020 - 00:00,9.07,61.56,2.15,6.78,8.4,2.81,9.93,0.26,17.44,0.04,0.09,0.15,28.48,76.99,,370.8,0.77,203.95,09-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
09-May-2020 - 00:00,9.38,53.34,1.45,6.25,7.54,2.27,9.71,0.27,19.18,0.04,0.08,0.09,28.58,77.44,,391.2,0.86,212.61,10-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
10-May-2020 - 00:00,9.06,53.87,1.28,6.49,7.59,1.71,10.6,0.29,14.33,0.04,0.09,0.13,28.71,78.32,,347.24,0.82,209.65,11-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
11-May-2020 - 00:00,11.66,61.7,3.04,6.99,9.97,2.51,9.68,0.31,15.24,0.04,0.12,0.11,28.86,76.88,,414.93,0.89,207.69,12-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
12-May-2020 - 00:00,10.28,54.65,2.04,7.66,9.4,2.38,10.88,0.28,11.89,0.03,0.09,0.16,28.36,78.73,,410.37,0.89,212.5,13-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
13-May-2020 - 00:00,8.11,54.4,1.48,6.51,7.57,2.55,10.19,0.26,16.16,0.04,0.09,0.11,28.92,77.97,,352.24,0.82,213.7,14-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
14-May-2020 - 00:00,8.52,57.37,1.16,6.9,7.55,2.21,10.16,0.27,13.38,0.05,0.11,0.09,29.13,77.69,,380.8,0.92,221.22,15-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
15-May-2020 - 00:00,10.93,64.6,1.94,6.71,8.2,3.84,10.47,0.27,15.23,0.02,0.07,0.06,29.15,75.75,,314.86,0.97,225.68,16-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
16-May-2020 - 00:00,37.22,179.25,1.23,6.35,7.43,3.07,10.7,0.25,22.02,0.03,0.1,0.07,29.93,75.34,,391.17,1.04,228.58,17-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
17-May-2020 - 00:00,25.86,124.61,1.27,6.08,7.09,2.73,10.23,0.25,24.83,0.03,0.08,0.11,29.09,76.06,,348.52,1.01,233.8,18-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
18-May-2020 - 00:00,16.12,85.59,1.37,6.0,6.95,2.56,10.89,0.23,25.48,0.04,0.1,0.08,28.82,75.99,,304.98,1.17,236.46,19-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
19-May-2020 - 00:00,10.5,62.34,1.66,5.96,7.1,1.71,9.53,0.25,21.93,0.03,0.12,0.09,28.89,73.99,,383.17,0.84,221.16,20-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
20-May-2020 - 00:00,7.87,45.98,1.17,6.02,6.97,1.74,10.18,0.23,25.01,0.04,0.12,0.08,28.88,74.16,,391.74,0.76,203.29,21-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
21-May-2020 - 00:00,6.86,40.01,1.03,5.69,6.35,1.32,9.65,0.24,23.44,0.05,0.1,0.1,29.07,75.16,,353.61,0.74,198.47,22-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
22-May-2020 - 00:00,8.34,41.19,1.67,5.89,7.04,1.08,10.23,0.25,23.96,0.03,0.09,0.11,29.24,75.64,,391.0,0.83,216.97,23-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
23-May-2020 - 00:00,9.71,47.51,2.09,6.19,8.05,1.13,10.65,0.27,18.41,0.04,0.11,0.1,29.21,76.23,,391.96,0.86,212.0,24-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
24-May-2020 - 00:00,6.99,44.65,1.01,5.71,6.21,0.91,10.4,0.25,20.35,0.03,0.1,0.11,29.44,78.28,,374.83,1.01,235.27,25-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
25-May-2020 - 00:00,7.82,52.45,0.95,5.72,6.21,0.65,11.24,0.27,19.48,0.03,0.08,0.08,29.16,80.46,,362.67,0.95,229.68,26-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
26-May-2020 - 00:00,7.94,55.44,1.01,5.72,6.09,0.87,12.12,0.27,18.52,0.06,0.12,0.1,30.36,74.21,,422.96,0.93,214.45,27-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
27-May-2020 - 00:00,7.56,47.94,1.01,5.75,6.33,0.99,11.1,0.27,17.25,0.04,0.11,0.13,30.41,72.27,,457.63,0.9,207.05,28-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
28-May-2020 - 00:00,7.79,46.6,0.52,5.85,5.7,1.16,11.25,0.26,15.85,0.04,0.1,0.1,29.69,75.04,,381.66,0.78,200.31,29-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
29-May-2020 - 00:00,4.58,33.26,1.4,6.58,7.19,1.64,12.66,0.24,14.99,0.03,0.08,0.09,29.86,76.4,,358.11,0.77,205.45,30-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
30-May-2020 - 00:00,5.9,36.18,0.8,6.16,6.17,1.26,12.15,0.23,11.83,0.04,0.11,0.11,30.03,76.53,,396.34,0.96,232.12,31-May-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
31-May-2020 - 00:00,5.9,43.04,0.74,6.13,6.39,0.96,11.28,0.23,12.44,0.03,0.1,0.09,30.21,73.79,,373.66,0.99,222.45,01-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
01-Jun-2020 - 00:00,19.62,53.57,7.04,7.08,13.46,1.27,12.89,0.36,23.68,0.07,0.12,0.11,26.67,87.86,,111.98,0.56,183.76,02-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
02-Jun-2020 - 00:00,21.84,45.51,12.44,6.97,19.41,1.34,11.35,0.46,21.25,0.05,0.12,0.28,26.93,82.48,,91.39,0.59,173.8,03-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
03-Jun-2020 - 00:00,6.8,15.26,4.18,6.14,10.22,1.86,10.43,0.3,20.63,0.03,0.07,0.12,24.41,92.62,995.27,50.88,1.35,176.37,04-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
04-Jun-2020 - 00:00,15.06,35.94,16.27,10.13,26.39,3.07,10.61,0.45,13.05,0.09,0.16,0.47,24.1,94.4,,62.2,0.6,146.18,05-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
05-Jun-2020 - 00:00,10.46,36.65,12.21,9.82,22.03,8.92,10.17,0.33,20.69,0.11,0.14,0.26,25.68,83.93,,434.31,0.69,152.8,06-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
06-Jun-2020 - 00:00,7.96,31.9,6.47,8.3,14.74,8.75,11.02,0.29,11.71,0.06,0.1,0.18,26.36,89.29,,326.49,1.01,169.14,07-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
07-Jun-2020 - 00:00,8.03,41.61,5.87,6.9,12.62,8.0,10.47,0.3,12.45,0.07,0.1,0.1,27.84,78.24,,398.5,0.7,157.59,08-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
08-Jun-2020 - 00:00,7.54,27.23,9.51,7.81,16.16,8.34,9.34,0.3,20.57,0.07,0.07,0.12,25.77,83.13,,378.5,0.74,148.8,09-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
09-Jun-2020 - 00:00,7.21,25.47,5.81,8.42,14.12,5.61,10.31,0.26,13.77,0.05,0.09,0.14,27.26,82.81,,358.27,0.68,164.15,10-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
10-Jun-2020 - 00:00,9.42,37.16,4.35,10.05,14.25,5.1,12.24,0.28,9.12,0.08,0.07,0.11,28.11,82.52,,452.43,0.68,175.34,11-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
11-Jun-2020 - 00:00,4.29,24.29,4.21,9.15,12.74,6.61,13.88,0.25,8.87,0.1,0.09,0.12,27.6,83.73,999.45,332.41,0.7,166.1,12-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
12-Jun-2020 - 00:00,7.64,28.49,9.64,12.43,22.08,5.51,14.48,0.31,7.49,0.31,0.08,0.18,27.25,84.97,998.88,207.2,0.63,159.51,13-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
13-Jun-2020 - 00:00,9.93,25.8,9.24,15.92,24.79,4.3,14.9,0.31,8.14,0.19,0.11,0.15,26.38,89.51,998.87,252.17,0.62,159.63,14-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
14-Jun-2020 - 00:00,9.85,27.57,7.79,10.83,18.57,4.71,14.89,0.32,8.94,0.2,0.11,0.15,27.51,87.11,999.48,267.18,0.63,168.9,15-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
15-Jun-2020 - 00:00,9.98,28.49,8.85,11.46,19.99,5.54,14.56,0.38,7.95,0.33,0.14,0.35,26.67,90.94,999.45,246.47,1.05,181.31,16-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
16-Jun-2020 - 00:00,8.02,23.14,6.9,8.35,15.24,7.26,15.31,0.34,,0.17,0.1,0.14,26.51,91.13,998.84,319.98,0.83,172.72,17-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
17-Jun-2020 - 00:00,5.8,23.1,9.46,9.05,18.51,6.8,14.08,0.34,,0.17,0.1,0.14,27.32,82.9,999.11,233.11,0.72,164.34,18-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
18-Jun-2020 - 00:00,7.76,31.78,14.75,13.56,28.31,5.17,14.68,0.4,,0.22,0.14,0.22,25.42,92.31,999.6,65.28,0.7,154.91,19-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
19-Jun-2020 - 00:00,15.81,65.61,6.91,15.81,21.97,5.36,15.66,0.36,,0.2,0.11,0.16,27.32,88.92,,407.92,0.71,167.64,20-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
20-Jun-2020 - 00:00,10.04,68.09,1.24,7.35,8.03,5.22,15.38,0.22,,0.05,0.08,0.13,28.38,83.54,,384.49,0.78,167.47,21-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
21-Jun-2020 - 00:00,9.14,51.33,2.64,7.49,9.32,5.16,15.38,0.24,,0.09,0.08,0.15,27.91,83.94,,307.66,0.77,164.28,22-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
22-Jun-2020 - 00:00,14.45,54.55,5.35,14.04,18.59,3.75,13.3,0.38,5.54,0.07,0.1,0.19,27.35,86.91,999.92,377.65,0.74,156.67,23-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
23-Jun-2020 - 00:00,8.75,39.03,12.99,7.12,20.11,7.36,4.23,0.5,10.72,0.12,0.16,0.19,27.56,81.41,,363.54,0.78,164.08,24-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
24-Jun-2020 - 00:00,8.26,36.84,11.51,8.04,19.49,14.79,3.83,0.44,7.85,0.73,0.27,0.3,26.36,85.27,,322.74,0.66,157.12,25-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
25-Jun-2020 - 00:00,10.38,50.23,9.78,6.02,15.8,12.9,4.76,0.45,6.96,0.11,0.56,0.33,29.2,79.74,999.97,406.33,0.74,187.1,26-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
26-Jun-2020 - 00:00,12.89,50.41,10.4,8.1,18.5,63.49,5.77,0.47,4.61,0.39,0.57,0.31,27.76,86.36,,253.7,0.58,191.03,27-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
27-Jun-2020 - 00:00,18.13,67.28,11.07,9.76,20.71,77.53,6.23,0.45,3.68,0.55,0.28,0.41,28.5,82.33,,446.12,0.61,192.03,28-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
28-Jun-2020 - 00:00,12.3,44.31,11.0,7.23,18.23,71.48,6.25,0.43,3.81,0.4,0.35,0.32,27.94,84.18,,325.3,0.66,176.85,29-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
29-Jun-2020 - 00:00,7.3,17.26,10.95,6.72,17.67,54.98,6.04,0.44,3.48,0.28,1.38,0.98,27.04,88.6,999.56,393.26,0.69,170.8,30-Jun-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
30-Jun-2020 - 00:00,,13.36,10.99,6.01,16.94,42.72,6.01,0.43,5.44,0.45,0.39,0.54,26.47,89.0,999.32,357.25,0.74,158.66,01-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
01-Jul-2020 - 00:00,,18.3,10.44,7.8,18.24,36.64,6.16,0.44,3.73,0.47,0.39,0.3,26.87,87.08,,314.41,0.79,165.83,02-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
02-Jul-2020 - 00:00,,19.82,9.5,7.13,16.63,31.0,6.48,0.43,3.09,0.46,0.44,0.45,26.43,89.49,999.62,276.16,0.7,154.51,03-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
03-Jul-2020 - 00:00,,21.02,8.7,5.22,13.92,28.32,6.76,0.39,4.79,0.24,0.31,0.4,24.52,97.75,999.49,54.58,0.83,146.79,04-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
04-Jul-2020 - 00:00,,21.71,8.34,4.74,13.08,27.06,7.29,0.37,7.0,0.19,0.44,0.29,24.14,99.18,998.78,36.4,0.81,159.18,05-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
05-Jul-2020 - 00:00,,50.47,4.29,3.74,8.03,25.78,7.67,0.36,5.96,0.14,0.44,0.36,24.34,99.16,998.42,55.02,1.24,159.23,06-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
06-Jul-2020 - 00:00,,66.78,4.69,4.16,8.74,21.46,7.95,0.36,7.11,0.17,0.46,0.45,25.88,94.78,996.94,163.37,1.11,149.9,07-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
07-Jul-2020 - 00:00,8.76,34.45,6.54,4.0,10.53,23.16,8.35,0.37,10.8,0.15,0.59,0.29,25.4,96.2,998.01,104.7,0.82,146.38,08-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
08-Jul-2020 - 00:00,8.11,22.25,4.96,4.84,9.79,18.09,10.39,0.37,4.01,0.16,0.31,0.38,25.99,95.51,999.88,220.7,0.69,150.71,09-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
09-Jul-2020 - 00:00,8.83,28.44,6.49,6.49,12.98,11.34,11.05,0.42,2.82,0.52,0.6,0.52,26.61,91.44,,260.68,0.7,157.83,10-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
10-Jul-2020 - 00:00,7.32,46.25,4.41,5.51,9.77,9.22,10.76,0.38,5.33,0.24,0.46,0.4,27.86,85.52,,352.25,0.79,155.47,11-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
11-Jul-2020 - 00:00,7.46,45.36,4.56,3.8,8.35,9.48,10.88,0.37,,0.18,0.37,0.44,27.78,85.42,,395.0,0.74,161.73,12-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
12-Jul-2020 - 00:00,7.3,16.27,13.53,9.25,22.71,7.76,10.33,0.49,,0.56,0.49,0.68,23.84,98.39,,105.49,0.65,154.1,13-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
13-Jul-2020 - 00:00,4.89,14.82,11.54,10.15,21.68,7.02,10.4,0.47,,0.2,0.47,0.7,24.48,98.32,,168.34,0.63,165.58,14-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
14-Jul-2020 - 00:00,5.01,13.83,11.86,9.57,21.42,6.72,9.84,0.47,5.32,0.51,0.41,0.47,23.77,99.18,,76.19,0.59,158.69,15-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
15-Jul-2020 - 00:00,2.93,7.54,12.2,7.3,19.5,9.7,9.02,0.43,5.26,0.45,0.44,0.46,23.62,99.69,999.05,67.07,0.64,168.65,16-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
16-Jul-2020 - 00:00,3.15,8.52,12.46,6.57,19.03,10.35,9.31,0.39,7.11,0.25,0.38,0.48,23.45,99.8,997.76,76.84,1.23,154.75,17-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
17-Jul-2020 - 00:00,7.28,16.06,16.87,8.84,25.68,9.14,9.35,0.47,9.14,0.69,0.61,0.49,23.84,99.22,997.13,136.16,0.97,166.31,18-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
18-Jul-2020 - 00:00,7.08,36.11,12.47,8.71,21.12,8.45,9.52,0.43,6.64,1.09,0.35,0.54,25.55,95.87,998.69,324.96,0.7,163.05,19-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
19-Jul-2020 - 00:00,9.13,46.71,5.91,4.08,10.0,8.59,9.0,0.39,5.75,0.21,0.44,0.86,27.18,89.59,,246.12,0.6,173.62,20-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
20-Jul-2020 - 00:00,8.11,47.21,4.82,3.86,8.68,9.81,9.48,0.37,5.46,0.17,0.41,0.29,27.35,86.33,,167.37,0.48,179.22,21-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
21-Jul-2020 - 00:00,8.58,35.28,7.65,4.83,12.45,10.65,6.67,0.4,12.39,0.55,0.33,0.33,28.38,81.76,,314.24,0.62,179.98,22-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
22-Jul-2020 - 00:00,9.64,23.2,8.65,6.41,15.05,8.63,4.97,0.42,27.03,0.13,0.3,0.29,27.98,83.16,,324.01,0.58,181.44,23-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
23-Jul-2020 - 00:00,7.11,26.73,8.33,4.86,13.19,6.89,5.1,0.43,43.07,0.14,0.31,0.26,26.54,91.75,,223.96,0.59,178.89,24-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
24-Jul-2020 - 00:00,13.84,24.33,13.5,9.93,23.43,6.87,5.4,0.54,18.03,0.15,0.34,0.35,25.93,91.68,,107.36,0.45,189.22,25-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
25-Jul-2020 - 00:00,13.53,22.59,12.14,9.06,21.2,6.79,5.27,0.53,10.17,0.15,1.79,3.8,26.22,89.24,,205.35,0.46,166.81,26-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
26-Jul-2020 - 00:00,7.05,10.77,10.55,6.83,17.38,6.98,5.1,0.5,,0.08,0.48,0.57,26.02,90.85,,243.57,0.66,159.65,27-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
27-Jul-2020 - 00:00,7.99,22.35,10.66,18.94,29.59,3.99,6.02,0.58,,0.09,0.79,1.63,24.57,97.7,,127.26,0.63,153.52,28-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
28-Jul-2020 - 00:00,11.66,25.95,20.9,28.47,49.24,5.51,7.37,0.72,,0.12,0.92,1.69,24.37,98.33,,86.68,0.61,160.65,29-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
29-Jul-2020 - 00:00,12.57,24.61,14.62,30.13,44.74,5.15,8.05,0.75,,0.14,1.33,1.69,25.13,95.4,,172.4,0.55,172.58,30-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
30-Jul-2020 - 00:00,6.05,12.32,12.94,15.42,28.35,6.8,7.73,0.58,,0.13,0.52,0.84,24.72,96.72,,145.75,0.54,170.73,31-Jul-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
31-Jul-2020 - 00:00,8.97,17.63,11.15,15.56,26.62,7.98,7.94,0.52,,0.14,0.49,1.02,26.71,87.86,,337.34,0.62,174.02,01-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
01-Aug-2020 - 00:00,7.17,20.45,12.64,12.85,25.45,7.73,7.37,0.49,,0.12,0.47,0.53,27.27,85.02,999.55,227.11,0.66,171.23,02-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
02-Aug-2020 - 00:00,5.52,14.55,10.1,10.4,20.19,8.25,6.87,0.45,,0.13,0.35,0.39,27.52,83.55,999.08,330.59,0.77,172.16,03-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
03-Aug-2020 - 00:00,1.74,10.62,6.04,3.8,9.81,7.63,6.68,0.38,,0.16,0.53,0.44,25.92,92.17,998.24,323.5,0.82,157.26,04-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
04-Aug-2020 - 00:00,2.0,21.97,4.19,2.31,6.49,6.69,6.67,0.35,3.91,0.1,0.47,0.27,24.44,98.62,994.75,102.45,3.37,175.95,05-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
05-Aug-2020 - 00:00,4.41,25.71,6.33,2.6,8.93,5.84,7.07,0.35,5.86,0.12,0.51,0.29,24.23,98.83,992.2,34.04,1.02,167.75,06-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
06-Aug-2020 - 00:00,3.25,23.4,4.23,1.3,5.53,5.34,6.98,0.32,11.65,0.09,0.28,0.32,23.7,99.83,993.9,65.77,1.02,158.1,07-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
07-Aug-2020 - 00:00,6.01,31.91,5.1,3.42,8.43,4.17,6.86,0.32,7.65,0.15,0.34,0.4,24.71,98.6,998.24,136.86,0.82,145.02,08-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
08-Aug-2020 - 00:00,7.92,34.49,6.47,5.3,11.68,3.52,7.02,0.33,4.86,0.15,0.51,0.35,25.82,94.25,,199.53,0.75,147.75,09-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
09-Aug-2020 - 00:00,7.8,40.8,4.13,3.04,7.11,3.75,7.53,0.32,4.48,0.1,0.5,0.34,26.92,88.86,,181.37,0.64,170.95,10-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
10-Aug-2020 - 00:00,7.44,36.29,5.1,3.14,8.24,3.28,7.83,0.33,4.61,0.1,0.38,0.37,26.9,88.66,,126.52,0.61,164.09,11-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
11-Aug-2020 - 00:00,10.06,32.47,7.36,6.12,13.38,3.36,7.86,0.35,5.03,0.14,0.08,0.3,25.74,93.05,,1.15,0.59,148.59,12-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
12-Aug-2020 - 00:00,5.62,20.28,5.29,3.5,8.79,4.64,7.34,0.32,6.32,0.09,0.31,0.35,24.63,98.32,,33.68,0.88,149.36,13-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
13-Aug-2020 - 00:00,6.18,23.42,5.18,5.49,10.49,5.08,7.68,0.32,5.81,0.1,0.41,0.44,25.29,95.86,,91.2,0.81,148.18,14-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
14-Aug-2020 - 00:00,6.24,33.48,8.08,7.14,15.17,5.29,8.03,0.32,6.87,0.1,0.48,0.28,24.18,98.3,999.68,41.83,0.93,141.63,15-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
15-Aug-2020 - 00:00,6.53,39.43,4.58,2.89,7.47,6.87,8.04,0.32,6.59,0.12,0.41,0.32,24.73,98.06,999.33,90.64,1.24,139.92,16-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
16-Aug-2020 - 00:00,7.32,21.64,4.5,3.08,7.57,7.97,8.03,0.31,5.91,0.13,0.37,0.44,25.8,92.77,,72.12,0.69,149.95,17-Aug-2020 - 00:00,"Vile Parle West, Mumbai - MPCB"
