from date,NO2,NO,NOx,NH3,SO2,CO,Benzene,Eth-Benzene,MP-Xylene,Toluene,RH,WS,WD,SR,RF,PM2.5,PM10,Ozone,to date,station
20-Apr-2020 - 00:00,21.21,4.63,12.18,23.72,21.97,0.27,1.86,0.4,0.97,28.72,52.81,1.9,124.46,252.53,0.16,26.87,64.89,30.89,21-Apr-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Apr-2020 - 00:00,17.61,4.62,6.39,26.58,5.23,0.19,4.27,0.4,0.75,14.93,61.42,1.68,280.96,577.62,0.01,22.82,66.43,28.43,22-Apr-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Apr-2020 - 00:00,18.1,3.42,5.14,23.82,30.21,0.18,1.2,0.16,0.38,9.56,25.98,1.22,204.23,437.12,0.0,27.91,,23.29,23-Apr-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Apr-2020 - 00:00,29.9,4.58,16.68,25.09,30.41,0.38,3.37,0.54,1.44,30.15,35.19,1.46,148.38,467.25,0.0,41.8,,39.1,24-Apr-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Apr-2020 - 00:00,30.69,3.75,16.46,23.67,30.19,0.42,3.1,0.45,1.15,28.69,35.82,2.0,134.77,500.68,0.0,41.78,,37.58,25-Apr-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Apr-2020 - 00:00,25.76,3.3,13.49,22.71,33.02,0.39,3.36,0.45,1.16,28.45,43.18,2.51,129.62,397.46,0.0,45.75,,38.48,26-Apr-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Apr-2020 - 00:00,15.56,2.84,7.67,24.51,25.11,0.27,1.47,0.29,0.57,22.45,60.56,3.65,121.43,283.16,0.12,21.15,,31.1,27-Apr-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Apr-2020 - 00:00,17.06,2.99,8.7,22.97,9.95,0.28,1.23,0.19,0.44,18.95,73.89,3.17,107.41,160.06,0.91,17.92,,35.38,28-Apr-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Apr-2020 - 00:00,19.12,3.23,9.98,20.42,14.89,0.36,1.44,0.36,0.97,22.01,53.09,1.52,177.2,478.96,0.0,18.82,,36.42,29-Apr-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Apr-2020 - 00:00,30.22,3.53,15.86,19.61,11.98,0.46,2.52,0.47,1.23,26.42,53.31,1.89,164.01,445.75,0.0,38.48,,42.67,30-Apr-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Apr-2020 - 00:00,20.32,2.68,9.72,24.19,5.85,0.5,2.17,0.31,0.73,25.28,57.66,2.18,137.02,267.26,0.0,45.77,,40.44,01-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-May-2020 - 00:00,20.58,2.79,10.38,22.06,9.92,0.41,2.21,0.35,0.77,30.3,54.89,2.21,109.7,65.13,0.0,39.66,,40.69,02-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-May-2020 - 00:00,19.54,2.48,9.5,19.26,10.26,0.35,1.7,0.3,0.56,20.13,64.8,3.79,119.81,76.17,0.04,36.18,,38.48,03-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-May-2020 - 00:00,14.81,2.37,6.64,17.15,9.71,0.34,1.48,0.17,0.35,17.83,65.76,3.24,103.45,342.38,0.05,32.37,,36.07,04-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-May-2020 - 00:00,20.04,2.5,9.86,15.05,16.48,0.27,1.29,0.37,0.92,21.92,55.47,1.44,212.42,472.71,0.0,17.06,,46.62,05-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-May-2020 - 00:00,29.65,3.59,15.76,14.71,31.5,0.47,2.99,0.91,2.31,36.5,48.26,1.79,213.25,406.55,0.0,41.74,,33.36,06-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-May-2020 - 00:00,23.28,2.57,11.61,16.46,31.21,0.36,2.07,0.46,1.09,29.13,51.33,2.52,141.46,349.06,0.0,37.17,,35.57,07-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-May-2020 - 00:00,21.61,2.36,10.57,16.74,4.95,0.36,1.3,0.41,0.98,31.3,37.1,1.95,198.6,507.96,0.0,23.45,,36.11,08-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-May-2020 - 00:00,37.73,3.27,19.73,14.68,5.23,0.5,3.64,0.72,1.82,32.57,43.36,1.67,160.7,587.39,0.0,50.9,,23.09,09-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-May-2020 - 00:00,33.27,2.7,16.94,16.66,11.4,0.56,4.11,0.72,1.66,33.05,,2.24,103.19,,0.0,65.11,,23.56,10-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-May-2020 - 00:00,23.65,2.45,11.05,18.62,14.63,0.36,1.3,0.16,0.37,11.78,,2.96,125.1,,0.03,38.69,,23.8,11-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-May-2020 - 00:00,23.49,2.65,11.79,15.8,,0.37,0.0,0.0,0.0,0.0,,3.23,110.04,,0.0,26.44,,23.3,12-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-May-2020 - 00:00,30.83,4.36,16.99,10.38,,0.39,0.0,0.0,0.0,0.0,,2.03,139.85,,0.61,28.77,,23.42,13-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-May-2020 - 00:00,41.9,3.63,22.19,10.29,,0.51,0.0,0.0,0.0,0.0,,1.39,136.31,,0.0,57.38,,23.63,14-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-May-2020 - 00:00,30.7,2.49,14.6,14.76,,0.65,0.0,0.0,0.0,0.0,,2.55,204.11,,0.0,70.75,,23.66,15-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-May-2020 - 00:00,20.48,2.24,9.88,20.4,,0.27,0.0,0.0,0.0,0.0,,3.51,287.72,,0.0,28.52,,22.94,16-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-May-2020 - 00:00,28.13,2.0,13.36,21.3,,0.48,0.0,0.0,0.0,0.0,,4.08,307.96,,0.0,44.88,,22.87,17-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-May-2020 - 00:00,35.49,2.17,17.67,22.85,,0.52,0.0,0.0,0.0,0.0,,2.33,293.96,,0.0,57.46,,22.88,18-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-May-2020 - 00:00,41.12,2.54,20.91,23.42,,0.58,0.0,0.0,0.0,0.0,,2.44,292.41,,0.0,58.37,,22.89,19-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-May-2020 - 00:00,42.45,3.93,22.71,23.73,,0.5,0.0,0.0,0.0,0.0,,2.41,270.99,,0.0,44.37,,22.9,20-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-May-2020 - 00:00,31.38,2.03,15.41,23.06,,0.43,0.0,0.0,0.0,0.0,,3.57,310.52,,0.0,39.81,,22.94,21-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-May-2020 - 00:00,37.13,2.12,18.48,23.69,,0.6,0.0,0.0,0.0,0.0,,4.46,308.23,,0.0,66.51,,22.92,22-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-May-2020 - 00:00,43.59,2.37,22.06,23.92,,0.69,0.0,0.0,0.0,0.0,,2.11,240.59,,0.0,72.84,,22.92,23-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-May-2020 - 00:00,43.42,3.34,22.09,23.75,,0.52,0.0,0.0,0.0,0.0,,2.78,130.72,,0.03,69.88,,23.23,24-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-May-2020 - 00:00,39.19,3.72,20.81,25.47,,0.48,0.0,0.0,0.0,0.0,,2.21,243.46,,0.0,50.54,,22.93,25-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-May-2020 - 00:00,32.94,2.03,16.23,25.4,,0.56,0.0,0.0,0.0,0.0,,3.29,298.03,,0.0,56.97,,22.9,26-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-May-2020 - 00:00,37.29,2.35,18.76,25.25,,0.56,0.0,0.0,0.0,0.0,,2.02,242.59,,0.0,55.97,,22.97,27-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-May-2020 - 00:00,30.4,2.37,15.18,27.44,40.71,0.38,0.91,0.32,0.72,22.12,20.51,2.18,142.24,520.55,0.01,36.2,,41.41,28-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-May-2020 - 00:00,24.69,2.0,11.87,23.62,10.38,0.31,1.29,0.31,0.72,25.43,41.61,4.66,124.23,390.7,0.06,27.42,,39.05,29-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-May-2020 - 00:00,25.82,2.32,12.73,20.38,7.47,0.31,1.44,0.39,0.81,23.1,63.16,4.4,122.56,245.86,0.05,22.46,,35.24,30-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-May-2020 - 00:00,27.86,2.47,13.93,19.69,5.87,0.3,1.78,0.47,0.88,27.06,65.35,3.61,132.18,374.46,0.22,27.78,,32.87,31-May-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
31-May-2020 - 00:00,23.02,2.26,11.23,18.59,6.35,0.32,1.12,0.34,0.72,26.75,78.01,2.69,137.48,291.65,0.6,22.91,,36.36,01-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Jun-2020 - 00:00,25.85,2.75,13.1,17.37,7.53,0.31,1.34,0.56,1.49,29.03,66.75,1.45,142.21,442.86,0.0,24.51,,47.23,02-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Jun-2020 - 00:00,34.49,2.88,17.71,17.74,6.92,0.37,2.12,1.04,2.54,32.11,61.73,1.86,221.78,355.13,0.0,35.72,,41.11,03-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-Jun-2020 - 00:00,38.09,4.15,20.6,26.34,17.88,0.33,2.87,1.7,3.53,29.84,52.78,1.62,148.0,450.58,0.0,39.92,,33.34,04-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-Jun-2020 - 00:00,30.02,2.63,15.16,21.55,14.38,0.21,1.96,0.66,1.7,30.8,52.47,2.19,110.94,388.63,0.01,38.93,,37.93,05-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-Jun-2020 - 00:00,24.49,2.58,12.25,20.67,8.82,0.18,1.57,0.46,1.07,29.57,65.04,2.6,119.81,460.04,0.0,23.73,,45.13,06-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-Jun-2020 - 00:00,26.72,2.41,13.28,17.55,8.92,0.31,2.33,0.82,1.49,29.05,63.52,2.19,145.59,425.68,0.0,29.96,,37.11,07-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-Jun-2020 - 00:00,24.57,2.12,11.92,16.32,5.59,0.22,1.88,0.66,1.57,31.65,73.64,2.1,171.06,269.82,0.44,23.54,,46.42,08-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-Jun-2020 - 00:00,28.79,2.7,13.67,16.02,4.32,0.27,2.13,0.83,2.37,31.19,65.61,1.25,168.99,559.1,0.0,31.96,,47.81,09-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-Jun-2020 - 00:00,31.43,2.76,15.99,16.07,5.4,0.29,2.67,0.98,2.73,37.7,56.73,2.51,241.8,489.63,0.0,46.45,,39.82,10-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-Jun-2020 - 00:00,32.81,2.48,16.52,17.65,6.05,0.32,2.97,1.2,2.37,35.2,53.6,2.38,219.06,407.58,0.0,47.61,,42.95,11-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-Jun-2020 - 00:00,31.06,2.47,15.59,16.79,5.01,0.35,2.88,1.05,2.65,37.54,53.45,1.88,204.44,581.08,0.0,48.87,,29.88,12-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-Jun-2020 - 00:00,28.63,2.12,14.0,20.3,6.41,0.34,2.95,1.23,2.69,30.06,52.52,2.88,167.35,582.63,0.0,52.98,,40.47,13-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-Jun-2020 - 00:00,27.13,2.36,13.44,14.12,6.25,0.23,2.41,0.76,1.78,32.19,37.06,2.85,119.52,617.06,0.0,44.21,,46.83,14-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-Jun-2020 - 00:00,30.76,2.2,15.23,13.05,8.79,0.33,3.62,0.96,2.14,38.4,37.96,1.66,189.52,617.06,0.0,49.82,,39.25,15-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-Jun-2020 - 00:00,24.77,2.35,12.21,12.01,8.0,0.27,2.95,0.88,2.14,39.29,54.89,2.8,152.29,491.14,0.0,44.63,,41.88,16-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-Jun-2020 - 00:00,23.34,2.02,11.2,12.83,7.56,0.26,2.43,0.9,1.94,34.63,49.33,3.08,174.51,494.67,0.0,33.56,,44.08,17-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-Jun-2020 - 00:00,22.5,2.22,10.92,11.61,5.65,0.23,2.01,0.63,1.45,35.0,55.45,3.42,123.39,499.72,0.0,31.93,,43.39,18-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-Jun-2020 - 00:00,23.36,2.27,11.41,10.28,4.3,0.25,3.08,0.98,2.15,36.44,53.35,2.58,164.88,469.66,0.0,37.06,,37.92,19-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-Jun-2020 - 00:00,23.71,2.31,11.63,8.81,6.16,0.2,2.48,0.77,1.57,31.08,57.84,3.27,117.94,416.27,0.0,38.62,,50.01,20-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-Jun-2020 - 00:00,22.87,2.19,11.09,7.89,5.4,0.16,2.37,0.67,1.57,33.94,62.34,2.69,136.52,388.49,0.0,43.75,,47.76,21-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Jun-2020 - 00:00,22.61,2.03,10.83,8.81,6.35,0.24,2.01,0.47,0.99,34.67,61.97,2.88,112.18,305.11,0.0,38.86,,37.82,22-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Jun-2020 - 00:00,24.79,2.76,13.37,9.12,5.12,0.23,2.06,0.64,1.77,30.99,75.36,2.08,144.89,320.93,0.66,32.41,,24.04,23-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Jun-2020 - 00:00,20.23,2.46,12.53,9.28,4.74,0.24,2.39,0.64,1.7,36.29,67.38,3.09,121.13,469.8,0.0,34.21,,29.14,24-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Jun-2020 - 00:00,23.3,2.67,14.3,7.73,9.27,0.25,2.11,1.12,1.86,26.21,73.98,2.34,104.55,281.87,0.02,25.85,,41.45,25-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Jun-2020 - 00:00,20.26,3.37,13.29,6.25,4.97,0.29,0.25,0.46,0.39,1.65,73.55,1.66,226.41,277.71,0.0,39.32,,41.25,26-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Jun-2020 - 00:00,14.81,2.21,9.51,11.44,4.85,0.33,0.86,2.48,3.8,12.88,74.13,2.07,216.62,435.35,0.0,46.8,,47.4,27-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Jun-2020 - 00:00,11.36,1.93,7.47,25.56,6.8,0.26,0.88,0.55,0.69,10.38,68.05,2.26,263.41,429.33,0.0,48.49,,67.1,28-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Jun-2020 - 00:00,11.19,2.02,6.96,34.87,5.26,0.36,0.0,0.0,0.0,0.0,53.23,2.33,276.49,522.11,0.0,62.78,,45.98,29-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Jun-2020 - 00:00,19.37,2.92,11.11,28.15,4.66,0.33,0.0,0.0,0.0,0.0,67.82,2.91,130.29,407.76,0.15,56.12,,49.96,30-Jun-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Jun-2020 - 00:00,16.27,2.25,10.29,13.52,3.48,0.29,0.11,0.11,0.11,0.11,70.55,2.99,123.01,430.53,0.0,26.01,57.81,40.04,01-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Jul-2020 - 00:00,17.37,1.94,10.99,27.21,14.31,0.35,0.0,0.0,0.0,0.0,66.88,1.95,175.17,408.42,0.0,48.82,87.86,43.86,02-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Jul-2020 - 00:00,19.33,1.94,11.61,31.13,5.92,0.33,0.0,0.0,0.0,0.0,66.45,1.95,156.58,372.16,0.0,54.94,98.89,37.64,03-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-Jul-2020 - 00:00,15.82,2.02,9.86,29.88,9.77,0.47,0.0,0.0,0.0,0.0,70.31,2.47,115.76,403.36,0.0,61.31,110.35,35.99,04-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-Jul-2020 - 00:00,12.64,2.1,8.29,33.35,4.21,0.26,0.0,0.0,0.0,0.0,74.11,3.85,111.35,447.09,0.14,31.32,56.38,38.71,05-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-Jul-2020 - 00:00,13.42,1.91,8.32,25.19,3.57,0.18,0.0,0.0,0.0,0.0,75.58,2.33,160.91,292.56,0.94,15.43,27.77,40.04,06-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-Jul-2020 - 00:00,21.75,2.23,12.86,19.54,10.04,0.26,0.0,0.0,0.0,0.0,72.51,1.63,144.36,360.48,0.0,27.78,50.0,41.56,07-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-Jul-2020 - 00:00,12.01,2.52,8.17,27.16,5.87,0.09,0.0,0.0,0.0,0.0,72.52,3.03,118.34,348.79,0.31,17.81,32.07,40.17,08-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-Jul-2020 - 00:00,8.53,2.43,6.41,20.92,5.76,0.22,0.0,0.0,0.0,0.0,93.35,3.34,98.46,37.49,0.64,8.99,16.18,21.18,09-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-Jul-2020 - 00:00,15.21,2.12,9.0,15.66,26.87,0.2,0.0,0.0,0.0,0.0,69.72,1.68,233.15,503.35,0.0,25.0,44.8,40.15,10-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-Jul-2020 - 00:00,13.39,2.08,8.52,41.55,32.54,0.23,0.0,0.0,0.0,0.0,75.1,2.49,250.92,364.36,0.0,38.06,68.49,31.29,11-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-Jul-2020 - 00:00,14.5,2.21,9.33,50.46,27.12,0.23,0.0,0.0,0.0,0.0,76.55,1.68,183.71,250.43,0.19,18.95,34.13,34.12,12-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-Jul-2020 - 00:00,10.68,1.8,7.0,27.24,31.04,0.18,0.0,0.0,0.0,0.0,84.71,2.68,213.65,181.5,1.12,18.34,33.01,25.97,13-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-Jul-2020 - 00:00,9.6,1.76,6.41,23.76,31.07,0.19,0.0,0.0,0.0,0.0,81.44,2.1,274.31,470.09,0.0,35.12,63.21,29.67,14-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-Jul-2020 - 00:00,10.55,1.98,7.04,41.73,19.0,0.19,0.0,0.0,0.0,0.0,72.89,1.55,252.72,451.14,0.0,45.27,81.49,40.88,15-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-Jul-2020 - 00:00,18.33,2.45,11.4,55.49,6.7,0.17,0.0,0.0,0.0,0.0,75.97,2.29,114.12,463.32,0.04,32.42,58.36,39.62,16-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-Jul-2020 - 00:00,15.6,2.51,10.11,35.04,5.27,0.24,0.0,0.0,0.0,0.0,73.39,2.68,110.74,414.51,0.01,25.28,45.52,43.45,17-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-Jul-2020 - 00:00,16.26,2.45,10.44,29.18,14.45,0.24,0.0,0.0,0.0,0.0,78.74,2.3,106.48,293.84,0.0,34.42,61.97,45.31,18-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-Jul-2020 - 00:00,13.85,2.5,8.7,34.52,26.01,0.28,0.0,0.0,0.0,0.0,88.44,2.0,110.09,183.45,0.07,32.46,58.44,36.69,19-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-Jul-2020 - 00:00,9.1,2.16,6.44,44.0,4.13,0.31,0.0,0.0,0.0,0.0,82.14,2.27,208.72,382.68,0.0,36.97,66.56,40.25,20-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-Jul-2020 - 00:00,10.41,2.47,7.35,81.66,6.59,0.3,0.0,0.0,0.0,0.0,78.01,2.12,219.42,294.22,0.0,25.89,46.59,40.12,21-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Jul-2020 - 00:00,14.35,2.52,9.49,45.91,11.32,0.3,3.74,4.77,1.5,5.81,90.31,2.29,128.34,120.95,0.36,16.03,28.86,31.81,22-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Jul-2020 - 00:00,12.57,2.2,8.31,32.84,21.61,0.3,7.35,9.36,4.14,11.53,90.41,1.33,192.0,149.76,0.0,29.96,53.92,29.17,23-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Jul-2020 - 00:00,8.15,2.31,5.63,51.65,27.53,0.29,7.07,8.99,4.25,11.1,84.23,2.15,250.09,488.43,0.0,50.11,90.21,35.59,24-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Jul-2020 - 00:00,10.67,2.7,7.73,43.49,3.34,0.3,5.5,6.46,2.6,8.49,73.94,2.75,122.08,374.67,0.06,22.95,41.31,39.56,25-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Jul-2020 - 00:00,11.2,2.3,7.07,27.92,6.65,0.29,3.35,3.03,0.77,4.81,74.79,2.3,109.64,390.62,0.0,37.32,67.3,41.08,26-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Jul-2020 - 00:00,7.42,1.93,4.97,24.04,7.2,0.29,3.1,2.97,0.74,4.69,76.36,1.62,139.47,299.41,0.01,25.31,45.56,25.32,27-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Jul-2020 - 00:00,9.93,2.15,6.91,44.45,6.57,0.3,3.69,3.04,0.81,4.8,75.95,2.42,278.25,451.78,0.0,43.07,77.53,33.94,28-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Jul-2020 - 00:00,9.63,2.03,6.64,57.31,9.06,0.31,3.33,3.01,0.84,5.03,73.71,2.47,290.25,340.71,0.0,36.72,66.1,31.42,29-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Jul-2020 - 00:00,11.28,2.49,7.95,42.98,11.21,0.3,3.56,3.03,0.8,4.9,82.39,3.16,108.77,275.13,0.0,31.73,56.98,35.13,30-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Jul-2020 - 00:00,10.84,2.84,7.94,25.49,8.49,0.31,3.33,3.03,0.8,4.67,91.75,2.38,130.22,179.4,0.68,10.43,18.77,26.39,31-Jul-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
31-Jul-2020 - 00:00,8.92,2.18,6.41,19.92,10.85,0.29,3.21,3.0,0.82,4.11,81.73,1.94,155.08,419.13,0.0,22.05,39.7,36.16,01-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Aug-2020 - 00:00,11.3,2.01,7.51,23.6,13.12,0.31,3.27,3.09,0.78,4.74,89.76,1.77,175.94,207.05,0.18,22.73,40.91,40.66,02-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Aug-2020 - 00:00,9.52,2.32,6.83,22.92,15.26,0.31,3.38,3.02,0.78,4.72,85.33,1.8,221.94,410.14,0.0,31.56,56.8,17.16,03-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-Aug-2020 - 00:00,5.33,1.74,4.18,29.29,18.67,0.3,3.18,3.0,0.84,4.76,89.16,1.63,262.83,370.94,0.0,41.42,74.55,29.78,04-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-Aug-2020 - 00:00,7.25,2.34,5.22,34.06,24.49,0.29,3.25,3.01,0.79,4.68,83.92,1.71,170.88,287.9,0.59,27.2,48.95,45.32,05-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-Aug-2020 - 00:00,11.73,5.01,9.35,24.3,18.0,0.3,3.44,2.97,0.8,4.69,78.82,2.24,106.4,409.14,0.0,29.77,53.58,43.21,06-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-Aug-2020 - 00:00,20.03,6.67,14.37,56.04,6.81,0.27,3.19,2.7,0.81,4.14,66.59,1.83,142.88,331.99,0.01,21.41,38.54,40.05,07-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-Aug-2020 - 00:00,10.57,3.28,7.35,28.15,8.06,0.3,3.56,2.93,0.78,4.57,71.77,2.66,109.82,403.69,0.01,16.47,29.64,46.07,08-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-Aug-2020 - 00:00,10.14,2.67,7.46,19.55,11.6,0.28,2.9,2.6,0.8,4.0,71.64,1.91,213.06,429.15,0.0,32.77,58.97,34.45,09-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-Aug-2020 - 00:00,4.17,1.85,5.81,16.82,6.26,0.29,3.24,3.01,0.83,4.39,92.67,1.66,205.13,104.13,0.48,41.73,75.12,39.75,10-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-Aug-2020 - 00:00,4.96,2.28,7.24,15.94,11.63,0.3,3.11,3.05,0.85,4.79,87.16,2.17,117.73,294.08,0.08,24.22,43.59,40.06,11-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-Aug-2020 - 00:00,3.58,2.16,5.44,23.06,6.98,0.3,3.31,2.71,0.81,4.43,89.16,1.75,186.59,329.9,0.75,26.55,47.79,41.65,12-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-Aug-2020 - 00:00,3.48,1.74,4.99,16.66,21.64,0.29,3.28,2.79,0.76,4.14,88.36,1.56,143.37,258.29,0.82,21.81,39.26,42.68,13-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-Aug-2020 - 00:00,9.95,4.4,6.88,12.84,13.91,0.26,3.37,3.34,0.56,5.08,93.65,2.88,106.42,273.62,0.01,34.58,62.23,47.8,14-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-Aug-2020 - 00:00,16.98,5.03,12.04,21.02,8.94,0.29,3.59,2.96,0.75,4.74,80.41,2.55,103.88,395.34,0.0,20.06,35.72,31.16,15-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
