from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
18-Apr-2020 - 00:00,36.16,,46.81,3.99,25.77,16.9,17.09,55.4,0.0,0.0,0.0,31.01,56.84,1.73,153.07,180.37,743.59,0.04,-0.02,19-Apr-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Apr-2020 - 00:00,36.41,,55.83,3.47,22.58,14.76,17.13,50.37,0.0,0.0,0.0,31.38,56.03,1.78,107.14,171.84,742.49,0.0,-0.03,20-Apr-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Apr-2020 - 00:00,35.77,,49.54,3.62,15.84,11.26,16.48,41.53,0.0,0.0,0.0,29.29,55.93,2.24,110.7,132.24,744.06,0.0,-0.04,21-Apr-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Apr-2020 - 00:00,35.95,,52.24,13.82,13.84,18.58,15.43,30.76,0.0,0.0,0.0,28.29,59.53,2.17,125.59,203.95,744.78,0.0,-0.03,22-Apr-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Apr-2020 - 00:00,36.13,0.49,43.34,10.9,24.3,21.7,16.33,42.14,0.0,0.0,0.0,29.54,57.61,1.65,144.72,188.67,743.74,0.0,-0.03,23-Apr-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Apr-2020 - 00:00,36.23,,51.34,3.71,31.73,19.69,18.99,57.66,0.0,0.0,0.0,29.54,54.1,1.32,169.97,124.6,743.03,0.0,-0.01,24-Apr-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Apr-2020 - 00:00,35.93,,52.53,11.13,18.32,18.35,14.29,45.39,0.0,0.0,0.0,30.52,55.54,2.11,146.1,234.42,741.38,0.0,-0.02,25-Apr-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Apr-2020 - 00:00,36.46,,64.23,16.14,16.33,21.4,14.35,56.59,0.0,0.0,0.0,30.14,59.93,2.53,148.57,207.68,741.88,0.01,-0.03,26-Apr-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Apr-2020 - 00:00,37.01,,53.97,3.53,11.62,9.02,12.06,38.48,,,,26.96,73.39,3.86,159.81,206.16,744.74,0.21,-0.1,27-Apr-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Apr-2020 - 00:00,38.44,,54.99,3.92,14.72,10.93,10.88,22.0,,,,25.61,78.07,2.62,160.63,194.78,747.41,0.0,-0.05,28-Apr-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Apr-2020 - 00:00,38.21,,51.04,4.22,16.7,12.26,12.18,38.24,,,,27.75,74.51,2.03,115.7,187.82,746.57,0.0,-0.03,29-Apr-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Apr-2020 - 00:00,37.12,,50.89,3.68,13.74,10.25,11.53,33.71,,,,28.15,71.67,2.37,147.71,207.33,745.01,0.0,-0.05,30-Apr-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Apr-2020 - 00:00,36.18,,59.16,3.74,14.63,10.8,12.29,40.62,,,,30.43,65.45,2.15,175.73,182.07,744.39,0.0,-0.04,01-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-May-2020 - 00:00,35.3,,57.06,3.64,11.61,9.1,11.58,23.63,,,,27.11,71.41,3.71,174.32,197.57,743.54,0.09,-0.1,02-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-May-2020 - 00:00,35.48,,50.76,3.56,12.47,9.45,12.19,36.49,,,,27.95,70.93,3.13,161.18,191.37,742.89,0.0,-0.07,03-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-May-2020 - 00:00,35.25,,55.24,4.14,11.87,9.51,12.6,36.68,,,,29.44,67.33,3.38,146.43,216.21,743.08,0.03,-0.07,04-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-May-2020 - 00:00,35.88,,48.64,4.1,14.64,11.06,11.82,33.99,,,,28.96,71.81,2.3,133.06,177.32,743.51,0.0,-0.04,05-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-May-2020 - 00:00,35.52,,51.31,4.1,12.71,10.0,11.65,28.0,,,,26.07,79.62,2.68,191.9,169.52,743.54,0.15,-0.04,06-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-May-2020 - 00:00,34.71,,51.52,4.2,16.04,11.92,11.44,27.39,,,,27.55,73.45,2.01,160.12,163.24,743.25,0.0,-0.04,07-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-May-2020 - 00:00,34.86,,66.45,4.72,15.86,12.26,13.46,32.7,,,,28.59,67.39,2.47,166.73,201.48,743.32,0.0,-0.04,08-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-May-2020 - 00:00,37.36,,63.0,3.41,20.02,13.43,12.38,41.48,,,,31.37,63.17,2.48,175.11,193.83,741.68,0.0,-0.02,09-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-May-2020 - 00:00,38.37,,75.28,3.66,17.31,12.07,11.25,50.76,,,,31.48,63.64,3.32,158.09,191.79,742.29,0.0,-0.1,10-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-May-2020 - 00:00,36.65,,82.37,3.39,12.9,9.57,11.71,51.34,,,,28.32,75.55,3.17,119.86,173.54,743.37,0.05,-1.99,11-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-May-2020 - 00:00,35.18,,68.58,3.73,14.51,10.53,10.58,28.63,,,,24.01,55.37,0.53,1.0,224.23,744.9,0.0,-3.36,12-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-May-2020 - 00:00,36.77,,60.98,3.73,20.47,13.82,10.43,44.65,,,,31.05,40.38,0.55,1.01,190.62,744.07,0.01,-6.26,13-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-May-2020 - 00:00,36.54,,75.23,3.22,19.29,12.83,10.59,39.94,,,,28.73,73.59,0.61,1.0,173.03,744.02,0.02,-6.76,14-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-May-2020 - 00:00,37.78,,54.05,4.16,26.78,17.49,11.51,56.68,,,,28.05,75.04,0.5,1.0,197.09,743.75,0.0,-2.87,15-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-May-2020 - 00:00,42.32,,28.05,5.52,38.47,24.95,12.34,71.03,,,,30.4,69.11,0.68,1.0,188.81,742.17,0.0,-5.0,16-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-May-2020 - 00:00,43.82,,31.35,4.68,30.86,20.16,11.69,41.27,,,,33.33,59.85,0.91,1.0,210.04,741.91,0.0,-5.66,17-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-May-2020 - 00:00,45.1,,31.47,6.56,54.94,34.56,12.88,68.74,,,,34.36,55.2,0.61,1.0,210.46,741.09,0.0,-5.67,18-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-May-2020 - 00:00,45.87,,22.18,6.27,47.45,30.33,12.03,59.03,,,,33.07,58.55,0.76,1.0,172.75,740.02,0.0,-5.16,19-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-May-2020 - 00:00,44.63,,18.81,7.49,52.41,33.97,10.86,46.37,,,,33.88,53.41,0.71,1.0,205.23,739.26,0.0,-4.98,20-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-May-2020 - 00:00,44.19,,33.96,4.49,34.96,21.96,10.44,61.63,,,,33.67,54.27,0.77,1.0,218.76,738.34,0.0,-5.11,21-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-May-2020 - 00:00,38.92,,62.77,4.35,39.65,24.58,6.88,61.88,,,,33.33,54.0,0.82,1.0,213.26,738.32,0.0,-5.38,22-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-May-2020 - 00:00,40.22,,48.06,7.33,53.68,34.46,7.21,69.82,,,,35.68,50.27,0.67,1.0,211.5,738.8,0.0,-5.63,23-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-May-2020 - 00:00,41.26,,43.12,8.33,28.91,22.02,7.7,62.38,,,,34.91,65.53,1.13,1.0,200.86,739.98,0.0,-5.88,24-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-May-2020 - 00:00,43.27,,26.26,5.08,40.44,25.61,8.4,57.53,,,,36.64,59.24,1.08,1.0,187.08,739.73,0.0,-5.9,25-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-May-2020 - 00:00,47.19,,19.77,11.59,57.15,39.71,11.75,59.35,,,,36.74,52.15,0.98,1.0,196.7,739.64,0.0,-5.44,26-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-May-2020 - 00:00,41.71,,27.63,6.79,57.25,35.89,15.39,60.12,,,,36.56,49.29,1.02,1.0,169.27,738.6,0.0,-5.37,27-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-May-2020 - 00:00,42.22,,38.52,4.04,36.02,21.95,9.77,42.68,,,,36.8,53.21,1.27,1.01,188.63,737.14,0.0,-5.3,28-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-May-2020 - 00:00,38.75,,51.56,17.18,18.99,24.99,8.22,29.06,,,,31.5,70.59,2.55,1.0,195.43,739.74,0.0,-5.3,29-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-May-2020 - 00:00,36.85,,51.65,14.45,17.15,20.52,11.54,39.71,,,,30.89,74.03,2.05,1.0,171.39,742.22,0.02,-6.52,30-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-May-2020 - 00:00,35.32,,36.37,14.31,17.69,21.29,9.03,34.31,,,,25.69,87.56,1.33,1.0,111.36,743.3,0.41,-2.59,31-May-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-May-2020 - 00:00,34.99,,40.11,9.66,17.49,16.89,9.1,41.2,,,,27.52,77.85,0.66,1.0,141.38,744.93,0.0,-0.76,01-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Jun-2020 - 00:00,35.56,,30.0,10.05,28.52,23.17,9.26,42.51,,,,30.85,66.89,0.75,1.0,201.23,744.82,0.0,-5.08,02-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Jun-2020 - 00:00,35.11,,33.96,3.52,27.41,17.32,9.66,48.85,,,,30.17,65.44,0.72,1.0,118.07,743.84,0.0,-7.02,03-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Jun-2020 - 00:00,36.03,,33.73,4.43,31.96,20.57,8.71,45.59,,,,31.75,60.4,0.74,1.01,127.49,742.11,0.0,-7.59,04-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Jun-2020 - 00:00,34.17,,44.2,3.58,23.15,15.23,8.87,30.74,,,,27.36,71.62,0.89,1.0,49.38,742.04,0.0,-4.22,05-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Jun-2020 - 00:00,34.03,,26.57,13.51,14.38,18.56,8.6,23.87,,,,22.92,90.55,0.96,1.0,53.88,742.12,0.09,-3.68,06-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Jun-2020 - 00:00,35.05,,24.89,16.66,19.19,23.39,10.88,25.84,,,,28.2,73.78,0.68,1.0,183.9,741.68,0.0,-2.66,07-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Jun-2020 - 00:00,35.49,,33.02,3.59,16.99,11.94,10.35,28.71,,,,31.46,66.12,1.0,1.0,184.23,740.55,0.0,-5.02,08-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Jun-2020 - 00:00,36.55,,28.01,13.82,40.06,31.96,12.68,32.18,,,,33.29,58.62,0.64,1.0,204.36,739.94,0.0,-6.21,09-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Jun-2020 - 00:00,39.17,,27.26,16.17,56.98,42.71,16.93,55.59,,,,34.83,54.61,0.73,1.0,180.97,739.41,0.0,-6.44,10-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Jun-2020 - 00:00,38.21,,29.35,13.78,32.3,28.27,10.48,75.23,,,,34.5,61.0,0.76,1.0,193.6,738.99,0.0,-6.49,11-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Jun-2020 - 00:00,38.26,,36.85,12.28,23.88,22.53,7.99,53.41,,,,33.34,66.97,1.3,1.0,183.48,738.07,0.0,-6.56,12-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Jun-2020 - 00:00,36.95,,43.04,4.16,23.58,15.78,7.31,49.33,,,,34.02,63.93,1.16,1.01,186.03,737.06,0.0,-6.58,13-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Jun-2020 - 00:00,37.38,,46.47,14.18,21.98,22.91,7.69,31.34,,,,33.47,65.28,1.56,1.0,153.96,737.62,0.0,-6.56,14-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Jun-2020 - 00:00,37.22,,46.57,3.51,20.67,13.78,7.08,28.95,,,,33.43,65.59,1.45,1.01,194.03,738.98,0.0,-6.72,15-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Jun-2020 - 00:00,36.05,,38.73,4.19,29.57,19.09,8.07,34.96,,,,29.99,78.45,0.9,1.0,100.1,738.1,0.25,-4.14,16-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Jun-2020 - 00:00,34.88,,38.51,10.01,23.69,22.67,6.88,30.49,,,,31.16,74.38,1.14,1.0,164.68,736.31,0.0,-2.53,17-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Jun-2020 - 00:00,34.85,,36.0,11.26,20.52,19.95,7.51,29.18,,,,30.98,74.71,1.03,1.0,187.15,735.52,0.0,-4.59,18-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Jun-2020 - 00:00,35.06,,38.47,6.24,21.66,16.3,7.11,30.0,,,,28.78,80.94,1.04,1.0,55.78,736.41,0.0,-2.81,19-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Jun-2020 - 00:00,35.33,,43.15,3.45,19.5,13.17,7.22,30.22,,,,30.97,76.33,1.33,1.0,159.23,738.22,0.0,-3.98,20-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Jun-2020 - 00:00,35.58,,52.36,3.14,18.67,12.42,6.27,32.24,,,,30.39,76.1,1.21,1.0,150.8,738.99,0.0,-5.61,21-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Jun-2020 - 00:00,35.51,,47.23,3.71,14.84,10.91,6.7,27.21,,,,28.95,78.57,1.02,1.0,121.83,739.0,0.0,-6.44,22-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Jun-2020 - 00:00,35.53,,44.5,3.82,19.3,13.23,8.65,26.13,,,,29.4,77.5,1.08,1.0,125.54,738.63,0.0,-6.82,23-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Jun-2020 - 00:00,35.84,,40.42,4.12,20.69,14.3,6.66,26.76,,,,27.5,87.9,1.08,1.0,78.11,740.39,0.1,-3.78,24-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Jun-2020 - 00:00,36.56,,27.34,18.08,20.98,25.4,8.03,47.73,,,,29.76,80.83,0.86,1.0,137.14,740.94,0.0,-1.25,25-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Jun-2020 - 00:00,36.62,,28.68,17.48,32.76,34.32,7.99,34.88,,,,27.01,90.29,0.57,1.0,32.62,739.52,0.07,-4.91,26-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Jun-2020 - 00:00,35.81,,42.25,3.91,28.97,18.5,7.6,22.19,,,,28.67,83.17,0.89,1.0,160.62,738.7,0.02,-4.59,27-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Jun-2020 - 00:00,35.36,,38.23,4.42,32.43,20.91,8.61,23.05,,,,27.72,82.79,1.37,1.01,115.26,738.43,0.19,-2.86,28-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Jun-2020 - 00:00,36.41,,36.19,4.4,29.38,19.17,7.63,26.87,,,,29.7,77.03,1.4,1.01,165.57,737.85,0.22,-7.01,29-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Jun-2020 - 00:00,36.26,,39.46,4.35,31.5,20.29,7.09,21.2,,,,27.3,85.36,1.07,1.23,133.21,788.28,0.07,-7.72,30-Jun-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Jun-2020 - 00:00,36.53,,42.04,7.81,31.39,23.0,10.14,29.46,,,,30.6,76.27,0.81,1.0,182.04,740.03,0.0,-2.98,01-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Jul-2020 - 00:00,36.26,,42.67,4.23,30.15,19.44,6.84,33.45,,,,31.55,75.17,0.82,1.0,177.55,738.5,0.0,-5.04,02-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Jul-2020 - 00:00,37.0,,38.2,3.73,29.48,18.7,7.41,44.64,,,,33.52,69.6,0.7,1.0,209.68,736.09,0.0,-4.12,03-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Jul-2020 - 00:00,37.29,,31.68,4.32,34.2,21.67,7.19,46.77,,,,30.07,84.22,1.17,1.02,125.88,738.1,0.24,-1.55,04-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Jul-2020 - 00:00,36.29,,34.94,13.48,27.13,29.52,11.01,48.97,,,,29.76,81.35,1.47,1.0,150.97,736.66,0.0,-2.06,05-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Jul-2020 - 00:00,35.5,,38.8,3.9,25.18,16.53,6.95,27.62,,,,27.82,79.4,1.31,1.0,148.19,736.68,0.0,-2.92,06-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Jul-2020 - 00:00,36.6,,23.43,4.69,27.19,18.14,6.75,21.66,2.65,7.44,1.58,25.36,81.16,0.81,1.0,149.52,739.47,1.18,-5.14,07-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Jul-2020 - 00:00,36.36,,19.79,5.33,29.98,20.29,9.23,20.02,2.21,6.56,1.37,26.87,69.79,1.55,34.32,105.12,744.27,0.02,-1.33,08-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Jul-2020 - 00:00,33.25,,28.68,19.74,30.4,32.3,9.11,26.97,1.5,5.7,1.1,28.05,67.67,1.89,98.02,157.92,740.1,0.24,-0.05,09-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Jul-2020 - 00:00,36.32,,26.88,11.84,32.65,35.89,10.63,23.18,,,,28.69,65.28,1.76,82.5,145.65,737.6,0.0,0.01,10-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Jul-2020 - 00:00,35.27,,39.49,4.08,25.76,17.02,7.16,24.73,,,,27.63,67.4,2.54,68.61,90.62,736.39,0.86,-0.05,11-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Jul-2020 - 00:00,35.18,,40.56,9.07,16.12,15.81,8.04,24.49,,,,29.66,58.91,2.76,66.93,192.18,736.41,0.01,-0.02,12-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Jul-2020 - 00:00,34.89,,47.72,3.29,15.75,11.05,7.43,24.23,,,,29.67,58.73,2.74,66.33,147.72,737.1,0.0,-0.03,13-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Jul-2020 - 00:00,35.86,,46.66,8.03,26.44,20.21,7.77,24.78,,,,30.73,56.19,2.29,61.9,190.66,737.06,0.0,-0.0,14-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Jul-2020 - 00:00,36.82,,36.58,4.83,22.71,15.73,13.0,23.72,,,,29.28,61.32,2.34,44.72,121.28,738.65,0.0,-0.06,15-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Jul-2020 - 00:00,37.21,,31.93,5.32,22.23,15.79,8.92,31.65,,,,28.69,64.7,2.39,22.07,128.33,738.8,0.04,-0.07,16-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Jul-2020 - 00:00,34.44,,55.47,8.15,20.11,16.91,6.17,33.63,,,,29.29,62.9,2.98,19.18,164.24,737.51,0.0,-0.12,17-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Jul-2020 - 00:00,34.87,,66.69,9.19,19.4,17.42,6.42,37.8,,,,30.67,59.09,2.74,13.16,190.25,738.34,0.02,-0.09,18-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Jul-2020 - 00:00,35.08,,83.1,12.28,14.83,17.55,2.64,46.61,,,,31.38,57.68,2.17,24.22,144.33,739.26,0.01,-0.03,19-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Jul-2020 - 00:00,37.12,,65.18,3.69,20.45,13.7,2.11,28.24,,,,29.59,60.54,2.2,42.07,75.37,738.14,0.0,-0.03,20-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Jul-2020 - 00:00,37.43,,51.5,4.06,29.03,18.71,2.53,19.2,,,,27.52,66.09,2.43,43.82,83.07,737.31,0.35,-0.02,21-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Jul-2020 - 00:00,37.79,,58.6,4.19,24.21,16.28,3.87,20.53,,,,28.43,61.91,1.93,41.48,119.33,739.59,0.0,-0.01,22-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Jul-2020 - 00:00,35.05,,75.73,3.43,22.41,14.62,2.98,19.5,,,,27.94,62.52,2.7,38.77,157.45,739.97,0.16,-0.02,23-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Jul-2020 - 00:00,35.67,,74.39,3.45,22.35,14.62,3.06,21.16,,,,29.4,55.99,2.26,36.54,217.28,739.7,0.0,-0.03,24-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Jul-2020 - 00:00,36.02,,74.86,12.02,17.58,19.04,2.39,33.38,,,,29.48,60.32,2.59,44.99,153.73,742.05,0.0,-0.08,25-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Jul-2020 - 00:00,36.13,,56.15,13.7,17.53,20.47,4.76,39.0,,,,29.06,60.53,3.12,44.9,136.29,743.66,0.0,-0.08,26-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Jul-2020 - 00:00,36.8,,31.42,4.4,23.28,15.96,4.96,25.84,,,,30.83,52.1,1.82,40.14,169.49,743.46,0.0,0.0,27-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Jul-2020 - 00:00,37.21,,42.05,5.18,26.76,27.01,5.82,30.66,,,,31.42,53.81,2.76,38.89,168.28,741.07,0.0,-0.03,28-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Jul-2020 - 00:00,35.84,,70.44,7.83,24.28,18.94,3.96,20.81,,,,29.73,58.48,3.16,37.51,110.91,739.67,0.0,-0.02,29-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Jul-2020 - 00:00,35.93,,39.8,14.97,24.05,24.63,4.53,18.13,,,,26.43,67.57,2.2,42.08,103.49,740.95,0.35,-0.03,30-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Jul-2020 - 00:00,36.06,,43.48,13.61,25.62,24.38,4.73,20.62,,,,28.4,62.63,1.94,42.53,128.36,741.43,0.0,-0.01,31-Jul-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-Jul-2020 - 00:00,37.19,,44.15,7.34,32.07,23.0,4.24,24.05,,,,28.19,64.57,1.82,42.39,118.57,740.73,0.04,-0.02,01-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Aug-2020 - 00:00,37.03,,37.29,14.11,25.09,24.43,5.58,25.22,,,,28.46,64.42,1.36,41.95,113.22,740.07,0.23,-0.0,02-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Aug-2020 - 00:00,38.71,,37.82,5.0,27.52,18.69,5.33,26.88,,,,29.56,61.12,1.75,36.65,146.1,738.12,0.0,-0.01,03-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Aug-2020 - 00:00,35.82,,56.98,3.81,25.79,16.77,5.51,22.15,,,,28.15,65.04,2.17,39.04,100.68,734.88,0.36,-0.03,04-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Aug-2020 - 00:00,36.98,,45.37,8.34,21.72,17.8,5.09,23.88,,,,28.91,65.22,1.43,47.27,116.71,732.39,0.02,-0.0,05-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Aug-2020 - 00:00,35.32,,71.34,6.38,17.58,14.28,3.67,23.15,,,,28.37,65.97,2.2,59.37,105.77,733.12,0.4,-0.05,06-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Aug-2020 - 00:00,35.82,,56.9,10.67,15.89,16.89,3.3,16.84,,,,28.16,63.35,4.9,60.54,102.53,735.46,0.05,-0.13,07-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Aug-2020 - 00:00,36.32,,62.88,15.12,16.56,20.85,5.11,28.07,,,,29.5,59.88,3.0,61.08,182.3,738.92,0.0,-0.08,08-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Aug-2020 - 00:00,36.39,,58.74,3.62,18.33,12.62,3.9,33.19,,,,30.78,57.38,1.78,57.56,180.77,737.2,0.0,-0.02,09-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Aug-2020 - 00:00,36.73,,57.24,4.14,17.8,12.83,4.09,26.89,,,,29.63,62.34,2.61,56.63,137.98,736.71,0.0,-0.03,10-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Aug-2020 - 00:00,35.89,,56.02,3.95,21.17,14.34,4.38,34.3,,,,29.68,63.44,2.86,59.56,156.39,737.54,0.08,-0.05,11-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Aug-2020 - 00:00,37.9,,41.74,5.41,25.98,18.22,5.4,37.44,,,,29.78,63.48,2.36,55.63,142.87,737.2,0.09,-0.02,12-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Aug-2020 - 00:00,36.96,,44.34,4.92,25.22,17.38,4.42,18.21,,,,27.83,68.72,1.92,51.17,97.85,737.43,0.27,-0.01,13-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Aug-2020 - 00:00,38.63,,42.29,4.91,22.89,16.12,5.72,18.45,,,,26.37,70.45,1.72,55.65,77.37,736.55,1.12,-0.02,14-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
