from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,WS,WD,RH,SR,RF,to date,station
01-Jan-2020 - 00:00,164.82,288.87,40.11,72.27,64.15,22.78,15.75,1.76,12.71,17.84,72.1,9.35,9.75,18.08,1.37,141.52,72.48,259.79,0.0,02-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-Jan-2020 - 00:00,135.7,247.88,41.14,50.68,36.44,25.13,18.4,1.35,7.33,11.08,53.79,6.95,6.2,12.02,1.06,176.14,75.42,230.67,0.0,03-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-Jan-2020 - 00:00,89.89,154.91,32.23,31.77,18.64,32.22,16.22,0.87,22.16,9.72,62.74,5.06,4.39,7.92,1.56,191.77,71.49,267.53,0.0,04-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
04-Jan-2020 - 00:00,124.05,194.0,34.09,31.02,16.48,36.59,13.1,0.99,25.57,9.96,59.08,4.3,4.66,6.58,1.51,216.34,83.48,244.84,0.0,05-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-Jan-2020 - 00:00,105.41,167.71,27.76,19.05,5.67,32.74,14.88,0.65,27.42,6.45,52.54,2.71,3.26,4.2,2.21,265.38,75.53,270.9,0.0,06-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-Jan-2020 - 00:00,66.02,96.39,29.64,24.81,11.63,33.2,13.17,0.62,13.53,5.36,58.58,2.33,2.59,3.71,1.59,206.07,84.31,63.26,0.06,07-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-Jan-2020 - 00:00,55.3,71.89,33.46,36.15,23.67,23.26,8.57,0.82,9.76,6.05,36.36,2.58,2.72,5.04,1.68,76.74,99.13,35.43,0.05,08-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-Jan-2020 - 00:00,52.55,66.21,30.28,26.64,13.5,19.79,9.98,0.62,14.33,4.79,14.53,1.69,1.5,3.24,1.41,153.76,99.13,11.9,0.49,09-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-Jan-2020 - 00:00,49.22,62.81,13.16,10.16,4.06,15.39,11.75,0.42,38.92,3.02,10.03,1.03,1.24,1.59,2.44,269.62,95.04,231.99,0.0,10-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-Jan-2020 - 00:00,67.11,103.58,22.91,17.95,7.45,15.11,18.15,0.6,34.7,5.64,12.65,1.62,2.17,2.62,1.97,265.76,88.25,269.76,0.0,11-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-Jan-2020 - 00:00,94.11,141.78,29.17,20.04,6.0,19.68,25.43,0.69,47.07,6.51,13.49,1.82,2.75,3.29,1.57,262.29,84.47,269.87,0.0,12-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-Jan-2020 - 00:00,144.44,223.89,24.62,18.62,7.29,29.4,0.72,1.16,47.9,4.12,8.37,1.06,1.43,1.88,1.5,225.22,99.11,452.5,0.0,13-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-Jan-2020 - 00:00,138.17,198.12,34.81,33.07,19.5,27.74,7.37,1.23,16.78,9.66,15.9,2.0,2.34,3.88,2.35,122.17,96.3,90.85,0.16,14-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-Jan-2020 - 00:00,83.76,103.94,21.62,16.1,5.99,20.47,6.89,0.7,67.18,3.37,7.76,1.93,1.7,2.32,1.97,269.49,99.13,164.66,0.0,15-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-Jan-2020 - 00:00,88.53,143.24,37.81,33.59,17.26,19.75,13.9,0.94,72.91,8.62,21.35,3.68,4.92,6.97,1.41,245.37,98.01,167.79,0.0,16-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
16-Jan-2020 - 00:00,136.04,214.16,40.31,44.42,29.03,21.34,17.98,1.64,70.06,14.3,23.44,4.18,5.86,8.46,1.37,201.44,99.05,110.93,0.0,17-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-Jan-2020 - 00:00,91.44,121.02,17.2,19.01,12.5,21.57,17.27,0.83,64.47,7.7,15.66,2.32,3.17,4.18,1.61,242.67,99.13,152.66,0.0,18-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-Jan-2020 - 00:00,101.3,169.88,23.85,18.61,7.92,15.75,25.01,0.76,18.35,6.36,12.65,1.4,2.11,2.41,1.36,208.63,95.8,181.68,0.0,19-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-Jan-2020 - 00:00,66.93,95.95,16.42,12.42,4.81,19.6,18.74,0.56,22.22,4.56,12.2,1.05,1.54,1.81,2.32,263.36,97.26,257.8,0.0,20-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Jan-2020 - 00:00,110.08,173.83,26.8,25.54,14.39,20.62,20.94,0.92,19.43,7.16,13.53,1.88,2.23,3.77,1.66,215.22,97.91,161.44,0.0,21-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Jan-2020 - 00:00,193.59,319.44,46.61,55.48,38.88,24.43,21.14,1.84,9.66,16.58,20.78,4.33,5.63,8.95,1.05,183.58,94.18,223.9,0.0,22-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Jan-2020 - 00:00,64.39,106.09,25.21,16.3,3.9,18.58,10.63,0.57,18.21,5.46,12.0,2.69,2.73,3.48,2.53,269.68,94.68,274.96,0.0,23-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Jan-2020 - 00:00,40.79,92.42,21.91,13.82,2.96,18.37,10.35,0.35,36.85,2.3,8.71,0.67,0.63,0.97,3.64,269.88,76.81,368.63,0.0,24-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-Jan-2020 - 00:00,60.46,104.75,28.97,17.6,3.07,18.86,15.08,0.44,38.99,3.76,10.25,0.81,1.04,1.34,2.98,266.53,80.03,345.34,0.0,25-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-Jan-2020 - 00:00,108.88,180.67,44.14,37.37,17.85,17.9,11.21,0.93,12.39,7.93,17.05,2.15,2.82,3.91,1.48,183.34,98.96,107.53,0.0,26-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-Jan-2020 - 00:00,120.61,186.03,44.63,48.26,31.1,20.78,8.44,1.25,16.56,10.27,21.91,4.23,4.61,7.22,1.47,245.6,95.1,227.32,0.0,27-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-Jan-2020 - 00:00,223.9,315.02,65.32,72.42,48.29,19.29,20.37,2.08,6.07,16.48,28.12,6.09,7.02,11.86,1.08,149.92,96.62,108.2,0.01,28-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-Jan-2020 - 00:00,96.9,119.67,42.3,54.32,39.87,15.02,10.43,1.2,8.02,7.42,18.43,3.28,3.71,6.97,2.11,109.19,97.28,96.29,0.1,29-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
29-Jan-2020 - 00:00,43.28,81.69,27.75,19.33,6.5,10.85,12.76,0.55,31.15,2.7,9.74,1.43,1.55,2.6,2.31,175.86,84.48,346.37,0.0,30-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
30-Jan-2020 - 00:00,55.46,92.46,17.87,12.48,4.8,9.86,16.71,0.46,26.29,3.78,11.95,1.33,1.81,2.09,2.65,272.24,85.8,279.06,0.0,31-Jan-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
31-Jan-2020 - 00:00,69.93,127.06,29.21,34.6,26.13,11.92,10.99,0.67,20.65,5.07,15.16,2.21,3.12,4.3,1.96,261.14,99.11,141.13,0.0,01-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
01-Feb-2020 - 00:00,74.07,118.46,25.16,17.24,7.1,13.13,6.91,0.61,20.27,5.28,13.56,2.12,3.51,3.74,1.57,255.68,97.83,207.27,0.0,02-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-Feb-2020 - 00:00,72.73,108.84,18.44,11.38,4.17,8.63,9.13,0.55,28.01,3.93,10.4,0.87,1.15,1.42,2.09,265.39,93.67,281.66,0.0,03-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-Feb-2020 - 00:00,95.83,171.07,31.3,38.77,29.97,7.63,10.62,0.97,26.27,6.9,17.19,2.7,3.16,5.49,1.49,242.18,88.4,292.18,0.0,04-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
04-Feb-2020 - 00:00,129.98,220.52,31.14,30.72,20.04,7.53,15.06,0.87,24.42,8.04,17.08,2.51,3.07,4.88,1.5,154.37,82.03,255.68,0.0,05-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-Feb-2020 - 00:00,79.77,139.04,20.13,12.42,4.37,10.3,20.21,0.52,26.03,5.9,12.72,1.08,1.43,1.8,2.5,273.11,83.19,327.46,0.0,06-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-Feb-2020 - 00:00,80.08,134.56,22.37,15.72,7.03,8.36,13.4,0.55,21.85,4.38,11.63,1.14,1.7,2.25,1.75,263.69,80.43,294.72,0.0,07-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-Feb-2020 - 00:00,104.12,177.0,26.06,24.26,15.27,7.79,14.48,0.72,16.71,6.13,13.81,1.78,1.85,2.76,1.42,241.92,83.58,284.49,0.0,08-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-Feb-2020 - 00:00,82.28,145.0,21.07,19.3,7.94,20.97,13.24,0.5,26.8,5.63,13.28,1.46,1.81,2.18,1.84,271.34,85.48,307.71,0.0,09-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-Feb-2020 - 00:00,102.12,170.26,23.96,30.04,9.07,35.58,19.04,0.48,38.74,6.29,14.77,1.47,2.0,2.71,1.43,223.39,79.92,314.25,0.0,10-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-Feb-2020 - 00:00,95.46,153.13,24.4,32.32,10.91,33.15,14.66,0.53,31.9,6.1,16.58,1.93,2.54,3.75,1.43,264.48,81.51,290.15,0.0,11-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-Feb-2020 - 00:00,109.94,175.94,20.55,28.56,11.0,35.59,19.26,0.61,41.35,5.59,10.48,1.72,2.19,2.67,1.59,252.21,81.27,304.78,0.0,12-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-Feb-2020 - 00:00,92.53,169.05,20.05,24.05,7.26,35.82,11.38,0.57,35.28,2.28,5.12,0.53,0.69,0.81,3.0,269.98,82.56,333.21,0.0,13-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-Feb-2020 - 00:00,58.75,115.01,14.0,16.5,5.5,33.2,15.75,0.54,36.49,3.45,9.55,0.74,0.89,1.2,3.48,269.85,85.97,331.55,0.0,14-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-Feb-2020 - 00:00,50.22,115.05,12.84,14.41,4.57,28.66,12.76,0.43,51.24,2.58,8.17,0.63,0.71,1.12,4.11,267.87,77.58,355.31,0.0,15-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-Feb-2020 - 00:00,60.18,121.7,14.87,16.55,4.68,23.45,15.81,0.55,44.74,3.51,8.87,0.69,1.1,1.32,2.54,260.37,79.75,341.82,0.0,16-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
16-Feb-2020 - 00:00,99.12,189.51,28.45,53.18,28.33,26.52,22.03,1.06,35.57,7.8,19.24,2.59,3.2,4.99,1.2,250.94,79.41,298.62,0.0,17-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-Feb-2020 - 00:00,84.88,163.24,18.3,26.19,10.98,27.91,18.73,0.64,44.28,5.48,14.45,1.69,2.26,2.96,2.36,258.58,72.5,354.02,0.0,18-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-Feb-2020 - 00:00,84.84,165.34,18.05,20.15,5.27,24.46,20.14,0.74,37.26,4.78,12.48,1.12,2.13,2.2,1.96,261.57,80.32,265.37,0.0,19-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-Feb-2020 - 00:00,100.66,202.39,30.64,31.9,11.73,24.34,15.07,1.01,40.48,8.61,17.74,2.01,3.03,4.54,2.65,97.94,74.18,259.88,0.0,20-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Feb-2020 - 00:00,83.63,169.23,34.97,22.46,8.28,17.24,12.69,0.77,51.01,6.31,15.18,1.64,2.16,3.71,3.01,121.17,63.13,299.44,0.01,21-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Feb-2020 - 00:00,36.98,70.73,25.56,16.48,7.21,15.44,7.8,0.54,29.77,1.61,6.23,0.43,0.46,0.75,2.62,145.75,89.93,1.13,0.14,22-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Feb-2020 - 00:00,64.63,116.84,30.85,26.27,15.66,19.14,17.65,0.67,34.13,4.36,15.86,1.56,1.73,3.3,1.29,219.81,75.74,344.19,0.0,23-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Feb-2020 - 00:00,74.11,128.87,34.36,25.69,12.68,18.04,16.48,0.65,31.64,4.7,16.27,1.5,1.93,3.06,1.52,165.86,78.44,310.5,0.0,24-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-Feb-2020 - 00:00,52.04,106.2,30.52,21.04,9.2,14.54,28.84,0.52,40.74,3.54,14.46,1.11,1.23,2.18,1.47,272.94,75.71,364.16,0.0,25-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-Feb-2020 - 00:00,68.59,127.87,36.61,26.08,11.59,15.39,14.21,0.63,39.7,4.44,14.8,1.25,1.68,2.51,2.07,199.43,82.75,345.15,0.0,26-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-Feb-2020 - 00:00,81.66,179.28,50.19,45.39,26.91,11.58,10.92,1.0,37.1,8.5,21.13,2.83,3.34,6.53,1.58,122.62,84.7,279.76,0.0,27-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-Feb-2020 - 00:00,105.28,193.7,56.3,49.69,28.27,13.76,12.51,1.05,28.7,9.25,24.75,3.61,4.26,8.51,1.56,98.05,98.51,204.5,0.0,28-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-Feb-2020 - 00:00,91.34,156.94,39.28,26.38,10.31,14.0,13.48,0.74,41.87,6.19,18.24,1.72,2.13,3.77,2.61,100.91,76.0,283.75,0.0,29-Feb-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
29-Feb-2020 - 00:00,62.21,112.83,36.8,24.33,9.71,11.35,13.51,0.59,31.77,4.25,15.27,1.18,1.47,2.47,2.67,112.14,81.53,165.5,0.03,01-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
01-Mar-2020 - 00:00,42.7,80.28,35.37,26.37,12.84,10.34,11.15,0.49,37.77,3.65,15.55,1.28,1.41,2.45,1.59,192.17,71.82,377.63,0.0,02-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-Mar-2020 - 00:00,65.9,132.12,41.05,36.35,21.59,11.76,16.29,0.63,40.28,4.82,17.02,1.75,1.66,3.1,1.28,195.55,69.24,370.4,0.0,03-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-Mar-2020 - 00:00,77.0,154.4,40.27,27.64,11.17,15.94,22.58,0.67,41.5,5.65,17.54,2.15,1.9,2.83,1.71,255.53,73.11,381.21,0.0,04-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
04-Mar-2020 - 00:00,97.31,211.03,58.93,54.36,32.4,11.64,18.43,0.91,36.81,7.57,24.44,3.24,3.95,6.82,1.47,127.27,65.54,330.79,0.0,05-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-Mar-2020 - 00:00,50.71,103.73,38.83,25.13,10.17,15.82,11.28,0.56,41.05,1.78,7.65,0.68,0.77,1.51,2.9,100.66,54.36,328.91,0.01,06-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-Mar-2020 - 00:00,28.98,69.11,25.57,15.36,6.35,13.28,9.97,0.64,36.34,1.51,8.21,0.54,0.92,1.22,4.54,109.45,80.68,182.58,0.15,07-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-Mar-2020 - 00:00,50.98,75.96,51.89,49.27,30.64,6.94,15.22,0.79,15.67,6.28,21.13,2.25,2.6,5.06,1.49,95.23,94.44,73.5,0.06,08-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-Mar-2020 - 00:00,44.9,79.64,35.88,27.07,13.39,9.92,13.81,0.4,36.77,2.7,15.52,1.21,1.21,2.42,2.13,237.32,82.46,460.97,0.0,09-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-Mar-2020 - 00:00,34.01,70.72,23.74,15.43,4.9,16.25,12.14,0.31,41.78,2.0,12.17,2.36,2.17,2.58,3.23,276.48,75.13,491.23,0.0,10-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-Mar-2020 - 00:00,65.91,205.22,72.36,66.01,38.38,8.28,26.28,1.09,9.26,5.97,26.99,3.69,3.92,8.31,0.89,175.07,57.42,,0.0,11-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-Mar-2020 - 00:00,59.13,118.56,37.45,26.75,11.96,13.99,23.16,0.54,35.17,3.82,19.83,1.57,1.68,3.46,2.77,99.54,72.65,156.59,0.07,12-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-Mar-2020 - 00:00,36.0,82.27,34.96,26.6,13.55,13.31,12.11,0.58,37.45,3.85,15.85,1.54,1.89,3.55,3.08,81.3,86.17,177.05,0.01,13-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-Mar-2020 - 00:00,40.22,79.8,36.52,26.6,12.38,12.12,12.88,0.49,20.86,3.66,16.74,1.44,1.59,3.21,2.97,107.22,79.87,250.13,0.09,14-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-Mar-2020 - 00:00,31.6,60.61,37.11,26.09,11.36,10.96,14.1,0.41,26.5,2.72,14.32,1.03,1.05,2.07,2.41,117.38,86.16,216.75,0.06,15-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-Mar-2020 - 00:00,41.5,77.34,33.03,22.12,9.06,10.04,22.76,0.42,37.41,2.73,14.67,0.83,1.14,1.57,1.83,205.1,77.14,464.2,0.0,16-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
16-Mar-2020 - 00:00,45.62,86.74,28.54,17.02,5.63,12.45,22.01,0.39,38.68,2.23,14.04,0.87,0.92,1.4,2.46,286.64,77.38,464.5,0.0,17-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-Mar-2020 - 00:00,53.57,107.9,31.14,18.09,5.27,15.72,25.41,0.41,44.09,2.81,15.03,0.85,1.3,1.56,3.29,286.55,80.24,454.29,0.0,18-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-Mar-2020 - 00:00,59.54,114.46,32.44,18.74,5.33,16.1,30.04,0.47,43.48,2.79,13.54,0.79,1.16,1.35,3.29,286.65,80.93,444.86,0.0,19-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-Mar-2020 - 00:00,72.66,149.08,39.73,27.68,11.64,14.62,38.28,0.61,40.16,4.34,16.7,1.74,2.03,2.72,,,72.9,447.46,0.0,20-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Mar-2020 - 00:00,89.19,178.05,53.57,38.62,16.27,13.02,28.49,0.8,32.8,6.63,26.72,3.53,2.92,4.77,,,62.4,367.6,0.0,21-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Mar-2020 - 00:00,70.84,145.79,42.51,28.84,11.27,14.74,13.72,0.59,33.24,5.53,25.1,1.92,1.92,3.27,,,66.89,331.23,0.0,22-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Mar-2020 - 00:00,42.13,71.28,31.87,19.84,6.99,15.66,12.33,0.35,39.56,2.47,17.42,0.8,0.71,1.11,,,68.58,466.64,0.0,23-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Mar-2020 - 00:00,49.54,88.32,30.57,18.02,5.56,17.39,17.46,0.42,39.52,3.09,19.78,1.12,0.94,1.59,,,68.62,451.68,0.0,24-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-Mar-2020 - 00:00,56.15,103.43,33.6,20.81,7.05,17.83,16.09,0.46,37.98,3.39,21.93,0.92,0.91,1.61,,,68.58,333.36,0.17,25-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-Mar-2020 - 00:00,35.58,74.69,20.19,11.75,4.37,23.42,16.02,0.32,39.96,1.03,12.87,0.29,0.25,0.39,,,65.17,502.17,0.0,26-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-Mar-2020 - 00:00,29.8,54.76,20.73,11.83,4.24,21.01,4.93,0.27,23.53,1.51,15.87,0.49,0.36,0.56,,,80.7,304.96,0.0,27-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-Mar-2020 - 00:00,29.59,48.65,16.56,10.01,4.68,19.06,5.91,0.29,18.51,1.85,16.48,0.51,0.52,0.89,,,89.01,127.73,0.04,28-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-Mar-2020 - 00:00,14.79,26.95,17.6,9.32,3.55,13.15,4.5,0.22,29.64,0.62,10.51,0.28,0.31,0.44,,,85.32,580.17,0.0,29-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
29-Mar-2020 - 00:00,20.26,42.82,21.0,11.38,3.51,13.42,4.74,0.17,34.59,0.0,0.0,0.0,0.0,0.0,,,,,0.0,30-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
30-Mar-2020 - 00:00,27.3,54.61,20.91,11.17,3.75,14.64,7.37,0.24,35.46,0.48,6.23,0.1,0.1,0.14,,,59.53,623.67,0.0,31-Mar-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
31-Mar-2020 - 00:00,33.61,57.97,17.72,9.65,3.48,15.39,6.81,0.3,21.85,0.0,0.0,0.0,0.0,0.0,,,93.32,219.23,0.0,01-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
01-Apr-2020 - 00:00,25.89,54.52,22.66,11.82,3.81,16.73,,0.69,48.34,0.59,11.96,0.16,0.19,0.23,,,42.68,636.59,0.0,02-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-Apr-2020 - 00:00,18.59,63.93,24.56,12.77,3.26,15.23,5.46,0.21,47.67,0.1,0.71,0.01,0.02,0.02,,,44.48,588.47,0.0,03-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-Apr-2020 - 00:00,26.23,54.71,29.79,16.34,3.97,16.08,9.2,0.2,46.37,0.0,0.0,0.0,0.0,0.0,,,51.5,509.37,0.0,04-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
04-Apr-2020 - 00:00,31.32,58.68,29.27,15.83,3.68,16.2,8.96,0.23,46.97,0.0,0.0,0.0,0.0,0.0,,,53.8,512.83,0.0,05-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-Apr-2020 - 00:00,35.0,78.27,28.17,15.51,3.99,23.0,8.74,0.37,43.26,2.27,13.18,0.61,0.6,1.19,2.77,311.3,55.35,376.06,0.0,06-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-Apr-2020 - 00:00,37.0,77.73,30.6,16.9,4.17,22.05,7.25,0.26,45.18,2.12,22.68,0.77,0.68,1.39,3.02,328.17,51.19,502.57,0.0,07-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-Apr-2020 - 00:00,27.98,67.98,27.62,14.93,3.62,12.66,7.23,0.26,40.36,1.14,12.62,0.28,0.24,0.41,3.02,328.24,57.51,392.31,0.0,08-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-Apr-2020 - 00:00,25.29,75.62,25.15,13.21,3.09,12.11,5.27,0.21,59.22,1.16,11.42,0.32,0.32,0.57,3.01,327.94,31.45,572.27,0.0,09-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-Apr-2020 - 00:00,38.35,73.38,26.25,14.12,3.51,17.87,4.26,0.26,47.77,2.09,20.55,0.57,0.55,1.0,,,46.68,457.29,0.0,10-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-Apr-2020 - 00:00,41.93,91.07,27.99,15.34,3.91,20.55,4.15,0.36,44.95,3.15,23.2,0.72,0.63,1.14,,,46.65,423.81,0.0,11-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-Apr-2020 - 00:00,35.83,84.62,24.38,13.97,4.54,16.68,2.63,0.33,45.37,2.51,24.23,0.72,0.61,1.36,,,42.28,502.65,0.0,12-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-Apr-2020 - 00:00,31.8,71.77,19.77,10.51,3.22,18.87,3.53,0.3,50.09,1.87,21.13,0.45,0.39,0.75,,,47.12,406.9,0.0,13-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-Apr-2020 - 00:00,45.48,92.26,20.93,11.01,1.75,20.89,10.37,0.4,52.94,2.17,22.07,0.58,0.51,0.97,,,45.06,273.06,0.0,14-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-Apr-2020 - 00:00,48.85,116.9,19.94,11.0,1.29,19.88,16.19,0.46,55.13,1.94,16.34,0.37,0.33,0.66,,,44.36,544.64,0.0,15-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-Apr-2020 - 00:00,44.2,120.44,19.93,11.12,2.95,13.79,15.75,0.34,49.59,1.9,19.4,0.46,0.42,0.93,,,34.2,578.28,0.0,16-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
