from date,PM2.5,PM10,RH,SR,Temp,BP,WD,VWS,WS,RF,CO,Ozone,NO2,NO,NOx,NH3,SO2,Benzene,Toluene,Xylene,to date,station
14-Apr-2020 - 00:00,28.93,71.41,37.65,143.21,28.93,713.26,127.83,-0.09,1.22,0.0,0.26,12.25,28.29,2.29,16.72,11.58,5.46,2.6,7.04,0.4,15-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
15-Apr-2020 - 00:00,26.2,65.72,37.65,171.79,28.73,713.91,129.24,-0.1,1.51,0.0,0.32,12.73,26.86,2.48,16.11,11.53,5.81,1.87,3.48,0.19,16-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
16-Apr-2020 - 00:00,28.75,64.68,40.55,172.58,28.65,712.64,141.6,-0.1,1.29,0.0,0.48,14.18,27.69,2.36,16.54,11.99,6.07,2.18,5.39,0.21,17-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
17-Apr-2020 - 00:00,31.41,69.81,45.14,176.52,28.66,712.23,147.35,-0.09,1.21,0.0,0.43,13.11,26.97,2.52,15.64,11.85,4.83,2.51,3.16,0.16,18-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
18-Apr-2020 - 00:00,32.02,64.7,47.16,242.21,28.74,715.5,150.5,-0.0,0.45,0.0,0.08,2.61,48.18,4.16,23.41,26.13,4.75,2.02,3.27,0.4,19-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
19-Apr-2020 - 00:00,22.5,53.02,52.22,168.32,28.78,713.48,125.7,-0.06,0.56,0.0,0.15,4.08,39.41,4.26,23.87,18.77,4.29,2.45,9.92,0.4,20-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
20-Apr-2020 - 00:00,18.4,48.34,52.92,150.53,28.89,712.93,155.47,-0.07,0.46,0.03,0.18,4.51,35.89,3.03,21.12,15.25,4.63,2.79,7.56,0.28,21-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
21-Apr-2020 - 00:00,13.02,33.95,49.69,172.02,28.78,712.43,191.21,-0.06,0.49,0.02,0.82,4.54,35.51,5.35,22.15,12.79,3.78,2.66,8.32,0.31,22-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
22-Apr-2020 - 00:00,16.76,42.16,47.25,189.52,28.79,711.65,150.79,-0.06,0.73,0.0,0.17,6.85,32.03,3.09,18.8,11.74,4.15,1.91,4.52,0.23,23-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
23-Apr-2020 - 00:00,19.78,56.04,50.11,189.23,29.14,711.31,155.36,-0.07,0.94,0.0,0.42,8.24,29.99,4.93,18.24,11.76,6.18,2.21,5.75,0.19,24-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
24-Apr-2020 - 00:00,21.58,55.99,55.15,171.68,29.3,710.77,137.98,-0.07,0.78,0.0,0.31,12.0,28.99,4.25,18.47,11.74,5.33,1.88,2.82,0.26,25-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
25-Apr-2020 - 00:00,23.94,68.19,46.55,192.92,29.25,710.74,154.74,-0.08,1.01,0.0,0.48,13.4,28.16,3.94,18.0,9.91,6.46,3.02,10.67,0.36,26-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
26-Apr-2020 - 00:00,22.7,54.63,56.22,169.0,29.31,711.67,122.22,-0.08,0.49,0.0,0.4,16.12,26.53,4.54,16.14,10.81,5.01,1.95,3.44,0.34,27-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
27-Apr-2020 - 00:00,15.06,51.22,51.5,192.98,29.28,712.15,142.84,-0.08,0.83,0.0,0.42,16.84,25.14,3.58,15.88,9.34,5.67,2.01,5.57,0.32,28-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
28-Apr-2020 - 00:00,17.19,52.44,61.41,148.43,29.36,712.47,101.07,-0.06,1.34,0.0,0.15,17.14,27.29,15.69,19.37,10.39,4.32,1.43,4.46,0.12,29-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
29-Apr-2020 - 00:00,11.38,35.65,52.64,124.19,29.57,712.41,129.81,-0.06,0.4,0.0,0.24,27.69,26.48,5.45,16.98,9.66,4.52,1.79,7.43,0.19,30-Apr-2020 - 00:00,"Central University, Hyderabad - TSPCB"
30-Apr-2020 - 00:00,16.4,45.79,48.72,167.18,29.44,712.67,156.03,-0.04,0.55,0.02,0.38,33.71,26.95,5.01,17.27,9.68,4.94,1.83,4.93,0.16,01-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
01-May-2020 - 00:00,16.75,35.35,54.8,142.23,29.41,712.6,176.71,-0.02,0.89,0.02,1.04,29.73,26.09,8.05,17.49,9.88,4.75,2.52,11.73,0.22,02-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
02-May-2020 - 00:00,19.28,51.37,54.76,153.34,29.3,710.97,172.98,-0.05,0.52,0.02,0.57,36.34,27.98,5.19,17.52,10.52,5.33,1.94,3.84,0.1,03-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
03-May-2020 - 00:00,27.05,71.62,47.09,185.25,29.44,710.66,162.23,-0.06,0.56,0.0,0.32,39.3,28.06,4.41,17.81,9.35,5.36,3.03,9.16,0.31,04-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
04-May-2020 - 00:00,23.11,64.2,46.22,191.39,29.37,711.44,165.0,-0.07,0.63,0.0,0.46,46.92,26.02,3.26,15.66,9.62,5.0,2.65,7.0,0.35,05-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
05-May-2020 - 00:00,26.33,74.26,50.22,180.78,29.35,710.97,127.12,-0.08,0.62,0.0,0.39,52.86,25.69,3.3,15.84,10.34,5.27,2.95,15.88,0.48,06-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
06-May-2020 - 00:00,19.07,55.89,53.28,158.81,29.38,710.8,148.88,-0.06,1.05,0.0,0.39,46.6,23.59,3.3,14.36,9.61,4.42,1.91,7.39,0.22,07-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
07-May-2020 - 00:00,21.99,60.77,59.67,125.36,29.4,711.44,128.5,-0.05,0.92,0.0,0.32,40.33,24.7,3.29,14.95,9.84,5.12,2.17,11.33,0.52,08-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
08-May-2020 - 00:00,20.82,57.57,54.74,104.98,29.35,711.65,158.98,-0.08,0.84,0.0,0.27,42.09,23.34,3.29,14.26,8.86,5.13,2.5,6.64,0.38,09-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
09-May-2020 - 00:00,18.78,56.02,52.53,170.95,29.35,711.61,142.62,-0.06,0.81,0.0,0.11,45.82,22.7,3.13,13.75,8.32,5.94,1.95,9.26,0.35,10-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
10-May-2020 - 00:00,13.68,40.79,58.47,22.12,29.38,712.0,147.29,-0.05,0.8,0.0,0.37,33.88,25.54,3.17,14.77,8.54,5.5,2.56,11.6,0.31,11-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
11-May-2020 - 00:00,20.38,65.14,43.15,247.02,29.0,713.83,116.15,-0.08,0.96,0.0,0.05,12.64,28.06,5.06,14.82,8.42,5.67,3.96,13.13,0.76,12-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
12-May-2020 - 00:00,18.09,59.0,50.91,143.94,29.18,712.07,146.07,-0.06,0.59,0.0,0.14,16.86,26.54,6.94,17.4,8.71,4.22,2.66,11.13,0.63,13-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
13-May-2020 - 00:00,12.84,51.37,46.48,181.24,29.58,711.21,118.81,-0.03,0.74,0.0,0.12,22.18,24.28,5.18,15.86,8.14,6.24,1.79,5.64,0.51,14-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
14-May-2020 - 00:00,15.98,49.77,50.77,187.76,29.58,711.84,106.41,-0.03,1.0,0.0,0.12,21.98,24.58,4.67,15.42,8.45,5.62,1.95,6.38,0.64,15-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
15-May-2020 - 00:00,12.68,47.55,47.4,180.45,29.63,709.98,126.24,-0.0,0.52,0.0,0.23,28.49,24.08,9.6,16.01,8.6,5.81,2.1,8.58,0.53,16-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
16-May-2020 - 00:00,18.24,52.84,54.26,148.08,29.58,709.85,165.3,-0.01,0.77,0.0,0.31,35.75,25.34,8.58,14.52,9.93,5.69,3.48,15.02,0.53,17-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
17-May-2020 - 00:00,21.48,70.76,53.11,142.61,29.24,708.84,130.68,0.0,0.78,0.0,0.32,43.94,24.43,6.24,16.02,10.48,5.17,4.08,20.8,0.91,18-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
18-May-2020 - 00:00,19.76,67.21,47.18,177.24,29.18,707.11,164.14,0.0,1.3,0.0,0.29,48.02,23.18,5.89,14.54,10.4,5.52,2.55,8.1,0.36,19-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
19-May-2020 - 00:00,33.84,122.16,42.72,151.23,29.2,706.24,174.11,0.0,1.41,0.0,0.41,47.49,26.22,5.3,16.22,12.92,9.84,4.17,17.87,0.99,20-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
20-May-2020 - 00:00,26.98,112.53,37.61,192.88,29.24,706.6,264.61,0.0,1.56,0.0,0.24,42.41,23.36,5.88,14.56,10.59,8.14,4.96,20.84,1.26,21-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
21-May-2020 - 00:00,22.95,104.22,35.5,202.12,29.27,707.85,258.62,-0.0,1.84,0.0,0.27,43.12,25.3,7.09,16.94,10.3,12.51,4.71,16.11,0.94,22-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
22-May-2020 - 00:00,31.7,129.65,33.94,200.84,29.37,708.8,196.31,-0.0,1.24,0.0,0.41,41.9,30.34,6.08,18.11,10.43,11.06,7.03,23.53,2.6,23-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
23-May-2020 - 00:00,35.32,135.16,33.8,196.3,29.36,709.03,149.49,-0.0,1.06,0.0,0.4,55.15,28.49,6.94,17.38,10.08,8.48,6.56,24.16,4.46,24-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
24-May-2020 - 00:00,32.02,109.11,42.42,168.76,29.3,709.58,132.48,0.0,0.77,0.0,0.36,68.6,21.8,5.85,14.59,11.56,6.36,3.29,9.64,1.09,25-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
25-May-2020 - 00:00,29.18,92.02,48.57,170.86,29.47,710.35,150.53,0.0,1.02,0.0,0.31,60.96,19.2,4.73,12.99,12.17,6.73,2.34,6.35,0.38,26-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
26-May-2020 - 00:00,27.61,82.03,48.29,184.76,29.44,710.21,160.41,-0.0,0.94,0.0,0.27,58.82,18.91,5.31,13.44,11.11,6.13,2.08,8.07,0.21,27-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
27-May-2020 - 00:00,24.85,81.71,43.23,191.75,29.49,709.48,169.5,0.0,0.9,0.0,0.26,58.74,19.65,5.35,13.51,9.19,5.63,2.36,7.79,0.23,28-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
28-May-2020 - 00:00,22.01,90.54,39.67,202.97,29.52,708.62,211.05,-0.0,1.41,0.0,0.32,44.38,20.65,4.05,12.78,7.74,5.84,2.79,8.21,0.84,29-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
29-May-2020 - 00:00,14.92,72.45,40.25,192.69,29.6,708.94,230.69,0.0,1.34,0.0,0.16,42.34,21.63,4.89,14.66,7.5,5.63,1.66,2.78,0.33,30-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
30-May-2020 - 00:00,13.15,50.69,50.39,160.4,29.7,710.58,185.99,0.0,1.12,0.0,0.27,45.57,25.92,4.81,16.38,8.21,5.13,1.8,4.85,0.32,31-May-2020 - 00:00,"Central University, Hyderabad - TSPCB"
31-May-2020 - 00:00,18.15,57.54,65.94,100.88,29.6,711.45,137.29,0.0,0.94,0.56,0.34,32.63,29.03,16.79,20.82,9.16,5.17,2.37,12.15,1.32,01-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
01-Jun-2020 - 00:00,,63.58,67.25,166.32,29.42,712.0,166.41,0.0,0.9,0.42,0.43,56.56,29.9,6.52,17.58,11.15,4.81,3.55,15.09,2.66,02-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
02-Jun-2020 - 00:00,,19.85,71.15,167.78,29.67,711.17,120.68,0.0,0.68,0.61,0.3,56.01,22.11,16.88,18.46,10.85,3.89,1.51,5.36,1.09,03-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
03-Jun-2020 - 00:00,7.5,23.73,66.48,165.89,29.32,709.9,100.58,0.0,1.61,0.0,0.17,13.41,22.53,5.71,14.19,11.61,5.75,0.94,2.92,0.33,04-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
04-Jun-2020 - 00:00,11.99,29.18,63.69,155.03,28.91,709.76,135.43,0.0,2.21,0.0,0.15,21.12,21.75,13.31,16.8,10.76,4.35,0.63,0.92,0.21,05-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
05-Jun-2020 - 00:00,16.4,64.9,58.84,164.21,28.83,710.08,159.84,0.0,1.23,0.0,0.19,20.83,23.72,5.93,14.78,9.04,5.5,0.93,1.18,0.28,06-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
06-Jun-2020 - 00:00,23.11,69.36,53.84,173.86,28.89,709.66,175.27,0.0,1.76,0.0,0.21,18.26,22.72,6.34,15.01,8.54,4.24,0.82,1.25,0.27,07-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
07-Jun-2020 - 00:00,18.92,47.15,57.83,144.17,28.7,709.5,183.49,0.0,1.63,0.0,0.22,19.22,21.89,11.52,16.03,8.81,4.12,0.79,1.67,0.16,08-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
08-Jun-2020 - 00:00,20.26,62.33,53.85,148.82,28.94,709.34,182.73,0.0,1.9,0.0,0.21,19.33,19.33,10.78,14.01,8.73,3.64,0.96,1.63,0.29,09-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
09-Jun-2020 - 00:00,17.26,45.46,54.02,161.6,28.85,708.75,185.49,0.0,1.59,0.0,0.24,26.85,21.92,5.95,14.0,8.61,4.81,1.33,2.89,0.44,10-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
10-Jun-2020 - 00:00,19.32,37.57,75.81,145.92,28.89,708.51,176.0,0.0,1.24,1.18,0.31,26.77,22.12,5.73,15.4,10.47,3.86,2.12,7.88,0.79,11-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
11-Jun-2020 - 00:00,15.97,35.76,78.89,68.51,28.81,709.42,200.95,0.0,0.86,0.09,0.22,7.51,19.45,7.46,11.56,10.64,4.11,2.07,6.84,1.04,12-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
12-Jun-2020 - 00:00,17.2,31.38,76.3,109.02,29.24,706.36,177.28,0.0,1.74,0.12,0.23,17.79,19.39,5.41,13.86,12.3,3.93,1.14,2.26,0.41,13-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
13-Jun-2020 - 00:00,14.31,27.23,70.14,120.55,29.39,706.73,155.32,0.0,1.66,0.0,0.22,32.88,19.48,4.71,12.99,9.95,4.13,0.77,1.49,0.17,14-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
14-Jun-2020 - 00:00,12.03,23.94,69.39,121.48,29.42,707.79,174.14,0.0,2.03,0.1,0.21,37.58,19.13,6.4,13.96,9.07,4.01,0.63,0.98,0.09,15-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
15-Jun-2020 - 00:00,15.86,30.88,70.64,113.91,29.33,707.73,174.09,0.0,2.35,0.0,0.21,32.22,17.87,5.25,12.53,8.99,3.91,0.33,0.43,0.02,16-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
16-Jun-2020 - 00:00,14.48,32.0,76.48,97.47,29.04,707.31,157.52,0.0,2.35,0.05,0.33,24.35,17.62,6.26,11.69,8.39,4.75,0.0,0.0,0.0,17-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
17-Jun-2020 - 00:00,11.55,24.74,77.16,78.19,29.24,708.0,169.33,0.0,2.43,0.23,0.25,27.0,15.95,8.38,12.44,8.68,4.46,0.2,0.35,0.04,18-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
18-Jun-2020 - 00:00,19.04,38.57,74.41,25.2,29.41,708.92,167.58,0.0,2.52,0.05,0.17,28.14,17.03,4.84,11.29,8.83,4.29,0.36,0.43,0.0,19-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
19-Jun-2020 - 00:00,22.56,47.1,70.81,114.8,28.9,709.51,186.39,0.0,2.27,0.0,0.2,18.8,17.04,12.09,14.24,9.02,5.17,0.48,0.55,0.04,20-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
20-Jun-2020 - 00:00,26.52,51.77,68.09,2.55,29.01,709.74,205.16,0.0,2.35,0.15,0.17,25.11,18.16,5.01,12.61,9.04,3.93,0.59,1.26,0.01,21-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
21-Jun-2020 - 00:00,27.26,55.68,74.48,59.74,29.0,709.04,187.56,0.0,1.55,0.1,0.2,22.89,16.85,4.69,12.02,9.01,4.57,0.54,0.75,0.04,22-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
22-Jun-2020 - 00:00,26.76,54.25,68.8,2.38,29.04,708.07,186.45,0.0,1.76,0.0,0.21,25.05,19.3,4.21,13.01,8.14,5.19,0.61,0.89,0.03,23-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
23-Jun-2020 - 00:00,27.3,56.98,67.48,23.92,28.97,709.12,178.24,0.0,1.48,0.02,0.25,21.87,21.78,5.22,14.57,7.89,4.1,0.91,1.71,0.21,24-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
24-Jun-2020 - 00:00,25.05,51.58,66.36,198.43,29.05,709.72,169.66,0.0,0.97,0.04,0.31,27.09,23.76,11.63,19.56,7.49,4.75,0.82,1.99,0.29,25-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
25-Jun-2020 - 00:00,26.96,53.31,66.59,116.8,29.3,708.83,115.05,0.0,1.0,0.02,0.3,40.5,24.12,7.34,15.03,8.41,4.23,1.29,3.31,0.58,26-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
26-Jun-2020 - 00:00,30.09,55.17,64.31,31.27,29.23,709.0,83.53,0.0,1.24,0.0,0.34,41.32,27.86,8.65,15.97,8.62,4.97,1.01,2.08,0.52,27-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
27-Jun-2020 - 00:00,25.11,45.03,67.62,77.99,29.26,708.88,116.8,0.0,1.14,0.32,0.3,45.61,24.33,13.56,16.8,9.14,4.99,0.95,2.43,0.43,28-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
28-Jun-2020 - 00:00,13.41,29.81,68.02,65.06,29.16,712.88,199.94,0.0,1.11,0.0,0.2,32.03,22.27,9.71,11.94,9.51,3.31,1.47,3.87,0.34,29-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
29-Jun-2020 - 00:00,19.92,41.84,72.72,5.5,29.25,708.95,201.55,0.0,0.81,0.0,0.31,29.18,27.17,9.3,18.9,9.66,5.39,2.01,5.57,0.64,30-Jun-2020 - 00:00,"Central University, Hyderabad - TSPCB"
30-Jun-2020 - 00:00,18.81,38.71,71.14,130.17,29.25,708.5,102.67,0.0,0.87,0.06,0.3,28.46,23.89,6.62,15.35,9.36,4.42,1.4,5.01,0.69,01-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
01-Jul-2020 - 00:00,16.22,32.73,67.66,2.74,29.14,708.77,166.36,0.0,1.37,0.02,0.21,24.9,21.82,8.11,15.1,8.33,4.88,0.88,2.33,0.13,02-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
02-Jul-2020 - 00:00,10.66,22.1,73.15,41.17,29.18,707.97,190.21,0.0,1.96,0.18,0.17,22.42,19.79,8.02,12.9,8.6,4.77,0.52,1.09,0.14,03-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
03-Jul-2020 - 00:00,9.0,18.75,70.6,32.86,29.2,709.26,174.31,0.0,1.8,0.0,0.18,26.74,15.57,7.32,8.85,8.45,5.24,0.42,0.43,0.02,04-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
04-Jul-2020 - 00:00,12.0,26.97,78.41,16.84,29.21,706.96,167.82,0.0,2.11,0.34,0.14,28.1,18.0,6.49,10.31,9.11,4.53,0.39,0.31,0.0,05-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
05-Jul-2020 - 00:00,18.38,33.8,76.28,19.56,29.59,707.25,174.61,0.0,2.38,0.03,0.17,30.32,16.81,6.91,11.0,9.92,3.86,0.36,0.3,0.0,06-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
06-Jul-2020 - 00:00,22.22,48.32,77.45,69.21,29.59,707.58,154.74,0.0,1.91,0.02,0.2,27.38,18.73,5.54,12.54,9.09,4.28,0.45,0.43,0.0,07-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
07-Jul-2020 - 00:00,18.26,37.08,69.99,3.0,29.59,708.82,135.27,0.0,2.16,0.0,0.16,34.49,17.68,5.64,12.47,8.2,4.91,0.39,0.35,0.0,08-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
08-Jul-2020 - 00:00,10.25,23.57,72.51,2.99,29.7,709.92,156.04,-0.0,1.6,0.0,0.18,30.81,18.36,4.56,12.85,7.95,4.95,0.37,0.36,0.0,09-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
09-Jul-2020 - 00:00,10.88,24.88,73.05,16.58,29.62,709.54,167.53,0.0,1.92,0.03,0.21,30.25,19.82,4.36,13.28,7.72,4.37,0.41,0.4,0.0,10-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
10-Jul-2020 - 00:00,14.3,28.96,74.31,38.84,29.68,709.89,173.07,0.0,1.64,0.02,0.13,35.16,18.13,3.91,12.2,7.79,4.57,0.4,0.59,0.0,11-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
11-Jul-2020 - 00:00,17.28,33.34,74.45,17.6,29.49,709.54,187.53,0.0,1.76,0.02,0.21,26.68,20.0,4.48,11.99,7.46,4.57,0.61,0.74,0.19,12-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
12-Jul-2020 - 00:00,21.81,,70.4,18.02,28.81,709.16,159.77,0.0,1.55,0.0,0.16,34.87,18.92,4.57,12.56,6.99,4.88,0.49,0.72,0.02,13-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
13-Jul-2020 - 00:00,19.12,45.69,72.09,39.39,28.94,708.65,152.78,0.0,1.36,0.0,0.33,30.83,23.74,4.88,15.2,6.97,4.11,0.85,1.34,0.09,14-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
14-Jul-2020 - 00:00,14.37,26.84,73.5,95.91,29.15,708.2,172.0,0.0,1.39,0.41,0.27,24.17,17.22,15.08,12.36,8.57,7.15,0.91,1.23,0.27,15-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
15-Jul-2020 - 00:00,9.38,19.11,84.18,43.51,29.24,707.28,161.83,0.0,1.21,0.21,0.2,22.72,19.03,5.08,12.45,8.48,2.85,0.52,0.85,0.06,16-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
16-Jul-2020 - 00:00,10.57,22.59,77.94,107.25,29.36,706.68,164.14,0.0,2.55,0.0,0.18,30.96,16.35,4.45,12.11,8.06,4.59,0.36,0.35,0.0,17-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
17-Jul-2020 - 00:00,14.76,30.2,73.83,147.02,29.32,707.62,131.64,0.0,1.77,0.0,0.17,34.47,18.37,3.08,11.88,7.82,4.26,0.44,0.31,0.0,18-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
18-Jul-2020 - 00:00,19.23,37.89,71.4,155.86,29.29,708.94,125.45,0.0,1.16,0.0,0.18,34.15,20.64,4.66,14.67,7.47,4.04,0.44,0.51,0.14,19-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
19-Jul-2020 - 00:00,16.43,35.42,75.77,107.09,29.29,709.74,179.88,0.0,1.22,0.02,0.3,30.12,21.69,5.43,15.15,7.58,4.33,0.83,1.84,0.12,20-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
20-Jul-2020 - 00:00,14.61,29.22,75.9,125.83,28.82,709.05,158.79,0.0,0.88,0.0,0.34,31.75,23.56,4.56,15.49,7.85,4.11,1.16,3.54,0.4,21-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
21-Jul-2020 - 00:00,15.48,27.53,68.67,184.88,28.78,709.62,99.24,-0.0,1.21,0.0,0.31,38.08,20.55,5.02,13.31,6.98,4.87,0.61,1.31,0.18,22-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
22-Jul-2020 - 00:00,18.39,32.86,74.84,100.97,28.89,710.04,140.31,-0.0,0.83,0.45,0.3,38.05,25.95,5.11,17.25,7.86,4.13,1.2,3.32,0.38,23-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
23-Jul-2020 - 00:00,20.15,41.3,84.05,25.18,28.6,715.06,92.95,0.0,0.34,0.0,0.28,11.59,22.12,9.12,13.76,8.06,3.66,1.96,6.04,1.03,24-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
24-Jul-2020 - 00:00,15.23,33.92,75.61,129.21,28.61,711.87,86.73,0.0,0.68,0.0,0.22,24.82,21.01,6.99,12.98,9.0,4.49,1.34,4.46,0.46,25-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
25-Jul-2020 - 00:00,18.68,47.87,77.08,96.02,28.75,711.36,75.82,0.0,0.39,0.02,0.36,22.52,23.11,8.18,16.91,8.3,3.93,1.93,5.77,1.02,26-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
26-Jul-2020 - 00:00,14.5,,70.51,140.84,28.7,711.66,89.14,0.0,0.81,0.0,0.15,30.02,21.22,3.92,13.64,6.92,4.26,0.71,1.26,0.17,27-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
27-Jul-2020 - 00:00,13.16,26.77,70.15,180.33,28.88,711.02,197.42,0.0,1.28,0.0,0.26,32.02,19.51,5.82,13.15,7.93,4.41,0.63,1.38,0.12,28-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
28-Jul-2020 - 00:00,13.44,29.34,74.3,141.77,29.28,709.81,216.64,-0.0,1.28,0.04,0.25,31.91,22.49,4.71,15.8,9.07,4.39,1.11,2.41,0.29,29-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
29-Jul-2020 - 00:00,15.59,31.2,82.76,75.22,29.19,709.95,182.53,0.0,0.88,1.24,0.29,21.64,25.88,5.76,15.53,9.19,3.77,2.0,3.87,0.66,30-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
30-Jul-2020 - 00:00,17.34,38.71,79.36,72.89,29.06,710.61,78.9,0.0,0.63,1.14,0.38,23.78,24.6,6.87,14.43,10.27,3.02,2.35,4.75,1.06,31-Jul-2020 - 00:00,"Central University, Hyderabad - TSPCB"
