from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,MP-Xylene,Eth-Benzene,AT,RH,BP,SR,WS,WD,to date,station
20-Jan-2020 - 00:00,98.31,194.63,76.83,92.45,169.27,11.93,14.33,1.73,44.93,21.71,74.31,43.82,29.63,94.11,,286.49,,122.0,21-Jan-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
21-Jan-2020 - 00:00,125.77,235.69,73.33,93.36,166.66,14.37,11.48,1.81,51.67,26.49,72.97,53.03,28.98,97.59,,282.14,,150.46,22-Jan-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
22-Jan-2020 - 00:00,86.67,179.71,56.77,92.08,148.88,12.89,13.46,1.46,48.45,20.33,69.71,40.14,30.03,94.57,,288.17,,104.08,23-Jan-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
23-Jan-2020 - 00:00,74.98,137.36,49.99,15.78,65.78,13.56,14.35,1.01,65.53,20.34,64.91,30.8,31.83,90.5,,304.6,,117.85,24-Jan-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
24-Jan-2020 - 00:00,75.58,151.43,46.5,34.66,81.17,12.64,11.61,1.15,59.49,19.59,54.58,24.92,31.53,91.83,,301.52,,125.21,25-Jan-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
25-Jan-2020 - 00:00,94.13,180.0,61.01,36.8,97.79,13.13,12.24,1.36,63.49,22.22,64.17,30.0,31.24,92.84,,286.4,,121.76,26-Jan-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
26-Jan-2020 - 00:00,102.9,193.6,68.99,53.92,122.92,13.14,14.28,1.62,60.35,24.23,75.12,43.86,30.62,92.68,,291.3,,101.63,27-Jan-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
27-Jan-2020 - 00:00,85.27,168.48,45.99,67.61,113.6,14.53,7.35,1.36,46.03,24.32,69.6,37.72,28.7,95.7,,306.33,,164.87,28-Jan-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
28-Jan-2020 - 00:00,52.93,115.72,39.38,46.67,86.04,14.8,6.72,0.89,25.43,18.98,68.0,43.29,27.84,98.76,,280.31,,118.3,29-Jan-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
29-Jan-2020 - 00:00,32.81,105.54,34.4,19.58,53.97,12.12,3.38,0.7,47.26,14.78,57.13,27.63,26.49,96.48,,336.52,,115.04,30-Jan-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
30-Jan-2020 - 00:00,67.8,147.83,52.64,21.24,73.89,10.69,10.69,0.95,66.91,19.86,54.87,27.59,25.7,92.43,,333.99,49.44,169.29,31-Jan-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
31-Jan-2020 - 00:00,85.65,184.25,67.24,51.53,118.78,10.22,10.52,1.33,61.08,22.4,63.16,45.18,26.04,92.15,,312.56,,153.54,01-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
01-Feb-2020 - 00:00,104.54,218.41,59.31,60.62,119.96,12.06,15.1,1.58,67.6,23.45,59.07,32.52,27.49,94.49,,303.65,,120.15,02-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
02-Feb-2020 - 00:00,113.94,238.2,69.06,85.94,155.0,13.25,15.07,1.83,58.44,28.07,73.09,51.59,28.52,94.25,,310.68,,102.35,03-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
03-Feb-2020 - 00:00,110.69,194.5,55.62,37.12,92.73,16.22,8.98,1.32,51.75,25.13,73.32,40.79,27.64,99.81,,279.86,,105.55,04-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
04-Feb-2020 - 00:00,98.31,185.37,56.29,37.76,94.05,13.74,10.39,1.33,58.22,22.07,72.08,39.95,27.94,93.31,,287.3,,152.38,05-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
05-Feb-2020 - 00:00,75.13,165.49,57.24,31.38,88.64,10.26,17.75,1.23,81.62,20.8,55.1,28.05,28.45,85.92,,305.22,,110.01,06-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
06-Feb-2020 - 00:00,91.91,192.4,62.63,76.3,138.95,9.48,18.94,1.49,59.83,23.21,64.89,43.35,27.23,83.48,,318.48,,133.86,07-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
07-Feb-2020 - 00:00,90.84,188.77,55.29,87.45,142.75,8.77,15.26,1.57,53.37,26.2,61.57,40.63,25.57,87.51,,322.43,32.42,143.35,08-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
08-Feb-2020 - 00:00,85.92,166.52,49.43,32.4,81.81,12.48,14.26,1.17,49.64,21.35,57.7,42.38,27.58,91.75,,301.77,42.71,126.2,09-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
09-Feb-2020 - 00:00,83.57,150.61,44.51,13.01,57.53,11.44,15.87,1.06,80.1,19.65,58.99,25.94,29.68,90.66,,281.18,,141.01,10-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
10-Feb-2020 - 00:00,66.2,123.13,37.93,13.05,50.97,11.9,16.15,1.03,110.82,18.98,58.95,25.7,31.38,92.25,,297.8,,140.3,11-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
11-Feb-2020 - 00:00,73.41,146.02,56.37,31.28,87.67,13.17,17.78,1.07,88.97,17.96,75.5,31.16,31.12,97.22,,201.0,,130.04,12-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
12-Feb-2020 - 00:00,83.52,171.66,64.0,60.65,124.64,15.01,26.55,0.99,28.08,18.51,78.97,30.32,31.53,96.2,,157.74,,90.01,13-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
13-Feb-2020 - 00:00,83.09,176.59,61.51,77.53,139.03,14.82,28.37,1.27,22.65,20.75,76.49,40.18,32.06,89.91,,201.23,,94.12,14-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
14-Feb-2020 - 00:00,65.64,136.97,52.04,12.81,64.85,12.29,24.85,0.66,57.53,13.73,47.95,21.94,32.84,80.66,,290.26,,146.62,15-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
15-Feb-2020 - 00:00,72.36,157.11,56.01,23.61,79.62,11.35,26.58,0.8,68.32,13.76,45.07,20.19,31.1,80.34,,295.7,,102.26,16-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
16-Feb-2020 - 00:00,101.19,218.89,78.22,66.94,145.17,12.28,31.38,1.5,66.5,15.9,47.82,26.14,30.94,86.96,,280.69,,104.92,17-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
17-Feb-2020 - 00:00,137.17,289.0,91.75,96.14,187.9,17.86,32.34,2.08,47.45,16.4,49.66,30.93,32.77,88.66,,271.72,42.75,108.61,18-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
18-Feb-2020 - 00:00,120.89,260.19,85.19,91.69,176.83,16.38,35.82,1.8,46.91,15.06,44.03,29.3,32.98,85.23,,279.04,,88.58,19-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
19-Feb-2020 - 00:00,127.74,267.78,85.11,82.34,167.48,17.27,35.44,1.66,49.12,15.02,44.48,33.52,31.95,87.32,,286.54,,91.62,20-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
20-Feb-2020 - 00:00,114.52,255.59,64.82,101.67,166.63,15.7,26.55,1.7,41.44,15.89,42.38,35.79,31.4,85.64,,281.99,,119.69,21-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
21-Feb-2020 - 00:00,68.81,160.5,48.9,86.07,134.98,12.85,21.35,1.12,37.64,12.39,37.41,26.47,30.85,84.01,,296.27,,108.74,22-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
22-Feb-2020 - 00:00,84.46,191.04,63.16,68.28,131.42,12.36,28.34,1.16,57.3,14.06,31.41,22.87,30.85,84.32,,283.56,,131.79,23-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
23-Feb-2020 - 00:00,96.05,209.66,70.99,71.39,142.36,13.16,34.19,1.34,57.41,12.85,29.32,18.68,31.98,79.76,,290.85,,97.54,24-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
24-Feb-2020 - 00:00,116.45,228.16,76.56,34.71,111.25,15.94,29.29,1.31,65.37,13.95,28.83,23.57,31.09,88.7,,300.03,,93.98,25-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
25-Feb-2020 - 00:00,54.83,152.74,45.15,27.01,72.15,11.98,25.93,0.82,50.3,11.08,20.17,12.69,32.96,59.47,,310.92,,133.76,26-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
26-Feb-2020 - 00:00,58.99,170.44,66.38,77.9,145.73,10.52,40.91,1.24,33.05,9.32,26.72,14.13,32.48,62.33,,320.98,,125.21,27-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
27-Feb-2020 - 00:00,72.93,187.09,87.83,64.32,152.15,11.2,41.35,1.28,45.33,10.62,38.92,24.5,32.42,66.57,,316.55,,101.86,28-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
28-Feb-2020 - 00:00,99.11,233.4,99.37,82.03,181.61,13.01,44.93,1.55,50.13,12.85,36.08,27.2,31.07,78.11,,309.29,,108.33,29-Feb-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
29-Feb-2020 - 00:00,98.46,244.67,85.53,107.04,192.88,14.12,30.55,1.61,42.65,12.35,35.82,31.4,30.94,82.23,,297.53,,94.49,01-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
01-Mar-2020 - 00:00,80.46,194.01,50.03,73.78,123.77,18.13,25.14,1.18,47.29,13.46,35.88,33.42,31.0,88.83,,300.47,,122.08,02-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
02-Mar-2020 - 00:00,39.85,148.54,47.32,26.54,73.84,25.59,7.68,1.11,18.15,12.07,58.84,26.69,28.36,99.07,,16.64,,149.52,03-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
03-Mar-2020 - 00:00,59.25,168.5,41.91,46.1,87.97,28.73,9.44,1.02,30.25,12.0,50.44,32.09,29.86,96.32,,328.57,,132.97,04-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
04-Mar-2020 - 00:00,63.22,164.47,43.95,44.79,88.73,22.45,13.2,0.94,32.52,10.88,41.12,29.13,28.89,99.83,,278.88,,119.86,05-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
05-Mar-2020 - 00:00,45.91,132.13,38.4,22.86,61.24,18.73,11.81,0.75,28.73,10.22,33.32,19.72,29.05,99.59,,298.65,,90.23,06-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
06-Mar-2020 - 00:00,40.85,151.33,35.7,70.46,106.17,16.28,13.35,0.96,11.62,11.08,29.49,23.13,29.33,99.45,,276.23,,124.15,07-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
07-Mar-2020 - 00:00,42.16,155.25,36.54,33.88,70.42,13.96,10.97,0.75,34.85,9.73,27.04,17.42,29.03,97.16,,305.15,,142.23,08-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
08-Mar-2020 - 00:00,46.1,157.21,45.43,32.57,77.99,11.99,16.84,0.88,45.25,3.75,2.04,1.15,28.7,94.58,,319.89,,108.83,09-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
09-Mar-2020 - 00:00,59.6,171.77,44.9,39.29,84.18,13.17,12.77,1.02,42.32,3.68,4.9,4.05,29.12,96.48,,317.1,,124.29,10-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
10-Mar-2020 - 00:00,66.39,147.2,29.54,29.03,58.57,14.95,11.7,1.0,25.0,1.67,2.82,2.55,29.41,99.59,,259.31,,128.0,11-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
11-Mar-2020 - 00:00,23.08,84.37,32.41,40.06,72.46,11.76,9.64,0.74,29.14,1.72,2.75,1.66,29.25,95.04,,327.31,,116.62,12-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
12-Mar-2020 - 00:00,30.95,103.34,41.74,36.4,78.14,11.6,11.94,0.75,31.86,3.0,10.89,5.14,28.62,98.26,,309.5,,142.45,13-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
13-Mar-2020 - 00:00,35.69,118.25,46.33,31.51,77.86,9.32,14.09,0.83,48.43,7.49,18.11,9.29,28.12,89.74,,318.47,,112.12,14-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
14-Mar-2020 - 00:00,58.96,174.93,53.79,65.36,119.17,8.91,19.82,1.24,51.46,9.18,19.12,13.66,29.8,79.28,,356.5,,120.16,15-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
15-Mar-2020 - 00:00,69.28,199.6,63.26,84.39,147.62,9.58,28.49,1.72,61.3,9.27,23.54,15.78,33.27,68.03,,314.59,,120.36,16-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
16-Mar-2020 - 00:00,77.95,211.74,76.39,100.86,170.12,10.44,34.03,1.95,45.33,9.25,24.22,16.21,32.98,73.34,,302.41,,176.73,17-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
17-Mar-2020 - 00:00,94.04,226.35,61.59,120.94,178.03,11.41,40.47,1.92,50.5,10.7,24.77,21.78,33.44,72.28,,295.78,,134.99,18-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
18-Mar-2020 - 00:00,80.01,194.64,61.55,118.51,179.77,11.92,29.74,1.8,48.4,8.56,22.88,16.86,33.41,78.75,,296.27,,93.9,19-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
19-Mar-2020 - 00:00,57.14,161.73,55.08,85.58,140.7,15.57,18.86,1.56,38.1,8.49,22.77,18.03,31.92,81.9,,349.04,,132.79,20-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
20-Mar-2020 - 00:00,43.75,142.33,32.44,64.84,97.29,17.61,14.85,1.25,22.34,8.49,20.66,16.56,30.79,94.62,,312.23,,110.11,21-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
21-Mar-2020 - 00:00,34.17,96.48,26.17,31.55,57.72,17.13,14.13,1.05,31.38,6.5,18.29,15.09,30.23,99.0,,309.96,,126.25,22-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
22-Mar-2020 - 00:00,25.36,60.78,10.81,7.36,18.17,18.28,10.09,0.79,22.99,6.56,15.87,8.01,29.92,95.93,,337.94,,100.9,23-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
23-Mar-2020 - 00:00,46.16,99.09,23.71,11.4,34.69,12.58,78.63,1.06,60.72,7.33,17.32,8.89,35.85,88.1,,314.69,,120.64,24-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
24-Mar-2020 - 00:00,63.45,129.81,36.97,19.65,56.62,16.25,11.72,1.31,42.96,8.11,18.11,11.34,33.96,95.91,,297.17,,137.86,25-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
25-Mar-2020 - 00:00,42.73,92.33,23.4,9.41,32.8,16.68,9.52,0.98,33.58,9.79,16.23,8.43,33.45,99.9,,291.13,,133.7,26-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
26-Mar-2020 - 00:00,42.83,77.97,19.8,9.44,29.23,18.59,10.31,1.04,40.26,8.37,15.61,8.07,33.03,98.26,,247.84,,105.23,27-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
27-Mar-2020 - 00:00,40.8,81.74,16.91,8.01,24.93,14.15,9.32,0.98,46.18,6.64,14.01,6.43,33.56,96.13,,301.34,,106.99,28-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
28-Mar-2020 - 00:00,38.03,71.06,16.37,7.01,23.38,13.63,10.47,0.96,67.16,7.47,12.27,6.56,33.99,88.56,,318.43,,113.48,29-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
29-Mar-2020 - 00:00,38.28,78.96,23.58,7.65,31.23,10.94,10.83,1.1,65.48,7.5,13.25,6.61,33.99,83.49,,335.55,,132.5,30-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
30-Mar-2020 - 00:00,38.88,82.96,31.79,11.95,43.74,11.92,11.52,1.14,57.92,7.53,15.43,8.11,33.24,88.47,,321.2,,123.97,31-Mar-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
31-Mar-2020 - 00:00,37.65,78.22,24.03,12.86,36.9,12.44,11.18,1.05,45.72,6.13,15.37,8.31,32.72,88.42,,362.41,,116.13,01-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
01-Apr-2020 - 00:00,35.29,76.74,22.16,16.57,38.71,14.57,11.26,1.1,43.65,6.52,13.71,6.62,33.14,87.54,,387.16,,127.56,02-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
02-Apr-2020 - 00:00,51.48,106.87,26.19,18.61,44.81,15.44,11.64,1.23,49.28,8.64,15.04,8.98,33.58,90.28,,396.7,,130.7,03-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
03-Apr-2020 - 00:00,42.16,112.38,26.97,12.31,39.28,16.13,11.76,1.13,41.33,6.8,14.44,7.71,34.17,90.73,,385.88,,124.12,04-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
04-Apr-2020 - 00:00,44.22,104.68,24.95,13.98,38.93,16.12,11.34,1.19,43.14,7.38,15.31,9.11,34.11,91.23,,400.35,,115.41,05-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
05-Apr-2020 - 00:00,44.57,94.08,15.94,12.8,28.73,15.19,11.78,1.12,47.43,7.12,15.49,8.16,33.3,95.49,,386.67,,96.64,06-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
06-Apr-2020 - 00:00,25.89,68.01,5.31,4.68,9.99,5.69,9.66,0.86,32.5,6.71,13.72,5.5,33.0,98.79,,395.42,,91.58,07-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
07-Apr-2020 - 00:00,32.06,91.08,4.47,6.34,10.81,4.48,10.27,0.94,31.54,6.56,14.25,5.74,32.26,99.83,,399.65,,137.06,08-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
08-Apr-2020 - 00:00,35.07,111.83,4.21,8.67,12.89,5.77,10.16,0.93,24.19,7.71,14.47,6.58,31.94,98.73,,403.66,,154.0,09-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
09-Apr-2020 - 00:00,35.2,105.76,3.78,6.27,10.05,6.6,10.54,0.97,27.02,5.47,13.88,6.68,32.19,97.53,,393.29,,114.27,10-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
10-Apr-2020 - 00:00,35.27,100.95,4.15,5.72,9.87,5.83,10.52,1.03,35.72,5.42,13.76,6.23,33.53,96.75,,380.27,,145.94,11-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
11-Apr-2020 - 00:00,35.82,90.46,2.22,3.1,5.31,4.24,8.18,0.91,32.19,4.34,17.07,6.85,30.37,99.91,,,,68.24,12-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
12-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,13-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
13-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,14-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
14-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,15-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
15-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,16-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
16-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,17-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
17-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,18-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
18-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,19-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
19-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,20-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
20-Apr-2020 - 00:00,20.62,81.59,24.57,56.73,81.31,17.25,12.52,1.47,35.69,4.33,12.61,5.45,37.41,61.36,,230.85,,172.14,21-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
21-Apr-2020 - 00:00,22.12,79.04,19.23,39.92,59.15,11.27,13.2,1.2,28.74,5.89,13.95,7.29,34.48,96.2,,392.02,,173.37,22-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
22-Apr-2020 - 00:00,18.18,69.05,15.92,12.77,28.67,12.52,9.74,1.1,28.44,5.42,13.47,6.04,34.11,99.66,,370.91,,133.7,23-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
23-Apr-2020 - 00:00,17.57,67.01,15.44,12.97,28.38,10.89,9.43,1.1,22.6,6.42,12.91,6.66,34.58,99.92,,378.38,,130.73,24-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
24-Apr-2020 - 00:00,16.48,57.57,11.76,15.0,26.65,12.13,9.01,1.1,21.61,4.78,12.51,6.13,34.67,97.71,,380.15,,104.74,25-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
25-Apr-2020 - 00:00,10.62,57.89,12.52,8.11,20.63,10.91,8.97,1.04,24.52,5.07,12.18,5.29,34.37,98.49,,390.53,,119.51,26-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
26-Apr-2020 - 00:00,12.58,59.54,12.68,10.55,23.23,12.17,9.6,1.03,31.42,4.84,11.09,5.8,33.49,99.06,,389.27,,121.09,27-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
27-Apr-2020 - 00:00,13.87,50.77,10.38,12.24,22.61,10.41,9.55,1.09,21.07,4.03,12.94,5.84,33.62,99.92,,370.59,,131.68,28-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
28-Apr-2020 - 00:00,15.59,60.71,10.06,6.56,16.62,9.25,9.78,1.05,33.81,3.6,19.89,9.4,34.95,97.62,,369.05,,146.1,29-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
29-Apr-2020 - 00:00,19.65,74.46,15.66,13.75,29.42,8.77,9.52,1.1,26.24,4.71,20.95,10.48,35.01,99.92,,368.97,,105.21,30-Apr-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
30-Apr-2020 - 00:00,18.69,65.18,13.21,9.42,22.64,7.17,8.17,1.08,22.57,5.62,20.56,9.34,34.89,99.92,,339.5,,126.95,01-May-2020 - 00:00,"Mahape, Navi Mumbai - MPCB"
