from date,NO2,SO2,CO,PM10,PM2.5,to date,station
06-Jul-2020 - 00:00,2.23,7.68,0.37,76.02,34.02,07-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Jul-2020 - 00:00,1.9,6.33,0.38,54.49,23.05,08-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Jul-2020 - 00:00,7.17,8.59,0.33,31.79,12.09,09-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Jul-2020 - 00:00,19.11,11.24,0.35,55.35,24.47,10-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Jul-2020 - 00:00,15.24,7.98,0.42,65.29,30.03,11-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Jul-2020 - 00:00,14.79,8.04,0.32,39.9,18.72,12-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Jul-2020 - 00:00,9.2,7.56,0.43,36.02,14.93,13-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Jul-2020 - 00:00,14.47,10.51,0.36,39.26,16.8,14-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Jul-2020 - 00:00,12.84,11.5,0.38,64.83,28.14,15-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Jul-2020 - 00:00,11.82,6.44,0.39,44.17,21.52,16-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Jul-2020 - 00:00,32.72,10.15,0.39,59.07,25.03,17-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Jul-2020 - 00:00,30.14,8.11,0.36,88.65,30.8,18-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Jul-2020 - 00:00,33.58,8.45,0.45,48.83,23.45,19-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Jul-2020 - 00:00,26.94,8.56,0.37,37.79,22.25,20-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Jul-2020 - 00:00,25.71,6.86,0.39,34.91,17.07,21-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Jul-2020 - 00:00,24.24,7.42,0.41,27.09,13.67,22-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Jul-2020 - 00:00,33.85,9.66,0.32,51.22,22.12,23-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Jul-2020 - 00:00,29.94,10.8,0.4,60.98,29.23,24-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Jul-2020 - 00:00,19.72,11.23,0.34,68.64,29.19,25-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Jul-2020 - 00:00,14.07,5.64,0.37,57.17,24.77,26-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Jul-2020 - 00:00,18.03,7.89,0.32,,,27-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Jul-2020 - 00:00,21.96,8.0,0.33,58.99,7.01,28-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Jul-2020 - 00:00,17.3,8.88,0.45,59.12,25.08,29-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Jul-2020 - 00:00,18.98,14.14,0.52,54.24,52.02,30-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Jul-2020 - 00:00,17.85,11.03,0.48,36.36,16.45,31-Jul-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-Jul-2020 - 00:00,16.43,12.24,0.49,53.89,29.51,01-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Aug-2020 - 00:00,15.88,8.33,0.47,52.17,27.14,02-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Aug-2020 - 00:00,17.67,7.12,0.45,50.49,28.48,03-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Aug-2020 - 00:00,17.79,11.21,0.47,63.29,32.33,04-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Aug-2020 - 00:00,16.2,7.17,0.44,59.65,29.21,05-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Aug-2020 - 00:00,16.49,8.75,0.48,65.97,32.46,06-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Aug-2020 - 00:00,17.28,12.97,0.46,67.36,30.33,07-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Aug-2020 - 00:00,15.81,9.49,0.49,54.65,22.81,08-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Aug-2020 - 00:00,15.24,12.43,0.45,59.57,27.89,09-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Aug-2020 - 00:00,16.87,8.37,0.5,64.32,30.75,10-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Aug-2020 - 00:00,17.54,6.17,0.45,48.26,25.31,11-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Aug-2020 - 00:00,20.88,10.07,0.47,45.8,25.37,12-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Aug-2020 - 00:00,17.56,9.9,0.47,45.72,20.27,13-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Aug-2020 - 00:00,18.87,8.56,0.48,39.41,17.62,14-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Aug-2020 - 00:00,18.76,11.94,0.47,61.32,24.32,15-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Aug-2020 - 00:00,18.37,7.99,0.43,60.36,22.22,16-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Aug-2020 - 00:00,17.28,8.89,0.4,67.74,29.17,17-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Aug-2020 - 00:00,17.24,7.8,0.44,78.71,33.98,18-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Aug-2020 - 00:00,17.97,13.26,0.47,70.51,30.4,19-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Aug-2020 - 00:00,16.45,6.64,0.5,174.36,24.26,20-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Aug-2020 - 00:00,17.09,7.42,0.46,799.8,17.33,21-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Aug-2020 - 00:00,20.1,5.37,0.46,19.97,14.53,22-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Aug-2020 - 00:00,28.73,8.63,0.38,26.48,8.18,23-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Aug-2020 - 00:00,25.09,14.62,0.61,35.48,,24-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Aug-2020 - 00:00,20.38,10.72,0.44,49.74,,25-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Aug-2020 - 00:00,20.49,9.62,0.43,89.05,51.07,26-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Aug-2020 - 00:00,21.62,9.67,0.48,40.23,13.26,27-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Aug-2020 - 00:00,25.11,5.76,0.49,34.95,12.0,28-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Aug-2020 - 00:00,29.95,10.99,0.55,43.87,5.95,29-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Aug-2020 - 00:00,25.81,9.77,0.62,32.77,7.02,30-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Aug-2020 - 00:00,19.46,6.11,0.42,45.78,3.15,31-Aug-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-Aug-2020 - 00:00,18.51,7.1,0.45,45.57,,01-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Sep-2020 - 00:00,16.77,10.2,0.44,29.58,,02-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Sep-2020 - 00:00,,7.65,0.45,48.83,,03-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Sep-2020 - 00:00,,8.3,0.44,44.55,,04-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Sep-2020 - 00:00,,9.99,0.45,61.67,,05-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Sep-2020 - 00:00,,8.44,0.47,57.75,,06-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Sep-2020 - 00:00,,8.23,0.47,34.59,,07-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Sep-2020 - 00:00,,8.14,0.42,57.91,,08-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Sep-2020 - 00:00,,,,,,09-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Sep-2020 - 00:00,,,,,,10-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Sep-2020 - 00:00,,,,,,11-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Sep-2020 - 00:00,,,,,,12-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Sep-2020 - 00:00,,,,,,13-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Sep-2020 - 00:00,,,,,,14-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Sep-2020 - 00:00,,,,,,15-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Sep-2020 - 00:00,,,,,,16-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Sep-2020 - 00:00,,,,,,17-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Sep-2020 - 00:00,,,,,,18-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Sep-2020 - 00:00,,,,,,19-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Sep-2020 - 00:00,,,,,,20-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Sep-2020 - 00:00,,,,,,21-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Sep-2020 - 00:00,20.11,6.85,0.43,38.37,10.72,22-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Sep-2020 - 00:00,,,,,,23-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Sep-2020 - 00:00,20.32,4.05,0.49,87.21,22.55,24-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Sep-2020 - 00:00,,,,,,25-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Sep-2020 - 00:00,19.97,7.25,0.44,59.49,23.7,26-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Sep-2020 - 00:00,19.94,5.05,0.45,90.32,39.34,27-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Sep-2020 - 00:00,20.04,4.27,0.45,104.88,38.69,28-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Sep-2020 - 00:00,20.05,4.23,0.45,112.32,47.67,29-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Sep-2020 - 00:00,19.93,5.33,0.46,122.61,55.02,30-Sep-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Sep-2020 - 00:00,19.92,4.48,0.48,120.17,54.23,01-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Oct-2020 - 00:00,20.07,3.73,0.46,110.74,42.05,02-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Oct-2020 - 00:00,20.03,4.69,0.46,112.95,55.91,03-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Oct-2020 - 00:00,19.95,4.33,0.46,100.85,34.32,04-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Oct-2020 - 00:00,19.9,4.29,0.43,90.27,39.63,05-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Oct-2020 - 00:00,19.93,4.43,0.45,112.3,45.91,06-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Oct-2020 - 00:00,19.95,5.19,0.46,160.28,63.09,07-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Oct-2020 - 00:00,20.0,4.15,0.44,147.41,61.78,08-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Oct-2020 - 00:00,19.94,4.63,0.48,124.46,58.39,09-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Oct-2020 - 00:00,19.93,4.4,0.5,122.61,49.73,10-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Oct-2020 - 00:00,20.08,4.66,0.44,119.1,47.19,11-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Oct-2020 - 00:00,19.93,4.92,0.46,129.18,47.76,12-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Oct-2020 - 00:00,20.0,4.33,0.45,132.04,52.76,13-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Oct-2020 - 00:00,20.14,4.45,0.45,136.57,57.73,14-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Oct-2020 - 00:00,20.18,4.41,0.45,119.15,51.76,15-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Oct-2020 - 00:00,19.99,3.82,0.46,217.69,71.59,16-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Oct-2020 - 00:00,19.95,4.62,0.46,210.18,69.38,17-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Oct-2020 - 00:00,20.04,5.02,0.45,175.58,63.9,18-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Oct-2020 - 00:00,20.0,3.43,0.43,160.37,58.0,19-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Oct-2020 - 00:00,20.16,5.56,0.42,161.39,53.36,20-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Oct-2020 - 00:00,20.01,4.65,0.47,187.25,63.73,21-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Oct-2020 - 00:00,20.0,5.7,0.42,191.88,74.06,22-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Oct-2020 - 00:00,19.98,5.4,0.47,191.47,77.01,23-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Oct-2020 - 00:00,19.99,4.85,0.47,242.53,73.53,24-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Oct-2020 - 00:00,20.0,4.35,0.4,193.67,73.32,25-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Oct-2020 - 00:00,20.0,4.88,0.48,214.15,65.51,26-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Oct-2020 - 00:00,20.01,4.67,0.49,153.43,60.54,27-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Oct-2020 - 00:00,19.94,5.13,0.45,148.81,54.83,28-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Oct-2020 - 00:00,19.85,4.21,0.44,265.58,79.95,29-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Oct-2020 - 00:00,19.61,7.55,0.49,205.91,89.89,30-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Oct-2020 - 00:00,19.27,13.17,0.52,337.63,154.98,31-Oct-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-Oct-2020 - 00:00,19.21,12.45,0.62,230.56,127.31,01-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Nov-2020 - 00:00,19.27,11.19,0.5,297.16,136.16,02-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Nov-2020 - 00:00,19.2,13.37,0.52,258.62,144.31,03-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Nov-2020 - 00:00,19.15,13.56,0.51,267.89,152.65,04-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Nov-2020 - 00:00,19.16,12.37,0.53,329.12,129.38,05-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Nov-2020 - 00:00,19.09,12.88,0.52,194.45,120.6,06-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Nov-2020 - 00:00,19.12,12.3,0.52,212.14,103.65,07-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Nov-2020 - 00:00,19.13,12.32,0.54,270.9,125.85,08-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Nov-2020 - 00:00,19.1,11.72,0.57,245.72,148.16,09-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Nov-2020 - 00:00,19.21,12.7,0.54,218.88,127.67,10-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Nov-2020 - 00:00,19.17,12.94,0.51,320.0,158.91,11-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Nov-2020 - 00:00,19.17,12.72,0.5,273.59,153.01,12-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Nov-2020 - 00:00,19.25,11.97,0.54,,134.17,13-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Nov-2020 - 00:00,19.17,12.21,0.56,286.54,143.69,14-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Nov-2020 - 00:00,19.07,12.46,0.56,203.22,100.08,15-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Nov-2020 - 00:00,19.08,12.16,0.53,120.44,96.05,16-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Nov-2020 - 00:00,19.36,12.01,0.55,68.76,38.69,17-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Nov-2020 - 00:00,19.08,12.58,0.6,134.7,51.61,18-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Nov-2020 - 00:00,19.15,13.17,0.52,123.85,50.09,19-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Nov-2020 - 00:00,19.1,11.72,0.54,167.11,66.87,20-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Nov-2020 - 00:00,19.15,12.71,0.56,101.87,53.52,21-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Nov-2020 - 00:00,19.16,15.51,0.57,130.82,57.18,22-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Nov-2020 - 00:00,19.12,11.8,0.54,108.33,56.72,23-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Nov-2020 - 00:00,19.09,11.99,0.54,138.94,72.99,24-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Nov-2020 - 00:00,19.68,12.38,0.57,146.01,80.66,25-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Nov-2020 - 00:00,19.21,13.28,0.49,193.23,78.01,26-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Nov-2020 - 00:00,18.97,12.62,0.54,102.85,31.21,27-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Nov-2020 - 00:00,19.07,13.0,0.62,126.79,44.41,28-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Nov-2020 - 00:00,19.6,11.24,0.76,143.04,56.28,29-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Nov-2020 - 00:00,19.32,11.99,0.53,201.27,77.73,30-Nov-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Nov-2020 - 00:00,18.49,12.09,0.56,171.01,67.27,01-Dec-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Dec-2020 - 00:00,19.04,15.81,0.65,221.03,66.5,02-Dec-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
