from date,NO2,NH3,CO,Ozone,SO2,Benzene,PM2.5,PM10,to date,station
10-Jun-2020 - 00:00,49.35,15.34,0.36,53.98,50.61,0.0,87.42,212.36,11-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Jun-2020 - 00:00,30.9,19.01,0.85,41.18,47.96,0.0,62.25,145.09,12-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Jun-2020 - 00:00,25.05,13.54,0.76,14.03,44.67,0.0,32.69,78.61,13-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Jun-2020 - 00:00,30.31,11.88,0.92,23.05,52.89,0.0,35.3,87.39,14-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Jun-2020 - 00:00,22.61,10.52,1.15,27.78,47.21,0.0,22.39,55.27,15-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Jun-2020 - 00:00,24.61,9.92,0.93,27.17,47.29,0.0,27.43,49.6,16-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Jun-2020 - 00:00,19.68,9.84,0.88,24.81,31.02,0.0,21.89,54.74,17-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Jun-2020 - 00:00,18.14,8.9,0.77,23.32,23.19,0.0,17.51,47.47,18-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Jun-2020 - 00:00,11.61,8.85,0.4,31.66,19.09,0.0,24.67,60.39,19-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Jun-2020 - 00:00,13.24,8.61,0.96,47.8,28.49,0.0,21.76,62.78,20-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Jun-2020 - 00:00,13.03,9.05,1.18,27.42,29.53,0.0,25.47,57.95,21-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Jun-2020 - 00:00,16.85,8.78,0.81,34.21,33.36,0.0,29.51,64.65,22-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Jun-2020 - 00:00,15.47,18.84,0.66,36.94,46.43,0.0,19.62,51.61,23-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Jun-2020 - 00:00,13.78,13.11,1.13,38.71,48.08,0.0,15.75,49.76,24-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Jun-2020 - 00:00,10.87,10.57,1.01,36.11,38.22,0.0,24.08,52.53,25-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Jun-2020 - 00:00,14.32,9.77,0.62,26.13,41.53,0.0,27.78,76.1,26-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Jun-2020 - 00:00,9.89,7.61,0.5,32.82,49.19,0.0,16.54,55.47,27-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Jun-2020 - 00:00,10.41,7.63,0.78,41.34,46.55,0.0,24.42,55.22,28-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Jun-2020 - 00:00,15.97,9.21,0.36,44.52,44.02,0.0,32.2,90.86,29-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Jun-2020 - 00:00,24.89,7.63,0.54,39.16,33.72,0.0,24.96,67.23,30-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Jun-2020 - 00:00,24.09,8.07,1.0,41.85,40.57,0.0,32.18,87.78,01-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Jul-2020 - 00:00,17.88,7.94,1.27,32.5,31.54,0.0,31.43,75.97,02-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Jul-2020 - 00:00,9.54,8.15,0.36,40.84,28.32,0.0,27.51,64.89,03-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Jul-2020 - 00:00,12.34,8.03,0.91,40.03,30.98,0.0,26.89,54.0,04-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Jul-2020 - 00:00,16.32,7.79,0.7,26.3,36.31,0.0,32.88,61.67,05-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Jul-2020 - 00:00,20.41,8.37,0.63,26.56,46.64,0.0,24.09,48.28,06-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Jul-2020 - 00:00,36.52,10.65,1.18,21.9,61.97,0.0,23.1,50.32,07-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Jul-2020 - 00:00,12.41,13.92,1.04,24.94,40.79,0.0,13.15,40.64,08-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Jul-2020 - 00:00,17.08,10.59,0.41,21.33,55.37,0.0,22.36,59.31,09-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Jul-2020 - 00:00,11.63,8.47,0.43,28.17,33.19,0.0,17.74,44.72,10-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Jul-2020 - 00:00,8.03,7.06,0.77,28.44,29.15,0.0,10.63,31.0,11-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Jul-2020 - 00:00,11.21,6.74,0.43,20.06,22.12,0.0,19.9,54.33,12-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Jul-2020 - 00:00,8.61,6.52,0.42,29.75,25.61,0.0,16.95,63.33,13-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Jul-2020 - 00:00,13.94,6.72,0.65,27.38,31.63,0.0,14.92,59.45,14-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Jul-2020 - 00:00,15.37,6.36,0.57,29.35,38.92,0.0,17.74,41.11,15-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Jul-2020 - 00:00,23.34,7.26,0.47,29.27,45.97,0.0,31.09,85.74,16-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Jul-2020 - 00:00,25.16,7.39,0.59,21.16,47.14,0.0,36.36,94.59,17-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Jul-2020 - 00:00,22.47,7.82,0.68,26.83,56.22,0.0,43.55,117.72,18-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Jul-2020 - 00:00,14.09,7.1,0.92,36.28,35.57,0.0,34.57,93.01,19-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Jul-2020 - 00:00,9.31,6.01,1.01,27.74,22.81,0.0,20.07,40.76,20-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Jul-2020 - 00:00,9.89,5.66,0.82,25.25,23.05,0.0,13.07,32.98,21-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Jul-2020 - 00:00,8.47,5.56,0.59,28.42,22.16,0.0,13.14,31.61,22-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Jul-2020 - 00:00,12.46,6.11,0.6,24.16,25.07,0.0,20.3,53.21,23-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Jul-2020 - 00:00,15.63,6.33,0.59,30.8,25.84,0.0,18.98,50.77,24-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Jul-2020 - 00:00,11.07,6.12,0.57,29.52,28.01,0.0,17.82,42.61,25-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Jul-2020 - 00:00,12.16,6.82,0.67,32.1,29.02,0.0,23.37,52.42,26-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Jul-2020 - 00:00,16.09,7.06,0.51,32.45,30.21,0.0,35.17,86.71,27-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Jul-2020 - 00:00,10.81,6.88,0.47,33.98,24.03,0.0,21.04,66.84,28-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Jul-2020 - 00:00,10.44,6.48,0.68,22.73,22.37,0.0,17.31,41.16,29-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Jul-2020 - 00:00,11.5,6.51,0.62,25.66,29.2,0.0,14.95,35.62,30-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Jul-2020 - 00:00,20.68,7.44,0.6,32.29,38.87,0.0,28.49,67.66,31-Jul-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-Jul-2020 - 00:00,15.67,7.7,0.46,35.03,32.67,0.0,31.57,72.32,01-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Aug-2020 - 00:00,18.12,7.26,0.84,30.03,33.31,0.0,21.26,75.5,02-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Aug-2020 - 00:00,19.34,7.23,0.27,29.4,42.06,0.0,26.03,79.64,03-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Aug-2020 - 00:00,17.1,6.49,0.36,30.66,27.79,0.0,19.23,48.62,04-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Aug-2020 - 00:00,21.84,6.77,0.48,28.61,31.21,0.0,28.02,64.2,05-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Aug-2020 - 00:00,29.87,6.27,0.58,16.41,37.1,0.0,17.48,40.98,06-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Aug-2020 - 00:00,10.71,6.04,0.57,28.18,30.33,0.0,10.74,22.47,07-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Aug-2020 - 00:00,8.81,6.37,0.77,32.87,26.35,0.0,14.37,26.35,08-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Aug-2020 - 00:00,12.94,6.26,0.65,22.84,30.4,0.0,14.95,39.03,09-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Aug-2020 - 00:00,15.59,5.63,0.73,24.87,37.21,0.0,21.83,52.11,10-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Aug-2020 - 00:00,18.73,6.1,0.56,20.12,35.75,0.0,27.31,55.91,11-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Aug-2020 - 00:00,12.21,5.76,0.43,23.08,28.96,0.0,28.71,58.65,12-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Aug-2020 - 00:00,10.84,4.57,0.63,21.26,22.67,0.0,11.69,27.44,13-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Aug-2020 - 00:00,18.26,5.12,0.63,22.01,31.14,0.0,16.01,32.31,14-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Aug-2020 - 00:00,22.94,5.44,0.38,18.1,32.92,0.0,26.53,63.4,15-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Aug-2020 - 00:00,15.71,5.32,0.63,21.63,32.57,0.0,18.67,52.13,16-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Aug-2020 - 00:00,15.67,5.21,0.54,22.14,26.95,0.0,16.04,33.76,17-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Aug-2020 - 00:00,23.3,5.51,0.65,20.93,46.0,0.0,26.54,60.47,18-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Aug-2020 - 00:00,12.78,5.02,0.92,24.17,35.84,0.0,17.18,39.01,19-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Aug-2020 - 00:00,17.41,5.12,0.77,24.96,25.33,0.0,20.47,38.09,20-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Aug-2020 - 00:00,23.75,5.28,0.34,21.76,48.73,0.0,17.38,44.79,21-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Aug-2020 - 00:00,6.98,5.0,0.83,28.77,24.74,0.0,8.8,22.26,22-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Aug-2020 - 00:00,5.96,4.63,0.9,27.07,27.98,0.0,8.07,16.52,23-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Aug-2020 - 00:00,10.27,4.39,0.81,25.3,24.56,0.0,11.45,34.07,24-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Aug-2020 - 00:00,12.72,4.52,0.84,18.7,20.22,0.0,14.39,35.97,25-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Aug-2020 - 00:00,13.79,4.67,0.32,21.01,20.91,0.0,12.51,47.65,26-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Aug-2020 - 00:00,14.78,4.71,0.57,19.96,21.53,0.0,13.32,36.72,27-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Aug-2020 - 00:00,13.64,5.05,0.31,28.88,31.42,0.0,14.38,31.3,28-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Aug-2020 - 00:00,10.55,4.81,0.35,23.12,29.44,0.0,7.56,22.67,29-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Aug-2020 - 00:00,4.89,5.04,0.57,31.21,20.03,0.0,6.07,15.53,30-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Aug-2020 - 00:00,10.91,5.06,0.45,21.94,21.51,0.0,13.78,38.73,31-Aug-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-Aug-2020 - 00:00,15.57,5.24,0.35,21.45,19.54,0.0,19.95,81.66,01-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Sep-2020 - 00:00,14.53,5.18,0.6,28.31,18.47,0.0,13.61,56.1,02-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Sep-2020 - 00:00,26.16,4.78,0.53,19.95,21.56,0.0,19.24,49.2,03-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Sep-2020 - 00:00,21.52,5.22,0.36,22.23,34.79,0.0,22.85,53.76,04-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Sep-2020 - 00:00,18.23,5.39,0.49,27.23,28.93,0.0,28.75,60.58,05-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Sep-2020 - 00:00,13.29,5.06,0.63,25.65,22.13,0.0,22.02,45.76,06-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Sep-2020 - 00:00,16.18,5.74,0.34,24.32,17.19,0.0,24.58,53.38,07-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Sep-2020 - 00:00,20.45,5.52,0.4,22.83,23.08,0.0,31.12,66.26,08-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Sep-2020 - 00:00,15.88,6.3,0.39,22.49,23.45,0.0,29.7,66.82,09-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Sep-2020 - 00:00,14.03,6.42,0.67,26.55,23.59,0.0,30.24,65.85,10-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Sep-2020 - 00:00,18.01,6.34,0.66,24.07,24.27,0.0,22.26,50.68,11-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Sep-2020 - 00:00,22.1,6.69,0.6,22.43,25.88,0.0,25.37,49.19,12-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Sep-2020 - 00:00,28.25,7.45,0.51,29.83,34.86,0.0,48.62,82.03,13-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Sep-2020 - 00:00,34.43,8.02,0.68,24.98,55.71,0.0,60.27,102.36,14-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Sep-2020 - 00:00,20.04,7.56,0.66,25.37,24.14,0.0,43.35,90.46,15-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Sep-2020 - 00:00,20.07,6.94,0.46,27.57,27.96,0.0,39.31,73.23,16-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Sep-2020 - 00:00,30.8,7.38,0.71,25.94,34.54,0.0,56.9,127.0,17-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Sep-2020 - 00:00,14.7,6.4,0.35,32.1,28.19,0.0,40.42,89.57,18-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Sep-2020 - 00:00,25.27,6.12,0.44,30.82,22.87,0.0,52.78,134.25,19-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Sep-2020 - 00:00,34.25,6.68,0.67,25.69,36.53,0.0,55.73,124.9,20-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Sep-2020 - 00:00,24.03,6.11,0.46,31.7,40.18,0.0,47.73,96.38,21-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Sep-2020 - 00:00,26.51,4.59,0.54,22.65,49.35,0.0,23.92,65.39,22-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Sep-2020 - 00:00,20.66,4.18,0.76,15.55,37.04,0.0,13.7,34.33,23-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Sep-2020 - 00:00,5.9,4.84,0.59,35.4,19.21,0.2,14.65,25.98,24-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Sep-2020 - 00:00,5.15,4.02,0.41,23.06,16.79,0.2,8.84,18.06,25-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Sep-2020 - 00:00,16.55,4.3,0.74,26.23,22.81,0.2,14.09,34.45,26-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Sep-2020 - 00:00,28.7,5.57,0.3,29.54,20.01,0.2,54.46,121.86,27-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Sep-2020 - 00:00,31.3,6.36,0.25,31.66,21.73,0.2,49.12,135.07,28-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Sep-2020 - 00:00,40.33,6.66,0.62,32.68,20.27,0.2,63.05,163.3,29-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Sep-2020 - 00:00,47.05,6.67,0.34,33.41,21.88,0.2,69.52,200.78,30-Sep-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Sep-2020 - 00:00,37.32,7.06,0.46,37.72,24.09,0.2,61.01,201.21,01-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Oct-2020 - 00:00,37.27,9.92,0.55,27.71,26.57,0.2,88.84,246.85,02-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Oct-2020 - 00:00,23.38,11.21,0.52,43.06,36.1,0.2,73.05,205.49,03-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Oct-2020 - 00:00,,,0.58,15.13,43.2,0.2,53.61,119.53,04-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Oct-2020 - 00:00,12.5,1.41,0.63,18.16,46.1,0.2,23.62,47.51,05-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Oct-2020 - 00:00,13.15,4.09,0.69,16.91,45.75,0.2,28.26,52.95,06-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Oct-2020 - 00:00,12.94,11.9,0.46,14.6,33.11,0.41,39.54,92.37,07-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Oct-2020 - 00:00,224.68,24.71,1.09,18.44,34.76,0.39,48.97,93.06,08-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Oct-2020 - 00:00,87.32,20.03,1.33,22.68,36.83,0.76,50.82,90.82,09-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Oct-2020 - 00:00,47.99,13.22,1.58,18.33,48.46,1.3,44.36,86.41,10-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Oct-2020 - 00:00,47.59,9.61,1.01,29.53,60.57,1.5,64.33,149.9,11-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Oct-2020 - 00:00,52.38,12.87,1.56,25.32,67.81,1.5,76.96,171.12,12-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Oct-2020 - 00:00,50.42,11.56,1.35,24.85,50.9,1.5,85.86,189.67,13-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Oct-2020 - 00:00,41.89,8.81,1.29,20.28,34.71,0.89,62.53,148.81,14-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Oct-2020 - 00:00,32.36,8.47,0.97,27.2,32.5,0.69,49.37,134.03,15-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Oct-2020 - 00:00,34.52,8.87,1.12,28.82,32.27,1.05,63.96,150.8,16-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Oct-2020 - 00:00,33.05,8.76,0.92,20.14,29.2,1.33,50.74,118.63,17-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Oct-2020 - 00:00,32.18,8.49,0.95,22.29,41.09,0.65,43.87,95.35,18-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Oct-2020 - 00:00,38.64,8.33,1.12,29.92,40.72,1.11,88.41,192.77,19-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Oct-2020 - 00:00,41.65,8.49,1.55,30.72,38.74,0.87,120.95,252.65,20-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Oct-2020 - 00:00,39.55,9.68,1.13,24.78,32.41,0.64,106.57,261.41,21-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Oct-2020 - 00:00,52.42,9.54,1.36,7.9,24.29,0.92,120.24,290.9,22-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Oct-2020 - 00:00,48.46,9.78,1.41,29.93,31.37,1.22,105.15,254.45,23-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Oct-2020 - 00:00,37.52,11.2,0.96,44.91,28.42,0.63,96.26,213.11,24-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Oct-2020 - 00:00,41.53,12.16,1.11,41.14,27.84,0.59,91.9,238.2,25-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Oct-2020 - 00:00,51.21,12.35,1.39,36.09,48.94,0.82,107.96,289.16,26-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Oct-2020 - 00:00,42.65,12.64,1.28,42.16,27.07,0.67,105.52,247.45,27-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Oct-2020 - 00:00,44.74,12.57,1.28,35.04,38.01,0.59,104.71,280.18,28-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Oct-2020 - 00:00,39.17,12.57,1.25,36.74,32.86,0.74,109.59,262.98,29-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Oct-2020 - 00:00,46.29,13.89,0.99,31.55,38.52,0.79,138.53,331.04,30-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Oct-2020 - 00:00,30.08,10.28,0.91,43.21,23.91,0.07,84.26,192.36,31-Oct-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-Oct-2020 - 00:00,26.31,14.75,0.74,52.89,27.02,0.0,78.4,201.4,01-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Nov-2020 - 00:00,40.0,35.61,1.0,42.24,27.33,0.03,115.71,249.71,02-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Nov-2020 - 00:00,43.64,16.58,1.17,41.6,26.61,0.44,140.45,295.77,03-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Nov-2020 - 00:00,30.73,14.78,0.63,40.03,31.63,0.84,98.89,248.99,04-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Nov-2020 - 00:00,37.53,13.66,0.89,33.48,32.31,1.11,92.59,257.07,05-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Nov-2020 - 00:00,39.18,13.56,1.11,32.43,23.59,1.47,91.09,252.1,06-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Nov-2020 - 00:00,43.51,14.24,1.13,28.62,56.86,1.75,130.55,275.27,07-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Nov-2020 - 00:00,42.43,14.43,1.03,37.03,24.56,1.77,148.11,312.94,08-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Nov-2020 - 00:00,40.2,14.85,1.14,44.53,32.44,1.3,157.33,325.72,09-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Nov-2020 - 00:00,38.51,15.04,1.53,34.96,24.32,1.31,182.52,321.21,10-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Nov-2020 - 00:00,30.21,13.01,1.35,26.01,42.87,1.17,137.26,268.29,11-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Nov-2020 - 00:00,36.99,13.06,1.25,27.31,48.63,1.08,97.1,251.73,12-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Nov-2020 - 00:00,48.22,11.81,1.65,22.99,46.75,1.8,84.92,201.7,13-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Nov-2020 - 00:00,47.11,11.41,1.15,19.07,45.99,1.57,93.17,214.92,14-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Nov-2020 - 00:00,42.12,11.87,1.21,16.3,57.59,1.08,116.46,243.65,15-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Nov-2020 - 00:00,33.11,12.55,1.26,19.75,59.78,1.27,115.35,215.72,16-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Nov-2020 - 00:00,40.38,15.2,1.17,25.83,28.44,0.93,109.13,228.6,17-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
