from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
13-Jan-2020 - 00:00,15.91,987.74,388.4,267.4,74.17,51.02,170.96,1.69,0.71,10.33,51.06,33.27,34.27,13.42,2.71,14.91,9.12,14-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
14-Jan-2020 - 00:00,13.65,991.4,183.6,131.12,85.66,67.2,318.28,1.67,0.39,8.68,46.57,8.29,11.62,9.12,1.85,8.94,7.99,15-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
15-Jan-2020 - 00:00,13.77,992.55,195.13,133.62,79.76,93.45,277.18,1.38,0.37,7.5,43.97,11.99,15.92,11.54,1.88,8.16,9.71,16-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
16-Jan-2020 - 00:00,12.55,991.78,220.78,177.34,89.52,33.48,221.64,1.24,0.38,9.16,44.75,15.36,18.51,11.24,2.01,6.11,8.55,17-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
17-Jan-2020 - 00:00,13.36,992.99,195.82,145.5,93.85,54.35,257.07,1.26,0.42,10.49,42.34,20.62,20.91,7.69,2.13,6.3,8.85,18-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
18-Jan-2020 - 00:00,12.76,994.73,217.95,151.33,88.32,78.89,277.1,1.21,0.44,8.69,37.51,19.68,20.59,8.54,2.18,6.26,8.77,19-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
19-Jan-2020 - 00:00,11.26,995.49,217.69,162.1,85.34,103.86,303.09,1.74,0.31,6.71,37.66,9.98,13.49,10.07,1.91,6.14,8.48,20-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
20-Jan-2020 - 00:00,12.35,994.43,283.25,192.92,88.3,62.86,298.83,1.22,0.41,6.99,37.66,14.84,19.44,13.78,2.16,6.9,9.28,21-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
21-Jan-2020 - 00:00,14.19,995.25,452.67,310.04,85.32,71.14,106.88,0.99,0.84,9.19,42.21,62.59,66.04,28.22,3.25,8.91,10.12,22-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
22-Jan-2020 - 00:00,12.92,996.88,315.83,231.73,87.99,91.43,273.36,1.4,0.77,9.35,47.64,66.58,70.57,30.62,2.77,7.21,8.7,23-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
23-Jan-2020 - 00:00,14.28,995.13,180.27,91.5,60.71,125.91,308.16,2.38,0.22,7.04,42.02,19.15,33.21,33.07,1.81,5.78,8.34,24-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
24-Jan-2020 - 00:00,14.79,992.61,202.85,105.4,52.07,118.4,299.39,1.91,0.22,9.41,39.44,27.37,42.86,38.63,1.91,5.78,8.46,25-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
25-Jan-2020 - 00:00,14.92,992.92,304.58,186.38,60.17,90.66,273.02,1.12,0.39,10.16,40.61,84.13,91.86,43.74,2.37,6.14,8.7,26-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
26-Jan-2020 - 00:00,15.66,991.11,359.79,272.73,69.27,88.22,276.62,1.12,0.56,8.46,41.79,83.44,89.2,39.8,2.59,7.1,8.68,27-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
27-Jan-2020 - 00:00,16.03,988.7,383.19,280.23,70.56,49.94,126.17,1.1,0.74,8.41,41.24,167.15,157.81,40.49,3.5,7.21,9.6,28-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
28-Jan-2020 - 00:00,15.96,987.5,292.55,150.29,81.75,66.0,123.57,1.77,0.36,6.76,39.1,52.01,57.59,28.58,2.18,6.42,8.12,29-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
29-Jan-2020 - 00:00,15.37,993.25,227.67,99.85,74.35,117.03,205.32,1.28,0.24,5.87,35.52,47.5,58.29,36.76,1.85,6.77,8.61,30-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
30-Jan-2020 - 00:00,14.92,993.94,233.98,117.17,73.89,119.57,317.65,1.75,1.65,16.56,39.74,35.74,53.56,45.89,1.89,6.68,8.12,31-Jan-2020 - 00:00,"Wazirpur, Delhi - DPCC"
31-Jan-2020 - 00:00,13.39,991.95,242.65,127.33,72.05,125.37,248.26,1.39,4.38,50.49,41.23,39.17,56.23,45.64,2.11,5.93,8.7,01-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
01-Feb-2020 - 00:00,14.28,994.75,270.19,140.19,72.73,112.29,244.91,1.31,5.12,41.73,40.8,51.03,65.38,44.71,2.1,6.18,8.48,02-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
02-Feb-2020 - 00:00,13.61,996.18,268.4,162.96,75.41,120.47,309.63,1.54,4.32,46.72,42.16,46.44,61.87,45.14,2.11,5.93,8.14,03-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
03-Feb-2020 - 00:00,15.07,994.87,353.46,189.47,62.14,125.64,269.44,1.2,5.7,59.41,40.55,50.6,70.2,53.02,2.31,6.4,8.36,04-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
04-Feb-2020 - 00:00,15.55,993.42,423.86,234.31,60.94,101.03,92.66,1.01,8.8,47.28,40.75,134.37,142.11,61.21,2.86,7.54,8.49,05-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
05-Feb-2020 - 00:00,15.31,993.48,298.07,176.72,63.27,106.12,302.27,1.63,4.12,27.54,39.73,32.82,55.16,53.39,1.99,6.68,7.73,06-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
06-Feb-2020 - 00:00,14.63,992.88,260.55,154.86,63.68,115.04,237.31,1.23,3.91,59.39,39.16,23.73,46.57,51.17,2.01,6.66,8.58,07-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
07-Feb-2020 - 00:00,14.53,995.34,276.09,155.6,64.42,99.17,224.56,1.25,4.68,41.21,39.0,53.67,72.65,57.17,2.1,6.9,8.08,08-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
08-Feb-2020 - 00:00,15.35,997.16,260.11,176.45,64.78,107.46,315.78,1.58,3.78,27.28,37.86,43.75,65.84,56.71,2.06,5.76,7.2,09-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
09-Feb-2020 - 00:00,15.89,997.27,298.94,195.94,62.89,110.67,309.29,1.28,4.45,35.65,37.08,48.09,69.72,56.04,2.22,5.45,7.15,10-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
10-Feb-2020 - 00:00,15.74,995.63,350.92,209.88,63.41,107.51,306.06,1.2,4.85,47.38,35.48,48.62,70.62,58.27,2.18,5.9,8.51,11-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
11-Feb-2020 - 00:00,16.29,995.87,365.71,202.0,63.08,108.15,313.68,1.14,7.21,59.18,39.87,85.6,102.07,60.59,2.3,6.47,8.74,12-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
12-Feb-2020 - 00:00,18.07,995.17,320.25,195.69,61.97,104.68,300.92,1.89,4.3,36.82,51.82,34.63,62.32,64.09,1.36,7.55,7.67,13-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
13-Feb-2020 - 00:00,20.25,992.2,226.73,114.1,54.72,113.81,295.49,2.1,3.74,50.34,54.89,25.95,53.73,61.07,1.32,6.32,7.19,14-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
14-Feb-2020 - 00:00,18.95,989.5,227.48,92.46,54.77,117.0,307.65,2.49,2.92,40.95,49.38,15.06,41.57,54.83,1.17,6.26,6.75,15-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
15-Feb-2020 - 00:00,19.23,989.63,209.96,99.98,43.69,117.76,299.58,2.02,3.32,66.2,44.54,29.81,54.9,57.5,1.2,6.33,7.35,16-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
16-Feb-2020 - 00:00,19.08,992.77,287.52,177.58,52.91,112.66,304.92,1.5,5.03,51.27,44.74,59.65,82.95,64.67,1.57,6.63,7.21,17-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
17-Feb-2020 - 00:00,19.91,993.82,320.38,195.96,52.19,113.51,287.57,1.59,6.13,55.88,43.43,76.14,98.73,65.91,1.79,7.56,8.59,18-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
18-Feb-2020 - 00:00,20.73,991.23,269.68,143.21,39.74,141.58,290.64,1.74,4.41,44.47,40.22,47.59,75.64,69.27,1.43,6.36,7.58,19-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
19-Feb-2020 - 00:00,22.76,989.63,279.91,111.96,43.24,94.85,121.36,2.5,6.34,22.54,44.05,11.88,48.88,73.63,1.32,40.52,9.52,20-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
20-Feb-2020 - 00:00,21.64,989.25,303.46,123.69,51.7,90.54,122.18,2.81,5.16,16.06,49.3,17.6,51.81,70.4,0.98,47.72,7.99,21-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
21-Feb-2020 - 00:00,16.92,993.69,114.19,58.12,80.75,43.04,68.78,2.36,3.14,11.95,38.64,17.67,43.3,54.24,0.67,19.83,7.48,22-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
22-Feb-2020 - 00:00,18.98,996.79,162.46,74.25,72.24,101.77,106.6,1.16,5.15,24.32,36.62,42.0,65.4,58.57,1.25,18.01,8.39,23-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
23-Feb-2020 - 00:00,20.56,994.44,197.94,110.73,69.4,102.3,214.28,1.2,5.8,24.24,46.18,44.38,68.61,60.88,1.03,18.55,9.45,24-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
24-Feb-2020 - 00:00,20.58,991.16,186.1,86.61,64.47,118.7,268.99,1.34,4.93,37.91,40.22,42.95,70.87,67.47,1.03,18.9,9.77,25-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
25-Feb-2020 - 00:00,20.82,989.85,260.2,156.72,68.91,112.59,307.89,1.35,5.32,47.2,47.22,62.02,92.91,79.56,2.39,18.59,12.59,26-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
26-Feb-2020 - 00:00,21.85,990.58,334.72,196.07,65.79,109.48,220.29,1.24,8.21,54.98,46.47,79.49,105.04,75.68,2.68,9.28,18.46,27-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
27-Feb-2020 - 00:00,21.89,991.03,330.0,140.21,69.13,88.28,123.77,1.38,7.02,27.59,43.95,37.38,65.53,65.91,2.35,10.26,12.99,28-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
28-Feb-2020 - 00:00,21.95,989.78,242.77,99.52,67.58,93.39,127.46,2.43,4.21,15.64,42.67,17.14,40.78,50.3,1.88,7.46,11.9,29-Feb-2020 - 00:00,"Wazirpur, Delhi - DPCC"
29-Feb-2020 - 00:00,20.9,989.04,196.1,73.08,70.94,90.98,116.88,2.37,5.15,22.14,38.34,22.43,44.15,48.54,1.82,5.29,11.61,01-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
01-Mar-2020 - 00:00,21.62,989.61,169.96,66.72,66.67,110.43,157.38,1.24,3.82,24.69,33.1,41.08,65.69,60.5,2.05,7.31,12.56,02-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
02-Mar-2020 - 00:00,22.57,989.07,285.79,124.79,67.41,120.15,252.31,0.91,7.46,41.94,40.27,80.18,94.16,54.15,2.49,6.15,13.84,03-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
03-Mar-2020 - 00:00,23.06,987.57,239.23,92.46,56.94,122.27,211.93,1.15,6.57,51.11,41.49,52.8,63.81,38.96,2.23,3.62,13.43,04-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
04-Mar-2020 - 00:00,22.23,987.01,266.9,94.19,57.11,28.22,107.23,1.73,4.51,22.85,41.03,28.69,46.48,43.42,1.93,9.29,13.85,05-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
05-Mar-2020 - 00:00,20.17,987.2,134.83,46.98,69.23,95.0,121.44,2.18,5.18,22.0,43.86,21.86,33.98,30.31,1.68,4.44,12.27,06-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
06-Mar-2020 - 00:00,17.04,986.21,86.75,42.09,84.1,58.08,123.84,2.56,3.58,21.98,35.55,27.42,40.17,33.47,1.65,4.42,10.72,07-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
07-Mar-2020 - 00:00,17.85,990.6,162.94,66.17,79.76,57.53,125.57,1.56,4.54,20.88,35.31,31.18,50.37,46.91,1.95,4.65,10.22,08-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
08-Mar-2020 - 00:00,19.62,992.37,223.22,102.28,70.35,98.16,281.96,1.41,7.41,37.29,39.59,82.38,91.07,44.77,2.3,6.15,11.52,09-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
09-Mar-2020 - 00:00,19.52,989.54,180.12,84.52,60.0,12.24,316.53,2.1,2.98,13.11,35.78,25.86,45.8,46.54,1.84,4.44,11.29,10-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
10-Mar-2020 - 00:00,20.72,988.24,175.0,95.35,54.58,157.42,193.54,1.23,4.27,13.01,35.44,16.14,36.95,44.73,1.84,7.1,13.39,11-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
11-Mar-2020 - 00:00,21.96,985.86,141.56,66.23,63.17,143.79,127.25,2.4,4.01,15.11,37.36,10.28,29.26,39.32,1.79,4.72,12.21,12-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
12-Mar-2020 - 00:00,22.45,988.14,227.96,77.08,60.87,138.69,145.77,1.67,4.41,34.89,40.24,25.56,41.9,39.64,2.18,5.0,13.9,13-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
13-Mar-2020 - 00:00,22.79,989.93,274.15,86.83,46.71,150.4,186.52,1.28,5.4,49.21,40.02,60.23,74.76,48.22,2.23,3.27,15.54,14-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
14-Mar-2020 - 00:00,18.87,991.4,116.88,47.92,76.72,103.09,130.54,1.73,3.48,23.75,41.21,28.84,49.85,49.52,1.84,3.69,12.68,15-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
15-Mar-2020 - 00:00,19.05,993.17,170.33,76.94,69.76,145.84,176.47,1.15,4.33,30.65,34.73,45.3,64.91,52.63,1.88,4.5,,16-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
16-Mar-2020 - 00:00,20.68,992.74,182.17,70.27,65.35,146.16,320.08,1.65,3.75,28.06,34.15,25.53,46.4,48.08,1.85,4.4,,17-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
17-Mar-2020 - 00:00,22.08,992.62,215.02,86.1,61.14,173.67,320.1,1.74,5.65,32.97,34.76,32.8,51.62,46.76,1.97,3.05,,18-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
18-Mar-2020 - 00:00,23.62,990.78,196.1,75.0,57.02,169.07,299.9,1.79,3.62,23.98,38.56,26.96,47.88,48.69,1.92,4.52,,19-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
19-Mar-2020 - 00:00,24.44,987.73,255.38,118.1,61.36,153.85,245.22,1.28,4.86,29.16,44.27,35.64,53.21,45.39,2.32,3.83,,20-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
20-Mar-2020 - 00:00,25.75,986.72,277.41,102.85,55.1,139.6,108.92,1.19,6.25,39.41,40.47,54.12,69.5,47.72,2.82,4.26,,21-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
21-Mar-2020 - 00:00,25.62,987.08,247.97,98.6,52.9,123.28,255.76,1.35,6.14,54.52,37.94,57.67,70.88,44.88,2.64,4.19,,22-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
22-Mar-2020 - 00:00,25.61,988.93,141.67,79.8,50.18,162.93,231.27,1.38,3.99,19.29,39.83,28.26,44.64,40.61,2.71,5.36,,23-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
23-Mar-2020 - 00:00,26.07,988.46,126.05,62.92,47.94,152.32,159.27,1.0,3.14,15.38,37.24,11.43,29.38,37.72,2.6,4.77,,24-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
24-Mar-2020 - 00:00,25.05,987.22,109.41,59.27,58.49,114.27,160.98,1.28,3.21,15.16,36.15,12.55,29.12,35.52,2.82,5.15,,25-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
25-Mar-2020 - 00:00,19.83,986.78,82.5,41.0,92.46,2.66,221.99,0.53,3.62,17.94,36.33,18.54,35.04,37.33,4.03,6.42,,26-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
26-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,27-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
27-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,28-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
28-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,29-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
29-Mar-2020 - 00:00,25.98,988.69,54.15,22.85,47.45,265.0,318.74,2.54,0.88,7.67,49.15,7.59,24.08,33.63,1.38,5.17,12.59,30-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
30-Mar-2020 - 00:00,24.36,988.72,65.56,39.54,51.91,194.97,312.98,1.91,1.1,10.38,36.4,9.83,26.78,35.3,1.58,4.84,31.2,31-Mar-2020 - 00:00,"Wazirpur, Delhi - DPCC"
31-Mar-2020 - 00:00,25.42,987.63,68.5,35.92,50.02,173.7,284.01,1.81,1.23,11.03,31.85,9.75,27.88,37.49,1.55,4.69,13.6,01-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
01-Apr-2020 - 00:00,26.42,986.85,80.62,45.85,48.31,179.19,241.35,1.6,1.5,11.43,29.72,10.15,27.47,36.08,1.65,4.89,12.5,02-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
02-Apr-2020 - 00:00,25.36,987.2,67.62,31.58,48.7,194.29,294.59,2.3,1.09,10.46,27.15,8.72,25.94,35.43,1.7,5.03,12.25,03-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
03-Apr-2020 - 00:00,24.63,988.44,64.33,38.04,37.87,197.66,314.46,1.94,1.15,10.75,24.84,8.21,28.3,40.62,1.66,6.31,,04-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
04-Apr-2020 - 00:00,25.74,988.37,82.21,48.12,39.62,196.13,311.73,1.58,1.46,11.65,25.91,9.28,30.47,43.09,1.92,5.45,15.04,05-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
05-Apr-2020 - 00:00,27.24,989.1,113.67,67.77,40.51,176.46,177.18,1.21,2.96,12.71,27.17,10.53,30.83,41.84,1.99,5.72,13.21,06-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
06-Apr-2020 - 00:00,29.41,987.79,124.25,68.88,37.14,185.12,255.85,1.42,2.91,12.46,26.42,10.74,29.74,39.44,2.08,5.63,13.39,07-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
07-Apr-2020 - 00:00,27.33,985.92,98.54,31.23,40.7,179.05,302.05,2.21,1.28,10.24,25.38,8.18,26.59,37.48,1.71,4.79,12.13,08-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
08-Apr-2020 - 00:00,27.11,986.55,77.08,30.56,34.23,185.77,314.34,2.29,1.13,10.01,25.42,8.25,28.82,41.56,1.66,5.63,12.63,09-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
09-Apr-2020 - 00:00,27.22,986.92,78.25,43.81,35.39,183.47,310.61,1.65,1.23,10.63,26.57,7.93,29.52,43.38,2.03,5.61,13.55,10-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
10-Apr-2020 - 00:00,29.46,987.79,114.75,64.06,32.24,183.14,256.7,0.95,3.8,13.81,27.4,13.95,34.87,44.17,2.03,5.31,14.23,11-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
11-Apr-2020 - 00:00,31.09,988.73,115.75,57.94,31.78,178.5,173.96,1.29,2.39,7.0,26.38,11.2,27.61,34.73,1.57,47.56,13.53,12-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
12-Apr-2020 - 00:00,30.26,986.51,85.5,44.46,33.29,160.36,311.81,1.87,1.74,4.11,23.36,4.75,21.03,32.24,1.29,52.15,14.07,13-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
13-Apr-2020 - 00:00,32.16,984.45,132.58,69.85,31.41,166.96,291.44,1.42,2.84,7.84,25.74,6.89,24.89,36.25,1.38,48.29,15.37,14-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
14-Apr-2020 - 00:00,33.2,984.93,152.77,67.19,32.0,89.03,156.96,0.91,4.51,10.0,29.1,6.82,25.97,38.41,1.51,53.35,14.01,15-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
15-Apr-2020 - 00:00,33.6,984.52,188.67,67.52,25.48,140.35,210.63,1.21,3.91,8.63,29.24,12.69,29.76,36.49,1.51,41.15,13.96,16-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
16-Apr-2020 - 00:00,32.66,983.34,200.33,83.98,25.62,164.44,284.1,1.54,3.99,9.34,31.44,12.84,30.47,37.6,1.32,48.16,14.91,17-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
17-Apr-2020 - 00:00,31.9,983.01,87.96,27.83,27.7,126.46,175.87,1.83,1.71,4.02,26.47,4.46,20.72,32.12,1.18,61.2,13.87,18-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
18-Apr-2020 - 00:00,29.07,985.02,93.23,30.4,41.67,145.33,103.44,1.94,1.88,3.65,26.73,5.29,18.97,27.55,1.22,45.94,12.78,19-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
19-Apr-2020 - 00:00,28.87,984.43,73.21,46.33,42.44,192.64,237.23,1.3,2.37,6.15,28.49,7.56,22.21,30.16,1.44,30.35,12.57,20-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
20-Apr-2020 - 00:00,27.47,985.29,129.08,74.02,43.33,107.16,178.59,1.39,4.91,9.13,32.39,15.66,28.46,29.49,1.45,21.86,12.17,21-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
21-Apr-2020 - 00:00,28.64,985.47,83.79,42.04,39.6,181.97,249.36,1.32,2.3,5.35,28.56,5.5,19.75,28.71,1.38,39.53,12.41,22-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
22-Apr-2020 - 00:00,30.02,984.06,135.77,75.21,32.13,178.98,243.4,1.04,5.26,8.43,26.87,8.38,25.07,34.31,1.4,42.21,13.46,23-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
23-Apr-2020 - 00:00,29.83,983.16,138.52,66.17,32.39,95.69,206.39,1.4,4.37,9.01,27.45,8.2,23.94,32.45,1.65,42.63,12.93,24-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
24-Apr-2020 - 00:00,30.95,981.69,119.6,68.21,35.9,176.22,150.18,1.1,3.89,9.22,33.15,8.33,23.56,31.52,1.54,42.31,12.44,25-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
25-Apr-2020 - 00:00,31.59,981.98,88.9,29.35,31.64,149.41,164.71,1.34,1.57,5.2,27.18,4.66,18.21,27.08,1.3,52.07,11.22,26-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
26-Apr-2020 - 00:00,27.08,984.86,113.23,41.06,50.05,107.11,122.07,2.29,2.37,3.87,30.05,4.36,16.92,25.12,1.37,39.06,11.48,27-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
27-Apr-2020 - 00:00,26.86,987.76,55.0,28.11,59.68,182.43,109.73,2.61,1.71,3.42,29.39,4.35,15.55,22.59,1.35,35.25,11.46,28-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
28-Apr-2020 - 00:00,29.14,987.58,81.27,47.15,50.52,165.27,107.22,1.53,2.52,7.22,29.89,4.3,15.67,22.84,1.36,45.57,12.85,29-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
29-Apr-2020 - 00:00,31.73,984.77,108.25,55.46,45.19,166.49,150.96,1.28,2.79,6.71,31.31,4.08,15.86,23.59,1.4,52.84,12.98,30-Apr-2020 - 00:00,"Wazirpur, Delhi - DPCC"
