from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
06-Aug-2020 - 00:00,0.94,0.48,2.24,0.7,724.59,36.51,20.99,0.2,95.75,27.83,68.93,1.88,0.54,12.61,9.65,11.48,20.99,16.18,10.04,07-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Aug-2020 - 00:00,1.02,0.66,2.78,1.04,728.4,41.0,22.55,0.02,89.94,28.47,127.4,1.76,0.46,12.54,9.92,11.04,20.97,13.74,10.54,08-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Aug-2020 - 00:00,0.61,0.31,1.88,0.47,729.95,35.52,20.94,0.02,91.97,28.26,254.15,1.61,0.47,11.53,9.06,10.68,19.73,24.99,9.84,09-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Aug-2020 - 00:00,0.61,0.33,1.81,0.4,729.06,44.24,25.71,0.02,86.08,29.42,252.07,1.62,0.61,10.9,9.12,9.85,18.96,29.45,10.09,10-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Aug-2020 - 00:00,0.57,0.29,1.72,0.33,729.52,34.75,20.58,0.0,93.9,28.45,289.49,1.52,0.43,10.56,8.93,9.65,18.56,24.97,10.01,11-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Aug-2020 - 00:00,0.58,0.23,1.56,0.25,730.47,46.92,27.63,0.41,,26.95,269.62,1.45,0.38,11.62,9.43,10.46,19.76,19.52,10.64,12-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Aug-2020 - 00:00,0.73,0.24,1.66,0.26,730.28,48.5,22.56,0.52,94.14,27.68,220.59,1.47,0.32,17.16,10.86,15.74,25.26,28.13,10.76,13-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Aug-2020 - 00:00,0.62,0.17,1.44,0.09,728.26,27.83,15.17,0.13,92.82,27.81,247.03,1.61,0.37,34.68,16.46,24.96,41.37,11.58,9.97,14-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Aug-2020 - 00:00,0.7,0.3,1.62,0.14,726.88,38.17,20.54,0.31,94.75,27.08,237.34,1.29,0.54,27.62,13.36,19.52,32.82,15.63,9.83,15-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Aug-2020 - 00:00,0.75,0.38,1.84,0.24,727.04,34.73,19.08,0.01,88.87,28.18,236.89,1.23,0.41,26.16,12.43,18.78,31.23,27.87,9.92,16-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Aug-2020 - 00:00,0.81,0.41,1.85,0.28,728.25,42.47,23.74,0.0,92.09,28.85,233.5,1.09,0.44,25.18,12.87,16.98,29.85,39.36,10.29,17-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Aug-2020 - 00:00,0.73,0.36,1.77,0.27,728.6,38.87,21.6,0.01,89.38,29.01,263.17,1.1,0.46,22.63,11.84,14.84,26.37,31.66,10.84,18-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Aug-2020 - 00:00,0.97,0.85,2.06,0.66,729.65,47.63,25.6,0.54,98.46,27.53,258.9,1.21,0.62,18.28,9.39,10.28,19.67,18.09,11.44,19-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Aug-2020 - 00:00,0.87,0.59,1.48,0.72,729.6,49.52,28.19,0.07,95.83,27.41,254.11,1.38,0.4,16.93,9.11,9.09,18.25,22.35,11.02,20-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Aug-2020 - 00:00,1.05,0.55,1.38,0.48,729.68,48.7,25.08,0.0,93.16,27.43,140.9,0.77,0.43,17.12,8.36,9.98,18.22,27.64,11.81,21-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Aug-2020 - 00:00,1.29,0.69,1.79,0.59,730.47,46.69,26.86,0.06,89.53,27.9,118.16,1.35,0.68,15.47,8.38,8.13,16.52,28.01,11.5,22-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Aug-2020 - 00:00,1.16,0.66,2.31,0.72,728.76,33.73,19.67,0.24,98.12,26.5,300.95,1.72,0.44,15.23,8.56,7.82,16.23,31.97,10.54,23-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Aug-2020 - 00:00,0.94,0.61,2.57,0.68,727.84,32.37,18.57,0.12,99.24,26.02,232.23,1.41,0.47,13.85,8.28,6.32,14.59,31.63,7.45,24-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Aug-2020 - 00:00,0.74,0.34,1.16,0.3,729.97,33.39,19.01,0.0,87.57,27.37,188.52,1.66,0.47,12.66,7.91,5.57,13.47,29.69,7.5,25-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Aug-2020 - 00:00,0.74,0.28,0.81,0.2,733.58,37.6,20.26,0.0,89.0,27.55,213.42,1.69,0.44,11.63,7.49,4.74,12.22,29.57,7.13,26-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Aug-2020 - 00:00,0.68,0.32,0.84,0.21,735.52,47.18,23.58,0.0,84.38,27.97,242.32,1.59,0.39,13.55,8.35,6.13,14.47,30.91,7.18,27-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Aug-2020 - 00:00,0.67,0.45,1.01,0.28,734.45,51.97,27.7,0.0,86.01,28.04,268.31,1.48,0.43,15.19,8.86,7.66,16.52,34.08,7.45,28-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Aug-2020 - 00:00,0.95,0.84,1.49,0.67,732.04,45.47,25.99,0.0,88.77,28.41,247.79,1.55,0.45,15.76,9.02,8.57,17.52,31.97,7.52,29-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Aug-2020 - 00:00,0.73,0.44,1.2,0.49,730.31,32.14,19.98,0.46,91.39,26.72,277.03,1.99,0.42,14.1,7.91,7.7,15.54,41.22,7.5,30-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Aug-2020 - 00:00,0.87,0.38,0.99,0.29,729.19,28.62,14.35,0.0,91.24,26.29,257.15,1.45,0.51,14.08,8.7,6.89,15.43,41.02,7.46,31-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Aug-2020 - 00:00,0.78,0.3,0.82,0.21,733.28,31.56,17.54,0.0,87.6,26.77,182.45,1.8,0.39,12.3,7.52,5.99,13.43,34.53,7.8,01-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Sep-2020 - 00:00,0.74,0.18,0.55,0.1,736.02,46.03,22.71,0.0,83.03,27.96,236.76,1.64,0.35,13.22,7.77,6.79,14.49,42.35,8.39,02-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Sep-2020 - 00:00,0.82,0.24,0.59,0.11,737.32,43.24,24.21,0.0,87.4,27.92,287.2,1.31,0.42,13.61,7.38,7.72,15.08,39.03,8.77,03-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Sep-2020 - 00:00,0.89,0.28,0.69,0.15,736.54,35.22,14.28,0.17,94.42,26.41,272.45,1.41,0.5,10.37,5.62,6.29,11.82,26.27,8.27,04-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Sep-2020 - 00:00,0.92,0.44,1.07,0.39,736.32,45.74,24.0,0.04,83.77,27.64,261.41,1.14,0.49,13.04,5.55,9.57,15.01,21.71,8.5,05-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Sep-2020 - 00:00,1.01,0.54,1.16,0.54,735.31,62.97,39.74,0.0,76.94,28.9,255.15,0.95,0.55,13.73,5.08,10.95,15.71,26.03,8.48,06-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Sep-2020 - 00:00,1.0,0.67,1.67,0.87,734.15,52.74,31.26,0.0,90.49,27.8,258.37,1.32,0.6,10.38,4.63,7.28,11.85,31.99,8.61,07-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Sep-2020 - 00:00,0.76,0.45,0.95,0.47,734.7,45.32,23.25,0.0,91.33,27.17,275.37,1.59,0.44,9.56,4.8,6.25,10.94,32.9,8.61,08-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Sep-2020 - 00:00,0.71,0.45,0.88,0.39,735.37,53.51,27.3,0.0,87.78,28.42,286.54,1.59,0.57,9.91,4.56,7.02,11.27,34.56,8.36,09-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Sep-2020 - 00:00,0.76,0.47,0.9,0.43,735.05,51.9,32.1,0.0,83.44,29.66,261.77,1.15,0.63,10.69,3.92,8.35,12.12,39.42,9.46,10-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Sep-2020 - 00:00,0.84,0.59,1.25,0.73,732.86,57.65,32.44,0.0,82.63,30.34,260.29,1.24,0.6,10.13,3.95,7.84,11.55,45.44,9.77,11-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Sep-2020 - 00:00,0.94,0.57,1.14,0.65,732.91,65.0,36.67,0.0,79.33,30.66,230.89,1.07,0.64,12.2,4.08,9.88,13.84,43.23,9.32,12-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Sep-2020 - 00:00,1.14,0.71,1.5,0.79,734.86,69.91,46.21,0.0,78.29,30.75,186.1,1.23,0.73,12.75,4.15,10.38,14.41,40.19,9.57,13-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Sep-2020 - 00:00,1.36,0.8,1.75,0.98,734.89,88.2,54.17,0.0,76.57,31.19,262.19,0.99,0.78,16.92,4.52,14.76,19.19,42.71,9.44,14-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Sep-2020 - 00:00,1.12,0.62,1.51,0.81,734.08,78.2,47.24,0.0,72.18,31.25,276.92,1.21,0.61,12.33,3.66,10.33,13.91,53.14,9.73,15-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Sep-2020 - 00:00,1.11,0.86,1.77,0.9,733.88,76.89,43.77,0.0,75.73,31.14,284.0,1.53,0.74,13.97,4.5,11.52,15.92,51.33,9.74,16-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Sep-2020 - 00:00,0.99,0.7,1.52,0.79,734.01,84.49,47.41,0.0,73.13,31.66,292.61,1.56,0.67,11.63,4.45,9.08,13.13,55.36,9.67,17-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Sep-2020 - 00:00,0.98,0.53,1.15,0.56,734.21,67.62,41.94,0.0,75.19,31.54,296.75,1.61,0.64,12.54,4.57,9.78,14.26,52.66,9.53,18-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Sep-2020 - 00:00,0.84,0.47,1.06,0.48,733.59,67.33,38.43,0.0,74.83,31.18,297.68,1.56,0.56,11.48,4.4,8.75,13.03,49.66,9.35,19-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Sep-2020 - 00:00,0.8,0.49,1.07,0.45,732.79,67.32,37.74,0.0,78.05,30.29,263.53,1.58,0.53,14.66,6.24,10.69,16.73,45.71,9.44,20-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Sep-2020 - 00:00,1.1,0.6,1.35,0.59,731.28,68.74,43.15,0.0,75.22,31.02,211.93,1.35,0.76,18.76,5.66,15.75,21.31,47.34,10.0,21-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Sep-2020 - 00:00,1.7,0.76,1.78,0.86,730.17,111.52,73.98,0.0,70.18,31.35,252.94,1.28,0.78,15.38,4.26,13.2,17.36,64.81,9.48,22-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Sep-2020 - 00:00,1.37,0.62,1.43,0.71,729.98,73.98,44.04,0.0,73.27,31.23,171.8,1.41,0.64,11.99,3.87,9.79,13.55,48.53,9.79,23-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Sep-2020 - 00:00,1.16,0.53,1.23,0.47,730.56,57.12,36.48,0.0,79.57,29.87,110.43,1.38,0.69,11.43,3.89,9.14,12.9,36.72,9.44,24-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Sep-2020 - 00:00,0.97,0.58,1.31,0.68,733.39,60.87,35.21,0.0,71.47,30.71,279.24,1.72,0.59,11.39,3.98,9.07,12.88,66.3,9.57,25-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Sep-2020 - 00:00,0.99,0.5,1.05,0.51,734.21,69.2,41.25,0.0,70.59,30.86,278.36,1.74,0.57,10.53,3.9,8.21,11.98,72.0,9.28,26-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Sep-2020 - 00:00,0.82,0.43,0.99,0.3,734.38,62.02,41.81,0.19,77.89,28.1,241.98,1.74,0.53,10.64,3.87,8.3,12.03,62.01,9.52,27-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Sep-2020 - 00:00,0.76,0.41,1.01,0.34,736.69,64.32,36.5,0.0,78.13,27.45,274.21,1.29,0.5,12.59,4.87,9.61,14.36,52.45,9.24,28-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Sep-2020 - 00:00,0.85,0.54,1.14,0.47,737.44,70.71,40.42,0.0,73.53,28.83,256.52,1.27,0.63,14.99,5.37,11.83,17.09,63.49,9.52,29-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Sep-2020 - 00:00,1.31,0.75,1.57,0.73,737.1,92.24,49.68,0.0,72.72,28.38,243.03,1.08,0.73,15.64,4.87,13.05,17.81,65.14,9.7,30-Sep-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Sep-2020 - 00:00,1.07,0.84,2.08,1.05,736.21,64.73,38.06,0.0,66.89,29.08,283.83,1.42,0.59,13.8,4.69,11.11,15.69,71.52,9.64,01-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Oct-2020 - 00:00,0.78,0.52,1.32,0.65,736.16,63.14,34.68,0.0,61.09,30.16,294.3,1.86,0.48,9.58,3.68,7.31,10.88,78.96,9.41,02-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Oct-2020 - 00:00,0.76,0.39,0.98,0.54,736.45,71.01,39.55,0.0,57.54,30.32,295.83,1.83,0.43,9.75,3.79,7.37,10.93,79.12,9.57,03-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Oct-2020 - 00:00,1.08,0.45,1.11,0.63,736.87,76.7,41.53,0.0,52.38,30.33,238.74,1.4,0.59,17.31,5.43,14.21,19.58,73.86,9.92,04-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Oct-2020 - 00:00,0.95,0.51,1.48,0.83,737.44,64.85,38.89,0.0,50.76,30.07,285.96,1.47,0.56,13.71,4.77,10.93,15.41,100.34,9.59,05-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Oct-2020 - 00:00,0.94,0.54,0.33,0.42,737.42,78.25,39.18,0.0,50.77,29.16,281.36,1.25,0.47,16.54,4.0,15.18,18.68,71.55,9.58,06-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Oct-2020 - 00:00,1.48,1.0,0.61,0.8,737.82,73.52,39.05,0.0,43.63,29.62,230.46,1.11,0.54,22.42,4.46,21.07,25.43,24.94,10.31,07-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Oct-2020 - 00:00,1.49,0.98,0.6,0.79,739.1,60.3,32.36,0.0,45.76,29.28,234.03,1.07,0.49,21.09,4.71,19.58,24.17,26.74,9.43,08-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Oct-2020 - 00:00,1.65,1.03,1.0,1.34,739.35,79.32,42.91,0.0,45.85,29.09,204.61,0.93,0.88,28.72,5.18,28.29,33.18,28.67,9.53,09-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Oct-2020 - 00:00,3.09,1.15,2.94,3.08,739.41,107.28,65.63,0.0,48.43,28.78,195.28,0.79,1.18,30.23,7.01,28.23,35.08,28.94,9.66,10-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Oct-2020 - 00:00,2.73,1.28,3.76,3.46,738.36,151.02,64.98,0.0,47.71,28.86,208.83,0.78,1.03,26.3,6.93,23.72,30.58,19.13,9.92,11-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Oct-2020 - 00:00,2.12,0.95,2.75,2.29,736.58,107.45,57.73,0.0,46.18,28.64,228.07,0.75,0.91,27.84,6.54,25.95,32.44,20.99,9.49,12-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Oct-2020 - 00:00,2.1,0.79,2.32,1.73,734.92,102.41,60.51,0.0,43.1,28.99,207.06,0.73,0.94,33.11,7.71,30.94,38.53,31.72,10.44,13-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Oct-2020 - 00:00,2.15,0.97,2.58,1.9,734.84,114.78,67.12,0.0,48.22,28.42,231.0,0.87,1.08,22.1,5.35,20.47,25.69,32.86,9.66,14-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Oct-2020 - 00:00,1.44,0.53,1.41,1.03,735.88,103.44,58.12,0.0,61.14,28.45,133.96,1.17,0.86,17.05,4.37,15.69,19.62,44.79,9.49,15-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Oct-2020 - 00:00,1.8,0.55,1.51,1.04,736.28,114.21,66.34,0.0,65.39,29.69,69.89,1.49,0.92,14.96,4.44,13.15,17.33,36.44,9.26,16-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Oct-2020 - 00:00,1.23,0.73,1.39,0.97,736.16,108.39,71.63,0.0,64.28,29.5,81.47,1.4,0.92,15.66,4.36,14.22,18.34,18.9,9.72,17-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Oct-2020 - 00:00,0.64,0.44,0.7,0.71,736.96,176.85,89.62,0.0,64.9,30.73,129.59,0.98,1.02,22.77,5.39,21.4,26.67,34.78,10.16,18-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Oct-2020 - 00:00,0.44,0.2,0.48,0.38,737.31,129.78,80.12,0.0,65.8,30.01,139.27,0.95,1.01,20.33,6.15,17.83,23.91,35.17,9.51,19-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Oct-2020 - 00:00,0.4,0.16,0.38,0.26,737.91,154.28,91.97,0.0,56.49,28.23,145.76,1.24,0.95,15.92,4.9,14.04,18.77,69.68,9.36,20-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Oct-2020 - 00:00,0.39,0.14,0.33,0.19,737.8,127.17,83.08,0.0,53.68,27.75,157.64,1.04,0.91,25.12,5.83,23.79,29.43,54.64,10.23,21-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Oct-2020 - 00:00,0.43,0.15,0.4,0.24,738.06,145.48,90.06,0.0,46.16,28.85,141.09,0.94,0.97,32.98,7.09,31.63,38.61,49.59,10.38,22-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Oct-2020 - 00:00,0.54,0.27,0.59,0.35,736.47,164.85,87.39,0.0,60.44,27.99,172.72,0.78,1.22,30.02,9.02,26.49,35.41,45.49,10.27,23-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Oct-2020 - 00:00,0.56,0.27,0.62,0.42,736.55,105.27,67.23,0.0,52.66,27.69,196.67,0.61,1.09,25.18,7.6,22.18,29.67,54.34,9.63,24-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Oct-2020 - 00:00,0.64,0.27,0.62,0.4,737.68,88.66,42.62,0.0,44.66,27.89,203.19,0.81,1.12,29.03,11.6,22.94,34.51,59.81,9.7,25-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Oct-2020 - 00:00,0.37,0.22,0.55,0.36,740.09,154.01,62.92,0.0,45.69,27.08,256.21,1.04,0.76,23.38,7.97,19.79,27.69,72.73,9.74,26-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Oct-2020 - 00:00,0.27,0.11,0.3,0.22,742.11,64.75,38.47,0.0,43.73,27.01,274.54,1.18,0.63,21.33,5.78,18.38,24.09,62.02,9.6,27-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Oct-2020 - 00:00,0.44,0.54,0.79,0.82,741.7,112.37,65.14,0.0,38.55,26.07,264.01,1.11,0.73,21.41,6.13,16.87,22.89,70.42,9.55,28-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Oct-2020 - 00:00,0.53,0.31,0.74,0.91,742.52,122.06,78.63,0.0,43.27,23.9,241.39,0.95,0.74,24.9,6.07,22.25,27.05,68.16,9.5,29-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Oct-2020 - 00:00,0.51,0.2,0.54,0.48,742.74,154.81,91.74,0.0,43.61,24.98,211.75,0.72,0.9,25.31,6.39,21.1,27.46,73.13,9.28,30-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Oct-2020 - 00:00,0.52,0.2,0.5,0.38,742.97,139.35,86.09,0.0,43.41,24.57,209.19,0.7,0.96,26.27,7.46,21.21,28.64,66.37,9.35,31-Oct-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Oct-2020 - 00:00,0.59,0.26,0.62,0.44,743.44,187.58,78.13,0.0,42.09,24.16,170.88,0.66,1.04,31.85,10.75,23.96,34.7,85.95,9.29,01-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Nov-2020 - 00:00,0.53,0.28,0.69,0.5,744.08,177.35,72.69,0.0,41.84,23.41,219.54,0.71,0.96,29.0,8.28,23.29,31.56,65.91,9.42,02-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Nov-2020 - 00:00,0.46,0.21,0.49,0.4,744.81,145.23,60.69,0.0,38.04,23.42,202.92,0.77,0.84,40.44,9.18,27.74,36.92,42.56,9.4,03-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Nov-2020 - 00:00,0.56,0.42,0.76,0.67,744.26,80.77,48.83,0.0,34.17,24.4,248.08,0.95,0.68,37.83,8.45,23.44,31.91,37.43,9.43,04-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Nov-2020 - 00:00,0.55,0.23,0.57,0.53,743.01,112.92,51.44,0.0,34.26,24.11,237.26,0.98,0.8,39.15,8.65,24.6,33.16,31.3,9.4,05-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Nov-2020 - 00:00,0.6,0.3,0.69,0.49,743.68,111.28,50.59,0.0,40.73,24.11,176.13,0.72,0.97,52.16,13.13,30.64,43.77,46.53,9.78,06-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Nov-2020 - 00:00,0.72,0.38,0.79,0.53,746.1,127.86,78.2,0.0,44.12,23.51,152.63,0.65,1.11,61.01,13.44,37.86,51.28,57.36,9.65,07-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Nov-2020 - 00:00,0.8,0.4,0.88,0.61,747.1,142.33,100.01,0.0,46.78,22.86,185.78,0.58,1.18,55.46,15.45,30.91,46.36,66.45,9.58,08-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Nov-2020 - 00:00,0.88,0.49,1.06,0.78,747.22,149.6,114.92,0.0,49.43,22.84,163.76,0.53,1.29,53.14,13.38,31.21,44.57,60.85,9.65,09-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Nov-2020 - 00:00,0.73,0.37,0.89,0.68,745.88,149.19,104.22,0.0,49.43,22.44,184.11,0.59,1.16,47.29,10.65,29.27,39.91,36.69,9.73,10-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Nov-2020 - 00:00,0.76,0.32,0.71,0.5,744.15,184.36,124.17,0.0,53.23,21.78,183.28,0.54,1.15,56.32,14.43,32.8,47.23,25.29,9.85,11-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Nov-2020 - 00:00,1.07,0.66,1.09,0.78,745.45,240.81,169.06,0.0,64.53,20.65,189.09,0.58,1.26,46.34,8.53,30.67,39.17,22.49,9.49,12-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Nov-2020 - 00:00,0.7,0.45,0.8,0.6,747.01,153.28,109.88,0.0,64.69,21.38,204.9,0.74,0.9,35.92,5.95,24.65,30.55,18.99,9.45,13-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Nov-2020 - 00:00,0.54,0.24,0.55,0.41,746.01,127.33,81.99,0.0,62.2,22.64,137.18,0.73,0.8,34.25,6.37,22.75,29.11,18.69,9.53,14-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Nov-2020 - 00:00,0.82,0.37,0.84,0.52,743.54,155.77,113.1,0.0,68.37,23.16,159.17,0.84,1.05,72.24,29.42,37.14,66.53,21.86,9.84,15-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Nov-2020 - 00:00,0.72,0.41,1.07,0.73,742.02,182.46,132.15,0.0,71.1,24.54,193.52,0.88,0.92,37.16,11.41,19.83,31.21,18.44,9.54,16-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Nov-2020 - 00:00,0.31,0.16,0.42,0.33,743.77,79.75,57.84,0.0,87.62,23.01,68.84,1.15,0.61,20.77,4.86,13.18,17.78,19.62,9.78,17-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Nov-2020 - 00:00,0.29,0.13,0.33,0.24,743.57,90.4,58.98,0.0,91.78,20.29,166.62,1.34,0.54,17.46,4.65,10.39,15.03,15.94,9.28,18-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Nov-2020 - 00:00,0.33,0.13,0.3,0.22,741.69,93.55,63.31,0.0,82.67,21.02,165.8,1.01,0.57,18.21,4.19,11.56,15.71,21.32,9.33,19-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Nov-2020 - 00:00,0.35,0.14,0.3,0.2,742.12,99.61,67.8,0.0,84.56,20.88,167.07,1.01,0.61,18.11,3.97,11.59,15.54,21.43,9.55,20-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Nov-2020 - 00:00,0.38,0.15,0.33,0.23,744.83,105.92,78.0,0.0,76.83,20.03,157.31,0.7,0.6,21.48,4.11,14.3,18.39,21.87,9.49,21-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Nov-2020 - 00:00,0.43,0.18,0.42,0.3,745.94,127.74,72.08,0.0,61.62,18.82,210.74,0.91,0.62,26.65,4.85,18.01,22.7,22.08,10.13,22-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Nov-2020 - 00:00,0.53,0.24,0.59,0.42,745.95,154.15,81.42,0.0,50.34,18.78,141.62,0.62,0.75,36.41,6.99,23.88,30.85,22.14,9.66,23-Nov-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
