from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NH3,NO2,NO,NOx,Ozone,PM10,PM2.5,SR,WS,WD,SO2,to date,station
25-Aug-2020 - 00:00,0.32,0.26,2.84,0.16,15.99,0.43,11.12,17.24,3.3,11.2,7.92,30.62,18.26,85.62,3.28,247.91,1.28,26-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Aug-2020 - 00:00,2.79,1.52,3.71,1.68,14.1,0.44,11.67,17.55,2.18,10.27,7.06,32.38,16.14,70.67,2.82,226.77,1.32,27-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Aug-2020 - 00:00,2.29,3.69,11.03,5.29,19.71,0.44,13.74,16.54,2.04,9.58,5.86,23.95,16.16,50.84,2.72,257.9,1.34,28-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Aug-2020 - 00:00,1.11,2.58,7.63,3.89,15.61,0.46,12.01,18.62,3.41,12.09,7.3,23.56,10.48,43.28,3.44,266.52,1.31,29-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,30-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Aug-2020 - 00:00,,,,,,0.34,35.42,27.09,3.69,15.99,9.2,9.8,2.86,37.73,4.15,260.91,1.04,31-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
31-Aug-2020 - 00:00,,,,,,0.46,20.56,22.72,3.15,13.86,7.1,24.23,10.7,42.32,3.12,260.23,1.28,01-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Sep-2020 - 00:00,,,,,,0.38,16.64,17.87,3.04,11.2,7.48,25.31,10.3,51.16,2.78,269.5,1.25,02-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Sep-2020 - 00:00,,,,,,0.37,14.22,18.4,2.65,10.91,13.33,32.52,13.3,47.16,1.91,249.05,1.67,03-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Sep-2020 - 00:00,,,,,,0.46,15.01,19.63,2.87,11.76,20.84,39.72,21.71,42.88,1.83,206.2,1.46,04-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Sep-2020 - 00:00,,,,,,0.53,13.59,20.08,2.81,12.2,30.33,35.62,15.53,51.1,2.1,178.38,1.5,05-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Sep-2020 - 00:00,,,,,,0.63,14.8,24.98,4.58,16.3,24.46,33.38,15.68,58.56,1.91,170.47,1.73,06-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Sep-2020 - 00:00,,,,,,0.61,13.27,25.38,3.89,15.35,18.32,38.16,21.01,64.43,1.66,172.26,1.43,07-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Sep-2020 - 00:00,,,,,,0.74,14.67,27.77,6.56,20.1,17.55,38.46,24.17,66.12,1.83,192.41,1.36,08-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Sep-2020 - 00:00,,,,,,0.53,13.76,21.61,2.99,12.9,13.44,32.58,18.25,60.4,1.97,219.4,1.09,09-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Sep-2020 - 00:00,,,,,,0.6,13.14,26.02,2.9,15.3,25.14,32.21,16.65,81.64,1.71,177.35,1.43,10-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Sep-2020 - 00:00,,,,,,0.52,14.36,21.27,2.61,12.67,22.56,32.74,17.2,74.61,1.7,206.33,1.04,11-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Sep-2020 - 00:00,,,,,,0.57,13.39,22.29,2.4,13.08,18.74,31.98,15.75,57.73,2.03,163.91,1.36,12-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Sep-2020 - 00:00,2.57,2.18,9.58,2.17,12.26,0.49,14.26,18.99,2.34,11.11,25.82,22.49,8.61,78.13,2.91,184.66,6.33,13-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Sep-2020 - 00:00,,,,,,0.39,11.94,14.88,2.64,9.29,25.19,19.6,10.51,45.67,3.53,260.0,1.44,14-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Sep-2020 - 00:00,0.02,1.96,0.0,0.07,0.0,0.37,12.41,14.35,2.95,8.88,17.31,23.95,15.67,75.45,2.64,255.19,1.16,15-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Sep-2020 - 00:00,0.64,2.48,0.0,0.01,0.0,0.37,13.36,15.47,1.99,8.72,12.87,20.8,12.14,70.41,2.55,254.97,1.43,16-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Sep-2020 - 00:00,0.53,2.37,0.1,0.08,0.25,0.34,11.99,13.42,2.21,7.95,14.0,22.86,14.38,61.88,2.63,275.27,1.48,17-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Sep-2020 - 00:00,0.74,3.74,0.0,0.0,0.29,0.34,11.31,13.14,2.16,7.85,10.34,21.0,13.27,45.88,2.85,274.55,1.33,18-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Sep-2020 - 00:00,0.82,4.17,0.0,0.0,0.0,0.35,11.78,13.44,2.38,8.36,9.63,21.43,13.1,27.88,2.69,276.58,1.56,19-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Sep-2020 - 00:00,1.19,5.78,0.06,0.06,0.62,0.42,10.89,15.96,2.48,9.68,11.72,24.51,15.78,66.57,2.35,254.18,1.49,20-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Sep-2020 - 00:00,2.12,5.96,0.0,0.0,0.31,0.47,10.67,17.1,2.04,9.64,27.61,21.86,17.44,72.6,2.15,230.21,1.41,21-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Sep-2020 - 00:00,2.31,7.62,0.19,0.0,2.03,0.48,12.8,18.25,1.8,10.11,34.31,29.96,23.14,26.0,2.79,266.2,1.21,22-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Sep-2020 - 00:00,2.48,8.97,0.0,0.05,0.47,0.59,11.16,20.4,2.59,12.17,24.76,24.91,18.08,26.26,2.25,254.64,1.56,23-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Sep-2020 - 00:00,1.79,6.93,0.1,0.0,0.58,0.43,11.13,16.12,4.88,12.09,33.33,18.47,13.19,71.11,2.8,237.47,1.19,24-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Sep-2020 - 00:00,1.09,4.01,0.24,0.08,0.0,0.42,11.98,14.73,5.59,10.79,30.89,23.12,11.55,79.02,2.51,267.57,1.3,25-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Sep-2020 - 00:00,1.09,5.3,0.05,0.01,0.31,0.4,10.44,15.58,2.67,9.78,20.87,21.94,11.74,33.58,2.82,271.97,1.63,26-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Sep-2020 - 00:00,0.7,4.24,0.0,0.0,0.0,0.35,14.37,13.72,2.0,8.22,20.08,31.23,15.24,65.68,3.27,272.7,1.38,27-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Sep-2020 - 00:00,0.97,4.11,0.05,0.0,0.11,0.35,10.03,14.0,2.45,8.67,21.02,30.03,13.11,113.66,2.7,261.4,1.31,28-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Sep-2020 - 00:00,0.92,3.66,0.34,0.17,1.22,0.35,11.27,16.53,2.22,9.79,23.08,30.05,11.42,97.18,1.78,239.51,2.05,29-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Sep-2020 - 00:00,0.97,2.89,0.04,0.02,0.17,0.35,9.54,13.56,2.28,8.4,31.95,35.06,15.91,114.98,1.97,245.29,1.47,30-Sep-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Sep-2020 - 00:00,1.1,2.77,0.0,0.0,0.0,0.37,9.01,13.34,2.15,7.91,46.78,39.99,19.75,105.52,2.3,270.0,1.28,01-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Oct-2020 - 00:00,1.12,2.71,0.04,0.02,0.14,0.34,9.21,12.52,2.06,7.55,46.65,42.71,24.72,101.9,2.45,269.7,1.17,02-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Oct-2020 - 00:00,1.57,4.08,0.96,0.34,1.84,0.45,11.06,20.96,2.28,12.11,37.3,40.26,23.44,64.48,2.56,262.13,2.0,03-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Oct-2020 - 00:00,2.48,4.85,0.0,0.0,0.87,0.44,9.1,17.87,2.28,10.43,37.48,41.32,25.37,55.22,2.06,244.24,1.13,04-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Oct-2020 - 00:00,1.58,4.83,0.0,0.03,0.49,0.36,9.35,14.32,3.86,10.18,43.9,43.86,23.16,55.56,2.48,268.36,1.43,05-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Oct-2020 - 00:00,1.09,3.6,0.06,0.02,2.4,0.36,9.0,13.77,1.73,7.56,40.64,36.69,20.32,113.38,2.26,265.76,1.51,06-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Oct-2020 - 00:00,1.62,4.91,0.03,0.01,1.51,0.42,8.8,16.16,1.84,8.97,42.52,46.73,28.88,97.47,2.13,244.51,1.27,07-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Oct-2020 - 00:00,1.66,4.35,0.01,0.01,1.86,0.37,8.37,14.81,1.88,8.39,54.58,50.63,30.93,91.86,2.2,262.56,1.23,08-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Oct-2020 - 00:00,3.19,8.33,0.0,0.01,1.69,0.54,7.8,22.89,2.07,12.93,47.47,59.13,35.24,83.56,1.78,171.75,1.61,09-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Oct-2020 - 00:00,3.56,9.08,0.0,0.02,0.96,0.68,8.64,23.34,2.48,13.46,49.77,59.77,39.6,89.14,1.93,148.51,1.82,10-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Oct-2020 - 00:00,3.22,8.08,0.23,0.15,1.19,0.6,9.08,21.47,1.99,11.87,50.22,59.14,38.78,83.16,1.83,147.97,1.49,11-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Oct-2020 - 00:00,3.89,5.89,0.0,0.0,1.49,0.57,9.16,18.78,1.86,10.47,54.51,68.69,42.93,49.13,1.79,191.61,1.45,12-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Oct-2020 - 00:00,4.23,9.34,0.07,0.03,0.84,0.63,9.54,23.39,2.26,13.11,58.83,77.16,47.34,80.52,1.94,152.06,1.81,13-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Oct-2020 - 00:00,5.42,11.87,0.0,0.03,2.19,0.69,9.75,25.9,4.01,16.05,34.44,61.72,39.46,85.02,1.96,120.1,1.69,14-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Oct-2020 - 00:00,5.23,5.91,0.04,0.02,2.11,0.52,11.17,19.6,2.12,11.37,40.91,56.66,38.2,46.25,1.96,136.69,1.69,15-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Oct-2020 - 00:00,2.61,5.73,0.0,0.01,1.86,0.41,10.53,17.59,1.93,10.31,29.13,25.13,16.9,42.13,2.95,98.77,1.67,16-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Oct-2020 - 00:00,3.79,12.95,0.0,0.03,1.46,0.55,10.2,23.21,2.2,13.36,34.4,26.99,14.21,80.71,2.9,128.7,1.82,17-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Oct-2020 - 00:00,2.34,6.68,0.1,0.02,2.1,0.37,9.06,18.19,2.13,10.36,40.84,32.93,19.26,89.45,2.4,184.16,1.65,18-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Oct-2020 - 00:00,2.19,5.86,0.12,0.03,2.23,0.37,9.82,16.85,2.0,9.63,29.4,37.46,19.64,41.58,1.8,228.82,2.15,19-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Oct-2020 - 00:00,2.04,7.47,0.36,0.06,3.15,0.53,9.39,19.73,2.58,12.05,45.92,32.32,21.83,77.89,2.14,216.05,1.61,20-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Oct-2020 - 00:00,3.45,6.21,0.0,0.02,2.15,0.47,9.8,17.64,2.29,10.21,48.3,41.89,28.68,94.62,2.12,222.39,1.42,21-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Oct-2020 - 00:00,4.04,17.22,0.0,0.02,2.72,0.67,9.32,27.05,2.85,15.67,22.61,39.61,27.97,53.39,1.64,213.48,2.11,22-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Oct-2020 - 00:00,3.28,10.26,0.0,0.01,2.07,0.51,10.67,20.07,2.52,11.41,39.9,54.12,41.01,68.83,1.81,217.2,1.5,23-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Oct-2020 - 00:00,4.79,22.02,0.0,0.07,2.84,0.92,8.82,28.21,13.46,24.02,35.2,44.65,31.92,69.07,1.53,199.46,2.17,24-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Oct-2020 - 00:00,6.71,27.3,0.0,0.02,3.94,0.81,9.11,31.87,11.14,25.38,61.45,61.34,45.19,101.79,1.28,215.53,1.65,25-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Oct-2020 - 00:00,5.19,20.8,0.0,0.03,2.93,0.71,,,,0.0,55.92,57.28,36.79,108.13,1.72,161.06,1.7,26-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Oct-2020 - 00:00,3.61,15.43,0.0,0.04,2.24,0.53,8.44,30.22,7.66,20.94,46.58,47.94,30.63,102.33,1.64,152.26,1.53,27-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Oct-2020 - 00:00,3.86,15.06,0.0,0.06,3.05,0.57,9.19,27.64,3.48,17.07,41.41,52.03,32.41,104.77,1.61,155.44,1.63,28-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Oct-2020 - 00:00,6.07,15.3,0.0,0.25,2.64,0.73,10.35,31.02,6.59,21.14,51.78,49.98,31.15,111.52,1.57,145.26,1.7,29-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Oct-2020 - 00:00,4.02,11.53,0.73,0.93,0.47,0.52,10.65,26.64,3.71,16.52,37.32,45.24,29.56,109.63,1.55,157.87,1.93,30-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Oct-2020 - 00:00,3.36,9.59,0.34,0.51,0.26,0.45,10.73,24.64,3.81,15.51,37.84,44.5,27.06,111.11,1.65,178.07,2.16,31-Oct-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
31-Oct-2020 - 00:00,5.0,10.73,0.0,0.53,0.0,0.48,9.94,28.0,2.1,15.58,41.19,59.54,37.16,86.42,1.72,148.23,1.99,01-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Nov-2020 - 00:00,4.24,9.77,0.0,0.66,0.0,0.42,10.89,21.54,2.83,13.22,5.65,42.63,32.86,20.4,1.68,181.34,1.46,02-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Nov-2020 - 00:00,8.25,18.95,0.0,0.67,0.88,1.42,11.6,50.24,12.94,37.43,86.9,124.53,68.26,99.89,2.03,167.58,3.33,03-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Nov-2020 - 00:00,13.35,26.63,0.18,0.89,0.13,1.19,11.92,46.13,11.33,33.87,55.11,129.93,85.37,88.16,1.97,181.28,2.67,04-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Nov-2020 - 00:00,10.66,20.97,0.19,0.51,0.39,0.78,18.87,34.83,4.09,21.06,53.86,84.8,64.62,92.81,1.52,176.04,1.99,05-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Nov-2020 - 00:00,6.71,18.2,0.09,0.15,0.65,0.93,12.25,36.74,9.1,26.64,44.96,86.85,50.05,97.57,1.92,151.34,1.91,06-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Nov-2020 - 00:00,11.76,14.65,3.04,1.4,4.05,0.62,12.75,28.62,3.73,17.38,44.63,76.42,52.64,107.36,1.74,137.7,1.1,07-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Nov-2020 - 00:00,3.45,4.33,20.57,7.58,16.04,1.07,14.02,49.79,7.82,32.63,62.49,104.02,57.32,105.81,2.31,152.47,4.27,08-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Nov-2020 - 00:00,4.22,4.56,20.41,8.18,18.46,0.96,12.52,42.33,10.07,30.37,60.87,94.2,58.84,100.9,1.95,173.6,4.25,09-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Nov-2020 - 00:00,7.22,2.66,12.25,5.58,11.59,1.04,12.31,42.83,14.46,34.38,68.63,95.74,64.33,99.32,1.85,171.03,3.87,10-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Nov-2020 - 00:00,6.71,9.5,4.49,6.27,14.2,1.08,12.96,45.64,12.48,34.12,64.75,117.96,60.53,94.91,1.93,170.45,5.56,11-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Nov-2020 - 00:00,5.26,6.21,3.53,4.67,15.5,0.78,12.74,44.51,4.55,26.54,67.96,110.66,73.13,99.64,2.17,164.68,3.8,12-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Nov-2020 - 00:00,8.06,3.49,3.49,4.04,14.04,0.77,12.54,46.32,6.89,29.43,58.28,114.63,77.98,97.34,2.18,158.79,6.46,13-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Nov-2020 - 00:00,5.74,5.72,4.3,5.22,16.91,0.79,12.69,40.99,12.09,31.43,39.64,88.9,54.52,90.0,2.06,169.46,2.19,14-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Nov-2020 - 00:00,5.22,4.97,6.05,5.14,16.28,0.72,13.5,37.16,10.3,27.73,45.99,98.11,87.18,90.48,1.98,178.45,2.22,15-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Nov-2020 - 00:00,3.2,4.87,1.97,3.28,11.83,0.43,13.27,33.43,3.46,19.6,36.89,80.43,53.85,80.12,1.65,169.9,1.88,16-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Nov-2020 - 00:00,3.47,6.23,1.59,3.58,12.57,0.55,13.04,34.65,4.09,21.09,39.69,80.96,58.32,95.05,1.82,138.45,2.53,17-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Nov-2020 - 00:00,4.46,3.77,4.78,4.16,14.48,0.73,13.71,36.46,11.0,28.05,46.61,88.17,57.7,92.38,1.89,144.09,2.13,18-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Nov-2020 - 00:00,2.81,3.63,1.79,2.64,10.89,0.3,13.56,25.95,2.78,15.19,46.83,52.35,37.17,73.43,1.94,202.72,1.94,19-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Nov-2020 - 00:00,2.72,2.04,1.04,1.66,7.88,0.34,13.08,22.92,1.78,12.61,46.01,63.85,52.42,58.49,1.83,203.33,1.62,20-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Nov-2020 - 00:00,2.12,2.75,1.03,1.85,8.04,0.3,12.62,25.91,2.43,15.07,31.41,42.03,32.08,71.97,1.62,163.38,1.63,21-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Nov-2020 - 00:00,3.18,4.29,2.34,3.11,11.89,0.51,11.96,32.11,7.28,22.32,45.05,62.38,40.37,99.35,1.68,189.47,1.68,22-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Nov-2020 - 00:00,2.61,4.15,1.11,2.49,10.01,0.33,11.18,30.56,4.35,18.8,54.61,73.45,53.28,92.75,2.0,166.07,1.65,23-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Nov-2020 - 00:00,3.21,4.03,1.12,2.45,10.1,0.3,12.49,28.35,2.7,16.47,47.18,66.35,46.76,83.45,1.7,172.28,1.43,24-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Nov-2020 - 00:00,11.03,5.56,1.32,3.32,12.26,0.53,14.32,38.55,2.51,21.58,33.18,73.53,56.84,80.38,1.8,144.5,2.65,25-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Nov-2020 - 00:00,8.68,7.49,1.18,4.0,13.51,0.52,18.11,45.15,5.17,27.54,46.9,94.86,68.59,82.64,2.02,159.83,3.47,26-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Nov-2020 - 00:00,3.58,7.79,0.16,3.52,12.74,0.36,13.03,39.66,2.56,22.21,60.56,85.46,62.27,92.87,2.12,157.0,3.37,27-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Nov-2020 - 00:00,2.73,5.2,0.29,2.5,9.26,0.23,12.07,33.62,2.11,18.61,79.94,85.08,56.36,94.54,2.78,134.06,2.5,28-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Nov-2020 - 00:00,2.87,4.71,0.32,2.05,7.66,0.29,11.49,30.55,2.36,17.08,74.77,63.41,48.06,71.05,2.83,116.34,2.32,29-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Nov-2020 - 00:00,3.18,7.19,0.3,3.16,11.15,0.43,11.33,35.19,6.7,23.73,47.53,59.3,36.77,88.7,2.26,131.07,,30-Nov-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Nov-2020 - 00:00,4.43,11.99,0.57,5.6,19.43,0.65,13.99,40.32,12.13,31.51,56.2,69.89,47.46,86.05,1.87,165.15,2.2,01-Dec-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Dec-2020 - 00:00,7.12,26.83,0.0,11.43,34.99,0.84,15.46,71.88,14.73,49.75,,98.1,61.02,,2.35,257.06,0.44,02-Dec-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
