from date,Benzene,Toluene,BP,CO,Eth-Benzene,MP-Xylene,O Xylene,NO,NO2,NOx,Ozone,PM2.5,RH,SO2,SR,Temp,VWS,WD,WS,to date,station
11-Dec-2019 - 00:00,0.04,0.09,760.83,0.54,0.08,,0.0,9.27,24.81,34.05,14.47,43.58,,3.78,32.17,25.79,-0.4,106.04,1.1,12-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Dec-2019 - 00:00,0.09,0.0,760.85,0.44,0.16,,0.0,5.72,22.67,28.28,20.53,26.81,,3.25,27.4,26.7,-0.4,103.03,0.87,13-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Dec-2019 - 00:00,0.05,0.0,761.57,0.72,0.16,,0.0,11.5,26.41,37.84,12.18,38.86,,4.3,32.47,25.77,-0.4,90.84,0.74,14-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Dec-2019 - 00:00,0.2,0.12,762.81,0.82,0.0,,0.0,24.3,28.54,47.67,9.19,43.58,,4.19,23.39,25.12,-0.4,95.28,0.49,15-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Dec-2019 - 00:00,0.08,0.0,762.21,0.69,0.0,,0.0,17.57,22.68,40.21,17.51,39.52,,7.4,38.94,25.7,-0.4,82.02,0.65,16-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Dec-2019 - 00:00,0.04,0.09,761.71,0.6,0.0,,0.0,9.3,22.04,31.33,15.95,34.59,,9.84,37.29,26.0,-0.4,93.75,0.96,17-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Dec-2019 - 00:00,0.09,0.08,762.31,0.49,0.18,,0.0,9.03,22.94,31.94,24.5,44.05,,8.41,35.34,26.46,-0.4,100.0,1.15,18-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Dec-2019 - 00:00,0.16,0.1,762.59,0.47,0.0,,0.0,9.7,26.4,36.08,20.06,62.33,,8.65,38.19,26.52,-0.4,98.81,0.98,19-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Dec-2019 - 00:00,0.12,0.1,761.87,0.44,0.31,,0.0,5.25,29.14,34.34,27.11,47.15,,7.81,22.51,26.73,-0.4,117.62,1.04,20-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Dec-2019 - 00:00,0.21,0.16,761.44,0.52,0.05,,0.04,4.39,26.09,30.4,33.2,61.42,,4.93,43.2,26.47,-0.4,115.96,0.86,21-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Dec-2019 - 00:00,0.04,0.09,761.77,0.59,0.0,,0.0,10.81,26.83,37.53,29.34,77.18,,3.75,43.84,25.71,-0.4,101.23,0.66,22-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Dec-2019 - 00:00,0.0,0.0,761.86,0.65,0.0,,0.0,12.45,24.03,36.4,33.37,50.29,,7.48,35.71,25.98,-0.4,104.77,0.89,23-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Dec-2019 - 00:00,0.46,1.35,762.16,0.64,0.54,,0.0,8.81,28.61,37.4,25.08,56.23,,3.01,39.96,25.47,-0.31,102.35,1.0,24-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Dec-2019 - 00:00,0.5,1.5,762.91,0.7,0.6,,0.0,10.08,25.83,35.9,21.75,51.75,,5.64,23.25,25.28,-0.15,101.62,0.84,25-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Dec-2019 - 00:00,0.5,1.5,762.75,0.59,0.6,,0.0,13.87,23.48,37.32,27.47,38.86,,4.75,35.18,26.15,-0.45,112.32,0.73,26-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Dec-2019 - 00:00,0.5,1.5,762.61,0.57,0.6,,0.0,17.3,22.97,40.26,17.97,57.0,,6.48,31.72,24.85,-0.48,105.83,0.38,27-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Dec-2019 - 00:00,0.48,1.26,761.85,0.65,0.52,,0.07,25.22,17.39,42.57,18.55,37.1,,6.15,28.28,25.25,-0.48,106.93,0.38,28-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Dec-2019 - 00:00,0.0,0.0,762.01,0.76,0.0,,0.0,13.91,24.61,38.46,24.64,40.65,,4.16,34.07,25.63,-0.45,103.95,0.73,29-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Dec-2019 - 00:00,0.0,0.08,762.37,0.53,0.0,,0.0,10.03,18.84,28.64,27.54,65.74,,5.09,37.19,25.37,-0.44,87.0,0.88,30-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Dec-2019 - 00:00,0.09,0.0,762.66,0.6,0.0,,0.0,7.01,19.81,26.62,31.19,45.71,,4.14,43.58,24.84,-0.43,100.63,0.96,31-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-Dec-2019 - 00:00,0.0,0.0,763.42,0.7,0.0,,0.0,22.45,17.17,39.62,36.87,47.58,,5.87,2.76,24.55,-0.49,134.16,0.22,01-Jan-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
