from date,Benzene,Toluene,BP,CO,Eth-Benzene,MP-Xylene,O Xylene,NO,NO2,NOx,Ozone,PM2.5,RH,SO2,SR,Temp,VWS,WD,WS,to date,station
21-Aug-2019 - 00:00,0.16,0.39,756.78,0.47,1.2,,0.6,9.46,13.55,23.01,10.13,34.46,,53.88,109.35,29.11,-0.46,278.41,0.48,22-Aug-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Aug-2019 - 00:00,0.09,0.39,756.74,0.35,0.66,,0.83,9.08,13.04,22.12,9.98,37.28,,4.0,83.31,28.24,-0.48,296.35,0.42,23-Aug-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Aug-2019 - 00:00,0.17,0.12,756.84,0.56,0.71,,0.32,8.52,13.17,21.69,11.44,32.76,,7.74,117.46,29.12,-0.47,271.94,0.46,24-Aug-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Aug-2019 - 00:00,0.15,0.32,757.2,0.57,0.83,,0.61,8.35,14.14,22.49,13.93,24.81,,4.74,140.4,28.61,-0.47,269.15,0.53,25-Aug-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Aug-2019 - 00:00,0.11,0.12,756.66,0.51,0.79,,0.64,8.31,13.23,21.54,13.63,37.01,,4.6,140.13,29.47,-0.51,265.17,0.4,26-Aug-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Aug-2019 - 00:00,0.14,0.39,756.42,0.53,1.2,,1.34,8.35,22.22,30.57,18.85,24.3,,5.48,130.33,30.17,-0.46,276.74,0.55,27-Aug-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Aug-2019 - 00:00,0.12,0.1,755.93,0.39,0.91,,1.14,8.29,24.64,32.92,21.28,29.07,,4.77,123.47,30.39,-0.47,268.01,0.48,28-Aug-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Aug-2019 - 00:00,0.36,0.23,756.68,0.48,1.22,,1.37,8.59,14.75,23.34,20.46,32.98,,5.6,113.06,28.83,-0.47,241.38,0.44,29-Aug-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Aug-2019 - 00:00,0.12,0.44,756.38,0.54,1.14,,0.67,8.01,13.43,21.45,15.87,34.24,,5.69,136.71,29.64,-0.48,242.58,0.39,30-Aug-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Aug-2019 - 00:00,0.11,0.09,755.06,0.58,0.43,,0.91,9.03,15.24,24.27,13.67,28.77,,6.49,119.79,28.68,-0.46,255.7,0.6,31-Aug-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-Aug-2019 - 00:00,0.15,0.09,754.54,0.56,1.07,,1.51,8.11,16.0,24.1,12.51,38.04,,4.71,67.07,28.64,-0.48,279.97,0.31,01-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Sep-2019 - 00:00,0.31,0.28,756.28,0.56,1.09,,0.83,9.35,14.87,24.22,9.53,37.64,,4.12,66.9,28.11,-0.5,190.17,0.18,02-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Sep-2019 - 00:00,0.21,0.28,756.88,0.61,1.14,,1.44,7.54,10.54,18.08,13.79,27.45,,4.92,73.23,28.51,-0.5,244.25,0.27,03-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Sep-2019 - 00:00,0.18,0.11,756.57,0.57,0.75,,1.03,8.57,15.06,23.63,8.02,23.92,,4.25,107.77,27.81,-0.49,210.78,0.42,04-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Sep-2019 - 00:00,0.21,0.09,755.72,0.49,0.64,,0.6,8.29,13.68,21.97,9.72,28.9,,4.8,113.89,28.59,-0.48,259.87,0.61,05-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Sep-2019 - 00:00,0.1,0.0,755.25,0.54,0.42,,0.51,8.53,13.93,22.46,10.31,27.05,,8.34,128.96,30.19,-0.47,280.89,0.84,06-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Sep-2019 - 00:00,0.0,0.22,755.19,1.73,0.71,,0.13,6.4,18.59,24.71,12.67,31.89,,5.54,98.89,30.46,-0.47,264.73,0.89,07-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Sep-2019 - 00:00,0.05,0.09,755.68,1.86,1.01,,0.52,5.06,8.42,13.47,12.59,40.91,,5.77,109.25,30.92,-0.47,250.64,0.74,08-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Sep-2019 - 00:00,0.0,0.2,756.51,1.41,0.19,,0.45,5.48,8.98,14.46,12.04,29.53,,6.14,141.64,31.36,-0.48,237.47,0.7,09-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Sep-2019 - 00:00,0.05,0.09,756.15,1.39,1.31,,1.2,5.34,8.85,14.19,11.01,34.83,,5.2,97.06,30.84,-0.49,246.14,0.49,10-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Sep-2019 - 00:00,0.0,0.0,756.3,1.68,0.4,,0.5,5.17,8.5,13.67,20.55,43.07,,5.47,110.94,30.57,-0.24,258.6,0.51,11-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Sep-2019 - 00:00,0.0,0.0,757.8,1.74,0.49,,1.27,5.26,8.63,13.9,16.69,27.74,,4.92,69.53,28.73,0.0,231.18,0.51,12-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Sep-2019 - 00:00,0.0,0.0,759.13,2.0,0.28,,1.14,5.4,8.68,14.09,15.39,25.2,,5.37,128.47,27.72,0.0,277.54,0.84,13-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Sep-2019 - 00:00,0.0,0.21,759.12,1.09,1.18,,0.93,5.36,8.72,14.07,19.77,27.29,,4.87,120.33,28.61,0.0,273.19,0.52,14-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Sep-2019 - 00:00,0.0,0.0,758.7,0.56,0.7,,0.68,5.22,8.59,13.81,19.5,30.44,,5.22,108.13,28.63,-0.24,253.38,0.59,15-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Sep-2019 - 00:00,0.0,0.09,758.06,0.73,1.19,,0.75,5.29,8.29,13.59,17.79,24.99,,5.2,108.97,28.93,-0.46,258.57,0.92,16-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Sep-2019 - 00:00,0.0,0.0,756.65,1.59,1.16,,1.22,5.34,8.37,13.71,14.49,26.25,,5.9,144.23,29.5,-0.45,281.12,1.01,17-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Sep-2019 - 00:00,0.0,0.0,756.44,1.86,0.25,,0.91,5.35,8.43,13.78,16.83,21.06,,5.34,70.8,28.06,-0.46,246.56,0.77,18-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Sep-2019 - 00:00,0.0,0.1,756.76,1.9,0.44,,0.51,5.39,8.5,13.89,18.92,26.92,,6.01,64.3,28.15,-0.49,271.14,0.47,19-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Sep-2019 - 00:00,0.05,0.33,758.13,2.31,0.52,,1.11,5.43,9.03,14.46,18.31,26.17,,8.18,42.7,25.78,-0.48,134.5,0.59,20-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Sep-2019 - 00:00,0.12,0.1,758.06,2.14,0.08,,0.09,4.9,7.51,12.24,13.07,35.19,,4.73,66.81,27.57,-0.49,110.99,0.41,21-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Sep-2019 - 00:00,0.0,0.09,757.42,1.76,0.28,,0.23,5.07,13.19,8.12,16.21,46.13,,3.88,72.23,28.4,-0.5,140.08,0.24,22-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Sep-2019 - 00:00,0.05,0.0,758.04,1.57,0.5,,0.45,6.12,13.31,7.49,14.48,55.37,,5.29,64.05,27.19,-0.49,80.78,0.36,23-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Sep-2019 - 00:00,0.32,0.0,757.95,0.72,0.96,,1.53,4.74,12.14,7.4,26.33,55.14,,3.33,95.64,28.66,-0.48,107.46,0.68,24-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Sep-2019 - 00:00,0.05,0.0,757.84,1.3,0.09,,0.39,4.51,11.63,7.15,25.06,33.5,,5.02,77.63,28.11,-0.5,172.15,0.34,25-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Sep-2019 - 00:00,0.0,0.0,758.96,1.2,0.55,,0.31,3.77,10.3,6.57,11.56,19.22,,5.34,103.71,27.58,-0.48,227.92,0.53,26-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Sep-2019 - 00:00,0.14,0.16,761.7,1.53,0.1,,0.35,4.05,10.67,6.74,13.56,19.9,,5.42,107.08,27.12,-0.49,222.68,0.43,27-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Sep-2019 - 00:00,0.05,0.0,762.6,1.45,0.28,,0.37,5.07,12.68,7.61,10.8,19.81,,6.11,123.43,28.52,-0.49,175.5,0.31,28-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Sep-2019 - 00:00,0.0,0.0,761.77,1.23,0.17,,0.37,5.19,12.19,7.01,10.64,30.87,,6.21,114.43,28.55,-0.49,157.78,0.3,29-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Sep-2019 - 00:00,0.0,0.0,761.79,1.11,0.1,,0.25,5.52,12.1,6.59,11.89,34.78,,5.71,111.82,28.79,-0.49,111.83,0.41,30-Sep-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Sep-2019 - 00:00,0.0,0.0,761.3,1.1,0.39,,0.65,4.58,11.01,6.45,19.37,24.5,,5.67,117.13,28.72,-0.49,168.86,0.34,01-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Oct-2019 - 00:00,0.0,0.0,760.74,1.21,0.36,,0.33,5.88,17.72,12.26,20.37,39.94,,5.77,100.82,28.77,-0.5,182.02,0.35,02-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Oct-2019 - 00:00,0.0,0.0,760.51,1.34,0.09,,0.26,3.55,25.34,25.83,21.54,40.93,,6.59,106.94,29.17,-0.5,179.31,0.34,03-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Oct-2019 - 00:00,0.0,0.11,760.11,1.29,0.0,,0.44,11.2,27.87,24.43,11.92,26.4,,7.88,93.81,29.06,-0.5,184.39,0.39,04-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Oct-2019 - 00:00,0.05,0.0,759.82,1.35,0.29,,0.4,1.52,23.53,22.83,13.0,30.74,,3.22,104.46,29.11,-0.5,186.98,0.38,05-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Oct-2019 - 00:00,0.0,0.0,759.46,1.04,0.31,,0.42,4.0,22.25,18.57,17.78,98.81,,2.94,97.22,28.5,-0.49,223.14,0.38,06-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Oct-2019 - 00:00,0.0,0.0,759.68,0.97,0.18,,0.79,5.46,22.05,16.58,11.45,23.88,,2.72,51.4,28.77,-0.5,210.2,0.34,07-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Oct-2019 - 00:00,0.0,0.0,759.63,0.94,0.0,,0.32,3.97,21.4,17.45,20.03,24.9,,4.13,74.31,29.09,-0.5,172.91,0.3,08-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Oct-2019 - 00:00,0.0,0.0,759.29,1.2,0.08,,0.0,3.97,21.62,17.65,23.61,25.81,,6.18,71.2,28.98,-0.5,178.57,0.29,09-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Oct-2019 - 00:00,1.05,1.63,759.18,1.53,2.24,,0.51,4.9,23.5,18.6,15.92,24.64,,5.91,87.75,28.96,-0.5,170.39,0.28,10-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Oct-2019 - 00:00,0.05,0.0,759.49,1.45,0.34,,0.2,5.84,22.83,17.0,11.15,22.49,,6.63,83.21,28.67,-0.5,150.43,0.25,11-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Oct-2019 - 00:00,0.0,0.0,759.52,1.42,0.25,,0.0,5.47,21.78,16.34,9.55,22.68,,5.22,107.42,28.98,-0.49,157.93,0.3,12-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Oct-2019 - 00:00,0.18,0.0,759.65,1.26,0.53,,2.38,5.54,21.88,16.38,8.04,21.62,,6.09,105.33,29.31,-0.48,113.85,0.49,13-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Oct-2019 - 00:00,0.0,0.32,759.93,0.99,0.09,,0.89,4.98,21.2,16.23,12.66,21.61,,5.12,104.2,29.47,-0.48,116.38,0.53,14-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Oct-2019 - 00:00,0.04,0.64,760.08,0.89,0.48,,0.82,5.76,21.15,15.45,10.66,21.53,,5.77,103.21,29.37,-0.45,116.78,1.16,15-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Oct-2019 - 00:00,0.0,0.51,759.59,1.05,0.29,,1.66,6.62,23.37,16.78,15.59,21.91,,7.56,90.78,28.46,-0.44,103.31,1.55,16-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Oct-2019 - 00:00,0.05,0.5,760.17,0.83,0.14,,0.58,6.44,23.81,17.38,10.43,23.95,,6.5,62.53,26.67,-0.44,108.7,1.58,17-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Oct-2019 - 00:00,0.13,0.25,760.82,1.12,0.08,,1.15,11.04,26.62,15.58,9.91,60.23,,10.7,25.08,25.23,-0.47,77.58,0.91,18-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Oct-2019 - 00:00,0.15,0.29,760.46,1.1,0.35,,1.01,8.8,25.16,16.36,18.3,54.36,,5.62,79.66,27.16,-0.47,93.37,0.99,19-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Oct-2019 - 00:00,0.05,0.1,760.81,0.86,0.09,,0.47,7.02,25.31,18.3,11.74,62.22,,5.8,53.79,26.83,-0.45,84.36,1.3,20-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Oct-2019 - 00:00,0.05,0.1,760.56,1.08,0.0,,0.65,7.33,25.19,17.87,11.59,61.11,,5.33,41.95,26.21,-0.47,74.66,0.97,21-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Oct-2019 - 00:00,0.05,0.49,759.9,1.12,0.29,,0.21,7.08,25.41,18.33,8.41,50.26,,8.59,36.06,25.09,-0.46,79.83,1.0,22-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Oct-2019 - 00:00,0.0,0.23,758.73,1.05,0.09,,0.65,5.79,25.92,20.13,11.63,40.26,,5.65,31.79,24.72,-0.48,95.6,0.66,23-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Oct-2019 - 00:00,0.14,0.18,757.57,0.89,0.14,,0.65,5.93,23.39,18.26,20.09,66.32,,5.5,98.05,27.37,-0.49,194.33,0.45,24-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Oct-2019 - 00:00,0.08,0.16,758.95,1.4,0.0,,0.58,3.85,23.28,19.47,16.96,53.97,,22.53,76.17,27.6,-0.51,222.72,0.22,25-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Oct-2019 - 00:00,0.0,0.43,759.09,0.79,0.0,,1.05,6.03,24.03,18.0,13.2,49.94,,15.37,48.63,27.27,-0.48,94.95,0.94,26-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Oct-2019 - 00:00,0.0,0.1,760.17,0.88,0.1,,0.35,8.83,24.3,23.0,9.05,118.02,,15.08,40.07,26.5,-0.5,151.9,0.26,27-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Oct-2019 - 00:00,1.06,1.46,760.11,1.09,0.09,,0.5,9.51,28.63,38.01,10.28,146.26,,18.15,85.45,28.08,-0.48,98.69,0.91,28-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Oct-2019 - 00:00,1.53,3.48,760.48,1.09,0.0,,0.1,4.96,22.29,26.19,10.41,72.66,,18.39,58.2,27.11,-0.45,82.42,1.73,29-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Oct-2019 - 00:00,0.0,0.12,760.18,1.01,0.0,,0.8,5.82,26.27,32.04,17.71,28.81,,10.12,72.02,27.78,-0.45,109.98,1.76,30-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Oct-2019 - 00:00,0.0,0.21,761.15,1.14,0.32,,1.23,7.16,25.07,32.22,9.14,14.86,,5.15,25.71,24.73,-0.49,96.28,0.55,31-Oct-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-Oct-2019 - 00:00,0.13,0.12,760.8,1.25,0.1,,0.5,10.54,24.66,35.2,9.27,38.2,,7.55,46.76,26.03,-0.51,117.08,0.23,01-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Nov-2019 - 00:00,0.0,0.32,760.47,1.14,0.0,,0.48,8.64,25.04,33.68,12.36,32.46,,8.1,81.85,27.16,-0.48,90.22,0.79,02-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Nov-2019 - 00:00,0.0,0.53,760.61,1.29,0.09,,0.0,11.33,22.38,33.6,15.55,44.73,,7.34,80.12,28.12,-0.47,99.15,0.86,03-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Nov-2019 - 00:00,0.21,0.3,761.47,1.05,0.0,,0.0,8.52,26.28,34.72,11.56,73.61,,8.21,69.79,28.08,-0.44,84.94,1.44,04-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Nov-2019 - 00:00,0.0,0.1,761.66,1.25,0.0,,0.0,7.96,28.92,36.52,23.18,112.74,,7.16,62.19,27.99,-0.46,75.93,1.13,05-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Nov-2019 - 00:00,0.06,1.32,759.98,1.21,0.1,,0.11,8.85,30.36,39.15,33.73,102.04,,4.64,69.44,28.08,-0.44,127.35,1.38,06-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Nov-2019 - 00:00,0.0,1.27,758.84,1.57,0.24,,0.29,8.3,22.29,30.46,32.75,99.08,,5.47,71.62,28.13,-0.47,114.43,0.89,07-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Nov-2019 - 00:00,0.0,0.93,758.63,1.53,0.26,,0.2,14.34,14.99,29.2,32.15,118.63,,5.41,58.62,27.96,-0.49,118.63,0.38,08-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Nov-2019 - 00:00,0.0,0.4,759.07,1.25,0.19,,0.0,12.09,16.92,28.48,38.36,120.93,,5.31,66.56,28.71,-0.49,142.38,0.41,09-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Nov-2019 - 00:00,0.0,0.56,759.56,1.22,0.1,,0.0,12.43,13.15,25.5,35.25,101.0,,4.58,44.7,28.02,-0.49,118.67,0.33,10-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Nov-2019 - 00:00,0.0,0.57,759.68,1.22,0.0,,0.0,18.03,11.76,29.71,26.34,103.12,,5.84,54.58,28.28,-0.48,87.56,0.72,11-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Nov-2019 - 00:00,0.07,0.62,759.97,1.08,0.11,,0.27,10.18,14.82,24.88,30.4,60.82,,9.31,50.26,27.42,-0.44,79.38,1.34,12-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Nov-2019 - 00:00,0.12,0.84,760.81,0.82,0.1,,0.0,9.67,19.25,28.91,15.71,36.59,,3.92,57.69,28.13,-0.43,94.48,1.72,13-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Nov-2019 - 00:00,0.12,0.61,761.38,0.76,0.09,,0.0,11.96,16.11,28.06,15.68,37.52,,7.32,44.1,27.9,-0.42,95.93,1.82,14-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Nov-2019 - 00:00,0.12,0.87,761.18,0.73,0.13,,0.0,12.05,7.37,19.42,13.03,24.16,,6.86,54.86,27.71,-0.45,111.25,1.19,15-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Nov-2019 - 00:00,0.12,0.99,761.51,0.69,0.0,,0.12,13.33,8.95,22.28,5.77,24.33,,10.3,47.75,25.95,-0.42,75.92,1.93,16-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Nov-2019 - 00:00,0.07,0.7,761.25,0.82,0.22,,0.1,11.14,11.5,22.65,12.98,55.55,,7.15,44.9,27.34,-0.2,85.7,1.45,17-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Nov-2019 - 00:00,0.0,0.79,761.32,0.67,0.0,,0.0,9.33,12.82,22.09,21.37,63.17,,8.96,42.55,26.6,0.0,74.48,1.33,18-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Nov-2019 - 00:00,0.0,0.38,761.22,0.62,0.18,,0.0,10.95,7.78,18.71,7.82,32.42,,4.07,48.01,27.64,-0.0,95.92,0.73,19-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Nov-2019 - 00:00,0.32,3.19,761.06,0.84,0.11,,0.0,15.41,7.77,23.15,14.49,38.48,,3.02,35.53,26.72,-0.48,96.57,0.71,20-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Nov-2019 - 00:00,0.25,1.39,760.81,0.73,0.15,,0.2,10.85,8.15,18.92,15.25,24.26,,6.87,56.32,26.94,-0.49,90.81,0.73,21-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Nov-2019 - 00:00,0.0,0.84,761.61,0.82,0.0,,0.47,8.3,7.86,16.02,19.37,21.76,,13.22,52.75,27.16,-0.48,112.23,1.11,22-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Nov-2019 - 00:00,0.07,0.32,762.39,0.66,0.09,,0.62,9.4,10.07,19.47,17.4,34.57,,12.82,42.93,26.8,-0.41,91.48,2.12,23-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Nov-2019 - 00:00,0.0,0.25,762.67,0.72,0.11,,1.13,12.37,23.38,35.74,12.69,67.16,,15.44,23.08,25.22,-0.45,85.49,1.34,24-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Nov-2019 - 00:00,0.05,0.33,761.93,0.67,0.09,,0.54,9.46,12.91,22.37,28.16,73.87,,9.28,44.97,26.19,-0.4,81.25,2.16,25-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Nov-2019 - 00:00,0.15,0.33,761.76,0.7,0.0,,0.89,8.67,13.01,21.67,17.45,50.96,,3.81,40.31,26.58,-0.4,90.06,2.18,26-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Nov-2019 - 00:00,0.0,0.37,760.95,0.65,0.0,,0.0,8.7,13.21,21.91,23.88,56.23,,15.06,34.42,26.53,-0.41,97.77,1.91,27-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Nov-2019 - 00:00,0.0,0.0,760.47,0.57,0.0,,0.54,5.57,11.61,17.17,24.46,30.09,,11.59,37.47,27.87,-0.41,111.92,2.01,28-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Nov-2019 - 00:00,0.06,0.24,761.1,0.62,0.1,,0.44,8.5,9.72,18.04,14.85,51.17,,8.42,49.22,26.96,-0.42,101.21,1.8,29-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Nov-2019 - 00:00,0.08,0.57,761.26,0.6,0.0,,0.85,7.86,11.03,18.86,12.53,15.36,,11.42,40.81,27.29,-0.4,109.63,2.24,30-Nov-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Nov-2019 - 00:00,0.16,0.41,761.33,0.46,0.0,,0.22,6.68,11.07,17.74,16.69,15.01,,9.75,43.95,26.11,-0.43,107.44,1.66,01-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Dec-2019 - 00:00,0.27,0.1,761.99,0.49,0.09,,0.0,8.26,9.89,18.08,6.78,38.72,,5.37,30.33,24.45,-0.48,98.71,0.65,02-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Dec-2019 - 00:00,0.14,0.0,761.9,0.62,0.08,,0.0,11.5,10.48,21.97,7.27,45.84,,4.51,32.37,26.08,-0.48,103.6,0.7,03-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Dec-2019 - 00:00,0.18,0.23,761.76,0.49,0.1,,0.08,7.27,13.55,20.82,13.27,24.51,,3.36,44.85,27.37,-0.49,111.15,0.97,04-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Dec-2019 - 00:00,0.09,0.19,762.54,0.46,0.28,,0.09,5.67,14.39,20.06,30.9,5.87,,3.01,40.91,27.24,-0.48,113.02,1.43,05-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Dec-2019 - 00:00,0.15,0.21,763.25,0.48,0.39,,0.0,6.24,14.19,20.39,42.55,61.95,,8.27,40.03,26.91,-0.48,112.17,1.3,06-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Dec-2019 - 00:00,0.05,0.09,762.85,0.59,0.0,,0.0,5.75,15.54,21.11,39.67,36.19,,4.09,41.3,26.48,-0.43,104.55,1.43,07-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Dec-2019 - 00:00,0.11,0.35,762.03,0.66,0.23,,0.0,5.05,23.98,28.73,16.46,33.64,,3.36,32.43,24.78,-0.4,71.4,0.88,08-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Dec-2019 - 00:00,0.04,0.17,762.45,0.57,0.07,,0.17,12.72,22.79,28.56,21.43,31.15,,3.96,41.97,26.09,-0.4,96.9,0.57,09-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Dec-2019 - 00:00,0.11,0.09,762.35,0.56,0.0,,0.0,6.6,24.01,27.83,20.93,18.01,,6.15,25.84,26.36,-0.4,94.78,0.81,10-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Dec-2019 - 00:00,0.06,0.08,761.5,0.52,0.0,,0.0,5.9,22.56,27.45,15.05,37.04,,4.2,29.16,25.93,-0.4,105.91,0.82,11-Dec-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
