from date,PM2.5,Benzene,Temp,RH,SR,RF,Toluene,Eth-Benzene,MP-Xylene,O Xylene,WS,NO2,NO,WD,NOx,NH3,SO2,CO,Ozone,PM10,to date,station
03-Aug-2019 - 00:00,20.67,1.32,29.03,84.38,411.15,0.0,22.39,6.53,9.77,0.26,3.33,18.28,1.38,95.85,5.07,10.54,3.45,0.37,18.9,40.53,04-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Aug-2019 - 00:00,33.3,1.27,27.64,92.08,163.12,0.07,15.31,5.31,5.57,0.18,3.45,18.04,0.65,110.42,4.19,10.91,5.61,0.39,11.09,36.05,05-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Aug-2019 - 00:00,24.8,1.35,27.93,91.29,121.37,0.08,17.29,5.61,6.65,0.2,3.12,18.53,0.85,116.99,4.71,10.87,5.18,0.44,9.31,43.06,06-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Aug-2019 - 00:00,33.34,1.16,28.28,88.9,252.08,0.07,20.72,4.4,7.95,0.31,2.94,20.33,0.48,143.78,5.43,10.64,5.37,0.43,9.17,43.79,07-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Aug-2019 - 00:00,31.71,1.36,28.12,89.33,193.27,0.08,22.27,4.36,8.54,0.37,3.54,19.15,0.77,142.01,4.99,10.71,7.01,0.38,8.9,44.56,08-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Aug-2019 - 00:00,61.91,1.28,27.51,92.89,107.92,0.1,20.28,4.17,8.34,0.3,3.66,20.85,2.7,143.24,6.64,10.5,6.78,0.44,9.69,58.98,09-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Aug-2019 - 00:00,52.46,1.43,27.63,89.97,185.88,0.06,21.42,5.46,9.73,0.27,2.8,19.09,2.21,94.3,5.8,10.69,5.71,0.45,12.83,70.41,10-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Aug-2019 - 00:00,27.0,1.47,29.2,76.39,558.87,0.0,27.61,5.21,9.54,0.33,3.6,17.14,0.78,78.48,3.68,11.04,4.75,0.39,19.44,80.04,11-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Aug-2019 - 00:00,30.57,1.72,28.9,77.87,560.81,0.01,34.55,5.08,9.99,0.42,2.9,16.72,1.05,115.63,4.07,11.04,6.21,0.4,20.49,76.13,12-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Aug-2019 - 00:00,39.45,1.19,29.07,79.04,546.86,0.0,27.67,5.28,8.28,0.72,2.38,16.58,0.44,160.15,3.61,11.26,5.58,0.41,16.72,82.33,13-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Aug-2019 - 00:00,35.24,1.26,29.96,74.66,630.69,0.0,27.71,5.11,7.71,0.42,3.09,16.09,0.44,154.98,3.52,11.21,5.42,0.43,20.39,97.04,14-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Aug-2019 - 00:00,28.22,1.47,30.1,76.02,513.44,0.0,20.39,5.01,8.22,0.35,3.38,16.54,0.61,151.49,3.42,11.28,6.83,0.34,21.53,85.37,15-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Aug-2019 - 00:00,25.28,1.0,28.98,80.51,400.59,0.04,15.6,3.98,6.35,0.2,2.95,16.79,0.59,134.6,3.82,11.11,5.56,0.34,16.62,71.25,16-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Aug-2019 - 00:00,22.42,1.1,29.82,76.33,585.38,0.0,16.65,4.71,7.02,0.21,3.02,16.7,0.61,122.35,4.12,11.07,6.47,0.35,17.27,68.48,17-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Aug-2019 - 00:00,20.01,1.21,30.01,72.93,574.38,0.0,18.15,5.11,9.3,0.31,2.65,16.76,0.46,134.48,3.89,11.07,6.87,0.39,21.38,78.68,18-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Aug-2019 - 00:00,14.17,1.1,29.58,74.99,671.43,0.0,24.29,4.6,7.62,0.25,3.06,16.47,0.45,151.35,3.21,11.22,5.42,0.37,23.07,74.47,19-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Aug-2019 - 00:00,25.25,1.18,29.97,71.71,637.93,0.0,21.99,4.29,6.32,0.29,2.46,14.95,0.54,163.97,2.92,11.45,6.04,0.32,23.31,82.0,20-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Aug-2019 - 00:00,23.04,1.21,29.0,77.4,566.02,0.0,23.57,3.88,7.95,0.49,2.43,15.8,0.58,167.73,2.99,11.41,5.76,0.34,20.14,70.68,21-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Aug-2019 - 00:00,25.37,1.06,28.92,79.81,466.35,0.21,18.65,3.72,8.24,0.32,2.21,15.48,0.78,167.77,3.91,11.15,4.42,0.34,18.83,103.3,22-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Aug-2019 - 00:00,23.49,1.18,28.89,80.86,571.69,0.0,20.8,3.99,7.43,0.39,2.23,15.09,3.28,167.2,5.19,12.1,4.12,0.39,16.54,68.84,23-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Aug-2019 - 00:00,23.23,1.05,30.37,69.96,747.9,0.0,19.23,3.9,7.91,0.59,1.73,14.73,1.74,169.96,3.82,11.73,5.99,0.37,23.92,76.52,24-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Aug-2019 - 00:00,30.64,1.09,30.27,71.44,617.2,0.0,21.66,4.39,9.37,0.51,2.45,15.34,0.45,159.99,3.16,11.31,5.55,0.39,24.3,74.81,25-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Aug-2019 - 00:00,36.9,1.01,30.0,73.16,560.17,0.0,16.54,4.49,6.93,0.35,2.21,14.65,0.87,165.0,3.25,11.4,6.99,0.36,26.82,67.84,26-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Aug-2019 - 00:00,26.9,0.82,28.35,78.12,483.77,0.0,14.3,3.84,5.8,0.19,2.55,16.0,2.41,162.79,5.68,11.28,9.7,0.35,22.18,61.07,27-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Aug-2019 - 00:00,25.99,0.26,29.23,75.29,516.74,0.0,4.97,1.38,1.97,0.07,2.48,16.66,4.19,157.26,10.02,11.17,11.79,0.48,15.62,65.57,28-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Aug-2019 - 00:00,24.14,0.2,30.44,70.58,497.2,0.0,4.79,1.48,1.77,0.08,1.89,17.33,4.57,150.81,11.3,11.13,13.44,0.51,14.63,67.45,29-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Aug-2019 - 00:00,26.64,0.25,32.23,67.01,623.46,0.0,9.67,1.82,1.89,0.2,1.12,15.98,3.93,189.45,9.27,11.15,10.03,0.47,21.52,67.47,30-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
31-Aug-2019 - 00:00,40.27,0.2,29.85,86.68,429.76,0.21,5.59,1.62,2.84,0.13,2.1,17.12,4.18,129.06,10.21,11.05,11.67,0.71,11.79,61.7,01-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Sep-2019 - 00:00,85.8,0.23,28.56,87.0,452.82,0.0,4.7,1.57,1.85,0.06,2.46,15.23,4.1,115.84,8.4,11.3,11.5,0.54,11.58,58.49,02-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Sep-2019 - 00:00,21.7,0.2,29.31,75.12,641.81,0.0,5.01,1.41,1.97,0.07,2.52,15.4,4.31,146.34,9.1,11.25,10.88,0.58,16.63,69.07,03-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Sep-2019 - 00:00,26.54,0.18,28.62,81.72,388.57,0.04,5.25,1.46,2.13,0.08,2.11,15.6,4.4,138.67,9.28,11.16,11.09,0.59,13.67,65.57,04-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Sep-2019 - 00:00,27.3,0.19,28.6,85.29,424.02,0.01,4.92,1.53,2.63,0.09,2.06,15.55,4.16,136.12,9.04,11.21,9.47,0.6,10.54,59.6,05-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Sep-2019 - 00:00,28.65,0.17,28.98,82.84,516.42,0.0,4.85,1.46,2.36,0.13,2.33,15.84,4.48,123.38,9.75,11.09,11.85,0.58,12.53,60.38,06-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Sep-2019 - 00:00,31.08,0.18,28.67,82.74,358.27,0.0,4.26,2.07,1.88,0.06,2.6,15.81,4.17,105.09,9.21,11.22,9.94,0.63,11.87,62.36,07-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Sep-2019 - 00:00,40.93,0.16,28.69,82.74,396.5,0.0,4.19,1.44,1.86,0.1,2.35,15.15,4.34,102.62,8.9,11.36,9.92,0.63,10.59,62.82,08-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Sep-2019 - 00:00,31.95,0.17,28.56,83.05,366.08,0.04,4.49,1.79,2.43,0.08,2.46,16.03,4.31,112.04,9.6,11.13,12.0,0.7,12.58,63.49,09-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Sep-2019 - 00:00,28.57,0.1,27.42,90.39,241.25,0.12,2.54,0.75,1.19,0.03,2.56,18.55,3.8,124.23,6.0,10.93,12.31,0.36,8.84,59.42,10-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Sep-2019 - 00:00,23.23,0.21,28.35,84.99,327.65,0.04,3.93,1.36,2.08,0.05,2.46,18.19,3.87,106.41,11.61,10.34,10.26,0.47,14.54,62.64,11-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Sep-2019 - 00:00,16.48,0.14,27.52,88.07,270.03,0.01,3.85,1.1,2.39,0.04,2.36,21.88,2.99,130.72,14.87,8.85,9.27,0.38,22.26,67.77,12-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Sep-2019 - 00:00,16.48,0.14,26.64,89.66,255.17,0.02,3.81,1.09,2.36,0.04,2.43,21.88,2.99,134.45,14.71,8.85,9.27,0.38,22.26,67.77,13-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Sep-2019 - 00:00,19.66,0.17,27.85,84.31,342.57,0.0,4.51,1.32,2.41,0.07,2.87,20.59,3.5,131.98,13.6,9.84,9.51,0.54,17.24,68.16,14-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Sep-2019 - 00:00,28.69,0.15,26.46,91.9,177.39,0.11,4.68,1.21,1.83,0.07,2.06,16.1,4.18,135.88,6.76,11.22,12.8,0.52,12.45,60.3,15-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Sep-2019 - 00:00,31.43,0.21,28.32,83.35,398.46,0.0,6.32,1.55,2.33,0.11,1.89,14.11,3.93,163.28,7.6,11.44,9.77,0.62,14.7,65.86,16-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Sep-2019 - 00:00,28.14,0.22,28.78,81.91,494.9,0.0,5.31,1.26,2.2,0.08,1.77,14.58,4.41,146.06,8.51,11.3,11.24,0.61,12.87,71.06,17-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Sep-2019 - 00:00,34.45,0.2,28.18,87.97,319.38,0.05,5.9,1.47,2.51,0.15,1.72,15.98,3.86,137.75,9.27,11.31,10.0,0.62,13.0,73.35,18-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Sep-2019 - 00:00,37.14,0.21,28.2,90.2,258.24,0.02,5.62,1.76,2.73,0.37,1.63,14.83,4.23,177.35,8.32,11.45,10.73,0.71,13.72,62.81,19-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Sep-2019 - 00:00,30.89,0.22,28.77,89.01,279.0,0.12,6.31,1.89,5.52,1.58,1.6,17.09,3.83,240.53,10.09,11.17,9.75,0.82,8.18,58.23,20-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Sep-2019 - 00:00,28.36,0.21,28.01,87.45,500.09,0.07,5.6,1.38,3.74,0.74,1.52,16.55,4.24,167.85,9.9,11.18,11.25,0.74,7.79,56.38,21-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Sep-2019 - 00:00,28.93,0.23,29.89,78.02,535.09,0.0,7.7,2.22,5.07,0.83,1.85,18.47,3.99,200.45,11.38,10.93,10.97,0.91,7.22,70.24,22-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Sep-2019 - 00:00,19.73,0.03,31.24,74.88,467.39,0.0,1.22,0.3,0.48,0.07,1.62,15.67,4.26,140.74,0.41,10.86,9.18,0.13,5.27,67.89,23-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Sep-2019 - 00:00,25.95,0.19,29.68,83.01,415.86,0.09,4.75,1.43,3.15,0.84,1.25,,,193.24,0.0,,12.27,0.57,8.8,57.13,24-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Sep-2019 - 00:00,19.37,0.24,30.23,79.68,483.44,0.0,5.49,3.81,3.46,0.68,0.98,15.42,3.66,209.54,3.38,11.34,13.81,0.61,13.36,60.94,25-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Sep-2019 - 00:00,37.67,0.17,28.57,89.0,264.17,0.06,5.0,1.8,4.1,0.5,1.25,12.76,4.63,219.53,7.08,11.6,10.1,0.73,12.62,54.91,26-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Sep-2019 - 00:00,33.4,0.18,28.28,91.33,351.92,0.48,6.61,1.85,5.45,0.49,1.99,14.17,4.62,248.32,8.28,11.27,7.98,0.89,11.93,64.85,27-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Sep-2019 - 00:00,23.27,0.21,29.16,82.97,390.34,0.01,7.05,1.98,3.35,0.19,1.99,15.78,4.21,76.72,9.06,11.2,9.6,0.86,7.61,61.89,28-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Sep-2019 - 00:00,28.63,0.18,28.63,82.41,445.67,0.01,7.8,1.55,2.7,0.15,2.01,13.62,4.13,125.99,6.82,11.66,9.7,0.65,4.85,59.72,29-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Sep-2019 - 00:00,47.58,0.31,29.27,77.87,611.93,0.0,12.33,3.96,3.82,0.27,1.86,14.68,6.01,173.37,10.25,10.69,11.97,0.93,6.58,69.24,30-Sep-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Sep-2019 - 00:00,28.73,0.25,29.7,75.31,482.44,0.0,8.56,2.44,2.94,0.27,1.8,14.65,4.29,144.36,8.53,10.91,10.25,0.64,5.05,67.6,01-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Oct-2019 - 00:00,23.08,0.44,30.05,75.48,584.87,0.0,24.3,8.26,12.29,0.31,1.85,13.8,4.21,143.95,4.53,9.49,8.84,0.59,6.97,68.2,02-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Oct-2019 - 00:00,28.92,0.86,30.47,75.53,575.8,0.0,20.53,4.8,9.99,1.31,1.19,12.06,4.16,173.52,2.08,9.72,9.36,0.5,6.2,66.01,03-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Oct-2019 - 00:00,27.69,0.85,31.09,72.53,497.27,0.0,22.14,6.66,9.18,1.5,0.99,12.84,4.22,200.18,2.49,10.1,7.38,0.59,5.67,61.59,04-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Oct-2019 - 00:00,27.04,0.9,28.69,81.83,313.92,0.17,28.67,9.33,14.12,1.26,1.21,15.1,4.21,186.22,3.15,10.24,8.51,0.84,5.26,58.83,05-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Oct-2019 - 00:00,21.47,0.94,28.32,81.82,433.14,0.07,39.94,6.1,14.16,2.26,1.21,13.12,4.67,203.59,1.64,9.88,9.55,0.74,5.64,58.92,06-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Oct-2019 - 00:00,19.11,0.65,27.6,87.48,449.28,0.24,26.42,3.98,8.7,0.94,1.64,13.04,,128.86,0.0,10.47,9.09,0.78,,54.58,07-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Oct-2019 - 00:00,24.95,0.94,28.68,81.12,450.05,0.0,35.45,5.54,15.48,1.66,3.51,13.4,4.24,21.12,1.54,9.96,9.08,0.8,6.86,55.64,08-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Oct-2019 - 00:00,33.59,1.24,28.95,81.8,463.1,0.11,52.96,10.08,29.84,3.11,8.3,14.04,4.39,21.6,3.17,9.46,6.72,1.02,9.64,66.25,09-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Oct-2019 - 00:00,34.77,1.24,30.49,72.13,502.94,0.0,39.65,8.45,35.1,6.16,11.72,11.86,4.06,32.14,1.89,9.83,10.64,0.9,18.65,61.46,10-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Oct-2019 - 00:00,28.9,0.72,30.52,67.29,446.14,0.0,30.71,5.84,17.58,2.66,4.75,12.37,4.0,13.97,1.23,10.46,7.4,0.63,23.67,59.43,11-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Oct-2019 - 00:00,26.94,0.86,29.22,79.47,430.71,0.0,30.94,5.66,18.64,2.68,1.9,12.91,4.65,0.33,1.32,10.48,5.97,0.64,29.41,56.95,12-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Oct-2019 - 00:00,37.62,0.95,28.25,74.38,494.51,0.0,27.44,8.09,18.08,3.06,1.75,11.47,6.99,0.96,3.93,9.77,5.27,0.83,24.4,63.24,13-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Oct-2019 - 00:00,43.01,0.98,28.83,71.15,461.55,0.0,33.89,12.11,26.11,5.95,2.01,11.72,6.48,1.32,3.69,9.73,8.78,0.69,15.49,65.95,14-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Oct-2019 - 00:00,32.59,0.87,28.35,60.49,524.39,0.0,29.56,16.07,23.07,4.24,1.97,15.2,3.79,1.2,3.19,9.38,9.81,0.72,27.41,62.09,15-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Oct-2019 - 00:00,30.63,1.19,27.82,53.04,453.58,0.0,34.18,15.13,23.41,3.7,2.22,41.71,5.36,1.44,23.15,9.43,7.73,0.69,35.4,67.69,16-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Oct-2019 - 00:00,40.89,1.16,27.78,62.09,532.1,0.0,31.84,16.56,23.01,3.37,2.36,44.99,4.54,2.24,18.67,5.56,9.91,0.68,38.25,84.75,17-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Oct-2019 - 00:00,43.91,1.4,27.83,64.86,519.74,0.0,32.68,17.42,19.95,3.19,2.51,35.55,4.01,2.09,13.32,7.58,9.21,0.85,47.22,86.09,18-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Oct-2019 - 00:00,42.48,1.61,25.62,81.23,348.85,0.21,30.32,15.74,18.18,3.72,2.57,34.55,4.23,1.56,12.86,7.41,8.09,0.8,33.85,86.55,19-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Oct-2019 - 00:00,23.34,0.58,25.38,99.41,200.6,0.15,14.64,3.54,8.63,1.34,5.76,29.02,4.85,167.09,8.46,7.81,12.24,0.52,19.92,56.47,20-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Oct-2019 - 00:00,29.28,1.29,23.0,,119.67,0.44,25.85,5.45,17.15,3.36,3.01,26.03,4.2,89.7,8.55,8.35,6.57,0.71,21.62,54.24,21-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Oct-2019 - 00:00,21.87,1.33,25.0,89.68,381.16,0.04,35.99,5.96,13.13,1.47,1.72,27.95,4.26,47.21,9.92,7.97,11.97,0.67,11.58,57.6,22-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Oct-2019 - 00:00,22.05,1.24,25.28,91.04,351.79,0.18,29.78,7.26,19.07,2.28,1.73,32.68,4.27,44.22,12.03,7.32,7.67,0.8,17.86,59.72,23-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Oct-2019 - 00:00,20.97,1.02,25.14,96.16,386.23,0.17,25.07,5.47,20.0,3.97,1.8,27.66,4.63,46.83,9.76,7.89,12.13,0.67,22.1,54.18,24-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Oct-2019 - 00:00,31.48,1.02,24.4,98.47,376.67,0.04,27.19,6.67,20.42,3.74,1.82,25.78,4.4,47.02,8.49,8.2,3.96,0.79,23.85,63.45,25-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Oct-2019 - 00:00,31.45,0.92,24.83,90.88,448.21,0.09,25.65,7.39,19.54,3.46,1.86,25.48,4.48,42.4,8.52,8.17,9.33,0.68,29.56,61.43,26-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Oct-2019 - 00:00,24.34,0.98,25.58,95.45,306.7,0.03,32.98,7.69,24.07,3.51,2.07,24.66,4.33,35.4,7.95,8.43,9.06,0.77,19.01,63.56,27-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Oct-2019 - 00:00,28.88,1.09,27.0,86.03,529.1,0.06,32.86,7.28,26.67,4.7,2.08,23.08,4.21,41.31,7.06,8.43,8.55,0.81,16.96,67.91,28-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Oct-2019 - 00:00,25.01,1.06,26.89,86.55,533.96,0.2,28.12,5.65,22.23,4.51,2.05,21.94,4.0,46.24,6.29,8.71,8.98,0.67,20.16,65.01,29-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Oct-2019 - 00:00,20.85,1.0,26.63,88.7,573.86,0.0,26.32,4.7,10.66,1.0,1.9,6.37,10.2,42.99,4.16,11.62,8.66,0.73,20.56,59.89,30-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Oct-2019 - 00:00,31.57,0.9,27.23,85.57,435.56,0.0,24.16,5.54,11.06,1.06,1.83,6.56,9.22,35.02,3.95,11.48,1.18,0.64,21.23,66.59,31-Oct-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
31-Oct-2019 - 00:00,28.79,0.58,27.07,88.95,505.5,0.0,20.55,4.88,14.98,3.07,1.91,6.88,9.43,42.87,4.43,11.2,4.69,0.6,21.98,62.88,01-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Nov-2019 - 00:00,30.52,0.67,27.03,89.5,435.04,0.0,20.98,5.37,21.86,4.83,1.96,6.48,7.62,46.89,2.78,11.73,14.52,0.66,22.37,62.78,02-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Nov-2019 - 00:00,24.82,0.62,26.75,84.4,509.06,0.0,21.85,4.84,16.48,3.25,1.98,5.72,9.17,45.05,3.7,12.14,5.19,0.54,23.54,61.05,03-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Nov-2019 - 00:00,28.18,0.56,26.75,84.54,573.99,0.0,21.59,5.12,15.11,2.91,2.0,7.22,10.62,43.09,4.76,10.88,5.23,0.6,21.39,63.89,04-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Nov-2019 - 00:00,32.49,1.03,27.21,85.73,383.74,0.02,42.55,10.97,22.84,2.31,2.02,7.06,9.81,43.9,4.4,10.72,9.04,1.08,16.95,69.02,05-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Nov-2019 - 00:00,32.92,1.25,27.87,76.99,543.94,0.0,46.52,9.41,21.81,2.31,2.18,7.29,8.31,44.51,3.9,10.84,11.53,0.95,24.75,71.06,06-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Nov-2019 - 00:00,32.33,1.33,27.67,81.11,577.6,0.0,48.14,10.57,24.74,2.8,2.32,6.77,9.51,43.54,4.12,10.62,7.36,0.82,22.58,76.79,07-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Nov-2019 - 00:00,34.9,1.45,27.41,82.73,531.06,0.0,58.88,12.05,31.43,3.89,2.49,7.19,9.92,43.53,4.66,10.93,10.37,1.09,24.87,77.33,08-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Nov-2019 - 00:00,36.99,1.34,26.91,75.85,533.69,0.0,54.99,11.19,23.3,2.0,2.6,5.95,9.43,41.58,4.05,11.21,5.79,1.0,14.12,82.93,09-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Nov-2019 - 00:00,36.78,1.69,27.16,75.1,540.87,0.0,82.49,13.41,29.9,2.76,2.67,6.12,8.24,39.21,3.28,11.71,10.43,0.93,18.04,81.99,10-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Nov-2019 - 00:00,46.71,0.89,27.34,76.18,500.61,0.0,38.12,8.68,18.02,1.99,2.74,6.9,9.11,39.51,3.89,11.03,6.98,0.68,29.69,83.11,11-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Nov-2019 - 00:00,50.41,1.1,26.58,79.64,481.61,0.0,39.35,12.4,19.67,1.69,2.77,5.92,8.29,40.55,3.02,12.0,6.57,1.01,30.12,80.87,12-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Nov-2019 - 00:00,44.88,1.04,26.4,80.83,502.22,0.0,37.75,13.0,21.65,2.83,2.92,6.4,8.73,41.79,3.61,11.32,7.57,0.84,30.63,68.64,13-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Nov-2019 - 00:00,44.6,0.88,26.16,78.36,500.66,0.0,35.03,12.13,22.21,3.49,2.96,6.58,7.53,43.06,3.22,11.8,6.19,0.65,34.34,65.4,14-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Nov-2019 - 00:00,47.06,1.1,24.56,77.9,545.28,0.0,38.12,9.44,19.08,2.09,3.06,6.31,10.31,46.62,4.75,11.24,1.53,0.71,37.4,65.19,15-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
