from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT,WS,WD,RH,BP,to date,station
26-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,27-Jul-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
27-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,28-Jul-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
28-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,29-Jul-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
29-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,30-Jul-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
30-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,31-Jul-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
31-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,01-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
01-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,02-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
02-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,03-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
03-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,04-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
04-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,05-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
05-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,06-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
06-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,07-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
07-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,08-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
08-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,09-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
09-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,10-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
10-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,11-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
11-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,12-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
12-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,13-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
13-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,14-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
14-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,15-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
15-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,16-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
16-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,17-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
17-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,18-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
19-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,20-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
20-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,21-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
21-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,22-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
22-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,23-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
23-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,24-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
24-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,25-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
27-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,28-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
28-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,29-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
29-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,30-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
30-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,31-Aug-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
31-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,01-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
01-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,02-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
02-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,03-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
03-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,04-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
04-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,05-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
05-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,06-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
06-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,07-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
07-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,08-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
08-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,09-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
09-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,10-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
10-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,11-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
11-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,12-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
12-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,13-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
13-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,14-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
14-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,15-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
15-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,16-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
16-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,17-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
17-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,18-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
18-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,19-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
19-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,20-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
20-Sep-2019 - 00:00,20.6,46.83,5.5,2.58,4.02,1.81,12.83,0.58,22.0,0.03,17.77,26.39,0.81,175.52,73.56,719.6,21-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
21-Sep-2019 - 00:00,18.25,41.24,3.95,1.67,2.45,1.29,15.39,0.5,27.39,0.0,12.65,25.46,0.72,191.09,72.15,720.08,22-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
22-Sep-2019 - 00:00,17.5,34.27,4.39,1.81,2.8,1.34,14.64,0.51,28.86,0.0,13.04,26.29,0.65,195.92,72.81,720.68,23-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
23-Sep-2019 - 00:00,21.04,36.1,4.3,1.57,2.57,1.34,13.7,0.49,35.71,0.01,12.04,25.97,0.9,203.49,76.92,720.86,24-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
24-Sep-2019 - 00:00,12.51,19.91,3.54,1.49,2.11,1.21,15.73,0.48,47.52,0.0,9.64,24.39,0.89,164.71,81.36,720.01,25-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
25-Sep-2019 - 00:00,11.19,17.8,3.34,1.37,1.89,1.15,16.24,0.47,51.72,0.02,19.53,23.72,1.28,133.26,82.91,720.65,26-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
26-Sep-2019 - 00:00,14.46,22.59,3.34,1.42,1.93,1.11,15.09,0.48,43.32,0.04,14.98,23.81,1.98,143.29,82.03,723.44,27-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
27-Sep-2019 - 00:00,14.36,26.89,3.72,1.63,2.3,1.09,16.06,0.5,34.73,0.0,12.26,24.37,1.24,183.09,79.89,726.07,28-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
28-Sep-2019 - 00:00,16.51,30.78,4.12,1.79,2.64,1.25,14.76,0.51,32.39,0.1,11.02,25.08,0.63,197.1,76.69,724.92,29-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
29-Sep-2019 - 00:00,15.68,27.36,3.6,1.6,2.21,1.27,14.95,0.49,31.62,0.08,9.04,24.6,1.24,181.25,80.52,725.62,30-Sep-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
30-Sep-2019 - 00:00,27.13,58.22,4.35,1.51,2.53,1.28,15.77,0.48,55.44,0.05,13.77,26.4,1.53,173.62,72.53,724.17,01-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
01-Oct-2019 - 00:00,23.62,47.21,4.94,1.71,3.04,1.41,15.99,0.5,41.35,0.05,11.49,25.66,0.69,135.68,73.79,724.54,02-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
02-Oct-2019 - 00:00,19.94,35.36,5.06,1.91,3.25,1.41,17.55,0.52,38.43,0.02,12.59,26.4,0.75,226.26,72.74,724.31,03-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
03-Oct-2019 - 00:00,13.61,34.07,3.69,1.45,2.14,1.23,14.56,0.48,55.7,0.02,14.25,24.42,1.16,189.69,74.39,724.0,04-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
04-Oct-2019 - 00:00,16.46,33.58,4.56,1.65,2.77,1.27,16.02,0.5,49.94,0.0,13.03,24.22,0.88,209.76,76.39,723.83,05-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
05-Oct-2019 - 00:00,19.6,36.38,4.42,1.55,2.62,1.24,16.51,0.49,61.9,0.0,10.06,24.04,0.93,144.55,78.07,722.88,06-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
06-Oct-2019 - 00:00,20.76,32.48,5.08,1.56,2.97,1.31,16.34,0.49,48.92,0.0,8.54,23.7,0.65,183.44,81.44,723.42,07-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
07-Oct-2019 - 00:00,32.35,49.7,5.99,1.82,3.67,1.45,15.15,0.51,47.34,0.01,9.2,25.0,0.67,172.84,76.35,723.64,08-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
08-Oct-2019 - 00:00,34.86,50.52,3.65,1.36,2.04,1.16,15.78,0.47,60.26,,8.77,25.34,0.76,189.9,75.99,722.95,09-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
09-Oct-2019 - 00:00,25.77,32.36,3.64,1.37,2.03,2.03,13.07,0.47,61.6,0.01,11.8,,0.66,157.86,82.49,722.75,10-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
10-Oct-2019 - 00:00,34.86,43.27,3.52,1.38,1.98,1.07,17.26,0.47,56.36,0.0,10.05,24.98,0.64,127.94,81.69,723.05,11-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
11-Oct-2019 - 00:00,19.19,27.97,3.85,1.39,2.19,1.06,14.23,0.47,64.67,0.01,9.55,22.41,0.88,144.55,82.39,723.54,12-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
12-Oct-2019 - 00:00,24.1,39.18,4.22,1.57,2.53,1.14,16.32,0.49,53.05,0.0,9.94,24.82,0.77,150.29,76.83,723.43,13-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
13-Oct-2019 - 00:00,21.18,30.26,3.31,1.42,1.91,1.07,14.58,0.48,49.2,0.0,8.59,24.75,0.87,138.11,78.67,724.05,14-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
14-Oct-2019 - 00:00,35.83,51.22,7.84,2.14,4.75,1.83,15.13,0.56,38.02,0.02,7.3,24.58,0.71,167.22,80.54,724.41,15-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
15-Oct-2019 - 00:00,46.63,58.05,9.33,2.4,5.41,2.71,15.3,0.5,49.97,0.16,8.47,25.58,0.76,122.12,78.03,724.41,16-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
16-Oct-2019 - 00:00,47.97,64.85,5.61,2.07,3.42,3.45,15.44,0.42,59.05,0.14,10.84,24.03,0.89,104.9,80.07,724.49,17-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
17-Oct-2019 - 00:00,43.08,64.71,5.83,2.26,3.56,3.39,15.9,0.37,56.37,0.12,11.57,24.44,1.33,123.23,76.17,724.35,18-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
18-Oct-2019 - 00:00,8.95,20.96,5.75,1.66,3.09,3.32,15.04,0.24,33.76,0.1,9.28,24.25,1.82,133.78,77.66,724.06,19-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
19-Oct-2019 - 00:00,10.02,25.49,5.16,2.14,3.28,3.25,14.65,0.23,41.38,0.1,8.62,23.89,1.26,127.97,78.95,724.69,20-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
20-Oct-2019 - 00:00,12.52,29.05,5.8,2.39,3.66,3.25,15.11,0.32,40.01,0.13,11.9,24.38,1.27,155.35,76.78,724.21,21-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
21-Oct-2019 - 00:00,10.52,22.68,6.99,2.89,4.72,3.57,16.77,0.35,32.08,0.1,10.81,23.5,0.99,144.18,81.33,723.53,22-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
22-Oct-2019 - 00:00,13.12,28.72,9.01,3.04,5.95,4.16,13.67,0.45,41.07,0.1,10.55,24.05,0.87,140.22,78.12,722.03,23-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
23-Oct-2019 - 00:00,13.0,26.84,11.58,4.06,8.21,4.18,14.88,0.52,30.6,0.1,11.81,24.43,0.6,200.47,76.94,720.72,24-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
24-Oct-2019 - 00:00,9.53,20.6,11.87,4.77,9.16,4.4,16.79,0.38,21.37,0.08,9.25,23.27,0.82,239.89,81.57,721.17,25-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
25-Oct-2019 - 00:00,10.41,20.53,7.91,2.56,5.08,3.56,17.15,0.33,28.66,0.08,10.0,23.36,1.46,157.58,79.15,720.99,26-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
26-Oct-2019 - 00:00,14.72,26.46,9.81,3.92,6.94,3.9,15.87,0.49,31.43,0.08,12.11,23.89,1.68,162.27,77.27,722.45,27-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
27-Oct-2019 - 00:00,14.66,21.89,5.83,2.14,3.5,3.2,16.58,0.4,39.42,0.1,11.94,24.45,1.19,155.77,76.36,723.94,28-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
28-Oct-2019 - 00:00,18.04,29.0,7.81,2.43,4.81,3.49,18.06,0.39,27.26,0.11,13.35,24.9,1.47,154.93,76.79,724.18,29-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
29-Oct-2019 - 00:00,23.81,36.53,6.7,2.49,4.2,3.61,15.76,0.31,35.84,0.1,11.02,24.79,1.44,127.13,75.26,724.61,30-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
30-Oct-2019 - 00:00,15.68,22.36,4.51,2.53,2.97,3.35,18.7,,43.64,0.12,12.45,23.49,2.12,147.99,76.14,724.21,31-Oct-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
31-Oct-2019 - 00:00,10.42,19.67,4.95,2.29,3.0,3.29,16.37,0.11,31.54,0.1,12.29,23.94,1.99,139.47,75.78,723.59,01-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
01-Nov-2019 - 00:00,17.19,26.95,6.13,2.39,3.58,3.36,18.31,0.13,42.07,0.1,10.42,24.62,2.03,149.14,75.07,723.17,02-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
02-Nov-2019 - 00:00,16.12,31.22,9.21,3.4,6.35,3.96,19.44,0.36,24.7,0.08,12.4,24.31,1.14,166.8,74.82,724.68,03-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
03-Nov-2019 - 00:00,19.42,35.04,10.58,3.23,6.92,4.22,19.53,0.48,32.07,0.12,12.46,24.97,0.93,139.47,71.84,725.82,04-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
04-Nov-2019 - 00:00,26.94,37.26,9.04,2.36,5.34,3.7,21.5,0.44,50.88,0.12,11.85,25.96,0.92,145.75,68.11,726.01,05-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
05-Nov-2019 - 00:00,51.01,72.46,11.91,2.54,7.18,4.09,18.0,0.37,55.36,0.23,13.32,25.35,0.72,108.93,66.54,724.43,06-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
06-Nov-2019 - 00:00,57.06,84.18,14.17,3.55,8.98,4.46,18.86,0.48,54.15,0.19,14.23,24.87,0.77,121.42,67.14,722.42,07-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
07-Nov-2019 - 00:00,50.15,75.23,16.43,3.33,10.2,4.84,18.57,0.57,38.2,0.16,13.66,25.02,0.71,169.82,70.04,722.03,08-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
08-Nov-2019 - 00:00,36.19,56.25,16.16,4.2,10.88,4.82,16.67,0.41,30.71,0.11,11.19,25.41,0.65,187.57,69.53,722.82,09-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
09-Nov-2019 - 00:00,35.6,54.75,14.03,2.87,8.45,4.55,20.48,,53.48,0.15,11.14,25.07,0.69,128.7,66.8,723.3,10-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
10-Nov-2019 - 00:00,48.42,70.74,9.94,2.51,6.02,3.99,17.95,,67.33,0.18,10.69,24.56,0.86,117.05,63.39,723.83,11-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
11-Nov-2019 - 00:00,51.55,82.5,14.26,3.11,8.78,4.64,18.23,,58.46,0.22,12.52,23.79,0.77,137.61,65.28,723.9,12-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
12-Nov-2019 - 00:00,34.94,63.21,10.72,2.25,6.17,4.0,15.97,0.8,57.45,0.21,10.66,23.95,1.19,124.5,65.29,724.74,13-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
13-Nov-2019 - 00:00,45.17,70.5,12.74,2.62,7.58,4.47,17.24,0.56,70.13,0.19,8.15,23.66,0.84,134.36,57.78,725.95,14-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
14-Nov-2019 - 00:00,51.38,82.04,9.11,2.39,5.35,3.97,17.37,0.49,71.29,0.12,7.78,23.83,1.38,164.5,66.67,726.01,15-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
15-Nov-2019 - 00:00,60.71,91.71,8.24,2.4,5.08,4.02,17.32,0.52,78.44,0.15,7.74,24.97,1.58,151.78,64.55,725.48,16-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
16-Nov-2019 - 00:00,56.0,91.29,16.14,2.98,9.8,4.7,14.9,0.67,49.65,0.19,9.35,25.31,0.96,155.55,66.21,725.42,17-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
17-Nov-2019 - 00:00,54.79,84.0,8.31,2.28,4.77,3.83,16.18,0.38,79.57,0.19,7.2,25.01,0.91,107.03,61.36,725.74,18-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
18-Nov-2019 - 00:00,74.0,109.92,17.26,4.02,10.89,5.43,18.63,0.43,62.69,0.27,6.96,24.27,0.77,127.8,58.71,725.66,19-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
19-Nov-2019 - 00:00,63.58,97.33,11.42,2.34,6.76,4.39,16.19,0.51,38.99,0.24,6.84,24.5,0.79,115.46,67.68,725.23,20-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
20-Nov-2019 - 00:00,64.88,93.62,8.36,1.97,4.62,3.75,17.6,0.51,34.32,0.19,5.44,24.39,0.96,119.44,71.43,724.84,21-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
21-Nov-2019 - 00:00,71.0,105.42,8.54,2.24,4.72,3.64,16.09,0.53,52.27,0.17,5.97,23.98,1.52,137.64,65.55,726.14,22-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
22-Nov-2019 - 00:00,56.59,87.79,12.37,2.97,7.65,4.33,16.69,0.54,57.7,0.2,7.05,22.72,1.07,110.48,65.4,727.21,23-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
23-Nov-2019 - 00:00,49.19,82.43,15.49,4.27,10.3,4.57,15.27,0.56,48.88,0.18,6.99,22.75,0.87,140.19,62.1,726.78,24-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
24-Nov-2019 - 00:00,56.33,86.7,15.74,4.86,10.94,4.88,15.46,0.53,44.88,0.16,6.12,21.62,1.07,138.49,65.54,726.25,25-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
25-Nov-2019 - 00:00,59.22,91.51,15.99,3.86,10.16,4.79,16.42,0.95,64.69,0.19,6.0,22.64,1.27,138.23,63.88,725.66,26-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
26-Nov-2019 - 00:00,64.58,93.43,7.79,2.21,4.59,3.55,17.35,0.57,81.63,0.19,6.02,22.88,1.95,143.61,62.16,725.29,27-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
27-Nov-2019 - 00:00,57.75,87.0,8.78,2.21,5.0,3.77,16.48,0.79,79.4,0.17,5.97,23.43,1.58,151.25,58.43,725.29,28-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
28-Nov-2019 - 00:00,46.71,73.96,13.27,3.28,8.33,4.37,17.52,0.85,57.98,0.15,5.92,23.83,1.42,164.74,64.62,725.65,29-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
29-Nov-2019 - 00:00,41.53,65.2,7.06,2.57,4.52,3.51,16.79,0.83,50.23,0.13,5.41,24.79,1.58,161.35,64.65,725.64,30-Nov-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
30-Nov-2019 - 00:00,38.5,68.5,14.77,4.27,10.12,4.59,17.44,1.1,39.93,0.16,5.64,23.99,1.28,151.85,64.26,725.45,01-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
01-Dec-2019 - 00:00,32.02,51.67,10.06,4.15,7.54,4.33,16.98,,35.72,0.11,5.34,23.12,1.87,174.09,65.3,726.12,02-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
02-Dec-2019 - 00:00,22.74,33.31,7.72,2.16,4.62,3.55,17.95,0.76,25.56,0.12,4.57,21.96,1.23,144.1,72.59,726.36,03-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
03-Dec-2019 - 00:00,38.42,52.99,9.08,2.17,5.29,3.89,15.93,0.84,31.97,0.14,4.62,21.66,1.45,145.15,75.79,726.83,04-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
04-Dec-2019 - 00:00,64.81,95.3,7.41,2.07,4.27,3.72,15.64,0.93,69.68,0.2,4.94,23.25,1.91,154.06,65.68,727.26,05-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
05-Dec-2019 - 00:00,70.33,101.33,7.44,3.21,5.32,3.99,17.27,1.01,69.29,0.21,5.53,22.61,1.41,139.01,65.75,728.45,06-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
06-Dec-2019 - 00:00,75.51,109.3,8.32,3.47,6.18,4.21,15.16,0.7,69.87,0.19,5.12,21.5,1.27,127.06,65.48,728.08,07-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
07-Dec-2019 - 00:00,68.44,99.46,12.24,4.15,8.76,4.77,17.65,1.12,70.27,0.18,4.94,21.52,1.35,168.43,62.76,727.14,08-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
08-Dec-2019 - 00:00,36.24,59.38,8.75,3.87,6.78,4.11,15.31,0.97,47.52,0.12,4.9,22.64,1.38,178.03,67.11,727.19,09-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
09-Dec-2019 - 00:00,28.04,52.62,8.31,3.38,6.06,3.99,16.52,1.06,54.5,0.13,4.76,23.08,1.35,155.81,66.79,727.09,10-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
10-Dec-2019 - 00:00,34.67,61.57,13.24,5.1,10.05,4.89,18.54,1.06,46.73,0.14,5.37,22.76,1.09,171.42,65.32,725.86,11-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
11-Dec-2019 - 00:00,32.39,66.85,14.59,6.17,11.67,5.01,16.34,0.89,45.71,0.14,4.88,22.77,1.21,179.4,63.47,724.75,12-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
12-Dec-2019 - 00:00,35.56,61.9,11.65,3.47,7.95,4.43,18.19,0.91,55.88,0.16,4.98,22.22,1.51,181.77,60.46,724.57,13-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
13-Dec-2019 - 00:00,33.43,64.81,14.21,4.91,10.5,4.85,16.76,0.82,32.98,0.12,4.64,22.08,1.26,164.04,66.6,725.68,14-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
14-Dec-2019 - 00:00,26.69,49.39,8.74,4.43,7.13,4.18,16.6,0.83,46.2,0.14,4.81,23.06,1.71,181.6,61.72,727.35,15-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
15-Dec-2019 - 00:00,36.14,58.0,8.67,3.43,6.37,4.1,17.32,0.93,49.21,0.11,5.13,22.46,1.6,186.29,66.55,726.91,16-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
16-Dec-2019 - 00:00,35.24,64.21,15.81,6.58,12.53,5.36,18.83,0.99,36.02,0.13,4.85,21.86,1.11,182.29,64.72,726.52,17-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
17-Dec-2019 - 00:00,41.57,71.8,12.72,6.48,11.01,5.02,15.37,0.85,65.44,0.12,4.75,22.1,1.53,164.88,61.21,727.49,18-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
