from date,PM10,O Xylene,WD,RH,SR,NO,NO2,NOx,Ozone,Temp,CO,WS,RF,PM2.5,NH3,SO2,Benzene,Toluene,MP-Xylene,Eth-Benzene,to date,station
01-Jan-2019 - 00:00,494.33,6.17,245.74,54.25,79.84,59.87,79.78,89.87,50.81,14.38,3.04,0.38,0.0,262.9,26.67,22.27,21.88,70.85,16.35,17.36,02-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
02-Jan-2019 - 00:00,541.97,7.08,157.23,56.33,73.33,61.82,72.27,87.5,55.35,13.98,3.54,0.37,0.0,314.66,27.15,22.04,32.41,93.36,22.53,23.26,03-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
03-Jan-2019 - 00:00,551.76,4.7,282.78,57.4,75.71,36.08,68.47,64.91,51.75,13.52,2.45,0.8,0.0,338.66,22.93,21.35,22.1,68.97,16.7,15.72,04-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
04-Jan-2019 - 00:00,555.57,2.28,244.45,53.97,57.69,30.96,64.94,58.97,49.21,12.06,2.31,0.58,0.0,252.45,20.04,22.02,20.61,55.04,13.38,12.02,05-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
05-Jan-2019 - 00:00,452.86,4.47,118.16,53.91,76.24,31.41,62.15,57.87,55.77,13.08,2.51,0.58,0.0,254.46,21.1,20.89,24.19,73.36,16.47,17.72,06-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
06-Jan-2019 - 00:00,279.62,5.04,163.61,58.98,60.83,10.42,51.34,35.41,52.34,13.54,1.34,0.42,0.0,187.29,16.14,20.02,13.73,43.55,9.99,10.75,07-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
07-Jan-2019 - 00:00,336.78,7.54,275.81,63.31,81.97,22.28,60.5,49.7,44.51,13.12,1.61,0.56,0.0,206.91,19.01,20.68,14.65,47.26,10.87,10.33,08-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
08-Jan-2019 - 00:00,282.77,8.45,284.29,48.67,90.23,8.8,51.84,34.38,50.33,13.1,1.02,0.84,0.0,170.52,16.12,20.25,9.0,32.5,7.66,7.31,09-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
09-Jan-2019 - 00:00,274.19,7.16,284.74,46.5,97.96,8.15,49.84,32.81,57.01,13.77,0.87,0.94,0.0,139.79,15.91,20.59,8.39,27.35,6.42,5.6,10-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
10-Jan-2019 - 00:00,304.09,6.21,261.45,46.67,95.11,38.1,53.43,58.65,40.22,13.94,1.66,0.65,0.0,147.27,20.37,19.61,12.46,36.02,7.94,8.44,11-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
11-Jan-2019 - 00:00,506.68,9.93,169.9,49.28,78.22,108.4,82.64,130.19,13.96,13.2,4.3,0.22,0.0,284.34,34.4,14.01,32.81,94.44,20.76,21.36,12-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
12-Jan-2019 - 00:00,473.99,11.69,180.75,49.28,81.29,80.05,79.42,105.82,22.18,14.31,3.6,0.33,0.0,278.18,30.75,13.27,29.55,86.79,20.71,21.61,13-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
13-Jan-2019 - 00:00,466.37,6.85,228.88,49.45,70.54,29.81,73.38,62.47,23.06,15.54,2.55,0.32,0.0,286.64,21.6,11.72,22.97,73.04,15.69,16.69,14-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
14-Jan-2019 - 00:00,219.86,2.32,299.68,45.5,107.13,3.27,38.92,23.19,44.36,13.14,0.42,1.22,0.0,89.7,14.18,11.06,5.78,23.37,6.09,4.79,15-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
15-Jan-2019 - 00:00,260.44,3.47,279.39,47.69,68.4,38.61,63.8,64.49,42.49,12.34,0.86,1.0,0.0,116.26,32.74,8.59,7.39,22.75,5.43,5.83,16-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
16-Jan-2019 - 00:00,444.83,7.33,168.59,48.95,73.8,167.11,98.85,178.66,24.58,14.92,2.79,0.34,0.0,261.5,86.56,6.01,21.78,59.27,11.99,13.8,17-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
17-Jan-2019 - 00:00,651.07,9.75,243.8,57.26,81.37,178.48,123.42,226.32,23.1,13.38,4.32,0.32,0.0,425.86,91.38,8.63,35.54,98.32,22.18,24.01,18-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
18-Jan-2019 - 00:00,422.2,13.94,274.12,48.12,95.69,48.76,167.85,127.09,28.89,12.9,1.87,0.63,0.0,219.89,23.83,4.36,16.06,49.64,11.66,10.84,19-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
19-Jan-2019 - 00:00,445.5,21.81,255.01,47.93,94.46,79.63,207.4,152.44,25.06,15.08,2.79,0.43,0.0,210.66,29.12,7.2,21.82,60.03,14.67,18.61,20-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
20-Jan-2019 - 00:00,514.96,43.6,199.41,48.99,83.64,125.0,249.87,204.0,25.84,17.86,4.42,0.26,0.0,263.48,37.69,8.67,36.41,119.29,27.06,28.08,21-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
21-Jan-2019 - 00:00,294.04,16.52,125.64,46.71,47.08,8.92,112.42,66.2,38.14,16.05,1.14,0.84,0.0,149.96,20.08,2.63,12.85,40.01,10.14,9.97,22-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
22-Jan-2019 - 00:00,94.33,8.3,128.66,44.77,57.25,4.87,67.24,39.3,34.39,14.36,0.43,0.73,0.01,53.33,16.04,2.05,4.54,19.01,5.3,4.08,23-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
23-Jan-2019 - 00:00,235.69,14.2,231.69,46.44,92.5,29.12,102.57,77.2,20.78,13.84,1.47,0.4,0.0,136.35,33.36,4.43,13.17,43.15,5.78,7.99,24-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
24-Jan-2019 - 00:00,243.3,17.14,179.78,46.32,77.5,14.12,65.47,45.78,35.52,14.75,1.19,0.45,0.0,130.49,30.06,2.33,12.96,49.55,8.9,9.1,25-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
25-Jan-2019 - 00:00,156.3,9.41,220.99,45.23,99.16,4.76,52.23,31.35,45.36,13.78,0.57,0.5,0.0,76.11,22.58,2.08,6.0,29.45,5.21,5.05,26-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
26-Jan-2019 - 00:00,179.48,7.74,305.58,45.65,116.43,2.14,41.06,23.41,68.47,13.58,0.53,0.77,0.0,97.0,20.86,2.16,5.53,22.55,3.71,4.13,27-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
27-Jan-2019 - 00:00,244.32,6.62,295.47,46.36,99.33,4.24,49.03,29.25,57.44,11.59,0.51,0.96,0.0,132.62,21.9,2.74,5.77,16.52,3.18,3.29,28-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
28-Jan-2019 - 00:00,257.74,7.23,297.78,46.02,108.27,6.25,57.67,33.99,57.73,11.5,0.56,1.06,0.0,115.87,23.9,3.21,5.98,19.7,2.89,3.49,29-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
29-Jan-2019 - 00:00,330.76,9.75,271.9,49.87,101.12,14.04,64.13,45.01,40.92,11.77,0.9,0.72,0.0,150.16,28.79,4.72,8.27,27.54,3.85,5.25,30-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
30-Jan-2019 - 00:00,483.58,18.38,244.35,47.57,102.33,44.82,84.21,78.44,46.52,,1.81,0.25,0.0,193.15,44.63,6.61,13.41,46.23,8.49,9.13,31-Jan-2019 - 00:00,"Sirifort, Delhi - CPCB"
31-Jan-2019 - 00:00,391.87,32.98,125.58,47.7,63.24,50.14,89.33,87.08,40.72,,2.44,0.52,0.0,199.19,52.06,5.93,19.6,71.4,16.52,17.8,01-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
01-Feb-2019 - 00:00,361.46,11.29,197.4,50.03,88.03,6.53,55.54,33.07,44.0,16.17,0.86,0.44,0.0,181.62,26.53,3.8,8.8,33.02,6.53,6.33,02-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
02-Feb-2019 - 00:00,306.65,6.96,294.32,47.35,59.13,4.17,44.78,25.98,46.98,12.81,0.73,0.59,0.0,181.72,23.23,2.79,7.14,23.32,4.23,4.05,03-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
03-Feb-2019 - 00:00,260.49,6.32,282.05,46.43,71.23,6.84,45.41,29.45,53.06,13.59,0.72,0.4,0.0,135.98,24.61,3.36,6.08,20.23,4.45,3.76,04-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
04-Feb-2019 - 00:00,370.28,19.09,221.29,46.22,106.6,40.38,80.42,74.6,42.74,14.59,1.91,0.24,0.0,125.74,37.95,5.1,11.4,42.2,9.03,10.54,05-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
05-Feb-2019 - 00:00,481.45,56.92,93.47,48.37,86.45,100.5,125.05,146.07,28.46,16.48,4.04,0.23,0.0,233.11,79.45,9.08,29.65,118.74,23.86,29.38,06-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
06-Feb-2019 - 00:00,293.26,22.41,101.25,47.21,80.35,6.7,50.31,31.94,48.41,18.61,1.2,0.25,0.0,175.38,25.6,4.34,13.12,48.77,11.78,13.34,07-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
07-Feb-2019 - 00:00,121.9,7.88,156.6,44.94,23.9,2.96,32.23,19.44,48.81,16.61,0.32,0.48,0.0,61.99,20.87,3.12,3.65,19.47,4.22,3.96,08-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
08-Feb-2019 - 00:00,162.62,10.92,236.15,44.92,116.19,17.15,54.69,42.55,35.45,14.67,0.63,0.4,0.0,60.69,29.43,3.7,6.86,33.57,4.86,5.64,09-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
09-Feb-2019 - 00:00,199.96,7.11,269.21,45.12,123.51,10.1,47.95,33.38,59.17,14.39,0.59,0.54,0.0,70.73,22.89,3.52,3.97,21.89,4.19,3.94,10-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
10-Feb-2019 - 00:00,310.97,14.15,271.47,46.73,105.59,24.36,75.16,59.03,41.81,14.32,1.3,0.29,0.0,151.12,34.78,5.08,9.4,37.22,7.46,7.14,11-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
11-Feb-2019 - 00:00,507.62,26.75,213.47,47.29,89.01,62.99,112.47,109.47,22.7,15.22,2.48,0.17,0.0,179.3,58.41,7.2,16.94,69.45,12.85,13.85,12-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
12-Feb-2019 - 00:00,512.84,37.75,198.75,66.5,79.11,88.84,120.0,134.1,19.32,17.14,3.37,0.11,0.0,530.43,83.8,8.84,23.16,103.82,15.3,19.71,13-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
13-Feb-2019 - 00:00,514.3,39.28,173.67,65.55,88.77,61.41,102.78,101.14,31.0,18.51,2.68,0.1,0.0,211.82,59.63,7.11,19.64,93.02,19.51,20.89,14-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
14-Feb-2019 - 00:00,195.99,16.05,145.8,67.35,52.3,4.52,51.69,30.88,53.17,17.39,1.04,0.29,0.0,151.05,24.07,3.82,9.35,39.82,9.26,10.11,15-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
15-Feb-2019 - 00:00,169.05,7.71,233.07,68.08,78.69,9.48,54.94,39.27,40.02,16.93,0.87,0.31,0.0,120.8,25.68,4.95,7.31,30.44,5.06,6.11,16-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
16-Feb-2019 - 00:00,209.43,2.44,294.93,76.58,51.19,2.86,22.91,25.77,50.28,15.29,0.57,0.44,0.0,116.35,19.76,4.31,6.01,23.08,3.88,3.81,17-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
17-Feb-2019 - 00:00,203.8,2.86,267.56,70.0,116.25,13.0,27.14,40.14,67.84,16.84,0.83,0.4,0.0,98.22,24.92,5.34,4.08,19.87,3.64,3.35,18-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
18-Feb-2019 - 00:00,242.44,7.83,159.99,60.9,100.8,20.56,35.39,55.95,44.63,19.41,1.05,0.22,0.0,115.5,35.08,7.52,5.88,32.86,5.7,6.98,19-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
19-Feb-2019 - 00:00,285.24,9.88,177.83,70.17,95.65,23.05,46.92,69.97,39.91,17.71,2.0,0.13,0.0,123.69,32.65,7.44,9.95,47.25,8.19,9.93,20-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
20-Feb-2019 - 00:00,195.1,16.84,166.85,77.51,35.23,17.89,40.64,58.53,24.75,16.95,1.79,0.1,0.0,93.24,28.13,10.58,8.88,55.6,12.05,12.25,21-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
21-Feb-2019 - 00:00,226.57,13.84,162.38,63.75,113.86,28.01,40.29,70.26,42.15,19.85,1.66,0.21,0.0,66.1,27.55,12.07,9.58,49.75,8.92,9.67,22-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
22-Feb-2019 - 00:00,191.73,12.11,299.86,62.2,116.67,12.79,26.75,39.54,42.85,18.68,0.66,0.65,0.0,70.17,37.58,10.94,5.97,31.05,6.35,6.65,23-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
23-Feb-2019 - 00:00,152.32,4.9,300.24,51.88,146.66,3.48,23.12,26.6,71.56,16.68,0.36,0.68,0.0,49.44,18.0,10.87,4.1,19.6,3.67,3.27,24-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
24-Feb-2019 - 00:00,230.26,7.01,263.09,52.01,131.47,10.99,34.45,45.44,62.17,17.46,0.86,0.32,0.0,97.53,25.06,12.3,6.08,25.64,4.48,4.19,25-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
25-Feb-2019 - 00:00,265.63,15.1,162.59,62.61,111.77,21.04,51.64,72.67,43.15,15.66,1.72,0.12,0.0,110.93,36.94,11.94,10.94,44.95,8.69,8.29,26-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
26-Feb-2019 - 00:00,146.0,8.52,166.0,66.25,65.78,4.52,33.51,38.02,49.8,12.72,0.64,0.18,0.0,56.6,21.54,10.92,4.93,26.61,4.91,4.46,27-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
27-Feb-2019 - 00:00,158.83,7.2,207.15,64.78,82.98,3.86,28.35,32.21,56.85,12.58,0.45,0.16,0.0,41.53,19.7,10.09,3.35,21.67,4.38,3.43,28-Feb-2019 - 00:00,"Sirifort, Delhi - CPCB"
28-Feb-2019 - 00:00,223.54,13.0,224.28,61.37,141.08,16.89,44.63,61.47,48.88,12.8,1.18,0.36,0.0,85.72,32.96,13.29,9.07,36.1,6.82,6.82,01-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
01-Mar-2019 - 00:00,266.78,16.66,209.47,55.5,148.45,28.17,51.61,79.78,50.81,14.07,1.62,0.24,0.0,100.47,39.52,12.92,11.38,48.22,6.98,9.04,02-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
02-Mar-2019 - 00:00,224.73,22.87,224.17,75.93,33.85,15.72,58.04,73.75,28.75,12.51,1.94,0.09,0.0,101.54,34.54,11.26,16.69,67.11,10.32,11.71,03-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
03-Mar-2019 - 00:00,120.86,10.09,161.26,74.04,109.29,8.15,32.47,40.62,49.94,14.17,0.9,0.14,0.0,59.87,22.94,11.02,5.21,29.83,5.28,5.53,04-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
04-Mar-2019 - 00:00,230.12,22.85,237.56,70.36,125.27,37.42,51.55,88.97,43.67,15.64,2.38,0.33,0.0,105.02,52.58,14.41,12.72,49.77,9.03,10.64,05-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
05-Mar-2019 - 00:00,245.17,9.34,278.39,63.93,130.82,6.98,32.95,39.93,60.48,14.67,0.84,0.37,0.0,74.78,22.76,11.96,5.55,25.07,4.5,4.44,06-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
06-Mar-2019 - 00:00,282.87,15.01,250.03,56.5,155.03,21.69,42.37,64.06,64.72,15.27,1.51,0.34,0.0,81.31,32.4,12.92,8.13,36.47,6.12,7.8,07-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
07-Mar-2019 - 00:00,329.8,23.83,229.62,54.03,150.23,27.94,62.06,90.0,50.27,16.23,2.08,0.23,0.0,101.09,43.67,14.07,12.73,62.79,13.2,12.8,08-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
08-Mar-2019 - 00:00,386.09,16.52,224.87,52.84,130.64,13.4,57.85,71.24,52.69,16.88,1.59,0.15,0.0,90.01,34.87,13.57,11.62,47.5,9.31,9.06,09-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
09-Mar-2019 - 00:00,221.16,8.23,283.26,48.84,138.67,4.07,33.65,37.72,65.31,17.27,0.7,0.32,0.0,64.9,24.79,13.97,7.19,30.93,6.68,5.24,10-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
10-Mar-2019 - 00:00,303.46,7.97,247.49,48.35,150.79,11.32,37.52,48.84,91.96,16.85,1.03,0.23,0.0,85.43,27.47,14.31,6.7,28.89,6.11,4.78,11-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
11-Mar-2019 - 00:00,261.12,15.78,154.28,54.92,126.33,12.25,39.13,51.38,57.66,17.24,1.36,0.25,0.0,75.54,25.1,14.77,8.65,36.42,8.68,7.67,12-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
12-Mar-2019 - 00:00,166.19,10.18,241.64,51.04,135.23,3.18,29.66,32.84,76.35,17.66,0.74,0.17,0.0,48.62,20.89,13.48,6.49,31.62,6.75,5.19,13-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
13-Mar-2019 - 00:00,429.03,16.42,223.03,54.91,57.46,16.87,49.95,66.98,46.98,15.98,1.57,0.11,0.0,96.73,32.31,14.8,10.05,45.63,9.35,8.46,14-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
14-Mar-2019 - 00:00,281.56,21.14,229.01,61.82,98.34,17.48,51.82,69.31,52.87,15.06,1.67,0.27,0.0,103.83,50.15,12.43,15.51,57.67,11.7,10.93,15-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
15-Mar-2019 - 00:00,200.2,11.37,294.93,55.57,161.6,5.94,34.14,40.08,69.5,16.59,0.78,0.36,0.0,81.14,31.76,12.22,8.18,38.62,7.5,6.52,16-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
16-Mar-2019 - 00:00,202.14,8.3,282.42,48.06,157.31,3.57,28.37,31.93,103.16,17.15,0.54,0.36,0.0,67.95,27.08,12.58,5.03,30.47,5.58,4.41,17-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
17-Mar-2019 - 00:00,260.32,9.84,258.24,46.13,156.96,10.13,34.9,45.04,76.08,18.13,0.75,0.31,0.0,97.01,39.68,13.7,7.66,34.92,6.6,5.61,18-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
18-Mar-2019 - 00:00,308.13,12.36,239.34,48.75,160.16,13.51,39.24,52.75,76.63,18.18,1.1,0.28,0.0,107.09,37.92,14.03,8.05,40.39,7.3,6.12,19-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
19-Mar-2019 - 00:00,444.49,17.39,264.07,46.22,148.36,8.15,49.51,44.51,53.35,19.41,1.28,0.26,0.0,117.56,40.14,14.44,10.48,51.04,9.07,8.4,20-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
20-Mar-2019 - 00:00,492.9,15.57,195.72,41.93,140.68,1.11,59.32,32.14,32.38,20.99,1.1,0.1,0.0,101.67,41.72,14.69,7.79,38.85,7.01,7.41,21-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
21-Mar-2019 - 00:00,297.14,13.31,200.35,43.48,137.75,1.11,59.13,32.04,37.16,20.91,1.21,0.12,0.0,121.3,41.59,14.03,10.05,37.56,4.01,5.91,22-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
22-Mar-2019 - 00:00,212.19,6.2,302.4,31.98,189.49,1.43,60.18,31.39,46.17,20.48,0.3,0.47,0.0,38.14,41.67,14.43,2.51,19.9,2.22,2.71,23-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
23-Mar-2019 - 00:00,196.8,7.61,298.67,35.76,173.29,2.06,35.73,20.56,99.87,20.1,0.39,0.65,0.0,49.59,18.31,14.06,2.93,22.84,2.31,3.42,24-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
24-Mar-2019 - 00:00,210.71,5.25,300.02,38.85,166.24,3.22,36.52,21.9,86.23,20.7,0.39,0.4,0.0,56.01,17.85,14.66,2.73,19.82,1.29,2.68,25-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
25-Mar-2019 - 00:00,309.7,6.38,294.14,45.76,146.53,3.74,39.78,24.02,77.69,20.06,0.38,0.46,0.0,72.35,18.02,14.34,3.76,22.7,0.77,3.12,26-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
26-Mar-2019 - 00:00,286.39,8.12,264.36,44.28,168.97,5.74,47.18,29.61,92.85,19.99,0.53,0.48,0.0,74.84,17.96,13.95,5.15,29.11,0.97,4.04,27-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
27-Mar-2019 - 00:00,385.85,13.37,255.65,41.79,146.21,14.51,64.79,45.74,76.67,20.36,0.9,0.36,0.0,89.76,22.85,14.69,6.29,34.03,1.45,7.1,28-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
28-Mar-2019 - 00:00,403.53,24.44,258.46,41.28,159.63,44.98,93.49,85.13,63.32,22.82,1.93,0.19,0.0,99.18,18.9,15.31,12.27,66.37,4.93,12.71,29-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
29-Mar-2019 - 00:00,428.18,33.53,252.22,45.94,150.11,69.99,94.84,105.85,63.66,23.9,2.33,0.19,0.0,105.22,22.84,15.38,15.39,72.19,8.91,15.65,30-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
30-Mar-2019 - 00:00,433.18,22.71,234.69,40.63,146.43,51.25,83.97,85.16,54.34,25.23,1.66,0.12,0.0,100.59,16.92,15.22,10.1,48.13,6.98,10.62,31-Mar-2019 - 00:00,"Sirifort, Delhi - CPCB"
31-Mar-2019 - 00:00,255.04,11.2,294.68,31.78,167.4,11.55,44.44,32.7,78.74,23.59,0.6,0.52,0.0,56.66,17.08,14.26,4.32,23.98,3.59,4.9,01-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
01-Apr-2019 - 00:00,241.44,6.12,287.46,28.75,169.98,2.58,38.62,22.48,95.84,22.45,0.53,0.54,0.0,61.24,13.6,15.87,3.61,17.77,3.07,2.76,02-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
02-Apr-2019 - 00:00,298.97,12.82,252.03,32.21,156.13,17.43,66.99,49.22,70.14,23.04,0.83,0.18,0.0,82.19,10.61,15.81,6.63,39.27,4.4,6.29,03-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
03-Apr-2019 - 00:00,292.35,19.2,252.85,35.67,160.92,28.77,71.4,60.77,74.69,23.74,1.16,0.27,0.0,77.23,12.02,16.22,7.73,40.93,4.99,11.04,04-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
04-Apr-2019 - 00:00,410.43,33.05,233.14,44.02,146.34,72.2,101.66,111.19,72.88,27.12,2.38,0.2,0.0,110.99,21.22,17.32,13.02,66.64,8.54,15.31,05-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
05-Apr-2019 - 00:00,449.16,32.12,239.61,43.7,134.57,83.63,113.41,126.43,60.14,28.34,2.66,0.19,0.0,125.77,33.97,19.03,13.52,65.14,10.4,15.1,06-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
06-Apr-2019 - 00:00,424.05,17.3,229.08,37.13,133.37,27.2,71.9,59.61,57.16,29.12,1.12,0.19,0.0,87.48,27.97,18.95,6.37,39.37,6.54,8.23,07-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
07-Apr-2019 - 00:00,363.21,16.83,148.58,56.66,107.06,15.72,49.48,38.68,65.69,26.84,0.99,0.26,0.0,139.7,26.35,16.19,8.21,39.96,5.41,8.0,08-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
08-Apr-2019 - 00:00,343.14,8.45,145.56,54.43,155.19,9.8,45.61,31.92,62.3,25.68,0.67,0.11,0.0,73.74,12.07,12.51,3.12,20.54,3.46,3.59,09-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
09-Apr-2019 - 00:00,297.4,11.96,136.43,48.62,171.7,22.94,60.16,50.05,73.78,26.85,1.26,0.1,0.0,75.66,11.07,13.54,7.88,30.33,2.44,5.87,10-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
10-Apr-2019 - 00:00,318.56,23.82,228.26,45.39,177.75,55.57,81.22,87.18,57.89,28.53,1.99,0.18,0.0,88.12,19.69,14.71,11.74,51.76,5.11,10.95,11-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
11-Apr-2019 - 00:00,267.13,12.35,210.56,37.79,167.88,18.39,59.23,45.92,63.98,29.07,0.86,0.19,0.0,64.95,14.35,16.55,6.78,34.07,2.26,6.03,12-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
12-Apr-2019 - 00:00,297.18,9.75,225.11,37.95,162.59,9.65,53.22,35.79,71.8,28.49,0.65,0.24,0.0,63.69,17.39,16.25,5.14,28.31,1.69,4.88,13-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
13-Apr-2019 - 00:00,220.16,4.44,321.56,31.25,61.16,3.73,39.03,20.94,70.67,30.09,0.23,0.18,0.0,137.19,11.53,12.31,3.96,14.51,0.8,1.91,14-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
14-Apr-2019 - 00:00,207.48,0.95,281.56,34.71,181.17,6.33,39.02,25.7,72.62,28.71,0.35,0.33,0.0,47.9,14.58,14.74,1.21,16.51,1.13,0.88,15-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
15-Apr-2019 - 00:00,381.65,0.18,298.56,32.22,187.51,36.17,66.05,63.72,61.03,30.0,1.3,0.31,0.0,59.36,16.8,18.01,,,-0.01,-0.0,16-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
16-Apr-2019 - 00:00,217.25,,211.03,56.7,80.88,4.27,27.45,17.99,69.85,22.98,0.36,0.44,0.0,64.32,14.5,12.63,,,,,17-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
17-Apr-2019 - 00:00,105.3,0.3,194.02,62.99,133.18,2.31,18.96,11.97,82.58,21.1,0.56,0.24,0.0,17.17,11.15,12.77,0.22,0.16,3.89,6.11,18-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
18-Apr-2019 - 00:00,181.77,0.59,219.31,53.76,180.23,8.21,39.17,27.36,83.58,23.25,0.61,0.18,0.0,38.79,9.89,13.54,0.63,0.4,3.19,7.98,19-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
