from date,PM10,O Xylene,WD,RH,SR,NO,NO2,NOx,Ozone,Temp,CO,WS,RF,PM2.5,NH3,SO2,Benzene,Toluene,MP-Xylene,Eth-Benzene,to date,station
12-Nov-2019 - 00:00,552.24,47.38,260.33,60.59,35.96,93.34,83.25,117.49,41.11,21.67,3.16,0.13,0.0,368.81,47.16,6.39,10.21,98.91,21.04,23.17,13-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
13-Nov-2019 - 00:00,587.37,61.84,239.96,62.45,35.24,107.17,96.49,134.17,29.49,22.27,3.74,0.1,0.0,402.19,52.58,6.67,11.48,119.94,27.65,32.34,14-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
14-Nov-2019 - 00:00,620.3,72.25,241.37,68.99,29.46,113.63,101.71,144.35,20.36,22.26,4.56,0.11,0.0,411.33,54.98,6.49,12.45,142.8,33.81,39.19,15-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
15-Nov-2019 - 00:00,638.69,48.47,277.6,63.77,33.25,42.9,63.91,68.58,39.45,22.92,2.91,0.12,0.0,484.78,32.85,6.05,9.76,94.18,23.03,24.58,16-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
16-Nov-2019 - 00:00,317.07,27.48,271.74,57.58,30.19,14.59,42.07,33.9,45.24,23.5,1.05,0.2,0.0,182.38,22.57,8.28,5.27,64.5,15.0,13.85,17-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
17-Nov-2019 - 00:00,174.33,15.51,281.15,56.55,27.66,6.79,28.45,20.53,41.66,22.82,0.44,0.4,0.0,100.35,18.65,7.22,2.86,45.63,9.08,7.37,18-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
18-Nov-2019 - 00:00,229.13,20.07,269.06,62.21,30.27,44.36,47.91,60.75,38.79,21.83,1.12,0.2,0.0,107.02,30.61,8.22,3.91,43.04,9.62,8.65,19-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
19-Nov-2019 - 00:00,256.35,33.49,279.03,63.19,30.8,58.53,59.1,77.96,35.76,21.31,1.63,0.15,0.0,124.37,35.53,9.53,5.19,64.08,16.28,14.19,20-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
20-Nov-2019 - 00:00,291.36,59.62,259.23,63.39,29.7,116.78,82.5,136.81,40.45,21.35,3.51,0.11,0.0,148.39,52.89,14.04,8.5,97.02,27.43,33.25,21-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
21-Nov-2019 - 00:00,357.87,82.38,230.81,64.76,31.1,193.0,123.48,219.25,38.29,21.82,5.77,0.1,0.0,198.3,77.35,22.38,13.64,96.45,42.42,36.66,22-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
22-Nov-2019 - 00:00,373.07,63.99,247.44,64.62,29.76,154.95,114.27,183.98,41.01,21.91,4.23,0.11,0.0,206.13,66.82,22.51,14.07,93.58,33.95,29.18,23-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
23-Nov-2019 - 00:00,266.46,44.7,276.62,58.47,33.55,48.46,60.72,70.75,28.61,22.36,1.99,0.19,0.0,141.87,33.52,14.01,9.24,81.41,24.56,21.19,24-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
24-Nov-2019 - 00:00,188.8,14.73,274.13,59.64,29.32,11.22,40.46,30.36,34.83,22.58,0.6,0.16,0.0,112.04,21.58,10.96,3.61,29.9,9.0,7.62,25-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
25-Nov-2019 - 00:00,245.13,24.86,225.1,62.29,30.85,52.13,59.9,73.26,29.42,22.22,1.49,0.1,0.0,120.63,34.12,12.79,5.35,44.03,12.38,10.63,26-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
26-Nov-2019 - 00:00,237.7,44.69,147.73,59.25,31.33,62.82,62.01,81.95,43.84,23.28,2.1,0.12,0.0,123.6,36.92,15.43,8.81,88.0,24.33,21.09,27-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
27-Nov-2019 - 00:00,164.5,17.03,151.76,61.75,27.7,13.44,37.72,30.78,25.98,22.41,0.86,0.13,0.0,69.18,21.71,11.16,3.66,34.29,9.55,8.13,28-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
28-Nov-2019 - 00:00,87.03,9.23,128.94,65.64,33.35,4.48,25.74,17.04,28.18,21.19,0.46,0.21,0.0,32.23,17.79,9.24,1.87,25.09,5.63,4.23,29-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
29-Nov-2019 - 00:00,144.31,14.41,135.98,68.92,27.09,22.76,40.29,39.5,28.22,20.73,0.83,0.13,0.0,62.09,24.24,9.81,4.14,42.73,7.91,7.12,30-Nov-2019 - 00:00,"Sirifort, Delhi - CPCB"
30-Nov-2019 - 00:00,201.54,21.2,270.27,74.34,28.53,23.39,41.09,40.42,29.86,19.92,1.13,0.18,0.0,107.7,24.5,11.27,5.63,54.94,11.58,11.77,01-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
01-Dec-2019 - 00:00,209.59,19.03,266.24,67.55,26.16,21.32,39.87,37.28,39.53,19.04,1.1,0.14,0.0,122.44,23.56,10.71,4.46,36.64,10.56,8.86,02-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
02-Dec-2019 - 00:00,269.16,21.74,262.85,61.88,24.8,44.83,59.69,62.56,34.57,18.78,1.47,0.17,0.0,139.51,31.13,10.99,5.84,34.83,11.7,9.98,03-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
03-Dec-2019 - 00:00,266.27,24.23,274.09,57.18,23.03,35.34,57.08,58.3,32.4,18.75,1.52,0.2,0.0,130.18,28.76,9.21,5.88,48.46,13.66,11.1,04-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
04-Dec-2019 - 00:00,255.28,30.17,212.39,61.63,27.8,97.0,89.76,120.99,25.62,18.78,2.11,0.1,0.0,131.62,48.69,16.86,6.59,47.17,16.07,19.76,05-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
05-Dec-2019 - 00:00,410.96,52.26,235.37,67.49,28.27,130.33,106.26,159.45,25.28,18.42,3.59,0.11,0.0,253.68,59.99,14.28,18.34,109.06,28.85,27.37,06-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
06-Dec-2019 - 00:00,383.72,47.09,243.18,70.58,27.72,84.77,83.15,111.55,23.35,19.21,2.74,0.12,0.0,249.23,45.48,13.58,14.89,133.02,27.91,28.46,07-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
07-Dec-2019 - 00:00,412.26,37.88,220.25,72.44,26.28,95.47,80.25,116.82,22.64,19.3,2.94,0.11,0.0,276.85,47.22,13.33,9.83,83.83,19.97,19.55,08-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
08-Dec-2019 - 00:00,344.97,60.45,246.25,71.81,26.45,144.19,99.64,167.72,18.49,18.97,3.79,0.13,0.0,231.68,62.11,17.16,14.09,135.01,33.04,32.54,09-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
09-Dec-2019 - 00:00,341.22,46.82,260.31,68.59,24.53,126.65,96.03,148.54,22.21,18.58,3.17,0.13,0.0,201.03,56.76,15.51,10.83,98.77,24.97,24.99,10-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
10-Dec-2019 - 00:00,394.53,52.01,265.78,68.58,25.72,117.35,93.9,141.13,29.35,18.37,3.36,0.13,0.0,225.87,54.24,14.56,10.85,100.85,26.34,31.16,11-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
11-Dec-2019 - 00:00,425.0,61.72,174.18,70.32,27.49,134.02,98.07,158.54,24.89,18.7,4.07,0.1,0.0,270.06,59.43,15.94,13.14,114.15,32.66,32.88,12-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
12-Dec-2019 - 00:00,394.65,45.34,167.28,71.78,25.54,46.41,56.05,66.67,24.53,19.34,2.36,0.12,0.03,267.15,32.41,12.24,10.13,85.82,23.85,25.74,13-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
13-Dec-2019 - 00:00,130.39,13.65,189.91,83.31,28.54,4.48,25.77,17.29,17.54,18.68,0.59,0.15,0.11,98.18,17.74,7.39,3.81,34.79,8.44,7.1,14-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
14-Dec-2019 - 00:00,136.76,19.77,179.95,77.37,35.05,30.33,40.1,45.54,16.54,18.28,1.08,0.1,0.04,85.46,25.97,10.04,5.55,51.58,10.65,10.87,15-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
15-Dec-2019 - 00:00,147.57,20.57,277.85,79.21,34.34,15.99,33.48,30.52,22.17,17.45,0.81,0.18,0.03,100.48,21.62,8.95,5.34,52.73,11.43,12.92,16-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
16-Dec-2019 - 00:00,135.35,8.44,282.82,81.7,20.82,4.05,25.61,16.88,20.84,15.66,0.4,0.27,0.03,94.7,17.66,7.87,3.17,23.79,5.02,4.62,17-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
17-Dec-2019 - 00:00,147.66,9.4,272.49,77.11,26.66,12.34,26.88,24.04,23.38,15.34,0.5,0.19,0.01,93.59,19.84,6.71,3.31,28.88,5.14,5.52,18-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
18-Dec-2019 - 00:00,243.09,17.0,264.88,74.49,34.31,31.84,44.41,48.7,25.9,15.92,1.3,0.17,0.0,154.18,26.99,8.4,5.64,44.14,8.72,9.55,19-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
19-Dec-2019 - 00:00,342.79,25.11,258.52,85.46,31.31,33.57,50.33,49.95,17.24,14.64,1.72,0.12,0.0,229.31,28.25,10.15,9.2,62.67,12.19,15.36,20-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
20-Dec-2019 - 00:00,430.82,21.55,267.31,81.35,33.26,24.56,55.78,49.05,18.32,16.2,1.74,0.13,0.0,321.85,27.12,8.52,9.36,58.16,11.19,16.34,21-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
21-Dec-2019 - 00:00,364.32,18.52,267.32,80.22,31.78,22.79,48.84,44.01,17.71,16.97,1.59,0.16,0.0,271.03,25.59,8.55,9.23,57.44,10.75,12.25,22-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
22-Dec-2019 - 00:00,207.26,11.34,274.43,82.42,34.18,9.18,36.73,26.52,20.56,15.65,0.79,0.21,0.0,153.81,20.47,7.45,5.47,33.07,6.95,7.67,23-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
23-Dec-2019 - 00:00,267.26,11.86,269.72,78.21,32.81,13.1,39.33,31.28,21.75,15.05,0.99,0.17,0.0,190.7,21.86,6.83,6.2,39.17,6.57,7.56,24-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
24-Dec-2019 - 00:00,428.73,23.49,221.85,77.09,32.58,21.69,59.53,48.72,17.79,15.65,1.62,0.11,0.0,301.09,27.03,9.07,9.68,72.14,12.77,16.95,25-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
25-Dec-2019 - 00:00,254.27,28.85,271.81,80.3,31.21,9.51,42.01,29.8,19.7,13.88,0.81,0.21,0.0,182.61,21.56,13.03,5.37,41.83,18.81,13.96,26-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
26-Dec-2019 - 00:00,305.48,11.8,238.02,75.41,32.26,7.11,40.63,27.16,21.46,13.79,0.78,0.16,0.0,223.38,20.61,7.31,5.9,32.41,7.01,6.78,27-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
27-Dec-2019 - 00:00,364.44,14.31,196.49,73.06,32.74,17.96,50.83,41.18,21.04,14.02,1.13,0.11,0.0,249.04,24.79,7.84,7.44,39.22,7.82,8.47,28-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
28-Dec-2019 - 00:00,488.8,28.79,260.65,81.94,27.33,64.92,68.57,88.03,21.94,7.97,2.48,0.13,0.0,336.19,38.61,12.02,13.82,70.47,15.14,16.98,29-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
29-Dec-2019 - 00:00,534.71,24.17,212.02,76.27,30.25,30.02,63.11,57.26,20.8,8.2,2.12,0.11,0.0,403.52,29.45,10.69,11.97,64.73,14.29,14.46,30-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
30-Dec-2019 - 00:00,530.95,36.64,232.18,87.23,17.8,53.44,65.8,75.87,13.56,6.65,2.69,0.12,0.0,391.32,35.37,13.9,16.26,67.69,20.7,20.48,31-Dec-2019 - 00:00,"Sirifort, Delhi - CPCB"
31-Dec-2019 - 00:00,281.0,15.99,321.59,85.52,10.81,2.18,29.34,17.3,15.15,5.91,1.09,0.12,0.0,218.0,17.85,9.35,9.05,35.54,10.16,9.04,01-Jan-2020 - 00:00,"Sirifort, Delhi - CPCB"
