from date,NO2,NH3,NOx,NO,CO,Ozone,SO2,Benzene,PM10,PM2.5,WD,WS,AT,to date,station
19-May-2019 - 00:00,,,0.0,,0.0,,,0.0,197.68,82.04,172.02,0.55,33.36,20-May-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-May-2019 - 00:00,,,0.0,,0.0,,,0.0,135.68,52.4,193.01,0.57,32.84,21-May-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-May-2019 - 00:00,,,0.0,,0.0,,,0.0,143.23,71.37,197.58,0.6,33.07,22-May-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-May-2019 - 00:00,15.86,40.48,26.22,28.41,1.88,37.27,6.82,0.0,80.21,18.26,266.32,1.07,34.59,23-May-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-May-2019 - 00:00,20.98,31.55,24.51,23.23,2.02,32.5,7.71,0.0,92.36,16.15,239.7,0.87,33.42,24-May-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-May-2019 - 00:00,23.56,43.36,30.91,18.62,2.39,20.69,7.27,0.0,105.04,22.28,268.68,1.01,34.72,25-May-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-May-2019 - 00:00,22.12,37.35,24.01,7.8,3.18,19.59,6.75,0.0,145.59,42.03,203.62,0.88,35.68,26-May-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-May-2019 - 00:00,19.95,45.48,22.41,7.25,3.03,14.96,5.77,0.0,137.68,49.14,162.54,0.66,33.97,27-May-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-May-2019 - 00:00,19.52,41.45,24.05,8.86,3.14,16.93,7.41,0.0,131.69,57.05,201.63,0.57,34.73,28-May-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-May-2019 - 00:00,18.31,43.56,16.27,7.4,2.42,21.29,7.88,0.0,111.27,35.76,212.73,0.81,32.49,29-May-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-May-2019 - 00:00,3.01,1.56,0.1,0.75,0.02,,2.41,0.0,69.37,16.02,217.2,0.65,31.44,30-May-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-May-2019 - 00:00,19.55,39.53,10.81,10.87,1.55,39.7,8.23,0.0,97.32,26.67,272.36,0.95,34.13,31-May-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-May-2019 - 00:00,19.04,45.38,8.6,9.14,1.41,23.92,7.39,0.0,79.22,23.11,252.33,0.89,32.34,01-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Jun-2019 - 00:00,19.27,41.08,13.73,14.99,1.67,33.78,7.85,0.0,49.02,-13.7,234.21,0.84,32.11,02-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Jun-2019 - 00:00,18.81,39.91,19.82,7.64,3.11,16.74,6.61,0.0,70.54,17.85,184.8,0.63,31.06,03-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Jun-2019 - 00:00,14.28,59.61,21.27,19.16,2.22,19.46,8.56,0.0,12.62,-41.96,257.2,0.74,29.11,04-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Jun-2019 - 00:00,17.09,58.06,17.1,5.74,3.05,24.36,7.45,0.0,76.34,30.75,264.46,0.96,32.07,05-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Jun-2019 - 00:00,23.96,38.09,12.26,5.55,2.05,22.64,7.46,0.0,112.56,52.56,227.03,0.91,35.12,06-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Jun-2019 - 00:00,17.8,39.52,14.04,10.69,2.11,22.12,7.5,0.0,72.56,10.46,179.07,0.59,32.22,07-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Jun-2019 - 00:00,16.64,32.63,24.81,13.43,2.91,14.67,6.67,0.0,77.83,12.03,164.47,0.6,30.67,08-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Jun-2019 - 00:00,16.88,36.74,25.4,12.12,3.27,16.15,7.96,0.0,62.06,-20.11,186.92,0.68,29.58,09-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Jun-2019 - 00:00,14.66,45.41,5.13,12.96,0.74,3.47,6.51,0.0,107.17,43.63,193.78,0.68,32.74,10-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Jun-2019 - 00:00,13.41,44.44,4.23,7.06,0.89,41.41,6.91,0.0,107.35,56.56,233.89,0.7,33.27,11-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Jun-2019 - 00:00,18.65,38.92,20.61,6.47,3.13,37.06,6.96,0.0,137.79,55.43,274.27,0.98,39.52,12-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Jun-2019 - 00:00,15.24,42.14,15.28,17.62,1.25,30.49,7.62,0.0,59.95,-8.45,244.41,1.1,38.01,13-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Jun-2019 - 00:00,9.22,107.91,0.67,0.79,0.13,31.02,23.41,0.42,39.09,-22.23,250.51,0.97,34.39,14-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Jun-2019 - 00:00,13.04,39.82,3.08,3.03,0.53,37.86,5.95,6.8,68.03,-2.82,271.7,0.85,34.47,15-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Jun-2019 - 00:00,10.41,45.26,5.55,12.41,0.54,41.13,5.09,4.52,47.3,4.39,234.74,0.96,33.94,16-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Jun-2019 - 00:00,,,0.0,,0.0,,,1.33,32.18,-23.15,266.77,0.92,32.0,17-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Jun-2019 - 00:00,16.89,44.86,6.18,2.5,1.06,24.02,3.04,8.68,56.25,9.5,265.63,0.78,30.3,18-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Jun-2019 - 00:00,12.49,30.38,16.09,7.66,1.82,10.84,3.9,5.68,61.12,9.87,224.12,0.64,30.26,19-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Jun-2019 - 00:00,15.64,35.82,9.88,3.63,1.85,16.13,3.83,7.35,85.87,39.29,194.83,0.69,32.69,20-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Jun-2019 - 00:00,14.09,29.69,8.54,1.59,1.4,14.02,3.64,10.08,57.75,4.43,192.12,0.72,30.92,21-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Jun-2019 - 00:00,14.75,31.94,9.7,1.34,1.85,9.44,2.26,0.45,50.94,25.13,226.88,0.65,26.29,22-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Jun-2019 - 00:00,12.39,28.73,7.87,2.25,1.92,9.34,2.38,5.1,67.18,44.7,243.88,0.4,26.4,23-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Jun-2019 - 00:00,13.18,41.6,7.38,3.51,1.84,7.2,1.61,0.0,67.04,24.79,184.07,0.4,26.85,24-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Jun-2019 - 00:00,13.7,32.85,12.53,5.09,1.92,10.94,3.09,13.79,90.74,27.47,238.29,0.46,29.59,25-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Jun-2019 - 00:00,13.92,30.45,9.93,3.24,1.89,9.85,2.99,9.55,59.28,28.99,261.51,0.63,31.24,26-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Jun-2019 - 00:00,16.74,37.4,11.04,5.65,1.41,14.84,2.56,5.42,49.21,-15.81,272.06,0.82,31.69,27-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Jun-2019 - 00:00,17.85,31.1,11.98,2.01,1.93,11.21,2.59,5.19,92.75,22.24,199.7,0.5,30.08,28-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Jun-2019 - 00:00,12.17,30.97,5.54,1.29,1.25,17.78,2.08,4.75,49.97,12.5,266.17,0.59,29.58,29-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Jun-2019 - 00:00,14.33,35.45,5.28,3.69,1.15,18.62,2.78,1.71,52.72,6.3,251.47,0.59,30.89,30-Jun-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Jun-2019 - 00:00,9.38,28.14,23.54,27.64,1.95,7.92,1.87,0.45,22.18,-17.16,178.8,0.43,26.93,01-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Jul-2019 - 00:00,11.17,43.82,9.54,4.51,1.88,7.34,2.28,10.03,58.13,-7.82,222.29,0.35,25.99,02-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Jul-2019 - 00:00,12.92,31.55,8.03,2.05,1.86,12.03,2.14,4.38,45.25,-5.15,256.95,0.75,24.97,03-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Jul-2019 - 00:00,11.59,23.42,7.14,3.48,1.88,12.01,1.84,2.33,32.13,15.74,279.86,0.66,25.55,04-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Jul-2019 - 00:00,12.88,33.32,5.3,8.18,1.49,9.9,2.67,3.15,30.7,-0.06,284.87,0.49,25.28,05-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Jul-2019 - 00:00,12.09,40.58,7.48,3.65,1.66,8.12,2.2,4.73,14.4,-38.53,278.84,0.47,26.1,06-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Jul-2019 - 00:00,11.08,40.08,7.46,1.88,1.87,7.83,1.9,4.49,17.91,-4.36,292.45,0.66,25.01,07-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Jul-2019 - 00:00,11.46,31.23,3.29,0.56,1.17,11.2,1.34,4.77,25.31,1.56,289.07,0.65,25.51,08-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Jul-2019 - 00:00,19.64,44.38,5.27,1.55,1.11,10.57,1.87,3.88,32.55,2.73,283.88,0.61,26.8,09-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Jul-2019 - 00:00,11.94,40.62,9.5,8.66,1.85,9.79,1.87,3.46,25.77,-8.94,291.36,0.67,27.15,10-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Jul-2019 - 00:00,15.43,36.06,7.61,1.82,1.81,10.0,1.68,1.13,44.47,17.83,277.84,0.74,28.45,11-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Jul-2019 - 00:00,11.65,40.86,9.22,2.38,1.86,8.3,2.24,2.05,55.32,23.02,286.23,0.67,29.02,12-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Jul-2019 - 00:00,13.16,46.36,11.43,4.79,1.86,7.55,2.94,1.49,62.95,26.45,278.28,0.53,28.28,13-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Jul-2019 - 00:00,11.38,28.05,12.52,5.25,1.96,7.71,2.87,2.16,79.65,31.62,267.32,0.53,29.6,14-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Jul-2019 - 00:00,11.74,32.25,16.63,10.56,1.86,9.07,2.33,2.27,58.17,-4.25,280.27,0.55,29.87,15-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Jul-2019 - 00:00,11.07,36.7,12.14,5.19,1.81,10.07,2.9,1.55,68.42,18.97,276.82,0.57,29.9,16-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Jul-2019 - 00:00,9.85,43.45,13.5,8.05,1.93,7.32,4.17,1.65,88.73,38.92,225.61,0.39,28.44,17-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Jul-2019 - 00:00,10.96,63.93,14.12,9.42,1.77,8.11,2.56,2.57,73.52,31.41,175.7,0.43,28.58,18-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Jul-2019 - 00:00,12.52,57.69,9.33,9.09,1.38,6.78,2.6,1.58,63.13,24.36,177.73,0.43,28.13,19-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Jul-2019 - 00:00,10.8,61.65,6.71,6.54,1.09,8.2,3.13,1.77,59.41,25.62,195.92,0.42,28.83,20-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Jul-2019 - 00:00,12.31,50.46,17.39,9.23,1.81,5.57,5.66,1.41,52.21,27.52,193.23,0.42,29.06,21-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Jul-2019 - 00:00,8.95,35.86,6.94,11.71,0.82,6.42,3.19,1.04,57.65,11.33,249.24,0.45,29.71,22-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Jul-2019 - 00:00,9.88,73.86,6.29,3.32,1.03,9.5,3.52,0.55,54.24,20.55,255.27,0.48,29.54,23-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Jul-2019 - 00:00,12.19,79.63,8.92,5.43,1.34,8.7,2.41,0.0,49.92,13.63,243.11,0.48,29.81,24-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Jul-2019 - 00:00,11.23,76.05,8.38,6.44,1.32,10.36,1.3,0.0,33.82,1.49,227.11,0.63,29.0,25-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Jul-2019 - 00:00,7.49,58.03,10.94,5.82,1.79,6.3,1.44,0.0,31.91,19.97,210.44,0.47,26.01,26-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Jul-2019 - 00:00,13.64,67.99,18.16,12.14,1.86,6.89,2.0,0.0,33.99,4.75,241.9,0.54,26.81,27-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Jul-2019 - 00:00,8.71,67.63,4.45,5.9,0.84,4.15,1.32,0.0,27.42,5.44,237.14,0.41,25.95,28-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Jul-2019 - 00:00,,,0.0,,0.0,,,0.0,41.19,27.65,247.83,0.37,26.38,29-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Jul-2019 - 00:00,8.72,77.33,4.69,2.6,1.01,7.89,1.2,0.0,17.83,6.5,219.51,0.7,25.3,30-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Jul-2019 - 00:00,8.02,81.3,4.02,1.05,1.74,7.24,1.34,0.0,18.18,9.84,245.33,1.05,24.11,31-Jul-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-Jul-2019 - 00:00,8.31,76.98,6.07,3.89,1.88,5.21,1.08,0.0,17.33,10.62,253.99,0.73,23.94,01-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Aug-2019 - 00:00,8.11,71.57,9.32,4.91,1.94,3.78,1.43,0.0,22.87,15.78,252.81,0.46,24.33,02-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Aug-2019 - 00:00,6.35,72.49,7.74,3.7,1.84,6.0,1.96,0.0,21.92,-2.32,242.02,0.54,26.34,03-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Aug-2019 - 00:00,6.67,64.33,7.59,4.34,1.89,4.58,1.49,0.0,22.14,9.38,253.44,0.57,25.66,04-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Aug-2019 - 00:00,11.37,76.39,7.02,5.6,1.78,3.9,0.98,0.0,19.08,9.13,264.04,0.55,25.06,05-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Aug-2019 - 00:00,,,,,,,,,,,,,,06-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Aug-2019 - 00:00,7.26,97.08,13.15,7.57,2.01,4.22,2.18,0.0,24.24,-5.7,164.38,0.45,27.07,07-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Aug-2019 - 00:00,7.46,208.3,8.88,7.17,1.76,4.5,1.44,0.0,23.64,-4.81,168.16,0.72,26.83,08-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Aug-2019 - 00:00,8.81,94.99,5.97,9.6,0.85,8.96,2.73,0.0,15.62,-48.23,257.08,1.18,24.9,09-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Aug-2019 - 00:00,9.79,70.57,6.98,2.7,1.84,7.37,3.76,0.0,,-2.16,243.2,0.71,26.59,10-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Aug-2019 - 00:00,9.19,59.27,11.43,5.38,2.04,4.64,2.02,0.0,,45.96,230.26,0.36,27.35,11-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Aug-2019 - 00:00,12.93,64.38,10.66,6.41,2.02,4.13,2.14,0.0,,15.38,225.81,0.31,27.15,12-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Aug-2019 - 00:00,12.42,66.99,4.57,9.91,0.96,3.81,1.74,0.0,,-46.65,157.22,14.44,25.75,13-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Aug-2019 - 00:00,8.6,61.46,18.24,14.67,1.94,5.81,2.88,0.0,21.02,-17.5,219.07,0.44,26.05,14-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Aug-2019 - 00:00,6.88,34.03,8.0,3.89,1.89,6.53,2.87,0.0,19.34,-22.23,252.16,0.77,24.79,15-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Aug-2019 - 00:00,9.22,35.98,18.78,15.67,2.04,7.55,3.77,0.0,70.58,18.6,246.58,0.57,27.12,16-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Aug-2019 - 00:00,7.52,46.43,8.19,5.31,1.52,4.21,5.21,0.0,64.24,16.96,226.39,0.39,28.07,17-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Aug-2019 - 00:00,9.19,41.8,14.74,8.65,2.0,5.29,6.19,0.0,111.49,36.48,205.71,0.34,28.69,18-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Aug-2019 - 00:00,5.94,68.53,19.98,14.85,1.97,3.36,6.28,0.0,42.01,10.99,218.16,0.34,26.28,19-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Aug-2019 - 00:00,9.15,49.64,10.44,6.23,1.5,5.18,6.93,0.0,43.15,0.33,258.84,0.53,26.83,20-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Aug-2019 - 00:00,11.58,34.07,18.15,10.35,1.74,7.73,7.91,0.0,35.1,-13.49,249.87,0.63,27.7,21-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Aug-2019 - 00:00,11.03,38.5,9.96,3.34,1.95,6.31,8.44,0.0,62.72,32.4,239.95,0.44,28.05,22-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Aug-2019 - 00:00,10.3,47.96,7.55,3.98,1.81,6.9,9.09,0.0,70.77,41.06,245.47,0.42,28.01,23-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Aug-2019 - 00:00,8.74,27.31,4.9,11.6,1.7,5.39,6.15,0.0,28.49,3.46,204.3,0.22,24.38,24-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Aug-2019 - 00:00,7.31,33.69,4.72,1.75,1.91,4.38,6.51,0.0,54.41,28.64,195.03,0.38,25.84,25-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Aug-2019 - 00:00,9.07,41.68,4.55,2.94,1.94,5.43,7.04,0.0,57.32,34.17,208.15,0.44,25.63,26-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Aug-2019 - 00:00,11.34,32.18,7.08,3.49,1.96,5.82,7.09,1.99,45.3,16.74,188.55,0.75,25.32,27-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Aug-2019 - 00:00,11.03,41.59,11.25,10.17,2.01,4.4,7.35,3.04,65.02,35.14,243.87,0.36,25.44,28-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Aug-2019 - 00:00,11.65,28.33,7.57,4.28,2.01,6.14,7.06,2.65,69.26,28.71,241.21,0.43,26.76,29-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Aug-2019 - 00:00,10.45,37.24,7.51,3.56,1.95,5.4,6.85,1.7,80.05,37.57,215.22,0.32,26.97,30-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Aug-2019 - 00:00,15.62,15.46,0.83,8.72,0.14,4.18,5.75,2.66,71.46,0.28,193.13,0.31,27.98,31-Aug-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-Aug-2019 - 00:00,,,0.0,,0.0,,,0.59,93.36,42.97,198.25,0.35,28.32,01-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Sep-2019 - 00:00,13.72,30.86,6.53,4.6,1.19,6.79,8.24,2.48,84.14,34.31,182.92,0.48,28.99,02-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Sep-2019 - 00:00,9.04,35.35,2.12,1.57,1.34,6.01,6.33,1.85,45.94,14.29,189.7,0.49,27.01,03-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Sep-2019 - 00:00,,,0.0,,0.0,,,1.47,60.98,26.81,177.77,0.37,27.44,04-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Sep-2019 - 00:00,8.05,13.9,4.39,3.8,1.14,6.57,10.99,2.19,63.82,31.2,173.73,0.51,28.2,05-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Sep-2019 - 00:00,6.64,13.94,6.05,3.41,1.93,4.72,10.53,0.0,30.7,15.59,153.08,0.5,27.68,06-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Sep-2019 - 00:00,6.86,40.69,6.28,4.68,1.92,5.2,9.52,0.0,31.57,15.74,147.24,0.5,26.67,07-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Sep-2019 - 00:00,7.41,18.96,7.05,4.69,1.96,4.01,9.59,0.0,25.15,13.64,167.37,0.54,25.86,08-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Sep-2019 - 00:00,16.4,9.62,0.92,1.21,0.55,4.14,9.23,0.0,30.02,20.24,222.53,0.65,25.46,09-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Sep-2019 - 00:00,9.72,20.14,6.65,4.89,1.13,5.36,23.88,0.0,36.07,22.12,249.6,0.66,26.95,10-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Sep-2019 - 00:00,11.43,19.45,8.46,3.66,1.94,5.15,10.95,0.0,37.43,15.93,248.2,0.59,26.95,11-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Sep-2019 - 00:00,13.75,20.13,10.07,7.75,1.87,4.53,9.25,0.0,39.08,25.37,239.24,0.51,26.52,12-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Sep-2019 - 00:00,14.68,28.73,6.64,3.99,1.67,5.87,13.58,3.02,38.59,26.55,249.91,0.66,25.21,13-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Sep-2019 - 00:00,8.86,28.64,7.7,4.13,1.93,5.7,9.14,2.55,34.23,19.34,235.96,0.64,26.15,14-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Sep-2019 - 00:00,11.07,45.92,10.72,7.02,1.92,4.45,8.95,1.16,60.01,29.85,234.77,0.42,26.86,15-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Sep-2019 - 00:00,4.46,23.3,10.23,9.91,1.5,4.8,8.6,2.45,80.05,33.12,201.73,0.32,27.95,16-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Sep-2019 - 00:00,10.97,18.21,11.34,10.0,1.75,5.03,8.48,3.66,77.88,29.96,194.71,0.36,27.51,17-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Sep-2019 - 00:00,8.7,31.2,11.82,6.59,1.98,3.96,8.07,0.3,78.97,30.39,192.79,0.36,27.94,18-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Sep-2019 - 00:00,7.12,41.74,16.51,12.51,1.99,3.69,9.21,0.0,59.14,28.69,164.88,0.34,25.5,19-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Sep-2019 - 00:00,5.27,23.6,10.08,6.73,1.94,5.34,9.51,0.0,42.53,15.83,162.5,0.4,26.95,20-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Sep-2019 - 00:00,10.77,18.76,10.57,8.54,2.0,4.07,9.49,0.97,69.8,23.35,165.86,0.37,27.51,21-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Sep-2019 - 00:00,11.6,13.75,12.52,8.25,2.02,4.71,10.28,1.04,82.38,31.51,182.86,0.3,27.61,22-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Sep-2019 - 00:00,9.49,39.31,7.87,6.63,1.84,4.26,8.71,0.13,78.76,35.46,154.63,0.39,27.02,23-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Sep-2019 - 00:00,8.93,55.14,4.16,4.57,1.39,5.51,8.28,0.0,55.25,24.49,136.42,0.45,26.58,24-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Sep-2019 - 00:00,,,0.0,,0.0,,,0.4,41.91,12.37,139.13,0.73,25.78,25-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Sep-2019 - 00:00,4.65,25.03,6.04,6.83,1.32,4.01,8.75,0.11,41.02,15.62,204.27,0.57,25.06,26-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Sep-2019 - 00:00,6.31,37.01,7.7,5.63,1.9,3.8,8.68,0.0,32.45,10.31,186.62,0.46,25.8,27-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Sep-2019 - 00:00,7.26,15.92,10.07,7.96,2.03,3.66,9.1,0.0,31.3,11.28,207.52,0.35,25.41,28-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Sep-2019 - 00:00,8.37,24.97,6.33,3.68,1.99,3.81,9.03,0.12,31.47,10.2,240.32,0.67,24.38,29-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Sep-2019 - 00:00,11.89,41.62,9.85,8.14,1.91,5.22,9.44,0.0,27.81,11.71,249.9,0.73,23.77,30-Sep-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Sep-2019 - 00:00,8.68,17.73,8.2,4.92,2.15,4.86,9.14,1.68,40.65,19.1,242.83,2.44,24.71,01-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
