from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,MP-Xylene,Eth-Benzene,AT,RH,BP,SR,WS,WD,to date,station
01-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
02-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
03-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
04-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
05-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
06-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
07-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
08-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
09-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
10-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
11-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
12-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
13-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
14-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
15-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
16-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
17-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
18-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
19-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
20-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
21-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
22-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
23-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
24-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
25-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
26-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
27-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
28-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
29-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
30-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-Jan-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
31-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
01-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
02-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
03-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
04-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
05-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
06-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
07-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
08-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
09-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
10-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
11-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
12-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
13-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
14-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
15-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
16-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
17-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
18-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
19-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
20-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
21-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
22-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
23-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
24-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
25-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
26-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
27-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Feb-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
28-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
01-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
02-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
03-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
04-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
05-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
06-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
07-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
08-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
09-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
10-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
11-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
12-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
13-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
14-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
15-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
16-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
17-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
18-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
19-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
20-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
21-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
22-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
23-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
24-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
25-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
26-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
27-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
28-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
29-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
30-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-Mar-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
31-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
01-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
02-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
03-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
04-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
05-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
06-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
07-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
08-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
09-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
10-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
11-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
12-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
13-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
14-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
15-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Apr-2019 - 00:00,"Khadakpada, Kalyan - MPCB"
