from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Xylene,to date,station
31-Oct-2019 - 00:00,488.97,293.98,50.2,5.64,55.74,1.99,,31.48,7.8,0.0,0.01,0.68,01-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
01-Nov-2019 - 00:00,609.92,377.65,42.65,8.32,50.92,2.51,,35.35,7.27,0.0,0.01,0.71,02-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
02-Nov-2019 - 00:00,486.5,305.9,13.82,6.4,20.22,1.52,,27.04,8.94,0.0,0.0,0.51,03-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
03-Nov-2019 - 00:00,571.28,497.69,9.58,6.1,15.68,2.08,,27.47,1.12,0.0,0.0,0.5,04-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
04-Nov-2019 - 00:00,363.99,225.77,12.95,5.53,18.49,0.98,,28.07,3.19,0.02,0.0,0.44,05-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
05-Nov-2019 - 00:00,281.43,177.84,8.36,4.81,13.17,0.78,,22.68,5.84,0.03,0.0,0.62,06-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
06-Nov-2019 - 00:00,164.51,85.76,27.21,6.48,33.59,0.71,,19.61,6.29,0.11,0.01,0.55,07-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
07-Nov-2019 - 00:00,284.62,160.68,12.74,8.96,21.71,1.11,,19.39,9.17,0.0,0.01,0.69,08-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
08-Nov-2019 - 00:00,222.18,121.7,33.81,6.17,39.9,1.26,,18.65,7.81,0.0,0.0,0.57,09-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
09-Nov-2019 - 00:00,206.42,112.88,19.88,5.78,25.66,0.88,,17.72,6.67,0.0,0.0,0.78,10-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
10-Nov-2019 - 00:00,276.86,169.89,7.77,7.26,15.03,0.79,,17.5,6.88,0.01,0.0,0.85,11-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
11-Nov-2019 - 00:00,362.33,223.71,21.66,8.84,30.5,0.97,,21.39,5.85,0.29,1.63,1.57,12-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
12-Nov-2019 - 00:00,535.53,341.6,36.7,12.91,49.61,1.37,,29.0,5.08,0.55,0.19,1.76,13-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
13-Nov-2019 - 00:00,557.8,351.95,42.24,17.82,60.06,1.72,,27.63,6.49,0.96,0.01,1.53,14-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
14-Nov-2019 - 00:00,576.92,338.21,61.58,21.27,82.84,2.39,,30.6,5.33,1.75,0.0,0.89,15-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
15-Nov-2019 - 00:00,591.35,380.2,31.84,31.69,63.25,1.88,,23.2,4.35,0.95,0.0,0.6,16-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
16-Nov-2019 - 00:00,235.33,128.24,18.8,24.53,43.33,1.1,,19.97,6.65,0.72,0.25,0.67,17-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
17-Nov-2019 - 00:00,118.48,73.01,8.22,15.66,23.88,0.42,,19.85,4.99,0.35,0.27,0.51,18-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
18-Nov-2019 - 00:00,127.88,73.29,10.71,16.15,26.86,0.49,,20.19,5.18,0.28,0.0,0.6,19-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
19-Nov-2019 - 00:00,163.87,88.67,32.9,30.58,63.48,1.0,,20.35,7.22,0.38,0.0,0.63,20-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
20-Nov-2019 - 00:00,215.17,119.92,43.56,42.26,85.84,1.13,,39.4,7.87,0.13,0.01,0.51,21-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
21-Nov-2019 - 00:00,288.92,166.25,94.64,72.55,167.19,2.97,,45.62,5.73,0.58,0.0,0.66,22-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
22-Nov-2019 - 00:00,239.01,135.63,33.0,40.43,73.39,1.88,,47.16,3.69,0.43,0.0,0.48,23-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
23-Nov-2019 - 00:00,179.45,95.05,17.13,27.83,44.93,1.13,,30.62,0.0,0.18,0.01,0.58,24-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
24-Nov-2019 - 00:00,145.64,81.78,10.08,21.68,31.75,0.77,,36.91,0.0,0.27,0.01,0.72,25-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
25-Nov-2019 - 00:00,163.59,85.46,18.2,26.83,45.03,0.78,,34.89,0.87,0.27,0.08,0.59,26-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
26-Nov-2019 - 00:00,170.49,76.86,33.18,37.71,70.88,1.28,,42.17,0.0,0.48,0.0,0.48,27-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
27-Nov-2019 - 00:00,99.67,50.17,11.53,25.09,36.62,0.66,,31.27,2.58,0.11,0.0,0.43,28-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
28-Nov-2019 - 00:00,45.15,23.11,7.31,18.48,25.79,0.43,,23.53,1.46,0.0,0.0,0.6,29-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
29-Nov-2019 - 00:00,75.52,38.93,11.65,21.21,32.86,0.39,,18.24,1.71,0.23,0.01,0.49,30-Nov-2019 - 00:00,"Pusa, Delhi - IMD"
30-Nov-2019 - 00:00,116.42,62.79,16.72,19.86,36.42,0.71,,16.37,0.0,0.25,0.0,0.65,01-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
01-Dec-2019 - 00:00,144.64,84.42,17.17,21.33,38.5,0.76,,23.86,0.0,0.16,0.01,0.63,02-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
02-Dec-2019 - 00:00,170.48,94.6,21.16,25.08,46.24,0.87,,22.62,3.01,0.14,0.01,0.55,03-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
03-Dec-2019 - 00:00,185.79,100.99,29.61,31.66,61.27,1.0,,23.47,6.39,0.14,0.02,0.61,04-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
04-Dec-2019 - 00:00,194.59,108.9,36.87,37.49,74.37,1.16,,22.01,7.73,0.2,0.0,0.71,05-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
05-Dec-2019 - 00:00,329.3,186.47,93.55,74.9,167.97,2.56,,25.4,4.87,0.48,0.0,0.79,06-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
06-Dec-2019 - 00:00,295.28,171.24,52.6,51.8,104.4,1.96,,17.48,6.71,0.27,0.03,0.65,07-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
07-Dec-2019 - 00:00,278.42,166.48,50.0,46.45,96.44,1.62,,19.81,6.73,0.19,0.01,0.71,08-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
08-Dec-2019 - 00:00,288.68,171.07,92.37,65.58,157.56,2.59,,21.42,0.0,0.24,0.19,0.81,09-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
09-Dec-2019 - 00:00,240.1,137.95,48.27,47.95,95.52,1.71,,23.52,2.42,0.1,0.0,0.64,10-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
10-Dec-2019 - 00:00,298.76,169.93,45.57,45.18,90.75,1.77,,23.69,4.87,0.2,0.01,0.75,11-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
11-Dec-2019 - 00:00,320.72,186.89,37.93,34.24,72.17,2.46,,19.42,0.0,0.13,0.01,0.65,12-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
12-Dec-2019 - 00:00,323.12,192.9,22.86,22.56,45.42,2.25,,28.59,0.0,0.04,0.01,0.54,13-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
13-Dec-2019 - 00:00,94.76,63.05,6.11,10.86,16.97,0.99,,15.95,2.13,0.01,0.0,0.62,14-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
14-Dec-2019 - 00:00,92.12,50.36,7.3,7.65,14.95,0.68,,16.31,3.55,0.0,0.0,0.78,15-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
15-Dec-2019 - 00:00,107.74,60.57,6.77,3.81,10.58,0.74,,15.31,3.22,0.01,0.0,0.75,16-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
16-Dec-2019 - 00:00,93.33,51.82,4.24,1.5,5.74,0.66,,15.65,0.0,0.0,0.0,0.45,17-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
17-Dec-2019 - 00:00,106.15,63.54,4.23,1.47,5.7,0.55,,17.49,2.58,0.0,0.0,0.31,18-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
18-Dec-2019 - 00:00,158.57,92.18,23.42,18.48,41.88,0.72,,23.11,5.09,0.0,0.0,0.42,19-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
19-Dec-2019 - 00:00,315.13,185.42,25.64,27.86,53.49,1.17,,19.38,7.41,0.0,0.0,0.49,20-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
20-Dec-2019 - 00:00,390.48,221.04,21.25,29.98,51.0,1.67,,16.67,3.14,0.03,0.0,0.62,21-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
21-Dec-2019 - 00:00,296.28,164.69,5.66,2.38,8.05,1.84,,12.11,5.67,0.11,0.0,0.56,22-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
22-Dec-2019 - 00:00,152.88,88.81,4.31,1.51,5.82,1.46,,12.65,5.68,0.0,0.0,0.46,23-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
23-Dec-2019 - 00:00,199.22,120.13,4.34,1.52,5.86,1.13,,14.59,5.82,0.0,0.0,0.34,24-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
24-Dec-2019 - 00:00,340.87,182.87,4.34,1.51,5.85,1.22,,23.19,7.53,0.0,0.0,0.55,25-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
25-Dec-2019 - 00:00,189.14,101.2,4.34,1.53,5.87,1.28,,11.54,4.83,0.0,0.01,0.52,26-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
26-Dec-2019 - 00:00,247.1,130.11,13.53,18.7,29.5,1.05,,16.55,5.11,0.0,0.09,0.39,27-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
27-Dec-2019 - 00:00,309.87,165.25,19.18,13.63,32.81,0.96,,17.16,4.43,0.01,0.07,0.31,28-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
28-Dec-2019 - 00:00,350.48,198.75,48.31,27.19,75.5,1.46,,13.62,0.0,0.0,0.04,0.08,29-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
29-Dec-2019 - 00:00,437.73,243.19,31.98,25.59,57.57,1.61,,20.31,0.0,0.0,0.07,0.07,30-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
30-Dec-2019 - 00:00,437.25,232.1,52.72,38.83,79.33,2.02,,11.32,2.86,0.0,0.03,0.08,31-Dec-2019 - 00:00,"Pusa, Delhi - IMD"
31-Dec-2019 - 00:00,338.41,157.88,11.01,22.93,33.94,1.39,,9.53,6.8,0.0,0.0,0.06,01-Jan-2020 - 00:00,"Pusa, Delhi - IMD"
