from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Xylene,to date,station
01-Jun-2019 - 00:00,218.83,78.33,52.88,54.07,129.03,0.9,,50.52,0.6,0.04,0.14,1.62,02-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
02-Jun-2019 - 00:00,176.91,63.19,51.1,42.77,108.88,0.63,,42.72,0.0,0.02,0.11,0.81,03-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
03-Jun-2019 - 00:00,214.3,53.26,50.56,38.61,105.28,0.53,,40.85,0.0,0.01,0.06,0.41,04-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
04-Jun-2019 - 00:00,128.22,43.8,55.41,43.16,111.75,0.55,,45.38,0.0,0.03,0.08,0.38,05-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
05-Jun-2019 - 00:00,164.1,58.88,54.37,45.49,112.82,0.68,,40.52,0.0,0.11,0.11,0.52,06-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
06-Jun-2019 - 00:00,169.82,60.92,52.59,47.82,99.86,0.61,,41.35,0.87,0.04,0.14,0.44,07-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
07-Jun-2019 - 00:00,124.45,42.12,48.51,42.13,107.71,0.66,,58.11,2.32,0.0,0.0,0.0,08-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
08-Jun-2019 - 00:00,129.35,48.86,48.68,47.02,119.71,0.75,,47.87,2.32,0.0,0.0,0.0,09-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
09-Jun-2019 - 00:00,190.15,69.92,53.94,54.98,139.47,0.94,0.0,51.2,5.12,0.0,0.0,0.0,10-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
10-Jun-2019 - 00:00,170.19,70.66,57.51,56.16,125.44,0.81,,39.86,3.8,0.01,0.04,0.36,11-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
11-Jun-2019 - 00:00,414.98,112.99,48.8,50.22,81.21,0.68,0.0,28.99,3.02,0.02,0.16,0.82,12-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
12-Jun-2019 - 00:00,195.65,44.63,6.28,14.48,20.5,0.62,,47.59,1.67,0.01,0.13,0.46,13-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
13-Jun-2019 - 00:00,139.88,39.62,4.09,14.59,18.62,0.56,,44.87,1.62,0.01,0.06,0.37,14-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
14-Jun-2019 - 00:00,154.59,43.17,5.96,20.11,25.81,0.67,,44.46,1.79,0.02,0.06,0.62,15-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
15-Jun-2019 - 00:00,218.19,63.11,9.97,24.24,33.73,0.87,,41.29,0.21,0.02,0.23,0.85,16-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
16-Jun-2019 - 00:00,126.77,29.85,3.65,8.85,12.45,0.47,,37.78,0.0,0.0,0.5,0.35,17-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
17-Jun-2019 - 00:00,111.89,29.43,3.72,10.19,13.88,0.51,,35.81,0.0,0.06,1.06,0.3,18-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
18-Jun-2019 - 00:00,76.3,24.5,5.97,15.43,20.79,0.6,,35.6,1.15,0.0,0.01,0.0,19-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
19-Jun-2019 - 00:00,185.58,59.56,8.44,16.47,24.91,0.77,,46.93,2.98,0.0,0.01,0.0,20-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
20-Jun-2019 - 00:00,127.1,34.38,4.75,13.93,18.68,0.57,,55.9,2.01,0.0,0.01,0.0,21-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
21-Jun-2019 - 00:00,144.22,57.06,5.57,21.94,27.4,0.76,,33.89,3.28,0.0,0.01,0.04,22-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
22-Jun-2019 - 00:00,135.12,50.55,5.19,20.15,25.34,0.75,,28.53,2.15,0.01,0.02,0.03,23-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
23-Jun-2019 - 00:00,81.19,27.23,3.9,9.37,13.27,0.57,,25.75,1.52,0.02,0.02,0.0,24-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
24-Jun-2019 - 00:00,54.07,18.27,4.13,11.23,15.37,0.53,,30.75,1.23,0.01,0.04,0.0,25-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
25-Jun-2019 - 00:00,98.04,41.66,4.99,15.95,20.93,0.73,,51.9,2.4,0.0,0.15,0.0,26-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
26-Jun-2019 - 00:00,122.6,51.8,5.19,17.96,23.16,0.75,,43.47,2.59,0.0,0.1,0.0,27-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
27-Jun-2019 - 00:00,176.53,50.96,4.99,15.09,20.08,0.69,,42.92,2.92,0.01,0.12,0.0,28-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
28-Jun-2019 - 00:00,171.49,46.45,5.54,13.74,19.28,0.66,,34.06,2.27,0.04,0.28,0.0,29-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
29-Jun-2019 - 00:00,215.5,52.19,5.22,12.85,18.08,0.59,,32.94,1.68,0.01,0.02,0.0,30-Jun-2019 - 00:00,"Pusa, Delhi - IMD"
30-Jun-2019 - 00:00,219.06,54.41,8.89,16.22,25.11,0.71,,35.34,2.16,0.0,0.04,0.0,01-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
01-Jul-2019 - 00:00,179.76,47.37,4.62,9.83,14.4,0.6,,48.23,1.83,0.01,0.07,0.0,02-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
02-Jul-2019 - 00:00,194.73,59.47,4.03,2.26,5.13,0.63,,55.07,2.32,0.0,0.13,0.21,03-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
03-Jul-2019 - 00:00,76.13,27.04,3.1,1.99,4.92,0.59,,35.96,1.79,0.0,0.1,1.16,04-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
04-Jul-2019 - 00:00,70.94,26.74,2.96,2.49,5.39,0.74,,29.2,2.09,0.0,0.09,1.02,05-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
05-Jul-2019 - 00:00,81.65,32.03,2.92,0.92,3.84,0.89,,24.1,2.07,1.01,3.63,0.57,06-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
06-Jul-2019 - 00:00,69.72,29.25,3.0,0.94,3.94,0.73,,34.51,1.15,0.04,2.26,0.43,07-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
07-Jul-2019 - 00:00,109.08,29.01,2.97,0.95,3.92,0.77,,34.85,1.29,0.0,0.01,0.01,08-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
08-Jul-2019 - 00:00,110.71,40.83,11.52,6.14,6.03,0.81,,39.85,1.43,0.0,0.01,0.01,09-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
09-Jul-2019 - 00:00,100.16,33.8,6.67,2.85,5.42,0.71,,26.07,0.64,0.0,0.02,0.01,10-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
10-Jul-2019 - 00:00,240.1,65.51,2.83,0.87,3.71,0.74,,35.72,0.65,0.0,0.01,0.01,11-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
11-Jul-2019 - 00:00,302.87,69.45,2.74,0.83,3.57,0.73,,24.87,0.87,0.0,0.02,0.01,12-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
12-Jul-2019 - 00:00,319.13,73.21,2.7,0.81,3.51,0.73,,15.8,0.48,0.0,0.0,0.02,13-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
13-Jul-2019 - 00:00,210.6,59.44,2.73,0.83,3.56,0.7,,24.88,0.43,0.0,0.01,0.01,14-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
14-Jul-2019 - 00:00,256.19,61.66,2.74,0.82,3.56,0.73,,24.04,0.42,0.0,0.01,0.01,15-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
15-Jul-2019 - 00:00,130.93,31.12,2.67,0.79,3.47,0.79,,24.32,0.59,0.0,0.02,0.01,16-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
16-Jul-2019 - 00:00,81.84,27.61,2.7,0.79,3.49,0.88,,29.56,0.57,0.0,0.02,0.01,17-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
17-Jul-2019 - 00:00,66.95,35.33,5.38,33.78,38.94,0.93,,32.33,0.79,0.0,0.0,0.01,18-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
18-Jul-2019 - 00:00,53.9,24.58,70.17,78.78,95.88,0.95,0.0,28.27,0.97,0.0,0.0,0.0,19-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
19-Jul-2019 - 00:00,124.1,50.16,20.09,30.44,50.53,1.35,,28.38,0.74,0.0,0.0,0.0,20-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
20-Jul-2019 - 00:00,95.96,41.16,11.1,21.03,32.14,1.21,,30.15,0.65,0.0,0.0,0.0,21-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
21-Jul-2019 - 00:00,79.58,36.59,13.09,15.58,28.67,1.23,,32.63,0.71,0.0,0.0,0.0,22-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
22-Jul-2019 - 00:00,94.04,42.32,18.75,19.47,38.22,1.43,,31.18,0.7,0.0,0.0,0.0,23-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
23-Jul-2019 - 00:00,132.74,65.96,16.79,25.21,42.01,1.57,0.0,31.86,1.71,0.0,0.0,0.0,24-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
24-Jul-2019 - 00:00,110.1,53.8,7.42,16.55,23.98,1.42,,28.03,2.59,0.0,0.0,0.0,25-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
25-Jul-2019 - 00:00,44.21,35.76,5.76,6.5,12.26,1.28,,21.09,1.08,0.0,0.0,0.0,26-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
26-Jul-2019 - 00:00,54.18,39.0,6.63,9.14,15.78,1.51,,31.77,1.28,0.0,0.0,0.0,27-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
27-Jul-2019 - 00:00,44.95,22.1,6.31,7.61,13.92,1.46,,26.34,1.24,0.0,0.0,0.0,28-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
28-Jul-2019 - 00:00,36.54,17.0,6.02,7.31,13.33,1.36,,24.62,1.0,0.0,0.0,0.0,29-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
29-Jul-2019 - 00:00,42.68,19.11,33.47,40.0,44.1,1.29,,22.2,1.05,0.0,0.0,0.0,30-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
30-Jul-2019 - 00:00,67.5,25.02,8.66,17.04,24.27,1.38,0.0,23.29,1.67,0.0,0.0,0.0,31-Jul-2019 - 00:00,"Pusa, Delhi - IMD"
31-Jul-2019 - 00:00,56.7,26.39,24.4,36.1,36.65,1.42,,20.68,1.38,0.0,0.0,0.0,01-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
01-Aug-2019 - 00:00,59.22,28.57,7.17,12.44,19.61,1.41,,25.18,1.84,0.0,0.0,0.0,02-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
02-Aug-2019 - 00:00,69.2,54.98,9.75,14.38,21.65,1.04,0.0,27.38,2.59,0.0,0.0,0.0,03-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
03-Aug-2019 - 00:00,55.92,32.42,9.08,11.04,20.11,0.6,,14.68,2.91,0.0,0.0,0.0,04-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
04-Aug-2019 - 00:00,80.39,42.71,10.84,12.08,22.92,0.61,,15.05,3.67,0.0,0.0,0.0,05-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
05-Aug-2019 - 00:00,68.1,37.63,12.13,13.33,25.47,0.66,,13.49,1.74,0.0,0.0,0.0,06-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
06-Aug-2019 - 00:00,35.84,20.73,11.75,13.77,25.52,0.65,,13.5,0.0,0.0,0.0,0.0,07-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
07-Aug-2019 - 00:00,50.18,24.77,16.82,17.92,34.73,0.83,,20.09,0.92,0.0,0.0,0.0,08-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
08-Aug-2019 - 00:00,45.88,20.86,11.94,13.09,25.03,0.53,,33.35,1.81,0.0,0.0,0.0,09-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
09-Aug-2019 - 00:00,36.21,11.56,6.07,9.82,15.89,0.35,,20.78,0.81,0.0,0.0,0.0,10-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
10-Aug-2019 - 00:00,26.03,14.01,5.06,8.23,13.28,0.29,,21.42,0.85,0.0,0.0,0.0,11-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
11-Aug-2019 - 00:00,38.93,20.04,7.07,8.87,15.94,0.41,,23.15,1.35,0.0,0.0,0.0,12-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
12-Aug-2019 - 00:00,30.84,15.98,7.06,8.45,15.5,0.47,,25.25,1.1,0.0,0.0,0.0,13-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
13-Aug-2019 - 00:00,39.59,19.04,9.32,9.26,18.58,0.55,,18.18,1.7,0.0,0.0,0.0,14-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
14-Aug-2019 - 00:00,48.94,29.18,9.47,10.77,20.24,0.76,,29.88,1.85,0.0,0.0,0.0,15-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
15-Aug-2019 - 00:00,45.99,23.56,9.32,9.97,19.29,0.36,,19.26,1.82,0.0,0.0,0.0,16-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
16-Aug-2019 - 00:00,29.43,16.07,5.9,9.46,15.36,0.54,,17.48,0.82,0.0,0.0,0.0,17-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
17-Aug-2019 - 00:00,11.78,6.43,6.6,7.08,13.68,0.28,,13.88,0.7,0.0,0.0,0.0,18-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
18-Aug-2019 - 00:00,26.35,14.71,8.91,7.97,16.88,0.22,,16.11,0.92,0.0,0.0,0.0,19-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
19-Aug-2019 - 00:00,62.51,33.77,17.21,16.34,33.54,0.75,0.0,21.04,0.0,0.0,0.0,0.0,20-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
20-Aug-2019 - 00:00,64.19,31.82,11.5,11.72,23.22,0.35,0.0,19.31,0.85,0.0,0.0,0.0,21-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
21-Aug-2019 - 00:00,99.86,41.9,9.55,9.64,19.19,0.58,,20.41,2.62,0.0,0.0,0.0,22-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
22-Aug-2019 - 00:00,85.09,35.34,12.88,11.88,24.77,0.74,,17.84,2.93,0.0,0.0,0.0,23-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
23-Aug-2019 - 00:00,91.16,43.09,24.0,17.64,41.65,0.94,,19.78,0.03,0.0,0.0,0.0,24-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
24-Aug-2019 - 00:00,88.37,43.04,22.11,17.11,39.21,1.03,,17.06,0.0,0.0,0.0,0.0,25-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
25-Aug-2019 - 00:00,43.53,24.27,10.0,10.04,20.03,0.66,,16.61,0.0,0.0,0.0,0.0,26-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
26-Aug-2019 - 00:00,42.41,20.2,11.02,10.43,21.44,0.57,,18.67,0.0,0.0,0.0,0.0,27-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
27-Aug-2019 - 00:00,61.2,28.68,13.99,14.39,28.38,0.64,,22.82,1.56,0.0,0.0,0.0,28-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
28-Aug-2019 - 00:00,59.25,29.43,15.38,13.32,28.7,0.72,,20.16,2.68,0.0,0.0,0.0,29-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
29-Aug-2019 - 00:00,54.72,25.57,8.28,9.27,17.55,0.52,,20.5,1.33,0.0,0.0,0.0,30-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
30-Aug-2019 - 00:00,60.56,31.0,6.24,11.92,18.16,0.47,,22.35,1.11,0.0,0.0,0.0,31-Aug-2019 - 00:00,"Pusa, Delhi - IMD"
31-Aug-2019 - 00:00,78.86,41.62,8.4,13.88,22.29,0.67,,23.73,3.4,0.0,0.0,0.0,01-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
01-Sep-2019 - 00:00,51.42,23.95,8.05,13.2,21.25,0.75,,22.63,0.0,0.0,0.0,0.0,02-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
02-Sep-2019 - 00:00,75.19,40.45,5.75,12.12,17.87,0.58,,30.62,0.0,0.0,0.0,0.0,03-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
03-Sep-2019 - 00:00,98.1,53.14,5.82,12.08,17.9,0.63,,21.23,0.0,0.0,0.0,0.0,04-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
04-Sep-2019 - 00:00,111.08,61.17,5.17,12.73,17.89,0.73,,24.1,0.0,0.0,0.0,0.0,05-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
05-Sep-2019 - 00:00,58.58,25.3,5.84,12.65,18.49,0.49,,17.32,1.05,0.0,0.0,0.0,06-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
06-Sep-2019 - 00:00,55.02,25.39,7.55,12.51,20.03,0.48,,16.65,2.21,0.0,0.0,0.0,07-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
07-Sep-2019 - 00:00,48.34,24.2,6.84,11.8,18.65,0.47,,15.93,2.14,0.0,0.0,0.0,08-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
08-Sep-2019 - 00:00,57.13,27.26,6.04,11.11,17.15,0.48,,17.76,1.38,0.0,0.0,0.0,09-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
09-Sep-2019 - 00:00,94.31,45.4,4.86,10.71,15.57,0.52,,19.78,0.0,0.0,0.0,0.0,10-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
10-Sep-2019 - 00:00,100.63,51.35,5.54,11.74,17.28,0.58,,24.97,0.0,0.0,0.0,0.0,11-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
11-Sep-2019 - 00:00,121.86,68.32,10.43,16.68,27.11,0.79,,32.26,0.0,0.0,0.0,0.0,12-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
12-Sep-2019 - 00:00,90.37,47.67,6.98,15.03,22.01,0.66,,21.2,1.41,0.0,0.0,0.0,13-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
13-Sep-2019 - 00:00,51.34,23.74,4.87,11.97,16.84,0.5,,20.55,1.87,0.0,0.0,0.0,14-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
14-Sep-2019 - 00:00,45.53,21.94,4.59,10.35,14.95,0.48,,24.06,1.45,0.0,0.0,0.0,15-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
15-Sep-2019 - 00:00,54.01,31.61,6.37,11.28,17.65,0.53,,23.83,1.91,0.0,0.0,0.0,16-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
16-Sep-2019 - 00:00,89.42,48.58,13.74,17.62,31.35,0.75,,25.93,2.27,0.0,0.0,0.0,17-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
17-Sep-2019 - 00:00,97.09,49.45,7.2,13.47,20.67,0.77,,32.25,2.94,0.0,0.0,0.0,18-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
18-Sep-2019 - 00:00,64.82,31.79,4.86,14.89,19.75,0.49,0.0,28.1,1.97,0.0,0.0,0.02,19-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
19-Sep-2019 - 00:00,35.64,17.32,3.95,9.98,13.94,0.34,,21.96,1.29,0.03,0.01,0.02,20-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
20-Sep-2019 - 00:00,53.6,28.32,7.57,12.06,19.6,0.43,,19.76,1.24,0.02,0.04,0.0,21-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
21-Sep-2019 - 00:00,56.62,33.07,8.96,12.63,21.6,0.47,,23.55,0.0,0.01,0.02,0.0,22-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
22-Sep-2019 - 00:00,38.16,18.07,11.52,14.18,25.7,0.44,,18.37,0.0,0.0,0.02,0.01,23-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
23-Sep-2019 - 00:00,54.55,30.43,9.65,21.73,30.34,0.41,,21.83,1.15,0.0,0.01,0.04,24-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
24-Sep-2019 - 00:00,58.67,28.57,9.57,16.34,25.92,0.44,,21.44,2.04,0.02,0.27,0.07,25-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
25-Sep-2019 - 00:00,56.48,28.9,11.81,19.26,31.04,0.41,17.76,15.51,0.84,0.01,0.22,0.27,26-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
26-Sep-2019 - 00:00,34.68,18.03,21.62,20.54,31.78,0.36,0.0,21.35,1.17,0.02,0.05,0.03,27-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
27-Sep-2019 - 00:00,29.38,18.93,4.24,9.01,9.33,0.33,0.0,35.26,1.01,0.02,0.1,0.08,28-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
28-Sep-2019 - 00:00,53.31,26.99,10.84,13.01,23.11,0.41,3.09,40.16,1.33,0.01,0.06,0.42,29-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
29-Sep-2019 - 00:00,29.39,20.28,5.9,1.66,7.55,1.3,,33.33,1.04,0.01,0.08,0.43,30-Sep-2019 - 00:00,"Pusa, Delhi - IMD"
30-Sep-2019 - 00:00,47.86,30.07,5.44,3.88,9.33,1.71,,36.38,1.84,0.01,0.06,0.35,01-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
01-Oct-2019 - 00:00,54.14,37.52,8.18,2.17,10.35,1.97,,35.62,1.87,0.06,0.03,0.75,02-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
02-Oct-2019 - 00:00,57.54,33.05,9.84,1.9,11.74,2.13,,42.93,2.42,0.01,0.04,1.48,03-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
03-Oct-2019 - 00:00,78.49,43.08,14.85,2.52,17.33,2.4,,55.7,3.1,0.01,0.05,1.1,04-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
04-Oct-2019 - 00:00,70.59,52.61,8.68,2.51,11.19,2.25,,39.38,2.28,0.16,1.77,0.93,05-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
05-Oct-2019 - 00:00,65.33,35.45,7.56,2.18,9.74,2.2,,41.57,2.16,0.01,0.01,1.23,06-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
06-Oct-2019 - 00:00,91.15,50.46,6.66,2.5,9.15,2.33,,47.38,2.61,0.01,0.0,1.18,07-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
07-Oct-2019 - 00:00,96.73,45.89,3.73,2.53,6.26,2.3,,46.61,2.79,0.0,0.0,1.07,08-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
08-Oct-2019 - 00:00,86.0,43.89,4.15,2.37,6.52,2.26,,48.38,2.82,0.0,0.0,1.02,09-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
09-Oct-2019 - 00:00,118.73,65.92,14.84,3.23,18.03,2.68,,61.72,4.92,0.04,0.01,0.73,10-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
10-Oct-2019 - 00:00,143.03,82.75,5.58,3.73,9.31,2.65,,72.8,5.64,0.04,0.01,0.43,11-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
11-Oct-2019 - 00:00,154.79,86.56,12.74,3.84,16.57,2.74,,61.12,5.91,0.03,0.01,0.47,12-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
12-Oct-2019 - 00:00,150.45,85.29,14.28,3.77,18.05,2.86,,55.16,5.74,0.05,0.02,0.51,13-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
13-Oct-2019 - 00:00,192.25,110.8,22.98,3.77,26.73,3.06,,55.96,7.2,0.02,0.02,0.54,14-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
14-Oct-2019 - 00:00,170.07,94.93,22.25,3.88,26.09,3.06,,53.85,6.31,0.1,0.02,0.47,15-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
15-Oct-2019 - 00:00,192.76,109.23,41.28,3.95,44.94,3.53,,65.34,6.82,0.39,0.03,0.51,16-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
16-Oct-2019 - 00:00,204.34,122.27,28.32,4.16,32.44,3.43,,69.89,6.45,0.1,0.16,0.49,17-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
17-Oct-2019 - 00:00,175.28,100.04,16.39,4.64,21.03,3.01,,51.41,4.1,0.22,0.13,0.58,18-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
18-Oct-2019 - 00:00,138.33,74.29,7.08,4.5,11.58,2.7,,52.58,4.12,0.13,0.0,0.52,19-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
19-Oct-2019 - 00:00,117.95,68.32,6.32,4.7,11.02,2.59,,59.35,4.41,0.13,0.14,0.59,20-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
20-Oct-2019 - 00:00,145.34,81.76,8.1,4.1,12.2,2.75,,49.9,5.35,0.27,0.17,0.54,21-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
21-Oct-2019 - 00:00,166.47,95.13,10.17,4.67,14.84,2.73,,56.41,6.46,0.27,0.35,0.52,22-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
22-Oct-2019 - 00:00,147.19,75.06,10.87,4.3,15.18,2.69,,50.37,5.7,0.45,0.27,0.54,23-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
23-Oct-2019 - 00:00,188.87,95.51,33.28,4.59,37.83,2.15,,51.51,7.63,0.07,0.0,0.5,24-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
24-Oct-2019 - 00:00,294.65,135.68,71.87,8.6,77.81,1.91,,83.39,7.63,0.0,0.02,0.56,25-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
25-Oct-2019 - 00:00,179.62,103.17,33.01,5.18,38.19,0.96,,59.77,6.71,0.01,0.01,0.44,26-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
26-Oct-2019 - 00:00,185.26,111.5,40.08,4.99,45.04,0.98,,48.09,7.22,0.0,0.02,0.47,27-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
27-Oct-2019 - 00:00,268.3,176.56,19.06,5.81,24.87,0.83,,46.23,6.46,0.0,0.01,0.49,28-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
28-Oct-2019 - 00:00,410.36,270.81,15.88,5.59,21.48,0.91,,44.63,8.13,0.0,0.0,0.4,29-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
29-Oct-2019 - 00:00,462.21,284.65,28.64,5.52,34.16,1.61,,30.86,9.98,0.0,0.01,0.4,30-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
30-Oct-2019 - 00:00,418.01,250.66,36.65,5.54,42.19,1.63,,30.74,9.93,0.17,0.0,0.49,31-Oct-2019 - 00:00,"Pusa, Delhi - IMD"
