from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,MP-Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
31-Jul-2019 - 00:00,29.81,0.25,14.7,3.39,18.78,12.75,47.88,13.64,7.61,25.29,0.17,0.88,1.14,0.68,25.9,69.98,2.27,282.18,87.01,741.95,0.63,01-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Aug-2019 - 00:00,30.44,0.36,14.76,3.59,18.51,12.61,48.41,13.66,4.94,21.18,0.21,1.42,1.2,0.71,27.01,72.66,1.95,275.81,37.8,741.77,0.04,02-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Aug-2019 - 00:00,31.15,0.33,13.89,4.22,18.09,12.59,47.55,13.29,0.0,13.73,0.13,0.77,1.04,0.65,27.05,75.12,2.64,303.72,24.62,741.66,1.98,03-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Aug-2019 - 00:00,30.27,0.18,13.72,4.75,18.83,13.61,48.58,13.07,0.16,6.48,0.12,0.7,0.85,0.57,26.33,71.89,3.35,284.74,48.06,741.68,0.09,04-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Aug-2019 - 00:00,30.16,0.22,17.16,3.27,17.36,11.9,50.25,13.98,2.62,18.11,0.13,0.66,0.96,0.62,28.17,51.52,2.29,284.85,116.14,741.39,0.01,05-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Aug-2019 - 00:00,30.86,0.3,17.31,3.53,19.21,13.09,89.71,13.66,9.27,27.03,0.18,0.93,1.16,0.71,28.05,45.82,2.19,301.26,87.71,741.0,0.02,06-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Aug-2019 - 00:00,30.08,0.25,13.92,4.36,18.99,13.64,410.54,13.61,6.77,28.07,0.15,0.91,1.19,0.7,26.99,72.06,1.96,297.02,35.06,741.0,0.06,07-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Aug-2019 - 00:00,26.33,0.38,12.72,5.7,18.24,14.12,30.31,13.43,1.46,18.85,0.14,1.09,1.06,0.54,26.59,72.17,2.33,298.19,42.83,741.07,0.11,08-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Aug-2019 - 00:00,26.21,0.18,13.85,3.57,16.83,11.86,30.22,13.79,2.95,14.17,0.1,0.54,0.63,0.32,25.21,74.31,3.25,285.5,26.82,740.96,0.47,09-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Aug-2019 - 00:00,26.12,0.34,13.25,4.39,18.03,12.83,30.59,13.66,3.27,38.48,0.17,1.75,0.88,0.45,28.19,63.14,1.94,282.57,109.55,741.19,0.12,10-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Aug-2019 - 00:00,30.44,0.24,12.78,5.04,18.52,13.74,42.26,12.63,7.31,53.97,0.16,0.87,1.05,0.65,30.42,59.51,1.09,311.65,223.72,741.68,0.0,11-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Aug-2019 - 00:00,30.51,0.26,13.21,4.91,19.09,14.0,40.96,14.24,14.16,70.63,0.15,0.75,1.06,0.69,30.46,60.62,0.91,296.93,176.34,741.86,0.0,12-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Aug-2019 - 00:00,30.55,0.27,13.97,3.95,18.86,13.25,42.23,13.96,20.76,73.85,0.16,0.74,1.05,0.68,29.63,63.28,1.48,281.25,113.09,741.76,0.01,13-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Aug-2019 - 00:00,29.96,0.28,13.48,4.35,18.94,13.61,41.51,13.65,23.14,73.68,0.17,0.84,1.07,0.66,27.58,72.11,1.17,318.03,15.65,741.48,0.58,14-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Aug-2019 - 00:00,28.89,0.32,14.18,3.89,19.53,13.54,38.47,13.39,25.03,84.0,0.19,1.01,1.13,0.6,28.71,63.87,1.64,313.82,244.11,741.84,0.09,15-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Aug-2019 - 00:00,28.87,0.27,14.09,3.89,18.78,12.93,38.34,13.07,12.29,59.21,0.17,0.82,1.08,0.64,30.21,60.91,1.58,284.83,212.53,742.0,0.0,16-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Aug-2019 - 00:00,28.91,0.25,15.25,3.55,18.83,12.89,38.7,13.77,11.78,59.61,0.14,0.71,0.99,0.61,30.32,59.38,1.1,266.9,214.82,742.0,0.0,17-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Aug-2019 - 00:00,31.04,0.38,13.59,5.07,20.56,14.83,47.36,13.66,18.57,99.1,0.18,0.9,1.27,0.75,31.36,53.89,1.05,297.69,261.44,742.02,0.0,18-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Aug-2019 - 00:00,31.32,0.34,13.54,4.47,20.24,14.39,46.49,13.9,21.3,89.14,0.22,0.96,1.34,0.82,29.4,64.02,0.43,303.55,135.64,742.0,0.0,19-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Aug-2019 - 00:00,30.62,0.33,14.39,4.19,21.38,14.78,42.79,14.01,19.85,86.07,0.21,1.04,1.3,0.73,32.06,58.15,1.53,279.48,210.58,742.03,0.0,20-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Aug-2019 - 00:00,31.52,0.31,14.98,3.75,19.61,13.48,43.15,13.58,17.62,49.4,0.17,0.78,1.19,0.75,30.13,66.82,1.67,268.46,134.08,742.0,0.12,21-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Aug-2019 - 00:00,31.52,0.47,14.49,3.84,19.68,13.45,42.21,13.77,15.95,41.56,0.17,0.89,1.19,0.69,29.22,69.66,1.44,245.51,67.71,742.0,0.03,22-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Aug-2019 - 00:00,31.33,0.34,14.99,3.87,18.84,13.17,42.85,13.94,20.71,53.26,0.16,0.86,1.09,0.65,29.56,68.64,1.66,286.76,112.33,741.97,0.1,23-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Aug-2019 - 00:00,31.15,0.46,14.6,4.31,20.96,14.65,51.15,13.71,24.53,69.34,0.26,1.28,1.56,0.86,33.33,69.52,1.57,282.74,66.66,742.0,0.0,24-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Aug-2019 - 00:00,31.2,0.29,15.22,3.53,19.18,13.08,53.91,13.95,23.96,64.54,0.2,0.84,1.24,0.75,31.52,66.75,1.77,287.48,99.8,742.0,0.04,25-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Aug-2019 - 00:00,31.31,0.2,15.05,3.55,18.55,12.76,51.61,13.08,19.66,58.73,0.13,0.49,0.98,0.72,28.07,69.27,1.63,281.82,38.02,742.0,0.0,26-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Aug-2019 - 00:00,31.13,0.34,12.32,5.79,18.91,14.03,45.24,13.36,11.56,32.18,0.21,0.96,1.14,0.7,27.21,70.98,2.18,290.52,35.6,742.0,0.0,27-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Aug-2019 - 00:00,30.75,0.31,12.46,6.33,18.36,14.91,44.65,13.82,9.29,31.01,0.18,0.83,1.25,0.77,27.0,68.11,1.64,273.44,97.52,742.0,0.03,28-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Aug-2019 - 00:00,30.91,0.32,12.78,5.89,18.77,14.55,42.57,13.82,11.61,51.88,0.21,0.91,1.28,0.75,29.57,66.51,0.3,305.65,73.97,742.0,0.0,29-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Aug-2019 - 00:00,30.83,0.39,15.01,4.01,21.24,14.55,40.18,13.72,16.27,64.33,0.15,0.74,1.11,0.67,31.18,61.62,0.3,281.49,191.35,742.0,0.0,30-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Aug-2019 - 00:00,24.43,0.4,16.48,3.86,19.44,13.25,38.84,12.88,7.72,45.03,0.2,0.67,1.41,0.63,35.22,64.08,0.3,249.96,179.74,741.75,0.12,31-Aug-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
31-Aug-2019 - 00:00,29.2,0.35,17.92,3.57,18.62,12.81,38.52,13.99,9.71,28.1,0.26,0.79,1.73,0.69,30.66,70.34,0.3,271.73,78.59,741.61,0.56,01-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Sep-2019 - 00:00,30.89,0.28,19.11,3.39,18.15,12.42,34.09,13.87,4.95,19.98,0.23,0.63,1.48,0.64,30.79,67.03,0.3,301.7,134.54,741.98,0.02,02-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Sep-2019 - 00:00,30.79,0.32,18.89,3.48,18.91,12.89,33.75,13.97,6.84,26.08,0.21,0.69,1.33,0.61,28.48,69.35,0.3,277.2,42.69,741.98,0.06,03-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Sep-2019 - 00:00,29.96,0.43,17.79,3.86,19.98,13.6,31.7,13.72,9.99,31.05,0.2,0.82,1.25,0.54,31.25,72.93,0.3,289.12,43.2,742.0,0.17,04-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Sep-2019 - 00:00,28.36,0.37,18.35,3.67,19.89,13.57,30.81,14.05,7.68,21.2,0.15,0.8,0.99,0.46,32.45,75.4,0.3,298.67,19.94,741.6,0.36,05-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Sep-2019 - 00:00,29.3,0.47,18.11,3.93,20.65,13.86,31.58,12.98,11.25,39.93,0.19,0.98,1.11,0.5,33.23,69.06,0.3,296.3,67.48,741.62,0.0,06-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Sep-2019 - 00:00,29.65,0.42,17.18,4.04,20.05,13.95,36.45,13.98,5.73,24.02,0.17,0.9,1.14,0.59,29.2,70.92,0.3,295.39,43.33,741.56,0.0,07-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Sep-2019 - 00:00,29.89,0.53,17.44,3.91,20.59,14.12,34.39,13.88,8.79,20.76,0.19,1.08,1.25,0.59,28.64,70.84,0.3,312.37,41.36,741.7,0.04,08-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Sep-2019 - 00:00,30.04,0.25,18.75,3.63,18.0,12.54,32.92,13.55,0.69,46.79,0.13,0.69,1.03,0.55,28.22,70.21,0.3,304.19,35.62,742.0,0.01,09-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Sep-2019 - 00:00,29.92,0.32,13.85,5.11,19.01,13.97,34.94,13.25,0.2,21.1,0.12,0.73,0.97,0.5,30.71,64.16,0.31,282.47,191.14,742.0,0.02,10-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Sep-2019 - 00:00,29.88,0.27,14.2,4.15,17.41,12.64,32.7,14.02,6.81,29.11,0.13,0.63,0.9,0.51,30.44,63.55,0.33,289.47,128.3,742.01,0.0,11-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Sep-2019 - 00:00,31.49,0.32,13.88,4.46,18.39,13.42,37.72,14.13,8.46,31.7,0.14,0.73,1.03,0.56,28.68,68.05,0.31,298.32,66.15,742.14,0.65,12-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Sep-2019 - 00:00,32.62,0.24,13.31,4.54,17.28,12.89,40.24,13.42,6.01,17.88,0.11,0.56,1.04,0.68,27.11,71.41,1.47,304.68,40.74,742.17,0.01,13-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Sep-2019 - 00:00,32.65,0.3,14.5,4.22,17.53,12.75,39.92,13.81,9.04,25.84,0.14,0.73,1.15,0.72,27.89,66.76,1.62,286.53,114.04,742.53,0.17,14-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Sep-2019 - 00:00,32.65,0.36,15.6,4.13,18.8,13.36,42.63,13.8,12.73,36.4,0.14,0.87,1.14,0.69,28.14,66.39,0.88,294.0,114.6,742.78,0.02,15-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Sep-2019 - 00:00,32.68,0.32,17.05,3.74,17.63,12.41,42.59,14.0,13.77,34.7,0.16,0.88,1.2,0.75,27.63,69.68,0.67,290.61,82.45,742.66,0.0,16-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Sep-2019 - 00:00,25.64,0.47,19.85,4.23,17.88,12.7,25.51,14.18,48.23,237.34,0.14,0.77,0.89,0.46,29.97,66.54,0.6,317.11,129.45,742.23,0.0,17-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Sep-2019 - 00:00,24.16,0.38,22.5,4.34,17.65,12.92,26.22,14.49,65.28,280.1,0.14,0.66,0.68,0.3,29.84,67.4,0.37,288.23,106.79,742.07,0.0,18-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Sep-2019 - 00:00,29.25,0.41,17.22,4.56,17.67,12.93,39.53,13.03,22.88,74.79,0.11,0.53,0.73,0.38,30.52,62.21,1.02,251.92,204.24,742.48,0.58,19-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Sep-2019 - 00:00,29.89,0.38,17.49,4.18,16.99,12.44,41.32,12.99,3.23,20.1,0.1,0.43,0.76,0.47,29.07,68.25,0.39,192.88,124.33,742.53,0.02,20-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Sep-2019 - 00:00,31.04,0.3,18.0,4.34,17.74,12.97,46.2,18.58,10.89,27.56,0.11,0.48,0.71,0.48,30.15,64.57,0.91,191.79,167.29,742.66,0.03,21-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Sep-2019 - 00:00,37.32,0.5,14.27,15.92,27.46,27.51,149.21,20.32,11.92,51.35,0.17,1.33,4.44,1.28,31.18,63.0,0.73,243.61,161.44,741.78,0.0,22-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Sep-2019 - 00:00,18.54,0.24,14.6,3.56,16.52,11.69,23.6,13.79,38.89,145.35,0.04,0.28,0.49,0.31,29.28,63.89,0.53,212.79,188.64,742.92,0.03,23-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Sep-2019 - 00:00,22.34,0.43,14.86,4.31,18.8,13.51,56.32,13.96,36.12,166.76,0.08,0.61,0.82,0.47,30.56,61.96,0.44,151.32,145.26,742.95,0.0,24-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Sep-2019 - 00:00,24.03,0.35,15.44,4.19,18.16,12.79,64.18,13.45,8.39,35.55,0.09,0.49,0.84,0.5,29.13,67.38,0.33,115.76,164.64,743.12,0.01,25-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Sep-2019 - 00:00,21.82,0.45,16.16,4.11,16.7,11.89,55.21,11.76,6.03,21.74,0.08,0.4,0.63,0.36,28.35,51.17,0.84,156.8,61.45,742.95,0.0,26-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Sep-2019 - 00:00,21.8,0.2,19.49,3.99,15.35,11.25,58.96,13.61,1.43,11.98,0.0,0.43,0.58,0.31,28.53,47.52,2.2,185.86,112.43,743.31,0.0,27-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Sep-2019 - 00:00,21.82,0.17,20.12,3.9,15.89,11.62,58.33,13.46,4.11,20.09,0.05,0.54,0.66,0.31,28.82,42.33,1.32,253.98,122.82,743.94,0.0,28-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Sep-2019 - 00:00,22.39,0.21,20.93,3.98,16.91,12.23,61.95,13.1,7.52,27.9,0.08,0.57,0.7,0.33,29.48,45.47,0.98,302.3,169.15,743.98,0.0,29-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Sep-2019 - 00:00,23.02,0.25,19.15,4.08,17.81,12.6,64.37,12.97,7.83,20.33,0.08,0.57,0.82,0.46,29.21,42.42,0.66,279.06,117.26,743.71,0.73,30-Sep-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Sep-2019 - 00:00,22.99,0.26,18.72,3.77,17.34,12.29,63.08,15.01,3.23,22.5,0.08,0.69,0.93,0.42,28.82,31.72,0.4,247.31,208.53,743.89,0.23,01-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Oct-2019 - 00:00,22.46,0.23,15.62,4.31,17.46,12.79,65.11,14.87,1.56,26.69,0.08,0.6,0.95,0.49,32.33,38.25,0.4,315.96,436.36,743.25,0.0,02-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Oct-2019 - 00:00,22.63,0.66,15.59,4.73,22.08,15.31,72.13,13.37,29.57,102.13,0.15,1.13,1.31,0.59,30.18,40.84,0.34,277.02,206.59,743.39,0.0,03-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Oct-2019 - 00:00,22.79,0.49,17.57,4.15,21.69,14.91,75.98,13.97,21.66,83.03,0.14,1.01,1.12,0.48,29.35,35.31,0.3,241.18,175.99,743.79,0.0,04-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Oct-2019 - 00:00,22.64,0.44,18.03,4.25,22.31,15.08,71.24,13.29,22.93,80.66,0.11,0.83,0.91,0.35,30.81,22.82,0.31,173.52,258.63,743.58,0.0,05-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Oct-2019 - 00:00,22.89,0.47,19.13,4.73,20.35,14.66,78.7,14.55,30.04,110.74,0.12,0.8,1.09,0.41,29.17,22.91,0.32,126.65,137.47,743.12,0.0,06-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Oct-2019 - 00:00,22.72,0.59,19.23,4.48,21.23,14.93,84.88,13.57,31.17,100.68,0.15,0.92,1.25,0.49,29.03,24.41,0.3,174.72,133.39,743.42,0.0,07-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Oct-2019 - 00:00,22.92,0.74,19.06,5.52,24.09,17.3,79.55,13.8,28.53,102.12,0.14,0.97,1.12,0.5,28.01,36.08,0.31,261.9,102.36,743.67,0.0,08-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Oct-2019 - 00:00,22.93,0.62,21.93,4.1,20.7,14.35,74.77,13.71,40.4,99.55,0.16,0.97,1.13,0.49,28.24,40.35,0.3,197.61,107.66,743.76,0.0,09-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Oct-2019 - 00:00,23.07,0.39,23.95,3.62,17.78,12.39,68.3,13.52,37.38,79.62,0.1,0.59,0.79,0.37,28.18,40.95,0.32,113.05,169.97,743.98,0.0,10-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Oct-2019 - 00:00,23.7,0.0,12.4,7.2,10.1,11.2,6.8,,22.0,51.0,,,,,29.7,25.0,0.3,94.0,2.0,743.0,0.0,11-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Oct-2019 - 00:00,22.89,0.8,15.62,4.84,23.53,16.12,77.08,14.77,54.41,137.5,0.17,1.31,1.18,0.46,29.54,60.9,0.3,101.81,97.21,743.0,0.0,12-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Oct-2019 - 00:00,23.03,0.39,22.75,3.8,18.02,12.68,60.69,14.11,35.04,70.21,0.12,0.75,0.92,0.41,29.67,60.54,0.34,110.16,157.76,743.2,0.0,13-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Oct-2019 - 00:00,23.05,0.34,25.09,3.68,18.32,12.74,57.67,13.7,36.84,79.28,0.09,0.53,0.68,0.35,30.23,58.12,0.33,100.9,172.04,743.55,0.0,14-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Oct-2019 - 00:00,23.11,0.44,27.41,3.83,19.14,13.3,54.69,13.39,48.11,100.07,0.11,0.64,0.77,0.36,30.07,56.82,0.34,75.06,138.49,744.01,0.0,15-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Oct-2019 - 00:00,25.92,0.41,24.55,4.02,19.76,13.78,61.43,13.86,33.44,93.51,0.12,0.75,0.87,0.45,29.74,54.96,0.39,131.43,165.32,743.68,0.0,16-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Oct-2019 - 00:00,26.25,0.41,25.57,3.84,19.53,13.52,61.8,14.13,39.6,98.84,0.11,0.68,0.91,0.48,29.46,55.55,0.45,124.4,165.95,743.65,0.0,17-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Oct-2019 - 00:00,28.8,0.41,24.68,3.85,18.55,13.0,70.59,14.1,45.49,98.92,0.12,0.62,0.85,0.44,31.49,58.49,0.3,110.55,148.51,743.87,0.0,18-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Oct-2019 - 00:00,22.77,0.4,19.67,4.08,20.69,14.08,46.66,12.0,15.18,54.55,0.1,0.67,0.9,0.46,29.87,64.57,0.3,140.74,116.9,743.72,0.01,19-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Oct-2019 - 00:00,24.06,0.59,19.8,4.39,23.68,16.02,57.88,14.12,20.07,81.3,0.14,0.86,1.01,0.46,28.41,65.72,0.33,113.86,86.03,743.68,0.0,20-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Oct-2019 - 00:00,24.22,0.5,25.34,3.71,18.42,12.81,54.24,13.57,8.51,26.53,0.12,0.67,0.88,0.42,27.86,68.64,0.41,138.05,97.61,743.66,0.53,21-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Oct-2019 - 00:00,24.42,0.35,26.42,3.66,17.96,12.53,56.41,13.3,5.8,23.07,0.1,0.52,0.74,0.38,27.41,70.56,0.31,122.29,80.89,744.0,0.0,22-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Oct-2019 - 00:00,24.05,0.46,26.82,3.76,18.87,13.09,57.84,13.61,11.23,44.54,0.11,0.61,0.75,0.37,28.99,64.46,0.3,116.8,155.46,743.66,0.0,23-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Oct-2019 - 00:00,25.99,0.64,25.7,3.9,20.77,14.22,63.37,13.48,31.04,80.6,0.12,0.78,0.92,0.44,29.23,63.78,0.3,147.85,109.03,742.58,0.0,24-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Oct-2019 - 00:00,23.73,0.41,33.1,3.67,18.12,12.62,51.4,13.79,15.54,47.32,0.1,0.61,0.77,0.34,28.39,65.34,0.31,107.11,96.29,740.97,0.0,25-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Oct-2019 - 00:00,25.64,0.49,22.98,4.22,19.52,13.82,77.9,12.09,15.81,52.84,0.13,0.66,0.91,0.43,28.72,63.61,0.3,75.97,98.69,701.25,0.0,26-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Oct-2019 - 00:00,25.28,0.41,27.26,3.78,17.43,12.35,78.73,13.35,11.99,35.32,0.15,0.65,1.15,0.53,27.9,69.75,0.31,119.51,79.01,,0.17,27-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Oct-2019 - 00:00,25.32,0.52,25.2,4.03,19.06,13.25,92.25,11.67,58.88,85.48,0.14,0.64,1.16,0.51,27.97,70.69,0.3,144.7,123.4,700.0,0.02,28-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Oct-2019 - 00:00,22.56,0.56,31.27,3.96,18.73,13.17,85.91,13.81,48.92,90.26,0.17,0.72,1.05,0.41,29.51,65.8,0.3,140.45,139.98,,0.0,29-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Oct-2019 - 00:00,22.39,0.46,33.65,4.27,17.27,12.67,91.18,13.94,35.82,76.49,0.14,0.57,0.89,0.36,29.82,63.36,0.3,120.74,158.95,,0.0,30-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Oct-2019 - 00:00,29.77,0.57,25.74,4.13,18.28,13.08,129.9,14.09,35.94,70.72,0.17,0.7,1.13,0.55,30.04,60.05,0.31,174.46,171.73,712.17,0.0,31-Oct-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
31-Oct-2019 - 00:00,29.9,0.42,25.93,3.99,17.39,12.49,127.99,11.69,16.77,44.45,0.11,0.57,1.1,0.61,28.91,62.41,0.3,184.39,140.69,,0.0,01-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Nov-2019 - 00:00,22.84,0.64,32.68,4.11,17.55,12.68,84.76,12.76,26.23,59.92,0.11,0.55,0.8,0.35,29.36,64.42,0.33,100.74,117.15,,0.01,02-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Nov-2019 - 00:00,22.73,0.74,34.15,4.21,18.83,13.44,85.46,13.93,50.41,93.41,0.15,0.69,0.94,0.37,29.35,62.53,0.36,148.82,131.42,,0.01,03-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Nov-2019 - 00:00,22.73,0.74,33.73,4.27,18.65,13.39,93.05,13.6,58.43,105.61,0.17,0.62,0.86,0.38,29.21,63.04,0.3,206.91,130.18,,0.0,04-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Nov-2019 - 00:00,24.68,0.77,18.95,4.48,23.08,15.92,115.38,13.3,83.39,161.33,0.25,1.07,1.17,0.48,29.46,62.14,0.3,123.74,121.86,,0.0,05-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Nov-2019 - 00:00,21.46,0.54,7.5,4.75,22.9,16.04,81.55,13.12,106.92,184.6,0.23,0.99,1.01,0.39,29.45,62.25,0.3,194.2,95.35,702.5,0.0,06-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Nov-2019 - 00:00,22.27,0.48,8.84,4.61,22.55,15.73,85.93,14.3,65.87,130.72,0.22,1.01,1.01,0.39,29.41,60.76,0.3,147.39,133.14,,0.0,07-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Nov-2019 - 00:00,27.01,0.33,9.95,4.32,16.84,12.47,116.03,12.0,48.31,86.24,0.13,0.59,0.88,0.43,29.02,58.79,0.3,134.04,132.28,,0.0,08-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Nov-2019 - 00:00,24.51,0.45,9.91,4.22,17.53,12.77,99.41,13.06,77.25,134.99,0.18,0.72,0.91,0.4,29.04,57.25,0.3,115.12,132.71,,0.0,09-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Nov-2019 - 00:00,24.12,0.7,10.58,4.66,24.8,16.98,110.09,12.9,86.19,180.37,0.2,0.75,0.99,0.41,27.57,57.68,0.3,174.05,45.82,,0.0,10-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Nov-2019 - 00:00,24.17,0.58,10.92,4.75,24.69,17.0,119.48,13.5,69.09,196.12,,,,,28.85,55.68,0.3,120.2,203.14,,0.0,11-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
