from date,AT,Benzene,BP,CO,NO,NO2,NOx,Ozone,PM2.5,RF,RH,SO2,SR,Toluene,VWS,WD,WS,Xylene,to date,station
29-Apr-2019 - 00:00,34.93,1.27,745.09,0.94,14.43,27.64,23.43,42.85,67.85,0.0,34.87,14.13,202.08,3.96,0.0,28.7,1.4,3.5,30-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
30-Apr-2019 - 00:00,35.27,1.43,745.0,1.19,12.72,28.42,19.8,63.07,78.53,0.0,40.87,14.17,194.84,4.39,0.0,59.03,0.75,4.01,01-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
01-May-2019 - 00:00,34.5,0.56,745.0,0.66,5.73,16.14,10.25,94.92,57.16,0.0,44.5,12.81,184.95,1.38,0.0,103.2,1.42,0.98,02-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
02-May-2019 - 00:00,33.71,0.6,745.0,0.83,13.01,16.01,10.03,61.32,45.65,0.0,51.47,14.05,170.77,1.78,0.0,114.08,1.8,1.28,03-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
03-May-2019 - 00:00,30.33,0.57,745.1,0.86,10.29,8.47,5.95,43.78,67.46,0.0,69.96,12.96,111.5,2.04,0.0,100.68,2.73,1.46,04-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
04-May-2019 - 00:00,30.24,0.68,745.46,0.85,2.98,10.02,7.75,49.93,66.03,0.0,68.09,13.06,161.62,2.27,0.0,61.7,0.7,1.74,05-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
05-May-2019 - 00:00,33.25,0.85,745.35,1.0,6.62,15.4,13.56,70.37,53.06,0.0,48.14,14.59,195.35,2.59,0.0,59.24,1.46,2.13,06-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
06-May-2019 - 00:00,33.79,1.34,745.1,1.5,17.07,24.34,26.81,51.83,55.3,0.0,35.04,15.36,210.23,4.87,0.0,43.15,1.8,4.21,07-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
07-May-2019 - 00:00,34.52,1.39,745.0,1.12,15.86,25.81,26.63,49.66,58.0,0.0,33.06,14.06,212.72,4.96,0.0,18.03,1.52,4.24,08-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
08-May-2019 - 00:00,34.97,1.23,745.0,0.91,11.89,24.42,22.64,39.76,64.03,0.0,33.41,13.42,202.5,4.2,0.0,29.62,1.58,3.47,09-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
09-May-2019 - 00:00,35.96,0.81,745.0,0.85,5.99,22.46,16.81,32.97,44.08,0.0,32.16,12.98,198.31,2.73,0.0,39.09,2.25,2.12,10-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
10-May-2019 - 00:00,35.93,1.03,745.0,1.06,8.76,23.8,19.76,30.35,51.67,0.0,32.97,13.09,202.15,3.75,0.0,45.75,1.42,3.13,11-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
11-May-2019 - 00:00,35.36,1.09,745.22,0.86,11.76,20.84,20.65,35.17,85.43,0.0,35.5,13.93,203.1,3.79,0.0,36.24,1.33,2.87,12-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
12-May-2019 - 00:00,35.36,1.0,745.1,1.09,11.1,20.61,19.96,50.5,68.8,0.0,36.77,14.7,192.08,3.46,0.0,53.06,1.08,2.82,13-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
13-May-2019 - 00:00,33.49,1.18,745.2,0.82,6.19,16.01,13.55,45.11,83.49,0.0,45.52,13.29,150.72,3.67,0.0,63.12,1.19,3.12,14-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
14-May-2019 - 00:00,33.7,1.1,745.12,1.09,5.93,16.28,12.63,55.83,65.04,0.0,46.36,14.13,152.57,3.48,0.0,59.43,0.91,2.84,15-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
15-May-2019 - 00:00,34.29,0.96,745.18,0.81,6.17,18.81,12.02,71.66,55.41,0.0,44.85,13.35,190.73,2.87,0.0,91.82,1.47,2.24,16-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
16-May-2019 - 00:00,34.3,1.02,745.28,1.24,11.92,20.44,17.56,57.14,62.55,0.0,48.0,13.91,192.32,3.45,0.0,64.69,1.24,2.5,17-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
17-May-2019 - 00:00,35.01,1.05,745.14,1.01,9.11,21.3,15.74,40.72,69.51,0.0,43.28,13.92,185.46,3.46,0.0,24.83,1.34,2.29,18-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
18-May-2019 - 00:00,35.32,0.85,745.11,0.81,6.82,20.14,13.26,54.49,57.58,0.0,39.83,13.25,198.61,2.79,0.0,28.46,1.52,1.69,19-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
19-May-2019 - 00:00,34.62,0.6,745.48,0.98,6.59,18.25,12.06,48.14,36.72,0.0,40.44,13.33,201.06,1.96,0.0,42.04,1.4,0.97,20-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
20-May-2019 - 00:00,35.09,1.11,745.64,0.89,13.0,24.91,20.81,50.5,60.21,0.0,39.35,13.02,204.35,3.69,0.0,33.36,1.19,2.75,21-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
21-May-2019 - 00:00,35.46,1.2,745.24,1.11,10.5,26.79,19.78,58.53,79.98,0.0,37.58,12.85,198.83,4.01,0.0,29.95,0.98,2.92,22-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
22-May-2019 - 00:00,35.38,1.15,745.0,1.13,7.11,21.17,14.05,57.12,79.45,0.0,49.88,13.54,171.97,3.81,0.0,43.97,1.07,3.35,23-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
23-May-2019 - 00:00,34.98,0.74,745.0,0.97,5.91,16.14,10.33,76.58,61.76,0.0,50.92,13.88,157.65,2.59,0.0,114.43,1.18,1.86,24-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
24-May-2019 - 00:00,34.95,0.8,745.0,0.95,7.17,17.5,11.82,69.65,51.57,0.0,51.73,14.85,98.68,2.79,0.0,132.12,1.43,2.34,25-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
25-May-2019 - 00:00,34.39,0.88,745.0,0.9,6.94,19.13,12.81,53.44,74.61,0.0,54.47,13.88,183.19,2.51,0.0,81.39,1.59,1.65,26-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
26-May-2019 - 00:00,34.45,0.8,745.0,1.18,11.7,18.42,16.31,59.62,59.81,0.0,47.07,14.19,205.2,2.5,0.0,27.85,1.72,1.27,27-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
27-May-2019 - 00:00,35.49,1.18,745.0,0.92,15.58,21.12,21.62,47.58,69.79,0.0,36.38,12.42,213.38,3.86,0.0,37.39,1.74,2.39,28-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
28-May-2019 - 00:00,35.88,1.25,745.0,0.36,30.94,26.21,38.26,44.95,62.41,0.0,36.53,10.05,201.01,4.62,0.0,38.56,1.21,2.78,29-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
29-May-2019 - 00:00,35.27,1.08,745.0,0.23,10.23,27.28,18.02,48.18,65.02,0.0,45.2,4.33,205.68,3.32,0.0,72.14,1.51,2.25,30-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
30-May-2019 - 00:00,34.99,1.01,744.86,0.28,3.3,18.02,12.27,59.26,65.51,0.0,48.35,2.93,193.27,2.98,0.0,101.15,1.63,2.09,31-May-2019 - 00:00,"Collectorate, Gaya - BSPCB"
31-May-2019 - 00:00,33.78,0.75,745.0,0.29,2.91,14.65,10.16,70.43,51.4,0.0,55.94,3.84,194.43,2.16,0.0,105.19,2.34,1.51,01-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
01-Jun-2019 - 00:00,33.74,0.79,745.0,0.32,3.06,16.19,11.03,46.79,91.48,0.0,56.79,3.28,185.36,2.27,0.0,112.85,1.6,1.58,02-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
02-Jun-2019 - 00:00,33.55,0.68,745.0,0.31,3.75,17.01,12.09,40.52,50.91,0.0,58.04,2.83,189.35,2.1,0.0,119.49,2.2,1.5,03-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
03-Jun-2019 - 00:00,31.49,0.89,745.01,0.64,3.96,17.8,12.66,41.28,60.66,0.0,62.15,3.13,84.68,2.89,0.0,129.78,1.3,2.4,04-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
04-Jun-2019 - 00:00,33.55,0.85,745.0,1.12,3.22,16.03,11.14,76.72,101.66,0.0,57.55,3.1,181.28,2.55,0.0,114.81,1.54,2.05,05-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
05-Jun-2019 - 00:00,33.81,0.54,745.0,1.15,2.6,12.05,8.49,103.53,89.56,0.0,59.54,3.7,182.6,1.5,0.0,111.96,1.81,0.99,06-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
06-Jun-2019 - 00:00,33.39,0.66,745.0,1.15,2.75,14.14,9.73,70.87,37.92,0.0,58.24,2.48,178.62,2.11,0.0,119.29,1.81,1.58,07-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
07-Jun-2019 - 00:00,34.32,0.78,745.0,1.21,3.68,15.69,11.34,35.78,40.34,0.0,56.17,2.69,185.84,2.5,0.0,118.07,1.52,1.94,08-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
08-Jun-2019 - 00:00,35.19,0.88,745.0,1.09,3.27,15.02,10.62,37.63,48.91,0.0,51.65,3.65,198.68,2.43,0.0,108.29,1.35,1.93,09-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
09-Jun-2019 - 00:00,36.22,1.0,744.78,1.29,6.19,17.96,14.5,58.7,47.65,0.0,46.56,4.31,196.96,2.97,0.0,76.88,1.36,2.5,10-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
10-Jun-2019 - 00:00,35.09,0.75,744.54,1.01,2.68,13.13,8.7,63.85,57.41,0.0,54.03,3.79,97.97,2.01,0.0,106.0,1.74,1.71,11-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
11-Jun-2019 - 00:00,34.93,0.82,744.46,1.17,3.39,16.08,11.27,50.45,107.74,0.0,58.32,3.14,193.16,2.49,0.0,128.04,1.7,1.96,12-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
12-Jun-2019 - 00:00,34.12,0.7,744.84,1.2,2.89,12.54,8.98,62.98,103.29,0.0,56.92,3.99,176.82,2.04,0.0,115.41,2.14,1.54,13-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
13-Jun-2019 - 00:00,34.71,1.02,744.78,1.29,3.29,17.55,11.95,53.49,115.57,0.0,52.23,3.24,185.07,3.12,0.0,113.1,1.0,2.5,14-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
14-Jun-2019 - 00:00,36.01,1.36,744.69,1.4,10.47,21.4,19.89,51.01,123.77,0.0,46.78,4.34,177.42,4.33,0.0,45.4,1.44,4.07,15-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
15-Jun-2019 - 00:00,37.15,1.22,744.22,1.12,7.92,20.69,17.44,47.84,117.38,0.0,40.5,2.88,193.3,3.9,0.0,30.35,1.69,3.52,16-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
16-Jun-2019 - 00:00,36.68,0.75,744.33,1.13,3.9,22.32,15.03,27.07,48.75,0.0,42.83,5.12,184.74,2.19,0.0,43.29,2.15,1.57,17-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
17-Jun-2019 - 00:00,35.49,0.73,744.75,1.22,4.53,16.6,12.51,55.35,37.16,0.0,46.57,3.07,211.65,2.35,0.0,40.18,2.66,1.98,18-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
18-Jun-2019 - 00:00,35.29,0.95,744.85,1.28,5.21,17.05,13.29,40.99,38.77,0.0,46.82,2.79,173.45,3.11,-0.0,30.93,1.88,2.69,19-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
19-Jun-2019 - 00:00,35.22,1.0,744.89,1.17,3.89,18.22,12.84,45.69,49.9,0.0,46.17,3.25,147.81,3.07,0.0,31.6,1.18,2.47,20-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
20-Jun-2019 - 00:00,33.29,0.78,745.0,1.17,3.43,14.82,10.63,45.89,51.86,0.0,57.1,2.84,148.22,2.07,0.0,76.72,1.57,1.44,21-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
21-Jun-2019 - 00:00,32.39,0.71,745.0,1.26,3.07,12.82,9.22,46.18,56.91,0.0,65.47,3.22,133.11,2.55,0.0,105.07,1.05,1.91,22-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
22-Jun-2019 - 00:00,30.03,0.66,745.0,1.19,4.07,9.92,8.58,28.6,37.12,0.0,82.19,1.93,105.84,2.39,0.0,125.71,0.84,2.16,23-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
23-Jun-2019 - 00:00,32.54,0.39,745.0,1.16,2.74,8.18,6.58,47.37,36.38,0.0,66.69,2.45,188.52,1.08,0.0,127.32,1.74,0.66,24-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
24-Jun-2019 - 00:00,33.72,0.97,745.0,1.45,9.14,18.45,17.24,44.28,38.29,0.0,61.28,3.24,177.17,3.22,0.0,75.27,0.75,2.89,25-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
25-Jun-2019 - 00:00,34.06,1.14,744.83,1.41,10.35,23.62,19.78,22.35,86.31,0.0,54.91,4.86,113.37,4.28,0.0,39.74,0.71,4.18,26-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
26-Jun-2019 - 00:00,33.67,0.6,744.84,1.09,3.17,16.81,11.51,54.34,49.83,0.0,60.41,3.44,117.92,1.81,0.0,73.86,1.75,1.43,27-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
27-Jun-2019 - 00:00,32.72,0.56,744.67,1.21,3.09,15.84,10.88,57.98,39.1,0.0,64.79,3.06,160.82,1.75,0.0,68.34,1.03,1.39,28-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
28-Jun-2019 - 00:00,33.47,0.57,744.2,1.2,2.92,14.78,10.24,66.07,31.23,0.0,60.31,3.0,182.69,1.72,0.0,66.41,1.74,1.5,29-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
29-Jun-2019 - 00:00,32.35,0.53,744.26,1.24,2.99,15.79,10.79,77.11,36.52,0.0,64.87,2.64,161.81,1.63,0.0,83.29,0.85,1.33,30-Jun-2019 - 00:00,"Collectorate, Gaya - BSPCB"
30-Jun-2019 - 00:00,31.84,0.59,744.42,1.27,2.97,18.22,12.06,63.27,60.36,0.0,67.8,3.44,90.61,1.54,0.0,100.64,0.53,1.24,01-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
01-Jul-2019 - 00:00,31.79,0.74,744.5,1.22,3.82,18.92,13.09,37.6,52.61,0.0,71.02,2.63,166.92,2.13,0.0,128.32,0.87,1.81,02-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
02-Jul-2019 - 00:00,30.75,0.59,744.39,1.23,3.57,16.11,11.48,25.42,28.48,0.0,77.24,2.11,162.11,2.19,0.0,119.32,1.5,1.91,03-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
03-Jul-2019 - 00:00,31.27,0.58,744.47,1.25,3.12,15.05,10.55,37.41,29.85,0.0,74.26,2.42,160.09,1.87,0.0,122.32,1.58,1.46,04-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
04-Jul-2019 - 00:00,32.03,0.87,744.39,1.29,3.4,17.96,12.31,32.17,34.32,0.0,71.73,2.79,154.91,2.79,0.0,131.02,1.04,2.59,05-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
05-Jul-2019 - 00:00,32.61,0.69,744.0,1.55,3.06,15.06,10.46,34.05,30.62,0.0,67.32,2.55,134.67,2.15,0.0,126.81,0.86,1.84,06-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
06-Jul-2019 - 00:00,31.51,0.54,744.0,1.25,2.89,13.52,9.54,28.08,28.04,0.0,72.91,2.62,135.76,1.67,0.0,110.22,1.36,1.31,07-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
07-Jul-2019 - 00:00,29.16,0.54,744.0,1.27,3.41,15.33,10.93,44.37,22.23,0.0,87.61,2.04,48.73,2.01,0.0,40.43,0.43,1.56,08-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
08-Jul-2019 - 00:00,29.8,0.53,744.0,1.36,3.81,15.2,11.17,36.15,28.16,0.0,84.34,2.44,92.94,1.73,0.0,66.83,0.7,1.55,09-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
09-Jul-2019 - 00:00,29.94,0.9,744.0,1.16,5.71,10.47,9.9,54.52,28.46,0.0,81.2,2.62,20.92,3.11,0.0,68.25,0.52,2.71,10-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
10-Jul-2019 - 00:00,28.95,0.41,744.3,1.06,3.77,7.6,6.73,22.84,13.58,0.0,85.47,2.92,70.34,1.36,0.0,72.24,0.94,1.07,11-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
11-Jul-2019 - 00:00,30.0,0.48,744.8,1.37,4.18,9.62,8.5,22.79,31.1,0.0,80.45,2.79,94.02,1.45,0.0,66.89,1.04,1.19,12-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
12-Jul-2019 - 00:00,31.6,0.55,745.0,1.32,3.48,7.2,6.5,19.86,31.78,0.0,70.57,2.89,130.5,1.67,0.0,63.64,1.01,1.26,13-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
13-Jul-2019 - 00:00,31.56,0.51,745.0,1.11,3.84,9.78,8.29,19.92,27.34,0.0,69.36,2.71,114.21,1.62,0.0,51.23,1.24,1.36,14-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
14-Jul-2019 - 00:00,31.82,0.34,745.0,1.31,3.34,11.51,8.8,26.32,25.91,0.0,68.24,2.36,167.3,1.13,0.0,49.24,1.05,0.93,15-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
15-Jul-2019 - 00:00,32.91,0.72,745.0,1.34,5.75,17.38,13.92,21.69,73.06,0.0,62.43,3.39,156.98,2.51,0.0,55.47,0.97,2.21,16-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
16-Jul-2019 - 00:00,32.59,0.81,745.0,1.23,5.2,17.13,13.34,27.15,96.83,0.0,65.52,2.97,166.78,2.69,0.0,79.6,0.61,2.32,17-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
17-Jul-2019 - 00:00,32.6,0.62,745.0,1.06,3.89,15.82,11.57,29.86,53.49,0.0,65.45,2.37,166.86,2.04,0.0,46.11,0.75,1.7,18-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
18-Jul-2019 - 00:00,33.02,0.86,745.0,1.16,5.13,15.73,12.5,30.84,70.36,0.0,64.24,3.14,165.09,2.66,0.0,66.3,0.63,2.42,19-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
19-Jul-2019 - 00:00,32.92,0.6,745.0,0.65,10.44,26.03,21.38,53.08,78.15,0.0,66.0,2.05,187.76,1.55,0.0,93.26,0.85,1.09,20-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
20-Jul-2019 - 00:00,33.34,0.54,745.0,0.28,27.47,34.92,39.44,43.88,41.52,0.0,62.37,4.34,185.5,1.49,0.0,120.8,0.93,0.94,21-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
21-Jul-2019 - 00:00,33.68,0.39,745.0,0.2,4.44,38.62,23.36,37.96,25.96,0.0,60.83,8.08,185.4,1.1,0.0,101.49,0.75,0.74,22-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
22-Jul-2019 - 00:00,32.14,0.56,745.0,0.47,8.28,50.33,32.76,43.35,35.47,0.0,68.79,8.44,130.16,1.73,0.0,72.09,0.99,1.4,23-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
23-Jul-2019 - 00:00,31.35,0.6,745.0,0.3,5.94,52.91,32.41,35.83,82.05,0.0,73.18,8.14,135.73,1.93,0.0,86.08,0.96,1.5,24-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
24-Jul-2019 - 00:00,29.44,0.74,745.0,0.4,6.66,51.2,32.4,25.58,77.69,0.0,82.94,7.56,48.95,2.61,0.0,87.93,0.44,2.35,25-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
25-Jul-2019 - 00:00,29.76,0.83,745.0,0.5,13.06,56.95,40.53,26.4,66.89,0.0,79.71,7.8,102.2,2.99,0.0,56.34,0.53,2.69,26-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
26-Jul-2019 - 00:00,30.55,0.75,744.95,0.38,8.4,51.85,33.68,30.15,83.99,0.0,78.44,8.25,114.96,2.53,0.0,93.64,0.54,2.14,27-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
27-Jul-2019 - 00:00,29.51,0.71,744.93,0.46,7.44,51.09,32.58,27.47,48.06,0.0,84.44,7.72,83.26,2.38,0.0,135.4,0.34,1.99,28-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
28-Jul-2019 - 00:00,30.38,0.44,745.0,0.2,5.22,46.63,28.39,22.67,40.93,0.0,79.61,7.25,138.71,1.32,0.0,124.49,0.93,0.98,29-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
29-Jul-2019 - 00:00,30.31,0.53,745.0,0.31,6.23,49.94,31.34,22.25,28.85,0.0,77.64,7.61,150.8,1.91,0.0,92.18,1.13,1.61,30-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
30-Jul-2019 - 00:00,30.3,0.39,745.0,0.26,6.27,47.84,29.83,29.17,36.97,0.0,74.96,7.89,116.69,0.96,0.0,117.76,1.63,0.61,31-Jul-2019 - 00:00,"Collectorate, Gaya - BSPCB"
31-Jul-2019 - 00:00,31.01,0.41,745.0,0.24,5.47,43.71,27.13,43.72,44.79,0.0,70.4,13.07,156.02,1.03,0.0,143.6,1.49,0.56,01-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
01-Aug-2019 - 00:00,31.59,0.54,745.0,0.49,15.42,49.23,37.76,49.9,69.47,0.0,68.39,16.51,190.23,1.29,0.0,165.09,1.28,0.68,02-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
02-Aug-2019 - 00:00,31.29,0.83,744.88,0.77,9.17,60.2,38.8,34.65,87.97,0.0,74.11,13.3,146.93,2.6,0.0,167.91,0.96,1.74,03-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
03-Aug-2019 - 00:00,31.64,0.66,744.85,0.61,5.82,53.89,33.07,38.95,74.27,0.0,74.15,12.88,194.8,2.05,0.0,172.1,1.29,1.28,04-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
04-Aug-2019 - 00:00,31.84,0.54,744.69,0.71,5.89,57.66,35.3,43.31,74.8,0.0,72.48,12.65,145.39,1.64,0.0,177.0,0.65,1.05,05-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
05-Aug-2019 - 00:00,31.67,0.57,744.38,0.74,5.51,55.34,33.47,40.48,57.0,0.0,74.97,13.25,147.74,1.97,0.0,169.86,0.67,1.21,06-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
06-Aug-2019 - 00:00,30.99,0.66,744.03,0.73,11.98,60.33,40.96,38.39,32.3,0.0,78.1,12.65,186.51,2.41,0.0,82.59,0.9,1.67,07-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
07-Aug-2019 - 00:00,30.57,0.63,744.0,0.59,11.18,40.76,30.77,38.0,26.1,0.0,78.42,12.66,121.92,2.32,0.0,21.59,1.39,1.58,08-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
08-Aug-2019 - 00:00,29.32,0.46,744.14,0.5,21.42,37.78,35.42,44.92,8.82,0.0,83.64,12.19,65.58,1.83,0.0,17.22,2.04,1.13,09-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
09-Aug-2019 - 00:00,31.05,0.54,745.0,0.44,10.2,53.36,36.67,37.53,29.45,0.0,75.35,13.08,208.24,1.71,0.0,14.0,1.4,0.98,10-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
10-Aug-2019 - 00:00,32.26,0.69,745.0,0.56,10.79,64.09,42.86,23.68,35.99,0.0,68.69,12.75,222.5,2.47,0.0,14.0,0.92,1.61,11-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
11-Aug-2019 - 00:00,31.41,0.6,745.0,0.52,11.74,63.32,43.22,18.04,42.64,0.0,75.45,12.56,171.67,2.14,0.0,37.25,1.52,1.37,12-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
12-Aug-2019 - 00:00,31.57,0.61,744.88,0.71,10.82,56.17,38.67,19.57,37.73,0.0,76.24,12.37,204.65,2.32,0.0,143.36,1.2,1.53,13-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
13-Aug-2019 - 00:00,30.02,0.7,744.98,0.63,11.6,59.96,41.31,23.42,27.47,0.0,81.18,11.85,98.19,2.58,-0.0,65.67,0.8,1.88,14-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
14-Aug-2019 - 00:00,30.12,0.61,745.0,0.61,10.22,53.93,36.86,21.86,24.7,0.0,81.1,11.72,116.31,1.88,-0.01,90.71,1.25,1.44,15-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
15-Aug-2019 - 00:00,31.11,0.64,745.12,0.57,10.8,51.39,36.11,20.62,25.84,0.0,74.5,12.22,186.18,2.12,-0.01,182.2,0.79,1.42,16-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
16-Aug-2019 - 00:00,31.8,0.74,745.02,0.64,12.45,64.62,44.5,18.68,42.78,0.0,70.08,12.55,190.02,2.81,-0.01,182.2,1.07,2.36,17-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
17-Aug-2019 - 00:00,30.9,1.02,745.02,0.89,24.62,61.89,52.94,15.06,45.47,0.0,75.84,12.06,119.41,3.59,-0.01,180.95,0.61,2.86,18-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
18-Aug-2019 - 00:00,29.38,0.72,745.12,0.7,16.76,60.26,45.68,19.39,37.07,0.0,86.08,12.46,37.57,2.58,-0.01,177.24,0.56,1.93,19-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
19-Aug-2019 - 00:00,30.11,0.97,745.11,1.11,16.58,64.34,47.7,45.89,43.11,0.0,83.31,11.84,137.06,3.35,-0.01,174.91,0.45,2.46,20-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
20-Aug-2019 - 00:00,31.29,0.6,745.01,0.45,9.4,52.17,35.28,52.16,38.7,0.0,75.41,10.74,165.41,1.89,-0.01,174.94,0.56,0.92,21-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
21-Aug-2019 - 00:00,31.17,0.65,745.0,0.48,9.27,54.32,36.43,43.2,41.42,0.0,74.66,5.63,144.29,1.81,-0.01,159.76,0.84,1.14,22-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
22-Aug-2019 - 00:00,32.08,0.72,745.0,0.44,10.65,58.29,39.66,23.97,39.84,0.0,71.49,4.71,191.29,2.31,-0.01,132.0,0.68,1.41,23-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
