from date,NH3,NO2,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,RH,RF,SR,WD,WS,Temp,to date,station
17-Apr-2019 - 00:00,86.5,35.2,3.56,21.74,0.33,20.76,7.29,1.13,1.25,50.15,29.55,78.12,24.89,54.19,0.0,101.69,183.07,3.8,30.13,18-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Apr-2019 - 00:00,40.11,32.68,4.57,21.09,0.27,21.06,6.32,1.41,1.87,65.68,43.23,129.23,26.54,32.83,0.0,95.77,202.17,2.23,29.19,19-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Apr-2019 - 00:00,36.6,30.68,3.37,19.06,0.36,22.17,5.03,1.17,1.67,44.44,33.14,104.14,27.22,30.78,0.0,99.69,126.82,3.11,29.3,20-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Apr-2019 - 00:00,36.69,34.59,5.19,22.62,0.4,21.47,5.29,1.25,1.55,52.2,27.11,83.86,27.67,25.76,0.0,106.44,130.41,2.81,29.34,21-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Apr-2019 - 00:00,38.17,40.14,4.51,25.02,0.4,21.9,5.26,1.36,1.65,55.06,31.01,82.22,28.8,18.76,0.0,105.04,148.83,2.43,29.48,22-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Apr-2019 - 00:00,41.19,37.55,4.06,23.28,0.36,21.45,5.7,1.52,2.06,59.54,35.73,95.56,29.61,16.3,0.0,87.55,168.48,2.26,29.36,23-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Apr-2019 - 00:00,42.72,39.03,6.65,26.16,0.46,21.13,4.94,1.69,2.22,60.58,52.46,141.83,29.97,15.92,0.0,100.79,186.82,2.75,29.01,24-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Apr-2019 - 00:00,42.53,38.71,7.08,26.36,0.42,23.34,5.19,1.57,2.3,56.96,47.95,140.28,30.87,14.45,0.0,104.71,171.39,3.17,29.21,25-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Apr-2019 - 00:00,35.12,33.97,5.16,22.26,0.51,53.12,6.93,1.28,1.41,34.62,41.98,124.12,30.95,15.11,0.0,99.07,146.81,3.18,29.29,26-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Apr-2019 - 00:00,16.41,14.97,2.51,10.01,0.39,94.25,8.31,0.69,0.52,6.12,37.6,105.14,30.72,17.83,0.0,106.99,188.0,3.22,28.94,27-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Apr-2019 - 00:00,12.8,15.58,2.56,10.37,0.44,101.27,9.38,0.7,0.52,5.83,45.02,122.72,31.4,13.65,0.0,102.24,190.19,3.62,29.02,28-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Apr-2019 - 00:00,11.86,18.52,2.78,12.12,0.4,95.72,9.46,0.73,0.36,6.4,43.4,122.7,31.08,11.16,0.0,105.38,215.51,3.05,29.43,29-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Apr-2019 - 00:00,12.89,16.16,2.57,10.68,0.51,70.49,6.43,0.79,0.46,7.05,37.1,124.31,30.64,11.28,0.0,107.28,270.71,3.76,29.26,30-Apr-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Apr-2019 - 00:00,14.44,17.76,1.95,11.04,0.4,76.75,10.96,0.86,0.81,8.24,41.46,139.03,29.92,16.99,0.0,110.14,274.65,4.14,29.04,01-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-May-2019 - 00:00,16.89,17.52,2.44,11.31,0.46,80.26,11.96,0.96,0.58,7.98,61.09,248.4,29.38,22.52,0.0,104.18,269.2,4.0,29.02,02-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-May-2019 - 00:00,15.4,17.21,2.06,10.83,0.47,92.21,6.5,0.92,0.7,7.02,61.95,243.11,29.39,22.84,0.0,101.97,262.65,3.69,28.79,03-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-May-2019 - 00:00,14.15,15.64,2.3,10.19,0.36,99.39,6.66,0.77,0.48,5.45,48.34,194.68,31.31,22.04,0.0,96.94,253.07,4.0,29.22,04-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-May-2019 - 00:00,14.67,8.78,1.99,6.29,0.34,110.3,4.02,0.57,0.24,4.3,41.28,162.69,32.76,28.59,0.0,95.57,229.4,3.88,29.24,05-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-May-2019 - 00:00,15.52,14.72,2.08,9.53,0.53,100.16,5.95,0.77,0.91,5.37,38.62,119.46,31.32,34.64,0.0,88.25,251.75,3.3,29.16,06-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-May-2019 - 00:00,13.61,16.02,2.1,10.22,0.53,97.82,10.11,0.72,0.4,5.62,36.21,132.83,32.49,25.66,0.0,95.0,250.25,3.31,29.14,07-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-May-2019 - 00:00,12.19,14.97,2.06,9.63,0.44,96.92,8.06,0.67,0.34,5.31,35.33,127.08,32.81,19.69,0.0,103.14,274.0,4.06,29.14,08-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-May-2019 - 00:00,13.77,14.47,2.32,9.59,0.34,91.95,7.33,0.61,0.33,4.91,44.05,116.1,32.42,21.21,0.0,108.97,268.08,4.6,29.16,09-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-May-2019 - 00:00,16.71,14.79,2.43,9.84,0.3,77.36,6.15,0.64,0.31,4.86,33.88,102.41,31.89,25.69,0.0,109.31,265.44,4.14,29.1,10-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-May-2019 - 00:00,17.16,12.66,2.35,8.64,0.44,74.96,6.62,0.63,0.34,5.12,26.46,88.41,31.58,30.15,0.0,104.53,275.93,4.58,29.28,11-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-May-2019 - 00:00,15.45,11.5,2.39,8.06,0.4,80.32,5.81,0.56,0.51,4.76,31.0,117.99,31.78,28.89,0.0,105.9,255.64,3.71,28.39,12-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-May-2019 - 00:00,15.85,11.92,2.71,8.54,0.43,85.69,6.51,0.46,0.39,4.12,36.3,149.48,32.54,28.76,0.0,94.54,201.24,3.19,28.0,13-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-May-2019 - 00:00,16.12,16.78,3.48,11.76,0.4,70.09,5.24,0.61,0.37,4.85,30.43,118.21,32.66,24.79,0.0,91.03,258.29,3.24,29.07,14-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-May-2019 - 00:00,16.73,15.44,2.8,10.49,0.43,62.02,8.21,0.71,0.41,5.78,41.76,170.8,32.5,25.05,0.0,103.42,267.6,3.77,29.55,15-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-May-2019 - 00:00,15.92,15.83,2.47,10.43,0.42,71.08,6.74,0.69,0.55,6.01,35.43,128.34,32.67,26.01,0.0,100.84,262.75,3.23,29.35,16-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-May-2019 - 00:00,16.31,12.28,2.55,8.61,0.39,69.53,5.86,0.53,0.25,4.6,30.62,123.24,32.28,29.0,0.0,103.04,266.92,3.72,29.45,17-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-May-2019 - 00:00,15.04,12.55,2.71,8.88,0.46,67.39,8.49,0.59,0.32,5.23,37.67,153.62,32.25,27.48,0.0,99.96,271.21,3.92,29.46,18-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-May-2019 - 00:00,15.55,11.51,2.79,8.38,0.39,59.05,7.68,0.54,0.35,5.15,35.83,149.25,31.87,29.67,0.0,114.03,260.55,3.76,29.41,19-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-May-2019 - 00:00,14.26,10.48,2.08,7.27,0.44,76.47,4.6,0.48,0.22,4.29,28.04,111.54,32.49,25.12,0.0,99.53,251.31,3.3,29.48,20-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-May-2019 - 00:00,15.08,13.08,2.63,9.1,0.46,93.48,8.57,0.61,0.34,5.49,30.92,110.21,33.83,21.58,0.0,102.69,222.39,2.53,29.42,21-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-May-2019 - 00:00,14.97,12.66,2.67,8.9,0.37,61.88,6.61,0.58,0.34,4.89,25.84,102.35,34.88,21.04,0.0,106.52,252.35,3.64,29.59,22-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-May-2019 - 00:00,15.34,13.41,2.56,9.23,0.33,58.1,7.14,0.59,0.35,5.46,25.27,126.14,34.47,23.08,0.0,109.19,264.05,3.89,29.47,23-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-May-2019 - 00:00,17.15,11.47,2.25,7.94,0.4,62.43,10.91,0.61,0.31,5.7,31.12,132.3,34.21,28.17,0.0,106.34,276.92,4.24,29.49,24-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-May-2019 - 00:00,15.41,11.33,2.37,7.95,0.42,68.3,5.52,0.55,0.28,5.72,37.46,158.55,34.12,27.6,0.0,107.67,276.81,4.71,29.31,25-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-May-2019 - 00:00,16.44,13.08,2.22,8.76,0.36,70.44,4.83,0.62,0.39,5.29,37.79,162.68,34.2,29.64,0.0,94.61,247.34,3.46,29.3,26-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-May-2019 - 00:00,14.38,12.59,2.02,8.34,0.45,81.36,6.92,0.62,0.32,5.46,31.56,129.2,34.79,24.18,0.0,105.6,252.65,3.32,29.61,27-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-May-2019 - 00:00,15.23,13.23,2.27,8.89,0.45,71.21,6.2,0.4,0.17,4.18,35.18,136.8,34.76,25.52,0.0,104.65,257.23,3.55,29.49,28-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-May-2019 - 00:00,13.71,14.03,2.33,9.34,0.51,79.42,6.18,0.3,0.28,2.17,31.23,134.76,35.14,21.78,0.0,97.69,239.74,3.34,29.34,29-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-May-2019 - 00:00,14.68,13.68,2.4,9.22,0.45,81.13,6.83,0.59,0.37,4.13,37.59,145.41,35.3,21.54,0.0,101.3,226.97,3.17,29.4,30-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-May-2019 - 00:00,15.26,12.69,2.29,8.62,0.33,77.25,9.16,0.51,0.4,4.48,36.25,159.08,35.36,23.73,0.0,92.3,241.0,3.71,29.45,31-May-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
31-May-2019 - 00:00,14.54,11.67,2.25,8.04,0.39,77.43,6.12,0.54,0.38,4.08,31.18,133.27,35.27,24.21,0.0,100.35,261.38,3.64,29.38,01-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Jun-2019 - 00:00,16.03,11.45,2.19,7.88,0.45,66.93,5.07,0.54,0.37,4.78,30.17,137.96,34.52,29.45,0.0,99.53,263.93,4.03,29.36,02-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Jun-2019 - 00:00,19.85,11.28,2.15,7.74,0.38,61.58,7.06,0.56,0.51,4.46,30.81,122.75,33.78,40.19,0.02,83.62,259.33,4.61,29.47,03-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Jun-2019 - 00:00,23.84,14.64,2.35,9.7,0.36,70.92,8.74,0.71,0.54,4.47,33.47,147.24,34.79,35.11,0.0,91.07,272.67,4.7,29.42,04-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Jun-2019 - 00:00,20.16,11.73,2.57,8.33,0.42,67.09,8.16,0.57,0.52,4.17,30.88,136.08,34.72,35.64,0.0,104.58,265.56,4.96,29.92,05-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Jun-2019 - 00:00,15.16,9.9,2.38,7.21,0.38,67.66,6.42,0.53,0.46,4.28,36.25,166.01,35.22,29.04,0.0,104.95,268.82,4.28,29.81,06-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Jun-2019 - 00:00,13.61,10.86,2.39,7.72,0.47,71.12,7.74,0.52,0.49,4.11,35.9,136.5,35.6,26.76,0.0,100.59,260.16,3.9,29.25,07-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Jun-2019 - 00:00,15.81,12.63,2.4,8.68,0.42,74.43,5.3,0.54,0.48,3.19,31.84,142.01,35.73,27.81,0.0,92.74,209.67,3.43,28.94,08-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Jun-2019 - 00:00,15.22,12.62,2.06,8.39,0.43,90.27,7.61,0.56,0.53,4.23,34.55,152.89,35.77,25.26,0.0,98.19,247.36,3.94,28.85,09-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Jun-2019 - 00:00,13.91,11.03,1.85,7.38,0.48,94.13,6.85,0.52,0.93,3.82,35.02,137.51,35.63,25.61,0.0,92.43,250.57,3.68,28.4,10-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Jun-2019 - 00:00,15.14,8.91,2.35,6.65,0.35,82.34,5.31,0.54,0.59,3.56,31.36,129.79,34.38,33.36,0.1,101.65,248.42,5.17,28.81,11-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Jun-2019 - 00:00,17.69,11.69,2.41,8.17,0.54,78.76,3.95,0.47,0.77,3.95,26.64,88.74,34.57,33.92,0.0,101.21,240.54,3.38,28.87,12-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Jun-2019 - 00:00,15.82,9.7,2.09,6.87,0.54,91.15,8.19,0.56,0.7,4.52,32.41,109.27,35.16,31.07,0.0,80.48,235.02,3.15,29.18,13-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Jun-2019 - 00:00,20.19,9.77,2.08,6.88,0.44,73.63,4.05,0.56,0.86,4.64,16.95,58.19,33.1,49.23,0.0,78.45,262.44,3.81,28.9,14-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Jun-2019 - 00:00,15.82,8.91,2.05,6.41,0.48,79.87,3.84,0.42,0.29,3.45,25.65,72.89,32.96,48.39,0.0,90.89,203.33,3.09,28.78,15-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Jun-2019 - 00:00,16.63,7.4,2.21,5.73,0.48,57.49,4.57,0.46,0.43,4.32,24.6,85.35,32.89,50.67,0.0,98.52,275.9,4.9,28.64,16-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Jun-2019 - 00:00,19.31,3.33,1.89,3.31,0.4,46.93,4.11,0.39,0.28,4.01,24.22,87.86,32.17,56.33,0.03,83.39,271.99,5.98,28.32,17-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Jun-2019 - 00:00,0.1,16.88,1.09,9.88,0.39,41.87,4.25,0.43,0.36,3.78,23.23,77.58,31.78,57.5,0.0,111.27,284.83,6.55,28.73,18-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,19-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Jun-2019 - 00:00,22.95,9.67,1.13,6.07,0.69,96.91,2.26,0.22,0.24,2.32,15.5,61.7,34.88,52.2,0.0,83.0,240.0,4.42,30.1,20-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Jun-2019 - 00:00,2.58,16.87,1.25,10.01,0.39,79.95,107.18,5.9,0.87,2.79,38.0,96.0,51.0,5.09,0.0,2.0,59.2,5.6,29.02,21-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Jun-2019 - 00:00,10.43,16.88,1.26,10.02,0.27,74.91,6.29,0.61,0.64,4.44,30.32,83.28,31.4,63.56,0.08,86.15,262.31,3.5,29.18,22-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Jun-2019 - 00:00,13.3,16.94,1.19,9.98,0.48,90.56,5.52,0.5,0.49,3.54,24.03,63.55,31.47,62.89,0.06,82.38,225.07,4.26,29.68,23-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Jun-2019 - 00:00,13.3,16.94,1.22,10.01,0.54,92.38,4.85,0.59,0.42,4.8,27.66,66.24,30.6,68.11,0.09,75.44,265.58,4.36,29.91,24-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Jun-2019 - 00:00,13.3,16.91,1.29,10.03,0.42,105.86,6.48,0.6,0.46,5.28,33.48,73.4,30.83,69.68,0.18,86.77,255.66,4.18,29.57,25-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Jun-2019 - 00:00,12.48,16.94,1.23,10.02,0.41,114.97,5.95,0.63,0.59,5.11,26.02,53.44,31.07,72.81,0.02,93.07,255.26,2.93,29.26,26-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Jun-2019 - 00:00,11.9,16.87,1.3,10.03,0.41,79.93,3.77,0.78,0.51,4.34,37.83,80.11,31.18,73.26,0.0,81.82,283.56,3.85,29.35,27-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Jun-2019 - 00:00,11.93,16.85,1.21,9.96,0.32,70.43,6.05,0.36,0.22,2.93,19.54,37.58,30.0,79.33,0.0,84.17,285.46,4.86,29.5,28-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Jun-2019 - 00:00,13.97,17.05,1.3,10.12,0.18,54.75,5.67,0.65,0.45,4.47,32.75,77.0,31.68,69.75,0.0,176.75,291.5,4.78,29.88,29-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Jun-2019 - 00:00,14.02,16.8,1.28,9.97,0.48,88.04,5.49,0.58,0.56,4.67,15.62,48.85,30.5,68.71,0.0,61.31,262.54,4.59,29.58,30-Jun-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Jun-2019 - 00:00,14.01,16.89,1.18,9.96,0.47,61.48,4.88,0.51,0.43,5.27,21.9,49.08,29.49,81.69,0.06,47.56,253.95,4.17,29.69,01-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Jul-2019 - 00:00,13.71,16.89,1.23,10.0,0.44,81.97,4.77,0.47,0.39,3.85,15.55,43.23,30.54,72.49,0.0,91.82,260.21,3.91,29.57,02-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Jul-2019 - 00:00,13.31,16.94,1.23,10.03,0.57,77.89,5.89,0.49,0.37,3.49,25.94,65.24,31.9,63.98,0.23,60.25,233.2,4.03,29.83,03-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Jul-2019 - 00:00,12.84,16.88,1.31,10.05,0.41,73.31,6.66,0.54,0.39,3.63,18.08,32.28,29.01,87.59,0.14,34.29,276.77,4.78,29.37,04-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Jul-2019 - 00:00,11.82,16.88,1.29,10.03,0.42,70.43,4.63,0.51,0.68,3.44,7.38,14.63,27.32,90.77,0.11,16.89,279.74,3.92,29.17,05-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Jul-2019 - 00:00,12.49,16.85,1.3,10.02,0.39,50.96,6.09,0.48,0.88,3.52,10.89,19.15,26.35,92.22,0.16,11.36,277.46,3.91,29.42,06-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Jul-2019 - 00:00,11.18,16.95,1.23,10.02,0.42,38.12,6.67,0.57,0.99,3.93,15.97,27.01,25.88,92.16,0.63,17.61,267.05,3.81,29.08,07-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Jul-2019 - 00:00,17.93,24.63,2.01,14.74,0.45,46.82,6.93,0.59,0.48,4.13,22.17,61.82,26.52,82.74,0.0,42.25,283.55,4.37,29.61,08-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Jul-2019 - 00:00,20.97,20.76,2.87,13.36,0.45,34.49,6.45,0.64,0.48,4.98,27.79,83.32,27.29,78.05,0.0,54.49,281.74,5.17,29.47,09-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Jul-2019 - 00:00,19.88,10.97,2.64,7.99,0.35,38.45,4.69,0.56,0.82,4.5,25.98,79.25,27.48,75.39,0.0,63.73,273.96,5.37,29.47,10-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Jul-2019 - 00:00,18.58,12.08,2.75,8.67,0.41,40.78,5.44,0.57,0.43,4.33,22.33,81.31,27.61,71.86,0.0,64.14,275.93,4.79,29.3,11-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Jul-2019 - 00:00,18.17,11.85,3.07,8.79,0.37,42.86,6.6,0.55,0.54,4.33,24.58,94.89,28.15,63.95,0.0,83.86,278.89,6.19,29.41,12-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Jul-2019 - 00:00,18.63,11.1,2.45,7.89,0.37,44.86,8.48,0.53,0.52,4.11,25.55,86.01,28.08,65.42,0.0,71.6,270.55,5.56,29.66,13-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Jul-2019 - 00:00,18.51,8.22,2.28,6.22,0.43,41.66,8.54,0.43,0.43,3.53,20.32,70.44,27.79,66.39,0.0,66.43,272.1,6.11,29.44,14-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Jul-2019 - 00:00,16.9,10.14,2.39,7.33,0.47,46.54,7.09,0.44,0.36,3.81,22.82,84.64,28.09,61.38,0.0,84.47,275.94,6.45,29.7,15-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Jul-2019 - 00:00,16.66,9.33,2.56,7.05,0.44,45.96,6.1,0.49,0.4,4.04,25.01,92.85,28.26,59.84,0.0,79.55,275.2,6.77,29.47,16-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Jul-2019 - 00:00,16.49,9.79,2.74,7.44,0.42,45.53,6.96,0.51,0.44,3.88,27.51,83.53,28.35,59.17,0.0,88.1,279.09,5.68,29.34,17-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Jul-2019 - 00:00,16.51,10.53,2.98,8.02,0.36,45.73,6.24,0.47,0.3,3.91,23.0,83.28,28.35,58.98,0.0,86.36,280.13,4.72,29.32,18-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Jul-2019 - 00:00,16.43,10.97,3.27,8.5,0.4,52.69,5.49,0.46,0.58,3.99,27.66,83.94,28.54,60.0,0.0,72.15,247.65,3.39,29.4,19-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Jul-2019 - 00:00,15.48,9.12,3.0,7.29,0.36,62.33,6.3,0.44,0.32,2.7,31.05,73.1,28.24,64.61,0.03,89.59,207.05,3.4,29.36,20-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Jul-2019 - 00:00,19.57,17.26,3.95,12.39,0.43,60.98,6.12,0.46,0.26,3.18,25.66,54.45,28.3,67.65,0.0,83.69,163.08,2.52,29.31,21-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Jul-2019 - 00:00,17.76,14.77,2.66,10.03,0.45,62.86,8.92,0.4,0.31,3.06,16.35,33.54,27.74,74.3,0.16,81.86,147.88,2.56,29.58,22-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Jul-2019 - 00:00,18.69,9.18,2.05,6.54,0.45,55.08,7.82,0.23,0.09,1.7,13.76,22.24,27.73,77.08,0.0,101.96,172.71,1.78,29.53,23-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Jul-2019 - 00:00,14.53,18.55,2.1,11.57,0.59,53.42,5.21,0.65,0.69,4.99,12.6,52.6,30.48,49.52,0.0,127.76,233.9,2.64,29.47,24-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Jul-2019 - 00:00,23.11,23.19,2.51,14.36,0.53,52.44,9.66,0.81,1.28,7.01,35.08,91.38,28.89,64.99,0.0,75.95,263.05,3.02,29.19,25-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Jul-2019 - 00:00,24.0,10.69,3.02,8.13,0.49,44.93,5.13,0.52,0.65,3.76,25.21,54.62,27.64,76.1,0.0,46.39,278.95,5.27,28.89,26-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Jul-2019 - 00:00,20.16,9.07,3.59,7.74,0.45,26.3,5.95,0.49,0.47,3.63,21.67,47.12,26.34,84.61,0.23,38.86,283.11,5.42,29.41,27-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Jul-2019 - 00:00,19.19,10.04,3.34,8.06,0.53,34.28,6.4,0.48,0.57,3.24,25.83,61.42,26.32,86.07,0.47,30.99,268.26,5.08,29.36,28-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Jul-2019 - 00:00,17.62,8.8,3.02,7.14,0.5,30.66,5.3,0.4,0.38,3.1,21.38,38.0,25.72,91.16,0.35,13.01,281.65,5.08,29.44,29-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Jul-2019 - 00:00,13.67,10.09,3.12,7.9,0.61,40.2,6.4,0.51,0.68,3.73,15.41,27.5,25.95,90.75,0.4,31.77,267.11,3.66,29.46,30-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Jul-2019 - 00:00,10.28,10.79,3.32,8.45,0.56,41.66,5.32,0.59,1.13,4.18,8.99,19.68,25.89,88.54,0.09,22.74,288.41,4.98,29.33,31-Jul-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
31-Jul-2019 - 00:00,9.92,7.33,3.12,6.43,0.25,32.64,6.78,0.46,0.6,3.91,6.84,12.82,25.39,90.2,0.03,17.0,282.91,6.11,29.19,01-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Aug-2019 - 00:00,10.65,8.93,4.13,8.11,0.42,23.17,10.23,0.54,0.82,3.66,8.57,15.5,25.72,90.36,0.02,18.35,287.76,4.94,29.19,02-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Aug-2019 - 00:00,12.64,10.23,3.94,8.64,0.38,30.31,8.47,0.55,0.88,3.44,22.15,43.97,26.44,85.47,0.0,45.5,283.18,3.81,29.18,03-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
