from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,SR,WD,WS,RH,to date,station
26-Aug-2019 - 00:00,34.49,46.8,9.94,14.52,10.42,21.88,10.83,0.44,15.2,1.8,0.99,1.88,32.47,607.61,206.95,0.45,64.24,27-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Aug-2019 - 00:00,37.0,64.61,6.33,14.02,9.13,22.45,11.15,0.58,18.31,2.53,1.13,2.0,31.4,480.4,276.14,0.35,73.19,28-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Aug-2019 - 00:00,43.43,72.45,8.57,13.15,8.96,21.61,11.13,0.13,19.51,2.71,1.12,1.98,32.78,531.45,232.78,0.29,65.26,29-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Aug-2019 - 00:00,35.85,62.21,5.51,14.43,9.49,22.46,11.18,0.31,21.0,2.19,1.1,1.98,33.07,552.14,201.55,0.41,66.91,30-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Aug-2019 - 00:00,37.24,62.43,7.03,23.02,11.55,31.57,12.7,0.48,18.16,2.13,1.11,2.0,30.38,498.0,170.77,0.57,78.12,31-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
31-Aug-2019 - 00:00,42.84,67.08,6.42,21.97,19.48,37.53,11.58,0.62,19.69,2.36,1.12,2.0,32.03,536.46,208.5,0.41,71.4,01-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Sep-2019 - 00:00,39.76,65.39,5.97,13.17,8.85,21.97,11.06,0.36,16.86,2.46,1.12,2.0,29.19,462.27,155.27,0.55,82.11,02-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Sep-2019 - 00:00,30.09,54.05,9.31,13.19,8.9,22.07,11.08,0.59,15.31,2.22,1.11,2.0,29.69,506.1,212.22,0.43,80.16,03-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Sep-2019 - 00:00,44.34,74.78,21.68,13.23,8.8,21.8,11.06,1.52,31.14,2.45,1.43,1.96,31.6,480.68,202.28,0.35,72.75,04-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Sep-2019 - 00:00,42.01,127.24,6.01,13.25,8.81,22.06,11.07,0.79,29.09,1.97,1.11,2.0,31.66,519.09,179.21,0.46,75.05,05-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Sep-2019 - 00:00,19.34,35.58,5.66,13.25,8.81,22.06,11.07,0.69,21.39,1.71,1.1,2.0,29.27,560.2,113.13,0.77,82.63,06-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Sep-2019 - 00:00,33.1,54.7,6.23,13.24,8.81,21.82,11.07,0.94,13.14,1.8,1.09,1.98,30.99,502.62,130.55,0.41,80.78,07-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Sep-2019 - 00:00,32.13,58.57,6.33,13.27,8.75,22.02,11.09,1.0,13.74,1.99,1.11,2.0,31.11,522.7,164.78,0.56,76.09,08-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Sep-2019 - 00:00,29.15,57.96,5.72,16.78,12.4,25.79,11.88,0.83,14.92,2.01,1.11,2.0,31.46,503.29,197.11,0.42,71.09,09-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Sep-2019 - 00:00,39.26,76.9,7.42,22.27,15.77,32.57,12.0,1.19,16.8,2.07,1.1,1.98,32.38,526.35,248.5,0.32,67.54,10-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Sep-2019 - 00:00,37.85,73.79,11.02,14.91,11.61,24.58,9.63,0.95,14.58,2.08,1.13,2.0,32.96,464.86,213.64,0.38,69.57,11-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Sep-2019 - 00:00,41.84,80.34,6.61,13.2,11.36,23.76,9.46,0.25,15.54,2.02,1.11,2.0,32.64,461.94,185.92,0.48,71.06,12-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Sep-2019 - 00:00,41.25,75.19,10.0,14.35,10.7,24.42,9.39,0.89,19.23,1.9,1.11,2.0,32.57,468.03,163.02,0.46,72.68,13-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Sep-2019 - 00:00,35.63,62.59,11.98,12.87,10.82,23.19,9.57,1.14,29.12,1.73,1.1,2.0,30.84,455.5,114.22,0.76,70.51,14-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Sep-2019 - 00:00,45.57,70.94,16.69,17.77,14.38,30.77,9.5,1.55,18.88,1.94,1.18,1.98,30.71,466.51,142.16,0.44,77.31,15-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Sep-2019 - 00:00,43.51,71.13,7.39,16.57,10.56,23.7,9.61,0.6,23.0,2.06,1.1,1.98,30.92,472.28,169.47,0.45,76.44,16-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Sep-2019 - 00:00,32.15,58.74,13.27,18.85,17.28,28.43,10.32,0.46,24.31,1.92,1.08,1.96,29.34,434.73,145.83,0.6,75.13,17-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Sep-2019 - 00:00,38.72,67.83,15.48,14.7,11.61,24.46,9.78,0.09,27.54,2.04,1.11,2.0,30.52,435.81,114.72,0.5,67.7,18-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Sep-2019 - 00:00,43.42,73.22,13.82,14.22,10.93,24.73,9.37,0.37,27.01,2.03,1.22,2.0,30.67,460.84,119.28,0.58,72.83,19-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Sep-2019 - 00:00,29.67,52.67,15.75,14.63,11.33,24.54,9.66,1.43,23.43,1.78,1.1,2.0,27.97,428.33,110.03,0.87,81.18,20-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Sep-2019 - 00:00,28.62,53.67,20.72,14.04,11.13,24.33,9.27,1.25,24.21,1.86,1.11,2.0,28.53,436.56,160.15,0.53,74.68,21-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Sep-2019 - 00:00,34.52,62.23,44.28,13.97,10.98,23.49,9.45,1.52,20.1,2.0,1.08,1.95,28.16,401.52,207.78,0.33,67.43,22-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Sep-2019 - 00:00,46.14,75.34,40.59,13.6,10.94,23.49,9.61,0.61,37.38,2.23,1.11,2.0,29.27,457.84,142.9,0.5,67.91,23-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Sep-2019 - 00:00,29.69,55.5,7.16,13.44,10.81,23.37,9.49,0.52,32.01,1.83,1.15,1.98,28.69,432.24,141.23,0.49,70.13,24-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Sep-2019 - 00:00,30.35,56.03,16.47,13.71,10.59,23.88,9.35,0.62,26.63,1.97,1.11,2.0,29.71,469.75,177.29,0.38,66.14,25-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Sep-2019 - 00:00,62.31,84.95,19.08,13.25,10.92,23.24,9.46,1.17,25.47,2.22,1.11,2.0,29.93,444.1,171.79,0.36,68.22,26-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Sep-2019 - 00:00,78.06,96.2,10.4,13.3,10.82,23.24,9.51,0.94,14.08,2.16,1.08,1.95,28.98,436.2,151.01,0.34,78.71,27-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Sep-2019 - 00:00,33.28,61.37,13.19,13.07,10.39,23.07,9.34,0.8,11.3,1.93,1.1,1.98,27.28,439.8,144.9,0.54,85.75,28-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Sep-2019 - 00:00,20.62,49.23,8.3,13.33,10.43,23.71,9.39,0.67,11.93,1.8,1.11,2.0,24.92,378.22,146.27,0.58,91.97,29-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Sep-2019 - 00:00,12.37,42.07,9.95,13.01,10.57,23.32,9.35,0.59,13.89,1.67,1.09,1.98,24.27,436.13,119.93,0.75,90.26,30-Sep-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Sep-2019 - 00:00,17.2,48.83,17.19,13.24,10.62,23.83,9.35,0.54,11.96,1.66,1.1,2.0,25.49,427.84,132.26,0.49,82.42,01-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Oct-2019 - 00:00,17.74,50.97,22.67,13.01,10.48,23.46,9.33,0.62,15.76,1.73,1.11,2.0,26.03,421.35,146.71,0.62,75.76,02-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Oct-2019 - 00:00,28.01,65.11,51.48,13.3,10.57,23.36,9.43,0.87,18.57,1.9,1.07,1.99,27.16,421.97,199.54,0.37,69.79,03-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Oct-2019 - 00:00,27.42,68.0,10.18,12.85,10.3,22.65,9.25,0.51,19.95,2.61,1.09,2.93,25.38,432.02,174.63,0.59,73.37,04-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Oct-2019 - 00:00,25.01,53.39,6.68,13.19,10.58,23.64,9.3,0.09,15.12,3.67,1.18,2.91,22.9,411.58,230.4,0.33,77.52,05-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Oct-2019 - 00:00,29.78,55.68,4.65,12.89,10.45,23.23,9.1,0.24,28.18,4.01,1.19,2.15,25.31,441.47,293.36,0.33,72.77,06-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Oct-2019 - 00:00,67.14,96.51,4.74,11.45,11.94,21.17,30.39,0.27,39.06,5.1,1.2,1.98,25.04,406.83,258.87,0.4,71.46,07-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Oct-2019 - 00:00,33.53,73.61,2.84,10.85,11.48,21.32,30.52,0.26,35.59,3.42,1.15,2.0,25.7,412.04,290.21,0.49,61.8,08-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Oct-2019 - 00:00,51.29,77.24,1.57,12.68,11.16,21.66,31.35,0.27,34.04,4.27,1.19,2.0,26.07,441.55,235.42,0.31,61.12,09-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Oct-2019 - 00:00,45.08,67.84,4.28,21.87,12.46,26.29,35.05,0.33,31.73,3.12,1.07,2.47,26.12,432.7,149.22,0.43,59.77,10-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Oct-2019 - 00:00,40.05,68.51,1.91,10.61,11.6,21.05,30.73,0.31,41.15,3.35,1.15,2.0,26.41,471.62,182.7,0.35,57.86,11-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Oct-2019 - 00:00,67.05,112.33,7.41,12.97,11.68,20.99,30.16,0.34,,4.13,1.13,1.85,27.84,477.53,238.17,0.26,57.42,12-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Oct-2019 - 00:00,81.03,135.08,2.52,10.36,11.9,20.97,34.5,0.19,,4.65,1.19,2.11,27.03,452.97,208.52,0.29,60.91,13-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Oct-2019 - 00:00,90.22,137.24,5.17,12.15,11.22,22.35,29.99,0.28,,4.59,1.22,2.0,27.04,442.27,238.37,0.27,63.73,14-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Oct-2019 - 00:00,72.15,133.89,4.63,12.55,12.07,22.55,30.93,0.41,,4.02,2.39,2.0,27.7,449.08,162.87,0.34,60.36,15-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Oct-2019 - 00:00,48.3,103.18,7.24,11.25,11.38,21.63,30.35,0.47,,3.25,4.17,2.0,27.75,436.49,141.4,0.43,62.17,16-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Oct-2019 - 00:00,59.66,87.68,11.63,11.77,11.57,21.95,30.32,0.33,,2.96,4.03,1.99,27.4,420.45,147.18,0.45,66.23,17-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Oct-2019 - 00:00,56.88,79.0,16.65,12.55,11.45,21.7,30.44,0.48,,2.48,3.55,1.94,27.21,474.89,113.94,0.45,67.21,18-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Oct-2019 - 00:00,35.5,72.8,11.24,11.12,11.53,20.38,30.37,0.39,18.45,1.86,2.68,1.88,22.72,425.55,230.21,0.95,56.83,19-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Oct-2019 - 00:00,23.58,56.38,9.19,11.13,11.53,21.66,30.36,0.65,20.32,2.02,3.5,2.0,23.86,460.82,296.54,0.51,58.69,20-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Oct-2019 - 00:00,43.57,107.38,7.08,11.16,11.51,21.67,30.36,0.51,25.45,2.21,3.68,2.0,23.95,428.47,307.07,0.47,55.29,21-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Oct-2019 - 00:00,63.06,138.37,7.5,11.15,11.51,21.66,30.36,0.54,26.61,2.32,3.76,2.0,23.98,451.12,283.47,0.33,59.23,22-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Oct-2019 - 00:00,81.53,183.05,12.68,11.17,14.87,24.31,29.78,0.55,22.18,2.37,3.35,1.96,24.64,455.84,293.6,0.39,54.22,23-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Oct-2019 - 00:00,98.54,175.49,14.87,11.75,17.84,28.79,29.03,0.46,17.28,2.93,3.59,1.96,25.12,440.93,188.56,0.23,60.92,24-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Oct-2019 - 00:00,84.28,132.68,12.43,11.02,11.58,21.66,31.4,0.38,22.47,2.48,3.31,1.92,25.4,435.8,209.47,0.28,58.51,25-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Oct-2019 - 00:00,91.29,135.99,15.5,12.92,12.75,23.75,31.43,0.94,18.69,3.12,3.88,1.96,25.0,437.03,192.18,0.29,59.79,26-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Oct-2019 - 00:00,108.6,161.47,15.91,11.31,8.55,19.45,32.46,0.51,19.75,3.05,3.72,1.98,24.61,427.0,209.49,0.32,59.19,27-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Oct-2019 - 00:00,141.84,214.67,23.6,14.3,9.24,22.86,32.9,0.81,19.57,3.47,3.88,2.04,24.83,433.19,280.44,0.33,55.32,28-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Oct-2019 - 00:00,224.5,271.17,27.94,44.14,20.04,56.19,19.56,0.24,18.14,3.38,4.01,2.06,24.76,402.87,241.13,0.22,60.55,29-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Oct-2019 - 00:00,108.53,189.28,12.0,28.84,10.01,38.81,13.07,0.48,18.27,3.7,4.35,2.0,24.57,408.08,196.36,0.2,64.27,30-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Oct-2019 - 00:00,135.59,257.76,13.23,17.1,9.85,22.7,13.12,0.61,21.55,3.0,3.0,1.69,26.27,429.9,209.29,0.14,59.2,31-Oct-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
31-Oct-2019 - 00:00,137.23,221.42,11.04,17.04,10.02,26.79,13.09,0.27,15.95,3.42,4.22,1.98,24.13,398.69,170.77,0.27,68.09,01-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Nov-2019 - 00:00,155.72,235.88,19.14,17.75,9.93,27.64,12.81,0.36,15.59,3.48,4.15,2.0,22.9,365.81,218.67,0.29,65.82,02-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Nov-2019 - 00:00,109.83,183.67,9.99,17.52,10.01,27.14,13.02,0.54,11.18,2.72,3.3,2.0,21.62,368.61,237.77,0.29,73.06,03-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Nov-2019 - 00:00,153.41,302.66,9.54,17.26,11.01,27.27,13.16,0.31,15.01,2.67,3.35,2.0,23.26,404.19,271.84,0.38,64.02,04-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Nov-2019 - 00:00,103.44,214.01,13.6,18.27,10.37,24.72,12.49,0.75,11.91,1.81,2.41,1.84,21.96,322.47,254.4,0.37,59.36,05-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Nov-2019 - 00:00,96.32,185.46,10.18,39.97,31.54,50.06,23.83,0.52,16.41,2.23,2.61,1.98,23.59,436.58,245.33,0.34,56.02,06-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Nov-2019 - 00:00,138.36,221.05,10.55,17.12,10.01,27.02,12.97,0.47,19.12,2.09,2.43,2.0,23.24,407.66,118.77,0.75,55.35,07-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Nov-2019 - 00:00,29.06,62.4,8.91,17.17,9.94,26.82,13.01,0.55,15.81,1.57,1.94,1.98,18.14,357.14,166.67,0.72,76.75,08-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Nov-2019 - 00:00,26.13,67.49,10.59,17.24,10.05,27.28,13.02,0.82,15.93,1.58,2.0,2.0,18.71,470.22,254.97,0.65,75.4,09-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Nov-2019 - 00:00,45.18,85.51,9.36,17.27,10.08,27.32,13.01,0.79,12.98,2.08,2.81,2.0,19.81,447.18,253.7,0.36,62.79,10-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Nov-2019 - 00:00,83.95,141.04,9.94,17.28,10.24,27.46,13.07,0.37,23.23,2.12,2.82,2.0,20.03,418.8,231.09,0.33,52.31,11-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Nov-2019 - 00:00,87.21,163.42,11.18,17.15,10.22,27.3,13.03,0.83,27.45,2.19,2.68,2.0,19.6,389.98,210.3,0.22,55.69,12-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Nov-2019 - 00:00,175.69,323.37,12.71,17.18,10.29,27.41,12.92,0.78,19.49,2.8,3.21,2.0,19.64,384.23,245.82,0.28,60.47,13-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Nov-2019 - 00:00,184.34,332.92,16.32,17.22,10.01,27.23,12.99,0.46,15.16,3.1,3.65,2.0,19.72,365.35,269.33,0.25,65.96,14-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Nov-2019 - 00:00,148.98,260.15,21.11,17.22,10.09,27.31,13.0,0.56,9.98,2.77,3.12,2.0,19.42,340.59,256.12,0.3,71.33,15-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Nov-2019 - 00:00,105.41,183.97,28.87,17.23,10.02,27.26,12.98,0.67,9.46,2.48,2.86,2.0,21.65,455.25,226.53,0.19,70.03,16-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Nov-2019 - 00:00,82.27,159.28,12.63,17.16,9.87,27.03,13.01,0.33,11.17,2.25,3.14,2.0,19.77,362.89,239.13,0.4,80.9,17-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Nov-2019 - 00:00,35.78,110.4,8.18,17.23,10.04,27.27,12.98,0.68,16.16,1.93,3.2,2.0,19.72,425.8,289.41,0.48,71.42,18-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Nov-2019 - 00:00,88.88,195.52,11.29,17.24,10.01,26.97,13.01,0.67,19.71,2.23,2.9,1.98,19.48,418.09,228.7,0.26,67.12,19-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Nov-2019 - 00:00,135.45,260.11,11.96,17.23,10.0,27.23,13.0,0.54,12.82,3.52,4.61,2.01,18.83,383.05,141.34,0.22,67.27,20-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Nov-2019 - 00:00,85.13,254.83,12.87,17.22,9.96,27.18,13.0,0.45,13.16,3.33,4.41,2.01,18.84,381.53,187.88,0.19,67.06,21-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Nov-2019 - 00:00,106.2,175.53,18.74,12.86,10.0,22.86,13.0,0.68,10.02,2.54,2.91,2.0,18.04,364.58,220.45,0.33,81.04,22-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Nov-2019 - 00:00,55.75,118.9,13.57,9.51,10.01,19.52,13.0,0.57,7.42,2.34,2.93,2.01,17.06,342.29,286.61,0.52,82.75,23-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Nov-2019 - 00:00,23.82,59.82,8.8,9.5,9.99,19.49,13.0,0.69,13.33,1.92,2.94,2.0,18.79,430.67,314.53,0.55,71.46,24-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Nov-2019 - 00:00,33.62,90.09,10.51,9.5,9.98,19.49,13.01,0.67,16.74,2.3,3.28,2.0,18.52,410.52,234.79,0.25,66.61,25-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Nov-2019 - 00:00,39.55,147.14,10.81,9.5,9.99,19.49,13.0,0.48,15.92,2.86,3.97,2.01,18.34,400.26,170.84,0.23,63.23,26-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Nov-2019 - 00:00,29.5,77.55,16.15,9.53,10.04,19.57,13.08,0.47,13.72,2.32,3.04,1.98,18.54,373.74,163.22,0.35,61.34,27-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Nov-2019 - 00:00,30.88,45.2,15.01,9.52,10.03,19.55,13.0,0.63,10.92,1.82,2.21,2.0,17.75,371.08,151.89,0.45,79.09,28-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Nov-2019 - 00:00,25.96,41.6,12.53,9.54,9.95,19.34,13.06,0.66,11.53,1.7,2.08,2.0,17.57,404.1,171.69,0.5,84.56,29-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Nov-2019 - 00:00,26.74,51.74,12.88,9.92,10.18,19.83,8.79,0.74,15.45,1.85,2.47,2.0,17.44,405.51,264.44,0.35,76.51,30-Nov-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Nov-2019 - 00:00,43.1,71.95,8.2,9.42,10.15,19.37,5.0,0.64,19.92,2.0,2.77,2.0,17.04,404.49,229.97,0.34,66.68,01-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Dec-2019 - 00:00,60.93,100.48,8.95,9.61,10.13,19.75,4.9,0.72,23.81,2.45,3.12,2.0,16.62,397.24,179.14,0.19,60.89,02-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Dec-2019 - 00:00,85.21,138.41,9.09,9.6,9.97,19.49,5.04,0.48,26.79,2.93,3.44,2.0,16.56,393.7,241.96,0.22,55.38,03-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Dec-2019 - 00:00,89.97,142.94,10.93,9.53,9.95,19.12,5.11,0.6,22.55,3.15,3.41,1.98,15.79,470.03,238.45,0.27,54.38,04-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Dec-2019 - 00:00,87.18,140.82,12.99,10.49,10.66,19.09,5.34,0.13,24.3,2.92,3.14,1.96,15.49,,165.41,0.19,63.72,05-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Dec-2019 - 00:00,68.08,104.69,9.85,11.73,13.86,20.46,5.63,0.53,20.48,2.41,2.85,1.9,15.44,749.0,125.46,0.29,73.72,06-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Dec-2019 - 00:00,55.11,83.41,11.5,10.43,11.48,20.43,5.26,0.2,17.92,2.38,2.91,2.0,16.69,455.89,256.48,0.29,65.89,07-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Dec-2019 - 00:00,70.24,111.99,18.43,10.82,10.79,19.29,5.14,0.87,17.33,2.88,3.48,1.89,16.51,,231.67,0.17,57.14,08-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Dec-2019 - 00:00,68.5,115.88,12.11,11.94,13.07,21.51,5.67,0.73,20.19,3.17,3.88,1.98,16.07,,211.54,0.17,57.74,09-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Dec-2019 - 00:00,104.05,162.66,12.35,14.06,14.87,23.15,6.81,0.7,19.03,3.16,3.72,2.0,15.06,,209.21,0.15,67.44,10-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Dec-2019 - 00:00,128.66,202.74,10.11,12.14,14.22,21.26,5.98,0.64,19.29,2.97,2.95,2.0,14.42,,204.67,0.21,74.08,11-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Dec-2019 - 00:00,85.83,132.83,14.13,11.53,12.64,20.5,5.66,0.56,17.8,2.62,2.72,2.0,14.51,,157.04,0.28,76.73,12-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Dec-2019 - 00:00,22.03,33.74,2.88,11.19,12.5,17.61,5.94,0.72,13.6,1.49,1.48,1.93,13.26,,157.85,0.66,93.73,13-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Dec-2019 - 00:00,26.69,37.56,4.55,12.19,14.65,21.55,6.15,0.8,17.2,1.62,1.82,1.98,12.8,,210.87,0.36,99.05,14-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Dec-2019 - 00:00,39.12,47.61,7.68,13.08,14.03,22.35,6.33,0.71,16.33,1.78,2.1,2.0,13.22,,180.87,0.35,94.77,15-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Dec-2019 - 00:00,31.34,39.26,6.66,10.69,10.95,19.97,5.25,0.63,22.23,1.75,2.08,1.96,12.39,,300.52,0.48,93.11,16-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Dec-2019 - 00:00,42.34,53.42,5.41,12.65,12.49,21.71,5.86,0.82,24.93,1.75,1.99,1.98,10.75,,271.67,0.47,96.03,17-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Dec-2019 - 00:00,49.53,64.7,5.64,13.61,13.39,22.18,6.34,0.64,22.79,1.89,1.79,1.98,9.84,,208.73,0.33,96.83,18-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Dec-2019 - 00:00,58.99,85.54,6.1,12.73,14.69,21.04,6.64,0.73,24.37,2.1,2.04,1.98,9.09,,169.49,0.32,99.09,19-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Dec-2019 - 00:00,63.72,81.44,6.03,11.9,11.75,20.93,5.58,0.69,19.94,1.67,1.56,1.93,10.3,,133.16,0.38,97.73,20-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Dec-2019 - 00:00,109.34,125.16,7.73,12.08,12.01,21.14,5.63,0.61,19.41,2.11,1.94,2.0,10.35,344.35,259.92,0.32,99.15,21-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Dec-2019 - 00:00,52.13,70.6,6.44,13.16,13.33,21.99,5.94,0.65,27.12,2.08,2.13,2.0,11.36,353.84,259.87,0.35,94.43,22-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
