from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,SR,WD,WS,RH,to date,station
29-Apr-2019 - 00:00,58.65,131.29,,19.34,16.29,35.62,10.99,1.02,22.89,4.62,2.23,9.61,32.73,438.18,255.1,0.47,19.81,30-Apr-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Apr-2019 - 00:00,46.97,133.77,,22.64,18.39,41.03,13.15,0.59,25.88,3.91,2.2,6.61,32.21,384.01,248.34,1.06,21.64,01-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
01-May-2019 - 00:00,43.52,96.49,,17.75,17.34,34.67,11.52,1.04,30.97,4.07,2.2,7.14,31.61,335.75,205.08,0.48,24.94,02-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
02-May-2019 - 00:00,37.52,109.66,56.64,14.47,16.64,30.07,10.42,0.47,33.34,3.58,2.11,9.91,29.11,246.34,196.78,1.13,26.55,03-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
03-May-2019 - 00:00,30.89,80.66,54.79,14.47,16.64,31.11,10.42,0.92,37.1,3.3,2.18,8.3,29.92,418.47,238.24,0.83,25.93,04-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
04-May-2019 - 00:00,43.83,100.88,33.43,43.46,29.58,63.71,42.09,0.86,30.77,3.82,2.05,8.79,30.65,536.33,308.4,0.65,22.5,05-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
05-May-2019 - 00:00,77.22,149.95,8.56,76.31,50.35,43.84,48.85,0.96,32.85,4.88,2.21,10.99,32.5,346.21,242.29,0.38,20.93,06-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
06-May-2019 - 00:00,57.72,114.68,13.95,31.51,55.67,45.45,40.75,1.03,28.2,5.06,2.31,9.65,32.81,402.25,213.36,0.46,19.64,07-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
07-May-2019 - 00:00,66.22,129.61,51.58,34.39,40.43,52.71,50.04,0.93,30.25,6.38,2.29,11.02,33.29,795.15,164.14,0.34,16.98,08-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
08-May-2019 - 00:00,54.0,110.65,59.17,70.58,69.05,96.09,136.31,1.32,30.29,5.03,2.22,8.88,34.1,,230.78,0.4,15.22,09-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
09-May-2019 - 00:00,85.75,149.08,30.52,26.31,31.1,48.24,69.93,0.77,29.13,5.77,2.3,12.08,34.53,433.11,244.9,0.4,18.09,10-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
10-May-2019 - 00:00,93.14,173.46,13.43,42.61,33.72,62.95,74.54,1.01,33.34,3.8,2.06,7.98,35.32,660.02,237.79,0.63,20.67,11-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
11-May-2019 - 00:00,89.29,130.8,28.07,11.54,12.1,21.24,26.84,1.05,19.36,4.64,2.21,10.03,29.71,376.55,206.03,0.75,33.33,12-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
12-May-2019 - 00:00,40.6,79.35,25.53,23.78,19.43,37.91,52.26,0.84,20.78,4.96,2.25,13.43,30.91,404.51,271.35,0.59,31.26,13-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
13-May-2019 - 00:00,86.51,138.93,25.73,9.46,11.54,20.15,14.73,0.97,20.2,5.34,2.21,10.42,29.21,320.3,170.39,0.6,38.77,14-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
14-May-2019 - 00:00,38.16,68.23,5.59,12.11,10.45,22.32,7.22,0.9,24.56,4.26,2.21,8.35,29.04,446.97,146.27,0.62,41.88,15-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
15-May-2019 - 00:00,68.75,134.0,26.52,11.94,9.04,20.97,6.84,0.72,19.98,4.71,2.23,9.05,28.41,868.89,172.3,0.87,45.52,16-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
16-May-2019 - 00:00,33.83,70.03,11.38,81.85,43.58,90.41,83.89,0.67,18.28,3.87,2.18,8.2,26.04,399.18,170.28,0.61,67.53,17-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
17-May-2019 - 00:00,37.5,94.83,16.79,20.14,14.59,33.95,11.82,0.71,12.54,3.91,2.2,9.17,23.62,309.15,213.75,0.55,70.7,18-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
18-May-2019 - 00:00,33.36,64.45,20.36,15.09,9.78,24.79,7.86,1.08,20.09,3.77,2.19,11.2,27.91,439.49,285.29,0.49,50.89,19-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
19-May-2019 - 00:00,48.76,103.57,20.2,14.44,9.31,23.19,7.44,0.88,28.16,4.04,2.12,9.78,31.6,457.52,263.78,0.66,39.74,20-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
20-May-2019 - 00:00,37.22,95.37,13.44,13.88,10.23,23.11,7.13,0.85,25.8,3.25,2.08,8.25,31.57,459.75,287.41,0.54,31.38,21-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
21-May-2019 - 00:00,45.05,102.39,24.55,33.71,31.2,55.77,36.72,0.75,24.74,3.63,1.95,7.43,32.91,547.2,261.45,0.4,28.68,22-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
22-May-2019 - 00:00,57.82,115.05,26.05,58.82,51.23,74.12,55.48,1.12,26.7,4.68,2.15,8.64,34.0,392.04,200.41,0.56,26.56,23-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
23-May-2019 - 00:00,37.92,90.46,13.93,61.08,54.58,72.8,43.23,0.74,19.23,3.43,2.12,7.43,31.13,383.27,146.94,1.09,38.28,24-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
24-May-2019 - 00:00,25.22,65.28,15.7,15.7,10.92,23.63,13.88,0.92,21.74,3.13,2.03,6.99,28.23,501.67,191.99,1.01,53.9,25-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
25-May-2019 - 00:00,22.23,53.56,15.74,13.72,8.4,21.61,9.65,0.92,25.1,3.24,2.17,8.56,27.56,468.26,262.77,0.63,49.33,26-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
26-May-2019 - 00:00,34.57,75.43,17.48,14.22,8.62,22.52,9.08,0.98,25.39,4.36,2.2,9.67,31.42,445.92,296.6,0.46,35.2,27-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
27-May-2019 - 00:00,32.08,73.74,15.72,19.53,14.56,31.17,13.42,1.01,25.64,3.9,1.97,9.04,32.85,457.45,288.19,0.6,24.61,28-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
28-May-2019 - 00:00,38.34,81.95,24.53,35.61,33.28,57.1,38.07,0.85,26.82,4.14,2.02,9.53,34.12,404.48,289.55,0.47,21.44,29-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
29-May-2019 - 00:00,41.07,103.1,24.9,27.29,21.95,40.45,33.02,1.43,26.01,5.43,2.17,6.7,35.67,562.08,260.14,0.34,23.93,30-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
30-May-2019 - 00:00,57.43,130.37,33.53,45.22,27.48,48.16,36.48,0.96,29.99,6.49,2.32,10.97,37.34,507.96,218.11,0.32,22.57,31-May-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
31-May-2019 - 00:00,55.43,132.59,21.71,32.48,20.2,42.83,26.37,1.18,31.68,6.11,2.23,10.84,37.75,319.94,260.65,0.32,22.02,01-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Jun-2019 - 00:00,57.7,139.51,25.47,22.8,13.24,29.72,22.21,0.83,31.58,6.39,2.27,13.43,37.76,398.26,182.94,0.4,19.48,02-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Jun-2019 - 00:00,50.84,122.06,19.35,17.47,11.25,24.38,15.9,1.27,22.59,6.65,2.36,12.92,36.39,408.78,175.17,0.46,28.91,03-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Jun-2019 - 00:00,65.46,191.14,14.21,17.26,10.39,23.4,14.42,0.29,24.86,5.95,2.22,11.52,35.24,429.73,107.04,1.2,38.71,04-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Jun-2019 - 00:00,33.83,107.88,6.45,14.46,8.03,16.17,17.57,0.61,31.63,3.9,1.8,8.78,33.5,405.89,102.23,1.29,38.91,05-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Jun-2019 - 00:00,49.81,117.94,16.49,17.43,9.5,17.93,20.25,0.68,27.78,4.82,1.81,10.51,35.73,377.38,214.34,0.55,29.25,06-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Jun-2019 - 00:00,46.94,84.24,13.17,17.73,9.11,20.45,21.45,0.52,40.67,4.32,2.03,11.42,34.18,423.46,240.97,0.89,24.97,07-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Jun-2019 - 00:00,35.74,70.79,22.65,16.32,9.47,20.22,18.19,0.74,38.07,3.94,1.94,9.02,34.14,427.5,201.35,0.5,22.71,08-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Jun-2019 - 00:00,38.83,97.2,21.69,15.01,9.82,21.57,14.27,0.83,28.9,5.27,2.2,10.54,36.27,348.82,192.79,0.5,21.1,09-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Jun-2019 - 00:00,36.8,88.35,12.64,15.51,10.41,18.66,12.51,1.15,25.86,5.05,1.9,9.59,38.54,227.75,270.6,0.28,17.7,10-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Jun-2019 - 00:00,35.49,96.37,26.0,28.81,13.1,32.22,17.19,0.81,31.86,5.55,1.94,8.87,38.69,423.61,223.89,0.3,18.58,11-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Jun-2019 - 00:00,49.99,146.79,19.7,44.82,21.04,53.64,36.84,0.6,25.03,5.14,2.17,9.31,37.93,419.92,174.8,0.82,20.93,12-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Jun-2019 - 00:00,51.2,112.66,9.54,23.97,13.23,29.53,20.24,0.62,29.7,3.55,1.99,7.12,32.51,433.27,123.02,1.38,38.98,13-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Jun-2019 - 00:00,41.68,97.49,15.78,15.54,11.35,18.6,13.58,0.57,30.22,3.36,1.9,7.19,34.16,557.21,196.65,0.68,30.84,14-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Jun-2019 - 00:00,39.93,99.53,35.07,13.2,10.18,13.7,10.42,0.66,32.27,3.3,1.55,6.52,36.35,591.27,272.72,0.53,17.27,15-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Jun-2019 - 00:00,71.92,156.12,32.3,16.74,11.23,22.16,13.3,1.12,20.46,6.72,2.22,11.18,33.68,506.55,222.55,0.58,30.34,16-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Jun-2019 - 00:00,44.96,83.07,10.31,13.25,10.74,16.12,10.26,0.82,26.14,4.55,1.85,9.12,31.88,526.83,237.43,0.62,39.27,17-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Jun-2019 - 00:00,60.51,111.38,8.54,16.14,11.03,19.88,13.78,0.76,23.19,4.18,2.0,7.76,32.15,578.41,187.63,0.85,48.27,18-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Jun-2019 - 00:00,51.58,139.69,5.28,16.69,9.87,16.13,14.78,0.54,23.19,2.84,1.6,5.05,27.8,544.2,142.47,0.7,63.47,19-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Jun-2019 - 00:00,55.98,176.51,18.14,12.01,8.6,17.27,11.61,0.8,24.11,3.71,2.06,7.52,32.14,561.07,204.51,0.52,50.55,20-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Jun-2019 - 00:00,29.34,78.52,6.68,12.04,8.33,16.62,13.5,0.85,18.34,3.83,1.96,7.89,29.21,458.06,167.07,0.63,62.23,21-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Jun-2019 - 00:00,23.37,81.02,13.67,22.74,12.8,24.37,20.82,1.03,22.87,4.25,2.0,8.62,31.09,552.55,196.41,0.44,52.59,22-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Jun-2019 - 00:00,29.88,94.58,12.9,29.65,15.89,32.43,38.28,0.72,25.34,5.14,2.11,10.29,34.56,558.96,250.28,0.55,39.56,23-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Jun-2019 - 00:00,29.14,110.6,10.38,14.53,8.18,18.69,38.72,0.74,19.68,5.03,1.9,9.13,33.1,563.34,178.18,0.63,48.44,24-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Jun-2019 - 00:00,21.1,77.84,8.32,14.32,7.98,17.96,38.7,0.78,9.69,4.71,1.91,6.25,28.99,354.48,156.52,0.44,70.74,25-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Jun-2019 - 00:00,16.64,51.24,5.53,13.49,7.96,19.14,33.75,0.59,15.1,3.49,2.08,7.83,31.67,524.88,175.1,0.46,60.26,26-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Jun-2019 - 00:00,25.33,85.19,5.83,13.31,8.74,19.17,30.54,0.4,23.47,3.54,1.91,7.95,34.82,575.36,235.56,0.55,47.7,27-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Jun-2019 - 00:00,21.87,91.19,12.14,18.97,10.55,20.83,32.39,0.32,31.5,3.81,1.86,8.73,33.46,517.58,210.86,0.7,38.71,28-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Jun-2019 - 00:00,39.96,111.46,13.0,12.3,10.36,20.55,19.32,0.74,24.82,5.26,2.06,9.5,35.61,557.67,227.36,0.58,39.56,29-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Jun-2019 - 00:00,39.42,148.52,9.38,12.02,10.53,21.74,19.37,0.4,23.52,4.41,2.18,10.27,36.39,558.05,214.45,0.64,37.34,30-Jun-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Jun-2019 - 00:00,34.08,120.31,11.0,11.7,10.54,20.98,19.53,0.39,31.17,4.06,2.08,9.79,35.32,537.69,218.85,0.58,33.35,01-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Jul-2019 - 00:00,38.46,95.37,12.47,11.72,10.64,21.21,19.31,0.47,25.82,4.49,2.12,10.59,35.43,544.4,171.3,0.7,37.33,02-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Jul-2019 - 00:00,35.5,86.01,7.26,11.74,10.65,21.16,19.18,0.47,28.47,4.05,2.05,9.94,33.79,539.0,174.98,0.61,47.46,03-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Jul-2019 - 00:00,38.97,101.76,6.62,11.47,10.65,16.42,19.15,0.36,17.47,3.5,1.63,8.72,35.45,557.19,166.99,0.53,50.07,04-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Jul-2019 - 00:00,35.52,101.6,6.84,11.62,10.71,17.37,19.25,0.38,15.32,3.97,1.66,7.23,33.29,527.38,139.92,0.81,61.84,05-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Jul-2019 - 00:00,17.44,47.28,5.68,11.63,10.67,17.52,19.03,0.5,14.05,5.16,1.75,6.1,29.59,530.05,157.6,0.52,77.37,06-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Jul-2019 - 00:00,32.3,65.0,6.75,12.21,10.18,20.06,19.65,0.35,16.13,4.38,2.06,9.27,31.39,490.77,149.1,0.49,70.59,07-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Jul-2019 - 00:00,22.79,50.83,2.13,14.67,8.91,18.44,18.04,0.59,17.36,4.14,1.79,8.66,32.27,573.33,129.14,0.8,70.22,08-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Jul-2019 - 00:00,38.05,110.81,5.05,13.76,8.95,17.02,16.15,0.46,25.14,3.36,1.89,7.95,33.46,472.07,121.15,0.57,68.43,09-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Jul-2019 - 00:00,-13.44,69.2,1.74,12.66,9.25,12.0,3.9,0.44,37.13,2.92,1.23,6.06,29.84,434.83,103.44,1.12,81.69,10-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Jul-2019 - 00:00,53.3,144.0,7.61,24.16,17.37,27.0,12.4,0.34,24.06,2.29,0.89,5.68,32.88,617.04,120.55,0.82,69.04,11-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Jul-2019 - 00:00,54.06,150.19,7.92,52.02,28.59,43.46,25.64,0.23,23.02,3.27,0.83,10.53,30.43,440.72,120.39,0.96,80.55,12-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Jul-2019 - 00:00,50.59,139.55,4.79,40.27,24.31,47.87,34.2,0.51,21.36,3.19,1.1,9.51,29.34,506.82,106.45,0.9,89.82,13-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Jul-2019 - 00:00,45.61,119.18,6.0,26.25,17.35,25.48,52.39,0.27,27.7,3.07,0.89,11.25,28.89,497.6,136.66,0.84,84.83,14-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Jul-2019 - 00:00,22.67,43.88,4.2,40.94,25.25,35.6,83.67,0.2,26.59,3.31,0.84,10.17,26.94,478.63,135.13,0.83,90.43,15-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Jul-2019 - 00:00,42.43,68.51,5.3,33.67,19.05,31.62,59.22,0.34,22.05,2.23,0.81,9.32,27.88,526.06,110.05,0.91,87.39,16-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Jul-2019 - 00:00,31.02,53.18,7.66,17.83,10.21,25.52,14.79,0.29,16.43,3.22,1.08,9.22,25.81,435.84,123.38,0.71,97.99,17-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Jul-2019 - 00:00,24.08,48.64,7.9,16.32,10.44,25.58,11.45,0.29,19.56,3.31,1.11,6.6,28.29,594.88,118.2,0.67,83.19,18-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Jul-2019 - 00:00,32.41,63.06,5.39,32.77,20.63,42.56,23.13,0.42,18.09,3.13,1.08,7.95,30.07,580.66,106.72,0.78,79.1,19-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Jul-2019 - 00:00,29.33,57.0,4.63,15.85,13.74,25.34,12.85,0.39,20.58,3.67,1.13,7.95,29.51,523.39,96.16,0.99,77.91,20-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Jul-2019 - 00:00,35.78,64.36,8.15,13.79,11.33,21.82,12.11,0.52,18.66,3.6,1.14,9.56,29.53,510.41,120.54,0.63,80.28,21-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Jul-2019 - 00:00,34.99,60.32,17.79,11.64,10.66,20.89,11.57,0.48,22.19,4.25,1.14,8.24,31.21,570.9,110.25,0.64,74.32,22-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Jul-2019 - 00:00,39.85,73.83,12.7,11.05,9.94,18.36,10.78,0.29,16.43,3.6,1.28,12.68,31.69,440.43,124.88,0.42,77.22,23-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Jul-2019 - 00:00,50.6,76.3,9.99,7.77,9.47,17.24,10.21,0.17,22.21,4.37,1.15,15.45,32.96,518.16,167.93,0.48,68.58,24-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Jul-2019 - 00:00,44.68,70.67,16.57,7.86,9.66,17.26,10.21,0.4,27.05,4.18,1.14,13.21,33.79,553.69,191.72,0.59,66.43,25-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Jul-2019 - 00:00,24.98,49.63,12.94,8.25,9.2,16.5,10.16,0.26,21.59,3.51,1.05,9.1,27.77,419.53,113.96,0.78,94.71,26-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Jul-2019 - 00:00,26.71,51.26,11.44,9.44,9.91,18.57,10.64,0.52,13.81,3.68,1.12,14.12,28.63,456.45,120.67,0.55,92.41,27-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Jul-2019 - 00:00,25.83,47.57,16.63,9.94,10.98,18.46,10.74,0.42,16.05,3.96,1.14,12.03,28.61,467.3,101.02,0.97,89.58,28-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Jul-2019 - 00:00,26.77,47.25,16.66,13.79,14.15,22.34,11.91,0.62,7.1,5.0,1.15,11.54,28.4,436.37,137.5,0.61,93.0,29-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Jul-2019 - 00:00,28.66,48.12,15.21,12.0,13.73,19.96,11.97,0.25,9.06,4.05,1.1,12.32,31.59,584.25,127.9,0.49,74.78,30-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Jul-2019 - 00:00,26.71,52.18,7.58,16.16,13.59,22.98,13.59,0.06,13.35,4.26,1.18,13.38,31.67,513.7,183.19,0.68,77.35,31-Jul-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
31-Jul-2019 - 00:00,17.84,41.84,12.47,9.49,10.25,17.36,10.58,0.36,13.67,3.59,1.09,8.6,27.52,422.84,95.6,1.24,90.76,01-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Aug-2019 - 00:00,22.95,44.69,20.94,8.72,9.92,17.41,10.37,0.51,11.77,3.75,1.13,5.65,27.53,423.56,90.72,1.18,91.66,02-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Aug-2019 - 00:00,16.63,37.16,9.05,9.06,9.41,17.39,10.22,0.08,18.92,3.3,1.12,4.43,27.38,500.37,145.82,0.54,95.13,03-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Aug-2019 - 00:00,24.77,50.14,5.44,9.11,9.82,17.85,10.24,0.59,16.21,3.36,1.12,8.8,29.81,534.01,124.51,0.61,83.31,04-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Aug-2019 - 00:00,41.44,63.33,5.37,7.75,9.06,16.81,10.07,0.52,13.17,4.22,1.17,2.69,31.39,484.29,165.98,0.42,78.47,05-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Aug-2019 - 00:00,30.42,54.65,4.74,8.09,9.15,16.23,10.08,0.23,10.76,3.95,1.12,9.41,32.38,524.33,180.91,0.37,75.85,06-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Aug-2019 - 00:00,33.05,55.8,5.3,8.77,9.14,17.53,10.13,0.28,16.8,3.64,1.15,12.07,31.23,515.92,164.7,0.65,81.83,07-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Aug-2019 - 00:00,27.87,51.4,5.62,7.84,8.98,16.74,10.06,0.54,17.07,3.38,1.13,12.21,31.24,519.61,130.34,0.67,78.41,08-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Aug-2019 - 00:00,26.68,58.89,2.74,8.48,9.02,16.43,10.19,0.45,14.36,3.76,1.12,13.79,32.55,470.81,197.37,0.4,69.83,09-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Aug-2019 - 00:00,21.12,44.32,5.72,8.59,9.27,17.58,10.22,0.15,11.84,3.81,1.16,3.71,28.81,395.26,149.11,0.71,85.34,10-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Aug-2019 - 00:00,23.04,50.52,7.92,8.23,9.3,17.04,10.05,0.53,13.92,3.6,1.13,2.47,30.25,486.02,108.81,0.63,79.43,11-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Aug-2019 - 00:00,27.26,52.29,4.63,8.49,8.99,16.8,10.12,0.48,14.65,3.34,1.11,3.37,31.91,561.11,155.51,0.56,73.85,12-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Aug-2019 - 00:00,32.83,60.13,6.85,7.6,9.0,16.58,10.05,0.26,12.19,3.47,1.14,4.26,31.07,434.67,163.37,0.54,85.54,13-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Aug-2019 - 00:00,19.92,42.96,6.45,9.44,8.86,18.31,10.08,0.29,14.77,2.77,1.12,3.97,30.52,515.4,139.47,0.65,82.22,14-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Aug-2019 - 00:00,23.78,50.16,5.33,12.35,9.04,21.38,10.45,0.78,10.7,2.96,1.13,2.0,29.96,427.57,112.26,0.79,87.43,15-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Aug-2019 - 00:00,23.73,50.64,5.38,13.5,9.19,22.46,10.72,0.6,10.06,3.24,1.13,1.98,31.11,503.24,171.44,0.37,81.91,16-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Aug-2019 - 00:00,22.09,45.54,5.68,13.5,9.19,22.22,10.72,0.56,10.04,3.01,1.1,2.7,28.53,475.15,148.69,0.61,92.08,17-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Aug-2019 - 00:00,18.37,38.75,6.08,13.5,9.19,22.69,10.72,0.42,14.98,3.13,1.13,2.0,25.63,434.88,126.5,0.88,97.32,18-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Aug-2019 - 00:00,12.13,38.6,9.02,13.5,9.19,22.69,10.72,0.57,16.33,2.9,1.13,2.15,27.95,530.38,211.59,0.36,83.53,19-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Aug-2019 - 00:00,15.77,35.15,6.48,13.46,9.16,21.68,10.68,0.28,17.71,2.74,1.06,2.86,28.82,576.09,175.52,0.55,78.17,20-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Aug-2019 - 00:00,26.1,54.58,6.41,13.5,9.19,22.69,10.72,0.54,24.92,3.18,1.14,2.0,30.36,547.24,259.16,0.46,73.95,21-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Aug-2019 - 00:00,43.4,76.63,6.27,13.28,9.05,22.33,10.77,0.28,26.08,3.15,1.14,2.0,31.2,496.27,193.3,0.33,72.94,22-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Aug-2019 - 00:00,34.17,69.69,6.07,12.91,8.91,21.83,10.92,0.21,22.55,2.58,1.12,2.0,31.77,545.53,154.47,0.51,69.23,23-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Aug-2019 - 00:00,35.68,73.81,8.68,13.06,8.84,21.91,11.04,0.25,27.97,2.27,1.05,2.0,32.59,594.01,220.52,0.46,63.48,24-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Aug-2019 - 00:00,41.79,79.85,5.65,13.28,8.87,22.13,11.05,0.27,23.94,2.42,1.12,2.0,31.91,646.76,202.51,0.44,69.27,25-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
