from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,Toluene,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
24-Jun-2019 - 00:00,0.34,0.3,0.17,0.0,725.18,58.23,29.2,0.06,54.51,339.75,32.0,3.11,137.83,1.04,0.72,14.31,5.19,16.56,21.72,64.97,25.13,25-Jun-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Jun-2019 - 00:00,0.42,0.29,0.19,0.0,725.29,90.39,34.98,0.0,56.84,319.46,31.91,3.91,241.0,0.72,0.88,13.78,8.16,18.02,26.16,60.95,22.53,26-Jun-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Jun-2019 - 00:00,0.38,0.71,0.24,0.01,723.94,75.99,32.01,0.0,43.51,332.32,34.51,3.37,259.67,1.0,0.89,10.76,5.71,19.4,25.09,52.66,13.08,27-Jun-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Jun-2019 - 00:00,0.21,0.29,0.11,0.0,722.73,273.24,55.71,0.0,38.09,312.3,34.43,2.39,287.22,1.52,0.75,8.99,6.25,18.22,24.47,58.12,17.41,28-Jun-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Jun-2019 - 00:00,0.1,0.08,0.05,0.0,722.27,103.12,41.83,0.0,43.38,318.79,34.46,2.17,291.37,1.67,0.78,14.1,8.94,17.36,26.29,49.39,18.47,29-Jun-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Jun-2019 - 00:00,0.17,0.17,0.12,0.0,722.05,76.55,38.51,0.0,43.79,320.24,34.01,3.33,254.19,1.01,0.8,17.12,12.95,18.06,31.0,51.56,20.78,30-Jun-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Jun-2019 - 00:00,0.16,0.2,0.12,0.0,722.35,88.57,38.31,0.0,42.38,319.89,34.32,3.02,246.05,1.52,0.56,13.34,11.31,16.01,27.32,45.21,10.05,01-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Jul-2019 - 00:00,0.22,0.29,0.17,0.0,722.93,82.6,36.15,0.01,49.4,321.34,32.03,3.58,250.37,1.43,0.62,13.02,13.38,18.27,31.66,51.26,11.57,02-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Jul-2019 - 00:00,0.24,0.17,0.15,0.0,722.91,76.73,32.72,0.0,45.05,302.83,33.42,2.53,294.47,1.75,0.65,10.48,8.92,15.88,24.8,54.85,12.06,03-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Jul-2019 - 00:00,0.35,0.07,0.21,0.0,722.74,65.77,42.17,0.0,48.0,255.68,33.72,5.26,168.3,1.28,0.66,19.59,14.99,20.99,35.98,61.88,9.2,04-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Jul-2019 - 00:00,0.28,0.11,0.2,0.0,722.42,48.65,26.46,0.02,60.0,223.15,31.52,5.12,243.69,0.85,0.66,18.88,21.54,20.97,41.48,36.79,10.46,05-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Jul-2019 - 00:00,0.32,0.35,0.28,0.0,721.3,85.65,22.46,0.0,74.03,197.63,28.85,4.98,255.75,1.26,0.53,17.92,20.7,19.04,39.74,27.65,10.47,06-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Jul-2019 - 00:00,0.81,1.04,0.72,0.01,720.53,60.3,26.01,0.32,84.79,222.69,26.85,7.13,214.07,0.76,0.6,17.27,28.52,27.7,56.22,16.73,13.18,07-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Jul-2019 - 00:00,0.33,0.3,0.28,0.0,721.37,55.11,26.79,0.0,76.45,356.08,27.89,5.73,277.77,1.09,0.5,15.02,20.09,19.31,39.4,28.02,13.83,08-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Jul-2019 - 00:00,0.41,0.32,0.38,0.0,721.66,103.23,29.39,0.0,65.14,314.76,30.94,4.68,252.46,1.03,0.44,14.52,14.89,16.8,31.69,26.95,15.5,09-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Jul-2019 - 00:00,0.63,0.96,0.49,0.01,721.36,104.62,44.56,0.09,72.96,269.37,30.01,4.96,165.46,1.15,0.54,14.36,17.03,18.96,35.99,21.06,10.12,10-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Jul-2019 - 00:00,0.33,0.39,0.25,0.0,721.16,122.05,38.68,0.0,53.78,318.53,32.33,3.45,223.19,0.85,0.47,11.01,14.16,16.13,30.29,28.23,11.28,11-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Jul-2019 - 00:00,0.34,0.35,0.26,0.0,721.88,109.11,48.89,0.0,50.89,309.26,32.49,4.27,212.24,0.91,0.45,10.49,16.03,15.83,31.87,24.55,11.62,12-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Jul-2019 - 00:00,0.26,0.27,0.26,0.0,723.6,91.8,44.8,0.0,50.02,301.69,32.3,4.36,215.77,1.01,0.4,10.28,12.82,14.98,27.8,27.23,11.14,13-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Jul-2019 - 00:00,0.24,0.24,0.2,0.0,724.17,87.29,45.77,0.0,47.88,309.71,32.4,4.56,216.52,1.0,0.42,10.2,9.91,14.45,24.36,29.74,11.27,14-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Jul-2019 - 00:00,0.18,0.18,0.18,0.0,723.17,89.36,49.32,0.0,48.43,294.64,32.08,4.75,204.86,1.0,0.39,10.77,11.02,13.46,24.48,27.49,12.62,15-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Jul-2019 - 00:00,0.21,0.33,0.19,0.0,722.23,114.11,54.67,0.0,48.82,265.68,32.09,4.09,214.75,0.96,0.39,9.26,9.76,15.01,24.76,23.62,13.65,16-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Jul-2019 - 00:00,0.14,0.26,0.12,0.0,724.03,114.11,70.6,0.0,50.89,251.49,31.54,2.05,216.42,0.87,0.37,9.06,10.27,14.75,25.01,23.06,10.54,17-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Jul-2019 - 00:00,0.12,0.17,0.1,0.0,724.61,101.12,60.73,0.0,51.58,291.61,31.96,2.16,236.17,0.98,0.35,17.23,9.47,13.32,22.8,22.47,10.52,18-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Jul-2019 - 00:00,0.23,0.39,0.2,0.0,724.7,63.85,44.96,0.01,63.51,255.87,29.38,3.06,247.6,0.97,0.4,34.78,10.63,16.62,27.25,20.4,10.45,19-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Jul-2019 - 00:00,0.17,0.25,0.13,0.0,724.8,55.58,30.69,0.0,60.63,346.34,30.74,2.6,255.42,0.88,0.32,30.81,7.46,14.24,21.7,30.05,9.77,20-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Jul-2019 - 00:00,0.36,0.6,0.25,0.0,725.05,69.44,35.53,0.0,59.28,253.89,31.5,3.0,156.54,0.73,0.44,34.82,7.75,18.16,25.9,34.82,10.33,21-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Jul-2019 - 00:00,0.2,0.27,0.13,0.0,724.45,143.26,38.66,0.0,58.97,266.41,31.96,3.23,113.09,1.11,0.35,33.39,8.88,13.42,22.3,47.14,10.71,22-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Jul-2019 - 00:00,0.2,0.39,0.16,0.0,723.77,79.42,33.47,0.02,61.16,487.7,31.5,3.08,131.82,1.15,0.41,34.89,9.23,15.77,25.0,42.18,10.17,23-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Jul-2019 - 00:00,0.27,0.46,0.19,0.0,723.43,56.69,34.18,0.0,51.73,558.57,33.9,2.64,191.12,0.76,0.43,31.8,7.33,15.87,23.2,48.67,10.09,24-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Jul-2019 - 00:00,0.19,0.32,0.15,0.0,723.07,60.78,29.8,0.34,63.65,224.46,31.5,2.95,231.53,1.12,0.28,35.83,7.47,14.76,22.23,33.75,7.2,25-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Jul-2019 - 00:00,0.35,0.59,0.26,0.01,723.97,49.05,29.87,0.27,90.69,208.15,25.1,3.26,228.53,1.06,0.43,41.15,4.9,15.11,20.01,32.02,6.82,26-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Jul-2019 - 00:00,0.21,0.34,0.16,0.0,722.15,54.59,30.17,0.64,90.18,173.36,26.12,3.22,255.35,0.89,0.37,44.57,8.32,10.45,18.77,15.88,7.2,27-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Jul-2019 - 00:00,0.23,0.42,0.19,0.0,721.73,57.1,34.81,0.06,91.47,105.33,26.26,4.11,242.15,0.7,0.38,49.79,10.72,11.73,22.45,12.83,6.59,28-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Jul-2019 - 00:00,0.21,0.42,0.19,0.0,722.56,43.86,22.66,0.2,87.6,225.13,27.29,3.65,97.27,1.06,0.37,53.4,9.86,10.96,20.81,20.76,6.62,29-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Jul-2019 - 00:00,0.21,0.41,0.17,0.0,723.48,38.84,19.39,0.03,82.07,214.62,28.47,3.88,87.79,1.36,0.36,51.62,10.56,10.74,21.29,21.48,8.4,30-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Jul-2019 - 00:00,0.27,0.52,0.21,0.0,723.63,50.96,21.47,0.0,72.75,257.51,29.64,3.76,85.55,1.02,0.34,51.85,10.02,11.74,21.76,24.0,7.0,31-Jul-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-Jul-2019 - 00:00,0.29,0.53,0.23,0.0,723.36,55.42,23.8,0.0,73.76,245.16,29.85,4.26,122.21,0.88,0.42,52.65,9.91,12.22,22.13,24.28,6.87,01-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Aug-2019 - 00:00,0.22,0.27,0.16,0.0,723.19,50.68,20.81,0.14,73.08,240.34,29.73,3.66,174.57,0.73,0.39,46.79,7.09,11.69,18.78,27.4,7.27,02-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Aug-2019 - 00:00,0.07,0.14,0.06,0.0,722.77,42.07,16.12,0.0,82.31,207.03,28.22,1.9,244.42,1.1,0.35,40.23,6.72,10.04,16.76,18.27,8.09,03-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Aug-2019 - 00:00,0.16,0.6,0.13,0.0,722.39,53.6,18.63,0.0,78.94,236.9,28.59,1.59,226.84,0.74,0.42,43.5,9.24,10.78,20.0,14.5,6.75,04-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Aug-2019 - 00:00,0.13,0.39,0.09,0.0,721.91,51.84,23.42,0.0,76.62,227.78,29.25,2.75,251.47,0.77,0.43,35.98,8.83,7.96,16.79,18.68,8.75,05-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Aug-2019 - 00:00,0.41,0.64,0.28,0.01,720.98,58.5,32.0,0.0,76.5,217.75,29.66,3.45,259.68,0.77,0.45,35.82,8.85,9.91,18.76,22.27,8.63,06-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Aug-2019 - 00:00,0.17,0.21,0.15,0.0,721.08,49.41,24.58,0.09,86.0,179.32,27.04,3.36,275.39,1.15,0.35,35.56,8.75,8.46,17.17,23.9,9.67,07-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Aug-2019 - 00:00,0.33,0.5,0.27,0.0,720.78,44.57,25.15,0.0,86.97,190.21,26.87,4.21,253.09,0.81,0.41,40.48,11.63,8.92,20.56,17.84,9.03,08-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Aug-2019 - 00:00,0.28,0.51,0.21,0.0,720.38,47.11,22.3,0.0,73.49,294.84,29.86,3.18,142.13,0.95,0.32,33.29,8.87,7.35,16.22,22.25,9.38,09-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Aug-2019 - 00:00,0.18,0.14,0.11,0.0,720.51,44.37,23.84,0.06,76.74,194.76,28.49,2.5,61.26,1.43,0.31,28.02,6.84,6.22,13.07,27.44,9.61,10-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Aug-2019 - 00:00,0.21,0.08,0.18,0.0,721.57,42.45,20.58,0.1,84.62,188.11,27.24,3.25,137.8,1.71,0.4,38.85,11.45,7.15,18.6,17.02,9.97,11-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Aug-2019 - 00:00,0.28,0.11,0.23,0.0,724.04,62.2,21.43,0.0,79.97,159.51,27.45,3.98,175.78,1.11,0.42,43.0,13.09,9.02,22.11,14.39,9.27,12-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Aug-2019 - 00:00,0.13,0.04,0.1,0.0,724.64,55.59,23.9,0.0,80.99,212.9,28.4,2.77,273.81,1.01,0.3,29.72,8.27,6.38,14.65,17.32,8.16,13-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Aug-2019 - 00:00,0.18,0.07,0.14,0.0,725.01,66.02,27.6,0.03,81.06,141.37,27.37,3.14,279.2,1.21,0.35,31.84,8.91,7.5,16.41,17.84,9.82,14-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Aug-2019 - 00:00,0.38,0.27,0.34,0.0,725.14,61.13,37.83,0.18,88.79,142.82,26.94,3.84,306.02,1.34,0.35,45.15,9.49,18.78,28.26,18.11,9.34,15-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Aug-2019 - 00:00,0.2,0.07,0.15,0.0,724.11,48.28,27.15,0.05,88.26,180.46,26.92,3.28,286.35,1.43,0.37,53.86,9.39,27.03,36.41,20.94,10.11,16-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Aug-2019 - 00:00,0.18,0.06,0.12,0.0,722.48,36.65,22.58,0.0,85.66,216.29,26.73,3.61,222.69,1.2,0.28,56.6,11.36,26.9,38.27,18.93,10.31,17-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Aug-2019 - 00:00,0.23,0.09,0.19,0.0,723.02,33.61,22.54,0.0,94.62,95.39,25.41,5.09,230.24,0.56,0.31,78.37,23.78,29.42,53.2,13.31,9.61,18-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Aug-2019 - 00:00,0.1,0.04,0.09,0.0,726.25,48.19,26.57,0.0,83.2,223.64,27.56,3.47,264.93,1.07,0.31,59.91,14.12,26.81,40.93,15.49,10.71,19-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Aug-2019 - 00:00,0.09,0.04,0.05,0.0,727.65,65.07,32.48,0.0,74.46,259.01,28.49,2.39,302.32,1.47,0.24,43.27,6.41,25.38,31.8,22.54,10.11,20-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Aug-2019 - 00:00,0.08,0.05,0.05,0.0,727.53,66.8,31.61,0.0,68.7,270.58,29.11,1.97,305.65,1.69,0.28,36.89,4.15,25.25,29.38,30.23,11.74,21-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Aug-2019 - 00:00,0.05,0.03,0.03,0.0,726.61,61.34,29.59,0.0,66.06,276.81,29.9,2.17,298.25,1.72,0.26,36.63,4.45,23.83,28.27,27.21,12.02,22-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Aug-2019 - 00:00,0.19,0.1,0.12,0.0,726.59,72.84,33.9,0.0,65.04,243.7,29.45,2.44,294.89,1.34,0.41,42.17,5.74,27.56,33.28,23.07,12.22,23-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Aug-2019 - 00:00,0.07,0.03,0.04,0.0,726.42,68.08,32.37,0.0,63.61,254.48,30.25,2.32,295.29,1.59,0.38,41.47,5.72,24.51,30.23,27.33,9.6,24-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Aug-2019 - 00:00,0.1,0.04,0.06,0.0,726.22,69.95,34.72,0.0,61.51,227.42,30.46,2.67,296.15,1.52,0.33,45.24,6.23,26.06,32.29,29.67,9.45,25-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Aug-2019 - 00:00,0.19,0.07,0.13,0.0,725.95,70.14,38.14,0.0,72.24,151.35,28.33,3.75,198.71,1.02,0.43,58.75,9.8,31.0,40.8,29.44,10.7,26-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Aug-2019 - 00:00,0.25,0.09,0.2,0.0,725.67,68.83,23.29,0.0,75.09,241.48,28.71,4.22,130.41,0.78,0.47,65.17,13.24,30.73,43.97,17.77,12.82,27-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Aug-2019 - 00:00,0.32,0.14,0.25,0.0,725.17,66.57,32.79,0.0,72.64,206.86,29.5,4.39,124.92,0.97,0.6,69.27,14.54,29.25,43.79,22.11,11.24,28-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Aug-2019 - 00:00,0.29,0.11,0.22,0.0,725.66,66.24,31.84,0.0,72.08,216.87,30.0,3.81,86.62,1.05,0.48,63.93,11.21,24.31,34.78,34.26,10.25,29-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Aug-2019 - 00:00,0.28,0.11,0.23,0.0,726.55,65.83,32.98,0.0,76.02,210.5,29.26,4.4,125.61,0.95,0.33,69.8,14.19,24.14,38.33,30.15,10.38,30-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Aug-2019 - 00:00,0.2,0.07,0.14,0.0,725.12,60.79,30.99,0.0,74.19,216.93,29.47,3.95,172.03,0.65,0.31,61.51,10.79,23.51,34.1,30.84,11.03,31-Aug-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-Aug-2019 - 00:00,0.29,0.12,0.2,0.0,723.79,68.9,33.26,0.0,67.65,234.09,30.27,3.64,245.1,0.78,0.37,57.15,8.12,24.25,32.37,34.57,12.01,01-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Sep-2019 - 00:00,0.33,0.16,0.25,0.0,724.7,69.49,34.14,0.0,72.18,178.64,29.57,5.57,164.6,0.78,0.32,72.82,15.61,24.84,40.45,28.39,11.12,02-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Sep-2019 - 00:00,0.26,0.15,0.22,0.0,725.11,72.78,37.67,0.0,72.72,225.52,29.65,5.1,162.01,0.86,0.29,77.1,16.08,26.34,42.43,30.33,10.87,03-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Sep-2019 - 00:00,0.37,0.18,0.26,0.0,724.86,81.61,45.85,0.0,70.57,230.15,30.17,4.65,266.64,0.61,0.3,66.07,12.58,26.15,38.73,30.22,11.06,04-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Sep-2019 - 00:00,0.38,0.16,0.28,0.0,724.17,58.81,33.78,0.0,75.44,215.82,29.86,4.14,227.91,0.83,0.38,64.87,12.88,22.41,35.3,23.07,9.18,05-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Sep-2019 - 00:00,0.41,0.17,0.29,0.0,724.15,60.9,38.74,0.0,74.09,209.84,29.94,4.33,158.26,0.58,0.41,53.56,9.83,13.95,23.78,24.57,8.83,06-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Sep-2019 - 00:00,0.63,0.4,0.48,0.0,723.71,60.41,33.42,0.06,78.14,181.97,29.2,6.27,179.85,0.63,0.33,55.04,10.01,14.46,24.46,20.18,10.98,07-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Sep-2019 - 00:00,0.76,0.43,0.63,0.01,724.02,63.37,29.94,0.0,75.73,218.29,29.04,6.86,178.01,0.59,0.4,64.45,14.58,16.1,30.68,18.88,13.45,08-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Sep-2019 - 00:00,0.51,0.21,0.37,0.0,725.16,55.34,25.55,0.04,77.76,232.95,29.12,6.31,175.8,0.76,0.32,56.66,11.1,12.66,23.75,22.89,14.33,09-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Sep-2019 - 00:00,0.68,0.25,0.46,0.0,724.46,73.08,35.21,0.0,67.46,276.42,31.05,6.08,237.97,0.63,0.37,57.62,9.64,15.29,24.93,33.13,13.41,10-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Sep-2019 - 00:00,0.97,0.44,0.63,0.0,724.09,104.01,56.95,0.0,59.47,258.07,32.22,6.12,206.88,0.69,0.46,62.17,9.73,20.09,29.64,40.13,13.86,11-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Sep-2019 - 00:00,0.48,0.23,0.33,0.0,725.11,86.15,45.82,0.0,63.53,274.76,32.5,4.74,282.05,1.14,0.32,55.44,11.27,13.3,24.57,31.98,14.14,12-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Sep-2019 - 00:00,0.22,0.09,0.14,0.0,725.93,70.53,24.59,0.0,64.32,275.24,31.96,3.69,267.18,1.78,0.21,42.75,7.53,9.34,16.87,39.13,12.87,13-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Sep-2019 - 00:00,0.28,0.14,0.18,0.0,726.34,62.5,29.18,0.0,68.23,242.17,30.53,4.32,246.64,1.2,0.26,47.84,9.61,11.59,21.2,37.81,14.28,14-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Sep-2019 - 00:00,0.36,0.12,0.2,0.0,726.73,49.7,29.62,0.0,69.59,270.6,30.19,4.09,198.75,0.92,0.27,48.24,9.64,11.59,21.24,30.77,13.7,15-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Sep-2019 - 00:00,0.62,0.33,0.5,0.01,727.2,55.26,31.37,0.41,84.07,142.07,27.68,7.35,244.68,0.56,0.37,67.97,19.13,15.33,34.46,15.32,14.28,16-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Sep-2019 - 00:00,0.72,0.39,0.52,0.01,726.44,78.64,44.34,0.05,71.27,301.2,30.19,5.83,269.95,0.92,0.39,58.07,13.22,15.94,29.16,21.7,12.59,17-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Sep-2019 - 00:00,0.43,0.22,0.33,0.0,727.15,62.66,42.9,0.0,66.63,286.65,29.87,4.64,271.38,1.18,0.57,52.02,10.59,16.01,26.6,17.28,9.96,18-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Sep-2019 - 00:00,0.55,0.28,0.42,0.0,729.23,83.15,39.99,0.0,68.01,273.55,29.09,6.14,231.46,0.68,0.87,62.15,15.56,21.57,37.1,15.57,11.67,19-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Sep-2019 - 00:00,0.58,0.22,0.34,0.0,730.37,71.39,32.12,0.0,68.76,254.3,28.65,6.42,111.52,0.85,0.82,58.42,11.96,21.25,33.2,31.7,9.68,20-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Sep-2019 - 00:00,0.53,0.14,0.26,0.0,729.4,52.72,18.19,0.0,71.75,196.63,27.81,5.25,104.25,0.71,0.81,55.33,12.96,21.13,34.06,25.36,14.34,21-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Sep-2019 - 00:00,0.58,0.18,0.31,0.0,728.94,59.04,31.28,0.0,70.36,234.57,27.93,6.04,128.57,0.94,0.82,60.99,14.14,21.54,35.68,32.76,8.88,22-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Sep-2019 - 00:00,0.37,0.12,0.21,0.0,729.85,40.7,19.62,0.0,66.72,253.89,27.49,6.17,125.03,0.83,0.68,59.55,15.4,21.67,37.07,36.45,13.14,23-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Sep-2019 - 00:00,0.41,0.13,0.24,0.0,730.79,80.87,20.09,0.0,68.98,270.69,27.27,6.12,100.08,0.89,0.73,78.99,17.84,28.13,45.97,32.61,11.54,24-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Sep-2019 - 00:00,0.44,0.11,0.23,0.0,730.9,291.81,26.63,0.0,75.28,184.34,26.49,5.61,86.13,1.03,0.87,103.11,26.67,31.94,58.33,35.73,14.69,25-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Sep-2019 - 00:00,0.48,0.12,0.24,0.0,731.53,46.71,25.44,0.0,78.96,177.27,26.24,6.66,85.01,1.22,0.81,33.09,4.48,14.63,19.11,37.69,11.92,26-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Sep-2019 - 00:00,0.52,0.15,0.25,0.0,731.83,39.78,24.3,0.0,76.95,180.05,26.94,5.89,93.99,0.94,0.82,31.94,4.97,13.97,18.94,28.78,10.04,27-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Sep-2019 - 00:00,0.42,0.1,0.19,0.0,731.11,38.13,19.22,0.0,71.13,213.68,27.69,4.35,146.5,0.72,0.72,29.86,4.38,13.83,18.21,29.08,7.94,28-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Sep-2019 - 00:00,0.46,0.13,0.24,0.0,729.91,42.9,18.83,0.0,71.07,207.62,27.17,5.54,166.85,0.74,0.72,31.13,4.93,13.91,18.84,28.84,8.96,29-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Sep-2019 - 00:00,0.99,0.29,0.49,0.0,730.62,64.51,29.73,0.0,80.36,160.66,25.6,8.66,193.57,0.62,0.82,37.83,6.4,17.84,24.02,27.89,11.75,30-Sep-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Sep-2019 - 00:00,1.97,0.88,1.32,0.0,729.92,75.48,31.05,0.0,70.74,216.03,26.92,15.82,282.4,0.85,0.74,37.41,5.85,17.52,23.38,36.05,11.65,01-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Oct-2019 - 00:00,2.95,2.3,2.69,0.0,729.39,77.24,31.83,0.0,68.53,148.38,27.56,30.94,168.06,0.59,0.87,41.57,5.82,20.03,25.85,29.43,8.15,02-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Oct-2019 - 00:00,3.9,4.2,3.83,0.0,730.52,84.26,38.22,0.0,70.78,169.46,26.63,35.95,193.95,0.53,1.07,52.3,9.57,22.89,32.46,33.38,7.74,03-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
