from date,NO2,NO,NOx,NH3,SO2,CO,Benzene,Eth-Benzene,MP-Xylene,Toluene,RH,WS,WD,SR,RF,PM2.5,PM10,Ozone,to date,station
12-Aug-2019 - 00:00,21.68,8.52,10.24,23.72,28.57,0.42,3.43,8.14,0.59,43.63,80.72,1.65,230.94,262.71,0.01,51.51,93.48,23.24,13-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-Aug-2019 - 00:00,17.53,8.34,7.93,26.64,30.09,0.28,1.95,3.92,0.57,39.41,81.15,2.79,217.14,442.58,0.0,27.67,57.26,27.09,14-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-Aug-2019 - 00:00,22.77,14.5,15.59,22.1,25.87,0.56,2.27,6.38,0.96,63.45,84.65,1.8,167.63,155.97,0.1,19.82,58.54,31.16,15-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-Aug-2019 - 00:00,25.1,12.3,15.06,18.76,22.99,0.46,4.91,12.09,4.65,205.08,83.84,1.62,142.86,285.12,0.12,36.9,82.87,12.57,16-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-Aug-2019 - 00:00,21.58,8.99,10.56,22.11,25.99,0.33,2.91,6.13,3.18,150.54,83.67,1.99,100.14,237.24,0.04,24.2,49.65,20.8,17-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-Aug-2019 - 00:00,23.29,10.49,12.66,21.56,28.58,0.24,2.03,4.82,2.49,112.56,88.31,3.56,105.58,125.1,0.27,13.68,33.02,20.73,18-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-Aug-2019 - 00:00,16.22,9.41,8.11,21.05,30.93,0.21,1.48,3.6,2.29,116.6,94.44,3.05,130.72,90.45,0.05,8.39,15.8,16.34,19-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-Aug-2019 - 00:00,22.74,9.73,11.76,18.73,27.8,0.39,3.39,8.72,4.28,151.24,82.41,1.51,137.71,259.93,0.05,15.4,32.79,27.11,20-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-Aug-2019 - 00:00,19.23,7.59,8.21,20.3,20.8,0.34,4.57,9.64,3.56,145.52,80.58,2.69,304.59,464.39,0.0,23.66,48.28,32.79,21-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Aug-2019 - 00:00,18.75,7.13,7.59,20.61,22.56,0.45,4.27,6.13,1.83,46.5,77.93,2.8,296.04,485.25,0.0,38.43,78.71,46.73,22-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Aug-2019 - 00:00,27.6,8.32,13.18,19.78,24.91,0.47,4.18,7.22,2.35,47.21,71.78,1.44,130.0,399.34,0.0,36.99,81.93,57.93,23-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Aug-2019 - 00:00,27.71,9.79,14.41,18.24,14.28,0.59,5.93,11.98,3.8,51.24,78.86,1.32,200.88,306.51,0.12,56.98,108.11,31.33,24-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Aug-2019 - 00:00,23.99,12.47,14.7,17.86,4.16,0.45,4.46,7.58,2.41,48.16,83.36,1.52,155.8,381.88,0.0,48.28,94.93,33.54,25-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Aug-2019 - 00:00,21.19,9.08,10.44,20.85,7.08,0.38,3.04,4.4,1.48,51.56,88.21,1.86,95.9,139.97,0.01,26.21,52.85,20.32,26-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Aug-2019 - 00:00,22.15,11.2,12.64,17.75,14.82,0.36,4.61,3.52,3.47,45.07,73.69,1.49,196.06,480.62,0.0,22.85,54.62,26.35,27-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Aug-2019 - 00:00,21.88,11.65,12.86,17.74,22.67,0.46,4.74,2.71,7.3,44.64,72.17,1.43,221.44,520.12,0.0,38.11,74.4,32.52,28-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Aug-2019 - 00:00,19.72,10.25,10.6,19.25,24.51,0.45,5.74,4.96,8.88,46.17,73.77,1.58,205.92,492.76,0.0,48.61,89.1,27.08,29-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Aug-2019 - 00:00,25.35,11.2,14.2,17.58,27.48,0.55,4.63,2.79,6.86,49.24,85.29,1.48,114.58,181.89,0.03,47.84,77.44,11.07,30-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Aug-2019 - 00:00,16.28,8.35,7.28,21.83,19.91,0.47,4.24,2.75,6.54,48.56,81.32,1.73,204.85,376.53,0.0,44.22,65.0,24.59,31-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
31-Aug-2019 - 00:00,17.2,8.51,7.78,21.63,12.88,0.51,4.3,2.75,6.52,41.32,77.92,1.45,220.99,385.26,0.0,57.02,95.04,27.91,01-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Sep-2019 - 00:00,31.18,8.66,15.31,23.01,10.64,0.44,3.46,1.59,4.21,59.89,84.07,2.25,121.88,242.39,0.0,37.1,57.67,29.39,02-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Sep-2019 - 00:00,22.95,8.61,10.96,23.65,15.95,0.47,5.34,1.62,4.18,38.68,77.0,1.56,216.24,416.29,0.0,38.66,55.71,33.05,03-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-Sep-2019 - 00:00,13.94,7.19,5.13,23.29,16.43,0.44,6.28,1.32,1.91,23.81,77.19,1.65,258.23,445.27,0.0,58.45,90.65,34.75,04-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-Sep-2019 - 00:00,23.88,10.71,13.15,18.62,20.58,0.5,5.57,1.23,1.46,24.61,85.48,1.52,144.14,207.04,0.0,56.77,112.19,19.16,05-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-Sep-2019 - 00:00,21.49,10.54,11.75,20.45,25.56,0.46,5.9,0.37,0.84,17.27,84.85,1.76,139.31,170.73,0.0,37.48,61.94,15.99,06-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-Sep-2019 - 00:00,21.53,14.34,14.83,22.67,33.24,0.45,4.22,0.42,1.0,19.77,79.64,1.52,163.2,346.62,0.01,30.56,54.44,12.8,07-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-Sep-2019 - 00:00,39.26,12.73,22.57,15.68,27.18,0.46,3.72,1.82,4.08,51.26,79.4,2.01,130.46,449.02,0.0,33.94,64.55,23.79,08-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-Sep-2019 - 00:00,21.28,7.97,9.59,23.86,17.1,0.35,2.65,1.22,3.14,64.63,80.36,1.85,189.1,347.3,0.0,34.24,55.43,33.56,09-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-Sep-2019 - 00:00,20.73,7.44,8.88,24.4,8.94,0.47,4.18,2.11,4.74,62.14,78.34,1.75,276.8,415.0,0.0,54.34,95.89,31.46,10-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-Sep-2019 - 00:00,25.51,8.74,14.51,21.0,32.16,0.58,4.42,2.82,6.16,53.08,78.97,1.36,195.24,366.88,0.0,58.74,113.4,30.46,11-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-Sep-2019 - 00:00,23.18,5.34,13.73,17.03,36.67,0.55,4.32,2.7,6.48,62.56,80.58,1.56,192.89,341.63,0.0,69.96,122.49,24.82,12-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-Sep-2019 - 00:00,29.62,5.33,18.88,14.87,38.33,0.53,3.6,1.86,4.21,56.68,83.69,2.35,112.56,321.62,0.0,54.27,104.55,14.47,13-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-Sep-2019 - 00:00,20.18,4.48,14.14,24.73,37.93,0.43,2.9,1.66,4.27,66.79,79.61,2.06,170.45,310.03,0.0,37.76,70.41,16.33,14-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-Sep-2019 - 00:00,28.07,8.18,21.23,13.8,35.4,0.44,3.16,2.14,5.15,65.96,80.02,1.82,127.24,351.12,0.0,34.82,74.64,14.4,15-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-Sep-2019 - 00:00,14.82,3.07,10.2,14.36,37.39,0.33,2.13,1.14,3.13,66.61,77.44,1.93,171.08,361.36,0.0,23.01,56.6,23.16,16-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-Sep-2019 - 00:00,18.31,2.39,11.48,11.91,25.91,0.39,2.86,1.62,4.04,59.19,72.97,1.97,271.53,414.22,0.0,40.87,91.39,40.67,17-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-Sep-2019 - 00:00,21.07,2.72,13.19,12.05,18.12,0.45,2.15,1.18,2.49,40.8,75.75,1.96,192.5,429.55,0.0,52.61,110.44,37.19,18-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-Sep-2019 - 00:00,26.21,3.94,16.85,15.37,19.99,0.43,1.8,11.88,24.6,74.63,70.95,2.5,127.09,428.98,0.0,45.66,102.92,35.47,19-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-Sep-2019 - 00:00,20.33,4.07,13.93,19.19,17.19,0.32,2.16,11.52,26.78,84.22,73.7,2.69,106.0,356.31,0.0,23.08,55.67,27.29,20-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-Sep-2019 - 00:00,24.23,5.89,17.38,12.76,30.04,0.34,3.6,5.82,13.88,74.88,67.77,1.46,187.94,403.98,0.0,27.88,64.8,33.86,21-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Sep-2019 - 00:00,27.46,6.75,19.76,15.77,38.3,0.39,3.33,5.22,11.14,75.41,67.68,1.47,200.59,362.69,0.0,36.31,86.22,34.78,22-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Sep-2019 - 00:00,31.93,6.55,21.93,15.35,30.04,0.36,2.74,3.66,8.89,72.31,73.39,2.24,129.28,385.59,0.06,36.85,89.14,28.18,23-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Sep-2019 - 00:00,22.55,4.41,15.31,14.12,31.55,0.32,2.52,4.11,10.32,67.35,71.26,1.56,181.89,475.42,0.0,22.3,58.02,31.36,24-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Sep-2019 - 00:00,25.71,5.33,17.71,13.35,22.54,0.44,3.9,8.41,16.5,71.24,72.26,1.33,197.47,337.42,0.0,39.08,91.36,32.38,25-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Sep-2019 - 00:00,30.01,6.4,20.81,13.04,15.42,0.55,4.68,5.25,12.1,62.84,77.26,1.5,170.17,286.77,0.0,49.77,105.74,33.1,26-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Sep-2019 - 00:00,30.39,6.67,21.25,15.02,17.22,0.42,3.66,3.67,8.28,57.38,75.11,1.76,136.39,373.23,0.01,46.18,107.52,17.69,27-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Sep-2019 - 00:00,27.39,8.45,21.03,14.16,20.22,0.39,2.92,2.63,6.57,58.84,80.74,1.76,180.6,342.38,0.4,29.09,62.97,22.46,28-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Sep-2019 - 00:00,22.92,6.93,17.53,13.0,27.04,0.3,2.03,2.69,5.6,64.08,82.43,1.71,126.38,234.19,0.7,23.49,55.96,18.52,29-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Sep-2019 - 00:00,18.34,8.48,16.39,11.65,31.77,0.27,1.88,1.49,4.06,46.45,89.63,2.11,90.1,149.31,0.42,10.57,27.7,10.39,30-Sep-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Sep-2019 - 00:00,24.4,10.52,21.19,11.2,17.89,0.37,2.11,2.58,5.08,44.63,84.33,2.28,103.41,311.4,0.01,17.67,58.76,10.69,01-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Oct-2019 - 00:00,29.75,19.84,31.45,11.23,19.93,0.51,2.82,2.46,6.68,44.51,79.77,1.5,121.48,332.26,0.0,23.59,81.13,16.94,02-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Oct-2019 - 00:00,23.99,7.48,18.45,19.33,28.08,0.38,3.26,2.46,6.2,53.88,77.42,1.62,187.21,368.3,0.0,30.57,76.91,28.39,03-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-Oct-2019 - 00:00,26.57,9.27,21.32,14.75,9.62,0.45,3.73,2.62,5.72,56.09,76.12,1.62,202.61,353.83,0.0,43.49,106.01,33.09,04-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-Oct-2019 - 00:00,17.94,2.52,11.39,14.62,11.18,0.32,2.44,1.55,3.81,48.34,76.2,2.67,288.16,348.98,0.0,27.02,77.02,31.25,05-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-Oct-2019 - 00:00,23.74,2.48,14.38,13.69,12.78,0.39,3.89,2.6,4.72,45.65,62.12,2.75,298.64,469.33,0.0,38.94,89.26,30.42,06-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-Oct-2019 - 00:00,21.26,1.91,12.63,14.71,12.57,0.4,3.49,1.6,3.74,44.31,75.33,2.83,303.22,396.67,0.0,47.03,105.39,40.3,07-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-Oct-2019 - 00:00,23.68,2.39,14.29,14.28,13.29,0.45,3.77,1.49,3.83,40.7,75.61,3.1,301.22,325.51,0.0,57.06,132.44,34.95,08-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-Oct-2019 - 00:00,23.18,2.48,14.1,14.35,16.64,0.46,3.96,1.93,4.55,50.32,69.64,1.89,273.73,447.52,0.0,58.06,131.71,44.32,09-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-Oct-2019 - 00:00,39.12,10.08,28.21,13.21,8.76,0.56,5.16,1.64,4.72,49.06,66.64,1.58,183.69,433.55,0.0,65.1,139.21,46.75,10-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-Oct-2019 - 00:00,40.84,10.47,29.72,13.85,14.04,0.58,4.98,2.67,6.51,49.54,51.11,1.37,195.3,508.21,0.0,67.42,149.97,44.06,11-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-Oct-2019 - 00:00,45.02,5.56,27.94,11.89,18.89,0.55,4.93,2.09,4.63,43.56,64.95,1.49,274.15,424.79,0.0,69.31,143.11,41.88,12-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-Oct-2019 - 00:00,37.78,5.16,23.87,5.6,11.35,0.61,6.06,2.02,4.95,50.33,65.49,1.82,246.25,411.61,0.0,73.38,154.63,44.73,13-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-Oct-2019 - 00:00,39.28,7.83,26.83,10.11,17.92,0.68,6.2,2.5,5.2,54.5,69.65,1.59,251.33,392.96,0.0,83.83,183.61,41.22,14-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-Oct-2019 - 00:00,47.26,8.96,31.8,13.53,25.39,0.81,6.41,2.46,5.34,42.9,69.58,1.41,265.56,331.52,0.0,102.05,214.67,39.34,15-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-Oct-2019 - 00:00,44.35,13.64,34.12,15.0,13.4,0.72,6.28,4.74,7.27,52.14,69.35,1.37,158.29,354.12,0.0,97.08,204.52,41.65,16-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-Oct-2019 - 00:00,48.71,16.6,38.77,13.59,14.56,0.77,6.7,3.75,7.57,48.19,67.4,1.31,134.2,339.1,0.0,95.28,204.88,38.42,17-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-Oct-2019 - 00:00,43.58,7.79,27.76,18.27,9.97,0.55,4.1,3.56,6.39,38.55,65.64,1.78,100.27,339.68,0.0,80.82,155.08,33.92,18-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-Oct-2019 - 00:00,35.23,7.96,24.79,22.12,17.99,0.48,3.63,1.68,3.7,29.44,64.52,2.26,164.16,336.32,0.0,70.54,148.69,34.79,19-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-Oct-2019 - 00:00,37.72,4.85,23.79,29.94,16.98,0.61,5.26,1.85,4.48,38.09,59.59,2.02,263.81,358.4,0.0,80.02,167.26,42.36,20-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-Oct-2019 - 00:00,40.09,3.29,23.6,42.27,19.09,0.58,4.3,1.24,3.26,39.2,57.74,2.54,314.75,422.71,0.0,83.59,171.25,40.5,21-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Oct-2019 - 00:00,42.27,3.29,24.72,40.66,20.22,0.65,5.16,1.66,3.94,47.42,57.28,2.67,306.02,410.16,0.0,91.87,185.95,46.71,22-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Oct-2019 - 00:00,55.54,4.1,32.33,32.97,20.45,0.75,6.28,2.46,4.93,39.8,54.67,3.06,306.01,420.0,0.0,102.24,201.8,43.37,23-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Oct-2019 - 00:00,73.0,19.79,54.02,28.53,20.72,0.88,8.52,3.45,7.55,46.44,56.76,1.54,226.28,402.18,0.0,107.22,208.25,41.28,24-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Oct-2019 - 00:00,62.35,15.22,44.84,18.23,26.84,0.84,7.37,3.46,7.12,46.53,61.87,1.62,162.21,333.29,0.0,117.69,217.68,47.5,25-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Oct-2019 - 00:00,67.34,47.35,73.15,11.49,17.13,1.26,8.9,7.57,15.24,52.74,65.28,1.59,132.24,293.4,0.0,117.67,235.66,40.49,26-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Oct-2019 - 00:00,58.45,6.65,35.85,13.94,14.29,1.05,9.08,3.38,8.76,50.7,65.09,1.48,196.32,275.77,0.0,160.63,276.93,42.95,27-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Oct-2019 - 00:00,58.77,11.91,40.26,18.93,14.4,1.2,10.62,3.84,9.03,53.62,65.98,1.61,260.6,327.6,0.0,182.05,284.96,39.18,28-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Oct-2019 - 00:00,63.13,30.56,57.49,16.59,32.78,1.38,10.25,3.01,8.91,47.92,63.2,1.15,192.66,322.25,0.0,239.18,359.51,44.82,29-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Oct-2019 - 00:00,64.69,28.53,56.66,39.47,15.85,1.38,11.22,4.76,13.16,49.65,73.38,1.09,147.48,224.23,0.0,211.51,370.36,31.8,30-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Oct-2019 - 00:00,54.46,13.93,39.62,28.1,16.2,1.05,10.25,2.45,7.85,47.48,70.78,1.53,209.89,232.12,0.0,182.57,299.36,36.03,31-Oct-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
31-Oct-2019 - 00:00,52.62,9.49,35.1,27.89,11.0,0.9,10.69,3.0,7.68,50.16,67.64,1.87,222.61,298.25,0.0,209.08,360.49,40.76,01-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Nov-2019 - 00:00,48.01,4.89,29.01,22.99,17.44,0.64,3.85,0.98,2.42,25.02,70.13,1.94,230.99,252.85,0.0,175.69,312.8,42.74,02-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Nov-2019 - 00:00,50.26,7.85,32.55,12.24,17.63,1.58,0.0,0.0,0.0,0.0,78.01,1.35,272.31,190.04,0.0,251.26,422.21,28.22,03-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-Nov-2019 - 00:00,55.36,9.76,36.75,7.82,10.64,1.81,0.0,0.0,0.0,0.0,69.83,1.87,296.1,239.2,0.0,282.28,407.01,34.77,04-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-Nov-2019 - 00:00,37.55,3.48,22.41,13.77,18.34,0.82,0.0,0.0,0.0,0.0,64.49,2.99,304.17,359.21,0.0,139.59,232.89,33.02,05-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-Nov-2019 - 00:00,39.43,3.31,23.64,24.8,10.78,0.79,0.0,0.0,0.0,0.0,52.43,3.13,300.73,384.97,0.0,111.91,229.55,43.4,06-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-Nov-2019 - 00:00,55.98,16.74,42.67,36.7,5.57,1.01,0.0,0.0,0.0,0.0,66.66,1.66,166.17,349.82,0.0,128.16,235.58,28.61,07-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-Nov-2019 - 00:00,26.36,4.39,17.3,25.05,5.28,0.47,0.81,0.1,0.22,3.89,64.04,2.83,150.53,320.11,0.02,66.77,129.13,29.49,08-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-Nov-2019 - 00:00,28.59,4.21,18.31,23.51,5.47,0.5,3.39,0.46,1.25,26.99,67.46,2.04,297.44,313.78,0.0,49.12,104.17,28.17,09-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-Nov-2019 - 00:00,35.01,4.7,22.06,33.57,4.17,0.64,4.51,0.53,1.63,37.44,56.16,2.99,307.71,397.28,0.0,63.57,152.84,27.52,10-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-Nov-2019 - 00:00,50.56,9.62,34.11,38.31,7.66,1.1,8.23,0.67,2.88,45.06,48.48,1.69,296.32,350.91,0.0,154.17,278.72,38.85,11-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-Nov-2019 - 00:00,53.63,7.78,34.26,42.24,7.3,1.14,8.92,0.75,2.53,44.64,62.94,1.8,298.08,222.49,0.0,162.64,303.24,37.98,12-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-Nov-2019 - 00:00,41.96,2.72,24.1,40.2,6.31,0.97,7.79,0.72,1.72,46.09,66.34,2.22,304.79,336.37,0.0,156.32,274.41,40.4,13-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-Nov-2019 - 00:00,43.91,6.57,26.61,37.62,12.51,0.98,7.23,0.58,1.79,41.42,70.8,1.84,306.65,273.82,0.0,132.67,246.12,25.16,14-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-Nov-2019 - 00:00,51.93,23.85,46.26,43.34,18.1,1.31,9.75,0.74,4.53,54.85,67.03,1.32,186.21,202.09,0.0,120.41,245.17,22.39,15-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-Nov-2019 - 00:00,31.32,4.42,19.91,36.92,5.58,0.72,6.57,0.49,2.22,42.01,69.47,2.29,311.39,231.78,0.0,101.27,181.32,23.73,16-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-Nov-2019 - 00:00,20.78,2.24,12.66,27.13,12.75,0.42,2.87,0.47,0.86,32.92,65.69,4.46,316.18,338.46,0.0,55.98,143.35,28.74,17-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-Nov-2019 - 00:00,23.89,2.61,14.58,22.06,19.19,0.43,2.4,0.51,0.61,30.28,65.03,4.55,307.26,394.86,0.0,43.34,88.61,32.59,18-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-Nov-2019 - 00:00,38.92,4.29,23.76,21.04,19.01,0.8,6.87,0.67,1.67,36.04,64.32,2.45,292.16,333.59,0.0,91.01,177.85,35.02,19-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-Nov-2019 - 00:00,64.62,12.9,44.09,25.4,25.53,1.28,8.78,3.22,5.7,42.04,59.31,1.62,275.69,310.15,0.0,155.04,206.98,38.03,20-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-Nov-2019 - 00:00,67.09,54.53,78.78,23.89,11.51,1.31,11.29,5.87,11.25,45.84,63.75,0.99,176.32,297.14,0.0,109.77,231.03,27.71,21-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Nov-2019 - 00:00,57.97,22.28,48.15,21.02,11.21,0.82,8.03,4.28,8.32,42.43,59.46,1.58,213.49,243.95,0.0,99.04,199.27,33.82,22-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Nov-2019 - 00:00,42.3,7.64,28.23,21.08,11.11,0.7,6.08,1.91,4.69,42.19,66.08,2.17,291.66,203.36,0.0,94.12,178.45,24.72,23-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Nov-2019 - 00:00,25.58,2.85,15.65,20.35,11.23,0.52,4.06,1.03,2.71,35.47,68.77,3.31,308.83,255.7,0.0,68.09,121.83,28.02,24-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Nov-2019 - 00:00,31.11,2.88,18.56,16.19,12.89,0.51,3.56,1.09,2.7,34.28,58.74,2.73,306.56,327.99,0.0,55.9,112.72,34.81,25-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Nov-2019 - 00:00,46.29,20.51,40.66,11.58,13.62,0.87,7.5,3.39,8.48,40.78,49.91,1.16,268.09,327.41,0.0,57.91,153.83,30.36,26-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Nov-2019 - 00:00,39.34,17.03,34.18,18.15,21.31,0.56,7.06,3.39,6.7,40.56,74.71,1.81,153.45,17.69,0.46,55.02,115.32,11.41,27-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Nov-2019 - 00:00,29.39,6.27,20.4,16.22,18.71,0.42,2.49,1.09,2.68,28.42,70.68,2.41,144.19,164.53,0.02,28.78,71.4,22.57,28-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Nov-2019 - 00:00,27.27,11.56,23.51,13.65,7.57,0.59,3.43,1.78,4.52,29.09,75.35,2.52,129.3,129.5,0.41,30.53,76.49,28.94,29-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Nov-2019 - 00:00,30.38,14.42,27.48,15.22,19.4,0.56,4.68,1.71,4.91,32.52,79.07,1.61,222.16,289.49,0.0,49.01,102.83,22.19,30-Nov-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Nov-2019 - 00:00,19.24,3.42,12.8,23.19,17.91,0.64,5.85,2.06,5.62,42.41,83.72,1.7,283.91,309.15,0.01,57.49,123.48,25.29,01-Dec-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Dec-2019 - 00:00,21.72,2.85,13.63,29.31,13.21,0.65,5.43,1.97,4.58,41.45,74.33,2.07,293.24,302.56,0.0,85.26,170.57,41.7,02-Dec-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Dec-2019 - 00:00,26.34,2.96,16.14,30.71,14.34,0.65,6.12,1.56,4.29,34.62,71.41,2.25,293.74,297.37,0.0,94.81,194.65,39.43,03-Dec-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
