from date,NO2,NO,NOx,NH3,SO2,CO,Benzene,Eth-Benzene,MP-Xylene,Toluene,RH,WS,WD,SR,RF,PM2.5,PM10,Ozone,to date,station
20-Apr-2019 - 00:00,33.4,2.82,19.72,15.84,33.53,0.34,2.26,2.37,3.54,0.33,41.91,1.6,279.14,499.0,0.0,40.65,96.73,80.44,21-Apr-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Apr-2019 - 00:00,42.91,5.93,27.18,20.49,24.66,0.46,4.16,4.06,6.16,0.43,40.31,1.82,264.23,527.75,0.0,49.42,120.55,74.37,22-Apr-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Apr-2019 - 00:00,42.1,10.82,30.67,18.66,26.52,0.49,3.1,3.07,5.51,0.44,39.02,1.82,229.67,500.48,0.0,56.24,152.28,78.23,23-Apr-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Apr-2019 - 00:00,41.25,4.37,25.06,18.41,32.33,0.51,1.89,2.92,4.58,0.56,39.8,2.19,151.59,496.22,0.0,70.08,174.35,90.29,24-Apr-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Apr-2019 - 00:00,33.32,3.07,19.87,17.41,27.87,0.45,1.74,2.44,3.55,0.49,40.23,2.89,133.31,400.6,0.0,71.56,215.73,91.78,25-Apr-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Apr-2019 - 00:00,37.46,4.87,23.48,14.29,17.56,0.43,0.34,2.6,3.71,0.36,37.62,1.96,149.95,414.32,0.0,50.11,147.87,71.65,26-Apr-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Apr-2019 - 00:00,33.76,5.17,21.79,20.97,28.17,0.41,0.39,4.76,4.08,0.3,34.53,2.55,287.24,513.27,0.0,69.52,190.72,62.12,27-Apr-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Apr-2019 - 00:00,28.24,2.06,16.51,18.07,17.58,0.27,0.25,2.49,2.35,0.26,25.98,4.68,317.09,493.1,0.0,43.88,180.47,73.48,28-Apr-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Apr-2019 - 00:00,28.48,1.96,16.45,13.05,16.83,0.26,0.25,2.18,2.01,0.24,20.68,4.8,315.19,460.6,0.0,49.67,202.91,69.31,29-Apr-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Apr-2019 - 00:00,39.09,2.66,22.56,9.9,19.82,0.34,0.29,3.12,2.62,0.2,16.32,3.21,314.37,492.8,0.0,50.73,170.4,77.49,30-Apr-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Apr-2019 - 00:00,56.84,7.13,35.41,7.58,29.35,0.38,0.35,4.43,2.91,0.2,16.71,2.55,119.19,447.09,0.0,56.92,176.87,99.65,01-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-May-2019 - 00:00,33.49,2.19,19.26,11.88,21.77,0.29,0.26,2.62,0.61,0.15,22.97,2.61,136.01,633.76,0.0,43.01,124.27,107.52,02-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-May-2019 - 00:00,33.88,2.63,19.81,11.66,16.15,0.22,0.25,2.07,1.1,0.26,32.15,3.26,139.26,753.07,0.0,42.65,141.84,87.76,03-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-May-2019 - 00:00,31.85,2.86,18.93,12.66,20.2,0.3,0.29,3.08,1.5,0.19,29.13,2.4,249.92,687.58,0.0,27.84,87.34,91.77,04-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-May-2019 - 00:00,33.85,1.92,19.22,12.33,19.57,0.31,0.31,3.18,1.19,0.21,20.03,3.34,309.52,481.25,0.0,35.19,134.43,95.88,05-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-May-2019 - 00:00,44.93,5.35,27.76,10.52,24.02,0.56,0.31,5.79,0.07,0.11,18.86,3.16,315.8,501.73,0.0,50.61,156.4,81.58,06-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-May-2019 - 00:00,55.58,5.4,32.88,10.6,31.17,0.51,1.2,6.96,3.14,29.78,16.11,2.66,286.97,459.13,0.0,61.0,160.14,75.75,07-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-May-2019 - 00:00,63.36,4.63,36.82,11.7,35.67,0.5,3.56,3.97,6.09,84.72,15.25,2.21,247.93,556.63,0.0,47.16,158.1,80.69,08-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-May-2019 - 00:00,59.89,4.25,34.7,11.24,29.61,0.58,3.48,4.19,6.62,95.96,15.84,2.49,285.32,523.16,0.0,60.96,161.56,83.31,09-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-May-2019 - 00:00,48.9,2.78,27.78,11.47,36.96,0.57,2.85,2.75,5.17,85.7,15.16,3.43,303.59,522.13,0.0,64.41,193.42,94.98,10-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-May-2019 - 00:00,33.08,2.02,18.89,15.8,22.72,0.45,2.48,2.11,3.54,99.68,25.21,3.36,263.63,372.6,0.01,87.24,308.25,90.88,11-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-May-2019 - 00:00,36.36,2.28,20.82,18.04,23.09,0.43,2.21,2.18,4.11,92.64,32.68,2.41,267.59,460.25,0.0,53.04,120.44,90.51,12-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-May-2019 - 00:00,50.31,3.96,29.46,14.64,35.23,0.54,3.35,2.66,4.66,105.19,28.35,2.45,259.41,483.6,0.0,71.12,162.05,76.04,13-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-May-2019 - 00:00,44.0,3.48,25.78,10.77,26.09,0.54,2.46,1.75,3.61,89.06,31.92,2.15,201.12,336.84,0.01,73.77,157.47,90.62,14-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-May-2019 - 00:00,47.39,3.76,27.78,20.62,12.26,0.48,2.1,2.61,5.16,85.27,50.33,1.52,152.37,366.53,0.0,52.85,103.42,77.64,15-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-May-2019 - 00:00,50.62,3.51,29.26,15.58,21.97,0.62,2.98,2.62,5.85,85.63,45.06,2.57,157.55,304.16,0.0,81.24,177.29,64.3,16-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-May-2019 - 00:00,47.38,3.87,27.22,15.88,18.73,0.76,3.74,2.74,5.34,46.92,47.88,2.72,175.47,440.21,0.0,106.83,207.14,64.51,17-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-May-2019 - 00:00,43.96,7.41,27.02,17.3,20.42,0.75,3.9,2.51,5.0,78.82,53.78,2.56,226.69,322.99,0.0,129.98,249.88,59.13,18-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-May-2019 - 00:00,28.1,3.94,16.21,15.27,19.57,0.4,2.94,1.87,3.89,43.84,39.77,2.39,262.46,485.72,0.0,55.81,130.02,82.91,19-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-May-2019 - 00:00,34.01,3.82,19.23,14.24,25.16,0.5,3.62,2.27,4.55,43.92,26.48,3.18,309.31,593.75,0.0,63.22,138.57,87.29,20-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-May-2019 - 00:00,35.99,3.71,20.17,16.26,23.91,0.62,4.46,1.92,4.96,31.92,31.91,3.4,310.01,348.09,0.0,84.24,210.41,93.12,21-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-May-2019 - 00:00,40.85,4.01,22.96,15.42,29.52,0.64,4.47,2.14,5.46,24.45,25.0,2.65,298.97,492.35,0.0,86.99,172.72,85.89,22-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-May-2019 - 00:00,48.68,6.95,29.8,16.57,33.73,0.71,5.98,2.93,6.55,34.55,23.01,2.25,249.98,446.03,0.0,98.61,210.16,90.0,23-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-May-2019 - 00:00,33.03,3.95,18.82,18.8,20.99,0.5,3.84,2.06,4.63,56.93,30.52,4.02,318.27,373.05,0.0,74.25,223.58,60.79,24-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-May-2019 - 00:00,27.39,4.37,16.21,20.59,9.56,0.28,2.27,1.85,3.98,58.53,55.26,3.0,214.1,291.17,0.02,36.91,82.53,50.17,25-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-May-2019 - 00:00,27.06,4.08,15.81,17.35,15.5,0.31,2.4,1.76,3.86,65.3,45.21,4.33,309.86,444.48,0.0,39.32,119.42,81.16,26-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-May-2019 - 00:00,28.26,3.67,16.11,16.03,17.95,0.37,4.21,11.95,11.52,70.3,34.54,3.1,311.18,451.21,0.0,48.55,108.03,100.85,27-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-May-2019 - 00:00,36.63,3.94,20.71,14.3,24.51,0.41,3.67,5.78,8.38,53.3,23.94,3.38,308.77,488.99,0.0,49.86,131.67,94.63,28-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-May-2019 - 00:00,34.39,3.77,19.39,15.02,20.72,0.4,3.51,2.54,5.99,53.12,16.02,3.74,313.17,469.85,0.0,44.88,123.51,93.54,29-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-May-2019 - 00:00,37.12,3.7,20.75,14.31,22.34,0.47,4.09,2.35,6.66,51.85,16.06,3.27,313.24,458.56,0.0,45.06,137.11,93.13,30-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-May-2019 - 00:00,46.73,4.57,26.48,14.88,30.58,0.58,5.52,4.38,10.03,49.72,17.3,2.49,282.17,496.85,0.0,60.82,158.99,85.58,31-May-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
31-May-2019 - 00:00,47.99,4.05,26.72,14.24,40.46,0.62,6.08,3.01,8.51,50.78,17.52,2.2,243.21,464.35,0.0,70.54,182.91,87.92,01-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Jun-2019 - 00:00,33.38,4.23,19.23,18.64,15.3,0.51,4.21,2.01,5.06,56.27,42.61,3.31,117.99,449.08,0.0,66.17,217.45,80.93,02-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Jun-2019 - 00:00,23.15,3.97,13.67,20.51,10.77,0.39,2.92,1.31,3.09,57.51,42.69,3.25,115.98,449.53,0.0,56.15,175.88,80.41,03-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-Jun-2019 - 00:00,22.01,4.12,13.2,11.07,13.72,0.38,2.94,1.22,2.96,60.15,44.17,4.31,118.08,437.85,0.0,48.3,179.95,86.92,04-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-Jun-2019 - 00:00,31.86,4.72,18.82,9.39,7.96,0.4,2.83,1.76,5.59,57.03,41.04,3.16,143.88,382.07,0.0,38.46,101.09,86.01,05-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-Jun-2019 - 00:00,40.61,4.5,23.22,10.35,28.06,0.54,5.61,2.94,6.58,50.59,38.2,1.99,143.32,439.57,0.0,65.38,173.6,89.97,06-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-Jun-2019 - 00:00,47.56,7.73,29.44,9.14,23.28,0.5,5.78,3.45,8.85,53.11,34.43,2.7,151.53,278.16,0.0,54.5,171.43,51.18,07-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-Jun-2019 - 00:00,35.49,4.64,20.66,13.04,15.2,0.39,3.59,1.91,6.17,55.23,36.78,2.28,194.59,492.64,0.0,45.08,107.64,80.08,08-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-Jun-2019 - 00:00,37.44,4.19,21.31,11.75,25.11,0.49,4.84,2.33,6.68,54.66,32.07,2.67,222.42,491.6,0.0,56.45,150.28,84.59,09-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-Jun-2019 - 00:00,40.32,6.69,24.82,9.85,23.08,0.41,3.8,2.1,6.47,51.28,24.18,2.65,218.77,486.45,0.0,44.86,137.83,79.05,10-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-Jun-2019 - 00:00,40.02,4.04,22.55,10.26,23.92,0.51,4.69,2.21,7.96,48.72,21.68,2.62,257.6,481.62,0.0,51.09,159.87,84.42,11-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-Jun-2019 - 00:00,38.29,5.65,22.93,12.63,18.49,0.45,4.75,2.73,8.22,55.1,26.18,2.74,162.99,432.34,0.0,59.52,195.12,70.51,12-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-Jun-2019 - 00:00,26.18,4.48,15.67,12.07,6.46,0.21,1.97,1.14,2.97,55.85,30.84,4.42,123.97,370.69,0.0,38.36,181.21,68.2,13-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-Jun-2019 - 00:00,31.11,5.14,18.77,9.66,18.33,0.28,2.74,3.22,6.69,42.61,33.88,2.04,174.95,461.95,0.0,46.45,147.64,66.74,14-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-Jun-2019 - 00:00,40.4,5.42,23.88,9.58,21.36,0.37,3.44,1.57,4.73,40.19,26.88,2.81,277.55,462.42,0.0,69.49,169.87,98.55,15-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-Jun-2019 - 00:00,31.26,3.8,17.77,11.26,27.05,0.3,3.21,1.42,3.78,40.52,15.76,4.26,311.74,482.15,0.0,51.9,212.49,96.68,16-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-Jun-2019 - 00:00,19.12,3.74,11.38,15.09,15.19,0.16,1.8,0.9,2.37,43.51,44.15,3.83,289.19,306.2,0.0,42.11,133.66,67.75,17-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-Jun-2019 - 00:00,19.8,3.85,11.84,15.86,9.07,0.17,2.2,1.03,3.1,41.47,55.0,3.69,260.1,383.76,0.11,40.81,183.2,58.18,18-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-Jun-2019 - 00:00,26.75,4.09,15.55,12.7,6.7,0.17,2.18,1.5,4.39,48.88,63.7,2.3,246.25,270.01,0.0,27.99,229.58,55.0,19-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-Jun-2019 - 00:00,44.25,6.98,27.11,8.41,16.95,0.37,3.11,1.79,5.52,44.33,57.38,1.67,234.64,476.23,0.0,58.43,171.34,65.14,20-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-Jun-2019 - 00:00,31.0,4.64,18.31,9.98,14.26,0.36,3.4,1.4,3.98,45.87,56.22,2.77,154.65,427.48,0.0,55.92,164.36,80.23,21-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Jun-2019 - 00:00,35.67,4.27,20.46,6.79,31.63,0.37,4.05,2.89,4.78,43.12,47.41,1.91,244.55,412.99,0.0,66.82,118.38,106.25,22-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Jun-2019 - 00:00,30.0,3.99,17.27,9.47,28.7,0.38,3.41,1.22,2.9,32.44,41.27,2.21,265.7,493.3,0.0,59.62,139.99,117.3,23-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Jun-2019 - 00:00,21.44,3.9,12.73,9.26,12.23,0.25,0.72,0.26,0.59,14.33,48.82,3.02,142.64,471.81,0.0,54.3,104.75,95.98,24-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Jun-2019 - 00:00,20.19,4.72,12.74,6.87,9.41,0.24,0.67,0.27,0.68,14.61,61.22,3.5,142.36,410.9,0.0,61.09,77.19,50.15,25-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Jun-2019 - 00:00,25.54,4.71,15.32,5.91,22.19,0.34,0.98,0.43,1.09,11.27,56.98,1.65,225.05,300.66,0.0,67.26,87.23,64.37,26-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Jun-2019 - 00:00,24.0,5.02,14.3,5.31,24.36,0.34,0.87,0.35,0.96,10.06,49.03,2.83,231.4,486.53,0.0,88.36,113.98,84.29,27-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Jun-2019 - 00:00,19.18,6.16,13.36,18.67,18.01,0.29,0.86,0.37,1.0,12.35,46.62,3.39,300.02,380.3,0.0,99.39,227.7,92.34,28-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Jun-2019 - 00:00,21.94,5.51,15.19,23.06,19.67,0.35,1.03,0.45,1.3,11.75,48.08,2.83,271.06,485.9,0.0,74.72,163.58,84.91,29-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Jun-2019 - 00:00,24.86,5.88,18.62,16.79,12.46,0.35,0.94,0.47,1.41,12.14,44.35,2.59,279.74,458.31,0.0,85.19,228.79,73.88,30-Jun-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Jun-2019 - 00:00,29.05,6.39,21.17,14.92,23.13,0.37,1.11,0.49,1.22,12.19,44.98,2.16,209.34,338.77,0.0,72.77,163.41,73.85,01-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Jul-2019 - 00:00,22.16,5.44,16.82,16.73,9.91,0.38,0.96,0.33,1.08,12.46,52.03,3.0,184.78,430.18,0.0,63.77,153.94,84.47,02-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Jul-2019 - 00:00,23.63,5.22,17.41,15.78,12.89,0.34,0.54,0.3,1.01,9.04,46.2,2.55,199.19,453.47,0.0,53.3,133.78,99.87,03-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-Jul-2019 - 00:00,25.08,5.7,18.55,15.42,8.11,0.42,0.19,0.42,0.88,5.95,57.29,2.4,131.29,408.81,0.0,55.35,130.84,61.05,04-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-Jul-2019 - 00:00,25.19,6.07,18.67,15.76,6.63,0.37,1.75,2.9,0.78,52.46,77.15,2.55,100.36,156.5,0.03,29.19,73.86,37.87,05-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-Jul-2019 - 00:00,30.82,9.74,24.79,13.69,10.25,0.35,0.14,5.08,0.87,48.59,69.03,1.94,152.57,435.94,0.0,38.02,77.97,57.1,06-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-Jul-2019 - 00:00,22.72,5.72,17.38,16.89,6.8,0.29,0.1,3.87,0.76,50.25,68.39,2.52,120.59,378.08,0.0,27.9,68.65,53.42,07-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-Jul-2019 - 00:00,19.22,5.39,15.24,17.64,5.47,0.3,0.11,3.66,0.77,51.01,63.12,1.94,155.3,455.94,0.0,24.08,57.92,53.57,08-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-Jul-2019 - 00:00,18.99,5.17,14.94,17.28,6.25,0.34,0.17,4.98,1.36,39.91,68.58,2.56,106.03,410.51,0.0,25.95,76.87,56.65,09-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-Jul-2019 - 00:00,19.26,5.05,14.99,17.17,5.13,0.33,0.09,3.77,0.66,49.84,78.85,3.09,105.73,266.89,0.0,32.62,65.96,48.62,10-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-Jul-2019 - 00:00,19.37,4.81,14.85,17.46,5.19,0.34,0.11,5.24,0.89,43.0,77.26,1.63,171.1,254.56,0.01,44.49,102.53,44.65,11-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-Jul-2019 - 00:00,34.54,6.23,23.92,13.66,8.62,0.35,0.25,8.54,0.85,47.27,75.74,1.9,132.94,218.16,0.04,56.81,131.3,41.81,12-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-Jul-2019 - 00:00,25.88,5.51,18.81,15.36,6.67,0.33,0.14,6.11,0.95,40.63,82.01,1.66,162.13,226.06,0.19,56.55,144.57,43.12,13-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-Jul-2019 - 00:00,26.44,5.65,19.22,15.89,6.5,0.31,0.14,6.11,0.82,46.67,77.44,1.76,183.83,302.05,0.1,59.19,180.15,42.39,14-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-Jul-2019 - 00:00,29.47,5.77,20.9,14.14,7.74,0.32,0.16,6.83,0.74,54.49,88.94,2.12,184.85,105.97,0.34,47.19,113.21,40.56,15-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-Jul-2019 - 00:00,30.24,6.76,20.63,18.45,1.47,0.55,0.23,8.65,0.68,9.76,84.33,1.75,163.9,225.6,0.08,54.81,115.08,36.15,16-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-Jul-2019 - 00:00,25.96,6.33,19.51,15.16,6.55,0.32,2.14,9.98,3.01,81.41,91.22,2.07,134.77,127.06,0.08,24.45,57.97,43.55,17-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-Jul-2019 - 00:00,28.77,9.32,23.38,15.09,12.88,0.4,3.19,9.79,3.01,98.39,82.25,1.63,147.34,369.92,0.01,30.74,75.25,36.39,18-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-Jul-2019 - 00:00,25.95,7.9,20.77,13.77,13.96,0.47,3.87,10.31,2.75,7.24,80.4,1.84,130.72,369.31,0.0,42.86,104.18,26.83,19-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-Jul-2019 - 00:00,24.32,6.0,18.39,15.5,21.21,0.45,4.36,11.24,3.05,3.19,80.87,1.79,140.96,292.56,0.0,49.62,113.7,31.0,20-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-Jul-2019 - 00:00,32.26,7.47,23.7,13.86,28.81,0.49,4.14,10.16,3.49,3.59,78.54,1.75,113.75,326.17,0.0,63.63,110.54,30.03,21-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Jul-2019 - 00:00,27.34,5.66,19.7,13.84,32.5,0.39,3.67,8.13,3.38,3.38,75.02,1.97,108.66,457.66,0.0,46.2,95.25,37.1,22-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Jul-2019 - 00:00,19.8,5.7,15.79,23.4,36.29,0.4,3.47,8.91,3.77,3.52,68.93,1.66,163.32,438.97,0.0,43.1,85.7,42.95,23-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Jul-2019 - 00:00,16.96,4.29,13.17,54.77,31.38,0.41,4.47,9.07,4.3,3.76,71.25,1.88,212.84,397.83,0.0,54.28,104.39,49.2,24-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Jul-2019 - 00:00,14.47,4.04,11.67,62.36,2.58,0.38,4.24,10.16,4.3,3.82,72.66,2.09,228.37,457.1,0.0,71.98,125.64,41.16,25-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Jul-2019 - 00:00,22.7,5.66,17.27,41.77,6.15,0.33,2.72,6.82,3.06,2.72,87.64,2.84,119.34,156.01,0.03,28.75,60.51,38.34,26-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Jul-2019 - 00:00,21.86,5.92,17.04,30.65,12.95,0.34,3.22,8.42,3.61,3.24,84.41,2.04,126.09,238.63,0.0,25.2,57.79,32.15,27-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Jul-2019 - 00:00,23.14,6.44,18.13,27.19,13.79,0.23,1.87,5.52,1.96,1.67,86.2,2.4,99.83,128.67,0.02,13.33,37.76,26.82,28-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Jul-2019 - 00:00,19.11,5.8,15.51,28.63,16.37,0.24,1.23,3.01,0.56,0.47,75.58,2.58,97.27,300.39,0.0,14.18,40.1,24.87,29-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Jul-2019 - 00:00,14.94,5.15,11.87,17.91,20.13,0.25,1.6,4.2,0.52,18.39,67.51,2.69,130.01,478.62,0.0,14.43,42.7,31.2,30-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Jul-2019 - 00:00,16.97,4.05,10.45,9.51,25.44,0.3,2.21,4.95,0.56,45.18,76.53,2.12,103.7,171.46,0.0,27.12,64.51,15.58,31-Jul-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
31-Jul-2019 - 00:00,18.54,8.69,13.53,7.43,28.29,0.37,2.8,6.21,0.54,34.95,82.65,1.71,110.66,113.38,0.05,21.74,57.6,21.73,01-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Aug-2019 - 00:00,22.2,10.96,17.06,29.91,32.42,0.43,3.34,7.43,0.62,48.09,76.89,1.78,126.72,313.44,0.0,41.74,91.76,25.25,02-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Aug-2019 - 00:00,18.18,11.1,15.18,24.76,35.31,0.39,3.02,6.87,2.67,132.37,86.85,2.0,114.63,142.01,0.06,20.9,60.39,27.68,03-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-Aug-2019 - 00:00,18.28,14.11,17.57,26.43,30.27,0.46,4.06,8.66,3.5,183.51,85.38,2.07,118.53,360.02,0.0,30.52,74.71,32.55,04-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-Aug-2019 - 00:00,17.74,9.08,11.21,29.12,19.29,0.39,6.73,8.02,3.9,149.66,76.1,1.34,146.73,431.57,0.0,39.8,74.62,33.88,05-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-Aug-2019 - 00:00,27.47,10.24,14.67,26.5,20.89,0.44,3.57,8.18,3.58,3.37,80.01,1.6,116.59,377.66,0.01,33.5,78.7,25.27,06-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-Aug-2019 - 00:00,21.45,9.02,10.52,27.34,24.47,0.32,2.61,5.9,2.15,17.75,83.75,2.92,107.98,326.09,0.01,21.5,59.61,32.09,07-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-Aug-2019 - 00:00,26.34,9.64,13.58,25.96,36.33,0.39,2.96,5.44,0.6,36.15,69.83,1.45,131.98,724.47,0.0,27.72,65.64,27.4,08-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-Aug-2019 - 00:00,24.23,9.54,12.39,28.05,35.52,0.42,2.98,7.85,0.61,39.07,57.56,1.35,180.5,949.07,0.0,31.91,72.33,27.57,09-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-Aug-2019 - 00:00,21.42,8.87,10.39,26.5,28.75,0.29,2.11,4.31,0.62,41.97,61.91,2.38,74.28,905.52,0.04,20.29,58.08,25.09,10-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-Aug-2019 - 00:00,18.9,9.0,9.17,25.42,20.72,0.29,1.63,3.5,0.65,43.55,74.36,3.33,106.31,367.66,0.0,20.91,52.79,32.21,11-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-Aug-2019 - 00:00,19.71,8.42,9.13,24.54,25.69,0.33,2.1,3.78,0.53,41.58,75.47,1.79,139.85,415.99,0.0,35.03,61.19,33.7,12-Aug-2019 - 00:00,"Patti Mehar, Ambala - HSPCB"
