from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,MP-Xylene,Eth-Benzene,AT,RH,BP,SR,WS,WD,to date,station
29-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Jan-2019 - 00:00,"Borivali East, Mumbai - MPCB"
30-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-Jan-2019 - 00:00,"Borivali East, Mumbai - MPCB"
31-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
01-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
02-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
03-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
04-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
05-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
06-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
07-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
08-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
09-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
10-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
11-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
12-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
13-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
14-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
15-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
16-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
17-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
18-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
19-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
20-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
21-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
22-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
23-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
24-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
25-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
26-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
27-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Feb-2019 - 00:00,"Borivali East, Mumbai - MPCB"
28-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
01-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
02-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
03-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
04-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
05-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
06-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
07-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
08-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
09-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
10-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
11-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
12-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
13-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
14-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
15-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
16-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
17-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
18-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
19-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
20-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
21-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
22-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
23-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
24-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
25-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
26-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
27-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
28-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
29-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
30-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-Mar-2019 - 00:00,"Borivali East, Mumbai - MPCB"
31-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
01-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
02-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
03-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
04-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
05-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
06-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
07-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
08-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
09-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
10-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
11-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
12-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
13-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
14-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
15-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
16-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
17-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
18-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
19-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
20-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
21-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
22-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
23-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
24-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
25-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
26-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
27-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
28-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
29-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Apr-2019 - 00:00,"Borivali East, Mumbai - MPCB"
30-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
01-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
02-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
03-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
04-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
05-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
06-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
07-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
08-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
09-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
10-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
11-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
12-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
13-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
14-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
15-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
16-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
17-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
18-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
19-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
20-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
21-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
22-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
23-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
24-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
25-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
26-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
27-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
28-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
29-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
30-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-May-2019 - 00:00,"Borivali East, Mumbai - MPCB"
31-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
01-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
02-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
03-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
04-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
05-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
06-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
07-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
08-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
09-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
10-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
11-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
12-Jun-2019 - 00:00,6.74,15.44,9.34,0.69,9.97,6.88,7.31,0.15,51.49,0.14,15.36,2.38,25.55,86.64,997.84,176.2,1.24,149.04,13-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
13-Jun-2019 - 00:00,11.78,37.13,11.09,1.32,12.12,5.25,7.33,0.16,49.32,1.04,15.01,2.17,27.03,83.66,998.87,236.96,1.19,157.86,14-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
14-Jun-2019 - 00:00,13.05,40.49,12.51,1.43,13.94,4.84,7.31,0.17,47.53,1.51,18.86,3.59,26.94,86.16,,239.58,1.04,170.2,15-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
15-Jun-2019 - 00:00,11.34,37.91,13.1,2.15,15.25,4.62,7.38,0.18,47.9,1.48,17.46,3.94,27.18,86.53,,293.58,1.02,173.99,16-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
16-Jun-2019 - 00:00,10.0,47.46,9.82,1.34,11.06,4.3,7.33,0.15,48.2,0.12,20.31,3.96,28.19,83.52,,291.32,1.08,192.65,17-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
17-Jun-2019 - 00:00,10.66,46.84,9.12,1.54,10.37,3.8,7.27,0.13,48.59,0.0,16.52,2.53,28.55,81.72,,274.46,1.21,198.59,18-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
18-Jun-2019 - 00:00,11.75,38.12,9.49,1.13,10.52,3.13,7.22,0.16,48.98,0.04,15.14,2.63,26.24,89.31,,128.71,0.8,197.19,19-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
19-Jun-2019 - 00:00,12.12,40.99,10.96,1.66,12.5,3.61,7.55,0.2,47.06,0.65,18.01,3.7,26.95,88.15,,234.67,0.52,217.83,20-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
20-Jun-2019 - 00:00,13.3,52.21,5.6,1.69,7.29,4.21,7.57,0.19,46.48,0.04,19.97,3.89,28.32,81.29,,338.73,0.55,214.98,21-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
21-Jun-2019 - 00:00,13.23,49.29,6.26,1.68,7.94,3.68,7.72,0.17,45.14,0.06,18.84,3.29,28.39,80.38,,348.71,0.55,218.77,22-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
22-Jun-2019 - 00:00,16.45,60.84,7.14,1.41,8.55,3.22,7.76,0.15,45.7,0.26,19.18,3.41,28.52,78.63,,315.81,0.52,210.15,23-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
23-Jun-2019 - 00:00,17.53,66.53,5.94,1.55,7.48,2.84,7.71,0.14,44.96,0.15,19.73,2.81,28.65,78.49,,293.61,0.53,229.29,24-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
24-Jun-2019 - 00:00,15.64,46.57,7.85,2.09,9.89,2.52,7.56,0.2,44.4,0.26,16.22,2.13,26.42,89.99,,96.12,0.36,195.62,25-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
25-Jun-2019 - 00:00,18.05,42.06,9.96,4.04,14.0,3.51,7.63,0.26,44.23,3.38,14.85,1.81,27.23,86.39,,219.53,0.41,207.68,26-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
26-Jun-2019 - 00:00,13.8,33.47,9.7,3.0,12.69,6.76,7.47,0.22,44.76,1.37,13.41,1.61,27.68,85.14,,263.95,0.5,203.99,27-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
27-Jun-2019 - 00:00,6.65,16.32,11.41,1.78,13.19,4.75,7.22,0.2,45.72,0.59,13.14,1.43,26.98,88.68,,299.95,0.52,206.22,28-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
28-Jun-2019 - 00:00,4.62,10.72,9.5,0.77,10.26,2.98,7.24,0.16,46.5,0.0,9.95,0.68,24.68,96.54,,17.14,1.82,176.78,29-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
29-Jun-2019 - 00:00,9.77,21.22,9.59,1.26,10.84,2.98,7.4,0.2,46.17,2.14,11.68,2.65,24.36,97.38,,87.41,1.37,160.61,30-Jun-2019 - 00:00,"Borivali East, Mumbai - MPCB"
30-Jun-2019 - 00:00,7.79,21.89,7.78,1.22,8.97,2.8,7.43,0.19,41.57,0.14,13.7,1.15,24.47,97.37,,97.75,0.47,184.33,01-Jul-2019 - 00:00,"Borivali East, Mumbai - MPCB"
01-Jul-2019 - 00:00,5.91,11.48,9.94,0.57,10.45,3.09,7.52,0.18,42.89,0.32,13.21,1.07,23.67,98.11,,44.87,1.44,168.42,02-Jul-2019 - 00:00,"Borivali East, Mumbai - MPCB"
02-Jul-2019 - 00:00,8.45,9.67,8.87,1.04,9.88,2.58,7.56,0.19,41.85,0.17,11.32,1.0,24.11,97.26,,133.7,1.47,187.54,03-Jul-2019 - 00:00,"Borivali East, Mumbai - MPCB"
03-Jul-2019 - 00:00,12.38,24.41,12.62,2.75,15.36,3.79,7.75,0.26,41.14,1.99,11.73,2.23,25.63,93.11,,174.98,0.37,203.08,04-Jul-2019 - 00:00,"Borivali East, Mumbai - MPCB"
04-Jul-2019 - 00:00,13.39,26.0,10.75,2.61,13.36,4.65,7.54,0.24,41.15,1.79,14.61,0.93,25.24,96.09,,84.21,0.36,196.49,05-Jul-2019 - 00:00,"Borivali East, Mumbai - MPCB"
05-Jul-2019 - 00:00,10.01,27.25,8.81,2.55,11.36,4.31,8.0,0.19,41.39,0.07,12.21,1.29,25.62,96.2,999.31,74.19,0.54,208.11,06-Jul-2019 - 00:00,"Borivali East, Mumbai - MPCB"
06-Jul-2019 - 00:00,9.75,35.52,11.45,1.4,12.85,3.38,7.62,0.17,42.19,0.0,10.86,1.24,26.09,96.25,998.38,106.13,1.1,206.72,07-Jul-2019 - 00:00,"Borivali East, Mumbai - MPCB"
07-Jul-2019 - 00:00,9.46,44.35,7.62,1.07,8.6,2.98,7.68,0.14,42.28,0.01,9.99,0.34,27.24,92.77,999.41,102.59,0.73,208.3,08-Jul-2019 - 00:00,"Borivali East, Mumbai - MPCB"
