from date,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,AT,Rack Temp,Benzene,Toluene,Xylene,RH,WS,WD,SR,BP,VWS,to date,station
19-Apr-2019 - 00:00,0.66,34.77,1.7,29.67,17.13,5.43,32.59,28.36,26.84,0.22,2.02,0.01,55.4,1.17,188.84,164.85,709.81,0.73,20-Apr-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Apr-2019 - 00:00,0.57,32.58,1.51,26.27,15.19,4.76,26.67,28.56,26.38,0.31,2.03,0.02,53.44,1.28,199.79,152.53,707.2,0.76,21-Apr-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Apr-2019 - 00:00,0.71,33.24,1.34,29.41,16.72,5.37,30.96,29.78,26.35,0.42,2.14,0.18,50.02,1.28,226.81,158.96,706.48,0.77,22-Apr-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Apr-2019 - 00:00,0.7,30.09,4.12,31.41,20.06,5.41,30.72,28.9,26.82,0.39,3.24,0.07,52.05,1.11,161.26,149.72,708.25,0.75,23-Apr-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Apr-2019 - 00:00,0.9,36.45,15.52,50.04,39.23,9.11,42.86,29.85,26.47,0.85,4.75,0.39,47.14,0.91,158.31,172.01,710.47,0.75,24-Apr-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Apr-2019 - 00:00,0.77,38.26,2.74,45.99,26.69,6.21,34.72,31.11,25.5,0.46,2.97,0.07,41.52,0.88,197.96,172.21,711.64,0.8,25-Apr-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Apr-2019 - 00:00,0.79,40.07,2.43,48.26,27.65,7.14,41.73,32.22,25.78,0.54,3.83,0.22,38.86,0.92,217.91,161.47,710.43,0.79,26-Apr-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Apr-2019 - 00:00,0.68,28.71,1.53,36.22,20.51,7.91,48.19,29.06,30.92,0.41,3.13,0.1,44.94,0.97,251.78,40.69,708.42,0.71,27-Apr-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Apr-2019 - 00:00,0.96,54.11,2.86,51.92,29.94,10.25,57.54,35.56,32.23,0.82,4.89,0.08,33.33,0.88,189.06,208.39,707.89,0.65,28-Apr-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Apr-2019 - 00:00,0.83,34.56,1.61,35.59,20.23,9.04,46.34,32.68,31.94,0.34,2.93,0.12,40.49,0.94,204.47,111.19,707.9,0.65,29-Apr-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Apr-2019 - 00:00,0.75,35.66,2.13,36.46,21.14,7.93,50.61,33.0,33.59,0.25,2.72,0.04,43.27,0.97,174.2,167.61,707.79,0.63,30-Apr-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Apr-2019 - 00:00,0.7,46.36,1.57,33.31,18.89,13.96,44.21,32.71,40.06,0.0,0.0,0.0,42.64,1.27,210.99,146.74,705.75,0.57,01-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-May-2019 - 00:00,0.7,36.95,1.41,31.4,17.82,7.33,38.46,32.19,34.67,0.03,0.17,0.01,41.29,1.81,208.57,176.34,703.27,0.63,02-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-May-2019 - 00:00,0.53,42.84,1.93,28.23,16.47,11.92,39.38,33.07,39.45,0.0,0.0,0.0,34.94,2.15,147.78,165.83,702.52,0.59,03-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-May-2019 - 00:00,0.38,46.22,0.94,23.41,13.21,7.33,32.62,32.38,31.58,0.0,0.02,0.0,31.49,2.13,186.46,183.22,704.76,0.68,04-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-May-2019 - 00:00,0.58,39.23,1.24,27.71,15.68,15.49,36.73,31.93,31.66,,,,33.11,2.01,190.4,191.59,709.74,0.7,05-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-May-2019 - 00:00,0.79,39.86,12.13,36.03,29.0,19.0,39.67,32.73,42.14,,,,32.2,1.5,146.71,193.82,712.49,0.55,06-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-May-2019 - 00:00,0.61,23.86,12.43,40.56,31.69,27.22,54.85,30.18,42.9,,,,33.44,1.61,88.32,34.74,710.5,0.55,07-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-May-2019 - 00:00,1.11,35.79,19.68,56.95,46.28,9.48,49.61,35.12,25.23,,,,31.3,1.2,112.59,173.07,706.5,0.83,11-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-May-2019 - 00:00,0.67,35.84,1.89,27.58,16.18,,47.4,31.61,25.14,,,,44.26,1.4,121.36,169.21,709.31,0.84,12-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-May-2019 - 00:00,0.89,47.97,1.51,34.31,19.44,,42.54,30.84,25.86,,,,44.66,1.16,205.59,131.14,708.54,0.81,13-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-May-2019 - 00:00,0.82,61.17,3.53,36.07,22.03,9.32,49.59,32.99,31.17,,,,39.23,1.06,194.94,187.44,706.9,0.69,14-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-May-2019 - 00:00,0.64,61.58,1.59,29.34,16.84,7.86,38.05,32.64,37.27,,,,39.81,1.54,167.74,149.31,707.27,0.61,15-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-May-2019 - 00:00,0.78,40.97,4.68,40.17,25.16,6.29,45.98,32.59,31.18,,,,42.16,0.99,193.69,194.3,708.84,0.67,16-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-May-2019 - 00:00,0.65,44.29,5.93,32.44,22.07,7.05,46.08,32.88,30.2,,,,38.98,1.29,160.23,186.19,710.5,0.7,17-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-May-2019 - 00:00,0.73,43.34,4.66,33.47,21.59,8.68,50.96,33.14,30.05,,,,41.27,1.1,163.03,179.98,709.92,0.7,18-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-May-2019 - 00:00,0.78,39.2,11.41,36.93,28.91,13.15,50.16,33.57,30.04,,,,36.56,1.45,136.38,178.54,708.83,0.71,19-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-May-2019 - 00:00,0.86,43.33,8.39,44.91,30.7,16.17,57.31,34.07,30.04,,,,34.12,1.13,143.48,180.9,708.71,0.7,20-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-May-2019 - 00:00,0.6,46.37,2.95,26.6,16.55,7.69,52.65,33.66,30.22,,,,41.69,1.08,160.99,154.72,709.66,0.69,21-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-May-2019 - 00:00,0.54,44.19,6.03,27.62,19.6,7.62,48.12,33.11,31.24,41.19,5.26,0.24,42.98,1.28,193.17,162.3,708.99,0.61,22-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-May-2019 - 00:00,0.71,51.66,3.22,32.71,20.01,9.77,41.39,33.06,31.66,13.88,6.5,0.16,41.33,1.18,175.26,178.25,708.46,0.67,23-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-May-2019 - 00:00,0.67,54.37,2.51,23.98,14.8,8.46,42.77,33.44,38.94,0.56,0.41,0.02,43.81,1.27,222.86,154.16,707.67,0.58,24-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-May-2019 - 00:00,0.99,44.27,12.72,40.04,31.65,10.88,22.92,33.12,31.74,1.62,6.81,0.77,41.8,1.37,158.9,179.78,708.62,0.67,25-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-May-2019 - 00:00,0.91,41.2,16.36,44.74,37.09,13.54,55.13,33.92,31.36,2.2,10.44,1.18,37.76,1.65,148.03,185.9,705.84,0.68,26-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-May-2019 - 00:00,0.87,41.11,8.36,44.46,30.43,11.77,50.41,34.95,32.83,0.79,5.45,0.58,35.65,1.3,182.45,172.1,703.67,0.65,27-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-May-2019 - 00:00,0.83,34.81,11.66,36.44,28.86,11.83,44.81,34.18,31.29,0.81,3.55,0.23,37.9,1.69,185.09,174.29,704.06,0.68,28-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-May-2019 - 00:00,0.79,41.57,6.72,32.28,22.64,8.75,42.14,34.77,31.22,0.6,4.42,0.2,36.79,1.29,172.76,171.16,703.46,0.68,29-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-May-2019 - 00:00,0.83,41.02,4.06,36.04,22.48,8.04,50.02,34.49,29.33,1.01,6.67,0.5,41.59,1.06,144.77,160.69,702.7,0.74,30-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-May-2019 - 00:00,0.67,39.7,8.51,28.42,22.04,9.76,41.88,32.7,21.12,0.89,5.25,0.26,48.52,1.31,171.97,144.54,703.78,0.99,31-May-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
31-May-2019 - 00:00,0.82,40.17,3.5,28.59,18.05,5.92,37.43,33.81,22.92,0.96,5.22,0.34,42.76,1.14,222.06,159.15,704.64,0.91,01-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Jun-2019 - 00:00,0.77,39.19,6.11,36.66,24.35,7.66,37.85,31.58,35.77,0.69,2.94,0.43,45.61,1.3,201.18,75.92,707.33,0.63,02-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Jun-2019 - 00:00,1.1,30.43,7.02,41.91,28.01,8.26,48.0,32.5,26.44,1.8,16.51,1.11,43.96,1.14,222.47,136.64,704.86,0.78,03-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Jun-2019 - 00:00,0.57,33.57,5.45,18.2,14.12,6.99,34.1,29.89,31.85,0.33,3.06,0.08,54.49,2.33,223.1,181.19,705.93,0.68,04-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Jun-2019 - 00:00,1.6,37.79,8.66,63.71,39.31,7.08,49.65,34.88,26.74,,,,40.45,1.09,214.76,155.03,703.36,0.77,06-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Jun-2019 - 00:00,0.39,24.78,3.24,29.61,18.38,5.61,39.12,31.14,26.98,,,,48.19,1.44,244.9,33.52,703.64,0.77,07-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Jun-2019 - 00:00,0.8,53.31,4.52,28.93,18.72,6.92,34.0,34.75,26.99,,,,41.62,1.52,221.78,238.03,704.26,0.77,08-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Jun-2019 - 00:00,1.12,31.17,8.06,54.41,35.49,6.41,41.2,27.67,27.13,,,,62.75,1.48,200.45,80.85,705.29,0.75,09-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Jun-2019 - 00:00,0.68,44.08,3.4,33.72,20.7,5.66,33.9,31.63,27.09,,,,49.82,1.34,222.11,179.88,703.33,0.76,10-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Jun-2019 - 00:00,0.58,43.91,2.92,27.31,16.9,8.47,28.67,31.67,27.11,,,,47.53,1.87,241.19,162.97,702.31,0.77,11-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Jun-2019 - 00:00,0.53,30.4,3.79,21.1,14.31,4.87,16.84,32.13,27.29,,,,46.47,1.98,261.11,209.34,702.27,0.77,12-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Jun-2019 - 00:00,0.42,30.4,3.33,12.78,9.49,4.07,9.59,31.07,27.54,,,,48.03,2.87,270.69,202.79,702.58,0.78,13-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Jun-2019 - 00:00,0.47,19.64,4.65,17.22,12.95,7.55,16.04,30.07,27.76,,,,52.41,2.24,242.71,160.62,704.61,0.76,14-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Jun-2019 - 00:00,0.49,21.45,3.61,16.49,11.71,4.09,18.74,30.43,27.41,,,,51.04,2.45,261.7,189.33,704.44,0.77,15-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Jun-2019 - 00:00,0.51,20.45,4.7,19.52,14.19,8.5,30.04,31.38,27.18,,,,46.72,2.48,237.66,208.83,704.77,0.78,16-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Jun-2019 - 00:00,0.24,10.38,6.53,23.88,18.03,28.52,29.5,29.93,26.77,,,,48.33,2.25,221.33,2.0,706.0,0.79,17-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Jun-2019 - 00:00,0.61,20.57,4.62,20.74,14.79,8.03,27.67,32.36,27.32,,,,42.52,2.23,209.42,209.73,706.64,0.77,18-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Jun-2019 - 00:00,0.51,22.95,3.56,16.1,11.45,6.45,26.48,31.54,27.31,,,,44.17,2.28,217.39,196.65,704.67,0.77,19-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Jun-2019 - 00:00,0.51,21.68,4.63,17.78,13.23,9.87,27.14,31.62,27.16,,,,46.09,2.35,240.42,203.58,702.74,0.77,20-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Jun-2019 - 00:00,0.5,21.16,4.14,17.92,12.9,12.68,25.31,30.14,27.25,,,,52.31,2.21,195.14,146.95,703.42,0.77,21-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Jun-2019 - 00:00,0.62,22.01,7.52,27.08,20.51,5.97,32.79,27.99,27.31,,,,61.94,1.54,168.24,151.85,703.17,0.75,22-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Jun-2019 - 00:00,0.53,25.08,3.29,25.46,16.22,4.79,31.54,26.86,27.28,,,,66.3,1.6,178.22,89.14,702.32,0.75,23-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Jun-2019 - 00:00,0.81,18.66,4.5,37.94,23.84,5.27,34.8,27.01,28.48,,,,67.54,1.31,205.29,79.65,701.77,0.73,24-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Jun-2019 - 00:00,0.63,25.48,4.07,32.77,20.74,4.39,29.43,28.45,28.34,,,,63.48,1.25,218.69,143.1,703.49,0.72,25-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Jun-2019 - 00:00,0.77,21.14,5.24,37.32,24.12,4.63,28.52,27.58,28.87,,,,68.94,1.1,208.93,168.74,705.39,0.7,26-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Jun-2019 - 00:00,0.66,28.41,3.75,20.93,14.17,4.47,17.83,31.47,28.82,,,,50.06,2.23,278.31,185.53,704.19,0.72,27-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Jun-2019 - 00:00,0.53,22.19,6.58,23.29,17.73,4.56,17.06,30.92,28.86,,,,53.02,2.09,243.98,176.81,702.62,0.72,28-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Jun-2019 - 00:00,0.46,17.42,4.01,17.67,12.65,6.15,15.35,28.14,28.77,,,,59.74,2.66,245.94,84.5,702.83,0.74,29-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Jun-2019 - 00:00,0.5,16.95,4.4,17.06,12.65,5.86,18.51,26.02,28.75,,,,67.93,2.58,226.27,109.95,702.89,0.74,30-Jun-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Jun-2019 - 00:00,0.42,20.01,3.86,18.75,13.11,5.28,22.42,24.98,28.45,,,,70.22,2.4,193.34,83.73,701.95,0.74,01-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Jul-2019 - 00:00,0.43,15.28,5.61,17.79,14.03,6.27,23.48,25.34,28.23,,,,68.93,2.27,208.66,72.69,701.59,0.74,02-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Jul-2019 - 00:00,0.52,8.28,9.56,22.57,19.78,6.3,26.32,25.63,25.24,,,,70.72,2.21,227.78,75.79,701.61,0.8,03-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Jul-2019 - 00:00,0.45,6.26,6.11,17.66,14.37,4.27,26.51,26.52,19.98,,,,64.62,2.56,250.83,106.69,701.82,0.86,04-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Jul-2019 - 00:00,0.53,5.77,5.16,15.49,12.42,3.65,23.15,26.68,20.83,1.39,4.35,1.31,65.26,2.66,259.43,105.55,701.9,0.83,05-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Jul-2019 - 00:00,0.6,3.12,5.79,16.89,13.7,3.43,21.98,25.94,22.05,0.46,1.23,0.17,68.8,2.69,262.6,94.67,700.64,0.92,06-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Jul-2019 - 00:00,0.63,3.84,4.82,14.7,11.74,3.54,21.01,26.55,25.14,0.27,0.82,0.06,64.28,2.76,267.26,72.75,701.12,0.85,07-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Jul-2019 - 00:00,0.47,8.15,3.91,10.33,8.67,3.71,18.92,27.77,26.23,0.23,0.66,0.03,62.14,3.09,268.01,133.23,702.38,0.82,08-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Jul-2019 - 00:00,0.47,8.08,4.63,12.85,10.6,2.82,19.68,27.91,22.75,0.22,0.66,0.06,62.39,2.53,263.98,103.32,703.97,0.88,09-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Jul-2019 - 00:00,0.47,6.48,4.8,13.36,11.01,4.05,20.03,27.72,21.26,0.22,0.65,0.04,62.84,2.59,268.86,141.68,703.67,0.88,10-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Jul-2019 - 00:00,0.46,6.53,4.29,11.25,9.49,3.89,14.62,27.57,21.86,0.18,0.56,0.01,62.03,2.8,268.46,155.56,703.7,0.87,11-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Jul-2019 - 00:00,0.5,6.36,4.62,14.27,11.34,3.18,19.19,26.61,22.1,0.17,0.78,0.01,66.53,2.48,220.43,152.07,706.66,0.86,12-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Jul-2019 - 00:00,0.65,5.94,7.1,22.66,17.82,4.27,24.32,26.81,26.03,0.15,0.5,0.01,65.35,1.81,244.99,138.06,709.27,0.75,13-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Jul-2019 - 00:00,0.57,9.87,7.98,20.4,17.34,7.69,23.8,27.45,31.15,0.24,0.91,0.13,65.4,1.88,234.44,151.93,710.03,0.71,14-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Jul-2019 - 00:00,0.64,9.78,9.52,19.52,18.12,7.57,,28.17,23.67,0.55,6.89,0.58,60.93,1.8,205.44,154.49,707.88,0.87,15-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Jul-2019 - 00:00,0.65,8.72,10.09,22.13,19.97,5.9,24.16,27.95,25.83,0.58,4.25,0.38,64.91,1.69,194.9,117.36,705.66,0.79,16-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Jul-2019 - 00:00,0.7,9.73,14.59,25.43,25.38,5.52,33.1,31.08,21.73,0.63,4.76,0.71,63.04,1.84,189.44,138.05,706.38,0.86,17-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Jul-2019 - 00:00,0.55,10.2,5.17,20.09,14.88,5.63,29.92,30.54,21.04,0.43,2.04,0.18,60.48,1.88,180.57,167.34,705.57,0.83,18-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Jul-2019 - 00:00,0.45,14.08,3.61,18.01,12.51,3.53,27.91,29.75,21.39,0.38,3.3,0.12,57.17,1.83,122.88,152.7,703.09,0.91,19-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Jul-2019 - 00:00,0.45,10.05,2.9,17.92,11.88,4.2,29.0,27.88,21.1,0.38,4.21,0.0,61.5,0.4,115.0,2.0,701.5,0.9,20-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Jul-2019 - 00:00,0.76,12.65,4.39,20.49,14.47,2.99,18.06,30.91,21.27,0.49,2.03,0.17,54.78,1.48,257.06,233.26,702.33,0.87,23-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Jul-2019 - 00:00,0.49,11.3,4.43,14.14,11.12,2.57,10.07,28.48,25.32,0.15,0.61,0.02,62.09,1.94,267.39,171.35,702.73,0.82,24-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Jul-2019 - 00:00,0.68,9.14,5.51,16.47,13.25,3.43,15.68,30.33,20.25,0.3,1.24,0.09,57.5,2.25,254.26,213.48,704.98,0.88,25-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Jul-2019 - 00:00,0.65,4.15,8.31,17.84,16.26,3.14,21.09,27.25,22.38,0.28,1.1,0.12,69.9,1.92,228.59,69.96,705.32,0.81,26-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Jul-2019 - 00:00,0.51,4.51,6.77,15.73,13.86,4.37,18.7,26.84,22.12,0.77,1.28,0.05,70.82,2.14,230.42,75.29,704.35,0.78,27-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Jul-2019 - 00:00,0.35,2.89,2.61,7.76,6.26,1.34,13.88,25.95,22.04,0.01,0.41,0.0,83.5,2.69,254.0,2.0,704.0,0.93,28-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Jul-2019 - 00:00,0.49,5.13,7.67,21.43,17.63,3.57,16.07,29.27,26.18,0.3,1.06,0.08,74.63,2.49,254.33,67.3,704.37,0.81,31-Jul-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
31-Jul-2019 - 00:00,0.73,5.08,7.92,20.28,17.22,4.49,18.46,29.79,26.06,0.27,0.87,0.05,72.35,2.08,216.76,123.24,706.52,0.73,01-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Aug-2019 - 00:00,0.44,7.19,5.89,14.3,12.39,3.11,11.23,27.84,26.36,0.17,0.58,0.01,75.81,2.49,247.0,86.59,704.78,0.77,02-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Aug-2019 - 00:00,0.53,6.31,6.18,12.84,11.85,2.83,1.38,22.79,25.94,7.5,0.29,0.0,86.0,2.64,275.77,18.45,703.7,0.94,03-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Aug-2019 - 00:00,0.61,10.71,6.08,10.95,10.76,3.3,0.0,23.38,29.21,7.55,0.06,,83.82,2.95,271.15,62.22,704.32,0.73,04-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Aug-2019 - 00:00,0.48,13.25,5.0,10.9,9.87,2.52,0.0,24.23,29.2,7.23,0.08,,79.64,2.89,264.17,88.8,703.39,0.69,05-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Aug-2019 - 00:00,0.55,12.23,6.35,13.55,12.37,2.93,0.0,24.88,28.81,5.99,0.06,,76.88,2.71,241.84,113.05,701.18,0.71,06-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Aug-2019 - 00:00,0.36,8.45,6.94,13.94,13.06,3.62,5.6,24.72,28.61,3.06,0.21,0.03,77.96,2.62,242.39,97.71,700.42,0.67,07-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Aug-2019 - 00:00,0.54,5.34,8.04,12.84,13.36,4.25,14.59,24.2,24.61,0.14,0.5,0.03,79.93,2.69,247.68,59.74,700.0,0.77,08-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Aug-2019 - 00:00,0.63,8.9,6.26,13.66,12.34,4.11,15.8,26.55,25.58,0.03,0.1,0.0,74.73,2.79,262.57,91.82,,0.78,09-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Aug-2019 - 00:00,0.5,11.54,4.61,9.13,8.59,3.33,12.96,26.58,24.01,0.11,0.88,0.04,70.42,2.93,280.28,100.21,701.65,0.71,10-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Aug-2019 - 00:00,0.44,8.1,5.0,12.44,10.68,4.59,15.2,29.82,21.77,0.17,0.59,0.05,67.39,2.45,266.96,138.94,703.16,0.54,11-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Aug-2019 - 00:00,0.57,7.45,6.86,14.23,13.15,5.6,22.61,31.83,21.89,0.24,0.79,0.11,64.73,2.17,222.64,155.96,705.04,0.69,12-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Aug-2019 - 00:00,0.47,9.95,4.03,11.78,9.54,3.25,21.03,35.35,22.37,0.18,1.25,0.05,69.46,1.89,136.66,134.04,704.67,0.75,13-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Aug-2019 - 00:00,0.53,8.98,6.3,19.73,15.62,3.02,26.85,32.11,21.9,0.42,3.19,0.14,69.86,1.73,143.19,111.21,704.43,0.83,14-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Aug-2019 - 00:00,0.71,11.38,6.71,18.92,15.52,2.77,24.76,29.15,22.97,0.44,1.63,0.17,68.09,1.86,235.53,134.48,705.98,0.75,15-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Aug-2019 - 00:00,0.66,8.74,5.72,15.69,13.0,3.99,23.12,29.16,22.82,0.17,0.56,0.04,64.82,1.85,218.26,147.53,708.1,0.81,16-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
