from date,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,AT,Rack Temp,Benzene,Toluene,Xylene,RH,WS,WD,SR,BP,VWS,to date,station
16-Aug-2019 - 00:00,0.83,8.66,7.07,15.1,13.77,3.69,20.47,29.64,22.08,0.23,0.72,0.06,62.4,1.72,195.92,153.64,707.64,0.77,17-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Aug-2019 - 00:00,0.9,13.54,5.57,17.37,13.76,4.67,24.4,29.47,21.69,0.22,2.17,0.1,61.68,1.77,132.78,162.88,707.34,0.9,18-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Aug-2019 - 00:00,0.71,12.08,9.62,23.95,20.56,4.84,31.62,27.66,27.81,0.13,1.17,0.1,69.64,1.4,139.59,65.54,708.97,0.74,19-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Aug-2019 - 00:00,0.64,11.02,7.81,18.62,16.25,4.38,22.23,28.53,25.02,0.3,1.17,0.13,69.81,1.56,158.85,145.65,709.55,0.69,20-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Aug-2019 - 00:00,0.95,10.93,11.36,25.56,22.42,6.99,35.89,31.56,27.63,0.51,2.82,0.17,68.1,1.73,112.74,140.52,708.65,0.73,21-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Aug-2019 - 00:00,0.37,13.67,7.58,17.38,15.4,5.46,22.95,30.28,29.84,0.16,1.91,0.05,69.09,2.11,108.16,115.92,707.4,0.73,22-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Aug-2019 - 00:00,0.75,10.24,4.57,13.52,10.9,3.28,19.89,27.86,19.38,0.27,1.2,0.03,70.48,1.94,136.26,148.44,705.86,0.78,23-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Aug-2019 - 00:00,0.69,11.84,5.21,12.89,11.1,2.5,20.07,26.45,22.12,0.19,0.77,0.0,76.98,2.34,148.21,140.79,706.38,0.79,24-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Aug-2019 - 00:00,0.53,12.21,4.8,18.54,13.76,4.23,13.52,29.3,25.71,0.26,1.03,0.05,59.27,1.94,145.04,235.5,706.48,0.7,25-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Aug-2019 - 00:00,0.74,8.9,6.13,15.21,13.08,3.92,17.88,25.85,23.59,0.15,0.77,0.01,72.41,2.21,214.73,218.75,706.05,0.54,26-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Aug-2019 - 00:00,0.87,12.83,7.53,25.95,19.93,4.94,20.62,28.6,21.32,0.42,1.45,0.23,56.59,2.02,252.2,210.86,704.8,0.88,27-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Aug-2019 - 00:00,0.76,13.83,6.85,22.37,17.46,4.7,20.69,27.41,22.48,0.28,1.02,0.14,58.51,2.03,245.55,190.31,704.76,0.8,28-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Aug-2019 - 00:00,0.49,16.9,6.43,15.31,13.37,3.61,21.53,27.94,21.93,0.1,0.38,0.0,57.75,2.17,231.99,235.99,706.42,0.89,29-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Aug-2019 - 00:00,0.71,14.25,5.82,20.5,15.64,4.8,23.63,30.05,19.5,0.4,2.15,0.17,55.65,1.47,174.48,228.59,705.35,0.84,30-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Aug-2019 - 00:00,0.78,11.28,7.7,20.85,17.34,4.88,20.73,26.04,22.58,0.22,1.38,0.1,76.45,1.7,173.14,120.3,703.64,0.76,31-Aug-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
31-Aug-2019 - 00:00,0.59,5.89,8.9,18.38,17.02,6.74,20.06,25.83,27.88,0.0,0.0,0.0,75.7,1.96,234.34,128.2,701.97,0.74,01-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Sep-2019 - 00:00,0.63,7.02,7.15,17.67,15.21,4.53,15.34,24.31,28.35,0.0,0.0,0.0,81.59,1.88,240.75,63.18,703.5,0.7,02-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Sep-2019 - 00:00,0.53,10.51,6.92,15.54,13.9,4.87,16.46,24.19,28.06,0.0,0.0,0.0,81.45,1.52,204.43,86.32,705.33,0.59,03-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Sep-2019 - 00:00,0.54,7.1,9.17,19.81,18.0,10.86,14.46,24.79,28.45,0.0,0.0,0.0,79.83,1.84,215.43,89.22,704.29,0.65,04-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Sep-2019 - 00:00,0.65,8.19,8.91,19.04,17.38,9.34,18.39,25.53,26.1,0.0,0.0,0.0,77.82,2.07,234.65,84.79,702.27,0.74,05-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Sep-2019 - 00:00,0.57,11.74,6.97,17.35,14.9,7.6,14.81,26.36,26.79,0.0,0.0,0.0,73.61,2.23,244.27,109.41,702.07,0.68,06-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Sep-2019 - 00:00,0.44,9.1,9.46,16.96,16.72,10.07,17.67,25.83,26.3,0.0,0.0,0.0,75.08,2.5,231.24,83.01,702.53,0.74,07-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Sep-2019 - 00:00,0.52,9.81,8.08,15.58,14.86,11.63,21.31,25.92,26.77,0.0,0.0,0.0,74.65,2.47,239.25,106.12,703.63,0.73,08-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Sep-2019 - 00:00,0.56,13.05,5.22,13.21,11.27,5.69,11.08,26.2,25.94,0.02,0.07,0.0,72.38,2.61,256.08,115.83,705.11,0.72,09-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Sep-2019 - 00:00,0.57,10.37,7.95,16.57,15.29,5.27,16.06,25.89,26.15,0.04,0.12,0.02,74.45,2.26,257.69,120.3,705.3,0.74,10-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Sep-2019 - 00:00,0.53,14.24,5.29,15.54,12.55,6.38,15.91,26.64,29.35,0.0,0.01,0.0,69.85,2.41,265.15,146.29,706.19,0.7,11-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Sep-2019 - 00:00,0.72,10.78,11.97,24.32,22.09,7.95,21.55,27.1,29.37,0.0,0.01,0.0,66.33,2.02,242.89,121.83,708.29,0.72,12-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Sep-2019 - 00:00,0.4,12.51,7.26,18.21,15.6,13.51,23.75,25.75,26.71,0.0,0.0,0.0,72.3,2.01,222.09,71.8,709.9,0.76,13-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Sep-2019 - 00:00,0.67,12.81,6.73,19.39,15.78,5.98,17.72,26.3,26.94,0.0,0.02,0.0,71.38,1.94,264.68,107.36,710.93,0.75,14-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Sep-2019 - 00:00,0.57,15.76,8.07,20.05,17.22,10.12,23.29,27.16,26.68,0.01,0.08,0.01,68.38,1.71,187.49,158.83,710.73,0.74,15-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Sep-2019 - 00:00,1.0,19.52,13.68,23.94,23.84,5.79,25.79,26.29,26.23,0.15,0.6,0.16,75.16,1.45,188.51,135.1,710.43,0.66,16-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Sep-2019 - 00:00,0.51,18.56,7.44,20.76,17.11,4.15,24.71,27.22,31.48,0.03,0.09,0.02,73.55,1.64,143.81,123.14,708.54,0.66,17-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Sep-2019 - 00:00,0.77,18.61,14.57,16.78,20.7,6.38,22.83,27.28,26.55,0.0,0.0,0.0,74.34,1.84,118.34,130.41,706.55,0.76,18-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Sep-2019 - 00:00,1.09,25.07,5.99,30.9,20.36,4.16,21.22,27.98,27.04,0.02,0.09,0.01,70.07,0.9,136.88,191.32,707.28,0.75,19-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Sep-2019 - 00:00,0.98,15.18,14.91,30.49,28.3,4.6,27.93,25.52,29.99,0.0,0.0,0.0,81.75,0.7,184.39,83.26,708.77,0.56,20-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Sep-2019 - 00:00,0.91,13.52,16.85,31.08,30.22,3.65,24.53,25.47,26.59,0.0,0.0,0.0,80.03,0.94,214.25,89.27,710.08,0.59,21-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Sep-2019 - 00:00,0.78,18.59,14.52,26.14,25.71,3.91,26.58,27.72,26.79,0.02,0.17,0.01,69.12,1.15,231.82,183.57,710.44,0.73,22-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Sep-2019 - 00:00,0.82,22.94,8.54,27.56,21.6,5.27,26.74,26.83,26.65,0.1,0.7,0.09,74.85,0.89,141.29,159.78,711.92,0.65,23-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Sep-2019 - 00:00,1.05,15.19,13.98,48.91,37.38,4.86,35.04,26.13,26.99,0.13,1.99,0.14,79.01,0.72,161.16,91.22,711.71,0.64,24-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Sep-2019 - 00:00,0.76,17.96,12.19,36.7,29.43,4.01,29.74,25.01,26.57,0.0,0.0,0.0,80.77,0.85,157.32,76.5,710.42,0.47,25-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Sep-2019 - 00:00,0.66,13.21,7.21,29.56,21.59,4.26,25.2,25.42,26.39,0.0,0.0,0.0,80.61,0.69,146.85,120.29,712.14,0.56,26-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Sep-2019 - 00:00,0.7,11.25,7.6,21.4,17.55,3.4,23.82,25.87,26.29,0.08,0.36,0.04,77.73,0.77,165.7,97.91,716.94,0.51,27-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Sep-2019 - 00:00,0.5,12.08,12.96,21.88,22.18,3.65,24.31,23.15,25.84,0.07,0.64,0.01,84.79,0.83,180.52,67.38,722.1,0.44,28-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Sep-2019 - 00:00,0.54,17.98,5.74,23.45,17.14,2.57,35.71,26.49,26.57,0.02,0.18,0.0,75.04,1.02,231.47,98.06,718.63,0.73,29-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Sep-2019 - 00:00,1.07,13.09,14.34,31.89,28.62,3.31,45.32,26.02,26.24,0.04,0.22,0.02,77.6,0.83,200.68,85.3,719.08,0.73,30-Sep-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Sep-2019 - 00:00,1.53,12.07,45.33,40.66,58.47,5.96,60.28,24.92,26.24,0.02,0.07,0.0,80.74,0.71,169.58,77.89,717.79,0.57,01-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Oct-2019 - 00:00,1.05,16.32,31.5,30.69,41.93,3.95,54.46,26.66,25.97,0.01,0.02,0.0,72.95,0.89,182.83,141.84,716.94,0.58,02-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Oct-2019 - 00:00,0.73,21.08,4.81,24.08,16.72,3.78,39.36,27.17,26.84,0.0,0.0,0.0,71.2,1.12,146.2,170.1,715.69,0.74,03-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Oct-2019 - 00:00,1.14,21.08,25.14,37.77,40.53,5.0,45.77,26.55,26.6,0.0,0.0,0.0,74.17,0.88,198.46,139.07,714.33,0.65,04-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Oct-2019 - 00:00,0.99,20.71,17.46,39.65,35.28,6.07,48.65,25.66,27.83,0.0,0.0,0.0,76.08,0.75,181.83,147.28,715.04,0.61,05-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Oct-2019 - 00:00,0.65,22.26,10.02,37.92,28.01,6.77,50.14,25.88,31.11,0.02,0.09,0.01,74.37,0.85,126.68,108.24,714.26,0.62,06-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Oct-2019 - 00:00,0.85,22.54,11.77,38.47,30.03,4.53,60.64,24.83,26.57,0.0,0.0,0.0,80.04,0.71,136.42,104.05,715.26,0.48,07-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Oct-2019 - 00:00,0.69,28.23,8.08,35.25,25.33,4.73,67.32,26.25,26.42,0.0,0.0,0.0,72.41,0.86,132.19,154.04,715.92,0.64,08-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Oct-2019 - 00:00,0.83,22.97,6.44,28.42,20.35,3.85,68.27,25.47,26.06,0.0,0.01,0.0,78.09,0.81,138.64,100.46,714.58,0.7,09-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Oct-2019 - 00:00,0.83,23.56,6.33,33.3,22.85,3.69,59.86,25.15,26.16,0.0,0.02,0.0,78.33,0.79,138.9,107.34,714.26,0.69,10-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Oct-2019 - 00:00,0.76,19.18,11.88,40.77,31.34,4.73,45.94,24.51,26.31,0.0,0.0,0.0,79.91,0.85,124.51,118.18,715.01,0.5,11-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Oct-2019 - 00:00,0.69,28.75,15.32,41.52,34.33,4.28,49.05,25.11,26.14,0.0,0.0,0.0,77.15,0.99,129.07,145.05,715.69,0.67,12-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Oct-2019 - 00:00,0.98,23.82,14.73,42.52,34.59,4.97,54.81,25.29,25.93,0.0,0.0,0.0,77.73,0.73,142.49,121.23,716.22,0.53,13-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Oct-2019 - 00:00,0.78,21.13,13.56,35.88,30.11,4.79,50.95,25.29,25.97,0.0,0.0,0.0,78.66,0.66,125.95,120.17,717.6,0.54,14-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Oct-2019 - 00:00,0.59,20.07,6.19,24.0,17.78,4.2,60.26,26.06,25.97,0.0,0.0,0.0,75.74,1.32,108.79,120.64,718.99,0.68,15-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Oct-2019 - 00:00,0.66,20.45,8.79,24.79,20.33,4.1,57.54,25.58,25.49,0.0,0.0,0.0,78.06,0.98,111.72,156.0,719.63,0.73,16-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Oct-2019 - 00:00,0.57,14.23,3.86,26.62,17.3,3.31,25.81,24.62,25.26,0.0,0.0,0.0,79.22,1.08,126.86,25.22,717.5,0.77,18-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Oct-2019 - 00:00,0.64,16.66,5.3,22.45,16.24,5.34,31.1,25.78,25.24,0.0,0.0,0.0,75.76,1.0,131.1,124.36,718.64,0.76,19-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Oct-2019 - 00:00,0.57,20.8,4.31,19.36,13.81,3.68,25.07,25.12,25.33,0.0,0.0,0.0,76.58,1.02,119.85,107.8,719.62,0.77,20-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Oct-2019 - 00:00,0.9,16.34,6.82,25.62,19.16,3.71,33.97,24.61,25.1,0.0,0.0,0.0,81.26,0.8,130.08,78.47,718.65,0.76,21-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Oct-2019 - 00:00,0.6,17.55,5.74,24.21,17.54,3.84,29.2,25.27,25.57,0.0,0.0,0.0,77.58,0.75,124.48,108.55,717.31,0.71,22-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Oct-2019 - 00:00,0.91,14.7,25.29,39.19,41.41,6.6,61.24,24.67,26.05,0.0,0.04,0.0,79.91,0.74,115.01,106.39,714.28,0.67,23-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Oct-2019 - 00:00,0.69,15.87,17.65,35.17,33.07,4.85,52.08,25.36,25.47,0.0,0.0,0.0,76.56,1.19,113.71,109.76,711.51,0.72,24-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Oct-2019 - 00:00,0.72,12.21,12.49,31.7,27.02,5.23,36.98,24.71,25.81,0.0,0.0,0.0,78.86,1.1,216.04,84.59,712.22,0.72,25-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Oct-2019 - 00:00,0.72,13.98,28.4,32.76,40.09,3.93,31.35,25.97,25.56,0.0,0.0,0.0,72.17,0.81,185.31,111.31,713.18,0.75,26-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Oct-2019 - 00:00,0.7,15.76,10.44,26.73,22.7,4.5,32.81,26.39,25.71,0.0,0.0,0.0,68.39,1.15,216.78,151.33,715.69,0.77,27-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Oct-2019 - 00:00,0.75,19.02,11.88,27.22,24.14,8.19,129.79,26.59,25.7,0.0,0.0,0.0,71.07,0.82,154.95,122.26,716.78,0.76,28-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Oct-2019 - 00:00,0.63,20.91,5.37,26.49,18.45,7.88,106.56,26.77,26.06,0.0,0.0,0.0,72.77,0.84,118.11,134.36,717.79,0.75,29-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Oct-2019 - 00:00,0.83,20.73,7.36,32.13,23.07,5.91,51.28,25.18,26.24,0.0,0.0,0.0,78.09,0.9,120.89,117.15,718.4,0.73,30-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Oct-2019 - 00:00,0.67,20.04,8.52,31.53,23.7,4.6,46.88,25.3,26.58,0.0,0.0,0.0,76.01,0.84,124.64,112.11,718.36,0.7,31-Oct-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
31-Oct-2019 - 00:00,0.64,20.83,5.47,21.5,15.89,5.0,30.62,25.3,27.64,0.0,0.0,0.0,75.1,0.94,121.88,96.66,717.35,0.73,01-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Nov-2019 - 00:00,0.62,18.93,6.4,25.04,18.52,6.33,30.1,26.5,32.59,0.0,0.0,0.0,72.3,0.88,125.9,136.65,717.2,0.66,02-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Nov-2019 - 00:00,0.49,21.24,9.97,28.51,23.26,3.56,37.5,26.93,26.71,0.0,0.0,0.0,70.0,0.81,135.39,168.06,718.71,0.71,03-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Nov-2019 - 00:00,0.43,31.52,5.13,25.02,17.47,5.56,43.02,26.48,26.64,0.0,0.0,0.0,68.92,0.88,122.26,140.84,720.39,0.74,04-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Nov-2019 - 00:00,0.54,35.5,6.37,31.69,22.04,8.32,74.48,26.74,26.73,0.0,0.0,0.0,65.76,1.19,95.85,153.78,720.35,0.73,05-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Nov-2019 - 00:00,0.86,39.57,12.38,45.8,34.43,13.74,118.96,26.28,26.89,0.0,0.0,0.0,64.33,1.1,105.28,144.7,716.52,0.74,06-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Nov-2019 - 00:00,1.22,32.12,16.87,52.43,40.34,10.31,130.54,25.94,26.9,0.01,0.07,0.0,69.16,1.0,118.51,107.41,712.47,0.73,07-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Nov-2019 - 00:00,0.89,47.02,6.0,36.02,24.03,3.78,92.73,26.48,26.8,0.0,0.0,0.0,65.16,0.91,183.5,131.73,712.23,0.72,08-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Nov-2019 - 00:00,0.92,40.02,27.63,48.09,56.35,6.65,116.94,27.05,26.82,0.0,0.01,0.0,61.17,1.52,104.54,87.46,713.57,0.76,09-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Nov-2019 - 00:00,0.81,45.16,7.81,44.0,29.74,8.85,114.38,25.91,26.94,0.0,0.0,0.0,65.89,1.32,114.07,130.4,715.11,0.75,10-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Nov-2019 - 00:00,0.76,57.44,4.31,34.47,21.83,12.31,116.29,25.28,27.15,0.0,0.0,0.0,62.19,1.36,91.18,229.73,716.1,0.75,11-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Nov-2019 - 00:00,0.77,42.44,4.95,31.12,20.56,6.8,49.69,26.61,26.68,0.0,0.0,0.0,60.57,1.24,108.69,158.76,716.5,0.75,12-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Nov-2019 - 00:00,0.55,49.11,3.04,26.11,16.36,8.51,63.59,25.11,27.24,0.0,0.0,0.0,61.97,1.3,105.14,133.22,718.11,0.74,13-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Nov-2019 - 00:00,0.65,50.87,4.85,32.54,21.24,7.28,78.02,24.53,26.79,0.03,0.21,0.01,61.81,1.12,103.67,151.45,719.54,0.75,14-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Nov-2019 - 00:00,0.65,53.63,3.84,23.75,15.76,5.41,70.73,24.56,26.51,0.01,0.13,0.0,67.05,1.12,113.05,112.56,719.39,0.76,15-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Nov-2019 - 00:00,0.9,45.34,5.23,35.0,22.86,8.24,85.15,26.0,26.82,0.0,0.0,0.0,63.2,0.97,112.14,109.5,719.24,0.76,16-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Nov-2019 - 00:00,0.75,41.17,4.22,38.2,23.5,6.44,65.21,25.85,31.33,0.0,0.0,0.0,62.8,1.11,104.3,145.22,718.91,0.66,17-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Nov-2019 - 00:00,0.65,53.54,3.03,33.79,20.23,9.02,68.53,25.36,24.72,0.0,0.0,0.0,60.65,1.54,100.53,150.91,719.15,0.8,18-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Nov-2019 - 00:00,0.75,58.58,2.57,40.88,23.63,14.52,83.4,25.08,24.78,0.0,0.03,0.0,58.96,1.3,103.09,149.76,718.92,0.8,19-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Nov-2019 - 00:00,0.78,68.77,1.81,34.57,19.71,10.12,106.46,25.5,25.33,0.0,0.0,0.0,61.67,1.22,106.95,117.79,718.28,0.78,20-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Nov-2019 - 00:00,0.86,51.03,3.31,36.87,22.26,5.88,109.29,25.2,25.32,0.0,0.0,0.0,66.02,0.88,110.44,115.76,717.54,0.77,21-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Nov-2019 - 00:00,1.03,41.31,7.18,44.99,29.77,6.77,98.06,25.71,25.72,3.15,9.64,1.0,61.71,0.97,116.81,162.06,720.48,0.75,22-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Nov-2019 - 00:00,0.96,39.45,5.66,47.08,29.6,13.84,91.15,24.38,25.84,0.33,0.69,0.01,66.99,0.79,104.93,133.62,721.36,0.75,23-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Nov-2019 - 00:00,0.96,36.89,14.23,54.59,40.59,17.25,96.15,24.1,25.84,0.02,0.13,0.0,63.0,1.01,99.46,149.86,720.45,0.76,24-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Nov-2019 - 00:00,0.98,38.82,10.41,48.91,34.49,14.83,103.75,24.03,25.65,0.28,0.51,0.01,63.95,0.77,128.92,144.31,719.36,0.76,25-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Nov-2019 - 00:00,0.83,43.0,4.33,44.99,27.47,14.29,115.73,23.96,26.04,0.0,0.02,0.0,67.36,0.88,110.3,142.25,718.8,0.76,26-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Nov-2019 - 00:00,0.89,41.32,4.12,43.2,26.32,14.5,103.44,23.83,27.8,0.26,0.7,0.04,65.95,0.78,121.46,141.06,718.1,0.71,27-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Nov-2019 - 00:00,0.83,38.89,4.12,42.71,26.07,14.58,79.04,23.44,31.88,0.0,0.0,0.0,65.38,0.87,100.61,128.93,718.39,0.67,28-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Nov-2019 - 00:00,0.82,34.87,4.03,42.42,25.82,13.4,86.56,24.18,25.51,,,,68.35,0.74,116.78,121.09,718.71,0.76,29-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Nov-2019 - 00:00,0.86,31.8,5.35,43.04,27.24,12.35,74.02,24.47,25.73,1.2,9.67,0.1,69.72,0.77,115.04,115.39,718.86,0.76,30-Nov-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Nov-2019 - 00:00,0.83,33.05,6.52,41.67,27.46,12.11,69.06,24.53,26.03,,,,68.38,0.83,114.83,117.66,718.51,0.75,01-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Dec-2019 - 00:00,0.88,27.65,4.39,36.51,22.98,12.95,72.81,24.44,25.87,,,,69.72,0.84,118.22,83.99,719.33,0.75,02-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Dec-2019 - 00:00,0.64,23.69,8.28,28.88,22.08,10.44,50.31,23.15,24.82,0.9,5.97,0.05,74.25,0.99,115.68,44.45,719.57,0.55,03-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Dec-2019 - 00:00,0.96,21.83,10.74,42.63,31.41,11.73,66.35,22.97,26.79,1.97,7.0,0.04,76.58,0.66,158.61,65.88,719.93,0.18,04-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Dec-2019 - 00:00,0.93,34.24,5.97,48.04,30.39,12.35,100.52,23.41,26.74,2.31,7.27,0.06,71.89,0.94,117.24,107.79,721.47,0.72,05-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Dec-2019 - 00:00,0.94,39.56,5.3,44.45,27.95,14.92,112.29,23.35,25.89,2.18,15.01,0.06,67.91,0.88,106.92,108.61,723.21,0.77,06-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
