from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,SR,RF,to date,station
22-Apr-2019 - 00:00,33.99,9.67,22.7,47.27,14.65,0.9,50.08,50.6,215.54,2.52,4.63,33.38,0.36,203.48,38.06,741.0,115.14,0.0,23-Apr-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Apr-2019 - 00:00,34.23,23.19,27.38,51.96,16.52,1.06,62.42,68.96,283.86,3.71,5.39,34.7,0.32,203.57,38.52,741.0,107.59,0.0,24-Apr-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Apr-2019 - 00:00,15.85,1.45,8.99,52.47,12.07,0.94,64.08,62.85,303.46,2.55,2.93,35.26,0.34,203.55,42.23,741.0,100.23,0.0,25-Apr-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Apr-2019 - 00:00,13.41,1.53,7.59,50.78,9.2,0.77,53.55,49.7,251.63,1.54,2.34,33.92,0.49,200.3,42.78,741.0,96.64,0.0,26-Apr-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Apr-2019 - 00:00,30.74,6.57,19.77,41.82,16.46,0.73,43.38,41.79,222.53,2.32,3.13,34.46,0.55,198.9,37.87,741.0,128.59,0.0,27-Apr-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Apr-2019 - 00:00,22.09,1.7,12.64,36.73,17.64,0.65,42.43,46.79,365.58,1.64,2.71,35.1,1.54,202.41,30.93,741.0,122.67,0.0,28-Apr-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Apr-2019 - 00:00,20.49,1.65,11.44,31.27,17.36,0.59,44.6,42.85,344.3,1.52,2.34,35.33,1.38,202.66,27.88,740.93,127.11,0.0,29-Apr-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Apr-2019 - 00:00,35.68,6.17,22.38,35.47,14.42,0.75,40.33,50.88,324.1,2.31,3.79,35.87,0.49,198.43,28.27,740.84,122.59,0.0,30-Apr-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Apr-2019 - 00:00,26.47,7.34,18.51,43.69,17.16,0.88,63.85,56.47,391.32,3.18,5.27,37.26,0.54,203.53,29.35,740.34,111.74,0.0,01-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-May-2019 - 00:00,17.99,3.47,12.27,47.39,11.12,0.9,64.64,58.86,362.0,2.17,3.2,36.12,0.37,197.78,33.81,740.27,102.94,0.0,02-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-May-2019 - 00:00,13.61,3.71,9.05,40.36,7.11,0.69,58.06,32.7,319.93,1.29,1.96,33.68,0.84,202.72,36.89,740.61,98.33,0.0,03-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-May-2019 - 00:00,13.46,2.8,7.94,35.33,5.51,0.54,64.56,31.05,204.38,0.86,2.42,33.14,0.5,203.25,36.31,740.93,114.44,0.0,04-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-May-2019 - 00:00,23.61,3.55,15.54,28.84,18.98,0.71,56.04,38.29,265.95,2.21,5.16,33.79,0.82,201.7,30.42,741.0,125.36,0.0,05-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-May-2019 - 00:00,29.0,9.0,22.83,28.28,17.78,0.77,53.38,42.3,292.44,2.07,3.89,34.07,1.01,200.55,28.23,741.0,129.46,0.0,06-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-May-2019 - 00:00,58.77,32.86,58.06,38.24,30.35,1.35,53.52,76.49,477.12,4.67,22.42,34.83,1.02,201.51,29.49,740.96,118.71,0.0,07-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-May-2019 - 00:00,59.26,32.08,57.7,41.34,21.15,1.23,52.31,85.34,465.07,3.74,21.47,35.48,0.61,198.61,30.52,740.66,117.79,0.0,08-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-May-2019 - 00:00,47.34,24.66,45.33,44.65,16.18,1.2,56.14,92.09,503.6,3.63,12.13,36.28,0.84,175.44,31.3,740.66,108.5,0.0,09-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-May-2019 - 00:00,46.03,15.76,37.39,41.94,29.18,1.3,47.76,86.25,469.27,3.71,18.52,36.62,1.05,186.84,28.91,740.4,115.69,0.0,10-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-May-2019 - 00:00,24.97,5.33,17.61,35.1,13.57,0.89,52.89,86.47,466.91,2.63,11.62,37.24,0.83,193.25,28.91,740.72,110.05,0.0,11-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-May-2019 - 00:00,15.66,3.42,11.21,35.42,14.43,0.74,58.26,64.09,319.82,1.89,4.38,33.98,0.61,199.44,34.72,741.0,117.49,0.0,12-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-May-2019 - 00:00,27.16,3.98,17.78,38.8,17.22,0.99,47.17,83.5,467.5,2.22,3.24,33.46,1.03,196.26,36.82,741.0,104.64,0.0,13-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-May-2019 - 00:00,22.76,10.62,16.7,39.3,14.93,1.01,52.48,69.25,357.05,3.36,4.62,33.42,0.73,200.98,38.4,740.73,99.74,0.05,14-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-May-2019 - 00:00,20.15,4.79,14.71,49.66,11.74,0.66,45.25,32.94,128.05,1.35,2.7,30.19,0.34,195.62,46.73,740.98,104.86,0.01,15-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-May-2019 - 00:00,35.95,8.73,26.31,58.73,11.57,0.87,34.47,42.49,166.94,2.18,4.19,29.62,0.65,203.36,48.76,741.0,79.16,0.09,16-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-May-2019 - 00:00,27.97,10.84,23.79,60.21,12.47,0.7,40.6,43.69,180.04,1.79,3.64,31.19,0.63,203.44,44.76,741.0,84.07,0.0,17-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-May-2019 - 00:00,23.55,22.34,30.78,60.06,10.24,0.69,48.6,113.9,319.15,1.83,7.43,29.51,1.21,199.99,47.91,740.98,84.26,0.15,18-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-May-2019 - 00:00,20.06,3.54,13.64,43.71,10.78,0.52,50.86,33.65,109.76,1.06,3.81,28.44,0.48,188.38,51.35,741.0,124.08,0.0,19-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-May-2019 - 00:00,23.06,3.36,15.09,42.51,23.21,0.76,62.6,43.05,188.49,1.96,6.06,32.67,0.59,188.78,42.45,741.0,125.35,0.0,20-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-May-2019 - 00:00,32.12,4.62,20.93,39.76,28.28,0.84,54.2,56.0,232.09,2.23,5.52,35.22,0.81,184.74,35.2,741.0,123.42,0.0,21-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-May-2019 - 00:00,30.21,3.25,18.7,38.26,26.64,0.77,59.36,49.91,234.95,2.25,8.17,36.93,0.56,190.28,33.4,741.0,131.07,0.0,22-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-May-2019 - 00:00,51.23,7.39,33.35,42.64,23.1,0.95,48.25,54.31,271.62,3.3,17.11,35.19,0.35,187.09,37.57,741.0,84.74,0.0,23-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-May-2019 - 00:00,44.2,6.49,28.87,44.59,28.57,1.12,63.37,68.54,333.77,3.92,20.98,34.92,0.7,196.99,39.38,740.76,96.09,0.02,24-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-May-2019 - 00:00,18.02,5.6,14.23,52.65,20.3,0.59,21.79,31.56,124.18,1.46,4.58,30.64,1.22,192.64,48.01,740.76,110.39,0.0,25-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-May-2019 - 00:00,15.03,3.01,10.53,40.66,20.04,0.57,43.2,29.76,145.69,1.22,4.64,32.38,1.24,194.19,42.88,740.98,134.59,0.0,26-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-May-2019 - 00:00,21.11,2.94,13.71,32.94,18.53,0.66,61.38,33.68,169.39,1.48,2.24,33.68,0.68,192.54,37.9,740.71,135.64,0.0,27-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-May-2019 - 00:00,25.36,3.63,16.53,30.59,18.26,0.7,58.95,36.99,187.79,1.96,3.51,36.24,0.76,187.35,33.29,740.69,131.64,0.0,28-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-May-2019 - 00:00,26.58,3.42,17.0,28.14,23.82,0.66,61.72,34.8,190.28,2.03,3.56,36.79,0.81,170.89,27.82,740.46,137.17,0.0,29-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-May-2019 - 00:00,30.23,7.33,22.13,30.36,30.4,0.78,64.31,50.16,210.36,2.38,4.48,38.02,0.47,178.1,29.36,740.36,127.93,0.0,30-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-May-2019 - 00:00,61.21,18.32,47.54,38.43,41.41,1.16,59.9,85.4,359.78,4.49,22.61,39.21,0.36,198.49,32.12,740.26,121.9,0.0,31-May-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-May-2019 - 00:00,29.25,7.29,21.63,41.59,31.5,0.93,57.11,75.68,459.24,3.48,10.62,37.19,0.56,190.16,31.84,740.43,145.21,0.0,01-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Jun-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-Jul-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-Aug-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Sep-2019 - 00:00,20.0,4.45,14.26,102.12,3.36,0.21,13.07,6.91,25.15,0.24,2.6,29.01,0.7,203.02,60.8,741.0,81.0,0.0,29-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Sep-2019 - 00:00,13.99,3.99,10.7,42.94,7.07,0.16,11.44,10.89,26.02,0.32,1.83,26.19,0.49,203.02,67.94,741.04,48.9,0.0,30-Sep-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Sep-2019 - 00:00,10.94,3.1,8.36,33.15,4.22,0.16,16.83,14.19,29.91,0.45,2.65,27.04,0.3,203.0,65.27,741.03,60.95,0.0,01-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Oct-2019 - 00:00,15.92,5.48,12.95,39.27,4.58,0.23,14.43,27.74,53.12,0.67,2.95,27.14,0.34,220.33,66.15,741.0,72.26,0.0,02-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Oct-2019 - 00:00,21.4,16.25,23.35,44.87,5.05,0.26,22.31,39.19,69.58,1.09,4.31,28.81,0.31,200.88,60.94,741.19,87.47,0.0,03-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Oct-2019 - 00:00,27.78,24.22,34.35,46.14,6.22,0.41,43.91,62.45,116.31,1.53,5.3,29.85,0.71,185.39,56.7,741.16,83.45,0.0,04-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Oct-2019 - 00:00,21.58,1.19,12.24,29.78,9.96,0.65,59.14,51.9,86.54,0.79,5.58,26.81,1.26,191.92,60.52,741.15,88.43,0.0,05-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
