from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,SR,RF,to date,station
05-Oct-2019 - 00:00,23.65,1.16,13.44,25.07,11.27,0.63,55.98,50.42,93.64,0.88,4.07,26.34,0.95,276.3,57.05,741.14,96.75,0.0,06-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Oct-2019 - 00:00,25.37,2.61,15.25,26.26,13.16,0.63,61.95,66.95,122.92,1.3,3.58,26.53,0.64,294.24,57.29,741.21,93.28,0.0,07-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Oct-2019 - 00:00,24.12,1.29,13.81,28.88,12.38,0.64,61.46,75.38,138.55,1.29,3.71,25.98,0.67,304.75,59.62,741.3,73.38,0.0,08-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Oct-2019 - 00:00,21.93,2.32,13.35,24.56,10.11,0.93,60.72,47.75,97.04,0.88,3.0,26.46,0.5,263.11,55.08,741.23,97.59,0.0,09-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Oct-2019 - 00:00,30.77,15.17,28.76,30.24,13.05,1.21,57.13,81.66,152.04,1.87,7.57,27.63,0.31,214.42,51.89,741.28,90.33,0.0,10-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Oct-2019 - 00:00,37.99,13.22,31.0,37.57,16.76,1.54,55.91,94.39,195.82,2.54,8.4,27.82,0.3,177.12,51.9,741.28,72.59,0.0,11-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Oct-2019 - 00:00,40.86,16.48,35.17,40.18,19.23,1.96,66.49,103.54,211.57,2.74,11.13,27.6,0.3,235.1,51.58,741.24,83.68,0.0,12-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Oct-2019 - 00:00,44.88,23.66,43.11,42.96,12.5,2.3,60.73,116.99,241.18,3.1,9.45,27.93,0.33,190.2,54.17,741.28,75.53,0.0,13-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Oct-2019 - 00:00,32.48,5.37,21.64,43.58,12.59,2.13,71.73,111.4,219.84,2.9,7.91,27.77,0.47,111.47,53.0,741.27,82.17,0.0,14-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Oct-2019 - 00:00,39.63,10.49,29.62,39.38,16.45,2.28,71.97,124.81,248.16,3.16,11.77,27.8,0.38,171.94,54.44,741.56,76.0,0.0,15-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Oct-2019 - 00:00,39.62,23.48,40.16,41.52,16.19,2.31,68.29,129.18,271.48,3.89,9.3,28.39,0.3,236.39,56.27,741.71,70.38,0.0,16-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Oct-2019 - 00:00,34.89,15.79,31.4,44.53,9.91,2.32,67.34,97.46,231.23,3.2,6.07,28.5,0.3,283.7,56.16,741.9,72.78,0.0,17-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Oct-2019 - 00:00,26.86,3.47,17.1,36.71,12.87,2.18,65.17,88.8,202.88,2.57,4.24,28.19,0.31,309.18,53.82,741.8,72.14,0.0,18-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Oct-2019 - 00:00,27.39,3.11,17.09,43.29,9.15,1.58,84.19,77.61,187.22,2.13,4.29,27.7,0.4,274.44,53.12,741.73,73.06,0.0,19-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Oct-2019 - 00:00,40.18,3.74,24.46,41.38,9.19,0.78,65.62,79.42,172.11,2.16,5.32,26.84,0.3,141.59,53.27,741.92,66.11,0.0,20-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Oct-2019 - 00:00,38.01,4.52,23.95,39.34,8.69,0.74,78.8,74.62,195.65,2.05,5.39,26.35,0.42,94.48,50.8,741.93,82.45,0.0,21-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Oct-2019 - 00:00,38.08,6.35,25.46,38.32,14.29,0.82,71.21,80.56,220.38,2.18,3.73,24.64,0.48,108.83,50.45,741.33,83.35,0.0,22-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Oct-2019 - 00:00,47.62,10.15,33.66,36.61,9.87,0.91,59.44,74.12,211.6,2.28,11.22,24.76,0.56,106.83,49.5,741.0,76.81,0.0,23-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Oct-2019 - 00:00,49.65,11.34,35.63,38.55,15.71,1.2,43.97,87.19,255.65,3.97,22.44,25.32,0.4,145.14,48.83,741.0,84.05,0.0,24-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Oct-2019 - 00:00,46.09,1.33,25.59,51.38,4.89,1.13,57.74,107.59,287.05,4.32,9.31,25.5,0.3,233.77,53.14,741.15,70.29,0.0,25-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Oct-2019 - 00:00,49.26,3.46,29.06,60.93,5.12,0.95,79.16,85.4,244.62,3.34,4.82,25.7,0.31,296.08,49.82,741.31,76.17,0.0,26-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Oct-2019 - 00:00,59.85,16.79,45.54,68.15,7.09,1.14,47.59,75.34,236.91,3.53,6.19,25.13,0.3,248.54,53.94,741.39,67.85,0.0,27-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Oct-2019 - 00:00,66.22,20.92,52.28,63.68,9.09,1.33,40.57,111.67,360.65,4.33,13.64,24.79,0.36,165.5,53.79,741.26,67.51,0.0,28-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Oct-2019 - 00:00,68.98,19.9,52.91,62.87,18.52,1.54,42.07,170.51,464.49,4.17,10.09,24.98,0.3,196.96,52.85,741.44,58.03,0.0,29-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Oct-2019 - 00:00,54.03,13.21,37.78,76.55,10.15,1.62,58.66,144.64,399.32,4.23,7.97,24.45,0.3,183.74,58.89,741.64,35.16,0.0,30-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Oct-2019 - 00:00,72.73,52.42,74.05,90.3,12.99,2.39,41.15,319.56,613.58,5.99,15.36,25.22,0.3,189.11,59.23,741.25,40.18,0.0,31-Oct-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-Oct-2019 - 00:00,70.18,39.5,63.3,73.67,10.31,2.08,32.37,375.86,549.59,5.55,31.96,25.06,0.31,227.69,54.38,741.19,56.23,0.0,01-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Nov-2019 - 00:00,66.23,25.7,52.53,62.89,8.02,1.8,38.39,405.33,563.88,5.5,32.3,25.86,0.3,165.1,52.47,741.23,56.38,0.0,02-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Nov-2019 - 00:00,36.84,14.64,27.95,62.4,10.24,1.58,52.11,325.22,458.79,4.27,15.4,25.24,0.31,146.31,55.84,741.68,48.46,0.0,03-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Nov-2019 - 00:00,52.91,6.47,33.45,71.36,7.74,3.06,57.24,635.39,777.94,7.22,20.39,23.26,0.31,227.28,62.06,741.65,30.51,0.0,04-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Nov-2019 - 00:00,33.5,2.74,19.47,51.88,8.1,1.49,71.44,262.71,460.34,3.62,13.69,24.38,0.78,211.73,53.21,741.45,69.33,0.0,05-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Nov-2019 - 00:00,42.2,5.91,26.21,53.67,9.14,1.23,39.64,171.23,352.22,2.52,12.26,23.89,1.05,249.17,50.61,741.09,71.46,0.0,06-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Nov-2019 - 00:00,64.64,37.02,60.66,56.15,13.7,1.39,40.53,133.83,326.07,4.69,31.54,23.36,0.31,279.09,51.71,741.0,49.44,0.0,07-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Nov-2019 - 00:00,40.42,7.53,27.54,71.93,8.71,1.23,65.38,119.71,333.81,3.68,7.7,21.32,0.38,213.97,58.76,741.1,26.68,0.0,08-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Nov-2019 - 00:00,34.74,13.81,28.51,56.89,7.15,1.12,44.97,85.23,240.98,3.13,6.3,23.3,0.3,141.25,54.49,741.58,65.39,0.0,09-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Nov-2019 - 00:00,30.44,4.38,19.23,50.73,12.88,0.85,73.0,66.64,201.83,2.15,3.41,22.68,0.7,129.98,51.6,741.48,73.2,0.0,10-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Nov-2019 - 00:00,37.72,4.15,23.07,62.85,14.61,1.29,61.9,113.19,372.19,3.07,5.09,21.43,0.45,112.35,47.58,741.33,62.33,0.0,11-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Nov-2019 - 00:00,41.09,7.83,27.09,66.25,16.57,1.31,64.18,133.21,372.78,2.99,4.37,20.9,0.41,119.72,46.5,741.23,61.49,0.0,12-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Nov-2019 - 00:00,44.44,3.48,26.1,64.25,14.45,1.48,68.3,147.41,443.64,3.7,9.37,20.03,0.51,148.7,49.51,741.48,63.33,0.0,13-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Nov-2019 - 00:00,56.32,8.46,36.69,68.16,15.85,1.75,59.02,170.8,505.32,4.2,9.93,20.55,0.3,176.22,53.17,741.8,50.48,0.0,14-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Nov-2019 - 00:00,53.51,16.78,42.32,69.03,11.24,1.67,44.05,139.97,417.28,4.85,12.23,20.58,0.3,154.84,58.96,742.0,31.73,0.0,15-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Nov-2019 - 00:00,195.21,11.36,158.57,62.71,6.28,1.74,30.35,113.39,327.91,3.82,8.6,21.95,0.3,133.5,58.23,741.98,57.71,0.0,16-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Nov-2019 - 00:00,100.94,2.31,55.63,197.17,2.58,0.11,88.09,49.96,247.8,1.98,4.53,22.02,1.29,154.03,54.14,741.74,66.26,0.0,17-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Nov-2019 - 00:00,37.02,1.52,23.23,113.93,2.07,0.09,72.24,31.51,163.69,1.15,3.41,21.3,1.69,196.93,50.57,741.67,71.31,0.0,18-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Nov-2019 - 00:00,51.34,9.96,38.04,92.43,2.84,0.31,47.65,53.64,226.12,1.99,8.3,19.54,0.76,275.21,55.71,741.54,62.02,0.0,19-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Nov-2019 - 00:00,68.57,15.03,51.37,88.55,3.16,0.46,49.43,99.67,295.21,2.97,13.87,19.65,0.35,238.2,54.29,741.33,56.51,0.0,20-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Nov-2019 - 00:00,79.24,54.43,86.4,87.74,4.24,0.53,57.9,86.39,350.21,4.57,34.49,20.34,0.3,191.68,50.65,741.68,57.32,0.0,21-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Nov-2019 - 00:00,66.64,28.82,58.88,96.63,1.74,0.5,67.28,80.9,358.55,4.69,15.04,20.36,0.3,130.15,50.57,742.0,48.7,0.0,22-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Nov-2019 - 00:00,56.33,16.81,43.61,87.95,5.47,0.51,69.82,88.06,309.2,3.33,7.77,20.05,0.34,171.97,51.43,741.98,56.23,0.0,23-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Nov-2019 - 00:00,40.01,4.95,25.31,79.58,2.98,0.53,36.53,56.86,233.02,2.18,8.44,19.86,0.37,220.85,54.97,742.0,40.78,0.0,24-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Nov-2019 - 00:00,29.35,1.92,17.17,64.59,5.15,0.49,43.41,34.39,167.57,1.76,5.0,21.17,0.59,191.75,52.4,741.77,53.85,0.0,25-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Nov-2019 - 00:00,38.66,8.75,27.51,65.57,4.81,0.48,35.82,44.69,193.14,2.17,11.02,21.39,0.3,124.22,50.43,741.94,54.68,0.0,26-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Nov-2019 - 00:00,31.77,4.06,20.18,74.72,3.69,0.49,43.72,36.16,165.9,2.07,4.23,22.35,0.36,142.33,48.96,741.99,46.11,0.0,27-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Nov-2019 - 00:00,16.54,6.59,14.05,68.95,3.68,0.5,55.8,37.07,124.42,1.62,2.75,19.95,0.77,191.48,57.94,741.84,46.21,0.17,28-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Nov-2019 - 00:00,7.32,1.15,4.31,55.05,4.26,0.47,41.96,16.08,39.59,0.47,1.33,16.46,1.37,146.22,66.06,742.0,34.23,0.18,29-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Nov-2019 - 00:00,17.44,2.89,11.36,52.54,4.29,0.48,40.59,22.73,83.97,1.16,3.4,17.32,0.3,126.2,64.88,742.0,63.83,0.0,30-Nov-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Nov-2019 - 00:00,19.41,2.08,11.85,60.59,3.75,0.48,43.66,30.91,136.79,1.62,5.28,16.77,0.33,212.9,65.69,742.0,62.23,0.0,01-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Dec-2019 - 00:00,28.39,2.0,16.4,59.72,5.48,0.46,56.35,39.2,170.09,1.67,11.76,15.85,0.45,261.89,60.85,741.94,65.11,0.0,02-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Dec-2019 - 00:00,41.24,11.55,29.47,67.31,3.64,0.51,57.82,66.84,229.67,2.1,10.01,14.96,0.45,271.83,58.03,742.0,61.7,0.0,03-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Dec-2019 - 00:00,51.75,21.96,44.24,71.49,4.16,0.52,51.52,51.99,248.06,2.44,14.75,15.2,0.49,283.33,55.25,741.9,65.06,0.0,04-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Dec-2019 - 00:00,73.78,61.39,88.1,87.36,4.37,0.57,53.29,79.06,378.16,5.21,36.41,14.95,0.3,206.91,56.33,742.0,55.75,0.0,05-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Dec-2019 - 00:00,53.28,27.75,49.94,93.0,3.89,0.51,47.33,83.97,382.34,4.65,12.91,15.33,0.3,157.75,60.6,742.14,56.48,0.0,06-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Dec-2019 - 00:00,35.02,9.64,26.29,77.37,3.84,0.48,36.93,66.82,281.46,3.39,6.92,16.24,0.3,207.31,62.52,742.04,54.75,0.0,07-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Dec-2019 - 00:00,44.47,29.1,46.82,81.54,3.93,0.57,39.77,59.1,286.48,3.48,7.04,16.84,0.3,225.02,61.1,742.0,55.22,0.0,08-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Dec-2019 - 00:00,50.5,43.1,60.41,82.04,5.29,0.49,43.22,60.26,288.12,3.47,7.15,16.53,0.3,275.21,59.03,742.0,53.9,0.0,09-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Dec-2019 - 00:00,41.88,18.45,35.0,78.06,4.96,0.5,59.33,57.54,274.55,2.67,4.33,16.04,0.3,240.15,55.25,742.0,58.68,0.0,10-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Dec-2019 - 00:00,57.27,15.84,43.33,79.67,4.08,0.48,52.28,72.15,346.14,3.07,8.73,14.94,0.31,289.71,57.86,741.52,51.49,0.0,11-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Dec-2019 - 00:00,62.99,44.51,69.7,90.65,4.97,0.52,47.1,93.36,459.71,4.46,15.39,14.78,0.3,226.65,61.18,741.27,42.36,0.0,12-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Dec-2019 - 00:00,31.9,22.07,32.97,91.48,3.91,0.44,52.14,74.26,366.74,3.71,7.14,15.33,1.03,253.62,62.4,741.16,27.43,0.41,13-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Dec-2019 - 00:00,3.95,0.23,2.09,59.79,7.01,0.46,53.42,20.12,65.6,0.94,1.26,13.86,0.75,240.36,73.6,741.18,15.47,0.75,14-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Dec-2019 - 00:00,23.99,5.13,17.35,39.09,4.27,0.5,33.18,18.23,54.2,0.83,2.11,13.96,0.3,226.1,67.58,742.0,48.31,0.0,15-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Dec-2019 - 00:00,24.31,5.01,17.0,41.6,5.71,0.49,35.11,28.08,122.44,1.5,3.99,13.36,0.33,297.49,67.92,742.0,53.51,0.0,16-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Dec-2019 - 00:00,15.42,2.85,10.53,46.04,4.85,0.5,30.6,26.22,123.59,1.18,2.15,10.19,0.57,295.35,73.61,742.0,13.56,0.0,17-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Dec-2019 - 00:00,19.09,5.34,14.49,56.24,4.93,0.5,28.38,33.68,160.32,1.25,2.15,9.75,0.46,268.6,68.95,742.0,20.43,0.0,18-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Dec-2019 - 00:00,26.34,4.8,17.92,59.78,3.36,0.48,45.39,42.46,196.0,1.85,6.65,12.23,0.36,275.56,66.47,742.0,46.09,0.0,19-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Dec-2019 - 00:00,25.17,8.4,20.23,62.48,4.87,0.5,19.02,69.34,239.5,2.61,3.47,11.57,0.3,269.47,75.88,742.0,32.03,0.0,20-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Dec-2019 - 00:00,47.89,9.51,33.2,52.61,6.38,0.55,26.61,75.74,334.18,4.4,18.37,13.16,0.3,283.97,75.32,741.46,34.56,0.0,21-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Dec-2019 - 00:00,35.33,6.65,24.2,73.99,2.58,0.45,19.04,84.44,386.99,3.43,15.04,15.54,0.33,283.4,74.16,741.92,34.74,0.0,22-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Dec-2019 - 00:00,19.2,3.37,12.95,63.98,4.0,0.45,32.92,39.15,192.4,1.8,3.04,13.35,0.88,264.33,74.21,742.0,33.39,0.0,23-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Dec-2019 - 00:00,26.85,6.89,19.88,71.35,7.91,0.51,16.17,63.64,223.07,2.16,3.21,11.74,0.49,272.15,73.15,742.0,13.08,0.0,24-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Dec-2019 - 00:00,31.77,4.41,20.47,65.56,4.51,0.47,32.01,65.03,244.75,2.33,4.32,13.4,0.3,256.98,68.14,742.0,46.58,0.0,25-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Dec-2019 - 00:00,31.34,6.16,21.68,58.56,6.22,0.44,13.8,52.16,243.51,2.29,4.01,9.31,0.49,264.98,76.45,742.0,27.52,0.0,26-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Dec-2019 - 00:00,37.3,5.36,24.19,61.15,10.56,0.48,18.47,78.94,310.19,2.15,3.3,9.04,0.34,255.46,71.46,741.89,20.84,0.0,27-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Dec-2019 - 00:00,36.4,13.58,30.41,58.56,5.77,0.48,19.14,74.07,301.49,2.58,4.0,8.6,0.3,244.22,71.15,741.99,28.01,0.0,28-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Dec-2019 - 00:00,37.96,13.76,31.38,67.71,5.52,0.47,1.76,99.92,330.95,2.76,4.56,8.06,0.3,212.94,74.21,741.89,29.46,0.0,29-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Dec-2019 - 00:00,49.08,14.97,38.28,66.17,6.4,0.58,0.64,74.25,324.41,2.87,4.42,9.99,0.3,218.62,69.98,742.0,41.96,0.0,30-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Dec-2019 - 00:00,53.21,12.3,38.31,72.66,5.99,0.46,3.45,76.65,267.9,4.1,5.0,6.09,0.32,277.57,80.48,741.84,12.05,0.0,31-Dec-2019 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-Dec-2019 - 00:00,28.4,3.85,18.25,70.65,6.2,0.44,,52.0,204.0,2.55,2.5,6.8,0.3,277.0,74.0,742.0,7.0,0.0,01-Jan-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
