from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,Toluene,Xylene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
13-Mar-2019 - 00:00,73.46,158.94,12.9,2.78,7.37,57.45,9.48,0.42,44.02,4.03,12.49,0.8,5.57,10.72,69.15,1.46,239.57,92.9,0.0,14-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
14-Mar-2019 - 00:00,51.66,75.79,12.44,2.91,7.23,52.34,9.3,0.36,35.91,3.25,13.31,0.84,5.77,11.23,79.0,2.22,187.01,120.41,0.0,15-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
15-Mar-2019 - 00:00,47.52,69.26,11.62,3.15,6.99,49.95,8.01,0.27,47.62,3.45,11.66,0.73,5.18,10.18,75.48,2.28,278.52,265.26,0.0,16-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
16-Mar-2019 - 00:00,53.04,77.22,11.16,2.42,6.23,50.47,7.41,0.15,61.16,3.69,11.15,0.7,5.18,10.26,68.71,2.46,287.33,228.42,0.0,17-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
17-Mar-2019 - 00:00,57.26,81.98,10.62,2.18,5.69,50.38,8.89,0.14,69.79,4.32,12.93,0.88,5.82,11.19,57.7,2.03,283.71,276.75,0.0,18-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
18-Mar-2019 - 00:00,63.91,96.68,13.82,2.3,7.47,56.42,7.64,0.18,56.85,4.94,12.13,0.81,5.96,11.79,61.12,1.9,274.57,241.41,0.0,19-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
19-Mar-2019 - 00:00,72.26,110.12,21.6,4.12,13.06,70.59,7.85,0.18,45.85,5.21,12.86,0.86,6.4,12.4,58.0,1.48,241.2,260.02,0.0,20-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
20-Mar-2019 - 00:00,80.57,133.22,23.41,4.15,13.95,79.16,8.5,0.2,52.0,8.07,12.26,0.89,5.55,10.76,62.4,2.66,167.99,219.21,0.0,21-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
21-Mar-2019 - 00:00,48.33,73.5,18.63,4.28,11.56,79.32,10.77,0.11,45.47,3.32,16.4,1.22,6.62,12.54,52.55,2.13,266.37,342.62,0.0,22-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
22-Mar-2019 - 00:00,34.87,58.18,15.81,3.57,9.52,63.6,6.76,0.09,54.05,2.45,11.38,0.77,4.98,9.53,51.87,3.31,309.38,271.13,0.0,23-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
23-Mar-2019 - 00:00,45.55,63.73,15.91,3.45,9.48,59.6,13.02,0.34,56.46,3.19,9.43,0.61,4.1,8.0,55.94,3.59,300.77,288.12,0.0,24-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
24-Mar-2019 - 00:00,43.73,55.76,16.56,3.61,9.95,56.43,11.02,0.43,37.74,3.19,11.8,0.84,4.98,9.53,62.71,3.15,302.6,243.67,0.0,25-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
25-Mar-2019 - 00:00,60.38,74.75,20.13,4.14,12.23,59.8,11.99,0.71,24.98,5.58,13.87,1.01,6.47,12.46,80.95,2.05,299.52,76.64,0.0,26-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
26-Mar-2019 - 00:00,55.33,84.15,19.92,3.78,11.84,62.95,9.83,0.61,42.22,5.04,11.88,0.83,6.01,11.46,63.42,2.39,286.95,288.12,0.0,27-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
27-Mar-2019 - 00:00,54.71,122.04,21.27,3.73,12.39,74.06,10.39,0.56,31.2,5.39,11.72,0.83,6.06,11.83,57.99,1.9,284.89,226.41,0.0,28-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
28-Mar-2019 - 00:00,54.52,154.54,20.17,4.32,12.28,91.13,10.24,0.6,40.23,5.0,11.42,0.83,5.91,11.33,56.91,1.67,293.16,255.54,0.0,29-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
29-Mar-2019 - 00:00,69.06,175.52,18.93,3.68,11.24,87.18,6.99,0.7,67.77,6.07,12.0,6.18,7.67,12.02,57.57,1.59,293.38,318.62,0.0,30-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
30-Mar-2019 - 00:00,72.41,181.59,15.68,3.85,9.67,115.69,7.53,0.61,57.99,5.97,8.41,14.03,3.97,7.98,60.57,1.88,263.43,266.05,0.0,31-Mar-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
31-Mar-2019 - 00:00,48.08,139.08,11.06,3.44,6.93,85.19,8.63,0.42,58.15,3.72,7.38,12.75,3.35,6.62,48.62,3.21,304.41,230.79,0.0,01-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
01-Apr-2019 - 00:00,45.17,121.88,16.75,3.53,9.98,76.29,8.3,0.44,60.55,3.92,6.63,11.76,3.26,6.56,46.7,2.87,285.47,229.91,0.0,02-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
02-Apr-2019 - 00:00,61.43,129.14,19.33,3.72,11.48,83.5,10.06,0.57,65.32,4.98,8.18,13.41,4.86,7.77,48.34,1.72,238.68,276.84,0.0,03-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
03-Apr-2019 - 00:00,53.53,107.45,20.87,3.83,12.37,78.18,8.94,0.55,61.29,6.21,7.95,13.8,4.21,8.15,44.11,1.93,271.2,274.23,0.0,04-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
04-Apr-2019 - 00:00,74.07,128.62,23.74,4.3,14.25,97.99,9.93,0.68,58.64,6.52,9.27,16.47,4.76,9.42,47.28,1.51,202.68,278.59,0.0,05-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
05-Apr-2019 - 00:00,87.58,153.39,20.17,3.83,12.0,128.23,10.23,0.8,57.26,8.98,8.76,15.31,4.3,8.62,51.86,1.46,227.08,263.33,0.0,06-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
06-Apr-2019 - 00:00,81.53,166.5,19.09,4.29,16.85,178.89,11.1,0.72,56.79,9.7,8.03,14.73,4.02,8.11,52.4,1.64,167.24,244.17,0.0,07-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
07-Apr-2019 - 00:00,129.44,254.29,17.61,3.61,25.98,185.25,13.06,0.78,54.83,8.53,12.35,24.47,5.55,10.77,56.4,1.89,148.14,207.54,0.0,08-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
08-Apr-2019 - 00:00,253.36,498.07,16.43,3.48,23.89,141.27,10.4,0.42,40.91,4.44,9.33,20.21,4.11,7.79,54.11,2.36,120.46,221.64,0.0,09-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
09-Apr-2019 - 00:00,53.73,159.81,16.19,2.99,24.19,124.12,10.53,0.47,53.22,5.39,8.69,18.36,4.08,7.89,44.92,1.32,180.1,282.12,0.0,10-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
10-Apr-2019 - 00:00,48.69,146.76,13.85,2.57,20.18,87.84,10.24,0.45,61.92,4.11,7.3,14.5,3.63,6.92,44.23,2.41,233.57,273.89,0.0,11-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
11-Apr-2019 - 00:00,49.57,113.42,13.04,2.64,18.7,76.75,8.54,0.38,52.66,3.5,7.94,21.51,3.82,7.23,29.43,2.28,285.42,275.87,0.0,12-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
12-Apr-2019 - 00:00,54.92,175.71,12.38,2.72,17.74,90.54,8.46,0.36,58.0,3.47,6.45,13.12,3.18,6.05,41.15,2.69,268.88,263.83,0.0,13-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
13-Apr-2019 - 00:00,39.81,99.11,12.13,3.36,17.39,83.67,7.13,0.24,50.58,2.46,6.09,12.69,3.2,5.93,37.15,3.82,285.94,313.82,0.0,14-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
14-Apr-2019 - 00:00,38.63,83.67,12.18,3.36,17.49,64.6,8.18,0.28,44.05,2.71,7.12,14.29,3.38,6.35,41.13,3.19,312.68,281.71,0.0,15-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
15-Apr-2019 - 00:00,36.49,82.46,13.25,3.53,19.27,83.66,7.44,0.27,43.88,2.74,6.57,13.21,3.26,6.19,33.05,3.05,307.67,281.4,0.0,16-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
16-Apr-2019 - 00:00,34.29,113.79,15.06,5.03,19.23,108.76,8.53,0.22,46.3,2.56,4.76,9.65,2.38,4.5,53.55,3.98,166.34,145.17,0.0,17-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
17-Apr-2019 - 00:00,29.51,71.5,13.75,3.76,19.88,91.65,8.77,0.23,39.12,2.31,6.04,12.28,2.8,5.42,75.43,3.04,129.02,140.23,0.0,18-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
18-Apr-2019 - 00:00,24.19,55.17,13.05,3.59,18.81,93.31,7.49,0.23,45.95,2.15,5.53,10.2,2.7,5.4,63.25,1.68,198.45,242.81,0.0,19-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
19-Apr-2019 - 00:00,37.29,94.36,14.79,3.62,22.07,99.16,7.15,0.39,52.53,3.22,6.08,9.91,3.2,6.58,44.32,1.67,288.87,284.93,0.0,20-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
20-Apr-2019 - 00:00,53.62,160.45,19.16,5.17,28.9,98.84,6.35,0.58,52.73,4.33,7.5,12.63,4.14,8.24,40.02,1.29,244.97,278.19,0.0,21-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
21-Apr-2019 - 00:00,60.09,130.2,19.49,4.53,31.59,81.87,5.86,0.57,58.01,4.79,8.44,13.58,4.87,9.34,35.44,1.43,220.09,288.43,0.0,22-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
22-Apr-2019 - 00:00,47.47,138.48,19.65,4.93,31.29,81.4,6.27,0.48,54.78,3.6,7.13,13.12,3.76,7.28,32.69,1.74,197.09,294.39,0.0,23-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
23-Apr-2019 - 00:00,58.23,155.58,15.76,3.69,25.73,97.78,4.79,0.51,76.07,4.07,6.98,17.49,3.64,7.18,31.77,1.61,201.88,280.75,0.0,24-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
24-Apr-2019 - 00:00,80.3,205.5,12.66,3.46,20.18,87.78,5.12,0.62,82.9,5.82,6.51,12.78,3.27,6.42,38.72,2.73,91.33,253.83,0.0,25-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
25-Apr-2019 - 00:00,78.98,189.47,14.06,3.71,22.47,86.91,5.79,0.63,63.73,5.69,7.37,13.89,3.62,7.02,43.08,1.8,146.6,193.52,0.0,26-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
26-Apr-2019 - 00:00,71.58,154.19,14.76,3.76,23.72,84.28,4.62,0.48,62.06,4.02,7.61,12.7,3.98,7.8,32.4,2.02,257.49,305.9,0.0,27-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
27-Apr-2019 - 00:00,63.96,146.3,12.61,3.42,20.13,73.13,4.07,0.32,64.96,2.76,6.28,9.23,3.88,6.53,25.45,3.32,311.91,223.21,0.0,28-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
28-Apr-2019 - 00:00,68.33,170.26,13.5,3.37,20.99,57.47,5.65,0.34,63.4,2.66,5.33,6.6,2.64,4.94,22.65,3.25,317.37,180.28,0.0,29-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
29-Apr-2019 - 00:00,57.97,204.1,13.38,3.34,21.72,59.6,4.53,0.35,70.68,2.77,4.64,5.94,2.5,5.09,16.54,2.5,259.99,310.4,0.0,30-Apr-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
30-Apr-2019 - 00:00,63.19,281.4,16.73,3.46,27.91,70.51,6.05,0.46,86.53,3.74,6.65,8.68,3.4,6.56,15.7,2.29,114.25,268.77,0.0,01-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
01-May-2019 - 00:00,51.53,210.56,12.36,3.4,19.68,70.22,4.72,0.4,84.76,2.9,6.1,9.01,2.98,5.6,22.86,2.79,138.22,278.15,0.0,02-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
02-May-2019 - 00:00,44.19,173.05,10.96,3.26,17.21,66.42,4.73,0.42,66.46,2.54,5.28,8.39,2.51,4.7,38.0,4.49,86.49,226.1,0.0,03-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
03-May-2019 - 00:00,33.11,70.06,13.11,3.48,21.0,65.04,4.68,0.37,66.45,2.31,5.26,8.45,2.53,4.96,34.11,1.84,194.82,307.36,0.0,04-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
04-May-2019 - 00:00,42.66,154.0,12.38,4.06,20.05,49.28,3.87,0.41,68.05,2.95,4.85,6.64,2.61,5.39,20.45,2.75,288.1,248.96,0.0,05-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
05-May-2019 - 00:00,71.09,250.41,14.89,5.01,25.89,41.79,4.1,0.73,62.56,4.44,5.25,6.5,2.94,6.18,17.43,2.12,272.29,266.3,0.0,06-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
06-May-2019 - 00:00,81.36,224.6,18.35,5.67,31.42,51.82,4.05,0.75,57.6,7.12,8.21,6.59,6.51,11.91,18.42,2.07,299.52,257.21,0.0,07-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
07-May-2019 - 00:00,83.9,185.67,14.93,3.62,28.1,56.3,5.58,0.81,60.37,5.31,5.91,7.06,3.68,7.66,14.18,1.74,228.54,296.16,0.0,08-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
08-May-2019 - 00:00,90.59,194.36,16.57,3.65,31.19,63.89,5.87,0.83,57.93,6.04,6.2,7.28,3.85,8.23,16.12,1.8,277.49,264.78,0.0,09-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
09-May-2019 - 00:00,128.83,210.04,17.49,3.4,33.32,57.67,6.2,1.09,53.95,6.99,5.48,6.13,3.6,8.21,16.01,2.62,280.17,286.98,0.0,10-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
10-May-2019 - 00:00,120.96,236.18,13.63,3.39,25.94,58.27,4.72,0.75,51.26,4.82,4.49,6.05,2.85,6.3,23.22,2.93,246.38,242.01,0.0,11-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
11-May-2019 - 00:00,74.67,157.63,14.65,3.7,27.44,61.25,4.96,0.69,50.69,4.24,4.73,7.07,2.77,5.99,31.63,2.2,263.29,252.7,0.0,12-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
12-May-2019 - 00:00,121.95,186.05,13.65,3.39,25.99,52.54,4.74,0.86,54.79,5.18,4.62,6.47,2.73,5.94,28.56,2.68,272.12,331.52,0.0,13-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
13-May-2019 - 00:00,93.67,137.58,14.56,3.47,27.62,56.74,6.59,0.78,57.81,5.18,5.34,7.85,3.11,6.69,35.97,1.98,186.53,289.66,0.0,14-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
14-May-2019 - 00:00,44.18,81.0,9.22,3.4,17.51,56.18,5.56,0.51,52.0,2.73,4.64,8.73,2.54,5.68,54.3,1.48,165.17,290.53,0.0,15-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
15-May-2019 - 00:00,54.88,143.67,10.95,3.65,20.4,60.32,5.0,0.61,37.76,3.86,4.8,7.93,2.81,6.87,53.93,2.88,138.31,204.59,0.0,16-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
16-May-2019 - 00:00,105.53,299.54,11.62,3.62,21.74,51.71,4.68,0.89,42.6,5.39,5.48,8.18,3.32,8.0,48.21,1.77,179.81,209.6,0.0,17-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
17-May-2019 - 00:00,99.63,305.69,9.87,3.97,17.82,41.64,6.67,0.69,46.39,4.37,4.41,7.23,2.61,6.31,57.81,2.5,171.39,212.1,0.0,18-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
18-May-2019 - 00:00,44.47,106.91,7.45,3.74,14.13,47.51,3.69,0.47,50.78,2.51,3.74,6.93,1.92,5.01,56.11,2.19,275.87,282.87,0.0,19-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
19-May-2019 - 00:00,59.15,137.92,9.27,3.19,17.91,41.75,4.88,0.55,64.75,3.21,4.1,7.01,2.18,5.53,37.53,2.44,303.09,300.4,0.0,20-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
20-May-2019 - 00:00,70.25,205.24,11.13,3.28,21.1,51.22,5.66,0.63,58.2,5.04,6.98,5.77,6.04,9.58,32.25,2.59,295.8,260.64,0.0,21-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
21-May-2019 - 00:00,68.47,139.17,11.83,3.41,22.47,60.87,3.43,0.62,55.28,4.05,4.34,6.34,2.71,7.13,24.87,2.19,306.53,299.22,0.0,22-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
22-May-2019 - 00:00,82.77,178.47,13.86,3.41,26.37,61.83,4.61,0.79,54.09,6.22,5.14,6.61,3.4,9.83,25.7,1.82,248.7,216.17,0.0,23-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
23-May-2019 - 00:00,80.95,187.99,10.85,3.37,20.66,61.41,4.65,0.62,41.66,4.17,4.42,6.53,2.6,7.03,35.31,2.47,188.39,202.22,0.0,24-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
24-May-2019 - 00:00,33.44,66.6,7.59,3.35,14.47,41.94,4.47,0.35,41.56,2.29,3.87,6.83,1.99,5.19,54.68,3.18,213.28,265.69,0.0,25-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
25-May-2019 - 00:00,27.26,61.97,7.53,3.23,14.54,23.27,3.61,0.32,57.44,1.91,3.31,6.24,1.72,4.86,42.37,3.27,306.57,297.16,0.0,26-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
26-May-2019 - 00:00,44.19,79.05,9.66,3.21,18.63,16.02,3.99,0.5,62.26,3.01,3.7,6.33,1.95,5.67,34.64,2.4,290.45,298.68,0.0,27-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
27-May-2019 - 00:00,51.26,98.14,11.04,3.21,21.26,10.46,4.51,0.49,61.05,3.83,3.74,6.19,2.27,7.16,23.4,2.64,287.33,293.95,0.0,28-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
28-May-2019 - 00:00,42.35,86.86,7.47,3.18,14.49,23.34,3.08,0.44,63.54,3.28,3.48,5.87,2.05,6.74,15.65,2.91,305.87,300.72,0.0,29-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
29-May-2019 - 00:00,46.14,148.0,6.64,3.36,12.34,31.95,5.66,0.56,54.88,4.42,4.0,6.41,2.6,8.74,20.25,2.21,298.05,265.88,0.0,30-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
30-May-2019 - 00:00,68.03,206.62,6.97,3.24,13.68,30.66,4.55,0.68,50.33,6.08,5.97,6.44,4.85,13.33,19.99,1.92,284.44,272.94,0.0,31-May-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
31-May-2019 - 00:00,57.81,185.9,6.83,3.27,13.11,22.27,3.66,0.56,44.31,5.08,5.0,6.17,3.39,11.36,15.9,2.35,285.71,269.15,0.0,01-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
01-Jun-2019 - 00:00,76.7,207.67,6.56,3.43,12.36,26.52,4.31,0.72,44.46,6.23,5.86,7.91,3.69,11.18,33.72,2.39,143.57,240.8,0.0,02-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
02-Jun-2019 - 00:00,74.24,170.38,3.98,3.17,7.81,19.27,5.01,0.65,47.02,5.5,5.38,8.31,2.93,7.1,47.01,2.84,113.79,227.81,0.0,03-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
03-Jun-2019 - 00:00,67.51,226.92,4.21,3.23,8.17,18.74,4.47,0.61,53.47,5.16,4.92,7.88,2.82,6.86,50.05,4.75,113.85,232.6,0.0,04-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
04-Jun-2019 - 00:00,52.79,193.22,4.83,3.28,9.29,22.8,5.18,0.53,65.59,4.14,5.8,8.82,3.22,7.49,45.55,3.98,109.26,201.01,0.0,05-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
05-Jun-2019 - 00:00,66.37,144.48,5.65,3.4,10.66,25.77,5.11,0.64,54.68,5.8,6.26,8.91,3.66,9.39,39.01,1.81,155.7,215.05,0.0,06-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
06-Jun-2019 - 00:00,67.29,168.52,5.59,3.33,10.67,35.87,4.5,0.53,60.14,4.84,5.25,7.38,3.04,8.15,30.7,2.52,143.81,199.82,0.0,07-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
07-Jun-2019 - 00:00,51.46,99.97,5.09,3.39,9.61,26.76,5.87,0.56,53.77,4.63,5.06,7.15,2.78,7.68,40.06,1.69,146.38,255.79,0.0,08-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
08-Jun-2019 - 00:00,74.77,143.33,6.63,3.42,12.5,14.73,5.32,0.82,64.4,6.83,5.82,7.2,3.55,11.35,26.24,1.54,226.21,251.89,0.0,09-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
09-Jun-2019 - 00:00,60.9,132.88,8.76,2.32,9.43,16.79,4.47,0.54,61.2,4.67,4.68,6.39,2.75,8.18,23.45,1.85,243.95,250.0,0.0,10-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
10-Jun-2019 - 00:00,62.7,137.67,13.42,1.27,8.03,25.45,4.98,0.58,58.91,5.85,5.05,6.41,3.2,10.71,18.93,1.79,267.38,252.16,0.0,11-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
11-Jun-2019 - 00:00,64.7,200.75,13.32,1.42,8.1,26.54,4.15,0.52,39.6,5.23,4.8,5.88,3.21,10.76,20.52,2.28,221.14,232.81,0.0,12-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
12-Jun-2019 - 00:00,45.1,177.85,8.64,1.98,5.22,23.27,4.43,0.38,44.26,2.74,3.55,5.68,2.09,6.06,39.75,4.4,125.44,248.19,0.0,13-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
13-Jun-2019 - 00:00,50.48,226.88,10.02,3.21,5.11,24.19,3.91,0.4,40.64,3.02,3.87,6.23,2.22,6.75,34.23,1.99,196.11,251.15,0.0,14-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
14-Jun-2019 - 00:00,47.48,168.66,11.71,3.27,6.11,28.05,3.63,0.4,69.28,3.43,3.68,5.19,2.8,7.44,13.17,2.71,281.65,231.99,0.0,15-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
15-Jun-2019 - 00:00,58.11,156.52,11.3,3.25,5.86,28.61,4.4,0.37,64.1,3.12,2.89,5.31,1.71,5.63,21.23,3.07,301.16,278.0,0.0,16-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
16-Jun-2019 - 00:00,37.51,76.12,6.89,3.11,3.44,13.35,3.82,0.29,34.63,1.85,2.38,4.3,1.34,4.34,52.84,3.03,272.22,231.18,0.0,17-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
17-Jun-2019 - 00:00,44.27,114.11,7.18,3.17,3.65,11.43,3.58,0.29,34.42,2.46,2.69,4.22,1.53,5.09,56.52,3.55,219.98,233.18,0.0,18-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
18-Jun-2019 - 00:00,38.2,66.88,9.18,3.28,4.78,13.52,4.27,0.37,31.96,2.42,2.76,4.91,1.81,6.18,74.86,2.44,223.79,137.03,0.0,19-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
19-Jun-2019 - 00:00,74.42,166.33,10.3,3.45,5.51,24.99,5.17,0.48,34.44,3.84,3.56,5.15,2.32,8.15,59.72,1.31,246.05,257.86,0.0,20-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
20-Jun-2019 - 00:00,55.98,135.78,8.57,3.36,4.52,27.83,4.72,0.34,43.8,2.78,3.12,5.32,1.85,5.89,55.58,2.24,158.21,310.18,0.0,21-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
21-Jun-2019 - 00:00,51.82,88.87,8.8,3.19,4.5,30.13,5.43,0.41,59.26,2.98,3.2,5.68,1.83,5.32,50.34,2.22,185.09,259.56,0.0,22-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
22-Jun-2019 - 00:00,56.41,104.8,7.64,3.19,3.9,22.97,4.65,0.49,64.81,3.57,3.46,5.5,2.01,6.19,43.22,2.1,277.79,297.3,0.0,23-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
23-Jun-2019 - 00:00,52.63,103.7,6.96,3.11,3.48,16.96,5.23,0.46,44.27,3.64,3.76,5.81,1.86,5.48,54.87,3.02,157.7,273.24,0.0,24-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
24-Jun-2019 - 00:00,28.06,71.5,6.87,3.14,3.46,15.06,5.76,0.34,29.37,2.31,3.58,5.46,1.76,4.81,66.92,4.03,106.72,241.14,0.0,25-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
25-Jun-2019 - 00:00,34.33,73.02,7.83,3.26,4.06,19.07,5.0,0.34,41.57,2.36,3.48,5.8,1.92,5.29,62.07,1.5,177.4,219.7,0.0,26-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
26-Jun-2019 - 00:00,55.37,110.71,7.7,3.12,3.88,24.6,5.26,0.44,43.9,2.74,3.15,5.44,1.74,5.35,55.9,2.14,252.75,277.59,0.0,27-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
27-Jun-2019 - 00:00,59.81,312.11,7.95,2.76,6.88,40.87,5.21,0.4,56.19,3.17,4.99,4.4,4.55,8.36,49.34,2.66,284.31,202.2,0.0,28-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
28-Jun-2019 - 00:00,58.05,247.69,5.92,1.9,11.48,76.19,3.71,0.37,38.26,2.75,3.21,4.27,2.32,7.95,49.87,3.01,254.04,276.36,0.0,29-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
