from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,Toluene,Xylene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
14-Oct-2019 - 00:00,58.86,167.57,38.97,2.82,21.05,32.01,8.16,1.0,24.52,7.5,6.38,8.78,7.16,13.38,64.85,1.57,231.36,179.31,0.0,15-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
15-Oct-2019 - 00:00,74.69,239.4,42.9,2.58,23.27,44.42,6.1,1.19,19.54,9.97,8.67,9.51,9.98,16.04,62.31,1.01,155.46,248.34,0.0,16-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
16-Oct-2019 - 00:00,95.79,323.06,36.92,1.84,19.96,60.0,6.34,1.24,28.98,10.58,5.75,10.08,6.1,10.75,69.07,1.08,107.72,156.92,0.0,17-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
17-Oct-2019 - 00:00,58.03,212.81,32.95,1.68,17.74,57.94,6.78,1.03,26.03,8.74,4.7,8.98,4.98,8.32,72.93,2.27,96.41,159.65,0.0,18-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
18-Oct-2019 - 00:00,41.16,165.38,31.38,2.02,17.01,61.84,6.64,0.99,26.14,7.35,3.88,8.85,4.23,6.92,70.47,2.69,120.71,168.87,0.0,19-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
19-Oct-2019 - 00:00,34.46,143.76,39.42,2.97,21.4,68.89,7.0,0.83,26.38,6.32,3.83,8.47,4.16,7.03,62.99,1.82,247.22,179.67,0.0,20-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
20-Oct-2019 - 00:00,22.94,123.33,42.12,2.82,22.66,64.8,5.71,0.76,28.04,6.04,3.67,8.84,3.96,6.66,58.1,2.27,306.06,219.57,0.0,21-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
21-Oct-2019 - 00:00,24.48,123.37,57.74,3.05,31.02,56.39,6.19,0.78,30.75,6.36,3.54,10.41,4.19,6.8,68.47,2.32,299.01,223.24,0.0,22-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
22-Oct-2019 - 00:00,39.87,183.33,47.92,2.46,25.82,45.98,6.19,0.8,33.06,7.45,5.69,7.78,6.88,9.19,53.85,2.52,290.09,223.23,0.0,23-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
23-Oct-2019 - 00:00,62.24,242.39,39.39,2.22,21.23,52.04,7.77,0.85,34.78,7.11,3.57,10.66,4.21,7.28,53.07,1.68,304.65,238.04,0.0,24-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
24-Oct-2019 - 00:00,89.41,359.61,52.9,3.06,28.13,67.16,6.06,1.3,29.78,10.84,5.66,14.17,6.8,10.88,58.5,1.25,135.18,181.31,0.0,25-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
25-Oct-2019 - 00:00,81.27,286.65,54.17,2.84,28.97,70.03,5.7,1.31,26.44,11.07,6.27,14.04,7.37,11.94,64.41,1.27,122.52,162.17,0.0,26-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
26-Oct-2019 - 00:00,90.64,330.87,50.5,2.61,27.17,66.19,4.92,1.25,26.89,11.5,8.41,12.35,9.59,13.64,62.49,1.16,200.95,155.27,0.0,27-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
27-Oct-2019 - 00:00,112.27,412.92,52.02,2.82,27.84,88.21,5.34,1.58,30.13,12.64,5.07,1.86,5.85,10.5,58.4,1.83,273.37,178.19,0.0,28-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
28-Oct-2019 - 00:00,94.33,377.25,48.15,2.68,24.29,103.76,8.98,1.44,25.57,10.94,4.12,1.96,5.13,9.04,64.67,1.17,241.58,156.41,0.0,29-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
29-Oct-2019 - 00:00,129.87,481.06,53.58,2.91,28.72,94.59,11.18,2.31,14.67,17.1,6.11,2.55,7.39,13.52,66.34,1.1,244.6,96.21,0.0,30-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
30-Oct-2019 - 00:00,109.43,590.62,57.31,2.92,30.52,101.77,5.43,2.49,9.44,20.76,11.06,6.49,12.4,20.52,60.96,1.04,282.67,94.57,0.0,31-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
31-Oct-2019 - 00:00,174.44,714.81,50.61,3.03,27.26,96.93,8.34,2.36,24.26,18.29,6.72,1.91,7.91,15.77,57.74,1.33,246.05,135.02,0.0,01-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
01-Nov-2019 - 00:00,164.69,613.69,43.91,2.98,23.67,92.2,7.74,2.27,31.63,17.63,6.51,4.9,6.61,12.89,59.18,1.33,251.19,128.93,0.0,02-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
02-Nov-2019 - 00:00,130.34,531.33,46.46,3.02,24.87,85.58,7.66,2.18,29.89,18.44,6.38,2.15,6.5,12.73,69.45,1.41,267.5,80.04,0.0,03-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
03-Nov-2019 - 00:00,223.18,745.69,52.43,3.4,27.71,80.09,8.94,3.25,29.88,26.39,6.9,2.16,7.82,14.76,70.3,1.66,280.06,89.62,0.0,04-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
04-Nov-2019 - 00:00,194.02,445.48,46.45,3.67,24.81,66.41,8.4,2.15,51.05,17.82,4.52,1.35,5.75,10.95,63.71,2.25,291.15,153.45,0.0,05-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
05-Nov-2019 - 00:00,157.11,358.33,40.51,3.44,21.52,69.71,9.72,1.7,39.4,13.86,3.71,1.14,4.89,9.34,55.73,2.35,283.22,165.28,0.0,06-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
06-Nov-2019 - 00:00,133.73,320.88,36.52,3.59,19.55,71.22,8.83,1.43,36.29,12.14,4.07,1.53,5.3,9.9,53.29,1.55,187.87,141.57,0.0,07-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
07-Nov-2019 - 00:00,42.37,102.22,32.06,3.78,17.33,62.98,8.62,0.58,35.12,5.3,2.75,1.17,3.51,6.0,71.09,2.71,107.99,110.75,0.02,08-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
08-Nov-2019 - 00:00,42.31,134.08,32.64,3.2,17.44,57.31,7.98,0.6,42.36,4.79,2.8,1.14,3.47,5.95,66.18,1.69,235.39,161.26,0.0,09-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
09-Nov-2019 - 00:00,72.64,238.5,31.39,2.59,17.03,65.38,6.7,0.99,47.1,7.43,4.41,7.92,5.58,7.88,57.55,2.4,293.38,189.89,0.0,10-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
10-Nov-2019 - 00:00,123.61,304.26,36.41,2.32,19.26,67.9,7.08,1.49,54.31,9.96,3.41,6.92,4.24,7.74,42.39,1.66,291.42,161.09,0.0,11-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
11-Nov-2019 - 00:00,164.45,372.96,45.21,2.13,23.7,71.37,9.17,1.9,46.61,13.79,4.39,6.81,5.81,10.95,47.25,1.46,304.6,118.11,0.0,12-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
12-Nov-2019 - 00:00,162.85,338.22,40.92,2.53,21.8,68.1,7.09,1.99,58.96,14.49,5.24,7.7,6.71,12.14,54.92,1.6,291.44,152.79,0.0,13-Nov-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
