from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,SR,WD,VWS,WS,RF,AT,to date,station
02-Aug-2019 - 00:00,12.89,26.99,2.25,10.98,19.59,19.34,17.39,0.31,22.31,0.29,0.75,0.04,29.75,68.39,,3.56,144.4,0.15,1.72,0.0,22.12,03-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
03-Aug-2019 - 00:00,12.68,26.15,2.25,10.93,20.42,19.76,17.46,0.29,22.64,0.3,0.83,0.03,30.0,64.99,,19.49,143.3,0.18,1.67,0.0,23.04,04-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
04-Aug-2019 - 00:00,12.79,31.69,1.33,11.79,22.96,21.8,17.4,0.33,22.09,0.29,0.76,0.03,29.1,65.16,,15.05,135.35,0.16,1.68,0.0,23.22,05-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
05-Aug-2019 - 00:00,11.53,20.58,2.14,10.65,19.07,18.8,17.04,0.26,22.11,0.25,0.59,0.01,29.64,72.64,,10.51,130.04,0.16,1.92,0.0,21.98,06-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
06-Aug-2019 - 00:00,7.12,18.51,1.44,11.07,17.51,18.31,16.45,0.24,23.84,0.21,0.52,0.01,29.86,72.23,,44.42,138.78,0.18,2.23,0.0,21.95,07-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
07-Aug-2019 - 00:00,9.95,18.79,1.67,8.75,17.87,16.61,16.05,0.26,25.33,0.18,0.45,0.01,28.56,71.56,,21.44,132.51,0.18,2.23,0.0,22.19,08-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
08-Aug-2019 - 00:00,9.54,26.96,1.42,10.88,18.71,18.79,16.18,0.34,21.75,0.2,0.48,0.02,29.43,70.76,,24.52,115.46,0.16,2.07,0.0,22.72,09-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
09-Aug-2019 - 00:00,12.61,26.46,1.3,10.61,21.4,20.01,16.71,0.31,23.95,0.34,0.85,0.05,29.81,68.26,,45.2,114.38,0.15,1.94,0.0,23.15,10-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
10-Aug-2019 - 00:00,13.02,31.91,1.72,17.41,25.24,27.59,16.34,0.35,21.43,0.28,0.8,0.05,28.93,66.65,,53.08,109.17,0.14,1.96,0.0,23.35,11-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
11-Aug-2019 - 00:00,14.24,32.88,0.85,27.03,30.67,38.29,17.13,0.32,18.14,0.4,1.42,0.09,28.86,64.22,,92.64,206.82,0.15,1.5,0.0,23.9,12-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
12-Aug-2019 - 00:00,13.31,40.5,1.12,18.09,25.82,28.44,17.24,0.36,19.61,0.37,1.42,0.09,28.44,66.81,,73.38,229.75,0.19,1.62,0.0,23.6,13-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
13-Aug-2019 - 00:00,13.01,33.47,2.05,15.77,25.66,26.47,17.7,0.36,20.45,0.31,1.01,0.05,28.97,69.44,,50.68,198.38,0.13,1.29,0.0,23.49,14-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
14-Aug-2019 - 00:00,15.06,36.47,1.75,13.87,29.38,26.9,18.37,0.32,22.06,0.31,1.03,0.06,28.7,70.72,,54.41,156.48,0.09,1.19,0.02,23.29,15-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
15-Aug-2019 - 00:00,13.09,27.8,1.3,15.96,29.28,28.55,18.5,0.4,21.36,0.35,1.18,0.07,29.15,71.33,,72.44,198.97,0.11,1.23,0.01,23.06,16-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
16-Aug-2019 - 00:00,14.97,33.41,1.4,17.28,30.23,30.13,18.44,0.43,18.36,0.4,1.45,0.08,30.14,71.34,,30.88,247.39,0.08,1.07,0.0,23.16,17-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
17-Aug-2019 - 00:00,14.46,31.06,2.64,22.29,29.03,33.56,18.63,0.3,15.2,0.4,1.34,0.07,30.89,83.45,,12.69,258.91,0.1,1.13,0.0,21.21,18-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
18-Aug-2019 - 00:00,20.29,42.09,1.34,29.41,30.46,40.11,18.61,0.42,13.88,0.48,1.55,0.08,30.0,82.11,,3.25,257.17,0.07,1.04,0.2,21.11,19-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
19-Aug-2019 - 00:00,17.4,37.83,2.06,20.16,31.26,33.02,18.0,0.42,16.25,0.4,1.26,0.07,29.04,82.41,,49.18,183.93,0.04,0.73,0.04,21.79,20-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
20-Aug-2019 - 00:00,19.11,39.4,2.21,24.23,27.63,34.4,18.89,0.41,18.78,0.41,1.36,0.08,29.93,81.04,,40.15,252.84,0.12,1.19,0.07,21.69,21-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
21-Aug-2019 - 00:00,16.32,41.83,1.98,16.89,23.97,26.48,18.89,0.39,19.27,0.45,1.4,0.07,28.86,78.3,,27.64,218.54,0.13,1.25,0.07,22.13,22-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
22-Aug-2019 - 00:00,14.51,33.45,2.4,19.45,21.94,27.49,18.77,0.32,18.14,0.36,1.24,0.06,28.96,81.64,,27.49,242.19,0.14,1.42,0.23,21.19,23-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
23-Aug-2019 - 00:00,15.74,42.84,2.44,20.42,21.19,27.88,17.88,0.32,16.95,0.29,1.14,0.06,27.8,75.06,,54.75,209.38,0.14,1.42,0.0,22.06,24-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
24-Aug-2019 - 00:00,13.96,31.36,1.85,14.68,20.65,22.91,17.71,0.33,18.08,0.3,1.07,0.05,28.57,73.5,,35.18,199.48,0.16,1.41,0.0,22.16,25-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
25-Aug-2019 - 00:00,12.25,28.93,2.38,9.64,23.55,20.36,17.15,0.29,23.51,0.24,0.87,0.02,28.83,70.46,,83.0,140.41,0.1,1.14,0.0,22.71,26-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
26-Aug-2019 - 00:00,13.12,31.97,2.13,12.47,25.59,23.75,17.65,0.35,23.56,0.31,0.97,0.02,28.66,68.97,,93.79,160.45,0.12,1.3,0.0,22.71,27-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
27-Aug-2019 - 00:00,9.82,20.74,1.07,12.23,23.42,22.4,17.69,0.34,22.92,0.27,1.0,0.03,28.53,69.33,,75.22,140.66,0.12,1.23,0.0,23.04,28-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
28-Aug-2019 - 00:00,13.98,34.48,2.42,10.87,23.69,21.43,18.12,0.35,25.06,0.34,1.09,0.03,28.34,71.17,,46.88,151.55,0.1,1.08,0.0,22.71,29-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
29-Aug-2019 - 00:00,13.72,34.35,2.04,9.32,23.56,20.12,18.26,0.36,25.53,0.32,0.98,0.2,28.6,69.6,,80.84,148.59,0.09,0.99,0.0,23.47,30-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
30-Aug-2019 - 00:00,11.98,30.78,1.83,11.55,21.47,20.81,18.43,0.33,21.91,0.32,1.02,0.04,28.68,70.6,,50.71,203.61,0.17,1.46,0.0,23.01,31-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
31-Aug-2019 - 00:00,14.08,36.19,2.68,9.7,20.83,18.98,17.74,0.31,23.38,0.28,0.84,0.02,28.89,73.2,,26.01,204.59,0.11,1.23,0.26,22.13,01-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
01-Sep-2019 - 00:00,13.56,32.29,2.22,11.69,22.58,21.51,17.73,0.33,19.44,0.29,0.83,0.02,28.94,82.03,,5.22,144.2,0.08,1.01,0.11,20.82,02-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
02-Sep-2019 - 00:00,11.44,24.44,1.93,11.27,22.9,21.34,16.82,0.36,18.7,0.34,0.73,0.01,28.85,78.23,,17.79,145.61,0.09,1.23,0.0,21.66,03-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
03-Sep-2019 - 00:00,8.84,16.9,2.03,9.93,19.59,18.5,16.65,0.33,20.58,0.24,0.66,0.01,28.82,77.52,,26.32,152.79,0.1,1.41,0.01,21.45,04-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
04-Sep-2019 - 00:00,11.7,24.85,2.19,9.95,19.62,18.52,16.84,0.35,21.07,0.24,0.74,0.03,28.66,76.98,,16.05,147.06,0.1,1.42,0.0,21.65,05-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
05-Sep-2019 - 00:00,10.67,24.83,1.66,9.74,16.93,16.92,17.06,0.28,21.66,0.19,0.61,0.02,29.11,74.84,,14.07,147.82,0.15,1.91,0.02,21.96,06-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
06-Sep-2019 - 00:00,10.3,27.35,2.17,9.55,17.19,16.89,16.72,0.27,21.43,0.2,0.55,0.02,28.59,72.15,,21.01,131.38,0.03,1.8,0.0,22.37,07-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
07-Sep-2019 - 00:00,12.41,30.0,2.02,14.69,19.87,22.52,16.85,0.32,18.49,0.25,0.74,0.02,28.67,72.32,,30.29,118.76,0.12,1.49,0.01,22.5,08-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
08-Sep-2019 - 00:00,12.24,27.84,1.98,11.87,19.19,19.85,16.79,0.29,19.01,0.24,0.66,0.03,28.56,71.48,,19.24,119.07,0.13,1.68,0.0,22.52,09-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
09-Sep-2019 - 00:00,10.28,27.19,2.3,8.37,20.09,17.49,16.04,0.32,21.28,0.27,0.74,1.1,28.63,73.04,,22.1,118.23,0.08,1.22,0.0,22.65,10-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
10-Sep-2019 - 00:00,17.11,46.31,3.45,12.5,32.2,27.05,17.43,0.43,22.4,0.46,1.39,0.71,28.73,64.54,,94.15,96.33,0.04,0.75,0.0,24.93,11-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
11-Sep-2019 - 00:00,15.2,43.62,3.25,14.14,25.08,24.82,17.8,0.33,17.89,0.47,1.33,0.09,28.59,74.65,,32.89,115.07,0.05,0.92,0.04,22.79,12-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
12-Sep-2019 - 00:00,19.74,53.22,2.38,19.21,26.04,29.47,18.75,0.42,16.28,0.46,1.53,0.18,29.28,72.72,,71.0,213.68,0.06,0.84,0.06,23.1,13-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
13-Sep-2019 - 00:00,14.27,32.87,2.15,13.69,21.26,22.43,17.85,0.32,18.79,0.32,1.06,0.06,29.51,74.66,,65.14,162.16,0.11,0.94,0.0,22.67,14-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
14-Sep-2019 - 00:00,17.36,43.21,3.34,26.96,24.94,35.18,18.41,0.39,22.46,0.54,1.65,0.13,28.5,73.22,,74.6,172.09,0.07,0.85,0.0,23.08,15-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
15-Sep-2019 - 00:00,17.93,44.13,2.39,29.64,22.88,36.23,18.81,0.34,20.23,0.47,1.51,0.08,27.72,77.84,,55.41,163.1,0.08,1.0,0.0,22.21,16-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
16-Sep-2019 - 00:00,11.96,30.2,1.95,21.24,24.04,30.06,17.76,0.36,23.41,0.37,1.36,0.07,28.07,80.0,,25.89,241.97,0.17,1.31,0.0,21.68,17-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
17-Sep-2019 - 00:00,12.26,24.18,2.26,22.23,26.56,32.21,16.98,0.39,17.22,0.4,1.34,0.07,28.91,82.04,,5.67,241.31,0.15,1.28,0.0,21.03,18-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
18-Sep-2019 - 00:00,14.15,33.19,1.8,25.31,30.55,36.83,17.16,0.44,16.58,0.54,1.73,0.1,28.99,80.78,,8.68,220.53,0.07,0.85,0.0,21.66,19-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
19-Sep-2019 - 00:00,14.19,27.05,3.15,24.97,24.49,33.33,17.22,0.44,29.5,0.47,1.59,0.08,29.44,86.25,,5.11,204.55,0.04,0.68,0.0,21.1,20-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
20-Sep-2019 - 00:00,13.63,31.51,3.42,29.93,20.14,35.05,17.4,0.38,26.42,0.4,1.35,0.06,29.32,82.11,,40.85,197.64,0.09,0.82,0.0,21.39,21-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
21-Sep-2019 - 00:00,24.86,54.86,2.45,33.76,27.57,42.12,19.2,0.58,14.21,0.66,2.03,0.1,29.21,86.02,,8.03,200.75,0.0,0.5,0.01,21.2,22-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
22-Sep-2019 - 00:00,26.72,59.25,1.57,47.11,30.63,54.59,20.72,0.51,13.24,0.6,1.87,0.11,28.78,83.75,,11.71,101.19,-0.0,0.44,0.0,21.54,23-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
23-Sep-2019 - 00:00,28.65,53.42,2.55,17.57,31.86,31.23,20.99,0.42,17.73,0.56,1.78,0.08,29.19,83.64,,15.67,109.97,-0.01,0.5,0.01,21.97,24-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
24-Sep-2019 - 00:00,28.29,63.36,2.73,25.22,30.66,36.81,20.79,0.49,18.18,0.69,2.09,0.11,28.81,85.5,,9.73,139.32,0.02,0.59,0.01,21.21,25-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
25-Sep-2019 - 00:00,10.66,32.97,2.6,8.44,23.34,19.27,18.15,0.34,22.15,0.39,1.13,0.03,28.82,85.79,,19.46,146.94,0.01,0.86,0.02,21.19,26-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
26-Sep-2019 - 00:00,3.76,19.78,1.34,8.38,18.31,16.55,17.94,0.31,16.82,0.25,0.89,0.02,29.03,84.42,,20.35,159.03,0.07,0.92,0.2,20.88,27-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
27-Sep-2019 - 00:00,15.79,32.17,1.59,8.14,21.51,18.07,19.29,0.28,19.62,0.3,1.07,0.02,28.8,80.14,,65.8,143.38,0.02,0.73,0.26,22.06,28-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
28-Sep-2019 - 00:00,8.06,23.55,3.1,11.0,21.52,20.39,18.25,0.38,17.32,0.34,1.1,0.03,29.09,76.41,,77.01,135.92,0.01,0.73,0.0,21.98,29-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
29-Sep-2019 - 00:00,18.66,38.18,3.21,12.58,22.06,21.96,19.76,0.46,16.85,0.51,1.5,0.03,29.32,79.77,,55.66,134.47,-0.02,0.66,0.02,21.73,30-Sep-2019 - 00:00,"Tirumala, Tirupati - APPCB"
30-Sep-2019 - 00:00,15.79,37.3,3.35,11.1,22.49,20.99,18.78,0.47,15.09,0.49,1.41,0.04,29.35,80.54,,36.72,123.98,0.01,0.65,0.0,21.7,01-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
01-Oct-2019 - 00:00,11.59,28.33,2.66,8.73,22.88,19.26,18.77,0.41,19.58,0.46,1.46,0.06,29.58,77.38,,69.99,139.36,0.02,0.57,0.02,22.48,02-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
02-Oct-2019 - 00:00,26.09,52.11,3.32,14.21,33.87,29.31,19.97,0.58,25.14,2.22,1.84,0.63,28.77,76.91,,31.92,117.58,-0.01,0.63,0.0,22.88,03-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
03-Oct-2019 - 00:00,25.84,51.44,2.42,13.22,30.02,26.7,20.43,0.45,25.07,0.64,1.76,0.09,29.1,80.78,,35.44,104.24,-0.0,0.65,0.15,21.9,04-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
04-Oct-2019 - 00:00,16.78,33.82,2.75,18.89,24.09,28.17,19.86,0.41,22.17,0.47,1.28,0.03,29.82,80.98,,59.28,154.0,0.02,0.55,0.19,21.63,05-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
05-Oct-2019 - 00:00,20.17,40.82,2.4,35.63,33.79,46.94,20.93,0.47,21.29,0.57,1.89,1.02,31.15,79.93,,71.76,109.3,0.01,0.51,0.01,22.03,06-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
06-Oct-2019 - 00:00,22.24,40.91,3.41,13.31,26.73,25.04,20.22,0.44,19.11,0.51,1.59,0.09,28.96,77.8,,64.99,141.96,0.02,0.56,0.0,22.24,07-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
07-Oct-2019 - 00:00,25.6,45.34,1.74,16.91,28.18,28.74,20.33,0.49,18.39,0.72,1.66,0.09,29.13,81.73,,30.95,164.77,0.01,0.44,0.39,21.73,08-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
08-Oct-2019 - 00:00,29.22,52.88,2.27,21.55,34.22,35.73,20.65,0.48,20.41,0.74,2.46,0.14,29.33,82.06,,30.17,125.53,-0.01,0.42,0.0,21.71,09-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
09-Oct-2019 - 00:00,25.18,48.96,2.05,7.89,25.98,20.24,19.92,0.36,23.8,0.42,1.45,0.04,29.35,80.8,,54.69,108.78,0.01,0.59,0.12,22.17,10-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
10-Oct-2019 - 00:00,22.24,41.66,3.32,5.55,24.12,17.35,19.27,0.3,23.6,0.32,1.01,0.01,29.27,80.96,,57.96,138.71,0.01,0.49,0.22,21.59,11-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
11-Oct-2019 - 00:00,23.36,46.41,4.9,17.83,29.8,30.36,19.19,0.41,17.22,0.47,1.64,0.07,29.5,81.38,,12.99,139.56,-0.03,0.45,0.0,21.78,12-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
12-Oct-2019 - 00:00,10.81,30.49,2.45,38.61,22.75,43.49,17.51,0.49,10.65,0.43,1.8,0.09,29.34,80.14,,71.93,95.43,0.0,0.45,0.04,21.95,13-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
13-Oct-2019 - 00:00,15.28,41.04,2.8,49.22,26.52,54.13,17.93,0.52,12.47,0.5,2.13,0.11,29.28,82.07,,47.95,113.34,-0.04,0.61,0.17,21.61,14-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
14-Oct-2019 - 00:00,7.01,26.33,3.91,27.06,20.66,32.99,17.17,0.33,12.8,0.37,1.48,0.06,29.28,80.29,,67.02,176.43,-0.04,1.01,0.01,21.91,15-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
15-Oct-2019 - 00:00,10.34,31.11,1.57,18.6,29.89,31.03,17.82,0.35,25.38,0.43,1.46,0.06,29.53,87.34,,13.45,246.04,-0.06,1.84,0.17,20.59,16-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
16-Oct-2019 - 00:00,7.33,22.61,2.74,26.9,27.52,36.5,16.69,0.4,18.65,0.41,1.53,0.07,29.11,87.18,,12.22,243.79,-0.04,1.38,0.15,20.24,17-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
17-Oct-2019 - 00:00,10.45,28.3,2.91,45.5,27.18,51.45,17.1,0.43,16.56,0.48,1.79,0.08,28.83,89.0,,2.76,246.71,-0.04,1.05,0.05,19.61,18-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
18-Oct-2019 - 00:00,6.04,26.47,2.85,25.55,24.2,33.64,17.08,0.42,16.47,0.38,1.61,0.07,29.08,86.72,,14.59,196.82,-0.06,0.92,0.01,20.45,19-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
19-Oct-2019 - 00:00,11.27,34.57,1.9,36.88,25.2,43.38,17.31,0.55,17.11,0.49,1.92,0.08,28.94,86.3,,16.5,227.92,-0.06,1.16,0.0,20.55,20-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
20-Oct-2019 - 00:00,8.02,26.3,2.72,29.71,28.77,39.45,16.61,0.49,18.99,0.41,1.52,0.07,29.15,87.12,,20.07,190.35,-0.06,1.06,0.23,20.48,21-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
21-Oct-2019 - 00:00,10.15,30.98,2.04,37.92,34.72,49.29,17.08,0.51,18.0,0.58,1.93,0.14,28.84,88.0,,5.58,257.67,-0.01,1.16,0.01,19.89,22-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
22-Oct-2019 - 00:00,6.47,24.14,1.7,22.8,38.39,38.96,16.48,0.53,18.46,0.48,1.66,0.11,28.73,88.61,,3.31,301.79,0.04,0.85,0.1,19.37,23-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
23-Oct-2019 - 00:00,6.43,25.74,2.09,21.19,46.76,42.06,13.57,0.46,16.23,0.5,1.66,0.12,28.97,81.64,,11.17,261.06,0.07,0.74,0.06,20.86,24-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
24-Oct-2019 - 00:00,4.29,20.74,2.27,10.07,27.31,22.71,14.52,0.11,16.72,0.32,1.0,0.04,28.86,83.66,,22.78,181.09,0.05,0.66,0.04,21.17,25-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
25-Oct-2019 - 00:00,9.82,31.19,4.36,14.25,26.71,25.77,17.2,0.15,16.91,0.44,1.31,0.06,28.45,81.07,,16.66,119.27,0.0,0.59,0.0,21.23,26-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
26-Oct-2019 - 00:00,9.49,30.78,4.6,1.74,13.5,8.56,17.52,0.32,24.86,0.36,0.97,0.01,28.62,80.74,,24.01,119.5,0.01,0.55,0.0,21.3,27-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
27-Oct-2019 - 00:00,16.15,41.85,4.66,15.1,24.76,25.45,17.41,0.71,19.33,0.4,1.36,0.06,28.47,78.61,,42.06,138.9,-0.04,0.89,0.0,21.75,28-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
28-Oct-2019 - 00:00,7.64,28.62,4.05,18.63,20.39,25.99,17.4,0.62,15.38,0.36,1.64,0.09,28.55,86.48,,23.2,218.15,-0.07,1.45,0.06,20.54,29-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
29-Oct-2019 - 00:00,4.0,24.14,4.99,13.08,24.27,23.54,15.15,0.81,22.7,0.32,1.31,0.04,28.74,88.1,,3.11,234.89,-0.09,1.81,0.26,19.69,30-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
30-Oct-2019 - 00:00,4.71,18.53,4.08,20.92,28.07,31.93,13.35,0.75,18.74,0.31,1.33,0.07,28.88,89.0,,3.64,179.9,-0.06,0.98,0.35,19.24,31-Oct-2019 - 00:00,"Tirumala, Tirupati - APPCB"
31-Oct-2019 - 00:00,6.99,25.97,5.82,12.86,27.33,24.99,13.63,0.67,17.54,0.31,1.11,0.05,28.82,85.64,,11.99,134.53,-0.03,0.9,0.0,20.0,01-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
01-Nov-2019 - 00:00,8.39,30.11,4.54,18.97,28.45,30.57,13.81,0.58,18.26,0.38,1.64,0.07,28.86,82.69,,43.36,143.19,-0.05,0.76,0.0,21.01,02-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
02-Nov-2019 - 00:00,13.77,40.71,6.08,30.51,31.13,41.37,14.08,0.74,16.66,0.52,2.02,0.1,28.82,80.64,,47.32,164.77,-0.05,0.94,0.0,21.21,03-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
03-Nov-2019 - 00:00,37.68,80.02,11.68,37.64,41.97,52.92,16.69,0.73,21.36,0.65,1.85,0.12,28.52,78.04,,54.47,213.72,-0.03,1.22,0.0,20.97,04-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
04-Nov-2019 - 00:00,48.27,93.84,7.15,34.44,58.63,59.36,16.94,0.71,27.7,0.81,1.62,0.11,28.63,63.79,,74.66,161.19,-0.02,0.7,0.0,21.12,05-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
05-Nov-2019 - 00:00,49.02,99.2,5.96,22.57,57.58,49.16,17.29,0.71,30.66,0.84,1.87,0.16,29.01,73.22,,63.1,272.15,0.01,1.03,0.0,21.55,06-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
06-Nov-2019 - 00:00,61.47,122.06,5.78,23.91,61.57,52.19,21.28,0.93,30.37,0.97,2.12,0.16,29.06,75.61,,35.36,215.67,0.01,0.74,0.0,21.3,07-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
07-Nov-2019 - 00:00,55.16,113.55,4.49,19.16,47.16,40.66,22.35,1.06,29.21,1.02,1.9,0.18,28.23,77.92,,24.7,158.62,0.0,0.49,0.0,21.3,08-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
08-Nov-2019 - 00:00,49.25,111.17,4.2,16.17,36.08,32.34,22.61,0.86,27.22,0.91,1.91,0.15,28.26,78.43,,19.69,176.7,0.01,0.46,0.0,21.61,09-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
09-Nov-2019 - 00:00,39.77,98.01,5.33,15.67,38.52,33.22,21.98,0.95,26.78,0.84,1.92,0.14,28.41,79.42,,36.42,122.44,0.0,0.64,0.0,21.68,10-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
10-Nov-2019 - 00:00,48.94,113.12,5.43,28.91,57.67,54.19,21.98,0.94,27.7,0.98,2.22,0.17,29.18,76.62,,37.76,224.49,0.01,0.73,0.0,21.39,11-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
11-Nov-2019 - 00:00,26.14,68.69,6.31,15.02,41.74,34.41,18.72,0.49,36.19,0.72,1.71,0.11,28.77,78.02,,57.33,229.72,-0.05,1.35,0.0,20.7,12-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
12-Nov-2019 - 00:00,12.72,40.59,4.26,9.04,20.67,18.35,18.13,0.66,34.41,0.53,1.6,0.07,28.44,81.92,,55.92,206.27,-0.1,1.61,0.0,20.42,13-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
13-Nov-2019 - 00:00,13.74,42.0,4.13,8.31,17.05,15.82,18.15,0.7,36.24,0.47,1.2,0.05,28.01,85.14,,31.16,233.53,-0.09,2.13,0.02,19.73,14-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
14-Nov-2019 - 00:00,5.79,27.5,4.69,17.99,21.41,26.01,17.43,0.96,23.8,0.52,1.46,0.09,28.08,87.97,,9.53,245.16,-0.07,1.62,0.17,19.44,15-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
15-Nov-2019 - 00:00,10.14,32.54,4.87,36.16,24.19,42.26,17.43,0.66,11.35,0.66,1.91,0.16,28.24,88.29,,3.66,271.18,-0.01,0.86,0.09,19.61,16-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
