from date,SR,Temp,VWS,NO,NO2,NOx,WS,CO,WD,Ozone,PM10,PM2.5,Benzene,Toluene,O Xylene,Eth-Benzene,MP-Xylene,BP,RH,SO2,to date,station
16-Apr-2019 - 00:00,212.71,31.91,2.55,5.64,36.21,23.92,1.42,1.16,216.28,47.64,329.26,299.5,0.0,0.25,0.0,0.0,0.03,760.09,28.39,5.89,17-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Apr-2019 - 00:00,292.79,29.58,1.21,3.9,35.86,26.09,1.23,0.93,225.14,54.72,103.34,45.41,0.0,0.13,0.0,0.0,0.0,761.44,32.5,9.15,18-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Apr-2019 - 00:00,302.37,31.91,1.7,3.71,33.65,25.0,1.23,0.96,50.6,52.44,114.31,53.98,0.22,1.68,0.0,0.06,0.07,757.17,31.73,9.26,19-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Apr-2019 - 00:00,352.56,33.65,1.15,8.52,46.08,29.84,0.88,0.94,77.57,65.04,99.62,46.27,3.79,0.12,0.22,0.0,0.05,758.97,28.93,6.01,20-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Apr-2019 - 00:00,296.58,35.2,0.95,8.63,58.28,37.92,0.54,1.12,197.15,25.73,144.18,71.06,2.87,0.0,0.31,0.05,1.12,761.35,25.45,8.18,21-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Apr-2019 - 00:00,297.68,36.92,1.38,9.34,57.76,39.6,0.69,1.05,253.43,22.12,154.53,77.99,1.43,0.05,0.1,0.0,0.82,762.75,23.33,7.18,22-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Apr-2019 - 00:00,298.96,38.39,1.75,7.67,48.16,29.13,1.3,1.03,255.76,49.3,162.4,70.14,1.3,0.0,0.09,0.0,0.75,762.05,21.9,7.79,23-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Apr-2019 - 00:00,282.06,39.45,1.44,3.75,42.58,25.36,0.99,1.75,268.14,52.92,158.07,79.52,0.48,0.0,0.0,0.0,0.23,760.15,20.54,7.18,24-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Apr-2019 - 00:00,259.28,39.46,1.55,3.62,40.99,25.87,1.38,1.8,267.58,61.48,154.13,76.36,0.17,0.0,0.0,0.0,0.0,759.42,20.3,8.32,25-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Apr-2019 - 00:00,275.02,38.64,2.48,3.84,38.23,24.98,1.09,1.88,291.63,45.75,213.37,106.34,0.3,0.0,0.0,0.0,0.09,759.32,23.27,7.23,26-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Apr-2019 - 00:00,286.29,40.08,1.76,4.53,39.42,25.47,0.89,1.4,224.27,61.82,181.14,96.13,0.13,0.06,0.0,0.0,0.0,759.95,23.42,9.73,27-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Apr-2019 - 00:00,265.64,39.96,1.73,6.0,75.13,42.92,0.93,1.16,216.81,59.79,304.53,152.51,0.86,2.42,0.67,0.74,1.17,758.17,18.99,7.32,28-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Apr-2019 - 00:00,255.28,39.4,3.2,11.2,73.51,45.9,0.61,1.05,226.93,23.11,222.44,120.72,1.28,3.61,0.54,0.49,1.35,759.05,18.14,11.76,29-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Apr-2019 - 00:00,266.99,38.75,1.93,5.96,24.28,16.94,0.92,1.22,247.65,22.55,213.07,114.65,0.75,2.35,0.25,0.4,0.72,759.92,19.96,12.04,30-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Apr-2019 - 00:00,301.31,38.53,-1.64,3.53,45.49,28.42,1.32,1.18,254.56,42.0,263.73,125.77,0.46,1.65,0.1,0.25,0.45,761.47,21.65,11.78,01-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-May-2019 - 00:00,250.99,38.68,1.42,4.88,33.77,31.8,0.74,0.98,176.5,73.06,311.56,158.98,0.71,1.51,0.12,0.13,0.48,763.07,20.8,10.56,02-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-May-2019 - 00:00,251.49,37.99,2.74,2.59,42.92,44.69,0.83,1.27,166.23,82.06,245.65,129.73,0.5,1.09,0.04,0.04,0.3,762.33,19.37,10.42,03-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-May-2019 - 00:00,260.96,37.75,1.25,2.96,47.87,38.15,1.05,1.32,97.93,55.72,332.45,173.19,0.58,1.34,0.11,0.09,0.38,761.08,20.22,7.7,04-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-May-2019 - 00:00,280.22,37.52,1.72,4.67,37.48,21.93,0.77,1.06,92.87,71.74,240.46,130.18,0.66,1.73,0.15,0.1,0.21,758.82,24.03,8.43,05-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-May-2019 - 00:00,294.67,37.16,1.92,5.71,37.33,24.24,0.61,1.36,228.22,64.94,211.92,112.82,0.67,2.08,0.17,0.18,0.42,757.52,28.49,9.27,06-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-May-2019 - 00:00,298.08,37.88,1.3,3.67,60.66,34.37,1.15,1.34,265.29,66.05,212.51,105.1,0.6,2.14,0.2,0.4,0.33,758.75,25.79,10.68,07-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-May-2019 - 00:00,302.32,38.28,-0.26,2.75,51.48,30.03,1.43,1.59,260.99,60.21,294.5,148.31,0.27,0.96,0.08,0.18,0.17,760.03,25.9,10.63,08-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-May-2019 - 00:00,292.8,37.31,1.4,3.17,29.56,18.41,1.53,1.23,254.96,59.54,363.06,190.5,0.31,1.29,0.13,0.3,0.26,759.2,29.7,9.78,09-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-May-2019 - 00:00,324.83,36.47,4.78,2.93,24.66,13.8,1.65,1.14,268.57,54.52,353.7,145.52,0.22,0.75,0.02,0.05,0.1,759.26,29.04,9.35,10-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-May-2019 - 00:00,278.53,34.73,2.03,7.85,16.73,16.22,1.22,1.41,254.75,52.5,207.42,98.25,0.29,1.14,0.06,0.14,0.13,758.85,38.3,7.65,11-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-May-2019 - 00:00,294.89,34.97,2.13,11.91,19.32,22.43,1.27,1.4,262.3,62.33,204.44,83.83,0.27,1.09,0.04,0.07,0.15,757.94,36.98,8.2,12-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-May-2019 - 00:00,266.47,33.33,-0.95,18.43,30.32,32.11,1.06,1.45,249.46,70.18,215.68,141.23,0.27,0.94,0.04,0.04,0.1,757.26,41.58,7.89,13-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-May-2019 - 00:00,298.97,36.46,1.31,13.87,31.8,32.36,0.95,1.32,254.18,68.33,259.43,109.7,0.33,1.03,0.05,0.05,0.16,760.08,33.53,8.65,14-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-May-2019 - 00:00,287.71,35.65,1.39,12.71,30.56,29.84,1.55,1.6,215.79,63.81,292.65,117.53,0.31,1.07,0.06,0.1,0.2,759.87,36.74,8.51,15-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-May-2019 - 00:00,251.42,35.92,1.16,10.42,33.03,28.27,1.28,1.48,242.84,64.02,327.1,232.85,0.25,0.9,0.04,0.04,0.18,758.97,36.64,7.74,16-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-May-2019 - 00:00,313.94,33.54,1.14,7.84,36.19,30.07,1.39,1.55,189.53,63.06,230.42,73.39,0.24,0.89,0.07,0.05,0.17,757.2,73.81,8.44,17-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-May-2019 - 00:00,263.06,29.54,1.24,7.92,33.75,26.11,1.14,1.54,237.46,64.47,147.24,51.33,0.21,0.77,0.05,0.12,0.17,755.5,87.47,8.44,18-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-May-2019 - 00:00,308.22,32.49,0.59,16.28,34.83,28.7,0.61,1.32,234.47,64.18,155.24,67.73,0.49,1.42,0.13,0.21,0.36,756.71,80.47,9.08,19-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-May-2019 - 00:00,266.87,35.0,0.03,18.81,30.83,17.0,0.64,1.09,258.26,64.13,228.43,77.69,0.72,2.2,0.37,0.29,0.83,757.51,73.05,14.3,20-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-May-2019 - 00:00,289.53,36.7,1.15,19.35,38.85,21.11,0.8,1.54,276.85,63.56,187.69,81.19,0.63,2.19,0.32,0.22,0.75,757.7,69.94,8.01,21-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-May-2019 - 00:00,264.42,36.77,1.64,27.4,28.48,35.06,0.67,1.21,210.63,49.23,219.23,81.23,0.53,2.09,0.19,0.17,0.61,758.72,70.69,7.47,22-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-May-2019 - 00:00,284.09,37.8,-0.69,13.68,35.81,31.74,0.9,1.16,203.55,60.3,225.7,80.09,0.34,1.32,0.11,0.13,0.43,760.3,69.63,7.71,23-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-May-2019 - 00:00,270.73,38.11,-0.43,5.12,34.96,23.55,1.3,0.81,266.5,65.83,229.25,80.56,0.16,0.67,0.05,0.13,0.17,763.4,43.94,8.65,24-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-May-2019 - 00:00,266.37,37.66,0.43,3.78,30.5,20.99,1.38,1.07,255.03,62.13,344.17,137.34,0.12,0.42,0.0,0.01,0.05,763.27,30.32,7.52,25-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-May-2019 - 00:00,310.16,38.09,0.5,6.79,31.49,26.13,0.64,1.55,192.88,65.36,143.47,64.21,0.21,0.44,0.01,0.02,0.09,761.54,24.65,9.16,26-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-May-2019 - 00:00,313.31,38.97,0.44,4.51,29.84,22.89,1.0,1.47,277.85,64.91,178.74,89.53,0.15,0.58,0.02,0.04,0.15,762.9,23.47,8.83,27-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-May-2019 - 00:00,314.5,39.37,0.45,4.63,35.53,26.15,0.94,1.15,260.4,64.99,161.79,75.97,0.24,0.9,0.06,0.12,0.27,762.17,26.56,7.55,28-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-May-2019 - 00:00,355.98,39.44,0.67,3.94,26.89,11.25,0.98,0.57,266.21,66.29,268.42,119.29,0.12,0.42,0.03,0.03,0.05,760.45,36.28,7.63,29-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-May-2019 - 00:00,289.35,40.33,0.38,3.88,36.66,21.46,0.99,1.08,270.38,58.93,231.15,115.0,0.25,0.89,0.02,0.03,0.2,761.48,34.69,8.49,30-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-May-2019 - 00:00,289.43,39.8,0.63,4.04,31.6,18.01,1.04,0.9,250.02,62.21,307.42,151.97,0.13,0.62,0.01,0.04,0.1,761.64,36.97,7.59,31-May-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-May-2019 - 00:00,288.45,39.62,0.75,4.41,35.07,19.35,0.83,0.8,260.57,60.32,139.03,79.71,0.19,0.91,0.03,0.07,0.12,761.29,36.64,8.81,01-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Jun-2019 - 00:00,291.35,40.69,0.46,3.93,26.66,14.45,1.12,0.93,268.41,61.76,211.9,119.82,0.15,0.65,0.02,0.08,0.13,760.46,35.36,7.88,02-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Jun-2019 - 00:00,294.5,41.23,0.56,3.4,26.78,14.49,1.13,0.86,269.8,62.29,159.99,87.95,0.07,0.32,0.02,0.16,0.08,760.66,35.08,7.48,03-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Jun-2019 - 00:00,288.5,41.01,0.62,3.67,33.77,18.59,1.29,0.72,277.89,61.65,273.85,137.57,0.14,0.59,0.02,0.1,0.08,757.95,33.75,8.41,04-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Jun-2019 - 00:00,294.1,40.28,0.57,3.97,31.49,18.33,1.49,0.7,268.97,61.08,227.33,126.26,0.08,0.51,0.0,0.03,0.05,750.81,34.92,8.01,05-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Jun-2019 - 00:00,308.45,39.03,0.52,4.49,31.81,17.86,1.29,0.8,262.07,68.75,329.93,150.02,0.11,0.59,0.06,0.14,0.16,743.72,41.12,8.36,06-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Jun-2019 - 00:00,278.55,39.31,0.49,7.53,30.75,19.79,1.03,0.67,243.7,69.12,214.34,95.59,0.16,0.63,0.04,0.07,0.21,741.02,39.83,8.4,07-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Jun-2019 - 00:00,294.11,40.02,0.29,25.99,46.83,44.25,0.46,0.92,234.01,69.98,200.81,98.2,1.32,4.53,0.67,0.44,1.65,735.57,34.68,10.46,08-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Jun-2019 - 00:00,289.2,40.42,0.47,13.23,42.2,33.85,0.57,0.84,232.43,66.03,206.89,95.72,0.9,3.16,0.46,0.37,1.12,731.67,31.1,9.12,09-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Jun-2019 - 00:00,293.77,41.45,1.07,2.56,26.7,17.14,1.1,0.61,278.0,67.45,181.61,83.71,0.11,0.51,0.03,0.11,0.09,732.21,33.4,7.89,10-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Jun-2019 - 00:00,275.45,40.45,0.81,3.01,28.07,17.94,1.14,0.96,268.53,70.77,194.14,91.33,0.08,0.53,0.01,0.13,0.03,732.82,33.89,8.21,11-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Jun-2019 - 00:00,253.68,39.63,0.46,3.15,33.74,20.59,1.46,0.89,256.29,67.69,164.77,66.38,0.05,0.44,0.01,0.09,0.02,736.81,32.88,7.9,12-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Jun-2019 - 00:00,205.07,39.33,0.46,5.66,36.52,21.9,0.97,0.71,237.99,71.32,188.85,74.6,0.16,0.82,0.05,0.22,0.06,731.36,27.76,7.1,13-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Jun-2019 - 00:00,288.49,36.06,1.25,3.52,28.13,15.14,1.5,0.88,221.64,65.48,101.88,45.64,0.11,0.55,0.01,0.09,0.03,728.32,36.91,6.9,14-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Jun-2019 - 00:00,214.23,37.44,1.52,3.0,25.96,13.58,1.01,0.86,274.56,70.22,126.24,46.9,0.04,0.32,0.01,0.06,0.0,730.52,33.53,6.79,15-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Jun-2019 - 00:00,268.77,37.36,1.5,11.36,38.35,11.27,1.55,0.53,258.12,8.44,153.1,61.76,0.02,0.15,0.0,0.0,0.0,730.39,34.45,6.8,16-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Jun-2019 - 00:00,272.41,36.34,1.44,6.35,35.71,14.42,1.7,0.59,258.7,20.68,173.28,55.35,0.0,0.05,0.0,0.01,0.0,729.36,37.5,6.97,17-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Jun-2019 - 00:00,288.14,36.25,1.42,5.54,38.25,19.77,1.73,0.71,256.18,19.61,166.81,69.37,0.02,0.09,0.0,0.0,0.0,729.54,36.89,6.66,18-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Jun-2019 - 00:00,204.15,33.52,0.78,10.86,37.55,27.0,1.82,0.57,219.84,33.33,111.94,60.86,0.03,0.22,0.01,0.1,0.01,731.59,43.63,7.32,19-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Jun-2019 - 00:00,217.04,33.55,0.78,14.18,30.28,26.56,0.62,0.54,177.87,32.97,65.06,33.53,0.24,1.79,0.1,0.87,0.03,729.78,43.95,6.51,20-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Jun-2019 - 00:00,282.57,34.1,0.67,6.93,34.9,22.62,1.06,0.43,258.31,28.49,126.07,62.6,0.16,1.08,0.04,0.05,0.22,727.26,46.97,5.57,21-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Jun-2019 - 00:00,198.14,32.57,0.78,10.81,35.74,26.75,0.8,0.63,225.61,28.27,132.87,52.14,0.47,2.59,0.14,0.16,0.81,725.87,63.04,6.44,22-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Jun-2019 - 00:00,302.07,36.68,0.53,8.41,41.75,28.55,0.91,0.62,228.02,27.9,216.69,89.74,0.04,0.52,0.0,0.0,0.06,728.21,51.56,5.37,23-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Jun-2019 - 00:00,246.86,36.82,0.55,9.07,46.48,29.88,0.91,0.54,240.71,23.81,482.69,210.38,0.09,0.71,0.01,0.0,0.09,728.91,51.9,6.37,24-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Jun-2019 - 00:00,140.36,35.5,0.32,13.83,51.69,34.41,0.64,0.82,222.05,31.46,344.17,163.87,0.36,2.44,0.25,0.22,0.99,726.85,54.71,7.24,25-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Jun-2019 - 00:00,269.77,37.73,0.16,8.05,44.1,25.69,0.98,0.6,122.43,52.92,206.79,106.29,0.07,0.56,0.0,0.01,0.14,727.55,47.99,5.69,26-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Jun-2019 - 00:00,270.66,36.57,0.46,9.07,38.37,23.67,1.37,0.73,280.39,39.6,148.51,72.02,0.2,0.52,0.0,0.0,0.1,728.22,52.44,5.94,27-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Jun-2019 - 00:00,304.1,36.48,0.87,9.17,34.24,23.35,1.06,0.64,253.87,25.71,134.83,60.67,0.15,0.77,0.05,0.02,0.26,729.49,53.76,5.32,28-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Jun-2019 - 00:00,297.25,37.37,0.75,7.5,27.15,20.09,1.35,0.62,258.25,26.93,152.16,74.43,0.01,0.43,0.01,0.01,0.07,730.57,51.29,4.44,29-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Jun-2019 - 00:00,274.63,37.23,0.83,8.82,24.97,20.2,1.36,0.64,256.42,32.69,154.87,80.73,0.01,0.22,0.0,0.0,0.04,730.69,51.82,4.66,30-Jun-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Jun-2019 - 00:00,315.17,36.84,1.4,8.77,23.5,18.39,1.4,0.67,262.04,36.11,153.07,74.37,0.0,0.16,0.0,0.0,0.0,730.39,53.43,4.81,01-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Jul-2019 - 00:00,309.17,37.64,1.05,10.08,25.46,16.63,1.26,0.54,268.99,37.0,143.07,80.83,0.02,0.37,0.0,0.0,0.07,730.37,51.66,4.8,02-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Jul-2019 - 00:00,311.11,35.66,1.12,12.83,31.29,22.04,0.94,0.92,197.89,27.31,117.47,62.14,0.05,0.66,0.0,0.0,0.17,729.26,51.76,5.15,03-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Jul-2019 - 00:00,282.59,34.3,1.13,14.48,23.15,17.81,1.25,1.02,267.67,36.93,119.89,55.81,0.02,1.14,0.1,0.07,0.43,731.96,61.95,4.88,04-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Jul-2019 - 00:00,238.77,34.24,0.68,14.69,23.94,22.33,1.43,0.71,232.28,26.89,154.84,69.27,0.03,0.76,0.0,0.01,0.16,730.08,82.45,5.15,05-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Jul-2019 - 00:00,274.41,34.9,0.31,16.25,23.64,24.57,1.53,0.63,233.46,21.04,164.31,67.71,0.06,0.58,0.0,0.0,0.09,731.6,75.26,4.99,06-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Jul-2019 - 00:00,308.72,35.45,0.29,17.45,21.81,24.37,1.43,0.56,245.41,19.94,188.62,78.54,0.0,0.28,0.0,0.0,0.04,732.52,62.48,4.95,07-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Jul-2019 - 00:00,304.21,35.56,0.34,20.46,23.09,27.16,1.33,1.05,242.95,45.31,177.38,76.19,0.09,0.22,0.11,0.0,0.02,731.61,61.8,5.32,08-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Jul-2019 - 00:00,290.14,36.55,0.25,24.11,19.48,28.35,1.63,0.85,251.19,45.45,213.15,89.16,0.01,0.26,0.01,0.0,0.02,731.18,53.22,5.2,09-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Jul-2019 - 00:00,262.92,36.26,0.37,25.43,14.87,27.14,1.9,0.78,246.74,29.1,257.63,100.68,0.0,0.26,0.0,0.0,0.04,732.08,48.02,5.04,10-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Jul-2019 - 00:00,255.17,35.97,0.31,21.53,23.31,27.37,1.63,0.86,248.43,30.03,222.59,100.12,0.01,0.16,0.01,0.01,0.02,731.48,47.47,4.97,11-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Jul-2019 - 00:00,264.62,35.97,0.35,39.48,20.2,38.32,1.89,0.69,257.5,30.47,238.34,96.2,0.0,0.08,0.0,0.0,0.0,730.85,48.19,5.6,12-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Jul-2019 - 00:00,256.54,35.67,0.35,12.73,34.3,27.68,2.04,0.67,250.84,30.14,202.51,97.02,0.0,0.06,0.0,0.0,0.01,728.99,48.07,5.76,13-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Jul-2019 - 00:00,280.49,35.94,0.4,12.25,25.59,21.84,1.96,0.82,251.96,31.34,197.59,87.29,0.0,0.01,0.0,0.0,0.0,728.55,47.08,6.22,14-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Jul-2019 - 00:00,218.6,35.26,0.41,11.62,34.58,25.11,2.12,0.77,254.71,47.13,322.51,176.98,0.0,0.02,0.0,0.0,0.0,729.3,48.77,5.7,15-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Jul-2019 - 00:00,126.67,34.77,0.26,13.03,26.1,20.17,1.96,0.58,253.67,43.24,434.05,151.27,0.0,0.06,0.0,0.0,0.02,729.92,49.4,5.91,16-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Jul-2019 - 00:00,138.74,34.62,0.28,16.86,23.64,23.28,1.47,0.92,250.09,35.83,281.88,109.27,0.0,0.26,0.0,0.0,0.02,728.3,50.12,6.61,17-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Jul-2019 - 00:00,211.29,34.64,0.3,13.33,26.85,24.49,1.36,0.78,249.34,32.52,159.26,90.33,0.0,0.27,0.0,0.05,0.01,727.27,50.85,5.6,18-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Jul-2019 - 00:00,284.59,36.19,0.36,13.24,30.31,25.53,1.16,0.79,262.11,26.85,131.48,64.31,0.0,0.1,0.0,0.0,0.01,728.44,47.43,5.48,19-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Jul-2019 - 00:00,184.33,34.96,0.37,19.32,37.57,32.98,0.78,0.87,187.02,30.29,126.11,71.61,0.34,0.61,0.4,0.08,0.12,727.75,50.12,6.1,20-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Jul-2019 - 00:00,242.97,35.3,0.44,18.3,37.47,34.6,0.55,0.66,152.05,34.63,150.76,64.58,0.0,0.08,0.0,0.0,0.0,727.81,51.83,5.78,21-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Jul-2019 - 00:00,324.88,35.95,0.36,16.93,34.1,31.5,0.67,0.96,163.94,32.03,140.38,67.31,0.52,1.06,0.0,0.0,0.17,729.03,51.69,5.9,22-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Jul-2019 - 00:00,292.38,33.96,0.34,16.02,31.85,29.79,0.68,0.75,171.04,33.06,119.95,54.34,3.21,6.7,0.83,1.21,0.97,728.79,57.89,5.76,23-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Jul-2019 - 00:00,312.9,35.92,0.33,15.12,33.32,30.44,0.67,1.04,214.39,33.35,112.17,207.45,0.18,0.79,0.0,0.0,0.01,729.6,54.58,9.01,24-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Jul-2019 - 00:00,265.42,36.69,0.37,16.41,33.26,31.07,1.15,1.11,242.1,34.71,125.18,56.32,0.09,1.35,0.02,0.05,0.16,730.16,51.1,7.29,25-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Jul-2019 - 00:00,198.31,35.67,0.29,13.82,25.36,24.68,1.47,1.13,248.55,25.88,246.36,95.9,0.17,0.53,0.01,0.0,0.04,729.72,49.88,8.0,26-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Jul-2019 - 00:00,192.57,35.06,0.3,11.95,24.56,22.76,1.37,0.99,256.82,30.31,308.5,130.89,0.13,0.27,0.01,0.03,0.02,730.52,52.53,7.85,27-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Jul-2019 - 00:00,135.52,33.7,0.35,9.27,21.41,19.66,1.42,0.95,253.49,41.8,254.96,167.31,0.02,0.18,0.0,0.01,0.03,730.09,56.63,7.57,28-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Jul-2019 - 00:00,69.82,28.7,0.36,11.72,20.37,18.64,1.03,0.98,261.72,20.42,221.1,105.82,0.27,0.47,0.02,0.01,0.1,727.22,72.55,7.78,29-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Jul-2019 - 00:00,204.85,32.51,0.36,20.73,30.3,33.22,0.74,1.74,119.86,29.24,148.39,322.98,0.17,1.1,0.02,0.0,0.33,729.22,63.7,17.75,30-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Jul-2019 - 00:00,224.41,34.09,0.28,26.02,25.67,27.42,0.54,0.81,147.11,29.11,184.61,94.1,0.02,0.44,0.01,0.0,0.03,729.28,59.47,7.58,31-Jul-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-Jul-2019 - 00:00,130.18,32.93,0.3,19.33,20.1,21.31,0.94,0.88,250.58,26.5,95.31,35.26,0.0,0.18,0.01,0.0,0.02,728.35,62.4,7.15,01-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
