from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
12-Aug-2019 - 00:00,36.52,1.02,32.6,8.79,28.22,22.17,21.8,18.21,,,,31.09,81.35,2.35,121.23,168.11,738.5,0.0,-0.01,13-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Aug-2019 - 00:00,33.41,1.19,20.8,7.13,27.28,20.31,5.7,26.24,,,,29.51,87.76,1.98,136.16,125.07,738.81,0.18,-0.05,14-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Aug-2019 - 00:00,34.14,1.32,24.71,6.64,18.63,15.31,5.14,10.58,,,,28.36,89.56,3.24,122.8,144.32,738.99,0.02,-0.1,15-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Aug-2019 - 00:00,35.42,1.01,31.83,6.18,15.84,13.45,7.16,21.99,,,,27.9,88.56,4.35,183.92,109.18,738.97,0.09,-0.12,16-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Aug-2019 - 00:00,34.92,0.93,25.56,6.25,17.18,14.22,5.32,10.62,,,,27.86,86.61,2.83,223.99,138.93,739.84,0.16,-0.04,17-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Aug-2019 - 00:00,35.13,1.08,25.97,6.71,21.27,16.77,5.47,7.22,,,,28.43,85.74,2.17,248.8,172.44,740.85,0.0,0.02,18-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Aug-2019 - 00:00,36.46,0.85,27.52,8.02,21.68,18.05,19.59,16.2,,,,29.78,81.84,2.03,209.29,220.64,742.34,0.0,-0.03,19-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Aug-2019 - 00:00,32.93,1.41,18.57,8.09,22.53,18.55,5.65,25.2,,,,28.44,88.62,1.51,113.6,116.52,742.69,0.05,-0.05,20-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Aug-2019 - 00:00,33.29,1.63,19.66,8.86,27.1,21.62,4.28,19.06,,,,28.0,90.45,1.59,118.78,139.26,742.1,0.03,-0.03,21-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Aug-2019 - 00:00,34.61,1.84,18.86,9.2,27.44,22.07,9.94,13.93,,,,26.61,94.36,1.44,113.86,78.35,741.11,0.2,-0.03,22-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Aug-2019 - 00:00,35.96,0.97,22.86,7.76,21.3,17.64,4.44,15.9,,,,25.82,96.19,1.87,80.19,77.01,741.17,0.9,-0.03,23-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Aug-2019 - 00:00,39.95,1.59,6.08,14.62,31.33,28.56,4.68,24.54,,,,29.0,88.72,1.15,118.86,174.24,741.32,0.0,-0.01,24-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Aug-2019 - 00:00,34.5,0.0,21.77,11.45,25.71,22.98,12.04,29.02,,,,28.14,90.21,2.17,146.19,131.3,741.48,0.01,-0.07,25-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Aug-2019 - 00:00,34.92,0.0,25.96,7.77,19.31,16.59,6.29,17.29,,,,28.8,87.86,3.0,144.26,172.47,740.98,0.03,-0.11,26-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Aug-2019 - 00:00,35.01,0.0,28.44,8.8,24.37,20.12,5.41,20.17,,,,28.94,87.66,2.76,145.25,183.19,740.72,0.0,-0.1,27-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Aug-2019 - 00:00,36.41,0.0,27.28,7.47,29.38,21.7,5.91,32.98,,,,30.37,84.53,2.96,142.38,192.09,740.0,0.01,-0.12,28-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Aug-2019 - 00:00,35.68,0.0,35.41,6.07,22.16,16.73,6.37,29.25,,,,30.94,82.09,2.98,164.74,210.93,741.31,0.0,-0.12,29-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Aug-2019 - 00:00,35.68,0.0,28.77,34.06,30.7,42.53,11.7,32.04,,,,30.45,84.67,2.31,159.2,172.14,742.26,0.0,-0.08,30-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Aug-2019 - 00:00,35.2,0.0,24.42,9.1,35.53,26.3,7.47,35.28,,,,29.65,86.93,1.51,112.59,181.02,740.18,0.21,-0.03,31-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-Aug-2019 - 00:00,37.0,0.0,25.23,12.78,37.42,30.31,6.58,26.14,,,,30.01,87.1,1.61,134.69,219.3,738.59,0.12,-0.05,01-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Sep-2019 - 00:00,35.73,0.0,21.99,5.81,27.77,19.49,5.97,40.94,,,,29.77,89.6,2.46,144.83,200.95,740.02,0.0,-0.12,02-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Sep-2019 - 00:00,33.65,0.0,24.9,21.75,42.56,40.32,8.38,39.15,,,,30.73,83.05,1.42,132.27,205.57,740.12,0.0,-0.05,03-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Sep-2019 - 00:00,34.13,0.0,24.22,15.22,39.8,33.54,7.15,34.98,,,,31.38,82.13,1.52,134.32,187.28,739.36,0.0,-0.06,04-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Sep-2019 - 00:00,36.97,0.0,24.2,9.22,37.24,26.39,6.31,21.75,,,,30.88,82.21,2.49,158.52,226.98,738.87,0.04,-0.11,05-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Sep-2019 - 00:00,34.26,0.0,21.51,8.61,31.1,23.55,6.04,28.49,,,,30.08,86.02,2.65,145.52,205.38,738.82,0.0,-0.12,06-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Sep-2019 - 00:00,33.79,0.0,24.16,8.99,34.62,25.73,5.77,27.32,0.62,1.81,1.76,30.44,84.29,2.51,148.47,217.0,738.12,0.0,-0.12,07-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Sep-2019 - 00:00,35.68,0.0,20.22,9.73,32.48,25.18,6.75,28.97,0.31,0.9,0.64,29.96,86.49,2.44,148.82,166.5,738.67,0.02,-0.09,08-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Sep-2019 - 00:00,34.3,0.0,22.62,6.82,24.27,18.45,5.51,24.77,0.21,0.61,0.39,30.12,85.15,3.04,135.07,241.72,739.38,0.01,-0.11,09-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Sep-2019 - 00:00,43.97,0.0,26.57,6.98,34.18,23.85,6.13,23.62,0.47,2.74,2.91,30.17,85.79,2.73,143.16,234.66,738.6,0.0,-0.09,10-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Sep-2019 - 00:00,42.68,,27.19,7.11,37.87,25.92,7.61,37.63,0.96,6.63,7.69,30.71,85.47,1.71,127.04,207.07,738.54,0.02,-0.03,11-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Sep-2019 - 00:00,43.14,,25.08,8.66,38.58,27.56,9.37,45.71,2.1,11.72,14.36,30.5,87.11,1.87,144.26,234.82,739.99,0.0,-0.05,12-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Sep-2019 - 00:00,39.33,,23.22,7.89,28.7,21.68,7.1,31.15,1.72,9.97,12.11,28.79,90.71,2.47,135.39,176.46,741.34,0.02,-0.09,13-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Sep-2019 - 00:00,31.66,,16.13,8.27,23.25,19.09,6.11,12.22,1.06,6.02,6.78,26.36,95.54,2.81,137.8,157.74,741.52,0.1,-0.09,14-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Sep-2019 - 00:00,31.85,,20.31,9.87,27.08,22.43,6.4,22.09,1.16,6.08,6.53,27.52,92.21,2.72,159.96,199.63,742.37,0.17,-0.08,15-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Sep-2019 - 00:00,31.89,,17.29,8.64,27.17,21.48,6.36,29.98,1.09,6.17,6.46,28.5,90.86,1.71,155.56,125.4,742.57,0.0,-0.05,16-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Sep-2019 - 00:00,31.99,,13.77,14.1,39.77,32.62,5.82,24.03,1.33,6.73,6.76,27.92,92.2,1.43,173.54,111.29,741.62,0.03,-0.02,17-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Sep-2019 - 00:00,32.25,,22.16,6.66,27.5,20.04,5.77,26.29,1.24,6.56,6.67,28.02,90.6,1.58,166.12,96.8,743.1,0.0,-0.04,18-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Sep-2019 - 00:00,32.24,,21.08,7.5,22.16,17.88,5.35,15.21,1.04,6.18,6.17,25.49,94.47,2.69,165.63,37.6,746.7,0.17,-0.09,19-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Sep-2019 - 00:00,32.39,,18.61,9.85,23.54,20.52,6.04,15.6,0.97,6.33,6.33,23.93,95.6,2.24,119.59,59.33,748.32,0.18,-0.05,20-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Sep-2019 - 00:00,32.64,,20.14,13.81,35.59,29.9,5.57,35.57,1.17,6.82,6.84,27.36,88.82,1.37,152.33,160.34,746.4,0.01,-0.02,21-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Sep-2019 - 00:00,33.02,,18.58,9.89,38.44,28.49,6.89,71.27,1.23,7.06,7.15,27.19,90.55,1.58,146.6,142.97,745.57,0.23,-0.05,22-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Sep-2019 - 00:00,32.16,,17.5,8.65,27.79,21.82,7.59,19.74,0.96,6.51,6.48,25.5,92.79,2.15,145.33,121.38,747.52,0.02,-0.06,23-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Sep-2019 - 00:00,32.39,,13.77,16.14,36.9,32.75,6.77,32.5,1.02,6.56,6.65,25.06,96.99,1.23,128.09,64.28,748.54,0.07,-0.02,24-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Sep-2019 - 00:00,31.33,,23.49,9.18,32.64,24.82,6.18,28.03,1.02,6.52,6.59,25.49,93.31,2.38,146.48,194.31,748.73,0.13,-0.07,25-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Sep-2019 - 00:00,31.33,,21.36,8.62,23.3,19.35,5.8,26.45,0.9,6.36,6.31,26.83,90.11,3.13,145.18,186.99,748.97,0.0,-0.1,26-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Sep-2019 - 00:00,32.5,,15.8,8.49,20.95,18.04,5.86,12.07,0.91,6.33,6.2,24.96,96.07,2.99,177.75,100.35,748.64,0.13,-0.09,27-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Sep-2019 - 00:00,33.86,,13.57,10.62,24.13,21.47,5.3,13.03,0.97,6.52,6.45,24.17,98.45,2.08,175.48,90.01,748.14,1.05,-0.04,28-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Sep-2019 - 00:00,34.69,,17.52,8.66,19.85,17.6,5.51,11.1,0.94,6.85,6.82,23.84,97.66,3.44,163.15,83.71,746.24,0.59,-0.09,29-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Sep-2019 - 00:00,36.43,,18.3,8.51,20.11,17.62,5.19,32.2,0.84,7.07,7.25,23.94,94.23,2.25,131.5,106.62,747.52,0.0,-0.05,30-Sep-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Sep-2019 - 00:00,35.62,,20.96,10.4,23.91,21.18,5.22,31.93,0.86,6.83,7.0,24.75,92.04,1.59,125.04,157.87,747.47,0.0,-0.04,01-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Oct-2019 - 00:00,34.68,,22.08,10.19,30.86,24.68,6.74,47.6,0.9,6.17,6.17,25.12,91.75,1.58,176.15,166.22,747.0,0.05,-0.03,02-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Oct-2019 - 00:00,34.47,,21.21,13.17,31.32,27.36,5.63,26.22,0.8,5.8,5.73,24.01,95.74,1.01,116.6,95.41,747.38,0.14,-0.01,03-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Oct-2019 - 00:00,34.28,,18.6,64.6,39.35,73.45,10.0,37.54,0.9,5.86,5.79,26.33,89.71,0.99,92.48,162.09,747.57,0.0,-0.02,04-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Oct-2019 - 00:00,34.15,,23.01,60.73,65.61,84.28,14.47,64.88,1.26,7.09,6.46,27.76,83.52,1.21,122.88,216.38,747.81,0.0,-0.0,05-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Oct-2019 - 00:00,34.4,,32.62,16.34,54.69,42.09,9.5,76.89,0.91,6.03,5.85,27.58,81.01,1.44,98.06,217.76,747.84,0.0,-0.01,06-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Oct-2019 - 00:00,33.34,,43.13,13.94,57.96,42.17,13.05,48.04,0.76,5.44,5.24,27.83,73.91,1.4,96.18,250.1,748.59,0.0,-0.02,07-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Oct-2019 - 00:00,33.8,,38.44,14.49,65.67,46.7,18.02,74.41,0.77,5.53,5.15,27.74,74.83,1.59,109.36,271.0,749.08,0.0,-0.01,08-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Oct-2019 - 00:00,33.5,,41.42,17.68,52.41,42.26,14.17,60.13,0.71,5.16,4.9,27.21,74.81,1.71,88.17,262.26,748.97,0.0,-0.01,09-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Oct-2019 - 00:00,33.52,,31.47,37.45,74.12,69.88,15.2,71.0,0.77,5.3,5.03,27.84,74.35,1.0,127.22,247.26,748.9,0.0,-0.03,10-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Oct-2019 - 00:00,33.98,,30.52,24.99,83.38,64.67,26.01,75.51,0.74,5.79,4.92,27.88,72.54,1.09,112.77,249.91,748.44,0.0,-0.0,11-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Oct-2019 - 00:00,33.9,,32.11,22.55,77.97,59.8,27.32,116.41,0.72,5.52,4.86,27.79,72.41,1.2,180.14,270.34,748.37,0.0,0.0,12-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Oct-2019 - 00:00,34.76,,34.49,42.25,78.09,75.88,26.92,94.86,0.66,5.09,4.71,28.08,66.96,1.45,183.31,328.51,749.06,0.0,-0.0,13-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Oct-2019 - 00:00,33.28,,36.59,56.43,92.71,95.19,37.94,92.51,0.73,5.73,4.37,27.69,67.78,0.92,132.09,320.76,749.49,0.0,-0.02,14-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Oct-2019 - 00:00,33.89,,44.47,12.67,78.54,52.09,22.77,104.63,0.66,4.76,4.12,28.2,68.53,1.03,212.88,266.95,750.32,0.0,-0.01,15-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Oct-2019 - 00:00,33.78,,44.93,11.35,70.34,46.64,11.91,87.1,0.56,4.51,4.01,27.69,73.06,1.24,169.33,264.69,750.99,0.0,-0.02,16-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Oct-2019 - 00:00,33.67,,41.8,14.77,68.17,48.22,10.42,117.62,0.53,4.41,3.97,27.5,74.85,1.24,165.29,256.61,751.45,0.0,-0.03,17-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Oct-2019 - 00:00,33.87,,33.12,12.12,66.49,45.23,10.26,109.57,0.69,5.52,4.91,27.42,73.09,1.2,180.41,257.86,751.34,0.0,-0.02,18-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Oct-2019 - 00:00,33.84,,42.79,10.76,60.35,40.85,13.15,78.86,0.55,5.3,4.65,26.93,76.19,1.43,170.6,241.13,751.39,0.0,-0.03,19-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Oct-2019 - 00:00,33.78,,35.49,17.27,65.98,49.14,12.23,95.53,0.48,4.49,4.08,26.77,78.69,1.15,152.39,223.2,752.16,0.0,-0.02,20-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Oct-2019 - 00:00,32.51,,30.27,6.9,63.11,39.18,20.03,124.77,0.46,4.09,3.64,26.19,83.24,0.84,163.9,181.81,751.81,0.0,-0.01,21-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Oct-2019 - 00:00,32.23,,45.69,6.32,58.49,36.25,37.95,128.87,0.44,3.91,3.47,25.53,74.07,1.8,147.67,204.02,749.88,0.0,-0.02,22-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Oct-2019 - 00:00,32.84,,43.55,22.92,84.41,63.53,38.85,121.15,0.6,5.24,4.54,25.2,65.76,1.86,149.37,246.29,747.88,0.0,-0.02,23-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Oct-2019 - 00:00,34.23,,42.58,41.65,100.16,87.14,38.62,131.03,0.65,5.61,4.78,24.91,66.26,1.0,174.18,187.14,747.31,0.0,0.0,24-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Oct-2019 - 00:00,33.88,,37.96,17.72,81.35,57.68,12.82,103.18,0.49,4.27,3.95,24.74,71.96,1.44,167.05,285.27,748.27,0.0,-0.05,25-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Oct-2019 - 00:00,34.35,,44.58,6.18,37.54,25.0,9.95,102.26,0.35,3.62,3.35,22.78,81.88,2.16,146.14,289.8,749.6,0.0,-0.08,26-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,27-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,28-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Oct-2019 - 00:00,34.28,,36.41,40.12,70.43,70.08,39.78,204.98,0.45,3.32,2.91,25.42,69.34,0.83,175.47,206.88,750.99,0.0,-0.01,29-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Oct-2019 - 00:00,35.79,,36.38,60.75,87.46,95.91,37.2,192.07,0.4,3.18,3.06,25.88,72.73,0.82,212.32,220.28,751.11,0.0,-0.01,30-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Oct-2019 - 00:00,35.95,,7.55,28.49,116.16,80.6,20.4,292.02,0.59,4.31,4.89,24.31,82.46,0.99,81.98,96.42,749.81,0.0,0.0,31-Oct-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-Oct-2019 - 00:00,34.19,,30.0,56.0,108.1,103.03,30.56,306.16,0.49,4.31,3.65,24.71,77.46,0.81,159.41,198.27,749.84,0.0,-0.01,01-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Nov-2019 - 00:00,34.04,,33.13,71.98,121.97,114.86,62.99,247.48,0.5,3.91,3.13,25.51,73.54,0.78,155.87,223.51,749.76,0.0,-0.01,02-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Nov-2019 - 00:00,34.09,,32.58,34.67,123.25,93.74,31.69,199.8,0.49,3.55,2.9,26.44,71.09,1.03,163.83,232.49,750.57,0.0,-0.01,03-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Nov-2019 - 00:00,34.1,,37.63,8.71,69.62,44.11,27.59,240.33,0.41,3.0,2.46,25.22,75.89,1.67,120.78,204.1,751.27,0.0,-0.03,04-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Nov-2019 - 00:00,34.05,,31.2,14.02,80.29,54.11,12.57,386.47,0.33,2.78,2.36,24.59,73.96,1.98,113.16,188.22,751.21,0.0,-0.02,05-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Nov-2019 - 00:00,34.1,,40.69,15.55,84.49,57.59,16.12,288.21,0.32,2.79,2.33,23.95,68.58,2.0,152.75,198.91,749.03,0.0,-0.01,06-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Nov-2019 - 00:00,33.72,,29.96,26.19,102.24,75.67,46.55,193.61,0.31,3.1,2.2,23.51,69.11,1.11,151.38,221.99,748.02,0.0,-0.02,07-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Nov-2019 - 00:00,34.03,,39.24,30.33,93.1,74.19,17.82,198.58,0.32,2.78,2.28,23.76,67.75,1.21,164.35,261.57,748.53,0.0,-0.02,08-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Nov-2019 - 00:00,33.26,,37.34,46.19,107.25,94.59,17.1,196.13,0.35,2.7,2.25,24.2,71.3,0.88,124.99,261.03,749.96,0.0,-0.02,09-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Nov-2019 - 00:00,33.47,,34.75,84.72,85.7,114.47,15.38,147.01,0.31,2.98,2.44,24.21,74.82,0.71,93.71,280.82,750.32,0.0,-0.01,10-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Nov-2019 - 00:00,33.05,,47.79,26.75,63.17,54.52,10.79,116.52,1.88,11.68,2.67,24.13,64.39,2.15,68.55,294.15,750.44,0.0,-0.04,11-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Nov-2019 - 00:00,32.36,,52.26,28.24,92.95,71.65,13.49,165.29,1.72,14.96,1.38,23.56,63.35,1.5,82.76,146.5,750.0,0.0,-0.0,12-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Nov-2019 - 00:00,31.85,,48.65,82.25,107.2,123.89,19.19,223.53,1.8,11.59,1.86,23.19,67.58,1.02,85.42,107.37,751.07,0.0,0.0,13-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Nov-2019 - 00:00,32.64,,40.45,74.72,105.8,124.08,28.0,261.53,2.33,12.66,2.57,22.84,70.52,0.73,142.07,104.81,752.87,0.0,-0.0,14-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Nov-2019 - 00:00,33.48,,36.68,56.05,89.93,93.41,18.35,228.22,2.45,11.86,2.77,22.71,72.36,0.55,106.97,130.07,753.33,0.0,-0.01,15-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Nov-2019 - 00:00,32.56,,37.72,85.83,80.49,112.59,24.95,234.62,1.85,9.64,2.18,22.06,76.24,0.56,101.89,130.41,752.22,0.0,-0.0,16-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Nov-2019 - 00:00,33.24,,25.03,76.52,90.36,110.27,47.74,289.49,2.23,10.46,2.98,23.15,75.48,0.63,134.24,114.47,751.5,0.0,-0.01,17-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Nov-2019 - 00:00,32.73,,40.44,4.99,38.53,24.55,14.29,135.83,1.17,7.78,1.22,23.06,68.55,2.99,98.5,165.59,751.32,0.0,-0.02,18-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Nov-2019 - 00:00,32.66,,35.48,17.52,49.36,40.49,10.38,101.03,1.06,7.4,0.92,21.87,66.17,2.33,83.23,158.56,751.91,0.0,-0.01,19-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Nov-2019 - 00:00,32.17,,27.65,59.29,80.22,90.87,64.82,175.26,1.43,9.16,1.37,20.93,69.93,1.04,174.14,131.61,751.57,0.0,-0.0,20-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Nov-2019 - 00:00,32.35,,35.72,77.62,89.14,110.51,39.12,225.66,1.63,9.25,1.72,20.93,71.46,0.68,119.23,148.53,752.03,0.0,-0.01,21-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Nov-2019 - 00:00,32.15,,38.47,40.8,79.89,75.67,17.89,180.73,1.37,7.38,1.54,20.71,73.07,0.69,122.24,134.4,753.41,0.0,-0.01,22-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Nov-2019 - 00:00,32.24,,35.39,24.7,84.86,65.23,23.8,220.21,1.36,7.69,1.46,20.93,75.86,0.71,142.59,123.54,753.56,0.0,-0.01,23-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Nov-2019 - 00:00,32.39,,36.07,17.6,79.86,56.78,44.23,232.64,1.34,7.81,1.16,21.68,72.07,1.29,132.87,138.33,752.86,0.0,-0.01,24-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Nov-2019 - 00:00,31.98,,41.13,8.78,48.58,32.98,16.73,264.0,1.01,6.44,0.91,22.8,67.52,2.44,98.07,137.46,751.69,0.0,-0.01,25-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Nov-2019 - 00:00,31.72,,28.37,31.61,68.06,61.9,29.65,264.0,1.04,6.4,0.93,21.35,73.98,0.99,119.62,72.64,752.78,0.0,-0.0,26-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Nov-2019 - 00:00,32.13,,27.71,56.53,83.8,90.53,18.49,231.93,1.37,6.81,1.25,21.82,78.63,0.64,127.98,123.49,752.46,0.0,-0.01,27-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Nov-2019 - 00:00,33.07,,42.13,8.02,65.6,41.41,12.97,247.96,1.16,6.75,0.96,22.27,77.4,1.55,154.57,104.84,752.49,0.0,-0.04,28-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Nov-2019 - 00:00,33.17,,45.89,7.89,47.25,31.55,16.41,192.2,0.92,6.24,0.52,22.78,78.12,2.34,152.17,124.49,752.61,0.0,-0.06,29-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Nov-2019 - 00:00,34.3,,23.25,30.92,46.63,49.94,9.27,59.15,0.77,5.97,0.55,18.91,86.89,1.84,122.84,43.09,753.35,0.02,-0.03,30-Nov-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Nov-2019 - 00:00,35.86,,23.51,15.73,50.32,39.55,13.37,77.87,0.81,6.18,0.59,20.06,85.54,1.33,89.29,22.08,753.22,0.0,-0.01,01-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
