from date,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NO,NOx,NO2,SO2,Ozone,to date,station
08-Aug-2019 - 00:00,741.1,23.08,76.09,293.61,31.64,-2.07,209.3,1.86,0.68,0.32,0.85,0.29,1.05,0.21,9.17,17.72,19.47,5.47,15.89,09-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Aug-2019 - 00:00,739.92,22.83,84.1,173.87,29.08,-2.0,227.73,1.44,0.68,0.32,0.85,0.29,1.05,0.23,9.1,17.58,19.32,4.53,43.86,10-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Aug-2019 - 00:00,741.56,14.46,80.86,303.59,30.83,-1.98,249.48,1.63,0.68,0.32,0.86,0.29,1.04,0.21,9.13,17.57,19.25,4.5,42.38,11-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Aug-2019 - 00:00,742.14,29.32,82.51,351.18,30.47,-2.08,219.71,1.69,0.68,0.32,0.86,0.29,1.05,0.28,8.93,17.09,18.65,4.94,51.03,12-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Aug-2019 - 00:00,741.75,31.64,80.85,326.21,30.96,-2.06,215.19,1.31,0.68,0.32,0.85,0.29,1.05,0.42,9.07,17.39,19.0,4.77,57.37,13-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Aug-2019 - 00:00,739.59,36.79,82.7,158.92,30.66,-2.07,189.78,1.12,0.68,0.32,0.85,0.29,1.05,0.48,9.31,18.0,19.8,4.17,69.46,14-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Aug-2019 - 00:00,739.05,13.03,80.92,130.44,29.92,-1.73,256.05,1.53,0.68,0.32,0.86,0.29,1.05,0.52,9.31,17.98,19.76,4.69,67.3,15-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Aug-2019 - 00:00,739.53,24.28,87.7,137.61,29.51,-1.53,221.52,1.57,0.67,0.32,0.85,0.29,1.05,0.6,9.05,17.52,19.29,4.94,67.27,16-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Aug-2019 - 00:00,739.1,16.95,86.01,108.48,28.7,-1.45,246.66,1.78,0.68,0.32,0.85,0.29,1.05,0.88,9.12,17.34,18.84,5.03,71.47,17-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Aug-2019 - 00:00,738.81,15.91,88.0,76.89,27.84,-1.36,246.64,1.16,0.68,0.32,0.85,0.29,1.05,1.08,9.29,17.77,19.39,4.63,42.57,18-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Aug-2019 - 00:00,740.51,5.25,87.99,200.9,26.91,-1.39,233.99,1.54,0.68,0.32,0.85,0.29,1.05,1.16,9.35,17.86,19.48,4.65,27.56,19-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Aug-2019 - 00:00,742.76,11.6,81.59,403.54,28.55,-1.76,203.93,1.65,0.68,0.32,0.85,0.29,1.05,1.39,9.3,17.72,19.27,4.35,37.1,20-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Aug-2019 - 00:00,744.25,18.14,77.79,523.88,29.67,-1.68,180.57,1.04,0.87,0.38,0.82,0.32,1.02,1.42,9.31,18.05,19.87,4.75,23.34,21-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Aug-2019 - 00:00,743.84,32.24,77.41,500.27,30.22,-1.78,184.41,1.08,1.35,0.51,0.73,0.38,0.94,1.53,9.2,17.58,19.16,4.9,38.1,22-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Aug-2019 - 00:00,742.96,35.82,77.38,433.69,29.83,-2.01,241.73,1.5,1.35,0.51,0.73,0.38,0.95,1.23,8.89,16.57,17.7,4.76,15.27,23-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Aug-2019 - 00:00,742.42,31.95,82.02,374.94,29.61,-1.9,211.4,1.63,1.35,0.51,0.73,0.38,0.95,0.86,8.13,13.35,12.72,5.13,41.62,24-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Aug-2019 - 00:00,742.89,37.42,84.46,400.53,28.61,-1.71,207.08,1.55,1.35,0.51,0.74,0.38,0.95,0.77,8.06,13.25,12.66,4.71,11.71,25-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Aug-2019 - 00:00,740.77,27.56,88.0,236.18,27.58,-1.47,245.05,1.23,1.35,0.51,0.73,0.38,0.95,0.73,7.96,12.98,12.28,4.61,23.74,26-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Aug-2019 - 00:00,741.69,16.93,77.29,333.24,30.24,-1.65,226.32,1.43,1.35,0.51,0.73,0.38,0.94,0.67,8.0,13.15,12.56,4.79,10.44,27-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Aug-2019 - 00:00,741.84,28.53,74.43,354.22,31.38,-1.99,208.91,1.55,1.35,0.52,0.74,0.38,0.95,0.58,7.85,12.85,12.2,4.65,27.84,28-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Aug-2019 - 00:00,741.34,33.77,78.24,305.62,31.67,-2.05,206.24,1.5,1.35,0.51,0.72,0.38,0.95,0.37,9.31,15.45,14.88,5.61,26.35,29-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Aug-2019 - 00:00,739.43,39.48,87.24,125.45,29.06,-2.1,256.36,1.42,,,,,,0.55,9.98,16.8,16.38,4.89,38.52,30-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Aug-2019 - 00:00,740.71,49.65,82.27,243.3,30.64,-2.06,211.54,1.34,,,,,,0.38,10.31,17.48,17.19,4.91,32.78,31-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
31-Aug-2019 - 00:00,741.52,64.85,79.02,311.6,31.19,-2.1,184.3,1.46,,,,,,0.51,10.07,16.92,16.47,4.94,38.52,01-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Sep-2019 - 00:00,739.34,52.66,86.39,127.36,29.44,-2.06,288.57,1.48,,,,,,0.45,10.17,16.91,16.29,4.42,44.4,02-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Sep-2019 - 00:00,740.03,34.7,79.06,208.0,30.64,-2.07,203.74,1.36,,,,,,0.31,10.16,17.11,16.68,4.81,33.89,03-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Sep-2019 - 00:00,740.43,43.83,79.11,235.9,30.85,-2.08,193.86,1.59,0.0,0.0,0.0,0.0,0.0,0.23,10.02,17.12,16.93,4.69,44.96,04-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Sep-2019 - 00:00,739.8,48.1,87.73,151.39,29.18,-1.9,262.33,1.38,0.0,0.0,0.0,0.0,0.0,0.14,10.3,17.02,16.32,4.3,47.49,05-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Sep-2019 - 00:00,738.62,31.04,85.5,75.96,29.09,-1.85,246.42,1.31,0.0,0.0,0.0,0.0,0.0,0.1,10.24,17.59,17.49,5.56,35.34,06-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Sep-2019 - 00:00,739.3,31.32,79.88,157.45,30.38,-2.07,202.62,1.81,0.0,0.0,0.0,0.0,0.0,0.33,11.2,17.96,17.72,5.55,26.19,07-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Sep-2019 - 00:00,739.09,58.88,83.83,123.17,30.27,-2.0,226.07,1.46,0.0,0.0,0.0,0.0,0.0,1.14,8.0,13.13,12.52,4.57,26.81,08-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Sep-2019 - 00:00,739.28,50.18,80.9,149.55,30.76,-1.99,208.57,1.39,0.0,0.0,0.0,0.0,0.0,1.18,8.04,13.0,12.25,4.81,14.45,09-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Sep-2019 - 00:00,738.76,52.14,79.14,115.64,30.67,-2.02,202.68,1.61,0.0,0.0,0.0,0.0,0.0,0.99,8.11,13.15,12.37,4.81,37.4,10-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Sep-2019 - 00:00,738.26,60.91,80.82,69.12,30.75,-1.98,199.81,1.68,0.0,0.0,0.0,0.0,0.0,0.12,8.18,13.36,12.67,5.05,26.26,11-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Sep-2019 - 00:00,738.7,57.34,84.4,85.71,30.1,-1.86,228.58,1.77,0.0,0.0,0.0,0.0,0.0,0.1,8.42,13.83,13.23,6.35,54.86,12-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Sep-2019 - 00:00,738.59,62.29,84.01,90.89,31.38,-2.06,291.2,1.53,0.0,0.0,0.0,0.0,0.0,0.05,8.03,12.81,11.86,5.08,15.75,13-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Sep-2019 - 00:00,738.75,40.61,82.56,104.77,30.55,-2.02,208.47,1.58,0.0,0.0,0.0,0.0,0.0,0.05,8.36,13.64,12.91,4.52,37.58,14-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Sep-2019 - 00:00,739.12,35.83,82.48,125.69,29.86,-1.97,251.4,1.79,0.0,0.0,0.0,0.0,0.0,0.03,8.29,13.61,12.93,4.41,46.04,15-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Sep-2019 - 00:00,738.33,33.68,81.83,72.92,29.81,-1.99,216.36,1.65,0.0,0.0,0.0,0.0,0.0,0.01,8.38,13.86,13.3,4.47,41.46,16-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Sep-2019 - 00:00,739.52,47.31,79.92,170.97,29.5,-1.96,187.23,1.58,0.0,0.0,0.0,0.0,0.0,0.11,8.02,13.13,12.49,4.46,58.55,17-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Sep-2019 - 00:00,738.96,53.65,76.85,208.95,29.57,-1.92,230.45,1.45,0.0,0.0,0.0,0.0,0.0,0.2,8.07,13.26,12.63,4.52,53.93,18-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Sep-2019 - 00:00,738.65,56.29,76.28,189.94,29.59,-2.03,221.6,1.43,0.25,0.16,0.22,0.12,0.29,0.2,8.11,13.24,12.53,5.1,53.35,19-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Sep-2019 - 00:00,738.52,18.89,78.93,132.73,28.41,-1.96,255.7,1.77,0.8,0.51,0.73,0.38,0.95,0.16,8.09,13.18,12.45,5.05,51.73,20-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Sep-2019 - 00:00,738.84,19.11,73.12,186.78,28.72,-1.94,222.94,1.64,0.81,0.51,0.72,0.38,0.95,0.13,7.7,12.38,11.62,4.66,44.2,21-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Sep-2019 - 00:00,738.5,32.92,68.97,175.33,29.51,-1.95,204.14,1.58,0.8,0.51,0.73,0.38,0.95,0.13,8.14,13.17,12.35,4.87,39.78,22-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Sep-2019 - 00:00,738.2,31.82,78.7,102.71,27.87,-1.84,252.0,1.54,0.8,0.51,0.73,0.38,0.95,0.08,8.3,13.55,12.84,5.4,38.7,23-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Sep-2019 - 00:00,740.83,18.62,72.56,338.06,28.51,-1.9,213.67,1.52,0.8,0.51,0.73,0.38,0.95,0.35,8.88,14.83,14.34,5.2,23.27,24-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Sep-2019 - 00:00,739.33,44.38,76.75,192.47,28.99,-1.92,190.74,1.74,0.8,0.51,0.73,0.38,0.95,1.18,8.42,13.58,12.75,4.78,18.42,25-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Sep-2019 - 00:00,737.66,57.45,80.44,59.62,28.97,-1.83,233.98,1.47,0.79,0.51,0.73,0.38,0.95,0.97,8.08,13.3,12.72,4.84,18.21,26-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Sep-2019 - 00:00,737.81,42.57,85.0,112.52,28.28,-1.82,243.93,1.54,0.8,0.51,0.73,0.38,0.95,0.66,8.1,13.32,12.72,4.97,16.59,27-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Sep-2019 - 00:00,738.29,24.52,85.03,178.45,27.11,-1.62,211.9,1.58,0.8,0.51,0.73,0.38,0.95,0.56,8.41,13.91,13.32,4.85,14.48,28-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Sep-2019 - 00:00,738.01,21.18,82.2,167.47,26.99,-1.75,176.96,1.66,0.8,0.51,0.73,0.38,0.95,0.29,8.25,13.63,13.06,7.23,12.41,29-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Sep-2019 - 00:00,737.31,11.24,88.0,184.02,24.41,-1.46,246.45,1.69,0.8,0.51,0.73,0.38,0.95,0.0,8.72,14.19,13.4,4.7,,30-Sep-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Sep-2019 - 00:00,738.58,14.6,85.95,293.02,26.18,-1.52,252.02,1.56,0.8,0.51,0.73,0.38,0.95,0.15,8.36,13.56,12.8,4.68,17.62,01-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Oct-2019 - 00:00,739.25,20.2,84.32,335.07,26.84,-1.38,223.26,1.5,0.8,0.51,0.73,0.38,0.95,0.2,8.62,14.13,13.44,3.98,22.15,02-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Oct-2019 - 00:00,738.83,22.45,80.1,329.31,26.88,-1.69,202.72,1.63,0.8,0.51,0.72,0.38,0.95,0.17,8.65,14.24,13.58,4.82,26.42,03-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Oct-2019 - 00:00,737.19,28.25,76.33,228.98,27.15,-1.87,183.97,1.56,0.79,0.51,0.73,0.38,0.95,0.14,8.44,13.79,13.08,4.18,32.46,04-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Oct-2019 - 00:00,737.92,32.66,83.62,249.59,25.82,-1.81,169.76,1.14,0.8,0.51,0.74,0.38,0.95,0.1,8.59,14.15,13.54,4.69,27.01,05-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Oct-2019 - 00:00,737.4,33.01,76.03,239.63,25.83,-1.83,214.47,1.09,0.8,0.51,0.73,0.38,0.95,0.04,12.02,20.59,20.37,8.07,28.64,06-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Oct-2019 - 00:00,737.44,36.48,77.45,233.1,26.29,-1.89,193.25,1.03,0.8,0.51,0.73,0.38,0.95,0.0,12.12,20.99,20.99,3.16,32.57,07-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Oct-2019 - 00:00,737.19,46.39,80.52,208.39,26.48,-1.78,190.99,1.05,0.8,0.51,0.73,0.38,0.96,0.07,8.64,14.17,13.61,5.24,27.6,08-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Oct-2019 - 00:00,737.95,40.3,74.51,283.35,26.06,-1.77,197.72,1.48,0.79,0.51,0.73,0.38,0.96,0.43,8.24,13.32,12.51,4.7,22.69,09-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Oct-2019 - 00:00,737.35,50.64,74.72,204.16,26.03,-1.74,171.95,1.87,0.8,0.51,0.73,0.38,0.95,0.65,8.19,13.31,12.56,4.44,25.05,10-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Oct-2019 - 00:00,737.18,55.87,68.68,117.88,26.13,-1.82,203.32,1.66,0.8,0.51,0.73,0.38,0.96,0.55,8.17,13.45,12.83,4.47,35.48,11-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Oct-2019 - 00:00,738.58,43.63,73.53,196.9,25.91,-1.73,195.98,1.74,0.8,0.51,0.73,0.38,0.95,0.16,8.46,13.63,12.89,4.89,26.21,12-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Oct-2019 - 00:00,739.06,42.8,74.41,226.22,26.11,-1.82,198.77,1.63,0.8,0.51,0.72,0.38,0.95,0.26,8.38,13.91,13.36,14.58,28.79,13-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Oct-2019 - 00:00,739.21,50.37,75.05,232.56,26.27,-1.72,202.28,1.55,0.8,0.51,0.73,0.38,0.96,0.2,8.36,13.57,12.8,4.07,51.87,14-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Oct-2019 - 00:00,738.84,55.81,76.95,199.14,26.48,-1.5,215.78,1.63,0.8,0.51,0.73,0.38,0.95,0.07,9.36,14.05,15.16,7.98,47.92,15-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Oct-2019 - 00:00,738.46,63.71,78.41,168.82,26.46,-1.38,237.39,2.01,0.8,0.51,0.73,0.38,0.95,0.11,8.25,13.37,12.62,0.73,52.95,16-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Oct-2019 - 00:00,737.16,70.21,74.72,90.14,26.51,-1.35,220.85,1.85,0.8,0.51,0.73,0.38,0.95,0.12,8.11,13.47,12.99,8.03,63.4,17-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Oct-2019 - 00:00,736.82,70.91,72.91,78.76,26.29,-1.45,239.06,1.98,0.8,0.51,0.73,0.38,0.95,0.46,8.24,13.52,12.91,1.22,67.22,18-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Oct-2019 - 00:00,738.19,56.57,66.65,192.68,25.97,-1.38,227.81,1.95,0.79,0.51,0.73,0.38,0.95,0.38,8.46,13.66,12.82,2.73,63.47,19-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Oct-2019 - 00:00,738.89,52.35,64.7,251.78,25.67,-1.42,201.8,1.57,0.8,0.51,0.73,0.38,0.95,0.31,8.32,14.08,13.8,4.37,56.37,20-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Oct-2019 - 00:00,738.95,44.61,58.52,279.48,24.97,-1.4,186.87,1.44,0.8,0.51,0.73,0.38,0.96,0.23,8.22,13.61,13.09,4.69,59.9,21-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Oct-2019 - 00:00,738.98,39.44,54.87,291.05,24.49,-1.38,182.77,1.46,0.8,0.51,0.73,0.38,0.95,0.25,8.4,13.88,13.32,4.62,68.1,22-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Oct-2019 - 00:00,739.03,40.53,57.2,289.83,24.6,-1.36,171.15,1.17,0.8,0.51,0.73,0.38,0.95,0.24,8.28,13.7,13.17,4.35,58.0,23-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Oct-2019 - 00:00,739.06,40.88,57.47,280.67,24.52,-1.33,214.29,1.84,0.8,0.51,0.73,0.38,0.95,0.24,8.15,13.25,12.54,8.58,74.1,24-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Oct-2019 - 00:00,739.09,67.79,63.01,212.92,24.94,-1.24,182.03,1.84,0.85,0.51,0.73,0.38,0.95,0.36,8.02,13.02,12.33,5.42,78.37,25-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Oct-2019 - 00:00,738.76,94.64,68.39,73.84,24.95,0.16,116.21,1.92,1.02,0.63,0.82,0.5,1.2,0.5,10.71,16.84,15.29,3.39,63.39,26-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Oct-2019 - 00:00,736.72,103.59,68.39,144.99,24.43,0.16,98.43,1.94,1.72,0.98,1.12,0.81,2.0,0.35,10.81,17.19,15.84,4.84,64.11,27-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Oct-2019 - 00:00,737.79,117.7,69.15,136.06,23.77,0.19,97.48,1.72,2.32,0.98,1.29,0.77,2.25,0.52,12.89,21.06,20.0,11.55,51.39,28-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Oct-2019 - 00:00,736.95,114.3,67.59,85.0,24.07,0.19,106.55,1.78,2.34,1.08,1.35,0.79,2.15,0.47,13.42,28.06,32.12,28.55,43.41,29-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Oct-2019 - 00:00,736.93,96.76,74.87,70.6,24.4,0.19,109.4,1.8,1.94,0.98,1.28,0.74,2.05,0.3,8.69,16.65,17.9,15.3,42.33,30-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Oct-2019 - 00:00,736.8,93.67,74.77,55.28,24.41,0.21,110.83,1.59,1.63,0.83,1.08,0.63,1.8,1.71,9.63,18.34,19.61,11.16,34.7,31-Oct-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
31-Oct-2019 - 00:00,736.44,95.02,68.41,49.29,24.54,0.21,147.5,1.58,0.98,0.52,0.68,0.38,1.28,0.86,10.5,20.13,21.66,10.65,38.75,01-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Nov-2019 - 00:00,736.44,89.69,67.94,56.29,24.46,0.25,106.92,1.87,0.98,0.52,0.69,0.38,1.27,0.23,10.65,20.29,21.71,12.16,43.2,02-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Nov-2019 - 00:00,736.35,79.01,68.22,44.82,23.64,0.32,120.88,1.57,0.98,0.52,0.68,0.38,1.28,0.35,10.49,19.72,20.91,13.21,40.78,03-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Nov-2019 - 00:00,736.46,94.49,67.12,50.69,24.0,0.36,137.36,1.5,0.98,0.52,0.67,0.38,1.27,0.3,10.52,19.75,20.95,11.81,46.38,04-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Nov-2019 - 00:00,736.57,75.56,70.06,54.44,23.73,0.42,153.26,0.91,0.98,0.52,0.68,0.38,1.28,0.63,10.62,19.96,21.19,11.07,39.83,05-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Nov-2019 - 00:00,736.48,46.47,62.2,70.42,23.72,0.49,111.11,1.47,0.98,0.52,0.68,0.38,1.28,0.2,10.41,19.76,21.09,14.91,48.94,06-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Nov-2019 - 00:00,735.68,38.56,53.71,50.81,23.82,0.57,120.91,1.98,0.97,0.52,0.67,0.38,1.28,0.11,10.13,19.14,20.35,16.07,46.7,07-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Nov-2019 - 00:00,737.29,47.75,74.68,88.18,21.8,0.83,98.64,2.02,0.98,0.52,0.68,0.38,1.29,0.02,10.42,19.61,20.79,13.46,33.27,08-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Nov-2019 - 00:00,738.34,40.41,74.89,155.33,22.41,1.49,140.83,1.27,0.99,0.53,0.68,0.38,1.29,0.61,9.92,18.84,20.12,11.75,26.21,09-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Nov-2019 - 00:00,737.03,34.58,56.57,129.8,23.2,2.28,87.89,1.56,0.98,0.52,0.69,0.38,1.29,0.44,9.88,18.9,20.29,10.89,38.08,10-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Nov-2019 - 00:00,737.56,52.06,69.67,125.43,21.43,2.75,126.4,1.68,0.98,0.52,0.69,0.38,1.28,0.21,9.8,18.62,19.89,11.68,46.64,11-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Nov-2019 - 00:00,737.94,73.89,75.59,132.48,20.87,2.75,100.26,1.31,0.98,0.52,0.68,0.38,1.28,0.39,10.1,19.33,20.77,12.07,45.84,12-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Nov-2019 - 00:00,737.96,68.73,76.41,128.87,21.24,2.81,116.89,1.42,0.99,0.53,0.68,0.38,1.28,0.3,9.97,18.63,19.66,10.93,33.46,13-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Nov-2019 - 00:00,737.31,56.29,72.14,102.64,21.38,2.86,148.39,1.38,0.99,0.52,0.68,0.38,1.29,0.66,9.79,18.68,20.02,12.61,27.96,14-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Nov-2019 - 00:00,736.41,51.05,71.08,42.95,22.08,2.88,110.2,1.61,0.98,0.52,0.68,0.38,1.28,0.48,10.2,19.37,20.67,16.16,25.62,15-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Nov-2019 - 00:00,736.59,58.12,72.15,42.62,22.79,2.81,151.5,1.31,0.98,0.52,0.69,0.38,1.27,0.2,10.18,19.34,20.66,10.92,20.38,16-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Nov-2019 - 00:00,736.48,58.76,70.95,41.93,22.52,2.75,108.95,1.34,0.98,0.52,0.68,0.38,1.27,0.02,10.36,19.74,21.14,10.57,27.35,17-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Nov-2019 - 00:00,736.33,35.13,70.01,41.24,21.73,2.84,109.79,1.06,0.98,0.52,0.68,0.38,1.28,0.0,10.17,19.27,20.54,10.94,31.46,18-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Nov-2019 - 00:00,736.9,54.5,73.75,64.41,20.91,2.59,106.28,1.48,0.98,0.52,0.67,0.38,1.27,0.38,10.14,19.19,20.43,14.43,32.81,19-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Nov-2019 - 00:00,737.04,48.98,74.76,119.41,20.98,1.78,103.05,1.33,0.98,0.52,0.69,0.38,1.28,0.63,9.85,18.48,19.55,10.88,30.83,20-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Nov-2019 - 00:00,736.6,65.74,69.36,50.15,20.56,2.69,108.49,1.94,0.98,0.52,0.68,0.38,1.28,0.28,9.84,18.39,19.38,18.86,47.28,21-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Nov-2019 - 00:00,735.9,56.99,60.05,33.78,21.01,2.91,120.92,1.8,0.98,0.52,0.68,0.38,1.27,0.32,9.9,18.75,20.0,19.91,36.11,22-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Nov-2019 - 00:00,736.65,68.32,76.91,18.62,20.36,2.75,128.27,1.27,0.98,0.52,0.68,0.38,1.28,0.28,10.0,18.93,20.17,16.14,14.79,23-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Nov-2019 - 00:00,736.99,70.98,77.27,145.51,21.48,2.55,125.95,1.0,0.98,0.52,0.68,0.38,1.29,0.08,10.18,19.27,20.52,12.66,15.96,24-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Nov-2019 - 00:00,735.93,24.67,57.58,112.07,22.24,2.66,113.38,1.73,0.98,0.52,0.68,0.38,1.29,0.03,9.9,18.9,20.28,11.03,26.71,25-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Nov-2019 - 00:00,736.36,24.88,53.29,164.48,21.0,2.88,134.28,1.64,0.98,0.52,0.69,0.38,1.29,0.35,10.06,19.32,20.81,19.42,39.75,26-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
