from date,Benzene,Toluene,Xylene,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,RF,CO,NO,NO2,NOx,Ozone,SO2,to date,station
13-Aug-2019 - 00:00,2.03,2.75,0.64,746.8,34.66,82.19,181.69,27.38,-0.2,355.47,2.69,0.31,0.52,25.02,18.47,30.16,12.52,21.24,14-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Aug-2019 - 00:00,2.72,4.02,0.84,746.81,37.72,82.79,191.98,27.46,-0.2,355.08,1.9,0.04,0.51,25.09,19.53,30.78,12.5,25.83,15-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Aug-2019 - 00:00,0.36,0.22,0.36,747.08,24.73,79.56,196.58,27.0,-0.2,355.45,4.54,0.0,0.34,16.31,18.0,22.84,12.65,20.15,16-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Aug-2019 - 00:00,0.23,0.31,0.36,746.3,20.67,92.27,79.62,27.05,-0.2,355.44,3.92,0.58,0.43,21.22,15.03,25.26,12.78,23.86,17-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Aug-2019 - 00:00,1.5,1.61,0.69,746.04,18.23,94.15,85.59,27.79,-0.2,355.51,3.44,0.65,0.42,39.11,15.72,40.17,12.91,31.76,18-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Aug-2019 - 00:00,0.92,1.71,0.96,746.34,26.71,90.38,124.64,27.72,-0.2,355.53,1.74,2.3,0.52,40.6,17.12,42.11,12.8,20.22,19-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Aug-2019 - 00:00,2.65,6.65,1.61,746.8,41.22,80.47,269.45,27.53,-0.2,355.35,1.57,0.0,0.77,30.17,18.96,34.61,12.83,25.63,20-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Aug-2019 - 00:00,1.99,3.49,0.8,746.92,47.12,78.85,261.36,27.84,-0.2,355.19,2.81,0.0,0.6,21.7,22.7,29.73,12.83,15.11,21-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Aug-2019 - 00:00,2.65,4.17,0.77,747.11,59.29,72.3,240.89,27.71,-0.2,355.3,2.1,0.0,0.66,18.52,22.9,27.24,12.82,28.5,22-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Aug-2019 - 00:00,3.7,5.45,0.91,746.69,45.32,82.72,102.79,27.71,-0.2,355.45,1.43,0.06,0.65,23.19,21.48,30.27,12.93,37.97,23-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Aug-2019 - 00:00,5.76,12.27,2.55,746.85,72.64,74.96,227.19,27.49,-0.2,355.38,1.06,0.0,0.85,24.3,23.13,32.06,12.89,30.92,24-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Aug-2019 - 00:00,2.21,5.76,1.37,746.76,47.39,82.66,125.17,27.14,-0.2,355.39,1.28,0.78,0.57,23.39,19.18,29.23,12.83,32.58,25-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Aug-2019 - 00:00,1.41,2.36,1.1,746.38,,89.83,146.36,27.4,-0.2,354.14,0.95,0.88,0.52,22.52,17.58,27.67,13.0,16.14,26-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Aug-2019 - 00:00,2.11,3.99,1.34,746.79,,84.6,226.64,27.45,-0.2,355.52,1.58,0.24,0.58,24.39,17.34,29.05,13.05,22.28,27-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Aug-2019 - 00:00,1.99,3.41,1.4,747.24,,78.98,237.42,27.22,-0.2,355.35,1.48,0.0,0.55,20.18,17.05,25.47,13.12,29.74,28-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Aug-2019 - 00:00,0.95,0.71,0.73,747.3,37.62,71.64,275.28,28.32,-0.2,355.77,2.34,0.0,0.54,25.2,18.26,30.21,16.38,32.6,29-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Aug-2019 - 00:00,11.38,7.72,6.37,747.09,64.41,83.67,136.11,27.52,-0.2,306.74,1.34,0.57,0.7,35.05,18.68,36.0,20.72,15.65,30-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Aug-2019 - 00:00,2.26,11.26,1.13,747.11,35.0,75.47,225.67,27.25,-0.2,85.0,0.8,0.0,1.14,34.88,19.68,38.82,7.74,30.61,31-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
31-Aug-2019 - 00:00,1.89,6.03,0.85,747.41,38.15,67.96,270.45,26.89,-0.2,85.0,1.21,0.0,,23.79,15.32,27.49,4.14,20.86,01-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Sep-2019 - 00:00,1.9,4.63,0.51,746.95,36.4,83.91,131.99,26.61,-0.2,85.0,1.86,0.38,,23.75,23.75,31.94,3.15,19.78,02-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Sep-2019 - 00:00,2.38,7.39,0.79,747.22,48.17,78.56,157.26,26.91,-0.2,85.0,0.8,0.0,,21.37,18.09,27.0,3.28,24.01,03-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Sep-2019 - 00:00,2.62,19.78,1.81,747.32,40.94,71.34,196.27,26.52,-0.2,85.0,0.71,0.0,,21.12,21.24,28.47,2.39,23.46,04-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Sep-2019 - 00:00,2.28,12.67,0.98,747.16,36.9,77.3,170.95,26.41,-0.2,85.0,1.58,0.0,,16.79,23.0,25.89,1.19,22.73,05-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Sep-2019 - 00:00,2.05,8.76,0.62,747.2,25.75,75.12,139.41,26.19,-0.2,85.0,1.4,0.05,,18.82,18.89,25.34,,26.62,06-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Sep-2019 - 00:00,2.11,12.37,0.73,747.0,30.57,85.61,105.11,26.29,-0.2,85.0,1.06,1.04,,22.96,16.37,27.37,,24.08,07-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Sep-2019 - 00:00,2.9,19.32,0.62,746.96,22.24,85.81,131.36,26.51,-0.2,85.0,1.22,0.0,,26.69,23.28,34.09,,23.52,08-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Sep-2019 - 00:00,3.0,13.7,1.16,746.87,22.57,90.07,77.33,27.05,-0.2,85.0,1.07,1.33,,27.8,16.28,31.25,,23.61,09-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Sep-2019 - 00:00,2.51,11.43,1.71,747.32,25.47,75.42,210.2,26.85,-0.2,85.0,1.06,0.0,,35.04,16.15,37.06,,24.93,10-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Sep-2019 - 00:00,2.04,12.49,1.52,747.28,37.37,74.36,154.97,26.67,-0.2,85.0,0.51,0.0,,30.85,15.49,33.32,,21.94,11-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Sep-2019 - 00:00,2.31,18.17,1.91,747.36,40.52,68.72,187.2,26.63,-0.2,85.0,0.84,0.0,,25.08,15.44,28.6,,22.44,12-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Sep-2019 - 00:00,1.81,6.8,0.87,747.23,27.53,76.64,184.13,26.22,-0.2,85.0,1.85,0.24,,17.84,20.21,25.26,,22.77,13-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Sep-2019 - 00:00,2.9,6.11,0.67,747.13,19.29,75.48,188.09,26.6,-0.2,85.0,2.43,0.06,,17.2,19.3,24.25,,19.64,14-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Sep-2019 - 00:00,2.82,5.36,0.67,747.0,20.99,80.16,157.72,26.81,-0.2,85.0,2.69,0.04,,16.41,16.98,22.37,,22.7,15-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Sep-2019 - 00:00,2.49,9.23,1.12,746.78,22.47,83.19,93.18,26.86,-0.2,85.0,1.25,0.0,,25.92,16.82,30.03,,24.49,16-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Sep-2019 - 00:00,2.99,11.75,1.75,747.26,35.21,72.09,208.71,26.8,-0.2,85.0,0.86,0.0,,25.45,18.11,30.32,,21.45,17-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Sep-2019 - 00:00,2.87,25.1,2.63,747.13,33.36,76.76,127.96,26.7,-0.2,85.0,0.88,0.22,,25.41,22.94,32.86,,21.67,18-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Sep-2019 - 00:00,3.45,12.67,1.5,746.97,30.14,72.79,202.4,26.82,-0.2,85.0,1.88,0.02,,24.36,20.99,30.98,,23.53,19-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Sep-2019 - 00:00,3.07,5.98,0.6,746.77,21.34,76.69,161.21,26.83,-0.2,85.0,2.55,0.0,,25.19,15.84,28.92,,22.49,20-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Sep-2019 - 00:00,3.14,8.13,0.84,746.79,30.29,76.23,170.8,28.02,-0.2,151.03,1.16,0.0,0.81,30.59,16.17,33.47,10.87,28.97,21-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Sep-2019 - 00:00,6.44,20.85,1.7,746.51,30.91,82.2,125.75,27.93,-0.2,218.22,1.32,0.04,0.59,39.44,18.67,50.76,19.43,24.89,22-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Sep-2019 - 00:00,3.21,11.07,0.78,746.47,19.92,79.18,197.19,28.57,-0.2,203.9,2.17,0.0,0.31,52.21,22.14,58.55,14.44,13.36,23-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Sep-2019 - 00:00,2.92,6.76,0.7,746.57,22.37,77.12,157.72,28.5,-0.2,219.9,1.92,0.0,0.27,45.33,19.29,52.84,14.11,15.09,24-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Sep-2019 - 00:00,4.77,11.14,0.98,746.44,23.67,81.21,127.18,28.48,-0.2,193.77,1.44,0.0,0.34,46.23,20.68,52.91,20.01,16.55,25-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Sep-2019 - 00:00,4.35,13.12,1.03,746.1,25.56,92.07,76.18,28.52,-0.2,177.48,1.34,1.88,0.4,44.35,20.74,51.23,16.44,11.64,26-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Sep-2019 - 00:00,3.49,10.26,0.84,746.41,18.64,86.5,158.59,28.38,-0.2,180.0,2.02,0.0,0.36,32.86,20.21,41.73,12.98,15.04,27-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Sep-2019 - 00:00,3.23,8.28,0.65,746.19,14.53,90.91,79.74,28.62,-0.2,150.86,1.79,0.14,0.46,31.53,20.1,40.4,10.13,12.92,28-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Sep-2019 - 00:00,3.7,10.08,0.6,746.09,16.82,91.29,89.86,28.75,-0.2,170.38,1.75,0.28,0.46,37.16,19.84,44.81,12.83,16.39,29-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Sep-2019 - 00:00,2.84,7.99,0.54,746.0,16.1,94.39,38.5,28.74,-0.2,183.75,1.5,0.0,0.63,44.21,17.84,56.0,11.84,13.54,30-Sep-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Sep-2019 - 00:00,4.57,19.58,1.45,746.82,24.17,75.18,95.16,28.46,-0.2,220.42,0.65,0.0,0.81,40.4,15.97,41.35,21.99,15.23,01-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Oct-2019 - 00:00,3.88,9.7,0.82,746.53,21.29,81.01,166.97,28.75,-0.2,181.36,1.18,0.0,0.44,38.84,16.75,40.48,13.95,12.67,02-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Oct-2019 - 00:00,4.82,19.39,2.0,747.06,25.27,67.02,311.76,28.6,-0.2,95.62,1.23,0.0,0.68,29.25,23.51,36.27,14.96,18.82,03-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Oct-2019 - 00:00,6.12,30.6,2.93,746.88,32.23,63.96,231.18,28.61,-0.2,205.82,0.84,0.0,0.8,42.53,23.64,47.17,18.2,13.25,04-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Oct-2019 - 00:00,3.86,18.38,1.41,746.59,24.04,72.77,247.27,28.81,-0.2,128.42,2.03,0.27,0.51,23.29,26.41,32.98,10.25,12.56,05-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Oct-2019 - 00:00,4.97,25.1,2.07,746.58,33.5,67.94,245.85,28.87,-0.2,121.93,1.88,0.0,0.71,29.44,30.97,44.63,10.49,18.85,06-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Oct-2019 - 00:00,5.88,30.63,2.27,746.75,37.54,60.38,243.65,28.77,-0.2,119.91,1.3,0.0,0.78,38.79,32.71,53.31,15.03,15.0,07-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Oct-2019 - 00:00,3.39,11.67,1.0,746.5,38.3,60.78,226.59,28.84,-0.2,87.62,2.39,0.0,0.66,25.14,37.46,44.97,11.03,13.14,08-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Oct-2019 - 00:00,3.64,29.27,1.72,746.6,35.07,56.5,247.1,28.71,-0.2,100.38,2.02,0.0,0.6,28.09,36.79,47.09,11.05,14.1,09-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Oct-2019 - 00:00,5.16,29.08,2.97,746.85,40.73,49.38,229.6,28.49,-0.2,144.39,0.67,0.0,0.72,30.84,38.07,45.27,20.78,13.73,10-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Oct-2019 - 00:00,6.72,32.79,3.37,746.9,38.25,48.19,227.44,28.52,-0.2,151.98,0.81,0.0,0.76,43.58,36.39,55.17,19.21,13.94,11-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Oct-2019 - 00:00,5.65,27.2,2.2,746.81,42.09,49.61,223.12,28.62,-0.2,137.59,1.09,0.0,0.74,35.46,35.96,47.93,18.1,16.64,12-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Oct-2019 - 00:00,5.37,21.45,2.45,746.82,53.39,50.47,225.53,28.45,-0.2,117.09,0.88,0.0,0.92,36.83,39.71,51.48,22.9,14.41,13-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Oct-2019 - 00:00,6.69,28.83,3.03,746.81,66.88,52.2,212.25,28.54,-0.2,167.29,0.69,0.0,1.03,44.0,37.57,60.27,25.86,16.14,14-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Oct-2019 - 00:00,6.11,25.77,2.73,746.96,65.58,50.69,199.61,28.47,-0.2,105.41,0.77,0.0,1.09,32.43,38.94,46.99,23.56,14.5,15-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Oct-2019 - 00:00,9.25,36.73,3.44,746.89,68.61,53.08,189.4,28.41,-0.2,156.39,0.42,0.0,1.17,37.41,36.21,49.66,38.66,14.38,16-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Oct-2019 - 00:00,11.32,35.6,3.11,746.84,65.55,52.6,191.83,28.33,-0.2,157.17,0.57,0.0,1.09,36.16,31.14,50.75,30.17,12.64,17-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Oct-2019 - 00:00,6.88,30.31,1.88,746.8,49.19,54.43,190.82,28.22,-0.2,191.06,0.88,0.0,0.86,30.66,29.66,45.4,34.43,17.06,18-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Oct-2019 - 00:00,4.84,21.0,1.24,746.86,39.85,51.93,190.1,28.15,-0.2,190.16,1.29,0.0,0.68,29.24,27.92,43.32,38.5,18.47,19-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Oct-2019 - 00:00,7.2,27.94,2.15,746.7,58.34,57.82,158.45,28.27,-0.2,130.9,0.63,0.0,0.97,35.83,30.15,49.76,32.28,17.5,20-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Oct-2019 - 00:00,7.6,36.47,3.79,746.47,63.51,55.16,142.3,28.41,-0.2,108.09,0.99,0.0,1.37,48.86,35.74,68.04,24.3,15.9,21-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Oct-2019 - 00:00,8.32,38.78,5.99,746.4,63.54,49.09,197.62,28.84,-0.2,186.17,1.88,0.0,1.18,52.05,42.92,69.78,15.77,14.59,22-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Oct-2019 - 00:00,6.25,24.96,3.23,746.38,52.45,46.29,214.26,28.79,-0.2,222.57,2.17,0.0,1.08,45.26,43.66,64.62,12.53,15.63,23-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Oct-2019 - 00:00,10.76,52.46,6.99,746.53,65.17,43.5,210.58,28.38,-0.2,203.91,1.26,0.0,1.37,59.46,43.22,75.99,16.02,14.64,24-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Oct-2019 - 00:00,11.56,48.13,6.61,746.59,73.16,47.16,190.8,28.6,-0.2,142.3,0.99,0.0,1.29,46.3,46.91,67.26,22.51,14.58,25-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Oct-2019 - 00:00,7.01,20.01,2.15,746.57,57.29,51.92,191.23,28.75,-0.2,232.11,1.16,0.0,0.89,32.56,41.23,52.96,24.99,19.02,26-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Oct-2019 - 00:00,10.34,28.65,3.25,746.5,47.04,56.69,183.41,28.64,-0.2,216.1,0.94,0.0,1.04,46.88,36.14,62.01,21.54,13.23,27-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Oct-2019 - 00:00,10.05,39.84,8.6,746.43,77.9,51.36,182.34,28.61,-0.2,136.68,1.16,0.0,1.5,71.77,36.86,86.67,28.11,15.91,28-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Oct-2019 - 00:00,7.65,26.9,6.02,746.38,101.43,51.65,140.15,28.6,-0.2,148.28,0.59,0.0,1.63,61.77,36.35,74.15,38.23,14.97,29-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Oct-2019 - 00:00,6.85,19.9,3.33,746.34,99.81,54.82,122.07,28.56,-0.2,227.17,0.64,0.0,1.45,53.48,38.48,68.6,26.1,14.89,30-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Oct-2019 - 00:00,8.3,28.05,3.7,746.28,119.57,59.1,98.25,28.94,-0.2,214.45,0.45,0.0,2.06,70.06,37.08,81.19,27.96,17.17,31-Oct-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
31-Oct-2019 - 00:00,11.17,39.77,8.22,746.49,73.92,50.67,174.2,28.95,-0.2,228.2,0.94,0.0,1.56,59.86,41.35,75.18,23.65,17.55,01-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Nov-2019 - 00:00,12.98,60.19,12.8,746.75,84.18,48.18,179.29,28.86,-0.2,175.5,0.5,0.0,2.03,79.64,42.44,91.83,34.8,15.76,02-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Nov-2019 - 00:00,7.97,36.96,7.09,746.55,110.99,52.58,161.62,28.92,-0.2,152.39,1.39,0.0,1.5,39.88,40.6,58.51,34.91,17.26,03-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Nov-2019 - 00:00,5.86,19.09,2.28,746.26,136.66,61.9,123.68,29.18,-0.2,250.83,1.94,0.0,1.5,26.73,42.27,48.72,11.68,12.57,04-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Nov-2019 - 00:00,5.03,14.39,2.08,746.28,116.27,60.31,131.88,29.2,-0.2,267.03,1.99,0.0,1.25,29.23,43.06,51.09,12.37,14.35,05-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Nov-2019 - 00:00,6.39,27.94,4.06,746.3,89.69,54.76,168.5,29.3,-0.2,254.67,1.7,0.0,1.46,49.63,41.59,66.9,14.19,16.4,06-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Nov-2019 - 00:00,9.77,49.91,7.62,746.0,77.48,56.31,67.27,29.49,-0.2,172.98,0.54,0.0,1.51,59.0,38.11,72.7,20.65,11.82,07-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Nov-2019 - 00:00,5.18,19.53,2.31,746.31,63.76,53.67,134.22,29.38,-0.2,105.7,1.15,0.0,0.85,31.01,37.5,49.51,27.93,13.64,08-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Nov-2019 - 00:00,4.81,16.11,1.71,746.35,74.69,52.36,141.24,29.33,-0.2,194.66,1.07,0.0,0.97,27.62,43.09,49.78,26.75,14.25,09-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Nov-2019 - 00:00,4.68,18.37,1.65,746.29,54.34,55.04,164.68,29.21,-0.2,187.32,2.08,0.0,0.93,17.87,52.18,46.73,12.92,16.34,10-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Nov-2019 - 00:00,4.75,21.87,2.24,746.27,62.67,48.43,161.25,29.39,-0.2,177.88,1.56,0.0,0.97,25.54,53.26,58.25,12.94,20.79,11-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Nov-2019 - 00:00,5.77,26.64,3.18,746.26,80.36,49.82,149.81,29.39,-0.2,178.25,0.72,0.0,1.24,33.09,58.12,57.82,23.82,16.05,12-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Nov-2019 - 00:00,7.59,47.61,5.77,746.26,101.58,51.7,150.44,29.44,-0.2,175.43,0.6,0.0,1.82,50.28,60.96,77.73,27.64,14.52,13-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Nov-2019 - 00:00,9.38,45.06,6.67,746.26,135.14,52.75,134.01,29.33,-0.2,193.06,0.48,0.0,2.02,33.45,63.43,60.93,30.75,14.72,14-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Nov-2019 - 00:00,9.58,44.21,7.14,746.23,137.22,57.73,93.23,29.45,-0.2,213.3,0.57,0.0,1.86,44.05,59.49,72.0,24.7,16.34,15-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Nov-2019 - 00:00,6.79,25.9,4.05,746.01,131.0,63.41,139.29,29.45,-0.2,169.82,1.62,0.0,1.5,27.23,57.87,57.32,15.63,13.02,16-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Nov-2019 - 00:00,5.34,20.91,2.61,746.21,82.06,61.32,153.34,29.25,-0.2,175.31,2.88,0.0,1.08,20.04,60.6,52.9,10.25,19.48,17-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Nov-2019 - 00:00,3.22,12.49,1.03,746.06,39.05,58.01,174.79,29.2,-0.2,167.92,4.37,0.0,0.59,12.67,52.92,42.83,10.15,16.3,18-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Nov-2019 - 00:00,3.48,11.04,1.16,746.02,29.73,58.09,176.89,29.34,-0.2,201.61,2.65,0.0,0.7,21.26,54.42,50.69,9.64,17.34,19-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Nov-2019 - 00:00,6.77,26.33,4.61,746.08,39.02,54.53,174.73,29.48,-0.2,205.81,1.23,0.0,1.16,56.58,51.96,78.19,11.35,17.16,20-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Nov-2019 - 00:00,8.64,45.05,6.04,746.08,70.59,52.96,154.29,29.49,-0.2,209.98,0.52,0.0,1.38,67.89,53.81,88.21,21.99,19.25,21-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Nov-2019 - 00:00,10.09,56.61,9.48,746.04,83.52,56.86,136.61,29.58,-0.2,181.7,0.38,0.0,2.26,96.95,56.21,116.65,23.48,16.23,22-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Nov-2019 - 00:00,13.44,99.51,17.9,745.9,93.73,62.96,127.69,29.62,-0.2,237.32,0.81,0.0,2.18,91.84,54.27,108.04,19.14,17.44,23-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Nov-2019 - 00:00,9.51,48.28,7.59,745.94,90.28,63.21,155.65,29.61,-0.2,233.01,1.14,0.0,1.44,66.45,56.18,90.08,11.87,16.88,24-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Nov-2019 - 00:00,6.51,15.84,2.23,746.12,55.53,55.97,215.8,32.69,-0.2,256.4,2.65,0.0,0.88,28.61,74.1,68.62,17.94,21.54,25-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Nov-2019 - 00:00,7.44,31.2,5.66,746.07,75.85,57.88,137.18,32.48,-0.2,243.04,1.09,0.0,1.27,44.69,75.93,89.71,17.8,35.32,26-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Nov-2019 - 00:00,8.14,39.96,5.19,746.31,72.01,55.84,139.57,29.38,-0.2,87.99,0.55,0.0,1.45,72.97,49.4,90.01,22.52,19.35,27-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Nov-2019 - 00:00,7.05,33.61,4.15,746.24,81.86,61.82,122.81,29.06,-0.2,126.06,1.28,0.0,0.98,35.38,43.25,56.11,24.45,19.32,28-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Nov-2019 - 00:00,3.74,8.27,0.57,745.98,84.13,75.83,126.3,30.32,-0.2,145.69,2.45,0.23,1.06,17.09,45.6,42.2,14.76,18.14,29-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Nov-2019 - 00:00,3.66,10.99,1.19,745.52,41.0,89.71,83.9,31.06,-0.2,247.24,1.34,0.0,0.67,31.23,48.06,55.24,12.63,19.13,30-Nov-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Nov-2019 - 00:00,4.68,18.49,1.72,745.54,51.88,81.91,146.89,29.28,-0.2,279.62,2.02,0.0,0.75,30.3,50.0,55.7,11.73,20.54,01-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Dec-2019 - 00:00,3.61,10.65,1.22,745.54,37.39,72.12,135.88,29.16,-0.2,283.49,1.86,0.0,0.6,17.14,56.02,53.19,7.73,19.15,02-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Dec-2019 - 00:00,4.13,11.76,1.77,745.49,45.57,59.55,168.16,29.17,-0.2,264.69,1.59,0.0,0.89,25.36,58.98,51.99,9.27,18.21,03-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Dec-2019 - 00:00,5.82,29.57,4.01,745.47,50.95,55.18,175.4,29.39,-0.2,240.77,1.76,0.0,0.78,34.05,60.93,64.61,9.51,20.14,04-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
