from date,PM2.5,PM10,RF,AT,SR,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,WD,WS,to date,station
07-Aug-2019 - 00:00,28.17,83.82,0.0,30.99,91.41,4.2,12.77,25.59,24.0,26.02,0.95,22.67,2.69,22.04,4.13,30.51,85.26,727.51,121.34,0.66,08-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Aug-2019 - 00:00,24.47,90.24,0.0,33.38,103.22,5.22,9.4,20.69,18.59,24.3,0.79,21.93,1.9,19.53,2.51,30.7,77.28,727.09,124.68,1.05,09-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Aug-2019 - 00:00,7.58,59.83,0.0,32.05,87.16,4.57,7.55,12.48,12.59,22.56,0.5,22.78,0.83,9.48,1.05,30.69,76.99,729.18,117.97,2.46,10-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Aug-2019 - 00:00,14.46,53.52,0.0,31.04,72.04,2.84,7.78,15.33,14.29,22.14,0.68,20.66,1.05,13.04,1.47,30.69,83.69,730.11,137.09,1.81,11-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Aug-2019 - 00:00,23.3,79.82,0.02,32.89,91.56,1.84,10.21,18.17,17.72,25.49,0.61,23.17,1.38,9.96,1.93,30.66,78.08,731.25,167.26,11.75,12-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Aug-2019 - 00:00,23.12,75.96,0.0,32.75,64.89,3.26,10.46,29.84,23.98,23.71,0.88,34.72,2.32,23.72,3.06,30.64,79.32,731.2,245.11,5.68,13-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Aug-2019 - 00:00,23.01,68.8,0.43,31.13,61.92,5.21,11.34,27.28,23.39,23.9,0.96,23.3,2.07,20.99,2.96,30.62,85.16,731.72,222.24,3.15,14-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Aug-2019 - 00:00,49.52,87.77,0.46,31.06,87.84,4.89,15.93,36.83,32.06,25.22,1.3,54.83,3.34,26.06,4.79,30.49,87.31,732.88,177.94,0.84,15-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Aug-2019 - 00:00,25.68,61.67,0.09,31.65,94.55,1.8,8.79,17.04,16.0,25.87,0.8,23.24,1.72,11.4,2.24,30.54,83.75,732.6,106.33,2.56,16-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Aug-2019 - 00:00,11.84,42.81,0.0,30.26,73.02,4.05,7.76,13.29,13.18,18.75,0.61,20.7,0.81,6.43,1.08,30.56,84.92,731.0,119.32,2.62,17-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Aug-2019 - 00:00,5.48,18.31,0.0,27.83,38.48,2.08,8.74,11.48,13.0,18.14,0.59,9.47,0.82,10.78,1.4,30.58,95.04,730.69,145.85,1.96,18-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Aug-2019 - 00:00,17.07,46.48,0.01,28.11,44.18,1.17,10.8,23.43,20.92,17.14,0.87,22.34,1.98,18.67,2.99,30.53,93.24,733.88,203.79,0.84,19-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Aug-2019 - 00:00,55.6,125.44,0.0,31.18,97.64,1.91,21.66,29.73,32.59,22.12,1.01,53.53,3.29,34.16,4.92,30.32,84.01,735.77,173.33,1.04,20-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Aug-2019 - 00:00,52.71,146.47,0.0,32.01,91.68,3.75,14.16,29.22,26.64,35.63,1.0,43.59,2.86,29.24,3.72,31.87,80.44,735.24,218.19,1.48,21-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Aug-2019 - 00:00,49.33,164.39,0.0,32.91,98.51,3.15,13.59,33.49,28.42,28.93,1.07,43.27,2.82,43.67,3.9,32.51,77.41,733.8,221.12,1.7,22-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Aug-2019 - 00:00,57.69,174.54,0.01,31.36,66.67,1.66,24.94,40.47,41.21,34.85,1.54,32.12,4.05,48.33,5.35,29.31,79.64,734.26,180.14,2.02,23-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Aug-2019 - 00:00,57.5,168.81,0.03,32.06,66.81,1.29,49.26,43.76,63.33,37.98,2.36,36.2,5.42,55.34,9.37,29.16,79.68,733.88,211.6,0.8,24-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Aug-2019 - 00:00,69.57,161.0,0.4,30.87,41.05,0.72,41.24,42.29,55.48,46.21,2.03,30.99,6.71,65.21,10.64,29.26,86.68,734.27,166.24,0.78,25-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Aug-2019 - 00:00,34.14,66.7,0.06,28.99,52.52,0.49,12.54,26.64,24.03,34.93,1.01,23.36,2.16,27.0,3.45,29.31,90.17,734.82,125.03,2.34,26-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Aug-2019 - 00:00,19.96,72.64,0.0,31.26,94.95,1.37,14.2,24.6,24.28,26.21,1.05,22.15,1.9,21.77,2.69,29.36,82.61,734.41,114.73,5.06,27-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Aug-2019 - 00:00,42.93,141.56,0.0,33.5,97.7,4.24,27.13,29.84,37.72,25.0,1.04,23.87,2.76,28.71,3.66,29.25,76.33,733.35,109.56,2.32,28-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Aug-2019 - 00:00,37.81,117.86,0.0,34.35,96.19,5.17,12.01,27.08,23.83,27.53,0.67,27.62,1.75,21.95,2.71,29.26,74.08,734.44,132.89,2.43,29-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Aug-2019 - 00:00,28.93,93.99,0.0,33.68,98.69,4.93,10.24,23.68,20.59,26.14,0.43,31.14,1.53,21.28,2.34,29.32,76.21,735.41,147.7,2.05,30-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Aug-2019 - 00:00,36.7,114.21,0.0,33.64,87.34,4.92,9.35,30.04,23.24,26.11,0.77,34.52,2.0,23.97,2.72,29.38,76.02,732.97,145.71,1.2,31-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Aug-2019 - 00:00,54.2,132.05,0.02,33.9,73.32,6.02,12.3,41.48,31.53,28.43,1.04,43.33,3.38,36.33,4.08,29.49,76.71,730.9,165.1,1.11,01-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Sep-2019 - 00:00,20.91,54.75,0.19,30.53,57.35,6.56,9.97,22.86,20.25,28.72,0.6,27.15,1.75,21.11,2.39,29.63,85.56,733.26,122.02,1.57,02-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Sep-2019 - 00:00,45.77,106.7,0.0,32.95,95.45,5.26,10.92,27.13,22.95,25.95,0.73,43.47,2.13,26.66,2.71,29.57,79.22,733.12,114.47,0.94,03-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Sep-2019 - 00:00,57.14,128.24,0.0,33.73,80.5,3.04,11.21,31.1,25.18,25.64,0.77,33.74,2.67,29.02,3.15,29.49,77.47,732.03,123.11,0.88,04-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Sep-2019 - 00:00,63.15,136.61,0.0,32.43,67.68,5.2,11.58,31.37,25.7,26.74,0.76,30.92,2.6,28.61,3.23,29.66,82.82,731.77,137.28,1.34,05-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Sep-2019 - 00:00,29.57,88.48,0.0,32.17,83.96,5.16,12.27,23.21,22.03,25.95,0.49,20.35,1.63,22.76,1.83,29.53,82.53,731.88,127.49,1.51,06-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Sep-2019 - 00:00,30.4,88.26,0.0,32.84,81.21,5.25,11.76,23.29,21.94,25.81,0.58,20.35,1.82,27.31,1.91,29.58,80.69,730.97,140.58,1.49,07-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Sep-2019 - 00:00,29.74,84.27,0.0,31.8,74.92,2.14,11.82,25.14,22.65,24.18,0.57,20.65,1.83,26.27,2.96,29.46,83.44,731.61,148.39,1.52,08-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Sep-2019 - 00:00,27.49,81.33,0.0,32.76,88.92,6.76,11.07,21.77,20.23,24.39,0.57,23.89,1.65,21.97,1.69,29.44,79.56,733.07,96.67,1.12,09-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Sep-2019 - 00:00,56.81,145.98,0.0,33.78,80.81,9.08,6.24,27.58,19.74,26.3,0.64,39.49,2.25,28.75,2.42,31.57,75.78,731.62,111.15,1.36,10-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Sep-2019 - 00:00,69.89,172.33,0.0,34.22,77.32,19.18,14.07,59.8,43.24,20.94,1.0,44.01,2.47,22.9,3.38,38.01,72.18,731.2,120.61,0.83,11-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Sep-2019 - 00:00,71.54,175.92,0.0,35.05,80.79,8.46,13.68,42.15,33.05,26.06,0.94,49.07,2.84,37.72,4.69,28.08,71.35,732.66,143.5,0.92,12-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Sep-2019 - 00:00,41.76,106.99,0.0,33.25,82.59,3.88,10.83,27.37,22.93,25.79,0.59,27.7,1.8,22.55,2.53,28.24,78.73,734.24,147.14,1.85,13-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Sep-2019 - 00:00,24.28,83.71,0.0,32.86,88.89,3.37,11.19,23.92,21.47,23.75,0.52,22.89,1.26,16.99,1.59,29.49,78.33,735.21,137.03,1.72,14-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Sep-2019 - 00:00,21.27,65.01,0.0,31.86,76.45,4.36,10.24,20.72,19.07,21.95,0.35,22.53,1.14,17.85,1.39,29.76,80.43,735.95,121.81,1.83,15-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Sep-2019 - 00:00,33.08,78.76,0.0,31.43,67.95,7.53,12.01,25.04,22.73,19.47,0.52,22.54,1.08,21.02,1.02,28.83,82.41,735.98,130.94,1.35,16-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Sep-2019 - 00:00,64.15,151.17,0.0,33.1,73.4,6.39,13.36,33.82,28.42,20.8,0.8,48.55,2.84,41.94,4.49,28.34,76.83,734.41,148.56,3.1,17-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Sep-2019 - 00:00,64.73,151.77,0.0,33.64,80.65,5.71,11.15,32.07,26.11,24.39,0.77,53.45,2.41,28.17,2.92,28.47,72.72,735.25,154.89,15.74,18-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Sep-2019 - 00:00,27.26,91.12,0.01,31.22,91.85,6.27,7.4,28.07,20.58,21.85,0.47,32.43,1.09,16.78,1.6,28.58,74.08,739.36,138.15,19.93,19-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Sep-2019 - 00:00,15.34,59.85,0.0,29.71,75.85,3.4,7.39,19.14,15.95,19.59,0.36,22.18,0.9,12.0,1.2,28.43,79.8,741.64,172.44,14.77,20-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Sep-2019 - 00:00,36.55,115.75,0.0,30.87,80.74,4.44,15.35,30.09,28.1,19.66,0.66,24.18,0.91,14.48,2.07,28.07,76.85,739.72,221.76,1.26,21-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Sep-2019 - 00:00,30.22,82.72,0.05,30.8,74.47,2.24,19.27,31.39,31.96,20.32,0.64,29.35,1.58,26.78,2.49,28.08,79.09,738.52,147.09,1.32,22-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Sep-2019 - 00:00,20.48,58.23,0.0,27.68,50.46,3.82,14.7,29.07,27.03,21.96,0.56,18.11,1.53,23.9,2.65,28.29,85.66,740.65,233.0,1.36,23-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Sep-2019 - 00:00,29.33,81.76,0.0,28.77,67.91,3.83,13.1,28.05,25.54,21.01,0.5,21.35,0.75,14.23,1.11,28.37,82.41,741.79,224.38,2.73,24-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Sep-2019 - 00:00,31.21,85.38,0.0,29.98,76.06,8.79,17.91,33.53,31.97,19.89,0.52,30.91,1.16,17.93,1.87,28.6,78.29,741.9,190.15,1.39,25-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Sep-2019 - 00:00,30.77,94.55,0.0,29.75,86.7,3.02,14.45,31.03,27.82,20.03,0.57,19.84,1.58,25.22,2.37,28.62,80.44,743.06,255.92,3.15,26-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Sep-2019 - 00:00,20.97,69.54,0.0,29.8,81.94,5.48,17.7,26.46,28.11,19.62,0.47,9.46,1.18,18.59,1.75,28.74,81.2,743.52,288.05,1.67,27-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Sep-2019 - 00:00,10.42,50.99,0.0,28.55,63.71,4.03,9.26,20.88,18.32,17.08,0.33,12.62,0.95,15.6,1.31,28.76,83.55,742.33,286.1,1.62,28-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Sep-2019 - 00:00,17.18,62.33,0.0,28.23,66.36,3.7,14.19,24.36,24.43,16.27,0.48,11.3,1.33,19.48,1.63,28.87,84.02,740.61,281.34,1.52,29-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Sep-2019 - 00:00,9.53,44.91,0.0,27.51,55.48,6.87,29.51,19.71,32.92,15.1,0.39,18.01,0.99,15.8,1.33,28.82,85.6,741.25,270.59,1.54,30-Sep-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Sep-2019 - 00:00,22.14,81.45,0.0,27.92,58.04,1.18,8.94,20.97,18.15,16.11,0.65,22.75,1.38,19.55,2.06,28.78,84.69,740.14,246.59,1.28,01-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Oct-2019 - 00:00,27.16,86.75,0.0,28.54,75.82,0.58,11.75,21.35,20.89,18.23,0.71,25.9,1.66,22.99,2.25,28.51,83.61,739.49,210.22,1.35,02-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Oct-2019 - 00:00,35.01,108.96,0.0,29.68,87.28,2.9,13.08,24.39,23.29,19.04,0.89,31.27,1.98,22.59,2.61,28.43,77.18,740.66,213.95,0.89,03-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Oct-2019 - 00:00,73.09,188.35,0.03,30.07,68.62,4.61,26.68,40.26,42.59,22.73,1.29,53.58,4.15,31.16,4.51,29.14,74.54,740.64,214.07,0.8,04-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Oct-2019 - 00:00,53.1,121.68,0.01,28.2,87.84,5.29,14.93,34.34,30.4,23.5,0.85,77.32,2.51,33.2,3.39,29.03,77.82,741.53,163.65,1.63,05-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Oct-2019 - 00:00,49.73,148.95,0.0,28.38,95.29,6.77,12.43,34.01,28.19,21.53,0.85,102.88,3.09,46.36,4.68,29.22,69.58,741.54,173.08,1.62,06-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Oct-2019 - 00:00,72.31,192.99,0.0,28.92,89.19,10.5,10.94,34.98,27.49,24.82,0.91,104.19,3.05,32.97,3.66,29.2,69.93,742.22,170.01,1.91,07-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Oct-2019 - 00:00,65.26,177.86,0.0,28.49,74.82,7.91,10.1,33.68,25.63,25.16,0.77,94.59,2.67,28.79,3.0,29.16,72.15,743.1,166.91,2.66,08-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Oct-2019 - 00:00,48.3,153.7,0.0,28.44,92.76,11.95,8.52,34.5,25.29,22.6,0.73,84.13,2.32,26.14,2.68,29.2,66.26,742.53,171.04,4.74,09-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Oct-2019 - 00:00,75.44,209.79,0.0,29.08,82.43,19.77,25.35,45.73,44.25,26.2,1.16,68.22,3.58,27.94,4.32,29.98,64.46,742.7,214.79,1.85,10-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Oct-2019 - 00:00,124.22,275.82,0.0,29.44,79.29,11.2,19.17,54.1,43.73,31.01,1.23,63.59,5.49,47.22,4.75,30.33,63.18,742.08,193.39,3.23,11-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Oct-2019 - 00:00,128.15,275.47,0.0,29.42,80.9,7.73,21.18,56.09,46.38,33.29,1.38,106.56,5.9,45.9,4.9,30.43,63.4,741.54,181.07,0.93,12-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Oct-2019 - 00:00,140.8,310.86,0.0,29.68,80.85,7.69,27.55,53.9,51.07,36.36,1.63,92.17,5.9,45.9,4.9,30.28,66.22,742.48,194.05,0.95,13-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Oct-2019 - 00:00,170.06,340.67,0.0,29.35,73.65,4.72,29.45,54.08,52.7,38.48,1.58,98.23,5.9,45.9,4.9,30.29,65.77,743.04,188.07,0.89,14-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Oct-2019 - 00:00,135.89,294.31,0.0,29.65,74.61,6.14,32.1,57.77,56.12,40.69,1.58,110.76,5.45,54.79,6.88,30.25,66.89,743.76,157.85,0.82,15-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Oct-2019 - 00:00,155.97,341.34,0.0,29.98,69.4,6.75,43.65,64.87,69.19,43.01,2.07,72.91,5.91,44.45,7.85,30.79,67.16,744.43,171.58,0.66,16-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Oct-2019 - 00:00,144.51,289.38,0.0,29.94,66.68,4.55,14.87,50.47,38.28,42.0,1.44,36.06,4.21,33.33,5.35,30.72,68.28,744.84,200.28,0.86,17-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Oct-2019 - 00:00,131.41,272.8,0.0,29.39,69.15,5.91,12.16,43.43,32.98,38.31,1.23,33.94,2.89,23.33,3.65,30.61,66.93,744.64,273.93,0.94,18-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Oct-2019 - 00:00,91.44,246.32,0.0,29.15,67.94,4.92,11.93,38.03,29.39,37.04,0.92,39.32,2.56,31.01,3.25,30.77,64.5,744.71,247.93,1.37,19-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Oct-2019 - 00:00,104.69,238.97,0.0,28.44,63.48,11.35,20.16,54.09,44.45,33.67,1.33,70.05,4.24,41.01,5.14,30.83,63.7,746.01,204.46,1.0,20-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Oct-2019 - 00:00,115.85,256.82,0.0,28.53,75.43,10.37,19.94,54.38,44.44,30.97,1.19,145.93,5.22,44.11,5.43,30.93,57.61,745.6,169.11,1.33,21-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Oct-2019 - 00:00,145.06,290.65,0.0,27.62,73.16,8.62,24.45,55.74,48.81,32.5,1.23,122.52,4.61,37.84,4.81,30.66,57.88,743.93,161.56,1.38,22-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Oct-2019 - 00:00,110.74,245.01,0.0,27.07,70.9,7.67,36.81,60.52,61.41,34.42,1.45,69.09,3.61,34.73,3.57,30.21,59.39,741.12,146.33,1.21,23-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Oct-2019 - 00:00,153.55,343.29,0.0,27.44,73.56,8.12,70.24,67.74,92.3,38.16,2.32,84.05,8.27,53.02,7.46,30.26,60.8,740.52,166.86,0.97,24-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Oct-2019 - 00:00,192.35,371.15,0.0,27.23,65.14,3.19,50.03,67.27,75.59,42.98,2.11,30.16,8.46,51.34,8.57,30.42,65.35,741.67,258.55,0.66,25-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Oct-2019 - 00:00,132.7,313.5,0.0,26.91,66.93,4.09,48.23,56.47,67.58,38.58,1.95,20.45,4.87,36.62,6.4,30.42,61.99,743.1,254.16,0.91,26-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Oct-2019 - 00:00,167.74,346.6,0.0,26.77,59.95,3.73,48.41,56.94,68.97,43.66,2.25,32.78,5.93,44.57,8.51,30.48,67.53,744.44,153.35,0.64,27-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Oct-2019 - 00:00,231.23,392.31,0.0,26.97,66.3,18.07,90.96,66.11,108.32,44.12,2.84,95.58,8.14,43.17,11.31,30.45,65.92,743.74,152.43,1.01,28-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Oct-2019 - 00:00,359.54,494.11,0.0,26.84,62.44,9.01,67.79,74.93,94.97,50.18,2.85,99.28,7.53,31.86,8.93,30.12,66.11,744.38,137.51,0.94,29-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Oct-2019 - 00:00,402.61,632.5,0.0,26.15,39.46,12.16,78.66,96.91,114.34,56.58,3.88,115.01,9.71,43.99,11.81,30.35,73.89,745.01,129.33,0.49,30-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Oct-2019 - 00:00,365.31,588.28,0.0,26.76,48.86,6.66,145.64,87.51,163.89,65.03,4.75,90.04,10.41,66.03,15.36,30.38,73.1,743.73,138.04,0.55,31-Oct-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Oct-2019 - 00:00,400.39,633.86,0.0,26.59,52.59,9.46,155.87,94.22,175.58,64.04,4.84,101.02,11.8,85.74,16.95,30.5,69.84,742.96,171.77,0.57,01-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Nov-2019 - 00:00,445.22,671.99,0.0,27.58,53.67,6.44,60.15,100.79,102.47,59.95,3.37,83.28,10.55,64.95,11.67,30.41,66.76,743.08,176.56,0.9,02-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Nov-2019 - 00:00,385.44,577.81,0.0,26.57,42.98,7.68,27.22,76.29,61.82,54.16,2.28,52.39,6.71,45.65,6.34,30.26,70.24,744.7,155.58,0.97,03-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Nov-2019 - 00:00,571.45,688.5,0.01,25.07,32.31,8.29,30.24,83.26,67.91,55.48,3.55,45.56,6.7,45.4,6.3,30.17,77.57,745.49,155.52,1.23,04-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Nov-2019 - 00:00,343.92,456.49,0.0,26.04,67.33,4.18,19.33,63.85,49.63,44.28,1.85,45.84,5.38,38.51,5.75,30.32,67.44,745.2,156.98,1.99,05-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Nov-2019 - 00:00,246.33,368.65,0.0,25.95,73.32,6.89,29.71,63.83,57.36,35.49,1.73,41.96,4.92,30.91,4.92,30.43,62.73,742.43,154.04,4.07,06-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Nov-2019 - 00:00,118.92,267.39,0.0,25.96,66.26,5.1,56.25,69.97,82.09,36.67,1.68,39.94,4.54,32.84,6.57,30.55,59.86,740.41,103.04,1.55,07-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Nov-2019 - 00:00,211.32,333.54,0.01,22.92,28.08,8.9,20.76,59.39,48.46,40.71,1.7,33.26,2.89,34.33,3.22,30.28,74.9,742.02,236.26,1.8,08-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Nov-2019 - 00:00,190.12,335.36,0.0,24.76,62.38,7.64,27.5,66.51,56.91,41.04,1.78,67.8,4.34,53.24,5.98,30.34,69.02,744.44,192.26,1.09,09-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Nov-2019 - 00:00,160.16,267.36,0.0,25.02,76.22,6.51,16.62,56.03,42.64,37.06,1.14,50.25,3.63,29.82,4.04,30.12,62.35,744.82,167.2,2.24,10-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Nov-2019 - 00:00,243.38,,0.0,24.21,65.98,8.43,19.27,61.4,48.32,32.04,1.59,51.43,3.5,26.3,4.8,29.74,54.9,744.91,168.79,1.99,11-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Nov-2019 - 00:00,363.45,461.48,0.0,23.76,59.83,11.36,17.8,66.31,49.74,34.36,2.12,104.62,5.19,39.26,6.63,30.15,52.86,743.88,173.79,1.63,12-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Nov-2019 - 00:00,485.38,641.58,0.0,23.06,62.08,9.13,23.77,77.35,59.58,32.9,2.46,95.4,6.66,45.98,6.62,30.43,58.25,744.75,163.44,1.23,13-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Nov-2019 - 00:00,454.12,632.78,0.0,23.35,54.58,10.27,44.13,80.81,78.82,35.35,3.37,98.55,8.4,62.28,10.29,30.31,66.11,746.79,164.04,0.83,14-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Nov-2019 - 00:00,445.25,682.07,0.0,23.04,36.32,7.35,95.71,91.82,112.97,32.2,3.42,109.2,10.88,72.59,17.8,30.27,73.24,747.47,196.76,0.57,15-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Nov-2019 - 00:00,378.45,560.04,0.0,23.79,54.04,10.6,67.92,74.43,94.78,52.43,2.83,85.56,8.8,60.86,12.11,30.46,71.8,746.43,169.01,3.56,16-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Nov-2019 - 00:00,177.09,343.48,0.0,24.38,65.62,4.63,16.25,51.51,39.99,41.15,1.37,103.07,4.46,38.9,5.24,30.7,65.96,746.04,173.85,3.32,17-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Nov-2019 - 00:00,97.42,187.02,0.0,23.86,70.56,6.68,13.4,41.32,32.84,30.48,0.88,64.72,4.3,36.5,4.0,30.47,62.39,746.04,164.24,7.12,18-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Nov-2019 - 00:00,122.04,203.26,0.0,22.61,64.16,6.27,21.39,56.06,47.21,30.86,1.31,43.21,4.55,36.08,5.0,30.7,68.11,745.72,148.52,2.09,19-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
